id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value
2788832243,6,27,1,0,26,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-15T23:07:24.601Z,2025-03-15T23:07:32Z,,,,,5584444219,41,Injury,5584443989,233,7,5584444221,53,97d0drjb3zqkh5ozfufg17nys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832221,7,27,1,0,26,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:07:24.601Z,2025-03-15T23:07:27Z,,,,,5584443977,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832253,7,28,1,0,28,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-15T23:07:26.200Z,2025-03-15T23:07:29Z,,,,,5584444029,233,8,5584444013,55,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832229,8,28,1,0,28,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:07:26.200Z,2025-03-15T23:07:29Z,,,,,5584443891,55,7,5584444021,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832415,10,1,1,0,48,8cpjplodpphtkbt0hq8sr8mqs,1,13.6,55.4,2025-03-15T23:07:46.523Z,2025-03-15T23:07:50Z,d38osra1p83cgtmrwqt6w60yy,H. Sulte,,,5584445041,123,,5584445047,141,26.8,5584445049,212,19.9,5584445043,56,Back,5584445045,140,17.6,5584445051,213,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832441,11,1,1,0,51,8cpjplodpphtkbt0hq8sr8mqs,1,23.6,28.3,2025-03-15T23:07:49.939Z,2025-03-15T23:07:53Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5584445163,141,3.8,5584445169,1,,5584445167,213,5.88,5584445161,140,60.5,5584445159,56,Right,5584445165,212,42.2,5584445157,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832459,12,1,1,0,55,8cpjplodpphtkbt0hq8sr8mqs,1,60.5,3.8,2025-03-15T23:07:53.210Z,2025-03-16T01:18:09Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584445293,212,11.7,5584445285,3,,5584445291,141,19.8,5584445289,140,64.6,5584445295,213,1.19,5584445287,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832487,13,1,1,0,57,8cpjplodpphtkbt0hq8sr8mqs,1,65.7,25.3,2025-03-15T23:07:55.900Z,2025-03-15T23:07:58Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584445445,141,7.3,5584445441,56,Right,5584445447,212,23.6,5584445449,213,5.74,5584445443,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832507,14,1,1,1,0,8cpjplodpphtkbt0hq8sr8mqs,1,91.6,5.9,2025-03-15T23:07:58.450Z,2025-03-15T23:07:59Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584445533,141,6.5,5584445531,140,80.7,5584445529,56,Right,5584445537,213,3.11,5584445535,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832517,15,1,1,1,1,8cpjplodpphtkbt0hq8sr8mqs,0,80.7,6.5,2025-03-15T23:07:59.618Z,2025-03-16T01:18:32Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584445593,212,23.7,5584445591,141,37.3,5584917689,2,,5584445589,140,91.2,5584445587,56,Center,5584445595,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833591,20,61,1,1,2,bu5w8wprynlj9mvphvy8sd94f,1,12.9,60.5,2025-03-15T23:08:00.436Z,2025-03-16T01:18:38Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5584451405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832545,10,12,1,1,3,bu5w8wprynlj9mvphvy8sd94f,1,16.4,62.3,2025-03-15T23:08:01.672Z,2025-03-16T01:18:36Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584445725,141,72.1,5584445727,212,13.5,5584445721,56,Back,5584445723,140,27.6,5584445729,213,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832605,12,1,1,1,7,bu5w8wprynlj9mvphvy8sd94f,1,38.0,69.4,2025-03-15T23:08:05.471Z,2025-03-15T23:12:57Z,864l8bcr288r74g3tmt1eqfe2,D. Verón,,,5584446045,213,1.23,5584446041,212,5.0,5584446033,140,39.6,5584446029,56,Back,5584446037,141,76.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832611,13,1,1,1,8,bu5w8wprynlj9mvphvy8sd94f,0,43.2,75.4,2025-03-15T23:08:06.424Z,2025-03-15T23:22:49Z,bolmgcfvbdizfyh6n9oz4xjsa,A. Gavilanes,,,5584470471,213,1.52,5584470463,56,Back,5584470469,212,11.3,5584470465,140,43.7,5584470467,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788918819,767,61,1,1,9,8cpjplodpphtkbt0hq8sr8mqs,1,68.0,29.4,2025-03-15T23:08:06.997Z,2025-03-16T01:19:38Z,97d0drjb3zqkh5ozfufg17nys,P. Hogan,,,5584919897,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788842741,167,1,1,1,9,bu5w8wprynlj9mvphvy8sd94f,0,41.5,80.3,2025-03-15T23:08:07.064Z,2025-03-16T01:19:45Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584499473,213,5.48,5584499467,140,48.9,5584499465,56,Back,5584499469,141,68.4,5584499471,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832661,17,1,1,1,10,8cpjplodpphtkbt0hq8sr8mqs,1,51.2,30.7,2025-03-15T23:08:08.146Z,2025-03-15T23:08:12Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5584446273,140,63.5,5584446279,213,6.18,5584446277,212,13.0,5584446271,56,Center,5584446275,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832667,18,1,1,1,14,8cpjplodpphtkbt0hq8sr8mqs,1,63.5,28.8,2025-03-15T23:08:12.178Z,2025-03-15T23:08:21Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5584446303,56,Center,5584446311,213,0.92,5584446309,212,13.2,5584446307,141,44.3,5584446305,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832685,19,1,1,1,14,8cpjplodpphtkbt0hq8sr8mqs,1,71.1,44.3,2025-03-15T23:08:12.946Z,2025-03-16T01:18:52Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584446397,212,30.9,5584446391,56,Right,5584918859,155,,5584446393,140,92.7,5584446399,213,5.54,5584446395,141,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832691,20,1,1,1,16,8cpjplodpphtkbt0hq8sr8mqs,0,92.7,13.5,2025-03-15T23:08:14.371Z,2025-03-15T23:08:15Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584446441,213,1.58,5584446439,212,22.9,5584446427,2,,5584446429,155,,5584446435,140,92.5,5584446437,141,47.2,5584446431,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832715,14,12,1,1,17,bu5w8wprynlj9mvphvy8sd94f,1,11.9,55.8,2025-03-15T23:08:15.479Z,2025-03-15T23:08:18Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584446583,141,73.8,5584446581,140,0.0,5584446607,167,,5584446579,56,Back,5584446587,213,2.41,5584446585,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832719,15,6,1,1,20,bu5w8wprynlj9mvphvy8sd94f,0,1.8,74.2,2025-03-15T23:08:18.007Z,2025-03-16T01:20:40Z,eqopj1p3a2ehzpwlj90laswoa,D. Knutson,,,5584446719,56,Back,5584905539,233,21,5584446721,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832755,21,6,1,1,20,8cpjplodpphtkbt0hq8sr8mqs,1,98.2,25.8,2025-03-15T23:08:18.007Z,2025-03-16T01:20:40Z,1lk61nwcvayf0ep21p31xcfzd,B. Rendón,,,5584446883,75,,5584905497,233,15,5584446881,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832899,22,1,1,1,39,8cpjplodpphtkbt0hq8sr8mqs,1,99.9,0.2,2025-03-15T23:08:37.970Z,2025-03-16T01:46:36Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584447605,56,Right,5584447613,213,2.51,5584447611,212,5.4,5584447607,140,95.7,5584447609,141,4.9,5584447603,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832923,23,43,1,1,40,8cpjplodpphtkbt0hq8sr8mqs,1,0.0,0.0,2025-03-15T23:08:38.970Z,2025-03-15T23:08:41Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5584447731,212,0,5584447729,141,2.5,5584447727,140,90.5,5584447733,213,3.14,5584447725,56,Right,5584447825,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832947,24,1,1,1,44,8cpjplodpphtkbt0hq8sr8mqs,1,87.5,6.7,2025-03-15T23:08:42.386Z,2025-03-15T23:08:43Z,637c2iedo7modc3ekt36c2m7d,A. Stanley,,,5584447903,56,Right,5584447909,212,12.1,5584447911,213,2.73,5584447907,141,13.8,5584447905,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832953,25,1,1,1,45,8cpjplodpphtkbt0hq8sr8mqs,0,76.9,13.8,2025-03-15T23:08:43.002Z,2025-03-15T23:08:43Z,e93nozniig2wriw9doit6a4tl,J. Murphy,,,5584447951,56,Center,5584447961,213,1.13,5584447957,141,50.4,5584447955,140,88.0,5584447959,212,27.5,5584447947,155,,5584447945,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832941,16,12,1,1,46,bu5w8wprynlj9mvphvy8sd94f,1,20.7,66.9,2025-03-15T23:08:44.927Z,2025-03-16T01:20:18Z,bzs1s1yntau3dvzyvn6t7t785,L. Melano,,,5584447835,141,75.1,5584447839,213,0.32,5584447833,140,36.8,5584447831,56,Back,5584447843,15,,5584447837,212,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788832981,26,1,1,1,47,8cpjplodpphtkbt0hq8sr8mqs,1,78.2,31.0,2025-03-15T23:08:45.595Z,2025-03-15T23:09:13Z,9tispdm7tc3te31awsfcmd905,A. Quinn,,,5584448083,155,,5584448093,213,0.79,5584448089,141,52.7,5584448087,140,92.2,5584448085,56,Center,5584448091,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833015,17,43,1,1,50,bu5w8wprynlj9mvphvy8sd94f,1,0.0,0.0,2025-03-15T23:08:48.496Z,2025-03-15T23:09:26Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584450107,144,83,5584449045,399,54yx5xkqrktd2hp0sxjx6hm8l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833087,27,4,1,1,58,8cpjplodpphtkbt0hq8sr8mqs,1,90.4,45.0,2025-03-15T23:08:56.235Z,2025-03-16T01:20:24Z,54yx5xkqrktd2hp0sxjx6hm8l,J. Musa,,,5584458383,348,2co6fedrz8anjzy9ise76dplh,5584449023,265,,5584449021,152,,5584449015,9,,5584449019,56,Center,5584906537,233,18,5584449025,286,,5584449017,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833303,18,4,1,1,58,bu5w8wprynlj9mvphvy8sd94f,0,9.6,55.0,2025-03-15T23:08:56.236Z,2025-03-16T01:16:46Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584449829,285,,5584449823,56,Back,5584449821,13,,5584449827,265,,5584449931,9,,5584906563,233,27,5584449825,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833485,19,58,1,2,36,bu5w8wprynlj9mvphvy8sd94f,0,0.0,0.0,2025-03-15T23:09:34.795Z,2025-03-16T02:30:35Z,9q3w4j10qfsq94svbmyxa879x,B. Hamid,,,5584450851,186,,5584450857,56,Back,5584909681,233,28,5584450853,179,,5584450849,9,,5584450855,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833677,28,16,1,2,36,8cpjplodpphtkbt0hq8sr8mqs,1,88.5,50.0,2025-03-15T23:09:34.795Z,2025-03-16T01:57:16Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584453157,103,15.2,5584909613,353,19,5584453159,458,,5584452749,20,,5584452753,374,2025-03-15 23:09:34.071,5584453161,230,98.8,5584451983,56,Center,5584453167,281,54yx5xkqrktd2hp0sxjx6hm8l,5584452757,375,02:36.074,5584453169,282,8cpjplodpphtkbt0hq8sr8mqs,5584451981,17,5584453163,231,50,5584453165,280,PENALTY_WON,5584934617,76,5584451985,214,5584453155,102,53.6,5584453173,472,27,5584913423,390,213701,5584451979,9,,,
2788833923,21,1,1,3,20,bu5w8wprynlj9mvphvy8sd94f,1,49.7,50.3,2025-03-15T23:10:18.282Z,2025-03-15T23:10:23Z,aqb7f88ta15ve8izh5zy9paz9,R. Rivera,,,5584453375,213,3.27,5584453373,212,14.7,5584453367,56,Back,5584453377,279,G,5584453369,140,35.8,5584453371,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788833953,22,1,1,3,25,bu5w8wprynlj9mvphvy8sd94f,1,35.8,47.6,2025-03-15T23:10:23.159Z,2025-03-15T23:10:25Z,cyignmjprj3whvban361mclm2,D. Mercado,,,5584453533,213,2.02,5584453527,140,30.5,5584453525,56,Back,5584453529,141,64.5,5584453531,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834067,23,1,1,3,27,bu5w8wprynlj9mvphvy8sd94f,1,32.1,66.6,2025-03-15T23:10:25.519Z,2025-03-15T23:10:35Z,d539xjkdwt1i77f0czbvo8ull,B. Akinyode,,,5584454105,140,52.3,5584454107,141,90.3,5584454103,56,Left,5584454111,213,0.65,5584454109,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834069,24,1,1,3,34,bu5w8wprynlj9mvphvy8sd94f,0,52.7,90.8,2025-03-15T23:10:32.138Z,2025-03-16T01:21:58Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584454125,157,,5584454173,236,,5584454131,141,89.7,5584454137,1,,5584454177,233,29,5584454133,212,1.7,5584454135,213,5.84,5584454181,286,,5584454129,140,54.2,5584454127,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834025,29,74,1,3,34,8cpjplodpphtkbt0hq8sr8mqs,1,44.9,6.1,2025-03-15T23:10:32.139Z,2025-03-15T23:10:36Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584454199,233,24,5584453907,285,,5584453905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834091,25,61,1,3,39,bu5w8wprynlj9mvphvy8sd94f,1,53.4,96.8,2025-03-15T23:10:37.584Z,2025-03-15T23:10:37Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584454257,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834111,26,5,1,3,40,bu5w8wprynlj9mvphvy8sd94f,0,53.7,101.4,2025-03-15T23:10:38.346Z,2025-03-16T02:24:40Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584454377,56,Left,5584454613,233,30,5584454379,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834147,30,5,1,3,40,8cpjplodpphtkbt0hq8sr8mqs,1,46.3,-1.4,2025-03-15T23:10:38.346Z,2025-03-16T01:17:39Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584454579,233,26,5584454549,347,,5584454547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834173,31,1,1,3,43,8cpjplodpphtkbt0hq8sr8mqs,1,50.8,0.0,2025-03-15T23:10:41.754Z,2025-03-15T23:10:43Z,1x95h6xtnycmvpqu7vgu4vh79,H. White,,,5584454665,140,58.2,5584454671,213,0.98,5584454663,56,Right,5584454669,212,13.9,5584454667,141,15.0,5584454661,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834191,32,1,1,3,44,8cpjplodpphtkbt0hq8sr8mqs,0,58.2,15.0,2025-03-15T23:10:42.762Z,2025-03-15T23:10:44Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584454741,140,53.6,5584454747,213,4.29,5584454745,212,11.8,5584454739,56,Right,5584454743,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834261,27,5,1,3,46,bu5w8wprynlj9mvphvy8sd94f,1,45.8,101.2,2025-03-15T23:10:44.568Z,2025-03-16T02:24:41Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584455153,56,Back,5584455161,233,33,5584455155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834197,33,5,1,3,46,8cpjplodpphtkbt0hq8sr8mqs,0,54.2,-1.2,2025-03-15T23:10:44.568Z,2025-03-16T02:24:41Z,2co6fedrz8anjzy9ise76dplh,J. Blake,,,5584454785,347,,5584455165,233,27,5584454783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788834321,28,1,1,3,52,bu5w8wprynlj9mvphvy8sd94f,1,47.1,100.0,2025-03-15T23:10:50.847Z,2025-03-15T23:10:57Z,cefb3xpf94kmg4rk0v1mkk2l0,B. Bent,,,5584455427,141,86.2,5584455425,140,40.7,5584455421,107,,5584455431,213,4.15,5584455423,56,Back,5584455429,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
