id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2816931803,7,1,1,0,15,ck22dnk93ng8ax7wonlff7yms,1,10.2,41.9,2025-05-18T23:06:48.070Z,2025-05-18T23:06:54Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739131327,212,13.7,5739131321,56,Back,5739131323,140,22.4,5739131329,213,5.92,5739131325,141,34.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931851,8,1,1,0,21,ck22dnk93ng8ax7wonlff7yms,1,22.6,34.5,2025-05-18T23:06:54.704Z,2025-05-19T00:07:20Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739131627,212,16.6,5739131623,140,28.8,5739131621,56,Back,5739131629,213,5.11,5739131625,141,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931903,9,1,1,0,26,ck22dnk93ng8ax7wonlff7yms,1,29.0,14.0,2025-05-18T23:06:59.478Z,2025-05-19T00:07:36Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739131925,56,Back,5739131933,213,1.64,5739131931,212,19.0,5739131929,141,41.9,5739131927,140,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931947,10,1,1,0,31,ck22dnk93ng8ax7wonlff7yms,1,27.2,52.4,2025-05-18T23:07:04.494Z,2025-05-18T23:07:10Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739132209,213,1.38,5739132203,140,31.8,5739132207,212,25.8,5739132201,56,Back,5739132205,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931951,11,1,1,0,37,ck22dnk93ng8ax7wonlff7yms,1,32.0,92.1,2025-05-18T23:07:10.094Z,2025-05-18T23:07:10Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739132225,56,Back,5739132227,140,46.1,5739132231,212,14.8,5739132233,213,6.28,5739132229,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931971,12,1,1,0,37,ck22dnk93ng8ax7wonlff7yms,1,46.1,92.0,2025-05-18T23:07:10.684Z,2025-05-18T23:07:12Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739132361,213,6.02,5739132357,141,89.0,5739132355,140,53.2,5739132353,56,Left,5739132359,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816931981,13,1,1,0,39,ck22dnk93ng8ax7wonlff7yms,0,53.2,89.0,2025-05-18T23:07:11.953Z,2025-05-18T23:07:12Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5739132423,140,66.5,5739132427,212,16.6,5739132421,56,Center,5739132429,213,5.71,5739132425,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932033,7,1,1,0,41,aj8ytsr2ap33tod0hd8ofzaw9,1,30.3,25.9,2025-05-18T23:07:14.420Z,2025-05-18T23:07:18Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5739132695,56,Back,5739132703,213,6.24,5739132697,140,36.5,5739132701,212,6.5,5739132699,141,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932039,8,1,1,0,42,aj8ytsr2ap33tod0hd8ofzaw9,0,36.5,25.5,2025-05-18T23:07:15.717Z,2025-05-19T00:06:05Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5739132727,140,38.5,5739132731,141,30.0,5739132733,212,3.7,5739132735,213,0.97,5739132725,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932083,14,1,1,0,45,ck22dnk93ng8ax7wonlff7yms,1,58.8,62.0,2025-05-18T23:07:18.279Z,2025-05-18T23:07:23Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739132971,212,9.7,5739132969,141,72.9,5739132967,140,52.9,5739132973,213,2.27,5739132965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932093,15,1,1,0,50,ck22dnk93ng8ax7wonlff7yms,1,44.5,70.9,2025-05-18T23:07:22.871Z,2025-05-19T00:12:02Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739133035,1,,5739133031,212,32.9,5739133029,141,32.2,5739133025,56,Back,5739133027,140,25.7,5739133033,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932101,16,1,1,0,50,ck22dnk93ng8ax7wonlff7yms,1,25.7,32.2,2025-05-18T23:07:23.751Z,2025-05-18T23:07:24Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739133095,140,7.3,5739133099,212,26.7,5739133101,213,2.38,5739133093,56,Back,5739133097,141,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932199,17,1,1,0,51,ck22dnk93ng8ax7wonlff7yms,1,7.3,59.3,2025-05-18T23:07:24.774Z,2025-05-18T23:07:36Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739133719,141,70.9,5739133723,213,0.36,5739133717,140,27.5,5739133715,56,Back,5739133721,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932221,18,1,1,1,3,ck22dnk93ng8ax7wonlff7yms,1,26.8,51.3,2025-05-18T23:07:36.102Z,2025-05-19T00:13:23Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739133839,141,35.1,5739133837,140,25.2,5739133841,212,11.1,5739133843,213,4.56,5739133835,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932257,19,1,1,1,6,ck22dnk93ng8ax7wonlff7yms,1,25.2,35.1,2025-05-18T23:07:38.903Z,2025-05-19T00:13:27Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739134059,140,31.4,5739134071,212,19.0,5739134077,213,5.06,5739134055,56,Back,5739134065,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932269,20,1,1,1,9,ck22dnk93ng8ax7wonlff7yms,1,31.5,8.8,2025-05-18T23:07:41.896Z,2025-05-18T23:07:43Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5739134143,213,1.72,5739134141,212,12.6,5739134137,140,29.7,5739134139,141,27.1,5739134135,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932277,21,1,1,1,10,ck22dnk93ng8ax7wonlff7yms,1,29.7,27.1,2025-05-18T23:07:43.761Z,2025-05-18T23:07:45Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739134195,56,Back,5739134197,140,27.6,5739134203,213,1.90,5739134199,141,36.7,5739134201,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932305,22,1,1,1,12,ck22dnk93ng8ax7wonlff7yms,1,27.6,36.7,2025-05-18T23:07:44.943Z,2025-05-18T23:07:48Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739134367,213,3.93,5739134361,140,16.5,5739134365,212,16.5,5739134363,141,19.5,5739134359,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932365,23,1,1,1,15,ck22dnk93ng8ax7wonlff7yms,1,16.5,19.5,2025-05-18T23:07:48.663Z,2025-05-18T23:07:56Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739134733,212,41.9,5739134727,56,Back,5739134725,196,,5739134731,141,80.8,5739134737,1,,5739134729,140,20.4,5739134723,155,,5739134735,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932389,24,1,1,1,23,ck22dnk93ng8ax7wonlff7yms,1,24.0,83.5,2025-05-18T23:07:56.023Z,2025-05-18T23:07:59Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739134891,213,3.51,5739134883,140,8.6,5739134889,212,17.3,5739134885,141,74.4,5739134881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932423,25,1,1,1,26,ck22dnk93ng8ax7wonlff7yms,1,8.6,74.4,2025-05-18T23:07:59.727Z,2025-05-18T23:08:03Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739135039,141,53.9,5739135041,212,19.4,5739135043,213,5.48,5739135037,140,21.5,5739135035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932441,26,1,1,1,30,ck22dnk93ng8ax7wonlff7yms,1,21.5,53.9,2025-05-18T23:08:03.376Z,2025-05-19T00:15:22Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739135185,212,16.1,5739135177,56,Back,5739135181,141,66.4,5739135189,213,0.56,5739135179,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932449,27,1,1,1,33,ck22dnk93ng8ax7wonlff7yms,0,34.5,66.4,2025-05-18T23:08:06.476Z,2025-05-19T00:15:35Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5739135225,140,25.2,5739324365,156,,5739135231,213,2.67,5739135229,212,11.0,5739135223,56,Back,5739135227,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932483,10,1,1,1,35,aj8ytsr2ap33tod0hd8ofzaw9,1,31.7,27.4,2025-05-18T23:08:08.165Z,2025-05-18T23:08:10Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5739135407,140,15.9,5739135413,213,2.62,5739135409,141,41.5,5739135411,212,19.2,5739135405,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932505,11,1,1,1,37,aj8ytsr2ap33tod0hd8ofzaw9,1,27.9,43.9,2025-05-18T23:08:10.173Z,2025-05-18T23:08:13Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739135537,56,Back,5739135541,141,48.5,5739135545,213,2.97,5739135539,140,10.6,5739135543,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932529,12,1,1,1,40,aj8ytsr2ap33tod0hd8ofzaw9,0,8.5,50.3,2025-05-18T23:08:13.580Z,2025-05-18T23:08:17Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5739135681,213,0.34,5739135671,157,,5739135677,141,77.2,5739135675,140,57.8,5739135679,212,54.9,5739135673,56,Center,5739135683,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932559,28,1,1,1,45,ck22dnk93ng8ax7wonlff7yms,1,26.2,35.1,2025-05-18T23:08:18.591Z,2025-05-19T00:16:35Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739135853,3,,5739135863,141,42.2,5739135865,212,7.1,5739135867,213,0.75,5739135861,140,31.1,5739135857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932573,30,1,1,1,47,ck22dnk93ng8ax7wonlff7yms,1,31.1,42.2,2025-05-18T23:08:20.689Z,2025-05-18T23:08:22Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739135921,213,2.24,5739135915,140,18.0,5739135917,141,67.8,5739135913,56,Back,5739135919,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932593,31,1,1,1,49,ck22dnk93ng8ax7wonlff7yms,1,18.0,67.8,2025-05-18T23:08:22.007Z,2025-05-18T23:08:24Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739136051,212,13.2,5739136049,141,49.6,5739136053,213,4.36,5739136047,140,13.6,5739136045,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932653,32,1,1,1,51,ck22dnk93ng8ax7wonlff7yms,1,13.6,49.6,2025-05-18T23:08:24.200Z,2025-05-18T23:08:29Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739136325,141,37.9,5739136329,213,5.60,5739136327,212,12.7,5739136323,140,23.0,5739136321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932681,33,1,1,1,56,ck22dnk93ng8ax7wonlff7yms,1,23.0,37.9,2025-05-18T23:08:29.744Z,2025-05-18T23:08:31Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739136433,56,Back,5739136439,212,15.5,5739136437,141,15.9,5739136441,213,4.98,5739136435,140,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932703,34,1,1,1,58,ck22dnk93ng8ax7wonlff7yms,1,26.9,15.9,2025-05-18T23:08:31.704Z,2025-05-19T00:18:44Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5739136549,56,Back,5739136557,213,0.72,5739136551,140,40.5,5739136555,212,19.1,5739136553,141,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932717,35,1,1,2,2,ck22dnk93ng8ax7wonlff7yms,1,40.5,34.5,2025-05-18T23:08:35.641Z,2025-05-19T00:18:55Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,,5739136617,141,60.3,5739136615,140,37.4,5739333247,156,,5739136621,213,1.75,5739136619,212,17.8,5739136613,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932787,36,1,1,2,4,ck22dnk93ng8ax7wonlff7yms,1,34.1,63.3,2025-05-18T23:08:37.280Z,2025-05-19T00:19:11Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5739136987,213,1.71,5739136983,141,88.6,5739136977,56,Back,5739136981,140,31.8,5739136985,212,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816965619,416,1,1,2,5,ck22dnk93ng8ax7wonlff7yms,1,18.4,39.3,2025-05-18T23:08:38.587Z,2025-05-19T00:19:51Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5739335249,56,Back,5739335261,213,1.18,5739335251,140,28.3,5739335257,212,27.1,5739335253,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932803,37,1,1,2,12,ck22dnk93ng8ax7wonlff7yms,1,61.9,80.3,2025-05-18T23:08:45.055Z,2025-05-18T23:08:46Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739137053,56,Center,5739137059,212,9.8,5739137055,140,67.4,5739137061,213,5.34,5739137057,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932807,38,1,1,2,13,ck22dnk93ng8ax7wonlff7yms,0,67.4,68.7,2025-05-18T23:08:46.496Z,2025-05-18T23:08:49Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,,5739137089,213,2.43,5739137087,212,5.3,5739137083,140,63.6,5739137081,56,Center,5739137111,156,,5739137085,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932843,40,3,1,2,14,ck22dnk93ng8ax7wonlff7yms,0,63.3,70.6,2025-05-18T23:08:47.268Z,2025-05-19T00:04:27Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739137303,286,,5739137301,56,Center,5739137347,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932813,13,7,1,2,14,aj8ytsr2ap33tod0hd8ofzaw9,1,36.7,29.4,2025-05-18T23:08:47.269Z,2025-05-19T00:04:26Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739137153,56,Back,5739137315,233,40,5739137155,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932823,39,43,1,2,15,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-18T23:08:48.776Z,2025-05-18T23:08:53Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739137189,56,Center,5739137417,144,44,5739137191,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932839,15,1,1,2,16,aj8ytsr2ap33tod0hd8ofzaw9,0,37.1,34.6,2025-05-18T23:08:48.981Z,2025-05-18T23:08:50Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739137287,212,40.3,5739137281,140,68.2,5739137277,56,Right,5739137285,141,0.0,5739137297,1,,5739137291,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932845,16,5,1,2,17,aj8ytsr2ap33tod0hd8ofzaw9,0,64.1,-0.8,2025-05-18T23:08:50.757Z,2025-05-19T01:16:55Z,d99eakp27bro9g50wpzti8rca,A. Cissoko,,,5739137927,233,41,5739137305,56,Right,5739137307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932937,41,5,1,2,17,ck22dnk93ng8ax7wonlff7yms,1,35.9,100.8,2025-05-18T23:08:50.757Z,2025-05-19T01:16:54Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739137855,347,,5739137893,233,16,5739137853,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816932963,42,1,1,2,30,ck22dnk93ng8ax7wonlff7yms,1,34.3,100.0,2025-05-18T23:09:03.088Z,2025-05-18T23:09:07Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5739138059,213,3.96,5739138053,140,27.3,5739138049,107,,5739138051,56,Back,5739138057,212,10.7,5739138055,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816933009,43,1,1,2,34,ck22dnk93ng8ax7wonlff7yms,1,29.7,88.3,2025-05-18T23:09:06.886Z,2025-05-18T23:09:12Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5739138355,141,59.4,5739138357,212,29.6,5739138351,56,Back,5739138359,213,3.87,5739138353,140,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816933043,44,1,1,2,39,ck22dnk93ng8ax7wonlff7yms,1,10.2,48.1,2025-05-18T23:09:12.553Z,2025-05-18T23:09:18Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5739138575,141,65.7,5739138571,56,Back,5739138577,212,12.2,5739138579,213,1.37,5739138573,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
