id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2785898759,4,74,1,0,16,5qfq6cwtrgzd2szijivns7rjl,1,47.3,57.9,2025-03-09T03:37:24.653Z,2025-03-09T06:00:33Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,5568366993,56,Back,5568367033,233,6,5568366995,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785904883,113,1,1,0,17,5qfq6cwtrgzd2szijivns7rjl,1,62.3,67.9,2025-03-09T03:37:25.593Z,2025-03-09T03:50:21Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,5568398561,140,63.1,5568398563,141,92.2,5568398567,213,1.52,5568398565,212,16.5,5568398559,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898869,5,1,1,0,20,5qfq6cwtrgzd2szijivns7rjl,0,67.2,94.8,2025-03-09T03:37:29.053Z,2025-03-09T03:50:25Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,5568397193,157,,5568367499,56,Right,5568397197,141,5.2,5568397195,140,58.1,5568397203,1,,5568397199,212,61.7,5568397201,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898831,7,43,1,0,24,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-03-09T03:37:33.052Z,2025-03-09T03:39:18Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568367309,286,0,5568367307,56,Left,5568367541,233,5,5568371467,144,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898847,8,61,1,0,26,7c9knuwazz9k9449u5rnuuy5m,1,59.0,94.2,2025-03-09T03:37:34.546Z,2025-03-09T03:40:12Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568367389,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898915,6,5,1,0,27,5qfq6cwtrgzd2szijivns7rjl,1,45.6,-1.4,2025-03-09T03:37:35.676Z,2025-03-09T05:44:42Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,5568367769,347,,5568367767,56,Back,5568367833,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898865,9,5,1,0,27,7c9knuwazz9k9449u5rnuuy5m,0,54.4,101.4,2025-03-09T03:37:35.676Z,2025-03-09T05:44:43Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568367841,233,6,5568367465,56,Left,5568367467,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898929,7,1,1,0,31,5qfq6cwtrgzd2szijivns7rjl,0,49.0,0.0,2025-03-09T03:37:39.784Z,2025-03-09T03:37:48Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,5568367801,107,,5568367811,212,9.4,5568367813,213,1.25,5568367803,56,Right,5568367807,141,11.9,5568367805,140,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898941,8,1,1,0,32,5qfq6cwtrgzd2szijivns7rjl,0,51.8,11.0,2025-03-09T03:37:41.184Z,2025-03-09T03:51:02Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,5568367899,213,0.13,5568367897,212,22.3,5568367889,155,,5568367895,141,15.4,5568367891,56,Right,5568367893,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898911,10,44,1,0,34,7c9knuwazz9k9449u5rnuuy5m,1,27.6,82.0,2025-03-09T03:37:43.292Z,2025-03-09T06:01:45Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,5568367747,56,Back,5568367989,233,9,5568367749,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898945,9,44,1,0,34,5qfq6cwtrgzd2szijivns7rjl,0,72.4,18.0,2025-03-09T03:37:43.293Z,2025-03-09T05:44:29Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,5568367933,56,Right,5568367935,286,,5568368013,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898923,11,1,1,0,35,7c9knuwazz9k9449u5rnuuy5m,0,28.4,77.9,2025-03-09T03:37:43.660Z,2025-03-09T03:37:44Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,5568367783,141,76.9,5568367781,140,31.0,5568367777,3,,5568367779,56,Back,5568367785,212,2.8,5568367787,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898957,10,61,1,0,36,5qfq6cwtrgzd2szijivns7rjl,1,72.5,15.9,2025-03-09T03:37:44.588Z,2025-03-09T03:51:58Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,5568367975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785898955,12,1,1,0,38,7c9knuwazz9k9449u5rnuuy5m,0,26.0,54.3,2025-03-09T03:37:46.548Z,2025-03-09T03:37:51Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5568367971,212,17.6,5568367965,56,Back,5568367967,140,40.7,5568367973,213,0.50,5568367969,141,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899005,11,1,1,0,41,5qfq6cwtrgzd2szijivns7rjl,1,61.4,37.9,2025-03-09T03:37:49.583Z,2025-03-09T03:37:52Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,5568368231,212,12.6,5568368233,213,1.34,5568368227,140,64.1,5568368225,56,Center,5568368229,141,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899055,12,1,1,0,43,5qfq6cwtrgzd2szijivns7rjl,1,62.8,59.5,2025-03-09T03:37:51.687Z,2025-03-09T03:37:58Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,5568368477,212,21.3,5568368475,141,82.5,5568368479,213,0.82,5568368471,56,Left,5568368473,140,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899061,13,1,1,0,50,5qfq6cwtrgzd2szijivns7rjl,0,76.1,77.3,2025-03-09T03:37:58.456Z,2025-03-09T06:01:34Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,5568368513,212,41.8,5568368503,2,,5568368511,141,28.8,5568368509,140,100.0,5568368505,155,,5568368515,213,5.37,5568368507,56,Center,5568368517,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899205,13,5,1,0,51,7c9knuwazz9k9449u5rnuuy5m,1,-0.8,70.3,2025-03-09T03:37:59.588Z,2025-03-09T05:44:43Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5568369233,56,Back,5568369235,346,,5568369263,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899119,14,5,1,0,51,5qfq6cwtrgzd2szijivns7rjl,0,100.8,29.7,2025-03-09T03:37:59.588Z,2025-03-09T05:44:43Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,5568369289,233,13,5568368745,56,Center,5568368749,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899227,14,1,1,1,15,7c9knuwazz9k9449u5rnuuy5m,1,5.4,60.2,2025-03-09T03:38:24.324Z,2025-03-09T03:38:27Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,5568369377,56,Back,5568369375,124,,5568369379,140,8.2,5568369383,212,16.3,5568369381,141,36.6,5568369389,237,,5568369385,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899255,15,1,1,1,18,7c9knuwazz9k9449u5rnuuy5m,1,10.0,33.9,2025-03-09T03:38:26.852Z,2025-03-09T06:01:29Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5568369495,140,33.4,5568369497,141,13.7,5568369499,212,28.1,5568369493,56,Back,5568369501,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899263,16,1,1,1,21,7c9knuwazz9k9449u5rnuuy5m,0,33.4,13.7,2025-03-09T03:38:30.220Z,2025-03-09T06:01:36Z,7im0ak1zd8rk6bmnnq41cgcbu,A. Chattha,,5568369537,157,,5568369547,213,0.22,5568369545,212,40.5,5568369549,1,,5568369539,56,Center,5568369541,140,71.0,5568369543,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899307,16,1,1,1,25,5qfq6cwtrgzd2szijivns7rjl,1,26.9,86.0,2025-03-09T03:38:34.136Z,2025-03-09T06:01:47Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,5568369791,140,11.2,5568369793,141,66.1,5568369797,213,3.83,5568369789,56,Back,5568369795,212,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899309,17,43,1,1,27,5qfq6cwtrgzd2szijivns7rjl,1,0.0,0.0,2025-03-09T03:38:35.761Z,2025-03-09T03:56:01Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,5568411923,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899351,18,1,1,1,28,5qfq6cwtrgzd2szijivns7rjl,1,11.0,65.0,2025-03-09T03:38:37.240Z,2025-03-09T03:38:42Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,5568370081,141,78.2,5568370083,212,9.5,5568370087,213,1.22,5568370079,140,14.1,5568370077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899389,19,1,1,1,36,5qfq6cwtrgzd2szijivns7rjl,1,16.6,74.5,2025-03-09T03:38:44.656Z,2025-03-09T03:38:49Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,5568370289,56,Back,5568370297,213,4.84,5568370295,212,28.2,5568370291,140,20.0,5568370293,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899403,20,1,1,1,40,5qfq6cwtrgzd2szijivns7rjl,1,20.0,33.4,2025-03-09T03:38:49.088Z,2025-03-09T03:38:50Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,5568370349,141,44.1,5568370345,56,Back,5568370353,213,0.79,5568370347,140,26.8,5568370351,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899425,21,1,1,1,42,5qfq6cwtrgzd2szijivns7rjl,1,28.5,42.4,2025-03-09T03:38:50.704Z,2025-03-09T03:38:53Z,4l1wyg8j3u42b87477y3zm54a,C. MacPherson,,5568370475,213,4.36,5568370469,140,26.1,5568370473,212,7.4,5568370467,56,Back,5568370471,141,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899427,22,50,1,1,44,5qfq6cwtrgzd2szijivns7rjl,1,26.0,7.8,2025-03-09T03:38:53.361Z,2025-03-09T03:38:59Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,5568370483,56,Back,5568370485,285,,5568370555,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899433,17,7,1,1,44,7c9knuwazz9k9449u5rnuuy5m,1,74.0,92.2,2025-03-09T03:38:53.362Z,2025-03-09T03:38:58Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568370537,233,22,5568370521,56,Left,5568370523,286,,5568370519,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899457,18,5,1,1,46,7c9knuwazz9k9449u5rnuuy5m,0,74.5,102.0,2025-03-09T03:38:54.752Z,2025-03-09T05:44:44Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568370637,347,,5568370635,56,Left,5568370813,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899479,23,5,1,1,46,5qfq6cwtrgzd2szijivns7rjl,1,25.5,-2.0,2025-03-09T03:38:54.752Z,2025-03-09T05:44:44Z,ch01b74i78nggnffi81875ld6,P. Niyongabire,,5568370743,347,,5568370741,56,Back,5568370767,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899501,24,1,1,1,54,5qfq6cwtrgzd2szijivns7rjl,0,27.0,0.0,2025-03-09T03:39:02.545Z,2025-03-09T03:39:04Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,5568370843,107,,5568370855,1,,5568370849,141,7.6,5568370851,212,21.9,5568370847,140,46.9,5568370845,56,Back,5568370853,213,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899531,19,1,1,1,58,7c9knuwazz9k9449u5rnuuy5m,0,52.0,88.6,2025-03-09T03:39:06.500Z,2025-03-09T06:01:41Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568371019,140,61.6,5568371023,212,13.6,5568371015,3,,5568371021,141,100.0,5568371017,56,Left,5568371025,213,0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899533,20,5,1,1,58,7c9knuwazz9k9449u5rnuuy5m,0,61.6,101.9,2025-03-09T03:39:06.889Z,2025-03-09T05:44:44Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5568371027,56,Left,5568371155,233,25,5568371031,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899551,25,5,1,1,58,5qfq6cwtrgzd2szijivns7rjl,1,38.4,-1.9,2025-03-09T03:39:06.889Z,2025-03-09T03:57:19Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,5568371139,233,20,5568371101,56,Back,5568371103,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899595,26,1,1,2,1,5qfq6cwtrgzd2szijivns7rjl,1,38.4,0.0,2025-03-09T03:39:10.056Z,2025-03-09T03:39:14Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,5568371341,141,16.9,5568371343,212,22.9,5568371337,56,Back,5568371347,1,,5568371335,107,,5568371345,213,2.56,5568371339,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899631,27,1,1,2,6,5qfq6cwtrgzd2szijivns7rjl,1,21.9,18.8,2025-03-09T03:39:14.713Z,2025-03-09T03:39:21Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,5568371527,56,Back,5568371529,140,25.2,5568371533,212,33.4,5568371531,141,67.6,5568371535,213,1.47,5568371537,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899649,28,1,1,2,12,5qfq6cwtrgzd2szijivns7rjl,1,25.3,69.8,2025-03-09T03:39:21Z,2025-03-09T06:01:38Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,5568371613,56,Back,5568371615,140,24.9,5568371621,213,4.68,5568371617,141,48.4,5568371619,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899683,29,1,1,2,16,5qfq6cwtrgzd2szijivns7rjl,1,24.9,45.8,2025-03-09T03:39:24.864Z,2025-03-09T03:39:28Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,5568371819,56,Back,5568371821,140,26.6,5568371823,141,74.8,5568371827,213,1.48,5568371825,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899711,30,1,1,2,19,5qfq6cwtrgzd2szijivns7rjl,1,27.3,75.0,2025-03-09T03:39:28.289Z,2025-03-09T03:39:31Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,5568371961,141,93.4,5568371959,140,39.8,5568371965,212,18.1,5568371969,213,0.76,5568371957,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899727,31,1,1,2,22,5qfq6cwtrgzd2szijivns7rjl,1,39.8,93.4,2025-03-09T03:39:31.280Z,2025-03-09T03:39:33Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,5568372057,140,28.8,5568372055,56,Back,5568372059,141,85.5,5568372063,213,3.58,5568372061,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899755,32,1,1,2,24,5qfq6cwtrgzd2szijivns7rjl,1,28.0,85.5,2025-03-09T03:39:32.848Z,2025-03-09T03:39:37Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,5568372249,212,15.0,5568372245,140,22.0,5568372251,213,4.28,5568372247,141,65.5,5568372243,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899771,33,1,1,2,28,5qfq6cwtrgzd2szijivns7rjl,1,25.0,47.6,2025-03-09T03:39:37.088Z,2025-03-09T03:39:41Z,du5dg5x7as3ub1iemjuwdd6uh,R. Castellanos,,5568372343,140,23.1,5568372341,56,Back,5568372345,141,25.2,5568372347,212,15.4,5568372349,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899827,34,1,1,2,32,5qfq6cwtrgzd2szijivns7rjl,1,28.5,31.9,2025-03-09T03:39:40.984Z,2025-03-09T03:40:13Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,1.0,5568372601,56,Back,5568373569,210,15,5568372603,140,42.0,5568372609,213,1.11,5568372607,212,31.7,5568372605,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899831,35,15,1,2,41,5qfq6cwtrgzd2szijivns7rjl,1,73.7,63.4,2025-03-09T03:39:49.970Z,2025-03-09T03:40:14Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,5568372625,18,,5568372627,56,Center,5568373579,20,,5568372623,22,,5568373609,233,21,5568373583,29,,5568373581,76,,5568373599,147,52.2,5568373597,146,98.2,5568373593,215,5568373591,103,17.1,5568373585,55,34,5568373589,102,52.4,,,,,,,,,,,,,,,
2785899845,21,10,1,2,41,7c9knuwazz9k9449u5rnuuy5m,1,3.8,49.7,2025-03-09T03:39:50.070Z,2025-03-09T03:40:15Z,catp73eq6wn8hxggfcpzks3u2,N. Ammeter,,5568372701,182,,5568372703,56,Back,5568373623,233,35,5568372697,173,,5568372699,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899863,22,4,1,2,47,7c9knuwazz9k9449u5rnuuy5m,1,10.0,39.9,2025-03-09T03:39:55.833Z,2025-03-09T06:01:27Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5568372823,56,Back,5568372923,233,36,5568372821,13,,5568372829,285,,5568372825,152,,5568372827,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785899853,36,4,1,2,47,5qfq6cwtrgzd2szijivns7rjl,0,90.0,60.1,2025-03-09T03:39:55.834Z,2025-03-09T05:52:59Z,6mrzod8fbjpv5s30eyypfyv2t,M. Arteaga,,5568372911,265,,5568372913,286,,5568372957,233,22,5568372909,152,,5568372907,56,Center,5568372905,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
