id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2805373289,7,1,1,0,20,87c66ubwpzykovmkaf1t46bis,1,26.1,82.6,2025-04-24T00:37:54.443Z,2025-04-24T00:37:57Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5675427485,56,Back,5675427489,141,76.6,5675427487,140,9.9,5675427493,213,3.38,5675427491,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805375077,59,1,1,0,21,87c66ubwpzykovmkaf1t46bis,1,20.5,92.8,2025-04-24T00:37:55.243Z,2025-04-24T00:45:43Z,c481wk3de3opu190d8z99w8yy,N. Flores,,,5675443153,212,11.2,5675443147,56,Back,5675443151,141,81.8,5675443155,213,3.87,5675443149,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373315,8,1,1,0,23,87c66ubwpzykovmkaf1t46bis,1,9.9,76.6,2025-04-24T00:37:57.355Z,2025-04-24T00:38:02Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675427627,212,31.3,5675427629,213,4.91,5675427623,140,15.9,5675427621,56,Back,5675427625,141,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373325,9,1,1,0,28,87c66ubwpzykovmkaf1t46bis,1,25.7,31.0,2025-04-24T00:38:02.709Z,2025-04-24T00:38:05Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675427709,141,11.1,5675427713,213,5.20,5675427711,212,15.3,5675427707,140,32.6,5675427705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373359,10,1,1,0,31,87c66ubwpzykovmkaf1t46bis,1,32.6,11.1,2025-04-24T00:38:05.404Z,2025-04-24T00:38:10Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5675427883,213,5.91,5675427873,56,Back,5675427879,212,10.8,5675427875,140,42.2,5675427877,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373365,11,1,1,0,35,87c66ubwpzykovmkaf1t46bis,1,42.2,5.3,2025-04-24T00:38:09.818Z,2025-04-24T00:46:21Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5675427923,213,3.05,5675427919,141,7.3,5675427921,212,15.5,5675427917,140,27.5,5675427915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373393,12,1,1,0,39,87c66ubwpzykovmkaf1t46bis,1,27.5,7.3,2025-04-24T00:38:13.867Z,2025-04-24T02:49:43Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5675428065,56,Back,5675428067,140,18.5,5675428071,212,11.0,5675428073,213,2.60,5675428069,141,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373493,13,1,1,0,44,87c66ubwpzykovmkaf1t46bis,1,23.3,18.9,2025-04-24T00:38:17.955Z,2025-04-24T00:38:31Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675428561,1,,5675428547,155,,5675428553,140,70.5,5675428559,213,0.78,5675428555,141,91.4,5675428551,56,Left,5675428557,212,69.9,5675428549,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373499,14,1,1,0,57,87c66ubwpzykovmkaf1t46bis,0,79.9,65.8,2025-04-24T00:38:31.771Z,2025-04-24T02:49:45Z,4ceaxb019rb6flsigsqo80rca,L. Haakenson,,,5675428593,56,Center,5675428599,212,22.8,5675428601,213,5.04,5675428595,140,86.9,5675428591,155,,5675428597,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373505,9,12,1,0,59,ak0rmms5xl49w57i2rvid1tk9,1,8.2,73.0,2025-04-24T00:38:33.038Z,2025-04-24T00:38:34Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5675428663,140,20.4,5675428669,213,0.58,5675428687,15,,5675428665,141,85.4,5675428661,56,Back,5675428667,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373525,15,13,1,1,1,87c66ubwpzykovmkaf1t46bis,1,81.6,31.7,2025-04-24T00:38:35.507Z,2025-04-24T02:49:39Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5675447429,328,,5675429099,231,48.0,5675428883,20,,5675686765,86,,5675429095,103,55.6,5675428761,22,,5675447431,458,,5675429097,230,98.6,5675428765,56,Center,5675686763,18,5675429093,102,57.1,,,,,,,,,,,,,,,,,,,,,,
2805373667,10,5,1,1,1,ak0rmms5xl49w57i2rvid1tk9,1,-1.2,49.4,2025-04-24T00:38:35.774Z,2025-04-24T02:40:16Z,b9lt0sfts2zxf2ali8vpf0pn9,D. Lacroix,,,5675429683,56,Back,5675429711,233,16,5675429685,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373537,16,5,1,1,1,87c66ubwpzykovmkaf1t46bis,0,101.2,50.6,2025-04-24T00:38:35.774Z,2025-04-24T02:40:16Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5675428827,346,,5675428825,56,Center,5675429757,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373685,11,1,1,1,31,ak0rmms5xl49w57i2rvid1tk9,0,2.9,47.0,2025-04-24T00:39:05.318Z,2025-04-24T00:39:09Z,8m19c2e0raanzp3dzf7aaf6jt,A. Romero,,,5675429793,124,,5675429801,212,58.1,5675429805,1,,5675429799,141,74.4,5675429795,56,Center,5675429797,140,55.3,5675429809,74,,5675429803,213,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373691,17,44,1,1,34,87c66ubwpzykovmkaf1t46bis,1,41.6,25.9,2025-04-24T00:39:08.595Z,2025-04-24T02:37:57Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675429819,56,Back,5675429861,233,12,5675429821,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373689,12,44,1,1,34,ak0rmms5xl49w57i2rvid1tk9,0,58.4,74.1,2025-04-24T00:39:08.596Z,2025-04-24T02:37:57Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5675429865,233,17,5675429817,286,,5675429815,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373745,18,1,1,1,35,87c66ubwpzykovmkaf1t46bis,1,36.5,26.4,2025-04-24T00:39:09.044Z,2025-04-24T00:39:15Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675430049,213,5.41,5675430043,140,42.9,5675430041,56,Back,5675430045,141,14.7,5675430047,212,10.4,5675430039,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373759,20,1,1,1,41,87c66ubwpzykovmkaf1t46bis,1,42.2,13.7,2025-04-24T00:39:15.764Z,2025-04-24T00:39:17Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5675430085,140,27.6,5675430087,141,24.7,5675430089,212,17.1,5675430083,56,Back,5675430091,213,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373777,21,1,1,1,42,87c66ubwpzykovmkaf1t46bis,1,27.6,24.7,2025-04-24T00:39:16.884Z,2025-04-24T02:49:47Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675430183,212,25.1,5675430185,213,1.73,5675430177,56,Back,5675430181,141,61.2,5675430179,140,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373805,22,1,1,1,46,87c66ubwpzykovmkaf1t46bis,1,24.4,61.5,2025-04-24T00:39:20.651Z,2025-04-24T00:39:23Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675430337,56,Back,5675430343,212,22.7,5675430341,141,28.3,5675430345,213,4.61,5675430339,140,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373823,23,1,1,1,49,87c66ubwpzykovmkaf1t46bis,1,22.1,28.3,2025-04-24T00:39:23.172Z,2025-04-24T00:39:26Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675430445,212,14.6,5675430441,141,28.6,5675430433,56,Back,5675430457,156,,5675430449,213,0.01,5675430437,140,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373845,24,1,1,1,53,87c66ubwpzykovmkaf1t46bis,1,36.0,28.6,2025-04-24T00:39:27.243Z,2025-04-24T00:39:28Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5675430521,140,33.2,5675430525,212,16.2,5675430527,213,4.53,5675430519,56,Back,5675430523,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373869,25,1,1,1,58,87c66ubwpzykovmkaf1t46bis,1,34.9,5.8,2025-04-24T00:39:32.611Z,2025-04-24T00:39:33Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5675430611,212,12.0,5675430605,56,Back,5675430607,140,46.0,5675430613,213,0.23,5675430609,141,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373877,26,1,1,1,59,87c66ubwpzykovmkaf1t46bis,1,46.0,9.8,2025-04-24T00:39:33.163Z,2025-04-24T02:49:50Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5675430653,212,25.5,5675430647,56,Back,5675430651,141,22.5,5675430655,213,2.80,5675430649,140,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373919,27,1,1,2,0,87c66ubwpzykovmkaf1t46bis,1,25.0,22.7,2025-04-24T00:39:34.820Z,2025-04-24T00:39:40Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675430883,141,57.5,5675430879,56,Back,5675430887,213,1.72,5675430885,212,23.9,5675430881,140,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373943,28,1,1,2,5,87c66ubwpzykovmkaf1t46bis,1,21.8,58.2,2025-04-24T00:39:39.883Z,2025-04-24T00:39:42Z,ks7omik17xov44i4hhjrldyh,M. Taintor,,,5675430997,212,22.8,5675430993,140,36.2,5675430999,213,5.44,5675430995,141,33.1,5675430991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373947,29,61,1,2,8,87c66ubwpzykovmkaf1t46bis,0,33.4,35.4,2025-04-24T00:39:42.323Z,2025-04-24T00:39:42Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5675431015,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805373979,13,1,1,2,11,ak0rmms5xl49w57i2rvid1tk9,1,65.4,63.4,2025-04-24T00:39:45.843Z,2025-04-24T00:40:52Z,4ccmn07kk0thmg6apfxgivmc5,J. Dhillon,,,5675432579,140,63.2,5675432583,212,3.4,5675432581,141,59.7,5675431139,56,Center,5675432585,213,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374353,18,1,1,2,14,ak0rmms5xl49w57i2rvid1tk9,1,61.3,63.0,2025-04-24T00:39:48.267Z,2025-04-24T00:40:46Z,dio84sg1k4gsedcpordxs69lg,Q. Huerman,,,5675432963,56,Center,5675432969,212,12.3,5675432965,140,70.6,5675432967,141,73.9,5675432971,213,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374025,30,4,1,2,17,87c66ubwpzykovmkaf1t46bis,1,36.4,33.6,2025-04-24T00:39:51.651Z,2025-04-24T02:38:37Z,,,,,5675431443,152,,5675431439,10,,5675431445,286,,5675431447,233,15,5675431441,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374027,15,4,1,2,17,ak0rmms5xl49w57i2rvid1tk9,0,63.6,66.4,2025-04-24T00:39:51.652Z,2025-04-24T02:38:38Z,6oj55tf7cdnnnft350f9fyhnt,M. Real,,,5675431433,56,Center,5675431477,233,30,5675431431,10,,5675431435,152,,5675431437,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374087,31,1,1,2,24,87c66ubwpzykovmkaf1t46bis,1,38.3,25.6,2025-04-24T00:39:58.748Z,2025-04-24T00:50:50Z,bzu3rjr0r2qmxluguyseq5sdl,A. Soto,,,5675431645,152,,5675455031,189,,5675431643,5,,5675431649,140,43.5,5675431653,212,11.7,5675431647,56,Back,5675431655,213,5.20,5675431651,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374089,32,1,1,2,25,87c66ubwpzykovmkaf1t46bis,1,43.5,10.3,2025-04-24T00:39:59.581Z,2025-04-24T00:40:01Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5675431665,212,14.2,5675431667,213,6.15,5675431659,56,Right,5675431661,140,56.9,5675431663,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374117,33,1,1,2,26,87c66ubwpzykovmkaf1t46bis,1,56.9,7.6,2025-04-24T00:40:00.755Z,2025-04-24T00:40:03Z,euesmrqkdyvekqtpk81ln7uqy,L. Paredes,,,5675431779,213,3.21,5675431773,140,46.1,5675431771,56,Back,5675431775,141,6.4,5675431777,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374119,34,4,1,2,29,87c66ubwpzykovmkaf1t46bis,1,45.8,10.3,2025-04-24T00:40:03.284Z,2025-04-24T02:38:38Z,zd582wgzhdcz8n6oipywt3vt,J. Hernández,,,5675431807,13,,5675431815,286,,5675431811,152,,5675431813,265,,5675431943,233,16,5675431809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374147,16,4,1,2,29,ak0rmms5xl49w57i2rvid1tk9,0,54.2,89.7,2025-04-24T00:40:03.285Z,2025-04-24T04:07:51Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5675431921,13,,5675431925,152,,5675431929,285,,5675431923,56,Left,5675431963,233,34,5675431927,265,,5675764581,55,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374157,17,17,1,2,34,ak0rmms5xl49w57i2rvid1tk9,1,0.0,0.0,2025-04-24T00:40:08.643Z,2025-04-24T04:07:51Z,6eqvj5hboqw5c21ofhsgo4p9l,M. Micaletto,,,5675431987,13,243,5675431985,392,,5675431983,31,,5675764577,55,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374379,35,1,1,3,14,87c66ubwpzykovmkaf1t46bis,1,37.1,4.4,2025-04-24T00:40:48.494Z,2025-04-24T00:40:50Z,9623rc4ywvt5nvq15qknn9l3o,J. Osorio,,,5675433099,152,,5675433107,212,13.2,5675433101,56,Back,5675433105,141,14.6,5675433109,213,2.59,5675433103,140,26.4,5675433097,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374405,36,1,1,3,15,87c66ubwpzykovmkaf1t46bis,1,26.4,14.6,2025-04-24T00:40:49.875Z,2025-04-24T00:40:53Z,4o1ryjpzoxzpi3ex53cmayui1,A. Crognale,,,5675433217,212,21.7,5675433207,56,Back,5675433209,140,12.3,5675433213,141,38.0,5675433219,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374419,37,1,1,3,19,87c66ubwpzykovmkaf1t46bis,1,12.3,38.0,2025-04-24T00:40:52.980Z,2025-04-24T00:40:56Z,h4nbagq5dsdltn9x62oi0t05,R. Sánchez,,,5675433285,140,29.3,5675433287,141,39.5,5675433283,56,Back,5675433291,213,0.06,5675433289,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805374427,38,1,1,3,21,87c66ubwpzykovmkaf1t46bis,0,29.3,39.5,2025-04-24T00:40:55.820Z,2025-04-24T02:49:53Z,61rlxmejof8zjv8uw3sk1l045,J. Medranda,,,5675433313,140,18.8,5675433323,156,,5675433319,213,4.34,5675433317,212,30.0,5675433315,141,0.0,5675433311,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
