id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value
2800386535,7,1,1,0,16,cf5r1qpotp6n5i3vdchsp2en1,1,54.9,86.9,2025-04-13T02:06:55.177Z,2025-04-13T02:06:57Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5647924997,3,,5647925001,140,35.4,5647925005,212,21.5,5647924999,56,Back,5647925003,141,77.3,5647925007,213,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386557,8,1,1,0,18,cf5r1qpotp6n5i3vdchsp2en1,0,34.6,77.9,2025-04-13T02:06:57.488Z,2025-04-13T02:06:59Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647925139,1,,5647925127,157,,5647925137,213,5.84,5647925133,141,49.4,5647925129,56,Center,5647925131,140,73.4,5647925135,212,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386587,5,1,1,0,21,7neuneh44n9rtsfsh6r0sb9no,1,21.1,34.4,2025-04-13T02:07:00.577Z,2025-04-13T02:07:03Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5647925269,213,0.91,5647925261,56,Back,5647925265,141,58.4,5647925263,140,33.2,5647925259,3,,5647925267,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386605,6,1,1,0,25,7neuneh44n9rtsfsh6r0sb9no,1,35.7,80.9,2025-04-13T02:07:04.657Z,2025-04-13T02:07:06Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647925347,56,Back,5647925351,141,93.3,5647925355,213,1.71,5647925353,212,8.5,5647925345,3,,5647925349,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386623,7,1,1,0,27,7neuneh44n9rtsfsh6r0sb9no,0,34.6,93.3,2025-04-13T02:07:06.593Z,2025-04-13T02:07:08Z,cc7jk41tn9qi5px4pb9l4bn8q,R. Spaulding,,,5647925447,212,46.2,5647925451,1,,5647925443,140,77.3,5647925441,56,Center,5647925445,141,76.7,5647925439,157,,5647925449,213,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386657,9,1,1,0,32,cf5r1qpotp6n5i3vdchsp2en1,0,26.2,43.4,2025-04-13T02:07:11.376Z,2025-04-13T02:07:12Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647925647,141,24.3,5647925651,213,4.86,5647925649,212,13.1,5647925643,56,Back,5647925641,3,,5647925645,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386795,11,83,1,0,35,cf5r1qpotp6n5i3vdchsp2en1,0,15.6,16.8,2025-04-13T02:07:14.249Z,2025-04-13T04:46:08Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5647926627,399,9lqozbr0ghw2fhep938p8snah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386709,8,1,1,0,36,7neuneh44n9rtsfsh6r0sb9no,1,93.2,83.9,2025-04-13T02:07:15.194Z,2025-04-13T04:46:08Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,1.0,,5647925939,56,Center,5647925941,140,91.4,5647925945,212,13.1,5647926243,154,,5647926241,210,13,5647925943,141,64.8,5647925947,213,4.57,5647925937,155,,5647925935,2,,,,,,,,,,,,,,,,,,,,,,
2800386713,9,13,1,0,37,7neuneh44n9rtsfsh6r0sb9no,1,91.4,64.8,2025-04-13T02:07:16.802Z,2025-04-13T04:46:21Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647926251,154,,5647926277,231,52.2,5647926249,29,,5648200111,20,,5647925961,64,,5647926263,103,56.9,5647926247,85,,5647926275,230,99.4,5647926253,55,8,5647926269,328,5647926261,102,49.6,5647925963,56,Center,5648200113,108,5647925959,22,,,,,,,,,
2800386731,10,5,1,0,38,7neuneh44n9rtsfsh6r0sb9no,0,101.2,49.8,2025-04-13T02:07:17.984Z,2025-04-13T04:17:36Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647926421,233,10,5647926047,346,,5647926045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386793,10,5,1,0,38,cf5r1qpotp6n5i3vdchsp2en1,1,-1.2,50.2,2025-04-13T02:07:17.984Z,2025-04-13T04:17:36Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647926369,346,,5647926403,233,10,5647926367,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386999,12,1,1,1,10,cf5r1qpotp6n5i3vdchsp2en1,1,4.4,44.6,2025-04-13T02:07:49.305Z,2025-04-13T02:07:55Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5647927321,56,Center,5647927325,141,25.8,5647927323,140,64.4,5647927327,212,64.3,5647927317,124,,5647927335,74,,5647927329,213,6.08,5647927331,1,,,,,,,,,,,,,,,,,,,,,,,,,
2800387003,13,44,1,1,15,cf5r1qpotp6n5i3vdchsp2en1,1,71.8,41.1,2025-04-13T02:07:54.233Z,2025-04-13T04:23:50Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5647927391,233,11,5647927369,286,,5647927367,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800386989,11,44,1,1,15,7neuneh44n9rtsfsh6r0sb9no,0,28.2,58.9,2025-04-13T02:07:54.234Z,2025-04-13T04:23:51Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5647927285,56,Back,5647927417,233,13,5647927287,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387029,14,1,1,1,15,cf5r1qpotp6n5i3vdchsp2en1,0,64.4,25.8,2025-04-13T02:07:54.969Z,2025-04-13T02:11:23Z,k3rif7polxoazy70fu2013op,E. Zubak,,,5647927491,168,,5647927495,140,81.1,5647927497,141,47.2,5647927493,56,Center,5647927505,213,0.69,5647927501,212,22.8,5647927489,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387063,12,59,1,1,19,7neuneh44n9rtsfsh6r0sb9no,1,18.3,45.7,2025-04-13T02:07:58.802Z,2025-04-13T02:07:59Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5647927655,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387079,13,12,1,1,20,7neuneh44n9rtsfsh6r0sb9no,1,18.3,45.7,2025-04-13T02:07:59.697Z,2025-04-13T02:08:02Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5647927715,141,72.0,5647927711,56,Back,5647927719,213,0.71,5647927713,140,38.2,5647927717,212,27.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387081,14,44,1,1,22,7neuneh44n9rtsfsh6r0sb9no,1,33.4,75.5,2025-04-13T02:08:02.042Z,2025-04-13T04:23:51Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647927721,56,Back,5647927795,233,15,5647927723,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387093,15,44,1,1,22,cf5r1qpotp6n5i3vdchsp2en1,0,66.6,24.5,2025-04-13T02:08:02.043Z,2025-04-13T04:23:52Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5647927787,286,,5647927825,233,14,5647927785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387085,15,1,1,1,22,7neuneh44n9rtsfsh6r0sb9no,0,38.2,72.0,2025-04-13T02:08:02.162Z,2025-04-13T02:08:02Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647927733,141,72.0,5647927725,3,,5647927737,213,0.00,5647927727,168,,5647927735,212,4.4,5647927731,140,42.4,5647927729,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387125,16,1,1,1,26,cf5r1qpotp6n5i3vdchsp2en1,1,57.6,16.1,2025-04-13T02:08:05.883Z,2025-04-13T02:08:06Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5647927941,140,34.8,5647927945,212,25.0,5647927939,56,Back,5647927947,213,2.85,5647927943,141,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387137,17,1,1,1,27,cf5r1qpotp6n5i3vdchsp2en1,1,34.8,26.8,2025-04-13T02:08:06.657Z,2025-04-13T02:08:09Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5647928021,140,14.2,5647928019,56,Back,5647928025,212,25.3,5647928027,213,2.60,5647928023,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387165,18,1,1,1,29,cf5r1qpotp6n5i3vdchsp2en1,1,14.3,41.5,2025-04-13T02:08:08.976Z,2025-04-13T02:08:12Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5647928203,212,19.9,5647928199,140,24.3,5647928205,213,1.01,5647928197,56,Back,5647928201,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387215,19,1,1,1,35,cf5r1qpotp6n5i3vdchsp2en1,1,25.9,69.6,2025-04-13T02:08:14.585Z,2025-04-13T02:08:17Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647928469,212,15.6,5647928471,213,0.97,5647928463,56,Back,5647928467,141,88.6,5647928465,140,34.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387237,20,1,1,1,38,cf5r1qpotp6n5i3vdchsp2en1,1,27.8,89.0,2025-04-13T02:08:17.536Z,2025-04-13T02:08:19Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5647928539,56,Back,5647928545,141,82.6,5647928549,213,3.45,5647928543,140,14.9,5647928547,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387277,21,1,1,1,40,cf5r1qpotp6n5i3vdchsp2en1,1,8.4,83.6,2025-04-13T02:08:19.513Z,2025-04-13T02:08:24Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647928733,212,19.5,5647928731,141,55.2,5647928729,140,5.8,5647928735,213,4.57,5647928727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387299,22,1,1,1,44,cf5r1qpotp6n5i3vdchsp2en1,0,8.4,41.8,2025-04-13T02:08:24.121Z,2025-04-13T02:08:28Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5647928809,212,46.7,5647928813,1,,5647928801,157,,5647928805,140,49.4,5647928803,56,Back,5647928807,141,15.3,5647928811,213,5.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387327,16,44,1,1,48,7neuneh44n9rtsfsh6r0sb9no,1,47.7,85.4,2025-04-13T02:08:27.208Z,2025-04-13T04:23:52Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647928945,56,Back,5647929007,233,23,5647928947,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387301,23,44,1,1,48,cf5r1qpotp6n5i3vdchsp2en1,0,52.3,14.6,2025-04-13T02:08:27.209Z,2025-04-13T04:23:52Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5647928821,56,Right,5647929027,233,16,5647929031,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387337,17,12,1,1,48,7neuneh44n9rtsfsh6r0sb9no,1,43.2,87.6,2025-04-13T02:08:27.226Z,2025-04-13T02:28:43Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647928981,141,100.0,5647928985,213,0.87,5647929001,15,,5647928979,140,50.8,5647929073,167,,5647928983,212,12.4,5647928977,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387351,18,5,1,1,49,7neuneh44n9rtsfsh6r0sb9no,0,53.2,101.8,2025-04-13T02:08:28.385Z,2025-04-13T04:17:37Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647929257,233,24,5647929057,56,Left,5647929059,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387391,24,5,1,1,49,cf5r1qpotp6n5i3vdchsp2en1,1,46.8,-1.8,2025-04-13T02:08:28.385Z,2025-04-13T04:17:36Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5647929205,347,,5647929219,233,18,5647929203,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387415,25,1,1,1,58,cf5r1qpotp6n5i3vdchsp2en1,1,49.8,0.0,2025-04-13T02:08:37.673Z,2025-04-13T02:08:41Z,26uulzcbbpgdrvnf5msmqidck,G. Doody,,,5647929327,107,,5647929337,213,2.60,5647929333,141,12.6,5647929335,212,18.8,5647929331,140,34.5,5647929329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387449,26,1,1,2,1,cf5r1qpotp6n5i3vdchsp2en1,1,30.4,15.3,2025-04-13T02:08:41.033Z,2025-04-13T02:08:46Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5647929509,213,2.34,5647929503,140,12.9,5647929507,212,26.5,5647929501,56,Back,5647929505,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387475,27,1,1,2,6,cf5r1qpotp6n5i3vdchsp2en1,0,13.8,40.4,2025-04-13T02:08:45.937Z,2025-04-13T02:08:50Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5647929635,213,5.80,5647929631,141,0.0,5647929629,140,65.1,5647929627,56,Right,5647929637,1,,5647929633,212,60.9,5647929625,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387527,19,5,1,2,10,7neuneh44n9rtsfsh6r0sb9no,1,34.7,101.6,2025-04-13T02:08:50.093Z,2025-04-13T04:17:37Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647929817,56,Back,5647929819,347,,5647929843,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387477,28,5,1,2,10,cf5r1qpotp6n5i3vdchsp2en1,0,65.3,-1.6,2025-04-13T02:08:50.093Z,2025-04-13T04:17:37Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5647929643,56,Right,5647929645,347,,5647929849,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387539,20,1,1,2,18,7neuneh44n9rtsfsh6r0sb9no,1,34.3,100.0,2025-04-13T02:08:57.468Z,2025-04-13T02:08:59Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647929877,107,,5647929881,140,37.1,5647929885,212,6.1,5647929887,213,5.22,5647929879,56,Back,5647929883,141,94.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387541,21,1,1,2,19,7neuneh44n9rtsfsh6r0sb9no,1,37.1,94.1,2025-04-13T02:08:58.818Z,2025-04-13T02:09:00Z,2054x8z63k74or3inr9sl0bu1,L. Fernandes,,,5647929909,213,2.87,5647929901,56,Back,5647929905,141,96.3,5647929907,212,5.7,5647929903,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387553,22,1,1,2,20,7neuneh44n9rtsfsh6r0sb9no,1,31.9,96.3,2025-04-13T02:09:00.098Z,2025-04-13T02:09:02Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5647929953,212,13.5,5647929951,141,88.2,5647929949,140,20.2,5647929955,213,3.56,5647929947,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387575,23,1,1,2,23,7neuneh44n9rtsfsh6r0sb9no,1,20.1,86.1,2025-04-13T02:09:02.546Z,2025-04-13T02:09:05Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5647930035,140,22.4,5647930041,213,4.80,5647930037,141,46.1,5647930039,212,27.3,5647930033,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387647,24,1,1,2,26,7neuneh44n9rtsfsh6r0sb9no,1,22.4,46.1,2025-04-13T02:09:05.194Z,2025-04-13T02:09:13Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5647930349,141,6.2,5647930353,212,27.7,5647930345,56,Back,5647930357,213,4.92,5647930347,140,27.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387667,25,1,1,2,33,7neuneh44n9rtsfsh6r0sb9no,1,60.1,7.0,2025-04-13T02:09:13.010Z,2025-04-13T02:09:14Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5647930449,212,12.0,5647930445,140,71.5,5647930451,213,0.03,5647930443,56,Right,5647930447,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387679,26,1,1,2,35,7neuneh44n9rtsfsh6r0sb9no,1,71.5,7.6,2025-04-13T02:09:14.314Z,2025-04-13T02:09:16Z,do8svqsgqomasmzdwwsgg7qlm,C. Parano,,,5647930501,56,Right,5647930505,141,20.9,5647930503,140,68.6,5647930529,156,,5647930507,212,9.5,5647930509,213,1.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387703,27,61,1,2,39,7neuneh44n9rtsfsh6r0sb9no,0,70.4,31.4,2025-04-13T02:09:18.674Z,2025-04-13T02:10:39Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5647930651,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387709,29,12,1,2,40,cf5r1qpotp6n5i3vdchsp2en1,1,26.6,70.7,2025-04-13T02:09:19.513Z,2025-04-13T02:11:15Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647935417,167,,5647930675,56,Back,5647935423,140,36.6,5647935431,212,23.4,5647935435,213,1.10,5647935427,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387727,28,5,1,2,41,7neuneh44n9rtsfsh6r0sb9no,1,70.5,-1.8,2025-04-13T02:09:20.289Z,2025-04-13T04:17:38Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5647930741,347,,5647978453,233,30,5647930739,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387773,30,5,1,2,41,cf5r1qpotp6n5i3vdchsp2en1,0,29.5,101.8,2025-04-13T02:09:20.289Z,2025-04-13T04:17:38Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5647930951,56,Back,5647978457,233,28,5647930953,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387787,29,1,1,2,42,7neuneh44n9rtsfsh6r0sb9no,1,76.2,0.0,2025-04-13T02:09:21.850Z,2025-04-13T02:09:27Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5647931017,140,65.5,5647931021,212,14.9,5647931019,141,12.8,5647931013,107,,5647931015,56,Right,5647931023,213,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800387801,30,1,1,2,43,7neuneh44n9rtsfsh6r0sb9no,1,65.5,12.8,2025-04-13T02:09:23.026Z,2025-04-13T04:26:49Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5647931095,213,5.25,5647931091,141,8.9,5647931093,212,3.1,5647931089,140,67.0,5647931087,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
