id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId
2810002689,5,1,1,0,41,7c9knuwazz9k9449u5rnuuy5m,0,5.0,55.8,2025-05-04T02:37:29.005Z,2025-05-04T02:37:35Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5700942275,56,Center,5700942285,1,,5700942283,213,0.06,5700942273,124,,5700942281,212,70.8,5700942279,141,61.7,5700942277,140,72.3,5700942289,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002695,7,44,1,0,47,5x54jbfk11lrsmipgsx7cdbai,1,25.8,40.8,2025-05-04T02:37:34.795Z,2025-05-04T05:03:04Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700942303,285,,5700942353,233,6,5700942301,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002691,6,44,1,0,47,7c9knuwazz9k9449u5rnuuy5m,0,74.2,59.2,2025-05-04T02:37:34.796Z,2025-05-04T05:03:04Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700942361,233,7,5700942295,286,,5700942293,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002699,8,12,1,0,47,5x54jbfk11lrsmipgsx7cdbai,1,22.5,44.8,2025-05-04T02:37:34.797Z,2025-05-04T03:05:36Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5700942335,15,,5700942323,56,Back,5700942325,140,22.8,5700942327,141,9.8,5700942331,213,4.73,5700942329,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002749,9,1,1,0,48,5x54jbfk11lrsmipgsx7cdbai,1,22.8,9.8,2025-05-04T02:37:36.236Z,2025-05-04T03:37:51Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5700942599,212,14.9,5700942591,140,36.9,5700942601,213,0.11,5700942605,1,,5700942587,56,Back,5700942583,157,,5700942595,141,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002765,10,1,1,0,49,5x54jbfk11lrsmipgsx7cdbai,0,34.9,12.0,2025-05-04T02:37:37.004Z,2025-05-04T03:38:03Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700942675,213,4.90,5700942665,3,,5700942671,141,0.0,5701062101,168,,5700942667,56,Back,5700942669,140,36.5,5700942673,212,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002745,7,5,1,0,53,7c9knuwazz9k9449u5rnuuy5m,1,64.2,101.0,2025-05-04T02:37:40.629Z,2025-05-04T04:32:18Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700942575,347,,5700942573,56,Left,5701008613,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002775,11,5,1,0,53,5x54jbfk11lrsmipgsx7cdbai,0,35.8,-1.0,2025-05-04T02:37:40.629Z,2025-05-04T04:32:19Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5701008625,233,7,5700942711,347,,5700942707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002805,8,1,1,0,57,7c9knuwazz9k9449u5rnuuy5m,1,63.1,100.0,2025-05-04T02:37:44.557Z,2025-05-04T02:37:49Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700942819,141,91.5,5700942817,140,47.3,5700942813,107,,5700942821,212,18.1,5700942823,213,3.55,5700942815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002849,9,1,1,1,1,7c9knuwazz9k9449u5rnuuy5m,1,34.4,82.3,2025-05-04T02:37:49.078Z,2025-05-04T02:37:55Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700943029,213,6.18,5700943021,141,73.5,5700943017,140,88.0,5700943033,1,,5700943007,155,,5700943025,212,56.6,5700943013,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002875,10,1,1,1,8,7c9knuwazz9k9449u5rnuuy5m,1,91.4,77.3,2025-05-04T02:37:55.581Z,2025-05-04T02:37:57Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5700943135,212,6.4,5700943137,213,2.10,5700943131,140,88.3,5700943129,56,Left,5700943133,141,85.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002897,11,1,1,1,9,7c9knuwazz9k9449u5rnuuy5m,1,87.7,89.7,2025-05-04T02:37:57.437Z,2025-05-04T02:38:00Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5700943251,56,Left,5700943259,213,3.46,5700943257,212,11.8,5700943253,140,77.0,5700943255,141,84.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810002915,12,1,1,1,12,7c9knuwazz9k9449u5rnuuy5m,0,70.1,86.6,2025-05-04T02:38:00.396Z,2025-05-04T02:38:03Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700943361,2,,5700943371,212,46.1,5700943367,140,100.0,5700943369,141,38.8,5700943363,155,,5700943373,213,5.50,5700943375,1,,5700943365,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003055,12,5,1,1,15,5x54jbfk11lrsmipgsx7cdbai,1,-1.2,60.0,2025-05-04T02:38:02.988Z,2025-05-04T04:32:19Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5700943963,346,,5700944431,233,13,5700943961,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003135,13,5,1,1,15,7c9knuwazz9k9449u5rnuuy5m,0,101.2,40.0,2025-05-04T02:38:02.988Z,2025-05-04T04:32:20Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700944415,346,,5700944463,233,12,5700944413,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003115,13,1,1,1,40,5x54jbfk11lrsmipgsx7cdbai,1,3.3,49.7,2025-05-04T02:38:28.118Z,2025-05-04T02:38:35Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5700944311,237,,5700944305,212,29.9,5700944301,140,19.6,5700944307,213,0.96,5700944303,141,85.7,5700944299,56,Back,5700944297,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003125,14,1,1,1,48,5x54jbfk11lrsmipgsx7cdbai,1,25.2,76.6,2025-05-04T02:38:35.780Z,2025-05-04T02:38:37Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700944345,56,Back,5700944353,213,4.76,5700944351,212,26.3,5700944349,141,38.0,5700944347,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003131,15,1,1,1,49,5x54jbfk11lrsmipgsx7cdbai,0,30.3,39.4,2025-05-04T02:38:37.269Z,2025-05-04T02:38:38Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5700944383,56,Center,5700944389,212,46.7,5700944387,141,78.7,5700944381,155,,5700944385,140,66.8,5700944393,1,,5700944391,213,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003141,14,1,1,1,50,7c9knuwazz9k9449u5rnuuy5m,0,26.6,7.3,2025-05-04T02:38:38.374Z,2025-05-04T02:38:39Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5700944445,212,12.2,5700944443,141,5.5,5700944447,213,6.18,5700944441,140,38.2,5700944437,3,,5700944439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003177,16,1,1,1,53,5x54jbfk11lrsmipgsx7cdbai,1,60.8,87.2,2025-05-04T02:38:40.829Z,2025-05-04T03:38:54Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700944627,140,70.7,5700944631,212,12.3,5700944629,141,77.5,5700944633,213,5.72,5700944625,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003179,17,1,1,1,54,5x54jbfk11lrsmipgsx7cdbai,1,70.7,77.5,2025-05-04T02:38:42.060Z,2025-05-04T02:38:53Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,1.0,,5700944645,56,Center,5700944653,213,3.56,5700944651,212,9.4,5700944669,156,,5700944917,210,15,5700944647,140,62.5,5700944649,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003197,18,15,1,1,58,5x54jbfk11lrsmipgsx7cdbai,1,71.3,62.0,2025-05-04T02:38:46.221Z,2025-05-04T05:08:34Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5700944935,103,4.4,5700944925,76,,5700944941,147,50.2,5700944719,22,,5700944723,56,Center,5700944933,102,54.4,5700944963,233,15,5700944939,146,98.0,5700944721,18,5700944937,215,5700944929,55,17,5700944927,29,5701152727,20,,,,,,,,,,,,,,,,,
2810003201,15,10,1,1,58,7c9knuwazz9k9449u5rnuuy5m,1,2.9,47.8,2025-05-04T02:38:46.321Z,2025-05-04T05:52:28Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5700944741,56,Back,5700944739,182,,5700944737,178,,5700944981,233,18,5700944735,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003289,17,1,1,2,10,7c9knuwazz9k9449u5rnuuy5m,1,8.1,50.4,2025-05-04T02:38:58.215Z,2025-05-04T02:43:12Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,,5700945215,212,19.4,5700945207,123,,5700945209,56,Back,5700954517,189,,5700945217,213,1.12,5700945211,140,16.2,5700945213,141,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003323,18,1,1,2,13,7c9knuwazz9k9449u5rnuuy5m,1,16.7,89.1,2025-05-04T02:39:00.678Z,2025-05-04T02:39:04Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700945359,140,10.4,5700945357,56,Back,5700945361,141,71.2,5700945365,213,4.21,5700945363,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003337,19,1,1,2,16,7c9knuwazz9k9449u5rnuuy5m,1,7.5,68.2,2025-05-04T02:39:04.094Z,2025-05-04T02:39:08Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700945455,213,5.08,5700945443,155,,5700945447,56,Back,5700945449,140,24.2,5700945453,212,49.1,5700945445,196,,5700945457,1,,5700945451,141,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003349,20,1,1,2,20,7c9knuwazz9k9449u5rnuuy5m,1,22.7,3.5,2025-05-04T02:39:08.006Z,2025-05-04T02:49:40Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5700945533,56,Back,5700945535,140,36.7,5700945539,212,14.8,5700945541,213,0.12,5700945537,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003365,21,1,1,2,22,7c9knuwazz9k9449u5rnuuy5m,1,35.2,5.2,2025-05-04T02:39:09.718Z,2025-05-04T02:49:43Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5700945605,212,5.6,5700945599,56,Back,5700945603,141,12.9,5700945607,213,1.93,5700945601,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810005483,48,1,1,2,24,7c9knuwazz9k9449u5rnuuy5m,0,32.5,21.2,2025-05-04T02:39:11.489Z,2025-05-04T02:49:41Z,4nwnrf33mdxscx5rdaw1529cl,Y. Boudadi,,,5700956465,212,14.5,5700956463,141,31.8,5700956467,213,0.52,5700956459,56,Back,5700956461,140,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003375,20,1,1,2,24,5x54jbfk11lrsmipgsx7cdbai,1,55.8,86.6,2025-05-04T02:39:12.437Z,2025-05-04T02:39:15Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700945663,140,54.7,5700945665,141,67.0,5700945661,56,Center,5700945667,212,13.4,5700945669,213,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003385,21,1,1,2,27,5x54jbfk11lrsmipgsx7cdbai,1,53.9,64.5,2025-05-04T02:39:15.149Z,2025-05-04T02:39:17Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5700945775,212,12.2,5700945769,56,Center,5700945771,140,55.4,5700945777,213,4.84,5700945773,141,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810008117,92,83,1,2,29,7c9knuwazz9k9449u5rnuuy5m,0,42.9,43.6,2025-05-04T02:39:16.934Z,2025-05-04T02:49:01Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700970899,399,8bp3sbo230kdhnw76stsw2u39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003391,22,61,1,2,30,5x54jbfk11lrsmipgsx7cdbai,0,55.8,50.7,2025-05-04T02:39:17.766Z,2025-05-04T02:39:18Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700945789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003409,22,4,1,2,30,7c9knuwazz9k9449u5rnuuy5m,1,43.2,45.6,2025-05-04T02:39:18.469Z,2025-05-04T02:49:02Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5700945917,152,,5700945919,265,,5700945941,233,23,5700945913,13,,5700945921,286,,5700945915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003395,23,4,1,2,30,5x54jbfk11lrsmipgsx7cdbai,0,56.8,54.4,2025-05-04T02:39:18.470Z,2025-05-04T02:39:25Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5700945835,285,,5700945951,233,22,5700945827,13,,5700945829,56,Center,5700945831,152,,5700945833,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003483,23,1,1,2,44,7c9knuwazz9k9449u5rnuuy5m,1,43.6,37.4,2025-05-04T02:39:31.878Z,2025-05-04T02:39:35Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5700946249,5,,5700946261,212,28.2,5700946259,141,78.7,5700946257,140,45.7,5700946263,213,1.49,5700946253,152,,5700946255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003519,24,1,1,2,47,7c9knuwazz9k9449u5rnuuy5m,0,41.5,76.6,2025-05-04T02:39:35.231Z,2025-05-04T02:39:39Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5700946471,56,Right,5700946469,155,,5700946481,1,,5700946477,212,60.7,5700946479,213,5.57,5700946473,140,85.4,5700946475,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003529,24,44,1,2,51,5x54jbfk11lrsmipgsx7cdbai,1,14.6,80.1,2025-05-04T02:39:38.909Z,2025-05-04T05:03:45Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700946507,56,Back,5700946545,233,25,5700946509,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003521,25,44,1,2,51,7c9knuwazz9k9449u5rnuuy5m,0,85.4,19.9,2025-05-04T02:39:38.910Z,2025-05-04T05:03:05Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700946555,233,24,5700946487,286,,5700946485,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003531,25,12,1,2,51,5x54jbfk11lrsmipgsx7cdbai,1,14.7,77.8,2025-05-04T02:39:39.070Z,2025-05-04T03:05:57Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700946517,140,2.5,5700946519,141,63.1,5700946539,15,,5700946521,212,16.2,5700946515,56,Back,5700946523,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003541,26,61,1,2,54,7c9knuwazz9k9449u5rnuuy5m,0,96.4,26.8,2025-05-04T02:39:42.335Z,2025-05-04T02:51:19Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700946571,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003605,26,5,1,2,58,5x54jbfk11lrsmipgsx7cdbai,1,-0.6,61.3,2025-05-04T02:39:45.606Z,2025-05-04T04:32:20Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5700946961,233,27,5700946951,56,Back,5700946953,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003551,27,5,1,2,58,7c9knuwazz9k9449u5rnuuy5m,0,100.6,38.7,2025-05-04T02:39:45.606Z,2025-05-04T04:32:20Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5700946637,346,,5700946635,56,Center,5700946975,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003653,27,1,1,3,12,5x54jbfk11lrsmipgsx7cdbai,1,4.4,51.8,2025-05-04T02:39:59.950Z,2025-05-04T02:40:05Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5700947185,124,,5700947193,212,20.5,5700947199,237,,5700947191,141,25.0,5700947195,213,5.19,5700947187,56,Back,5700947189,140,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003661,28,1,1,3,17,5x54jbfk11lrsmipgsx7cdbai,0,24.8,22.2,2025-05-04T02:40:05.262Z,2025-05-04T02:40:07Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5700947233,140,69.8,5700947231,56,Center,5700947229,155,,5700947237,212,47.3,5700947239,213,6.27,5700947235,141,21.2,5700947241,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003671,28,1,1,3,20,7c9knuwazz9k9449u5rnuuy5m,1,29.5,75.9,2025-05-04T02:40:07.678Z,2025-05-04T02:40:10Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700947273,56,Back,5700947281,213,0.53,5700947279,212,18.0,5700947277,141,89.3,5700947271,3,,5700947275,140,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003683,29,1,1,3,22,7c9knuwazz9k9449u5rnuuy5m,1,44.3,89.3,2025-05-04T02:40:10.238Z,2025-05-04T02:40:15Z,40qi53orb0eur2jevowkvrcb8,P. Leal,,,5700947341,213,3.01,5700947441,156,,5700947335,140,23.0,5700947337,141,93.8,5700947339,212,22.6,5700947331,3,,5700947333,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810003687,30,61,1,3,24,7c9knuwazz9k9449u5rnuuy5m,0,23.0,93.8,2025-05-04T02:40:12.070Z,2025-05-04T02:40:12Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,,5700947357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
