id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/14/value,qualifier/15/value
2813051385,10,5,1,0,47,5x54jbfk11lrsmipgsx7cdbai,1,44.9,101.2,2025-05-10T22:07:55.383Z,2025-05-11T00:27:23Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5717795451,56,Back,5717795481,233,7,5717795453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051429,11,1,1,0,53,5x54jbfk11lrsmipgsx7cdbai,1,46.9,100.0,2025-05-10T22:08:01.136Z,2025-05-10T22:08:19Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5717795707,212,15.5,5717795703,140,58.5,5717795709,213,5.62,5717795699,107,,5717795705,141,88.0,5717795701,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051431,12,4,1,0,58,5x54jbfk11lrsmipgsx7cdbai,1,58.8,71.0,2025-05-10T22:08:06.839Z,2025-05-11T00:21:23Z,8xte0mzawblk2ufasxalijk2y,R. Bidois,,,5717795781,13,,5717795785,152,,5717795789,286,,5717795843,233,8,5717795783,56,Center,5717795787,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051439,8,4,1,0,58,ck22dnk93ng8ax7wonlff7yms,0,41.2,29.0,2025-05-10T22:08:06.840Z,2025-05-11T00:21:24Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,,5717795827,265,,5717795823,56,Back,5717795901,233,12,5717795829,285,,5717795825,152,,5717795821,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051543,13,1,1,1,14,5x54jbfk11lrsmipgsx7cdbai,1,59.0,78.5,2025-05-10T22:08:22.738Z,2025-05-10T22:08:30Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5717796525,5,,5717796533,141,44.5,5717796537,213,4.14,5717796529,56,Back,5717796535,212,27.5,5717796531,140,44.9,5717796527,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051557,14,1,1,1,22,5x54jbfk11lrsmipgsx7cdbai,1,35.0,37.0,2025-05-10T22:08:30.024Z,2025-05-10T22:08:32Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717796637,56,Back,5717796643,212,22.6,5717796641,141,70.2,5717796639,140,33.8,5717796645,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051571,15,1,1,1,24,5x54jbfk11lrsmipgsx7cdbai,1,33.8,70.2,2025-05-10T22:08:32.600Z,2025-05-10T22:08:34Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5717796751,212,21.2,5717796747,140,26.5,5717796749,141,41.2,5717796753,213,4.34,5717796745,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051583,16,1,1,1,25,5x54jbfk11lrsmipgsx7cdbai,1,23.5,41.5,2025-05-10T22:08:33.688Z,2025-05-10T22:14:34Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717796819,141,28.0,5717796817,140,28.1,5717796821,212,10.4,5717796823,213,5.20,5717796815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813053571,67,1,1,1,26,5x54jbfk11lrsmipgsx7cdbai,0,25.5,33.3,2025-05-10T22:08:34.520Z,2025-05-10T22:14:37Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717812639,140,71.9,5717812643,212,53.9,5717812637,56,Right,5717812647,1,,5717812635,155,,5717812645,213,5.84,5717812641,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051681,9,5,1,1,28,ck22dnk93ng8ax7wonlff7yms,1,25.2,101.6,2025-05-10T22:08:36.255Z,2025-05-11T00:27:24Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5717797389,56,Back,5717797403,233,17,5717797391,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051585,17,5,1,1,28,5x54jbfk11lrsmipgsx7cdbai,0,74.8,-1.6,2025-05-10T22:08:36.255Z,2025-05-10T22:08:50Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5717796829,347,,5717797427,233,9,5717796827,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051701,10,1,1,1,41,ck22dnk93ng8ax7wonlff7yms,0,23.5,100.0,2025-05-10T22:08:49.865Z,2025-05-10T22:08:51Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,,5717797471,107,,5717797481,213,6.03,5717797475,140,64.0,5717797479,212,43.9,5717797483,1,,5717797473,56,Left,5717797477,141,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051723,18,1,1,1,45,5x54jbfk11lrsmipgsx7cdbai,0,41.3,8.2,2025-05-10T22:08:53.080Z,2025-05-10T22:08:53Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5717797595,56,Back,5717797603,213,0.43,5717797599,141,11.0,5717797601,212,4.6,5717797593,3,,5717797597,140,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051729,11,43,1,1,45,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-10T22:08:53.441Z,2025-05-10T22:11:08Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717797643,56,Left,5717803945,144,44,5717797645,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051741,12,1,1,1,45,ck22dnk93ng8ax7wonlff7yms,1,60.7,79.0,2025-05-10T22:08:53.890Z,2025-05-10T22:08:55Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717797713,212,6.0,5717797707,56,Center,5717797709,140,66.1,5717797715,213,5.94,5717797711,141,76.0,5717797705,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051765,13,1,1,1,47,ck22dnk93ng8ax7wonlff7yms,1,64.7,76.9,2025-05-10T22:08:55.137Z,2025-05-10T22:08:58Z,4f03usm5tnljkqleajmz9kmol,C. Lancaster,,,5717797829,141,82.7,5717797831,212,7.6,5717797827,140,58.5,5717797825,56,Left,5717797833,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051747,19,83,1,1,49,5x54jbfk11lrsmipgsx7cdbai,0,39.4,7.4,2025-05-10T22:08:57.168Z,2025-05-10T22:08:59Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717797895,399,csx9pmpibyblftludnkd6j36x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051769,14,50,1,1,50,ck22dnk93ng8ax7wonlff7yms,1,60.3,88.4,2025-05-10T22:08:58.401Z,2025-05-11T00:21:49Z,csx9pmpibyblftludnkd6j36x,M. Epps,,,5717797861,56,Left,5717797863,286,,5717798003,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051785,20,7,1,1,50,5x54jbfk11lrsmipgsx7cdbai,1,39.7,11.6,2025-05-10T22:08:58.402Z,2025-05-11T00:21:48Z,3y5650rx37d3hnh3sxzhaz7xl,B. Mines,,,5717797953,56,Back,5717797955,285,,5717797981,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051791,21,3,1,1,53,5x54jbfk11lrsmipgsx7cdbai,0,46.3,20.3,2025-05-10T22:09:01.816Z,2025-05-11T00:21:49Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717797971,286,,5717798105,233,15,5717797969,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051809,15,7,1,1,53,ck22dnk93ng8ax7wonlff7yms,1,53.7,79.7,2025-05-10T22:09:01.817Z,2025-05-11T00:21:49Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717798097,233,21,5717798065,56,Left,5717798067,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051825,16,1,1,1,56,ck22dnk93ng8ax7wonlff7yms,1,47.0,69.0,2025-05-10T22:09:04.265Z,2025-05-10T22:09:07Z,2yflerah2shma2hzhm99msez9,S. Williams,,,5717798157,213,3.39,5717798149,56,Back,5717798153,141,60.6,5717798151,140,25.6,5717798155,212,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051851,17,1,1,1,59,ck22dnk93ng8ax7wonlff7yms,1,21.9,60.9,2025-05-10T22:09:07.225Z,2025-05-10T22:09:11Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,,5717798293,141,45.1,5717798297,213,3.83,5717798295,212,16.9,5717798291,140,9.5,5717798289,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051861,18,1,1,2,2,ck22dnk93ng8ax7wonlff7yms,0,12.5,43.0,2025-05-10T22:09:10.865Z,2025-05-10T22:09:11Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,,5717798359,1,,5717798347,56,Right,5717798357,213,5.88,5717798353,141,15.3,5717798351,140,54.1,5717798355,212,47.6,5717798345,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051893,22,1,1,2,4,5x54jbfk11lrsmipgsx7cdbai,1,57.2,88.0,2025-05-10T22:09:12.720Z,2025-05-10T22:09:16Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5717798537,3,,5717798543,141,93.2,5717798547,213,0.24,5717798541,140,70.7,5717798539,56,Left,5717798545,212,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051921,24,3,1,2,11,5x54jbfk11lrsmipgsx7cdbai,0,81.8,79.6,2025-05-10T22:09:19.033Z,2025-05-11T00:21:50Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717798725,286,,5717798933,233,19,5717798723,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051953,19,7,1,2,11,ck22dnk93ng8ax7wonlff7yms,1,18.2,20.4,2025-05-10T22:09:19.034Z,2025-05-11T00:21:50Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717798869,56,Back,5717798905,233,24,5717798871,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813051975,21,1,1,2,16,ck22dnk93ng8ax7wonlff7yms,1,33.0,15.9,2025-05-10T22:09:24.769Z,2025-05-11T00:12:09Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717798983,141,22.1,5717798987,213,2.54,5717798979,56,Back,5717798985,212,7.4,5717798981,140,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052007,22,43,1,2,16,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-05-10T22:09:24.888Z,2025-05-10T22:58:34Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717799135,285,0,5717799133,56,Back,5717934103,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052001,25,43,1,2,16,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-05-10T22:09:24.889Z,2025-05-10T22:58:33Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717799165,233,22,5717799117,56,Left,5717799119,286,0,5717934019,144,7,5717799115,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813057267,129,1,1,2,20,ck22dnk93ng8ax7wonlff7yms,0,20.4,26.8,2025-05-10T22:09:28.191Z,2025-05-11T00:12:19Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717838715,141,0.0,5717838711,56,Back,5717838719,213,5.52,5717838717,212,28.2,5717838713,140,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052033,23,5,1,2,21,ck22dnk93ng8ax7wonlff7yms,0,34.0,-1.6,2025-05-10T22:09:29.426Z,2025-05-11T00:27:25Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717799321,347,,5717799319,56,Back,5717832263,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052065,26,5,1,2,21,5x54jbfk11lrsmipgsx7cdbai,1,66.0,101.6,2025-05-10T22:09:29.426Z,2025-05-11T00:27:24Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717799509,347,,5717799507,56,Left,5717832245,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052077,27,1,1,2,30,5x54jbfk11lrsmipgsx7cdbai,1,74.5,100.0,2025-05-10T22:09:38.281Z,2025-05-10T22:09:40Z,8bp3sbo230kdhnw76stsw2u39,Pedro Santos,,,5717799583,107,,5717799587,140,74.5,5717799595,213,4.71,5717799589,141,93.8,5717799591,212,5.1,5717799585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052101,28,1,1,2,32,5x54jbfk11lrsmipgsx7cdbai,1,74.5,93.8,2025-05-10T22:09:40.345Z,2025-05-10T22:09:42Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717799733,140,71.0,5717799737,212,3.9,5717799739,213,2.82,5717799735,141,95.6,5717799731,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052105,29,1,1,2,34,5x54jbfk11lrsmipgsx7cdbai,1,71.0,95.6,2025-05-10T22:09:42.369Z,2025-05-10T22:09:43Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717799773,56,Left,5717799777,141,93.2,5717799779,212,2.3,5717799775,140,72.6,5717799781,213,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052107,30,1,1,2,35,5x54jbfk11lrsmipgsx7cdbai,0,72.6,93.2,2025-05-10T22:09:43.233Z,2025-05-10T22:09:43Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717799803,141,93.0,5717799807,213,6.25,5717799799,56,Left,5717799805,212,4.5,5717799801,140,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052157,24,1,1,2,39,ck22dnk93ng8ax7wonlff7yms,0,30.6,11.5,2025-05-10T22:09:47.449Z,2025-05-11T00:12:21Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,,5717800109,212,6.7,5717800111,213,0.18,5717800105,140,36.9,5717800103,56,Back,5717800107,141,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052153,31,61,1,2,40,5x54jbfk11lrsmipgsx7cdbai,0,56.6,87.1,2025-05-10T22:09:48.906Z,2025-05-11T00:54:39Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717871405,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052161,32,83,1,2,41,5x54jbfk11lrsmipgsx7cdbai,0,64.4,83.6,2025-05-10T22:09:49.105Z,2025-05-10T22:59:28Z,agl19e1fx5123lk28avksxb3e,A. Aboukoura,,,5717936303,399,441plehxckmdj5gb2mr6y8ne2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052177,26,1,1,2,41,ck22dnk93ng8ax7wonlff7yms,1,46.2,25.3,2025-05-10T22:09:49.233Z,2025-05-10T22:09:51Z,441plehxckmdj5gb2mr6y8ne2,E. Goldthorp,,,5717800183,141,11.9,5717800187,213,3.93,5717800179,56,Back,5717800181,140,37.5,5717800185,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052181,27,1,1,2,42,ck22dnk93ng8ax7wonlff7yms,0,36.9,11.9,2025-05-10T22:09:50.873Z,2025-05-11T00:12:07Z,cc7auv8d89ohifqg7qwz62mwa,J. Greene,,,5717800209,140,36.3,5717800215,213,1.72,5717800211,141,18.0,5717800213,212,4.2,5717800207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052205,34,1,1,2,46,5x54jbfk11lrsmipgsx7cdbai,1,73.8,86.5,2025-05-10T22:09:54.305Z,2025-05-10T22:09:55Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5717800367,212,8.0,5717800363,140,66.2,5717800361,56,Left,5717800365,141,85.4,5717800369,213,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2813052225,35,1,1,2,47,5x54jbfk11lrsmipgsx7cdbai,1,66.2,85.4,2025-05-10T22:09:55.049Z,2025-05-10T22:09:59Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5717800553,56,Back,5717800557,141,80.2,5717800561,213,3.30,5717800559,212,22.6,5717800555,140,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
