id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/8/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value
2788957965,11,1,1,0,25,bk3zg8yaj5uoqhxzwons3bo8a,1,34.7,42.1,2025-03-16T02:36:56.081Z,2025-03-16T02:36:58Z,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,,,5585123109,56,Back,5585123111,140,40.0,5585123113,141,16.7,5585123117,213,5.02,5585123115,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788957979,12,1,1,0,27,bk3zg8yaj5uoqhxzwons3bo8a,1,43.0,14.6,2025-03-16T02:36:58.444Z,2025-03-16T02:37:00Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5585123203,213,0.08,5585123201,212,18.3,5585123199,141,16.8,5585123195,56,Right,5585123197,140,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788957991,13,1,1,0,29,bk3zg8yaj5uoqhxzwons3bo8a,0,61.0,16.8,2025-03-16T02:37:00.147Z,2025-03-16T02:37:01Z,bosdsb16w79aihfktvp4cjvje,S. Rivas,,,5585123259,213,2.68,5585123249,56,Center,5585123255,141,21.3,5585123257,212,6.8,5585123251,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958003,3,1,1,0,30,7c9knuwazz9k9449u5rnuuy5m,1,51.3,81.8,2025-03-16T02:37:01.525Z,2025-03-16T02:37:03Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5585123303,213,6.05,5585123301,212,11.5,5585123295,56,Center,5585123299,141,77.9,5585123297,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958035,5,1,1,0,34,7c9knuwazz9k9449u5rnuuy5m,1,67.4,77.2,2025-03-16T02:37:05.061Z,2025-03-16T02:37:07Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,,5585123459,140,67.3,5585123463,212,11.7,5585123461,141,60.0,5585123457,56,Center,5585123465,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958049,6,3,1,0,36,7c9knuwazz9k9449u5rnuuy5m,0,67.0,62.4,2025-03-16T02:37:07.524Z,2025-03-16T04:57:17Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5585123641,233,14,5585123533,286,,5585123531,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958061,14,7,1,0,36,bk3zg8yaj5uoqhxzwons3bo8a,1,33.0,37.6,2025-03-16T02:37:07.525Z,2025-03-16T04:48:03Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5585123573,56,Back,5585123595,233,6,5585123575,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958103,16,1,1,0,43,bk3zg8yaj5uoqhxzwons3bo8a,1,64.0,37.3,2025-03-16T02:37:14.075Z,2025-03-16T03:01:11Z,bhzsz7pbe6pbwojtc1mi8m28l,M. Akale,,,5585123759,141,14.3,5585123761,212,22.4,5585123763,213,5.51,5585123753,56,Right,5585123757,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788967891,240,61,1,0,44,bk3zg8yaj5uoqhxzwons3bo8a,0,68.0,7.6,2025-03-16T02:37:15.416Z,2025-03-16T03:01:19Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5585175371,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958243,7,5,1,0,46,7c9knuwazz9k9449u5rnuuy5m,1,17.5,102.0,2025-03-16T02:37:17.349Z,2025-03-16T05:02:58Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5585124493,56,Back,5585124495,347,,5585124517,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958109,17,5,1,0,46,bk3zg8yaj5uoqhxzwons3bo8a,0,82.5,-2.0,2025-03-16T02:37:17.349Z,2025-03-16T05:02:58Z,dxd6p1c8k96armsbg5isjbu95,G. Hurst,,,5585123789,347,,5585124541,233,7,5585123787,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958309,8,1,1,1,4,7c9knuwazz9k9449u5rnuuy5m,1,14.7,100.0,2025-03-16T02:37:35.309Z,2025-03-16T02:37:42Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5585124807,212,7.6,5585124799,140,19.4,5585124803,141,92.9,5585124797,56,Back,5585124795,107,,5585124809,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958319,9,1,1,1,5,7c9knuwazz9k9449u5rnuuy5m,1,14.0,96.9,2025-03-16T02:37:36.653Z,2025-03-16T02:37:57Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,,5585124853,140,14.8,5585124851,56,Back,5585124857,212,1.4,5585124855,141,95.3,5585124859,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958327,10,1,1,1,6,7c9knuwazz9k9449u5rnuuy5m,0,14.8,95.3,2025-03-16T02:37:37.205Z,2025-03-16T04:56:53Z,8p3y7tm4lzwp39tojonnohaay,N. Jones,,,5585124899,1,,5585124897,213,5.82,5585124889,56,Center,5585176789,155,,5585124891,140,51.8,5585124893,141,67.0,5585124895,212,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958323,18,1,1,1,11,bk3zg8yaj5uoqhxzwons3bo8a,1,45.1,29.4,2025-03-16T02:37:42.075Z,2025-03-16T02:37:44Z,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,,,5585124869,56,Center,5585124873,141,26.5,5585124871,140,58.6,5585124877,213,6.14,5585124875,212,14.3,5585124867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958329,19,1,1,1,13,bk3zg8yaj5uoqhxzwons3bo8a,0,57.2,27.3,2025-03-16T02:37:44.307Z,2025-03-16T02:37:45Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5585124903,56,Center,5585124901,3,,5585124907,141,39.7,5585124905,140,61.4,5585124909,212,9.5,5585124911,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958335,20,43,1,1,15,bk3zg8yaj5uoqhxzwons3bo8a,1,0.0,0.0,2025-03-16T02:37:45.819Z,2025-03-16T02:38:04Z,2o86bp6u8hbr8q43mea7srco9,W. Seymore,,,5585124941,56,Center,5585125553,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958347,11,50,1,1,16,7c9knuwazz9k9449u5rnuuy5m,1,36.0,71.8,2025-03-16T02:37:47.317Z,2025-03-16T04:48:04Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,,5585124983,286,,5585124981,56,Back,5585125113,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958371,21,7,1,1,16,bk3zg8yaj5uoqhxzwons3bo8a,0,64.0,28.2,2025-03-16T02:37:47.318Z,2025-03-16T04:48:04Z,caxfn5xu1taewgtxil6ah2rjd,Z. Bailey,,,5585125093,285,,5585125091,56,Center,5585125095,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958367,12,1,1,1,17,7c9knuwazz9k9449u5rnuuy5m,0,26.5,67.0,2025-03-16T02:37:48.580Z,2025-03-16T02:39:14Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,,5585125075,140,70.3,5585125071,157,,5585125073,56,Center,5585125081,213,5.97,5585125083,1,,5585125077,141,44.8,5585125079,212,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958415,23,1,1,1,21,bk3zg8yaj5uoqhxzwons3bo8a,1,28.1,70.9,2025-03-16T02:37:52.723Z,2025-03-16T02:37:56Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585125341,212,18.9,5585125343,213,3.25,5585125335,56,Back,5585125339,141,67.8,5585125337,140,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958425,24,1,1,1,25,bk3zg8yaj5uoqhxzwons3bo8a,1,11.2,66.9,2025-03-16T02:37:56.059Z,2025-03-16T02:37:58Z,zczt4alpawz5522hff8x39p1,A. Tambakis,,,5585125391,56,Back,5585125393,140,21.7,5585125395,141,88.6,5585125397,212,18.4,5585125399,213,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958519,25,1,1,1,27,bk3zg8yaj5uoqhxzwons3bo8a,1,22.4,88.3,2025-03-16T02:37:58.365Z,2025-03-16T03:36:22Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585125835,56,Back,5585125841,212,10.0,5585125843,213,4.42,5585125837,140,19.7,5585125839,141,74.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958573,26,1,1,1,48,bk3zg8yaj5uoqhxzwons3bo8a,1,39.7,73.9,2025-03-16T02:38:19.467Z,2025-03-16T02:38:21Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585126137,56,Left,5585126139,140,52.6,5585126145,213,0.73,5585126143,212,18.2,5585126141,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958633,27,1,1,1,50,bk3zg8yaj5uoqhxzwons3bo8a,1,53.1,91.7,2025-03-16T02:38:21.099Z,2025-03-16T02:38:28Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585126439,213,3.53,5585126437,212,22.4,5585126431,56,Back,5585126433,140,33.4,5585126435,141,79.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958651,28,1,1,1,57,bk3zg8yaj5uoqhxzwons3bo8a,1,36.0,73.8,2025-03-16T02:38:28.299Z,2025-03-16T02:38:30Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585126523,213,0.54,5585126521,212,20.9,5585126515,56,Left,5585126517,140,53.0,5585126519,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958671,29,1,1,1,59,bk3zg8yaj5uoqhxzwons3bo8a,1,53.0,89.7,2025-03-16T02:38:29.947Z,2025-03-16T02:38:32Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585126637,212,23.4,5585126629,140,32.6,5585126633,141,76.0,5585126641,213,3.55,5585126627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958717,30,1,1,2,1,bk3zg8yaj5uoqhxzwons3bo8a,1,34.2,76.3,2025-03-16T02:38:32.731Z,2025-03-16T02:38:39Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585126857,213,4.52,5585126849,56,Back,5585126851,140,30.2,5585126853,141,44.3,5585126855,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958727,31,1,1,2,8,bk3zg8yaj5uoqhxzwons3bo8a,1,39.4,37.9,2025-03-16T02:38:39.411Z,2025-03-16T02:38:42Z,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,,,5585126905,140,43.9,5585126903,56,Back,5585126911,213,1.34,5585126907,141,67.3,5585126909,212,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958763,32,1,1,2,11,bk3zg8yaj5uoqhxzwons3bo8a,1,44.7,67.2,2025-03-16T02:38:42.115Z,2025-03-16T02:38:45Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585127085,56,Left,5585127093,213,0.78,5585127091,212,21.7,5585127087,140,59.3,5585127089,141,89.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958797,33,1,1,2,14,bk3zg8yaj5uoqhxzwons3bo8a,1,60.3,84.5,2025-03-16T02:38:45.467Z,2025-03-16T02:38:51Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585127279,141,73.2,5585127275,56,Back,5585127281,212,21.1,5585127283,213,3.51,5585127277,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958805,34,1,1,2,20,bk3zg8yaj5uoqhxzwons3bo8a,1,42.2,66.9,2025-03-16T02:38:50.986Z,2025-03-16T02:38:53Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585127343,140,54.5,5585127345,141,89.0,5585127349,213,0.86,5585127339,56,Left,5585127347,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958839,35,1,1,2,22,bk3zg8yaj5uoqhxzwons3bo8a,1,54.5,89.0,2025-03-16T02:38:53.618Z,2025-03-16T02:38:58Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585127555,56,Left,5585127563,213,0.00,5585127561,212,14.7,5585127557,140,68.5,5585127559,141,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958823,13,83,1,2,25,7c9knuwazz9k9449u5rnuuy5m,0,33.8,3.4,2025-03-16T02:38:56.708Z,2025-03-16T02:39:00Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5585127685,399,3nvijn3ctkplajtt1dd23wycp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958859,36,1,1,2,27,bk3zg8yaj5uoqhxzwons3bo8a,1,60.1,90.2,2025-03-16T02:38:58.354Z,2025-03-16T03:36:20Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5585127647,213,3.59,5585127639,56,Back,5585127645,212,21.1,5585127643,141,76.7,5585127641,140,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958895,37,1,1,2,31,bk3zg8yaj5uoqhxzwons3bo8a,1,42.9,66.7,2025-03-16T02:39:02.098Z,2025-03-16T02:39:07Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585127807,141,76.3,5585127809,212,14.3,5585127803,56,Center,5585127805,140,55.0,5585127811,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958899,38,3,1,2,34,bk3zg8yaj5uoqhxzwons3bo8a,0,65.8,89.4,2025-03-16T02:39:05.138Z,2025-03-16T04:48:05Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5585127827,56,Left,5585131143,233,19,5585127829,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959507,19,7,1,2,34,7c9knuwazz9k9449u5rnuuy5m,1,34.2,10.6,2025-03-16T02:39:05.139Z,2025-03-16T04:48:05Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,,5585131131,233,38,5585130895,285,,5585130893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958929,14,5,1,2,39,7c9knuwazz9k9449u5rnuuy5m,0,36.2,-1.8,2025-03-16T02:39:10.172Z,2025-03-16T05:02:59Z,613kkjtvfyf7mbvrqt9pcizmd,J. Gyau,,,5585127969,56,Back,5585127971,347,,5585182109,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958927,39,5,1,2,39,bk3zg8yaj5uoqhxzwons3bo8a,1,63.8,101.8,2025-03-16T02:39:10.172Z,2025-03-16T05:02:59Z,3nvijn3ctkplajtt1dd23wycp,M. Gaines,,,5585182079,233,14,5585127965,347,,5585127963,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958949,40,1,1,2,41,bk3zg8yaj5uoqhxzwons3bo8a,1,57.9,100.0,2025-03-16T02:39:12.082Z,2025-03-16T02:39:14Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585128055,213,3.68,5585128047,56,Back,5585128051,141,86.2,5585128053,212,20.3,5585128049,140,41.3,5585128043,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788958969,41,1,1,2,43,bk3zg8yaj5uoqhxzwons3bo8a,1,41.6,84.1,2025-03-16T02:39:14.138Z,2025-03-16T02:39:19Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585128179,140,40.2,5585128185,213,4.64,5585128183,212,19.4,5585128177,56,Back,5585128181,141,55.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959023,42,1,1,2,48,bk3zg8yaj5uoqhxzwons3bo8a,1,41.0,48.4,2025-03-16T02:39:18.994Z,2025-03-16T02:39:25Z,c5xcmwzyq3g1tvtyj8i5ud65m,A. Herbert,,,5585128439,141,87.5,5585128437,140,60.3,5585128445,1,,5585128435,56,Left,5585128441,212,33.4,5585128443,213,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959041,43,1,1,2,54,bk3zg8yaj5uoqhxzwons3bo8a,1,66.1,79.0,2025-03-16T02:39:25.650Z,2025-03-16T02:39:28Z,9za3fwnri7qk1dutb4iwmh6g9,C. Gloster,,,5585128539,56,Center,5585128547,213,3.75,5585128541,140,54.0,5585128543,141,66.0,5585128545,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959053,44,1,1,2,57,bk3zg8yaj5uoqhxzwons3bo8a,1,52.8,63.9,2025-03-16T02:39:28.706Z,2025-03-16T02:39:31Z,9imj5ig0i01uljnd3gd2cz1m,T. Maples,,,5585128637,141,53.0,5585128639,212,16.9,5585128635,140,67.3,5585128641,213,5.83,5585128633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2788959057,45,1,1,3,0,bk3zg8yaj5uoqhxzwons3bo8a,0,69.4,56.9,2025-03-16T02:39:31.578Z,2025-03-16T02:39:32Z,ew8oodr9hiuqve7xlz24xznfu,M. Vargas,,,5585128659,56,Center,5585128667,213,3.17,5585128665,212,4.3,5585128661,140,65.3,5585128663,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
