id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,qualifier/15/value,qualifier/16/value
2809991663,3,12,1,0,10,aj8ytsr2ap33tod0hd8ofzaw9,1,21.8,76.4,2025-05-04T02:08:28.401Z,2025-05-04T04:23:36Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5700881139,141,91.5,5700881143,213,0.22,5700881137,140,65.1,5700881135,56,Left,5700881141,212,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991669,5,12,1,0,15,cf5r1qpotp6n5i3vdchsp2en1,1,32.3,7.4,2025-05-04T02:08:32.694Z,2025-05-04T03:10:02Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5700881163,212,9.8,5700881157,56,Back,5700881161,141,0.0,5700881263,167,,5700881165,213,5.69,5700881159,140,40.0,5700881199,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991767,4,5,1,0,16,aj8ytsr2ap33tod0hd8ofzaw9,1,57.2,101.2,2025-05-04T02:08:34.544Z,2025-05-04T03:03:55Z,8td51fzpdl6c1yrz6r0igle22,D. Pierre,,,5700881657,56,Left,5700897221,347,,5700897257,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991681,6,5,1,0,16,cf5r1qpotp6n5i3vdchsp2en1,0,42.8,-1.2,2025-05-04T02:08:34.544Z,2025-05-04T03:03:56Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5700881231,347,,5700897283,233,4,5700881229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991791,5,1,1,0,26,aj8ytsr2ap33tod0hd8ofzaw9,1,56.5,100.0,2025-05-04T02:08:44.615Z,2025-05-04T02:08:47Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5700881791,140,62.3,5700881789,56,Left,5700881793,141,96.0,5700881797,213,5.69,5700881795,212,7.3,5700881787,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991799,6,50,1,0,29,aj8ytsr2ap33tod0hd8ofzaw9,1,67.2,96.6,2025-05-04T02:08:47.383Z,2025-05-04T02:08:56Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700882143,233,7,5700881815,56,Left,5700881819,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991845,7,7,1,0,29,cf5r1qpotp6n5i3vdchsp2en1,0,32.8,3.4,2025-05-04T02:08:47.384Z,2025-05-04T02:08:56Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700882097,56,Back,5700882099,285,,5700882121,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991825,7,61,1,0,32,aj8ytsr2ap33tod0hd8ofzaw9,1,62.3,96.0,2025-05-04T02:08:50.112Z,2025-05-04T02:08:50Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700881959,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991849,8,5,1,0,33,aj8ytsr2ap33tod0hd8ofzaw9,0,71.2,101.3,2025-05-04T02:08:51.520Z,2025-05-04T03:03:56Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700882109,56,Left,5700882433,233,8,5700882111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991903,8,5,1,0,33,cf5r1qpotp6n5i3vdchsp2en1,1,28.8,-1.3,2025-05-04T02:08:51.520Z,2025-05-04T03:03:56Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700882421,233,8,5700882411,56,Back,5700882415,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991915,9,1,1,0,40,cf5r1qpotp6n5i3vdchsp2en1,0,24.3,0.0,2025-05-04T02:08:58.175Z,2025-05-04T02:09:00Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700882467,56,Back,5700882477,1,,5700882475,213,0.48,5700882465,107,,5700882471,141,12.9,5700882469,140,42.8,5700882473,212,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991931,9,1,1,0,42,aj8ytsr2ap33tod0hd8ofzaw9,0,48.7,90.9,2025-05-04T02:09:00.216Z,2025-05-04T04:23:35Z,2giowiodzndu5m2gwn79iiui1,L. Batista,,,5700882579,212,18.4,5700882571,3,,5700882573,56,Left,5700882575,140,64.4,5700882577,141,79.0,5700882581,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991937,10,44,1,0,45,cf5r1qpotp6n5i3vdchsp2en1,1,33.6,21.9,2025-05-04T02:09:02.647Z,2025-05-04T03:04:23Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700882617,233,10,5700882601,56,Back,5700882603,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991933,10,44,1,0,45,aj8ytsr2ap33tod0hd8ofzaw9,0,66.4,78.1,2025-05-04T02:09:02.648Z,2025-05-04T03:04:23Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700882587,286,,5700882585,56,Center,5700882627,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991949,11,1,1,0,45,cf5r1qpotp6n5i3vdchsp2en1,1,30.4,23.4,2025-05-04T02:09:03.519Z,2025-05-04T02:09:05Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700882669,56,Back,5700882671,140,38.9,5700882673,141,19.5,5700882667,3,,5700882677,213,5.99,5700882675,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991967,12,1,1,0,46,cf5r1qpotp6n5i3vdchsp2en1,1,38.9,19.5,2025-05-04T02:09:04.383Z,2025-05-04T02:09:08Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700882805,140,28.0,5700882807,141,27.0,5700882811,213,2.72,5700882809,212,12.5,5700882803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809991981,14,1,1,0,50,cf5r1qpotp6n5i3vdchsp2en1,1,35.1,25.5,2025-05-04T02:09:08.031Z,2025-05-04T02:09:10Z,8sydisziijh84elb8dprtlduy,N. Benalcázar,,,5700882921,140,36.1,5700882929,213,1.54,5700882931,1,,5700882927,212,37.1,5700882925,141,80.0,5700882917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992009,15,1,1,0,52,cf5r1qpotp6n5i3vdchsp2en1,1,36.1,80.0,2025-05-04T02:09:10.303Z,2025-05-04T02:09:15Z,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,,,5700883113,56,Center,5700883121,213,5.57,5700883119,212,28.9,5700883115,140,56.8,5700883117,141,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992049,16,1,1,0,58,cf5r1qpotp6n5i3vdchsp2en1,1,54.7,46.6,2025-05-04T02:09:15.767Z,2025-05-04T02:09:20Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5700883379,141,42.5,5700883377,140,51.0,5700883383,213,3.76,5700883375,56,Center,5700883381,212,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992087,17,1,1,1,2,cf5r1qpotp6n5i3vdchsp2en1,1,60.4,28.6,2025-05-04T02:09:20.167Z,2025-05-04T02:09:24Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5700883561,212,17.0,5700883563,213,5.17,5700883559,141,6.2,5700883553,56,Right,5700883557,140,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992075,11,83,1,1,5,aj8ytsr2ap33tod0hd8ofzaw9,0,39.6,75.6,2025-05-04T02:09:23.144Z,2025-05-04T02:09:27Z,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,,,5700883715,399,6o5jqx64vum71hh2olnrb4178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992111,18,1,1,1,6,cf5r1qpotp6n5i3vdchsp2en1,1,63.7,14.3,2025-05-04T02:09:24.119Z,2025-05-04T02:09:26Z,6o5jqx64vum71hh2olnrb4178,K. Santos,,,5700883685,140,38.5,5700883687,141,19.4,5700883689,212,26.7,5700883683,56,Back,5700883691,213,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992115,19,1,1,1,8,cf5r1qpotp6n5i3vdchsp2en1,1,36.8,20.1,2025-05-04T02:09:26.240Z,2025-05-04T02:09:31Z,ds74l5fmanizrflvvfkl42pcl,T. Brewitt,,,5700883705,212,29.8,5700883707,213,2.36,5700883703,141,51.0,5700883701,140,16.7,5700883699,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992165,20,1,1,1,13,cf5r1qpotp6n5i3vdchsp2en1,1,16.7,51.0,2025-05-04T02:09:31.120Z,2025-05-04T02:09:33Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5700884023,141,37.7,5700884019,56,Back,5700884021,140,34.7,5700884025,212,21.0,5700884027,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992191,21,1,1,1,17,cf5r1qpotp6n5i3vdchsp2en1,1,27.2,40.0,2025-05-04T02:09:34.919Z,2025-05-04T02:09:36Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700884145,212,14.4,5700884147,213,0.58,5700884143,141,51.6,5700884141,140,38.7,5700884139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992227,22,1,1,1,18,cf5r1qpotp6n5i3vdchsp2en1,0,40.4,46.4,2025-05-04T02:09:36.472Z,2025-05-04T02:09:40Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5700884381,1,,5700884377,212,41.8,5700884375,141,42.8,5700884369,155,,5700884379,213,6.22,5700884371,56,Center,5700884373,140,80.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992241,12,59,1,1,23,aj8ytsr2ap33tod0hd8ofzaw9,1,21.4,63.7,2025-05-04T02:09:41.609Z,2025-05-04T02:09:42Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5700884465,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992247,13,12,1,1,24,aj8ytsr2ap33tod0hd8ofzaw9,1,16.8,67.1,2025-05-04T02:09:42.416Z,2025-05-04T03:07:17Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5700884487,140,22.8,5700884485,56,Back,5700884491,212,7.1,5700884489,141,62.4,5700884493,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992259,14,12,1,1,24,aj8ytsr2ap33tod0hd8ofzaw9,1,21.4,63.7,2025-05-04T02:09:42.545Z,2025-05-04T02:09:44Z,6j9gbfyvpr5lqp6aak54597ca,J. Peñaranda,,,5700884573,56,Back,5700884579,212,25.7,5700884581,213,5.68,5700884575,140,41.5,5700884577,141,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992269,15,1,1,1,26,aj8ytsr2ap33tod0hd8ofzaw9,1,41.5,42.2,2025-05-04T02:09:43.832Z,2025-05-04T02:09:45Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700884625,213,4.01,5700884637,156,,5700884617,56,Back,5700884621,141,26.5,5700884619,140,32.9,5700884623,212,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992287,17,1,1,1,28,aj8ytsr2ap33tod0hd8ofzaw9,1,32.9,26.5,2025-05-04T02:09:46.585Z,2025-05-04T02:09:47Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700884689,155,,5700884693,140,57.5,5700884699,213,0.51,5700884691,56,Center,5700884695,141,47.6,5700884697,212,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992295,18,1,1,1,29,aj8ytsr2ap33tod0hd8ofzaw9,0,57.5,47.6,2025-05-04T02:09:47.464Z,2025-05-04T02:10:22Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700884747,213,3.65,5700884745,212,2.5,5700884739,140,55.4,5700884743,141,45.8,5700884767,156,,5700884735,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992325,23,4,1,1,32,cf5r1qpotp6n5i3vdchsp2en1,1,44.2,57.3,2025-05-04T02:09:50.471Z,2025-05-04T03:03:48Z,3sp46qr51lu5o2213enn5xtjp,K. Scott,,,5700884943,56,Back,5701005681,286,,5701005703,233,19,5700884941,13,,5700884947,265,,5700884945,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992329,19,4,1,1,32,aj8ytsr2ap33tod0hd8ofzaw9,0,55.8,42.7,2025-05-04T02:09:50.472Z,2025-05-04T03:03:48Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700884921,285,,5700884913,56,Center,5700884919,265,,5701005717,233,23,5700884917,152,,5700884909,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992353,20,17,1,1,36,aj8ytsr2ap33tod0hd8ofzaw9,1,0.0,0.0,2025-05-04T02:09:53.880Z,2025-05-04T02:10:02Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700885067,13,243,5700885065,392,,5700885063,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992545,24,1,1,2,3,cf5r1qpotp6n5i3vdchsp2en1,0,46.0,60.6,2025-05-04T02:10:21.232Z,2025-05-04T03:03:45Z,a2crcglwdookm6m397dxw2qdw,V. Latinovich,,,5700886089,155,,5700886093,140,82.6,5701005747,5,,5700886099,213,5.64,5700886091,56,Right,5701005749,152,,5700886097,212,48.0,5700886095,141,18.3,5700886101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992565,21,44,1,2,8,aj8ytsr2ap33tod0hd8ofzaw9,1,15.8,83.8,2025-05-04T02:10:25.759Z,2025-05-04T03:04:23Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700887445,233,25,5700886191,285,,5700886189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992551,25,44,1,2,8,cf5r1qpotp6n5i3vdchsp2en1,0,84.2,16.2,2025-05-04T02:10:25.760Z,2025-05-04T03:04:24Z,5nv5d35t6x08kuujy5qptrlec,B. Jamison,,,5700886115,56,Right,5700886117,286,,5700887483,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992591,23,1,1,2,12,aj8ytsr2ap33tod0hd8ofzaw9,1,12.3,88.6,2025-05-04T02:10:29.993Z,2025-05-04T02:10:31Z,dgpphcc9ql3pv3b4chhchml90,O. Damm,,,5700886357,157,,5700886359,56,Back,5700886371,1,,5700886361,140,30.0,5700886363,141,83.5,5700886367,213,6.10,5700886365,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992597,24,44,1,2,14,aj8ytsr2ap33tod0hd8ofzaw9,1,31.2,82.0,2025-05-04T02:10:31.729Z,2025-05-04T03:04:24Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700886393,56,Back,5700886395,285,,5700886433,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992601,26,44,1,2,14,cf5r1qpotp6n5i3vdchsp2en1,0,68.8,18.0,2025-05-04T02:10:31.730Z,2025-05-04T03:04:25Z,f1j8v0figkewc23fmaexubo4p,K. Partida,,,5700886417,56,Right,5700886459,233,24,5700886419,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992637,25,1,1,2,14,aj8ytsr2ap33tod0hd8ofzaw9,1,30.0,83.5,2025-05-04T02:10:32.097Z,2025-05-04T02:10:36Z,1d20nyyvmp0doobj6heejkowk,T. Calheira,,,5700886601,141,70.3,5700886599,140,30.4,5700886603,212,9.0,5700886595,3,,5700886597,56,Back,5700886605,213,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992647,26,1,1,2,18,aj8ytsr2ap33tod0hd8ofzaw9,1,41.3,60.5,2025-05-04T02:10:36.267Z,2025-05-04T02:10:38Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700886663,56,Back,5700886669,212,3.7,5700886671,213,4.85,5700886667,141,55.1,5700886665,140,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992653,27,1,1,2,20,aj8ytsr2ap33tod0hd8ofzaw9,0,37.6,35.2,2025-05-04T02:10:37.889Z,2025-05-04T02:10:56Z,8svvdqi69pc6it7mnin50q68k,S. Lukić,,,5700886807,233,27,5700886805,236,,5700886703,141,33.6,5700886701,140,38.2,5700886813,286,,5700886699,56,Back,5700886705,212,1.3,5700886707,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992673,27,74,1,2,20,cf5r1qpotp6n5i3vdchsp2en1,1,60.4,62.0,2025-05-04T02:10:37.890Z,2025-05-04T03:04:18Z,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,,,5700886841,233,27,5700886801,56,Center,5700886803,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992721,28,1,1,2,24,aj8ytsr2ap33tod0hd8ofzaw9,1,62.8,32.7,2025-05-04T02:10:42.169Z,2025-05-04T02:10:45Z,1e1wh213cg8q6lsqa3kvbjdka,G. Colli,,,5700887099,141,12.3,5700887101,212,25.4,5700887103,213,5.71,5700887095,56,Right,5700887097,140,83.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992753,29,1,1,2,27,aj8ytsr2ap33tod0hd8ofzaw9,0,83.1,12.3,2025-05-04T02:10:45.153Z,2025-05-04T02:10:48Z,2imizu6je16b3ssheijycxjh1,H. St Clair,,,5700887315,1,,5700887309,141,68.8,5700887301,2,,5700887303,155,,5700887311,212,40.7,5700887307,140,95.9,5700887305,56,Center,5700887313,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809992931,29,1,1,2,52,cf5r1qpotp6n5i3vdchsp2en1,1,12.2,45.5,2025-05-04T02:11:09.873Z,2025-05-04T02:11:11Z,9zolq6c0x4ubmtfusbz2c3xwq,C. Shutler,,,5700888359,141,71.4,5700888357,140,10.4,5700888355,56,Back,5700888363,213,1.68,5700888361,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
