id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/11/value,qualifier/16/value,qualifier/18/value
2822641697,7,1,1,0,24,5x54jbfk11lrsmipgsx7cdbai,1,22.2,15.5,2025-06-14T22:06:58.731Z,2025-06-14T22:07:04Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771124327,212,36.7,5771124321,56,Back,5771124329,213,1.44,5771124323,140,26.9,5771124331,1,,5771124325,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641707,8,1,1,0,30,5x54jbfk11lrsmipgsx7cdbai,1,30.6,75.4,2025-06-14T22:07:04.011Z,2025-06-14T22:07:06Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771124387,213,5.72,5771124383,141,68.7,5771124379,56,Back,5771124385,212,8.5,5771124381,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641717,9,1,1,0,32,5x54jbfk11lrsmipgsx7cdbai,1,37.2,68.4,2025-06-14T22:07:06.203Z,2025-06-14T22:07:09Z,e2olfsduxvaqsx6rdbaasa356,M. Nyeman,,,5771124423,140,13.5,5771124427,212,25.7,5771124421,56,Back,5771124425,141,58.7,5771124429,213,3.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641721,10,1,1,0,35,5x54jbfk11lrsmipgsx7cdbai,1,14.1,55.2,2025-06-14T22:07:09.492Z,2025-06-14T22:07:11Z,7lmf6beyvhncglhw9avm40qju,H. Fauroux,,,5771124465,212,15.0,5771124463,141,36.1,5771124461,140,21.2,5771124459,56,Back,5771124467,213,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641733,11,1,1,0,37,5x54jbfk11lrsmipgsx7cdbai,1,21.9,33.9,2025-06-14T22:07:11.611Z,2025-06-14T22:07:15Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771124529,212,14.0,5771124527,141,15.9,5771124525,140,28.3,5771124523,56,Back,5771124531,213,5.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641749,12,1,1,0,41,5x54jbfk11lrsmipgsx7cdbai,1,30.2,14.0,2025-06-14T22:07:15.595Z,2025-06-14T22:07:18Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771124623,140,25.0,5771124627,212,8.9,5771124621,56,Back,5771124625,141,24.4,5771124629,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641761,13,1,1,0,44,5x54jbfk11lrsmipgsx7cdbai,1,25.1,31.5,2025-06-14T22:07:18.562Z,2025-06-14T22:07:23Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771124725,141,79.1,5771124723,140,39.9,5771124731,1,,5771124721,56,Back,5771124729,213,1.12,5771124727,212,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641771,14,1,1,0,49,5x54jbfk11lrsmipgsx7cdbai,1,53.8,83.3,2025-06-14T22:07:23.068Z,2025-06-14T22:07:24Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771124763,140,62.8,5771124765,141,94.5,5771124767,212,12.1,5771124769,213,0.68,5771124761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641785,15,1,1,0,50,5x54jbfk11lrsmipgsx7cdbai,1,62.8,94.5,2025-06-14T22:07:24.570Z,2025-06-14T22:07:28Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771124887,213,3.55,5771124883,141,76.1,5771124879,56,Back,5771124885,212,31.2,5771124881,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641807,16,1,1,0,54,5x54jbfk11lrsmipgsx7cdbai,1,36.2,72.0,2025-06-14T22:07:28.298Z,2025-06-14T22:07:33Z,dek9c2ef9ahynvfrk60d9tm5m,Y. Leerman,,,5771124993,212,28.0,5771124989,140,38.6,5771124995,213,4.80,5771124987,56,Back,5771124991,141,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641809,17,1,1,0,59,5x54jbfk11lrsmipgsx7cdbai,1,47.8,12.8,2025-06-14T22:07:33.514Z,2025-06-14T22:07:34Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771125003,141,3.2,5771124999,56,Right,5771125007,213,5.91,5771125005,212,17.9,5771125001,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641821,18,1,1,1,0,5x54jbfk11lrsmipgsx7cdbai,0,63.7,3.2,2025-06-14T22:07:34.562Z,2025-06-14T22:07:37Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771125061,212,26.0,5771125055,56,Right,5771125059,141,3.4,5771125063,213,0.01,5771125057,140,88.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641833,6,1,1,1,4,b1rpb2ox52uxcmjrsnqd95pk5,0,11.5,91.6,2025-06-14T22:07:38.132Z,2025-06-15T07:58:43Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771125103,140,5.6,5771125107,212,6.6,5771125105,141,88.1,5771125101,56,Back,5771125109,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641839,19,8,1,1,7,5x54jbfk11lrsmipgsx7cdbai,1,93.9,5.9,2025-06-14T22:07:41.223Z,2025-06-15T07:58:47Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5772002253,383,,5771125143,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642143,31,1,1,1,7,5x54jbfk11lrsmipgsx7cdbai,1,95.6,2.1,2025-06-14T22:07:41.522Z,2025-06-14T22:09:27Z,ekzwxb68vg0w7o14zcq8n4vs9,Z. Ryan,,,5771127309,56,Right,5771127311,140,87.3,5771127317,213,3.02,5771127315,212,8.8,5771127313,141,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641863,21,1,1,1,9,5x54jbfk11lrsmipgsx7cdbai,1,94.0,5.6,2025-06-14T22:07:43.882Z,2025-06-14T22:10:14Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5771125279,212,8.1,5771125281,213,3.40,5771125275,140,86.5,5771125277,141,2.6,5771125273,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641865,22,1,1,1,10,5x54jbfk11lrsmipgsx7cdbai,0,86.5,2.6,2025-06-14T22:07:44.845Z,2025-06-14T22:10:16Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771128639,155,,5771125287,140,100.0,5771125291,212,16.3,5771125285,56,Right,5771125293,213,0.32,5771125289,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641981,7,5,1,1,11,b1rpb2ox52uxcmjrsnqd95pk5,1,-1.2,87.3,2025-06-14T22:07:45.858Z,2025-06-14T23:02:33Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771125925,233,23,5771125921,56,Back,5771125923,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641877,23,5,1,1,11,5x54jbfk11lrsmipgsx7cdbai,0,101.2,12.7,2025-06-14T22:07:45.858Z,2025-06-14T23:02:33Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771125929,233,7,5771125351,346,,5771125349,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641989,8,1,1,1,41,b1rpb2ox52uxcmjrsnqd95pk5,0,4.7,55.2,2025-06-14T22:08:15.549Z,2025-06-14T22:08:18Z,8q0b0qnmebzt9v4he9o3k7rbo,C. Saldaña,,,5771125967,141,82.6,5771125961,124,,5771125973,1,,5771125969,212,49.3,5771125963,56,Back,5771125971,213,0.39,5771125965,140,48.2,5771125977,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641991,24,44,1,1,43,5x54jbfk11lrsmipgsx7cdbai,1,52.6,17.2,2025-06-14T22:08:17.650Z,2025-06-14T23:02:25Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771125979,56,Right,5771125981,286,,5771126005,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822641993,9,44,1,1,43,b1rpb2ox52uxcmjrsnqd95pk5,0,47.4,82.8,2025-06-14T22:08:17.651Z,2025-06-14T23:02:25Z,70axpxvnx40ax7oxri5pmz9qs,C. Rutz,,,5771126013,233,24,5771125983,56,Back,5771125985,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642003,25,1,1,1,44,5x54jbfk11lrsmipgsx7cdbai,1,54.0,17.0,2025-06-14T22:08:17.970Z,2025-06-14T22:08:20Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771126045,140,58.3,5771126043,56,Right,5771126041,3,,5771126049,212,4.7,5771126051,213,5.98,5771126047,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642009,26,1,1,1,45,5x54jbfk11lrsmipgsx7cdbai,1,58.3,14.9,2025-06-14T22:08:19.756Z,2025-06-14T22:08:21Z,21vmi7qtrujzez3ziux0wa4et,F. Valot,,,5771126075,212,4.8,5771126071,140,54.4,5771126077,213,2.60,5771126069,56,Right,5771126073,141,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822799493,813,61,1,1,46,5x54jbfk11lrsmipgsx7cdbai,0,56.2,13.3,2025-06-14T22:08:20.819Z,2025-06-15T07:59:17Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5772002463,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642029,10,4,1,1,47,b1rpb2ox52uxcmjrsnqd95pk5,1,44.4,80.2,2025-06-14T22:08:21.172Z,2025-06-15T07:59:24Z,,,,,5771126169,10,,5771126173,152,,5771126175,286,,5771126221,233,28,5771126171,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642035,28,4,1,1,47,5x54jbfk11lrsmipgsx7cdbai,0,55.6,19.8,2025-06-14T22:08:21.173Z,2025-06-15T07:59:22Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771126217,152,,5771126213,10,,5771126229,233,10,5771126219,285,,5771126215,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642011,27,43,1,1,47,5x54jbfk11lrsmipgsx7cdbai,1,0.0,0.0,2025-06-14T22:08:21.427Z,2025-06-14T22:08:31Z,59kky4fyi0w9bdz4ow3gs95yi,K. Tingey,,,5771126243,144,61,5771126081,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642061,11,1,1,1,58,b1rpb2ox52uxcmjrsnqd95pk5,1,50.7,91.4,2025-06-14T22:08:31.893Z,2025-06-14T22:08:34Z,62d3tsany7t5t2bwm4cx9pbai,A. Villanueva,,,5771126385,213,3.46,5771126375,152,,5771126381,141,84.4,5771126379,140,36.8,5771126373,5,,5771126383,212,15.4,5771126377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642071,12,1,1,2,0,b1rpb2ox52uxcmjrsnqd95pk5,1,36.7,84.5,2025-06-14T22:08:34.060Z,2025-06-14T22:08:36Z,7lnb14nmxv9gggyedv3tydvdg,D. Amoo-Mensah,,,5771126437,140,31.7,5771126441,212,20.6,5771126439,141,55.2,5771126443,213,4.45,5771126435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642087,13,1,1,2,2,b1rpb2ox52uxcmjrsnqd95pk5,1,31.4,53.0,2025-06-14T22:08:36.805Z,2025-06-14T22:08:40Z,b3ktzeb8cz6vl5snbrtnpzw4q,S. Wiedt,,,5771126525,56,Back,5771126531,212,17.0,5771126533,213,4.91,5771126529,141,28.5,5771126527,140,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642099,14,1,1,2,6,b1rpb2ox52uxcmjrsnqd95pk5,1,34.9,24.9,2025-06-14T22:08:40.628Z,2025-06-14T22:08:44Z,9jc85hbpruze4v8u1pjzsjt62,M. Bryant,,,5771126591,212,16.8,5771126585,56,Back,5771126587,140,47.9,5771126589,141,10.6,5771126593,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642113,15,1,1,2,10,b1rpb2ox52uxcmjrsnqd95pk5,1,48.7,14.9,2025-06-14T22:08:44.620Z,2025-06-14T22:08:49Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771126659,140,43.3,5771126661,141,18.0,5771126657,56,Back,5771126665,213,2.79,5771126663,212,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642129,16,1,1,2,15,b1rpb2ox52uxcmjrsnqd95pk5,1,42.3,9.2,2025-06-14T22:08:48.956Z,2025-06-14T22:08:56Z,1nw1tmtpagpr647obkvygwgr9,Ryan Williams,,,5771126715,141,10.0,5771126721,1,,5771126713,140,87.1,5771126709,155,,5771126719,213,0.01,5771126711,56,Right,5771126717,212,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642131,17,50,1,2,21,b1rpb2ox52uxcmjrsnqd95pk5,1,89.8,9.6,2025-06-14T22:08:55.296Z,2025-06-15T08:42:53Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771126725,56,Right,5772035595,233,29,5771126727,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642133,29,7,1,2,21,5x54jbfk11lrsmipgsx7cdbai,1,10.2,90.4,2025-06-14T22:08:55.297Z,2025-06-15T08:42:53Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5772002999,178,,5771126729,167,,5771126733,285,,5772002997,385,,5772035591,233,17,5771126731,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642145,18,5,1,2,22,b1rpb2ox52uxcmjrsnqd95pk5,1,91.2,-1.4,2025-06-14T22:08:56.602Z,2025-06-14T23:02:33Z,9irc1xmfpa2395qef78rfyjje,J. Cedeño,,,5771126785,347,,5771126787,233,30,5771126783,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642135,30,5,1,2,22,5x54jbfk11lrsmipgsx7cdbai,0,8.8,101.4,2025-06-14T22:08:56.602Z,2025-06-14T23:02:34Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771126739,347,,5771126811,233,18,5771126737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642157,19,1,1,2,27,b1rpb2ox52uxcmjrsnqd95pk5,1,88.1,0.0,2025-06-14T22:09:01.700Z,2025-06-14T22:09:05Z,597hrrj3moomrcd2d95yk12w9,M. Sheldon,,,5771126857,107,,5771126867,213,2.15,5771126861,140,83.2,5771126859,56,Right,5771126863,141,9.7,5771126865,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642161,20,61,1,2,31,b1rpb2ox52uxcmjrsnqd95pk5,0,78.1,8.8,2025-06-14T22:09:05.244Z,2025-06-14T22:09:05Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5771126877,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642165,21,5,1,2,32,b1rpb2ox52uxcmjrsnqd95pk5,0,78.9,-1.8,2025-06-14T22:09:06.309Z,2025-06-14T23:02:34Z,3ldhrzekr0tztaxr3sc8mmg2x,B. Morris,,,5771127187,233,32,5771126893,347,,5771126891,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642223,32,5,1,2,32,5x54jbfk11lrsmipgsx7cdbai,1,21.1,101.8,2025-06-14T22:09:06.309Z,2025-06-14T23:02:34Z,906pdcavtipx0q93b1ed1lrai,C. Turner,,,5771127183,233,21,5771127159,347,,5771127157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642235,33,1,1,2,46,5x54jbfk11lrsmipgsx7cdbai,1,22.5,100.0,2025-06-14T22:09:20.547Z,2025-06-14T22:09:22Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771127205,107,,5771127215,213,5.58,5771127213,212,14.9,5771127211,141,87.7,5771127209,140,33.3,5771127207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642241,34,1,1,2,48,5x54jbfk11lrsmipgsx7cdbai,1,32.5,88.0,2025-06-14T22:09:22.266Z,2025-06-14T22:09:23Z,db1h2huu8z1quj816wol1wgkp,T. McCabe,,,5771127251,141,93.2,5771127249,140,24.5,5771127255,213,2.74,5771127247,56,Back,5771127253,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822642243,35,1,1,2,49,5x54jbfk11lrsmipgsx7cdbai,0,24.5,93.2,2025-06-14T22:09:23.812Z,2025-06-14T22:09:24Z,7ehcrcdv82ib5fkpo3498gpgp,K. Awuah,,,5771127267,140,36.7,5771127263,155,,5771127271,212,13.7,5771127269,141,86.2,5771127265,56,Back,5771127273,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
