id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2816139757,6,44,1,0,15,daicfonrbj124lu2la2rctxck,0,67.4,26.3,2025-05-17T23:37:00.468Z,2025-05-18T00:43:01Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5734851643,233,5,5734851521,286,,5734851519,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139793,6,1,1,0,16,5qfq6cwtrgzd2szijivns7rjl,1,36.9,64.8,2025-05-17T23:37:01.329Z,2025-05-18T01:57:53Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5734851721,141,62.3,5734851725,213,5.17,5734851719,140,37.7,5734851715,3,,5734851723,212,1.9,5734851717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139799,7,1,1,0,19,5qfq6cwtrgzd2szijivns7rjl,0,37.1,66.7,2025-05-17T23:37:05.031Z,2025-05-17T23:37:05Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5734851747,56,Back,5734851751,141,62.3,5734851757,213,5.35,5734851749,140,39.2,5734851745,3,,5734851755,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139811,7,1,1,0,20,daicfonrbj124lu2la2rctxck,0,68.4,20.0,2025-05-17T23:37:06.093Z,2025-05-17T23:37:06Z,8pqvmz8g1yhe7hqqc1d68c4mi,C. Holstad,,,5734851801,56,Right,5734851807,212,9.0,5734851803,140,74.3,5734851809,213,5.47,5734851805,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139817,8,61,1,0,22,5qfq6cwtrgzd2szijivns7rjl,1,36.9,60.0,2025-05-17T23:37:08.063Z,2025-05-17T23:37:08Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5734851823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139861,10,1,1,0,24,5qfq6cwtrgzd2szijivns7rjl,1,33.3,62.6,2025-05-17T23:37:10.007Z,2025-05-17T23:37:11Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5734851989,56,Back,5734851993,141,59.9,5734851991,140,14.1,5734851997,213,3.23,5734851995,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139883,11,1,1,0,26,5qfq6cwtrgzd2szijivns7rjl,1,12.8,60.0,2025-05-17T23:37:11.511Z,2025-05-17T23:37:13Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5734852089,141,68.5,5734852091,212,28.9,5734852085,56,Back,5734852083,157,,5734852087,140,39.8,5734852093,213,0.20,5734852095,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139899,12,1,1,0,28,5qfq6cwtrgzd2szijivns7rjl,1,44.5,68.1,2025-05-17T23:37:13.263Z,2025-05-17T23:37:15Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5734852155,213,3.48,5734852143,3,,5734852151,212,6.0,5734852145,56,Back,5734852149,141,65.2,5734852147,140,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139895,8,45,1,0,29,daicfonrbj124lu2la2rctxck,0,62.2,30.2,2025-05-17T23:37:14.685Z,2025-05-18T00:42:59Z,f472o0229a6xev8qudf1tyf6y,F. Nodarse,,,5734852373,233,13,5734852121,56,Center,5734852377,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139937,13,3,1,0,29,5qfq6cwtrgzd2szijivns7rjl,1,37.8,69.8,2025-05-17T23:37:14.685Z,2025-05-18T00:42:58Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5734852301,56,Back,5734852331,233,8,5734852303,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139939,9,45,1,0,32,daicfonrbj124lu2la2rctxck,0,52.8,44.6,2025-05-17T23:37:17.719Z,2025-05-18T00:43:00Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5734852317,285,,5734852315,56,Center,5734852517,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816139967,14,3,1,0,32,5qfq6cwtrgzd2szijivns7rjl,1,47.2,55.4,2025-05-17T23:37:17.719Z,2025-05-18T00:42:59Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5734852487,233,9,5734852463,286,,5734852461,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140001,15,1,1,0,35,5qfq6cwtrgzd2szijivns7rjl,1,50.2,60.0,2025-05-17T23:37:20.439Z,2025-05-17T23:37:24Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5734852623,213,0.27,5734852617,140,78.1,5734852615,56,Center,5734852619,141,71.8,5734852621,212,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140027,16,1,1,0,38,5qfq6cwtrgzd2szijivns7rjl,1,72.1,69.4,2025-05-17T23:37:23.991Z,2025-05-17T23:38:03Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,1.0,,5734852797,140,73.0,5734852795,56,Center,5734852799,141,59.3,5734852801,212,6.9,5734852803,213,4.85,5734854625,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140031,17,15,1,0,41,5qfq6cwtrgzd2szijivns7rjl,1,73.4,59.3,2025-05-17T23:37:26.655Z,2025-05-18T02:17:30Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5734854633,29,,5734854667,233,10,5734854639,102,50.3,5734854635,55,16,5734854645,146,99.1,5734854457,20,,5734852813,18,,5734854647,147,49.5,5734854641,103,20.9,5735337209,79,5734854643,215,5734852815,56,Center,5734852811,22,,,,,,,,,,,,,,,
2816140063,10,10,1,0,41,daicfonrbj124lu2la2rctxck,1,3.4,49.1,2025-05-17T23:37:26.755Z,2025-05-17T23:38:04Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5734852993,173,,5734854703,233,17,5734852997,182,,5734852999,56,Back,5734852995,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140093,11,12,1,0,45,daicfonrbj124lu2la2rctxck,1,6.7,58.2,2025-05-17T23:37:30.221Z,2025-05-17T23:42:05Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5734853117,212,29.1,5734853111,56,Back,5734853115,141,100.0,5734853119,213,1.57,5734853145,167,,5734853113,140,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140099,12,5,1,0,46,daicfonrbj124lu2la2rctxck,0,6.8,101.0,2025-05-17T23:37:31.215Z,2025-05-18T01:49:45Z,3tb7ycl6z32sevjo8rxa590,A. Mabika,,,5734853141,56,Back,5734853303,233,18,5734853143,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140121,18,5,1,0,46,5qfq6cwtrgzd2szijivns7rjl,1,93.2,-1.0,2025-05-17T23:37:31.215Z,2025-05-17T23:42:11Z,7ao58e6608lb8eu3dmk17jisp,O. Bassett,,,5734853273,56,Right,5734853275,347,,5734853289,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140129,19,1,1,0,52,5qfq6cwtrgzd2szijivns7rjl,1,93.1,0.0,2025-05-17T23:37:37.274Z,2025-05-18T00:41:47Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5734853323,56,Right,5734853327,141,5.9,5734853321,107,,5734853325,140,82.9,5734853329,212,11.7,5734853331,213,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140241,20,1,1,1,2,5qfq6cwtrgzd2szijivns7rjl,1,58.9,22.7,2025-05-17T23:37:47.830Z,2025-05-17T23:38:25Z,2wufroeor0e7k6hvatj1ltwfe,L. Wyke,,,5734853861,140,42.6,5734853859,56,Back,5734853867,213,2.04,5734853869,1,,5734853865,212,37.9,5734855835,189,,5734853863,141,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816178449,364,1,1,1,3,5qfq6cwtrgzd2szijivns7rjl,1,37.6,27.9,2025-05-17T23:37:48.159Z,2025-05-18T00:41:45Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5735060483,189,,5735060507,213,1.68,5735060501,212,27.5,5735060491,140,34.8,5735060495,141,68.1,5735060487,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140257,21,1,1,1,3,5qfq6cwtrgzd2szijivns7rjl,1,42.6,72.4,2025-05-17T23:37:48.950Z,2025-05-17T23:41:22Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5734866771,189,,5734853939,56,Center,5734853943,141,36.1,5734853945,212,27.9,5734853947,213,5.20,5734853941,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140297,22,1,1,1,5,5qfq6cwtrgzd2szijivns7rjl,0,54.7,35.5,2025-05-17T23:37:50.630Z,2025-05-17T23:37:53Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5734854141,56,Center,5734854147,141,32.7,5734854151,212,48.9,5734854159,1,,5734854155,213,6.24,5734854139,155,,5734854143,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140645,13,5,1,1,7,daicfonrbj124lu2la2rctxck,1,-1.2,69.8,2025-05-17T23:37:52.848Z,2025-05-18T01:49:45Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5734855769,346,,5734855767,56,Back,5734855805,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140353,23,5,1,1,7,5qfq6cwtrgzd2szijivns7rjl,0,101.2,30.2,2025-05-17T23:37:52.848Z,2025-05-18T01:49:46Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5734854429,346,,5734855809,233,13,5734854427,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140661,14,1,1,1,38,daicfonrbj124lu2la2rctxck,0,4.7,50.1,2025-05-17T23:38:23.582Z,2025-05-17T23:38:25Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5734855859,212,32.0,5734855855,141,9.4,5734855867,237,,5734855851,140,20.0,5734855865,1,,5734855845,124,,5734855849,56,Back,5734855863,213,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140715,24,61,1,1,39,5qfq6cwtrgzd2szijivns7rjl,1,66.7,94.2,2025-05-17T23:38:25.002Z,2025-05-18T00:42:27Z,c08hvq1hplcct8kxrxucfpqp6,W. Pacius,,,5735062397,189,,5734856133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140729,15,5,1,1,41,daicfonrbj124lu2la2rctxck,1,24.1,-1.7,2025-05-17T23:38:26.309Z,2025-05-18T01:49:46Z,arrnspfznjcs9fmng4finp87p,Koke Vegas,,,5734856229,233,25,5734856181,56,Back,5734856185,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140735,25,5,1,1,41,5qfq6cwtrgzd2szijivns7rjl,0,75.9,101.7,2025-05-17T23:38:26.309Z,2025-05-17T23:44:08Z,dbjysa6qhf203jmpjedz8pgph,T. Vancaeyezeele,,,5734856243,233,15,5734856197,56,Left,5734856199,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140753,16,1,1,1,47,daicfonrbj124lu2la2rctxck,0,20.1,0.0,2025-05-17T23:38:32.603Z,2025-05-17T23:44:04Z,couplbg5c1wzrb14ycd8f7h0p,G. Stoneman,,,5734856279,141,15.3,5734856281,212,21.6,5734856275,56,Back,5734856273,107,,5734856283,213,0.58,5734856277,140,37.3,5734856285,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140783,26,61,1,1,50,5qfq6cwtrgzd2szijivns7rjl,0,54.1,75.3,2025-05-17T23:38:35.517Z,2025-05-17T23:51:16Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5734856429,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140817,17,1,1,1,51,daicfonrbj124lu2la2rctxck,1,53.7,20.3,2025-05-17T23:38:36.219Z,2025-05-17T23:38:38Z,711t32tk6qwl567dngcldfw15,M. Rodriguez,,,5734856623,141,6.1,5734856619,56,Right,5734856625,212,23.7,5734856621,140,74.3,5734856627,213,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140843,18,1,1,1,53,daicfonrbj124lu2la2rctxck,1,74.3,6.1,2025-05-17T23:38:38.612Z,2025-05-17T23:38:50Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5734856765,141,33.9,5734856769,213,1.68,5734856763,140,72.4,5734856767,212,19.0,5734856761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140887,19,1,1,1,56,daicfonrbj124lu2la2rctxck,0,71.9,37.4,2025-05-17T23:38:41.651Z,2025-05-17T23:38:52Z,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,,,5734856937,56,Center,5734856941,141,73.6,5734856947,1,,5734856943,212,39.2,5734856939,140,100.0,5734856945,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816140921,20,5,1,1,58,daicfonrbj124lu2la2rctxck,0,101.1,69.8,2025-05-17T23:38:43.974Z,2025-05-18T01:49:47Z,dltmx3e4llkcszs22cbfz92xg,J. Kwizera,,,5734857155,56,Center,5734857935,233,27,5734857157,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141087,27,5,1,1,58,5qfq6cwtrgzd2szijivns7rjl,1,-1.1,30.2,2025-05-17T23:38:43.974Z,2025-05-18T01:49:46Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5734857927,233,20,5734857919,346,,5734857917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141145,28,1,1,2,16,5qfq6cwtrgzd2szijivns7rjl,1,4.1,58.4,2025-05-17T23:39:02.069Z,2025-05-17T23:39:07Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5734858213,212,7.9,5734858209,141,47.0,5734858205,56,Back,5734858207,140,2.7,5734858219,237,,5734858215,213,4.52,5734858203,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141219,29,1,1,2,21,5qfq6cwtrgzd2szijivns7rjl,1,6.4,47.5,2025-05-17T23:39:06.957Z,2025-05-17T23:39:14Z,dp8j7znd4eavuoy3faqpamoa2,N. Campisi,,,5734858641,56,Back,5734858647,212,9.7,5734858643,140,8.4,5734858645,141,61.5,5734858649,213,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141249,30,1,1,2,29,5qfq6cwtrgzd2szijivns7rjl,1,8.1,62.1,2025-05-17T23:39:14.205Z,2025-05-17T23:39:16Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5734858805,213,0.07,5734858797,56,Back,5734858803,212,7.6,5734858801,141,62.9,5734858799,140,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141271,31,1,1,2,31,5qfq6cwtrgzd2szijivns7rjl,1,15.2,63.9,2025-05-17T23:39:16.413Z,2025-05-17T23:39:18Z,bpkzxcqtmvei7lqkqzuvzelsl,A. Guillén,,,5734858953,213,2.43,5734858949,141,70.0,5734858945,56,Back,5734858951,212,6.4,5734858947,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141295,32,1,1,2,32,5qfq6cwtrgzd2szijivns7rjl,1,10.6,70.0,2025-05-17T23:39:17.957Z,2025-05-17T23:39:19Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5734859051,141,79.6,5734859047,56,Back,5734859053,212,14.8,5734859049,140,23.2,5734859055,213,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141317,33,1,1,2,34,5qfq6cwtrgzd2szijivns7rjl,1,23.2,79.6,2025-05-17T23:39:19.236Z,2025-05-17T23:39:21Z,8vcytrkvxzki08gxqpulol3hl,B. Bodily,,,5734859157,141,84.4,5734859153,56,Back,5734859161,213,2.83,5734859159,212,10.6,5734859155,140,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141325,34,1,1,2,35,5qfq6cwtrgzd2szijivns7rjl,0,10.6,86.9,2025-05-17T23:39:21.012Z,2025-05-17T23:39:21Z,87rpg135z1k0ir74kdczwo2y1,F. Lasso,,,5734859219,213,5.81,5734859215,141,71.8,5734859217,212,22.5,5734859209,56,Back,5734859205,155,,5734859213,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141399,21,1,1,2,39,daicfonrbj124lu2la2rctxck,1,57.1,25.9,2025-05-17T23:39:25.116Z,2025-05-17T23:39:27Z,9txqixk3uycvort3ntzkva1g5,Z. Herivaux,,,5734859559,213,2.05,5734859555,141,57.2,5734859551,56,Back,5734859557,212,24.0,5734859549,3,,5734859553,140,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141425,22,1,1,2,41,daicfonrbj124lu2la2rctxck,0,46.6,57.2,2025-05-17T23:39:26.843Z,2025-05-17T23:39:29Z,eg5pbxm7emj77mdcub4xp6m3u,A. Sanchez,,,5734859713,3,,5734859721,212,19.5,5734859719,141,71.8,5734859715,56,Center,5734859723,213,0.53,5734859717,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141483,35,1,1,2,43,5qfq6cwtrgzd2szijivns7rjl,1,32.0,43.0,2025-05-17T23:39:28.908Z,2025-05-17T23:39:33Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5734859985,212,14.4,5734859987,213,5.36,5734859981,140,40.2,5734859983,141,26.1,5734859977,3,,5734859979,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141493,36,1,1,2,47,5qfq6cwtrgzd2szijivns7rjl,1,54.0,24.6,2025-05-17T23:39:33.060Z,2025-05-17T23:39:34Z,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,,,5734860033,140,41.8,5734860039,213,2.59,5734860035,141,36.1,5734860031,56,Back,5734860037,212,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2816141513,37,1,1,2,49,5qfq6cwtrgzd2szijivns7rjl,1,41.6,33.9,2025-05-17T23:39:34.191Z,2025-05-17T23:39:36Z,5s5sc7zxuw8cr7vyzeofb8hnu,D. Crisostomo,,,5734860125,140,42.8,5734860129,212,9.1,5734860123,56,Back,5734860131,213,1.43,5734860127,141,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
