id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,qualifier/15/value
2800276295,6,45,1,0,7,7c9knuwazz9k9449u5rnuuy5m,0,54.1,38.8,2025-04-12T23:06:47.087Z,2025-04-16T07:50:19Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5647305461,285,,5647305509,233,4,5647305459,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276329,6,1,1,0,8,ck22dnk93ng8ax7wonlff7yms,1,45.7,62.4,2025-04-12T23:06:47.975Z,2025-04-12T23:06:51Z,2yflerah2shma2hzhm99msez9,S. Williams,,5647305645,212,16.5,5647305639,56,Back,5647305643,141,83.8,5647305647,213,2.07,5647305641,140,38.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276365,7,1,1,0,11,ck22dnk93ng8ax7wonlff7yms,1,39.4,84.4,2025-04-12T23:06:51.351Z,2025-04-12T23:06:55Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5647305825,141,72.4,5647305823,140,27.2,5647305829,213,3.71,5647305827,212,15.2,5647305821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276423,8,1,1,0,15,ck22dnk93ng8ax7wonlff7yms,1,27.2,72.4,2025-04-12T23:06:55.311Z,2025-04-13T00:08:51Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5647306123,212,21.5,5647306125,213,3.72,5647306121,141,55.2,5647306119,140,10.0,5647306117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276431,9,43,1,0,22,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-12T23:07:01.815Z,2025-04-12T23:07:04Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,5647306169,56,Back,5647306343,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276509,10,1,1,0,26,ck22dnk93ng8ax7wonlff7yms,1,9.9,58.5,2025-04-12T23:07:05.808Z,2025-04-12T23:07:08Z,4o2odluv4usimcdtryht04zjd,L. Ketterer,,5647306631,140,14.6,5647306629,56,Back,5647306637,213,5.03,5647306633,141,36.4,5647306635,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276553,11,1,1,0,29,ck22dnk93ng8ax7wonlff7yms,1,13.1,35.1,2025-04-12T23:07:08.586Z,2025-04-12T23:07:11Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5647306885,212,39.4,5647306883,141,43.4,5647306889,1,,5647306887,213,0.14,5647306879,56,Center,5647306877,155,,5647306881,140,50.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276583,12,1,1,0,32,ck22dnk93ng8ax7wonlff7yms,0,50.2,43.4,2025-04-12T23:07:11.786Z,2025-04-12T23:07:14Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5647307025,212,25.4,5647307023,141,35.4,5647307015,3,,5647307027,213,6.07,5647307017,168,,5647307019,56,Center,5647307021,140,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276649,8,1,1,0,35,7c9knuwazz9k9449u5rnuuy5m,1,28.3,65.8,2025-04-12T23:07:14.862Z,2025-04-12T23:07:20Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5647307365,56,Back,5647307373,213,3.79,5647307371,212,20.0,5647307367,140,13.1,5647307369,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276679,9,1,1,0,40,7c9knuwazz9k9449u5rnuuy5m,1,15.5,48.2,2025-04-12T23:07:19.902Z,2025-04-12T23:07:23Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,5647307563,213,1.78,5647307555,56,Back,5647307561,212,16.4,5647307559,141,71.7,5647307557,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276737,10,1,1,0,43,7c9knuwazz9k9449u5rnuuy5m,1,16.6,78.2,2025-04-12T23:07:23.342Z,2025-04-12T23:07:29Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5647307811,1,,5647307805,141,20.7,5647307801,56,Back,5647307807,212,39.1,5647307809,213,4.69,5647307803,140,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276761,11,1,1,0,49,7c9knuwazz9k9449u5rnuuy5m,1,18.2,16.8,2025-04-12T23:07:29.223Z,2025-04-13T00:09:27Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5647307983,140,44.2,5647307985,141,11.7,5647307981,56,Back,5647307987,212,27.5,5647307989,213,6.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276827,12,1,1,0,54,7c9knuwazz9k9449u5rnuuy5m,1,42.9,3.4,2025-04-12T23:07:33.430Z,2025-04-12T23:07:38Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5647308345,141,24.6,5647308341,56,Back,5647308349,213,2.11,5647308347,212,16.8,5647308343,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276837,13,1,1,0,58,7c9knuwazz9k9449u5rnuuy5m,1,35.8,23.6,2025-04-12T23:07:38.094Z,2025-04-12T23:07:39Z,a4staqjshva5lhcr0dw744nze,R. O'Driscoll,,5647308409,213,3.95,5647308407,212,11.9,5647308401,56,Back,5647308405,141,10.9,5647308403,140,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276849,14,1,1,0,59,7c9knuwazz9k9449u5rnuuy5m,1,28.0,10.9,2025-04-12T23:07:39.262Z,2025-04-12T23:07:40Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5647308495,141,30.7,5647308489,56,Back,5647308493,140,23.7,5647308497,212,14.2,5647308499,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276901,15,1,1,1,0,7c9knuwazz9k9449u5rnuuy5m,1,23.7,30.7,2025-04-12T23:07:39.982Z,2025-04-12T23:07:44Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5647308749,140,16.4,5647308751,141,70.8,5647308747,56,Back,5647308753,212,28.3,5647308755,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276947,16,1,1,1,4,7c9knuwazz9k9449u5rnuuy5m,1,20.5,79.9,2025-04-12T23:07:44.158Z,2025-04-16T06:05:17Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5647308991,56,Back,5647308997,212,26.5,5647308999,213,4.40,5647308993,140,12.7,5647308995,141,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276979,17,1,1,1,8,7c9knuwazz9k9449u5rnuuy5m,1,16.5,51.8,2025-04-12T23:07:48.270Z,2025-04-12T23:07:52Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5647309195,56,Back,5647309201,212,31.4,5647309203,213,5.13,5647309197,140,28.5,5647309199,141,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276989,18,1,1,1,13,7c9knuwazz9k9449u5rnuuy5m,1,29.6,7.9,2025-04-12T23:07:52.494Z,2025-04-12T23:07:54Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5647309265,212,9.3,5647309259,56,Back,5647309267,213,6.20,5647309261,140,38.4,5647309263,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800276999,19,1,1,1,14,7c9knuwazz9k9449u5rnuuy5m,0,38.0,2.9,2025-04-12T23:07:53.822Z,2025-04-16T06:05:29Z,7wbwaew3d712kxl54ztdxe87o,S. Smart,,5647309323,140,56.8,5647309325,141,13.3,5647309321,56,Right,5647309327,212,21.0,5647309329,213,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277009,13,1,1,1,16,ck22dnk93ng8ax7wonlff7yms,0,39.0,76.7,2025-04-12T23:07:55.671Z,2025-04-13T00:09:29Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5647309397,140,53.4,5647309399,141,77.0,5647309403,213,0.01,5647309405,1,,5647309395,56,Center,5647309401,212,15.1,5647309393,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277089,20,1,1,1,20,7c9knuwazz9k9449u5rnuuy5m,1,40.7,11.7,2025-04-12T23:07:59.590Z,2025-04-13T00:10:13Z,7wbwaew3d712kxl54ztdxe87o,S. Smart,,5647309807,141,15.6,5647309809,212,15.1,5647309803,56,Back,5647309805,140,26.5,5647309811,213,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277113,21,1,1,1,24,7c9knuwazz9k9449u5rnuuy5m,1,26.3,14.1,2025-04-12T23:08:03.662Z,2025-04-12T23:08:06Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5647309933,213,1.68,5647309925,56,Back,5647309929,141,47.0,5647309931,212,22.5,5647309927,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277173,22,1,1,1,26,7c9knuwazz9k9449u5rnuuy5m,1,25.0,48.4,2025-04-12T23:08:06.143Z,2025-04-12T23:08:13Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5647310271,213,1.70,5647310269,212,22.5,5647310267,141,81.2,5647310265,140,22.2,5647310263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277163,14,83,1,1,32,ck22dnk93ng8ax7wonlff7yms,0,62.6,22.5,2025-04-12T23:08:11.967Z,2025-04-12T23:08:14Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5647310339,399,3u22kckqpecmgcw7ee3xrdppm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277177,23,1,1,1,33,7c9knuwazz9k9449u5rnuuy5m,0,34.9,85.9,2025-04-12T23:08:12.985Z,2025-04-12T23:08:14Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5647310283,56,Back,5647310285,140,32.5,5647310289,212,12.4,5647310291,213,4.51,5647310287,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277213,16,1,1,1,34,ck22dnk93ng8ax7wonlff7yms,1,61.9,22.5,2025-04-12T23:08:14.263Z,2025-04-12T23:08:17Z,khvgxqohya7mawca1qx5q590,S. Djeffal,,5647310539,213,3.37,5647310537,212,22.4,5647310531,56,Back,5647310533,140,41.1,5647310535,141,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277225,17,1,1,1,38,ck22dnk93ng8ax7wonlff7yms,1,41.1,14.9,2025-04-12T23:08:17.543Z,2025-04-12T23:08:18Z,6pqyqf9v6g60ci7jjggalqsq1,J. Hafferty,,5647310607,212,14.2,5647310601,56,Back,5647310605,141,32.5,5647310611,213,2.13,5647310603,140,33.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277251,18,1,1,1,39,ck22dnk93ng8ax7wonlff7yms,1,33.9,32.5,2025-04-12T23:08:18.639Z,2025-04-12T23:08:21Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5647310755,56,Back,5647310763,213,1.56,5647310759,141,68.4,5647310757,140,34.2,5647310761,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277273,19,1,1,1,42,ck22dnk93ng8ax7wonlff7yms,1,35.1,68.2,2025-04-12T23:08:21.519Z,2025-04-12T23:08:24Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5647310895,140,44.0,5647310901,212,17.0,5647310893,56,Back,5647310899,141,89.0,5647310903,213,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277289,20,1,1,1,44,ck22dnk93ng8ax7wonlff7yms,0,44.0,89.0,2025-04-12T23:08:24.079Z,2025-04-12T23:08:25Z,2wj1w4opn7f0jyz1ps6ebvc6i,K. Sargeant,,5647310965,212,26.8,5647310963,141,74.1,5647310961,140,67.6,5647310967,213,5.90,5647310969,1,,5647310959,56,Center,5647310957,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277351,25,1,1,1,48,7c9knuwazz9k9449u5rnuuy5m,1,32.1,28.6,2025-04-12T23:08:27.974Z,2025-04-12T23:08:31Z,a1v4h4gcsepnaknru3jjnwl5g,J. Singer,,5647311295,140,27.3,5647311301,213,2.00,5647311293,56,Back,5647311299,212,12.2,5647311297,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277381,26,1,1,1,52,7c9knuwazz9k9449u5rnuuy5m,1,28.4,51.9,2025-04-12T23:08:31.495Z,2025-04-12T23:08:34Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5647311489,141,90.5,5647311491,212,26.3,5647311487,140,30.2,5647311493,213,1.50,5647311485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277417,27,1,1,1,55,7c9knuwazz9k9449u5rnuuy5m,1,29.7,88.6,2025-04-12T23:08:34.750Z,2025-04-12T23:08:39Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5647311749,56,Back,5647311755,212,16.9,5647311751,140,45.6,5647311757,213,0.14,5647311753,141,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277441,28,1,1,1,59,7c9knuwazz9k9449u5rnuuy5m,1,33.9,88.0,2025-04-12T23:08:39.239Z,2025-04-12T23:08:41Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,5647311887,56,Back,5647311891,141,74.8,5647311889,140,20.9,5647311893,212,16.3,5647311895,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277449,29,1,1,2,2,7c9knuwazz9k9449u5rnuuy5m,1,18.7,80.5,2025-04-12T23:08:41.750Z,2025-04-12T23:08:44Z,3u22kckqpecmgcw7ee3xrdppm,M. Howell,,5647311965,141,54.0,5647311967,212,21.5,5647311969,213,4.14,5647311961,56,Back,5647311963,140,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277487,30,1,1,2,5,7c9knuwazz9k9449u5rnuuy5m,1,6.2,63.1,2025-04-12T23:08:44.568Z,2025-04-12T23:08:48Z,470xuwiwevwy86l2ararrkyga,R. Arozarena,,5647312161,140,43.6,5647312167,213,6.26,5647312169,1,,5647312157,56,Back,5647312163,141,61.5,5647312165,212,39.3,5647312155,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277531,32,1,1,2,8,7c9knuwazz9k9449u5rnuuy5m,1,43.4,67.5,2025-04-12T23:08:47.943Z,2025-04-16T06:06:41Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,5647312361,3,,5647312367,141,77.5,5647312371,213,2.20,5647312369,212,8.4,5647312363,56,Back,5655977007,156,,5647312365,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277491,31,43,1,2,9,7c9knuwazz9k9449u5rnuuy5m,1,0.0,0.0,2025-04-12T23:08:48.503Z,2025-04-16T06:06:39Z,f3ftrudyp33naykboqmua0jro,J. Rodriguez,,5655977043,144,44,5647312195,56,Back,5647312199,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277511,21,43,1,2,9,ck22dnk93ng8ax7wonlff7yms,1,0.0,0.0,2025-04-12T23:08:48.504Z,2025-04-16T06:06:38Z,16ndalf4kfr7e6rd9mwj7gfmc,K. Burks,,5647312283,56,Center,5647312307,233,31,5647312285,286,0,5655977041,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277551,33,1,1,2,10,7c9knuwazz9k9449u5rnuuy5m,1,40.9,77.5,2025-04-12T23:08:49.536Z,2025-04-16T06:06:51Z,20z2nx7xh9mgty7qp6xur14yy,G. Nigro,,5647312463,155,,5647312473,213,4.78,5647312465,56,Back,5647312469,141,37.2,5647312471,212,27.5,5647312467,140,42.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277593,34,1,1,2,13,7c9knuwazz9k9449u5rnuuy5m,1,52.7,34.5,2025-04-12T23:08:53.359Z,2025-04-12T23:09:00Z,65jctzcct9irz3wre08c2v2wa,E. Azcona,,5647312793,141,9.8,5647312791,140,74.9,5647312797,213,5.66,5647312795,212,28.7,5647312789,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277607,35,1,1,2,20,7c9knuwazz9k9449u5rnuuy5m,0,85.5,14.0,2025-04-12T23:09:00.063Z,2025-04-16T06:07:01Z,7wbwaew3d712kxl54ztdxe87o,S. Smart,,5655977111,223,,5647312901,213,1.23,5647312895,140,93.1,5655977113,72,,5647312889,2,,5647312893,56,Center,5647312899,212,23.9,5647312897,141,47.2,5647312891,155,,,,,,,,,,,,,,,,,,,,,,,,,
2800277647,22,12,1,2,25,ck22dnk93ng8ax7wonlff7yms,1,8.3,58.3,2025-04-12T23:09:04.447Z,2025-04-16T06:07:05Z,2l6v8ab245wzmb1litvkir1ii,G. Gibert,,5647313123,56,Back,5647313125,140,31.1,5647313159,15,,5647313131,213,5.87,5647313127,141,43.0,5647313129,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277669,24,1,1,2,26,ck22dnk93ng8ax7wonlff7yms,1,31.1,43.0,2025-04-12T23:09:06.110Z,2025-04-12T23:09:07Z,1b9b97pxox77ia41cilqqm4iy,Nick Firmino,,5647313263,140,34.2,5647313269,213,0.93,5647313267,212,5.4,5647313261,56,Back,5647313265,141,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277677,25,50,1,2,28,ck22dnk93ng8ax7wonlff7yms,1,34.6,49.4,2025-04-12T23:09:07.422Z,2025-04-16T06:07:16Z,bvmqiuxeyjf68mz3jbm6i295h,C. Burke,,5647313281,56,Back,5647313485,233,36,5647313283,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277713,36,7,1,2,28,7c9knuwazz9k9449u5rnuuy5m,1,65.4,50.6,2025-04-12T23:09:07.423Z,2025-04-16T06:07:16Z,8i5k1tx7x5hx4kk3qzyvrfj84,E. Gärtig,,5647313449,285,,5647313445,56,Center,5655977159,178,,5655977157,384,,5647313481,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277729,38,1,1,2,31,7c9knuwazz9k9449u5rnuuy5m,1,72.8,68.2,2025-04-12T23:09:10.759Z,2025-04-12T23:13:08Z,e6gr1t1rp2x7waywgzlrj8yqx,V. Noël,,5647313527,141,66.4,5647313531,213,3.27,5647313529,212,9.3,5647313523,56,Center,5647313525,140,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800277733,39,1,1,2,32,7c9knuwazz9k9449u5rnuuy5m,1,64.0,66.4,2025-04-12T23:09:11.719Z,2025-04-12T23:13:32Z,o0a1acp618ig9detdym1m0pg,C. Pinzón,,5647313553,56,Center,5647313555,140,73.2,5647313561,213,5.65,5647313557,141,56.0,5647313559,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
