id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/13/value,qualifier/17/value
2803385625,6,4,1,0,17,7neuneh44n9rtsfsh6r0sb9no,1,19.6,14.2,2025-04-19T20:06:53.092Z,2025-04-19T21:08:10Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664460361,152,,5664460455,233,8,5664728255,294,,5664460357,13,,5664460359,56,Back,5664460365,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385661,8,4,1,0,17,2iwybwokic7nmr1t33abdbjoq,0,80.4,85.8,2025-04-19T20:06:53.093Z,2025-04-19T20:07:01Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5664460405,286,,5664460771,294,,5664460399,56,Left,5664460491,233,6,5664460397,13,,5664460401,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385867,7,1,1,0,27,7neuneh44n9rtsfsh6r0sb9no,0,17.9,14.7,2025-04-19T20:07:03.251Z,2025-04-19T20:07:09Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664461519,212,59.0,5664461509,157,,5664461513,56,Center,5664461517,141,22.2,5664461511,152,,5664461507,5,,5664461523,1,,5664461515,140,73.9,5664461521,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385883,9,44,1,0,32,2iwybwokic7nmr1t33abdbjoq,1,25.6,78.6,2025-04-19T20:07:08.082Z,2025-04-19T23:18:59Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664461675,233,8,5664461597,285,,5664461593,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385871,8,44,1,0,32,7neuneh44n9rtsfsh6r0sb9no,0,74.4,21.4,2025-04-19T20:07:08.083Z,2025-04-19T23:18:59Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664461539,56,Center,5664461685,233,9,5664461541,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385887,10,12,1,0,32,2iwybwokic7nmr1t33abdbjoq,1,24.3,79.7,2025-04-19T20:07:08.234Z,2025-04-19T22:12:10Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664461621,56,Back,5664461629,213,4.39,5664461623,140,21.3,5664461627,212,10.0,5664461625,141,65.8,5664461659,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385923,12,1,1,0,34,2iwybwokic7nmr1t33abdbjoq,1,21.3,65.8,2025-04-19T20:07:10.362Z,2025-04-19T20:07:12Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664461783,213,1.75,5664461773,140,19.1,5664461777,141,84.2,5664461771,56,Back,5664461781,212,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385979,13,1,1,0,35,2iwybwokic7nmr1t33abdbjoq,1,19.1,84.2,2025-04-19T20:07:11.308Z,2025-04-19T20:07:15Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664462087,212,59.1,5664462083,141,89.7,5664462077,56,Left,5664462075,157,,5664462091,1,,5664462089,213,0.06,5664462079,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803385989,14,61,1,0,39,2iwybwokic7nmr1t33abdbjoq,0,75.3,89.7,2025-04-19T20:07:15.417Z,2025-04-19T20:07:16Z,c0of0cn2tec0yn2vtwdqgxxpl,I. Sacko,,,5664462119,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386059,10,1,1,0,40,7neuneh44n9rtsfsh6r0sb9no,1,29.9,31.8,2025-04-19T20:07:16.590Z,2025-04-19T20:07:19Z,b7hyxpaqt3ymfbuah1yop5rai,F. Kleemann,,,5664462441,140,36.2,5664462447,213,5.27,5664462443,141,16.2,5664462439,56,Back,5664462445,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386077,11,1,1,0,43,7neuneh44n9rtsfsh6r0sb9no,1,35.6,15.5,2025-04-19T20:07:19.172Z,2025-04-19T20:07:20Z,ea8jgqvyafx5wvgd5d70mgx9m,J. Gurr,,,5664462501,212,7.0,5664462495,56,Back,5664462505,213,2.44,5664462497,140,30.5,5664462499,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386159,12,1,1,0,44,7neuneh44n9rtsfsh6r0sb9no,1,30.4,21.9,2025-04-19T20:07:20.260Z,2025-04-19T20:07:24Z,5u1uufcs8jlvvkzodpi5ykovd,J. Timmer,,,5664462969,56,Center,5664462979,1,,5664462967,157,,5664462975,212,45.2,5664462977,213,0.05,5664462973,141,25.5,5664462971,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386173,13,1,1,0,48,7neuneh44n9rtsfsh6r0sb9no,0,73.4,25.5,2025-04-19T20:07:24.187Z,2025-04-19T20:07:24Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664463019,3,,5664463029,213,1.89,5664463025,141,36.4,5664463021,56,Center,5664463027,212,7.8,5664463023,140,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386237,16,1,1,0,49,2iwybwokic7nmr1t33abdbjoq,1,39.8,73.9,2025-04-19T20:07:25.547Z,2025-04-19T20:07:26Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664463319,213,4.05,5664463311,56,Back,5664463317,212,20.0,5664463313,140,28.1,5664463315,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386257,17,1,1,0,50,2iwybwokic7nmr1t33abdbjoq,1,28.1,50.7,2025-04-19T20:07:26.683Z,2025-04-19T20:07:28Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664463395,141,57.8,5664463399,213,0.65,5664463397,212,7.9,5664463393,140,34.1,5664463391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386351,18,1,1,0,52,2iwybwokic7nmr1t33abdbjoq,1,33.5,56.3,2025-04-19T20:07:28.202Z,2025-04-19T20:07:33Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664463845,56,Back,5664463851,212,17.4,5664463849,141,34.8,5664463847,140,42.4,5664463853,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386343,14,83,1,0,56,7neuneh44n9rtsfsh6r0sb9no,0,67.6,67.0,2025-04-19T20:07:32.427Z,2025-04-19T20:07:35Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664464121,399,6dpxvfpnaua6y4gevop02qc8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386385,19,1,1,0,56,2iwybwokic7nmr1t33abdbjoq,1,40.6,38.2,2025-04-19T20:07:32.962Z,2025-04-19T20:07:35Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664464049,140,27.1,5664464053,141,36.7,5664464057,213,3.21,5664464047,56,Back,5664464055,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386455,20,1,1,0,59,2iwybwokic7nmr1t33abdbjoq,1,27.1,36.7,2025-04-19T20:07:35.530Z,2025-04-19T20:07:39Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664464455,141,67.6,5664464453,140,22.9,5664464459,213,1.78,5664464457,212,21.5,5664464449,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386469,21,1,1,1,3,2iwybwokic7nmr1t33abdbjoq,1,22.9,67.6,2025-04-19T20:07:39.117Z,2025-04-19T20:07:40Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664464569,56,Back,5664464575,212,15.3,5664464571,140,11.1,5664464573,141,54.3,5664464577,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386559,22,1,1,1,4,2iwybwokic7nmr1t33abdbjoq,1,11.1,54.3,2025-04-19T20:07:40.131Z,2025-04-19T20:07:45Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664465005,212,20.8,5664465001,141,83.5,5664465009,213,1.26,5664464993,56,Back,5664464997,140,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386671,23,1,1,1,8,2iwybwokic7nmr1t33abdbjoq,1,21.2,85.1,2025-04-19T20:07:44.813Z,2025-04-19T20:07:54Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664465671,1,,5664465659,196,,5664465665,141,21.6,5664465667,212,59.3,5664465663,140,59.9,5664465661,56,Center,5664465657,155,,5664465669,213,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386675,24,4,1,1,16,2iwybwokic7nmr1t33abdbjoq,1,63.7,19.6,2025-04-19T20:07:52.542Z,2025-04-19T22:56:20Z,6dpxvfpnaua6y4gevop02qc8a,J. Margaritha,,,5664465725,152,,5664465819,233,15,5664465721,13,,5664465723,56,Right,5664465733,286,,5664465729,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386651,15,4,1,1,16,7neuneh44n9rtsfsh6r0sb9no,0,36.3,80.4,2025-04-19T20:07:52.543Z,2025-04-19T22:56:20Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664465785,152,,5664465773,13,,5664465787,265,,5664465845,233,24,5664465779,56,Back,5664465789,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386811,25,1,1,1,25,2iwybwokic7nmr1t33abdbjoq,1,63.1,17.3,2025-04-19T20:08:01.799Z,2025-04-19T20:08:05Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664466411,5,,5664466417,140,53.9,5664466413,152,,5664466421,212,13.2,5664466415,56,Center,5664466423,213,2.39,5664466419,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386885,26,1,1,1,29,2iwybwokic7nmr1t33abdbjoq,1,53.9,30.6,2025-04-19T20:08:05.050Z,2025-04-19T20:08:10Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5664466813,56,Back,5664466819,212,21.9,5664466817,141,56.9,5664466821,213,2.18,5664466815,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386899,27,1,1,1,33,2iwybwokic7nmr1t33abdbjoq,1,41.7,58.7,2025-04-19T20:08:09.930Z,2025-04-19T20:08:11Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664466913,213,4.68,5664466911,212,15.8,5664466907,140,41.2,5664466909,141,35.5,5664466905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386919,28,1,1,1,34,2iwybwokic7nmr1t33abdbjoq,1,41.2,35.5,2025-04-19T20:08:10.897Z,2025-04-19T20:08:12Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664467021,212,13.0,5664467015,56,Center,5664467023,213,0.06,5664467019,141,36.6,5664467017,140,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803386947,29,1,1,1,36,2iwybwokic7nmr1t33abdbjoq,1,53.6,36.6,2025-04-19T20:08:12.100Z,2025-04-19T20:08:13Z,39jhew6iao7uriko5shx2tnje,J. Scearce,,,5664467147,56,Back,5664467151,140,48.7,5664467157,212,11.6,5664467159,213,2.03,5664467155,141,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387055,30,1,1,1,37,2iwybwokic7nmr1t33abdbjoq,1,48.7,51.9,2025-04-19T20:08:13.154Z,2025-04-19T20:08:19Z,6ahu72g0u39bxbjiz7ggefai1,N. Okello,,,5664467629,141,9.7,5664467627,140,56.5,5664467623,155,,5664467633,213,4.99,5664467631,212,29.8,5664467625,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387061,31,61,1,1,42,2iwybwokic7nmr1t33abdbjoq,0,60.5,11.3,2025-04-19T20:08:18.938Z,2025-04-19T20:08:19Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664467659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387215,16,4,1,1,45,7neuneh44n9rtsfsh6r0sb9no,1,34.7,81.8,2025-04-19T20:08:21.736Z,2025-04-19T22:56:21Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664468533,152,,5664468527,13,,5664469403,233,32,5664469407,286,,5664468539,265,,5664468529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387103,32,4,1,1,45,2iwybwokic7nmr1t33abdbjoq,0,65.3,18.2,2025-04-19T20:08:21.737Z,2025-04-19T22:56:21Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664468055,152,,5664469417,233,16,5664468057,265,,5664468053,56,Right,5664468049,13,,5664468059,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387639,17,1,1,2,19,7neuneh44n9rtsfsh6r0sb9no,1,34.5,82.7,2025-04-19T20:08:55.078Z,2025-04-19T20:09:03Z,t8bq7sttljbcrrspxz5tnm5l,D. Wanner,,,5664470899,56,Back,5664470907,212,25.1,5664470903,140,14.9,5664470905,141,61.5,5664470897,152,,5664470909,213,3.75,5664470895,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387771,18,1,1,2,26,7neuneh44n9rtsfsh6r0sb9no,0,23.3,35.4,2025-04-19T20:09:02.939Z,2025-04-19T20:09:11Z,9l35nvd07jhy457u1yehm3gx6,D. Vitiello,,,5664471499,212,68.5,5664471501,213,6.04,5664471503,1,,5664471491,157,,5664471497,141,11.4,5664471493,56,Right,5664471495,140,86.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387809,33,4,1,2,38,2iwybwokic7nmr1t33abdbjoq,1,12.5,87.4,2025-04-19T20:09:14.193Z,2025-04-19T22:56:22Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664471735,152,,5664471737,285,,5664471733,56,Back,5664471731,295,,5664471951,233,19,5664471729,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803387821,19,4,1,2,38,7neuneh44n9rtsfsh6r0sb9no,0,87.5,12.6,2025-04-19T20:09:14.194Z,2025-04-19T22:56:22Z,23vdzclmewq139wius9oy3m51,S. Herrera,,,5664471967,233,33,5664471899,152,,5664471901,286,,5664471895,295,,5664471897,56,Right,5664471893,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388305,34,1,1,3,9,2iwybwokic7nmr1t33abdbjoq,1,12.7,86.9,2025-04-19T20:09:45.545Z,2025-04-19T20:09:48Z,79z5vt08ga8prn33vi2a260kq,C. Walls,,,5664474375,212,28.2,5664474361,5,,5664474367,140,16.2,5664474363,152,,5664474365,56,Back,5664474371,141,45.8,5664474377,213,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388331,35,1,1,3,12,2iwybwokic7nmr1t33abdbjoq,1,15.3,44.2,2025-04-19T20:09:48.364Z,2025-04-19T20:09:49Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664474509,212,8.3,5664474501,56,Back,5664474511,213,3.22,5664474503,140,7.4,5664474505,141,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388397,36,1,1,3,13,2iwybwokic7nmr1t33abdbjoq,1,7.4,43.3,2025-04-19T20:09:49.441Z,2025-04-19T20:09:54Z,7y56spdjsagw833hgo5ranvf9,P. Rakovsky,,,5664474935,141,15.3,5664474939,213,5.46,5664474937,212,25.9,5664474933,140,24.1,5664474931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388413,37,1,1,3,17,2iwybwokic7nmr1t33abdbjoq,1,22.9,14.1,2025-04-19T20:09:53.858Z,2025-04-19T20:09:55Z,e076q290ab1o6qz9vthl2c0a2,H. Neville,,,5664474981,56,Back,5664474989,213,3.09,5664474987,212,14.9,5664474983,140,8.7,5664474985,141,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388425,38,1,1,3,19,2iwybwokic7nmr1t33abdbjoq,0,8.7,15.2,2025-04-19T20:09:55.330Z,2025-04-19T20:09:56Z,8pwslovfo5ostdhvpx53cxclw,P. Boye,,,5664475101,213,6.05,5664475095,140,18.9,5664475093,56,Back,5664475099,212,11.0,5664475097,141,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388471,21,1,1,3,21,7neuneh44n9rtsfsh6r0sb9no,1,76.5,79.0,2025-04-19T20:09:57.696Z,2025-04-19T22:10:19Z,7y9k549gjh2183ylplvwg2q5l,M. Benítez,,,5664475325,213,1.34,5664475317,56,Left,5664475321,141,80.3,5664475323,212,0.9,5664475319,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388511,22,1,1,3,22,7neuneh44n9rtsfsh6r0sb9no,1,76.7,80.3,2025-04-19T20:09:58.602Z,2025-04-19T22:10:30Z,9lqozbr0ghw2fhep938p8snah,R. Cicerone,,,5664475579,140,79.2,5664475585,213,5.41,5664475577,56,Center,5664475583,212,4.1,5664475581,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803388519,23,61,1,3,26,7neuneh44n9rtsfsh6r0sb9no,0,79.2,75.7,2025-04-19T20:10:01.995Z,2025-04-19T22:10:39Z,8qjls72u1tvwuxas420p8ed5g,B. Willey,,,5664475603,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
