,Unnamed: 0,matchInfo/id,matchInfo/coverageLevel,matchInfo/date,matchInfo/time,matchInfo/localDate,matchInfo/localTime,matchInfo/week,matchInfo/numberOfPeriods,matchInfo/periodLength,matchInfo/var,matchInfo/lastUpdated,matchInfo/description,matchInfo/sport/id,matchInfo/sport/name,matchInfo/ruleset/id,matchInfo/ruleset/name,matchInfo/competition/id,matchInfo/competition/name,matchInfo/competition/knownName,matchInfo/competition/competitionCode,matchInfo/competition/competitionFormat,matchInfo/competition/country/id,matchInfo/competition/country/name,matchInfo/tournamentCalendar/id,matchInfo/tournamentCalendar/startDate,matchInfo/tournamentCalendar/endDate,matchInfo/tournamentCalendar/name,matchInfo/stage/id,matchInfo/stage/formatId,matchInfo/stage/startDate,matchInfo/stage/endDate,matchInfo/stage/name,matchInfo/venue/id,matchInfo/venue/neutral,matchInfo/venue/longName,matchInfo/venue/shortName,matchInfo/contestant/0/id,matchInfo/contestant/0/name,matchInfo/contestant/0/shortName,matchInfo/contestant/0/officialName,matchInfo/contestant/0/code,matchInfo/contestant/0/position,matchInfo/contestant/0/country/id,matchInfo/contestant/0/country/name,matchInfo/contestant/1/id,matchInfo/contestant/1/name,matchInfo/contestant/1/shortName,matchInfo/contestant/1/officialName,matchInfo/contestant/1/code,matchInfo/contestant/1/position,matchInfo/contestant/1/country/id,matchInfo/contestant/1/country/name,liveData/matchDetails/periodId,liveData/matchDetails/matchStatus,liveData/matchDetails/winner,liveData/matchDetails/matchLengthMin,liveData/matchDetails/matchLengthSec,liveData/matchDetails/scores/ht/home,liveData/matchDetails/scores/ht/away,liveData/matchDetails/scores/ft/home,liveData/matchDetails/scores/ft/away,liveData/matchDetails/scores/total/home,liveData/matchDetails/scores/total/away,liveData/matchDetailsExtra/attendance,liveData/VAR,liveData/missedPen,liveData/matchDetails/delay,liveData/matchDetails/varReason,liveData/matchDetails/contestantId,liveData/matchDetails/playerId
20,20,dowtkb1762oa0r58p47xde2ok,13,2025-05-04Z,14:00:00Z,2025-05-04,16:00:00,7,2,45,1,2025-05-20T12:55:38Z,Brøndby vs København,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4vkcz3judvz7ln8lt7cq6gwh9,no,Brøndby Stadion,Brøndby Stadion,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,4,0,1,0,3,0,3,26885,"[{'contestantId': 'b3r6d8ydtmtjckam6pku9y400', 'periodId': 2, 'timeMin': 78, 'timeMinSec': '77:41', 'lastUpdated': '2025-05-04T15:36:51Z', 'timestamp': '2025-05-04T15:36:08Z', 'type': 'Goal awarded', 'decision': 'Cancelled', 'outcome': 'No goal', 'playerId': '8g4r9maz4invihjmdzpfxy0np', 'playerName': 'V. Claesson', 'optaEventId': '2810437907', 'optaEventUnderReviewId': '2810436525'}]",,,,,
21,21,68tlgzypk4s2j0t0z60ir83dg,13,2025-05-04Z,12:00:00Z,2025-05-04,14:00:00,7,2,45,1,2025-05-18T20:48:25Z,Lyngby vs Viborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,c7zv9olp1x8lmd8fhvyod8ii7,no,Lyngby Stadion,Lyngby Stadion,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,93,16,0,0,0,0,0,0,5529,,,,,,
22,22,68gmnabnzx0nss7x3ziqbei38,13,2025-05-04Z,12:00:00Z,2025-05-04,14:00:00,7,2,45,1,2025-05-18T20:48:29Z,Silkeborg vs Vejle,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,71guq48u1cvcb235wf2hvsp2h,no,JYSK park,JYSK park,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,96,43,1,1,1,1,1,1,4550,,,,,,
23,23,doj79ljaj8km7hv87wf2cb8yc,13,2025-05-02Z,17:00:00Z,2025-05-02,19:00:00,7,2,45,1,2025-05-19T13:47:43Z,Randers vs Nordsjælland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4uod0svzkvduui274b6aqa263,no,Cepheus Park Randers,Cepheus Park Randers,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,100,51,2,1,3,2,3,2,6365,,,,,,
24,24,683t1pgcxyei4s7a7t7v7ktn8,13,2025-04-28Z,17:00:00Z,2025-04-28,19:00:00,6,2,45,1,2025-05-18T20:48:25Z,AaB vs Vejle,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,1wd2dr3si3gqwhyaf32c2xepn,no,Aalborg Portland Park,Aalborg Portland Park,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,96,12,0,0,0,1,0,1,7961,,,,,,
25,25,do5lu84ek8nguivsp2fjxpuz8,13,2025-04-27Z,16:00:00Z,2025-04-27,18:00:00,6,2,45,1,2025-05-19T13:47:44Z,Midtjylland vs Nordsjælland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,5n9tkrkugne47ziec3ir0ry1b,no,MCH Arena,MCH Arena,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,59,4,0,5,0,5,0,8891,"[{'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 1, 'timeMin': 5, 'timeMinSec': '4:42', 'lastUpdated': '2025-04-28T10:41:37Z', 'timestamp': '2025-04-27T16:05:34Z', 'type': 'Goal awarded', 'decision': 'Cancelled', 'outcome': 'No goal', 'playerId': 'elhmf9cc26ec5p1wnwonuxf4l', 'playerName': 'A. Buksa', 'optaEventId': '2807287801', 'optaEventUnderReviewId': '2807285553'}, {'contestantId': '59as3grjvj19voay31j3yfgni', 'periodId': 1, 'timeMin': 43, 'timeMinSec': '42:03', 'lastUpdated': '2025-04-27T16:43:07Z', 'timestamp': '2025-04-27T16:42:57Z', 'type': 'Goal not awarded', 'decision': 'Cancelled', 'outcome': 'Goal', 'playerId': '1sdsqfn743j5tqem8ra7sppn8', 'playerName': 'Franculino Djú', 'optaEventId': '2807329313'}]",,,,,
26,26,dns1gmq3rwebcffybey5qx53o,13,2025-04-27Z,14:00:00Z,2025-04-27,16:00:00,6,2,45,1,2025-05-20T12:55:38Z,AGF vs København,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,e4g66hsa13ev57xabc7xjwurt,no,Ceres Park Vejlby,Ceres Park Vejlby,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,13,0,1,1,3,1,3,8142,,,,,,
27,27,67qdd79sdjs6b7ig0uzgzglxw,13,2025-04-27Z,12:00:00Z,2025-04-27,14:00:00,6,2,45,1,2025-05-18T20:48:25Z,Lyngby vs Silkeborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,c7zv9olp1x8lmd8fhvyod8ii7,no,Lyngby Stadion,Lyngby Stadion,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,96,49,1,0,2,0,2,0,5243,,,,,,
28,28,67d8mt32pt5lhcnbtixydmtxw,13,2025-04-27Z,12:00:00Z,2025-04-27,14:00:00,6,2,45,1,2025-05-18T20:48:25Z,SønderjyskE vs Viborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,84444vw3yateimuknzw8ie167,no,Sydbank Park,Sydbank Park,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,99,6,2,0,2,2,2,2,5823,,,,,,
29,29,dnebg17ozo0hn5y8ae41h7ztg,13,2025-04-25Z,17:00:00Z,2025-04-25,19:00:00,6,2,45,1,2025-05-20T12:38:36Z,Randers vs Brøndby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4uod0svzkvduui274b6aqa263,no,Cepheus Park Randers,Cepheus Park Randers,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,95,12,0,0,0,0,0,0,9084,,,,,,
30,30,dn0bqelddm868frh3tpdw953o,13,2025-04-22Z,17:00:00Z,2025-04-22,19:00:00,5,2,45,1,2025-05-19T13:47:43Z,Nordsjælland vs Midtjylland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,9erafax6g58t7mssqkwmxv734,no,Right to Dream Park,Right to Dream Park,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,98,5,1,1,3,2,3,2,4192,,,,,,
31,31,dmmtbe7n25dbcs550uo1t9ono,13,2025-04-21Z,16:00:00Z,2025-04-21,18:00:00,5,2,45,1,2025-05-20T12:55:38Z,København vs AGF,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,co9hilfk3pi1vfov0qn71f1ry,no,Parken,Parken,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,101,5,1,0,3,1,3,1,28476,,,,,,
32,32,dm9efnxrmcfah0cxri5nk2bdg,13,2025-04-21Z,14:00:00Z,2025-04-21,16:00:00,5,2,45,1,2025-05-20T12:38:37Z,Brøndby vs Randers,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4vkcz3judvz7ln8lt7cq6gwh9,no,Brøndby Stadion,Brøndby Stadion,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,101,32,2,2,4,3,4,3,23198,,,,,,
33,33,670eflf17hi9c0q1b3a3unbx0,13,2025-04-21Z,12:00:00Z,2025-04-21,14:00:00,5,2,45,1,2025-05-18T20:48:30Z,Viborg vs Lyngby,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,7d5976l78t1e03d95wjvrg49r,no,Energi Viborg Arena,Energi Viborg Arena,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,anga7587r1zv4ey71ge9zxol3,Lyngby,Lyngby,Lyngby Boldklub,LYN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,97,21,1,0,1,1,1,1,5536,,,,,,
34,34,66nglqvipgmwcf6i8ca9ezxg4,13,2025-04-21Z,12:00:00Z,2025-04-21,14:00:00,5,2,45,1,2025-05-18T20:48:25Z,Vejle vs Silkeborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,ddvz2d0yzizuiiyi4lmpsdkfc,no,Vejle Stadion,Vejle Stadion,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,ahnt9ejgwj58ul8auzdvi3czf,Silkeborg,Silkeborg,Silkeborg IF,SIF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,98,35,0,1,0,4,0,4,7331,,,,,,
35,35,66ahukrr3lkkksczwfossl1ck,13,2025-04-20Z,15:00:00Z,2025-04-20,17:00:00,5,2,45,1,2025-05-18T20:48:30Z,AaB vs SønderjyskE,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,1wd2dr3si3gqwhyaf32c2xepn,no,Aalborg Portland Park,Aalborg Portland Park,36g6ifzjliec1jqnbtf7yesme,AaB,AaB,Aalborg BK,AAB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,aljua8crr0vkwit0j3m59jw9j,SønderjyskE,SønderjyskE,Sønderjysk Elitesport Fodbold,SJE,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,away,100,17,0,2,2,3,2,3,7059,"[{'contestantId': '36g6ifzjliec1jqnbtf7yesme', 'periodId': 2, 'timeMin': 80, 'timeMinSec': '79:44', 'lastUpdated': '2025-04-20T16:43:02Z', 'timestamp': '2025-04-20T16:42:50Z', 'type': 'Goal not awarded', 'decision': 'Cancelled', 'outcome': 'Goal', 'playerId': 'de0dokhb6u6hts2hu5aupgiga', 'playerName': 'K. Jørgensen', 'optaEventId': '2804038081'}]","[{'contestantId': 'aljua8crr0vkwit0j3m59jw9j', 'periodId': 1, 'timeMin': 20, 'timeMinSec': '19:38', 'lastUpdated': '2025-04-20T15:24:07Z', 'timestamp': '2025-04-20T15:23:14Z', 'type': 'PM', 'playerId': '3ejggtt1du1cui3wc1f8oqx62', 'playerName': 'L. Qamili', 'optaEventId': '2803986419'}, {'contestantId': '36g6ifzjliec1jqnbtf7yesme', 'periodId': 1, 'timeMin': 20, 'timeMinSec': '19:38', 'lastUpdated': '2025-04-20T15:27:01Z', 'timestamp': '2025-04-20T15:23:14Z', 'type': 'PS', 'playerId': 'a2l4ep71txn2edtjjcgewai5m', 'playerName': 'V. Müller', 'optaEventId': '2803988015'}]",,,,
36,36,dlvx2cl342si7gpwk0pns4104,13,2025-04-18Z,17:00:00Z,2025-04-18,19:00:00,4,2,45,1,2025-05-20T12:38:36Z,Brøndby vs Nordsjælland,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4vkcz3judvz7ln8lt7cq6gwh9,no,Brøndby Stadion,Brøndby Stadion,9qsmopgutr7ut5g6workk8w4i,Brøndby,Brøndby,Brøndby IF,BIF,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,77tfx9me4aaqhzv78bmgsy9bg,Nordsjælland,Nordsjælland,FC Nordsjælland,FCN,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,93,8,0,0,0,0,0,0,23986,,,,,,
37,37,dlibp8grtamez1kisdi3sb1uc,13,2025-04-17Z,16:00:00Z,2025-04-17,18:00:00,4,2,45,1,2025-05-20T12:55:38Z,Midtjylland vs København,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,5n9tkrkugne47ziec3ir0ry1b,no,MCH Arena,MCH Arena,59as3grjvj19voay31j3yfgni,Midtjylland,Midtjylland,FC Midtjylland,FCM,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,b3r6d8ydtmtjckam6pku9y400,København,København,FC København,FCK,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,102,5,2,0,4,2,4,2,11832,,,,,,
38,38,dl4nh3k5f0pofftjmbxp420b8,13,2025-04-17Z,14:00:00Z,2025-04-17,16:00:00,4,2,45,1,2025-05-18T20:48:17Z,Randers vs AGF,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,20bg024k8oom3pgy3r65hqcd0,c7zluzt2rr4oxoc7xslnnfzkl,2025-03-30Z,2025-05-25Z,Championship Round,4uod0svzkvduui274b6aqa263,no,Cepheus Park Randers,Cepheus Park Randers,9w3sjm5ml4sjr2v81oxzdrt8v,Randers,Randers,Randers FC,RFC,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,5rz9enoyknpg8ji78za5b82p0,AGF,AGF,Aarhus Gymnastikforening,AGF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,home,100,4,1,0,3,1,3,1,8855,"[{'contestantId': '9w3sjm5ml4sjr2v81oxzdrt8v', 'periodId': 1, 'timeMin': 28, 'timeMinSec': '27:45', 'lastUpdated': '2025-04-17T14:29:54Z', 'timestamp': '2025-04-17T14:29:40Z', 'type': 'Penalty not awarded', 'decision': 'Cancelled', 'outcome': 'Penalty', 'playerId': '6uj3c69lgu6boblkjiuhoy6eh', 'playerName': 'J. Björkengren', 'optaEventId': '2802175863'}]",,,,,
39,39,65xogjy3l5t5l35ro2atsbvv8,13,2025-04-17Z,12:00:00Z,2025-04-17,14:00:00,4,2,45,1,2025-05-18T20:48:25Z,Vejle vs Viborg,289u5typ3vp4ifwh5thalohmq,Soccer,79plas4983031idr6vw83nuel,Men,29actv1ohj8r10kd9hu0jnb0n,Superliga,Danish Superligaen,SUP,Domestic league,5adf60vwiw2f2mibyq1k4ex7i,Denmark,1zqurbs9rmwtk30us5y1v1rtg,2024-07-19Z,2025-06-01Z,2024/2025,21o5zkqm8upfzsf9n0nxnm3h0,ez2c68hjfw70wvau9svn16g9h,2025-03-28Z,2025-05-24Z,Relegation Round,ddvz2d0yzizuiiyi4lmpsdkfc,no,Vejle Stadion,Vejle Stadion,c165yjiny1qnmfdvefxvflnkc,Vejle,Vejle,Vejle Boldklub,VB,home,5adf60vwiw2f2mibyq1k4ex7i,Denmark,cftj6g399tknheudaxsdpfdgb,Viborg,Viborg,Viborg FF,VFF,away,5adf60vwiw2f2mibyq1k4ex7i,Denmark,14,Played,draw,95,37,1,2,3,3,3,3,6203,,,,,,
