id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2823393949,7,83,1,0,13,8sy0cxovuxo76tuoas3uo55xj,0,58.5,21.2,2025-06-19T15:01:24.584Z,2025-06-19T15:01:27Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5775355459,399,c1f7vp2u7fndbs1q67yhze1hw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393953,6,50,1,0,14,8eab5wbcnttsiosd1o8c71gmk,1,40.7,76.2,2025-06-19T15:01:25.383Z,2025-06-19T15:49:14Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5775355447,56,Back,5775355455,233,8,5775355449,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393951,8,7,1,0,14,8sy0cxovuxo76tuoas3uo55xj,0,59.3,23.8,2025-06-19T15:01:25.384Z,2025-06-19T15:49:13Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5775355445,285,,5775355451,233,6,5775355443,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393955,7,1,1,0,16,8eab5wbcnttsiosd1o8c71gmk,1,26.5,72.9,2025-06-19T15:01:27.573Z,2025-06-19T15:01:34Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355471,213,3.84,5775355467,141,56.4,5775355465,140,13.9,5775355463,56,Back,5775355469,212,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393957,8,1,1,0,23,8eab5wbcnttsiosd1o8c71gmk,1,14.0,55.8,2025-06-19T15:01:34.742Z,2025-06-19T15:01:37Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5775355479,141,79.1,5775355475,56,Back,5775355483,213,1.47,5775355477,140,15.5,5775355481,212,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393959,9,1,1,0,26,8eab5wbcnttsiosd1o8c71gmk,1,15.5,79.6,2025-06-19T15:01:37.846Z,2025-06-19T15:01:41Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355487,56,Back,5775355495,213,4.16,5775355489,140,4.5,5775355491,141,51.9,5775355493,212,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393961,10,1,1,0,29,8eab5wbcnttsiosd1o8c71gmk,1,4.5,51.9,2025-06-19T15:01:41.030Z,2025-06-19T15:01:45Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5775355507,213,5.38,5775355505,212,16.0,5775355499,56,Back,5775355503,141,33.4,5775355501,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393963,11,1,1,0,33,8eab5wbcnttsiosd1o8c71gmk,1,19.4,35.4,2025-06-19T15:01:45.190Z,2025-06-19T15:01:49Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355515,141,67.6,5775355517,212,21.9,5775355513,140,20.8,5775355511,56,Back,5775355519,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393965,12,1,1,0,38,8eab5wbcnttsiosd1o8c71gmk,1,20.4,67.3,2025-06-19T15:01:49.238Z,2025-06-19T15:01:54Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355529,212,21.9,5775355523,56,Back,5775355525,140,24.2,5775355531,213,4.90,5775355527,141,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393967,13,1,1,0,42,8eab5wbcnttsiosd1o8c71gmk,1,26.1,32.5,2025-06-19T15:01:54.006Z,2025-06-19T15:01:57Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355543,212,55.4,5775355539,140,65.2,5775355541,141,87.1,5775355537,56,Left,5775355545,213,0.74,5775355535,155,,5775355547,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393969,14,1,1,0,45,8eab5wbcnttsiosd1o8c71gmk,1,66.5,87.8,2025-06-19T15:01:57.046Z,2025-06-19T15:01:58Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5775355557,212,9.2,5775355555,141,74.4,5775355553,140,65.7,5775355551,56,Center,5775355559,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393971,15,1,1,0,46,8eab5wbcnttsiosd1o8c71gmk,1,65.7,74.4,2025-06-19T15:01:58.182Z,2025-06-19T15:02:00Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5775355565,56,Left,5775355573,213,1.24,5775355571,212,12.2,5775355567,140,69.5,5775355569,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393973,16,1,1,0,48,8eab5wbcnttsiosd1o8c71gmk,1,69.2,92.7,2025-06-19T15:01:59.943Z,2025-06-19T15:02:03Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5775355583,212,9.9,5775355581,141,84.4,5775355577,56,Left,5775355585,213,3.74,5775355579,140,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393975,17,1,1,0,52,8eab5wbcnttsiosd1o8c71gmk,1,60.3,81.5,2025-06-19T15:02:03.798Z,2025-06-19T15:02:05Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5775355597,213,3.24,5775355595,212,13.9,5775355591,140,47.1,5775355593,141,79.4,5775355589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393977,18,1,1,0,53,8eab5wbcnttsiosd1o8c71gmk,1,47.1,79.4,2025-06-19T15:02:04.998Z,2025-06-19T15:02:06Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355603,140,57.6,5775355601,56,Left,5775355609,213,6.26,5775355605,141,79.1,5775355607,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393979,19,1,1,0,54,8eab5wbcnttsiosd1o8c71gmk,1,57.6,79.1,2025-06-19T15:02:06.087Z,2025-06-19T15:02:10Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5775355615,140,42.3,5775355621,213,2.84,5775355619,212,16.8,5775355613,56,Back,5775355617,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393981,20,1,1,0,59,8eab5wbcnttsiosd1o8c71gmk,1,42.5,83.3,2025-06-19T15:02:10.662Z,2025-06-19T15:02:13Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355629,141,89.4,5775355625,56,Left,5775355633,213,0.30,5775355627,140,55.1,5775355631,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393983,21,1,1,1,2,8eab5wbcnttsiosd1o8c71gmk,1,51.3,87.5,2025-06-19T15:02:13.766Z,2025-06-19T15:02:16Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5775355641,141,55.1,5775355643,212,36.2,5775355639,140,24.0,5775355645,213,3.80,5775355637,56,Back,5775355647,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393985,22,1,1,1,5,8eab5wbcnttsiosd1o8c71gmk,1,24.3,55.1,2025-06-19T15:02:16.743Z,2025-06-19T15:02:22Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5775355655,141,36.9,5775355651,56,Back,5775355653,140,30.2,5775355659,213,5.18,5775355657,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393987,23,1,1,1,11,8eab5wbcnttsiosd1o8c71gmk,1,30.3,37.4,2025-06-19T15:02:22.342Z,2025-06-19T15:02:25Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355665,140,29.2,5775355663,56,Back,5775355669,212,20.0,5775355671,213,1.63,5775355667,141,66.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393989,24,1,1,1,14,8eab5wbcnttsiosd1o8c71gmk,1,29.9,69.9,2025-06-19T15:02:25.366Z,2025-06-19T15:02:26Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5775355679,141,68.1,5775355675,56,Back,5775355683,213,6.14,5775355677,140,37.8,5775355681,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393991,25,1,1,1,15,8eab5wbcnttsiosd1o8c71gmk,1,37.8,68.1,2025-06-19T15:02:26.470Z,2025-06-19T15:02:28Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5775355687,56,Back,5775355695,213,3.61,5775355693,212,18.6,5775355691,141,55.8,5775355689,140,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393993,26,1,1,1,16,8eab5wbcnttsiosd1o8c71gmk,1,22.0,55.8,2025-06-19T15:02:27.991Z,2025-06-19T15:02:32Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5775355703,141,36.9,5775355701,140,29.0,5775355707,213,5.23,5775355699,56,Back,5775355705,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393995,27,1,1,1,21,8eab5wbcnttsiosd1o8c71gmk,1,29.2,40.0,2025-06-19T15:02:32.646Z,2025-06-19T15:02:37Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355713,140,38.0,5775355711,56,Back,5775355719,213,1.26,5775355715,141,81.7,5775355717,212,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393997,28,1,1,1,26,8eab5wbcnttsiosd1o8c71gmk,1,36.6,76.4,2025-06-19T15:02:37.542Z,2025-06-19T15:02:40Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5775355727,141,42.1,5775355731,213,5.03,5775355725,140,43.9,5775355729,212,24.6,5775355723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823393999,29,1,1,1,28,8eab5wbcnttsiosd1o8c71gmk,1,42.5,35.5,2025-06-19T15:02:40.134Z,2025-06-19T15:02:43Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355735,56,Back,5775355737,140,44.6,5775355743,213,4.84,5775355741,212,17.3,5775355739,141,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394001,30,1,1,1,31,8eab5wbcnttsiosd1o8c71gmk,1,44.6,10.3,2025-06-19T15:02:43.047Z,2025-06-19T15:02:44Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5775355755,213,0.36,5775355747,56,Right,5775355751,141,17.0,5775355753,212,12.8,5775355749,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394003,31,1,1,1,34,8eab5wbcnttsiosd1o8c71gmk,1,60.1,6.2,2025-06-19T15:02:45.590Z,2025-06-19T15:02:47Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5775355763,141,3.5,5775355761,140,55.1,5775355759,56,Right,5775355767,213,3.48,5775355765,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394005,32,1,1,1,35,8eab5wbcnttsiosd1o8c71gmk,1,55.6,5.9,2025-06-19T15:02:47.111Z,2025-06-19T15:02:51Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5775355779,213,1.70,5775355773,140,54.1,5775355771,56,Center,5775355775,141,23.9,5775355777,212,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394007,33,1,1,1,40,8eab5wbcnttsiosd1o8c71gmk,1,55.8,23.4,2025-06-19T15:02:51.400Z,2025-06-19T15:02:54Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5775355789,212,9.3,5775355791,213,4.71,5775355783,56,Right,5775355785,140,55.8,5775355787,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394009,34,1,1,1,42,8eab5wbcnttsiosd1o8c71gmk,1,55.8,9.7,2025-06-19T15:02:54.023Z,2025-06-19T15:02:57Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5775355797,140,52.3,5775355799,141,21.6,5775355801,212,8.9,5775355803,213,2.00,5775355795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394011,35,1,1,1,45,8eab5wbcnttsiosd1o8c71gmk,1,55.1,29.5,2025-06-19T15:02:57.191Z,2025-06-19T15:02:58Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355809,140,63.4,5775355815,213,0.18,5775355807,56,Center,5775355813,212,8.9,5775355811,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394013,36,50,1,1,47,8eab5wbcnttsiosd1o8c71gmk,1,64.0,34.4,2025-06-19T15:02:58.391Z,2025-06-19T15:49:15Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5775355831,233,9,5775355821,286,,5775355819,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394015,9,7,1,1,47,8sy0cxovuxo76tuoas3uo55xj,1,36.0,65.6,2025-06-19T15:02:58.392Z,2025-06-19T15:49:14Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5775355823,56,Back,5775355827,233,36,5775355825,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394039,11,1,1,1,49,8sy0cxovuxo76tuoas3uo55xj,0,36.9,56.0,2025-06-19T15:03:00.905Z,2025-06-19T15:03:01Z,23yj26f5kapxyx90glndxs3kk,M. Glasson,,,5775355843,140,38.7,5775355841,56,Back,5775355839,155,,5775355849,213,5.28,5775355845,141,51.6,5775355847,212,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394041,37,61,1,1,50,8eab5wbcnttsiosd1o8c71gmk,1,60.6,30.6,2025-06-19T15:03:01.920Z,2025-06-19T15:03:02Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5775355851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394043,12,1,1,1,52,8sy0cxovuxo76tuoas3uo55xj,1,41.2,12.3,2025-06-19T15:03:04.041Z,2025-06-19T15:03:05Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5775355859,140,43.4,5775355863,212,15.1,5775355861,141,34.2,5775355857,56,Back,5775355865,213,1.42,5775355855,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394045,13,1,1,1,54,8sy0cxovuxo76tuoas3uo55xj,1,43.1,33.4,2025-06-19T15:03:05.304Z,2025-06-19T15:03:08Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5775355875,212,24.6,5775355869,56,Back,5775355877,213,3.69,5775355873,141,14.6,5775355871,140,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394047,14,1,1,1,57,8sy0cxovuxo76tuoas3uo55xj,1,23.8,12.6,2025-06-19T15:03:08.456Z,2025-06-19T15:03:11Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5775355887,212,17.2,5775355885,141,36.7,5775355883,140,18.8,5775355881,56,Back,5775355889,213,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394049,15,1,1,1,59,8sy0cxovuxo76tuoas3uo55xj,1,18.8,36.7,2025-06-19T15:03:11.065Z,2025-06-19T15:03:14Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5775355897,141,60.9,5775355901,213,1.50,5775355895,140,19.9,5775355893,56,Back,5775355899,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394051,16,61,1,2,5,8sy0cxovuxo76tuoas3uo55xj,1,23.3,65.4,2025-06-19T15:03:16.515Z,2025-06-19T15:03:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5775355905,56,Back,5775355925,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394053,17,5,1,2,6,8sy0cxovuxo76tuoas3uo55xj,0,57.0,102.0,2025-06-19T15:03:17.433Z,2025-06-19T15:03:20Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5775355909,56,Left,5775355911,347,,5775355923,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394055,38,5,1,2,6,8eab5wbcnttsiosd1o8c71gmk,1,43.0,-2.0,2025-06-19T15:03:17.433Z,2025-06-19T17:10:20Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5775355915,347,,5775355917,233,17,5775355913,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394077,39,1,1,2,27,8eab5wbcnttsiosd1o8c71gmk,1,40.2,0.0,2025-06-19T15:03:38.471Z,2025-06-19T15:03:44Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5775355937,141,3.8,5775355941,213,2.51,5775355949,238,,5775355935,140,35.1,5775355939,212,6.7,5775355931,107,,5775355933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823394079,40,61,1,2,30,8eab5wbcnttsiosd1o8c71gmk,1,35.9,3.4,2025-06-19T15:03:41.367Z,2025-06-19T15:03:42Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5775355947,238,,5775355945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
