id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/8/value,qualifier/9/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809226421,6,5,1,0,6,3ptum5fjcgw51mqui0gu6uuf4,1,65.6,-1.5,2025-05-03T12:00:27.803Z,2025-05-03T12:23:13Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696726899,347,,5696727245,233,5,5696726897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226499,7,1,1,0,12,3ptum5fjcgw51mqui0gu6uuf4,1,52.9,0.0,2025-05-03T12:00:34.246Z,2025-05-03T12:00:37Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5696727351,212,14.4,5696727343,107,,5696727347,140,40.5,5696727349,141,7.6,5696727353,213,2.70,5696727345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226521,8,1,1,0,14,3ptum5fjcgw51mqui0gu6uuf4,1,40.5,7.6,2025-05-03T12:00:36.448Z,2025-05-03T12:00:39Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696727491,140,78.4,5696727495,212,39.9,5696727487,157,,5696727499,1,,5696727489,56,Right,5696727497,213,6.22,5696727493,141,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226523,9,1,1,0,17,3ptum5fjcgw51mqui0gu6uuf4,0,78.7,3.8,2025-05-03T12:00:38.792Z,2025-05-03T12:00:39Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696727521,141,7.6,5696727525,213,2.15,5696727523,212,3.1,5696727517,56,Right,5696727519,140,77.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226551,7,50,1,0,19,3cbke8cbou2ms925872vk6dwx,1,20.8,87.5,2025-05-03T12:00:41.187Z,2025-05-03T12:23:10Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696727679,56,Back,5696727681,285,,5696727933,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226579,10,7,1,0,19,3ptum5fjcgw51mqui0gu6uuf4,1,79.2,12.5,2025-05-03T12:00:41.188Z,2025-05-03T12:23:10Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696727865,56,Right,5696727867,286,,5696727899,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226637,12,1,1,0,23,3ptum5fjcgw51mqui0gu6uuf4,0,74.3,8.2,2025-05-03T12:00:45.571Z,2025-05-03T12:00:47Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696728117,213,0.21,5696728109,56,Right,5696728113,141,8.6,5696728169,236,,5696728115,212,1.3,5696728111,140,75.5,5696728175,286,,5696728171,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226647,8,74,1,0,23,3cbke8cbou2ms925872vk6dwx,1,21.9,86.9,2025-05-03T12:00:45.572Z,2025-05-03T12:23:09Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696728163,285,,5696728161,56,Back,5696728191,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226653,9,43,1,0,25,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-03T12:00:47.031Z,2025-05-03T12:00:49Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696728391,144,61,5696728181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226681,13,1,1,0,25,3ptum5fjcgw51mqui0gu6uuf4,1,76.1,8.6,2025-05-03T12:00:47.586Z,2025-05-03T12:00:49Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696728323,212,7.3,5696728315,140,82.9,5696728319,141,10.7,5696728325,213,0.20,5696728313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809226725,14,1,1,0,27,3ptum5fjcgw51mqui0gu6uuf4,0,85.6,10.7,2025-05-03T12:00:49.414Z,2025-05-03T12:00:52Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5696728611,213,1.15,5696728597,155,,5696728599,56,Center,5696728609,212,29.3,5696728605,141,50.0,5696728601,140,97.1,5696728595,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227015,12,1,1,0,44,3cbke8cbou2ms925872vk6dwx,1,11.8,41.9,2025-05-03T12:01:06.179Z,2025-05-03T12:01:08Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5696730029,141,32.8,5696730031,212,6.2,5696730025,56,Back,5696730033,213,4.78,5696730027,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227061,13,1,1,0,46,3cbke8cbou2ms925872vk6dwx,1,13.3,31.5,2025-05-03T12:01:08.452Z,2025-05-03T12:01:11Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696730283,212,15.5,5696730285,213,5.83,5696730279,140,26.6,5696730281,141,21.6,5696730277,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227087,14,1,1,0,49,3cbke8cbou2ms925872vk6dwx,1,27.7,21.5,2025-05-03T12:01:11.442Z,2025-05-03T12:01:12Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5696730439,56,Back,5696730447,213,4.22,5696730441,140,23.1,5696730445,212,10.2,5696730443,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227147,15,1,1,0,50,3cbke8cbou2ms925872vk6dwx,1,23.1,8.3,2025-05-03T12:01:12.659Z,2025-05-03T12:01:18Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696730881,213,0.53,5696730879,212,54.8,5696730875,140,68.1,5696730871,157,,5696730883,1,,5696730877,141,49.1,5696730873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227167,16,1,1,0,57,3cbke8cbou2ms925872vk6dwx,1,68.1,49.1,2025-05-03T12:01:18.835Z,2025-05-03T12:01:20Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5696730999,141,56.9,5696731003,213,2.00,5696730995,56,Center,5696731001,212,5.8,5696730993,3,,5696730997,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227173,17,50,1,0,58,3cbke8cbou2ms925872vk6dwx,1,64.8,58.5,2025-05-03T12:01:19.843Z,2025-05-03T12:23:11Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5696731033,233,15,5696731027,286,,5696731025,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227169,15,7,1,0,58,3ptum5fjcgw51mqui0gu6uuf4,0,35.2,41.5,2025-05-03T12:01:19.844Z,2025-05-03T12:23:10Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5696731029,233,17,5696731007,56,Back,5696731009,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227199,18,61,1,1,1,3cbke8cbou2ms925872vk6dwx,1,57.4,63.7,2025-05-03T12:01:23.059Z,2025-05-03T12:01:23Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5696731169,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227285,17,1,1,1,2,3ptum5fjcgw51mqui0gu6uuf4,1,46.4,28.9,2025-05-03T12:01:24.062Z,2025-05-03T12:01:29Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5696731615,140,76.4,5696731611,56,Right,5696731629,213,5.87,5696731621,141,8.5,5696731625,212,34.4,5696731631,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227295,18,1,1,1,7,3ptum5fjcgw51mqui0gu6uuf4,0,67.8,7.6,2025-05-03T12:01:28.889Z,2025-05-03T12:07:27Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696766295,233,19,5696766069,141,9.0,5696766299,286,,5696731693,56,Right,5696766073,213,0.99,5696766293,236,,5696766067,140,68.4,5696766071,212,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227299,19,74,1,1,7,3cbke8cbou2ms925872vk6dwx,1,23.4,89.8,2025-05-03T12:01:28.890Z,2025-05-03T12:07:27Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5696766321,233,18,5696731709,56,Back,5696731711,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227367,21,1,1,1,8,3cbke8cbou2ms925872vk6dwx,1,24.3,86.3,2025-05-03T12:01:30.227Z,2025-05-03T12:01:33Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5696732039,56,Back,5696732047,213,0.14,5696732041,140,35.7,5696732045,212,12.1,5696732043,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227395,22,1,1,1,11,3cbke8cbou2ms925872vk6dwx,0,61.0,88.6,2025-05-03T12:01:33.555Z,2025-05-03T12:01:35Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5696732259,140,65.3,5696732263,212,24.0,5696732265,213,4.90,5696732261,141,54.0,5696732257,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227455,20,1,1,1,15,3ptum5fjcgw51mqui0gu6uuf4,1,36.4,42.1,2025-05-03T12:01:36.902Z,2025-05-03T12:01:39Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5696732617,213,5.34,5696732615,212,4.9,5696732613,141,36.3,5696732611,140,39.1,5696732609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227437,23,83,1,1,16,3cbke8cbou2ms925872vk6dwx,0,62.3,68.3,2025-05-03T12:01:38.548Z,2025-05-03T12:08:11Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5696733131,399,36gi7l0qvkbru5w6v2nym00ve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227477,21,1,1,1,18,3ptum5fjcgw51mqui0gu6uuf4,1,36.2,36.7,2025-05-03T12:01:39.792Z,2025-05-03T12:01:41Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5696732759,56,Back,5696732763,141,31.9,5696732765,212,12.2,5696732761,140,25.0,5696732767,213,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227515,22,1,1,1,20,3ptum5fjcgw51mqui0gu6uuf4,1,24.1,30.6,2025-05-03T12:01:41.823Z,2025-05-03T12:01:44Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696732959,56,Back,5696732967,213,5.15,5696732965,212,14.4,5696732963,141,11.4,5696732961,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227531,23,1,1,1,22,3ptum5fjcgw51mqui0gu6uuf4,1,34.8,7.4,2025-05-03T12:01:44.213Z,2025-05-03T12:01:45Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5696733073,140,43.3,5696733077,212,10.1,5696733079,213,0.49,5696733071,56,Back,5696733075,141,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227551,24,1,1,1,23,3ptum5fjcgw51mqui0gu6uuf4,1,43.3,14.4,2025-05-03T12:01:45.478Z,2025-05-03T12:01:47Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5696733199,140,37.5,5696733203,212,9.9,5696733233,156,,5696733205,213,2.24,5696733201,141,25.8,5696733197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227543,24,43,1,1,24,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-03T12:01:46.261Z,2025-05-03T12:08:33Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5696733437,399,36gi7l0qvkbru5w6v2nym00ve,5696773355,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227593,25,1,1,1,25,3ptum5fjcgw51mqui0gu6uuf4,1,38.3,25.0,2025-05-03T12:01:47.275Z,2025-05-03T12:01:50Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5696733429,213,3.70,5696733427,212,23.2,5696733421,56,Back,5696733425,141,6.8,5696733423,140,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227673,26,1,1,1,28,3ptum5fjcgw51mqui0gu6uuf4,1,18.5,5.5,2025-05-03T12:01:50.618Z,2025-05-03T12:01:56Z,b7594v117himyndjrpkval8us,E. Okereke,,,5696733973,56,Back,5696733977,141,23.3,5696733979,212,17.9,5696733981,213,2.40,5696733975,140,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227693,27,1,1,1,34,3ptum5fjcgw51mqui0gu6uuf4,0,9.4,35.2,2025-05-03T12:01:56.445Z,2025-05-03T12:08:49Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5696775045,155,,5696734087,1,,5696734083,212,47.8,5696734075,56,Right,5696734085,213,6.03,5696734079,140,53.4,5696734081,141,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227745,26,1,1,1,37,3cbke8cbou2ms925872vk6dwx,1,44.0,69.1,2025-05-03T12:01:59.363Z,2025-05-03T12:09:27Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5696734331,140,16.8,5696734335,212,32.5,5696779363,1,,5696734329,56,Back,5696734337,213,3.64,5696734333,141,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227751,27,43,1,1,39,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-03T12:02:01.116Z,2025-05-03T12:09:29Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5696734367,56,Back,5696779513,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227849,28,1,1,1,42,3cbke8cbou2ms925872vk6dwx,1,16.6,37.4,2025-05-03T12:02:04.515Z,2025-05-03T12:02:07Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5696734957,56,Back,5696734963,212,14.2,5696734965,213,5.33,5696734961,141,20.4,5696734959,140,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227887,29,1,1,1,46,3cbke8cbou2ms925872vk6dwx,1,27.0,22.5,2025-05-03T12:02:07.843Z,2025-05-03T12:02:09Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696735129,141,29.8,5696735131,212,6.4,5696735125,56,Back,5696735133,213,0.89,5696735127,140,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227923,30,1,1,1,47,3cbke8cbou2ms925872vk6dwx,1,32.8,31.6,2025-05-03T12:02:09.140Z,2025-05-03T12:02:11Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5696735311,212,12.2,5696735307,140,23.8,5696735309,141,20.3,5696735313,213,3.82,5696735305,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227957,31,1,1,1,49,3cbke8cbou2ms925872vk6dwx,1,24.4,21.6,2025-05-03T12:02:11.539Z,2025-05-03T12:02:14Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696735531,212,16.2,5696735525,56,Back,5696735529,141,5.5,5696735533,213,5.54,5696735527,140,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809227979,32,1,1,1,52,3cbke8cbou2ms925872vk6dwx,1,36.0,7.6,2025-05-03T12:02:14.308Z,2025-05-03T12:02:16Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696735635,140,20.0,5696735633,56,Back,5696735639,141,17.0,5696735647,213,2.78,5696735645,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228037,33,1,1,1,54,3cbke8cbou2ms925872vk6dwx,0,20.0,17.1,2025-05-03T12:02:15.989Z,2025-05-03T12:09:57Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5696735969,212,44.8,5696735973,213,0.07,5696735965,141,21.6,5696735961,56,Center,5696735975,1,,5696782333,155,,5696735963,140,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228045,28,12,1,1,56,3ptum5fjcgw51mqui0gu6uuf4,1,41.0,75.4,2025-05-03T12:02:18.518Z,2025-05-03T12:02:38Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5696735997,140,48.6,5696736001,212,13.7,5696736003,213,5.34,5696735995,56,Back,5696736039,15,,5696735999,141,59.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228127,34,1,1,1,59,3cbke8cbou2ms925872vk6dwx,1,55.5,36.4,2025-05-03T12:02:20.772Z,2025-05-03T12:02:24Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5696736449,141,29.5,5696736445,56,Center,5696736453,213,5.78,5696736447,140,63.7,5696736451,212,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228221,35,1,1,2,2,3cbke8cbou2ms925872vk6dwx,1,65.7,27.7,2025-05-03T12:02:24.052Z,2025-05-03T12:02:29Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5696736961,212,16.2,5696736957,140,77.6,5696736963,213,5.60,5696736959,141,12.6,5696736955,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228253,36,1,1,2,7,3cbke8cbou2ms925872vk6dwx,1,78.6,23.4,2025-05-03T12:02:29.555Z,2025-05-03T12:02:31Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5696737087,213,1.89,5696737085,212,14.2,5696737083,141,43.3,5696737079,56,Center,5696737081,140,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228299,37,1,1,2,9,3cbke8cbou2ms925872vk6dwx,1,74.1,44.2,2025-05-03T12:02:31.267Z,2025-05-03T12:02:34Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5696737355,140,90.5,5696737359,212,27.0,5696737357,141,74.7,5696737361,213,0.88,5696737349,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809228323,38,1,1,2,12,3cbke8cbou2ms925872vk6dwx,1,90.2,74.5,2025-05-03T12:02:34.452Z,2025-05-03T12:02:36Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5696737495,140,95.5,5696737501,213,5.45,5696737499,212,8.3,5696737493,56,Center,5696737497,141,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
