id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/8/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2822552797,7,1,1,0,24,2rdnn9p03qrmmv34tyx1nahpa,0,18.7,7.0,2025-06-14T16:02:18.462Z,2025-06-14T16:02:22Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770629537,56,Right,5770629543,212,40.2,5770629541,141,15.0,5770629545,213,0.14,5770629547,1,,5770629535,155,,5770629539,140,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552803,6,44,1,0,27,1c7dv8ays675v9kp6a04sd8pq,1,38.6,79.3,2025-06-14T16:02:21.421Z,2025-06-14T16:52:10Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770629569,56,Back,5770629601,233,8,5770629571,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552799,8,44,1,0,27,2rdnn9p03qrmmv34tyx1nahpa,0,61.4,20.7,2025-06-14T16:02:21.422Z,2025-06-14T16:52:11Z,dprt62xpys5habrdk1kg6sbu1,A. Akinyemi,,,5770629609,233,6,5770629553,286,,5770629551,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552819,7,12,1,0,28,1c7dv8ays675v9kp6a04sd8pq,1,30.6,69.9,2025-06-14T16:02:22.109Z,2025-06-14T16:11:43Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5770629637,213,0.76,5770629633,141,76.3,5770629631,140,35.0,5770629635,212,6.3,5770629629,56,Back,5770629643,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552815,9,61,1,0,30,2rdnn9p03qrmmv34tyx1nahpa,0,59.8,21.1,2025-06-14T16:02:24.014Z,2025-06-14T16:11:18Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770629619,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552873,12,61,1,0,30,1c7dv8ays675v9kp6a04sd8pq,1,41.6,81.6,2025-06-14T16:02:24.015Z,2025-06-14T16:11:21Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5770638497,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822554593,142,83,1,0,31,1c7dv8ays675v9kp6a04sd8pq,1,36.9,70.9,2025-06-14T16:02:24.884Z,2025-06-14T16:12:44Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770640011,399,a30y638aa4uo6vudqgrcjvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822554595,143,83,1,0,31,1c7dv8ays675v9kp6a04sd8pq,1,50.0,50.0,2025-06-14T16:02:24.988Z,2025-06-14T16:12:53Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770640243,399,a30y638aa4uo6vudqgrcjvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552821,10,1,1,0,32,2rdnn9p03qrmmv34tyx1nahpa,0,57.0,14.6,2025-06-14T16:02:26.054Z,2025-06-14T16:12:09Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770629647,140,58.9,5770629697,286,,5770629649,141,14.3,5770629651,212,2.0,5770629653,213,6.18,5770629693,233,8,5770629691,236,,5770629645,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552829,8,74,1,0,32,1c7dv8ays675v9kp6a04sd8pq,1,33.4,73.5,2025-06-14T16:02:26.055Z,2025-06-14T16:52:03Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5770629689,285,,5770629687,56,Back,5770629699,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552827,11,1,1,0,34,2rdnn9p03qrmmv34tyx1nahpa,0,60.5,12.6,2025-06-14T16:02:28.038Z,2025-06-14T16:12:06Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770629673,56,Right,5770629681,213,2.50,5770629675,140,58.4,5770629723,286,,5770629679,212,2.7,5770629717,236,,5770629719,233,9,5770629677,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552833,9,74,1,0,34,1c7dv8ays675v9kp6a04sd8pq,1,35.6,71.7,2025-06-14T16:02:28.039Z,2025-06-14T16:52:03Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5770629713,56,Back,5770629715,285,,5770629725,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552837,10,61,1,0,36,1c7dv8ays675v9kp6a04sd8pq,0,33.7,68.2,2025-06-14T16:02:29.989Z,2025-06-14T16:13:38Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5770629743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552835,12,1,1,0,36,2rdnn9p03qrmmv34tyx1nahpa,1,65.7,12.6,2025-06-14T16:02:30.047Z,2025-06-14T16:02:32Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770629737,212,2.7,5770629735,141,8.8,5770629739,213,4.40,5770629733,140,64.9,5770629731,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552843,13,1,1,0,38,2rdnn9p03qrmmv34tyx1nahpa,1,63.5,8.6,2025-06-14T16:02:31.982Z,2025-06-14T16:02:33Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770629779,212,1.9,5770629777,141,11.4,5770629781,213,1.68,5770629773,56,Right,5770629775,140,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552845,14,50,1,0,39,2rdnn9p03qrmmv34tyx1nahpa,1,63.8,18.6,2025-06-14T16:02:33.022Z,2025-06-14T16:02:38Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770629787,286,,5770629785,56,Right,5770629845,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552855,11,7,1,0,39,1c7dv8ays675v9kp6a04sd8pq,0,36.2,81.4,2025-06-14T16:02:33.023Z,2025-06-14T16:02:38Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5770629837,285,,5770629835,56,Back,5770629839,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552865,15,1,1,0,43,2rdnn9p03qrmmv34tyx1nahpa,1,69.7,7.6,2025-06-14T16:02:36.575Z,2025-06-14T16:02:39Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770629897,141,7.6,5770629899,212,3.4,5770629901,213,0.00,5770629895,140,72.9,5770629893,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552871,16,1,1,0,45,2rdnn9p03qrmmv34tyx1nahpa,1,75.7,8.2,2025-06-14T16:02:39.022Z,2025-06-14T16:02:41Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770629941,56,Right,5770629943,140,72.5,5770629945,141,8.6,5770629947,212,3.4,5770629949,213,3.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552881,17,1,1,0,47,2rdnn9p03qrmmv34tyx1nahpa,1,65.0,12.5,2025-06-14T16:02:41.374Z,2025-06-14T16:02:43Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770629965,56,Back,5770629969,141,12.3,5770629973,213,3.15,5770629967,140,48.2,5770629971,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552893,18,1,1,0,49,2rdnn9p03qrmmv34tyx1nahpa,1,47.0,13.7,2025-06-14T16:02:43.279Z,2025-06-14T16:02:46Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770630055,140,42.1,5770630059,212,25.8,5770630061,213,1.77,5770630053,56,Back,5770630057,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552903,19,1,1,0,52,2rdnn9p03qrmmv34tyx1nahpa,1,42.3,56.3,2025-06-14T16:02:46.222Z,2025-06-14T16:02:49Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770630103,212,12.6,5770630097,56,Back,5770630101,141,74.1,5770630105,213,1.29,5770630099,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552923,20,1,1,0,55,2rdnn9p03qrmmv34tyx1nahpa,1,46.5,87.8,2025-06-14T16:02:49.054Z,2025-06-14T16:02:51Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5770630185,212,7.3,5770630183,141,89.4,5770630181,140,53.4,5770630187,213,0.15,5770630179,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552929,21,61,1,0,58,2rdnn9p03qrmmv34tyx1nahpa,0,51.7,85.6,2025-06-14T16:02:51.614Z,2025-06-14T16:53:02Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5770630209,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552965,15,1,1,1,2,1c7dv8ays675v9kp6a04sd8pq,0,74.1,22.2,2025-06-14T16:02:56.164Z,2025-06-14T16:02:57Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5770630367,141,35.4,5770630371,213,0.41,5770630363,56,Center,5770630365,140,93.8,5770630369,212,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553005,23,1,1,1,7,2rdnn9p03qrmmv34tyx1nahpa,1,9.9,62.9,2025-06-14T16:03:00.591Z,2025-06-14T16:03:07Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5770630575,213,6.08,5770630571,141,57.8,5770630573,212,17.3,5770630567,56,Back,5770630569,140,26.0,5770630565,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553009,24,1,1,1,14,2rdnn9p03qrmmv34tyx1nahpa,1,47.4,37.9,2025-06-14T16:03:07.902Z,2025-06-14T16:03:09Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5770630593,140,41.5,5770630591,56,Back,5770630595,141,23.7,5770630599,213,4.14,5770630597,212,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553023,25,1,1,1,16,2rdnn9p03qrmmv34tyx1nahpa,1,41.8,23.0,2025-06-14T16:03:09.566Z,2025-06-14T16:03:13Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770630675,213,5.72,5770630671,141,10.1,5770630673,212,16.3,5770630667,56,Right,5770630669,140,54.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553033,26,1,1,1,19,2rdnn9p03qrmmv34tyx1nahpa,1,58.2,10.6,2025-06-14T16:03:13.278Z,2025-06-14T16:03:16Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770630721,213,2.77,5770630717,141,16.8,5770630719,212,11.6,5770630715,140,47.9,5770630713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553041,27,1,1,1,23,2rdnn9p03qrmmv34tyx1nahpa,1,47.9,18.9,2025-06-14T16:03:16.878Z,2025-06-14T16:03:19Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770630773,141,8.9,5770630771,140,58.9,5770630775,212,13.4,5770630777,213,5.75,5770630769,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553045,28,1,1,1,25,2rdnn9p03qrmmv34tyx1nahpa,1,57.9,6.8,2025-06-14T16:03:19.358Z,2025-06-14T16:03:21Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5770630797,141,15.6,5770630801,213,2.66,5770630793,56,Back,5770630795,140,46.9,5770630799,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553049,29,1,1,1,27,2rdnn9p03qrmmv34tyx1nahpa,1,46.5,18.2,2025-06-14T16:03:21.279Z,2025-06-14T16:03:23Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770630831,140,34.4,5770630833,141,48.4,5770630829,56,Back,5770630835,212,24.1,5770630837,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553073,30,1,1,1,30,2rdnn9p03qrmmv34tyx1nahpa,1,34.6,49.0,2025-06-14T16:03:23.854Z,2025-06-14T16:03:29Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770630969,141,21.0,5770630965,56,Back,5770630971,212,19.2,5770630973,213,4.83,5770630967,140,36.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553079,31,1,1,1,35,2rdnn9p03qrmmv34tyx1nahpa,1,55.3,17.6,2025-06-14T16:03:29.535Z,2025-06-14T16:03:33Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5770631003,56,Center,5770631011,213,0.37,5770631005,140,62.8,5770631009,212,8.4,5770631007,141,22.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553087,32,1,1,1,39,2rdnn9p03qrmmv34tyx1nahpa,0,72.3,14.9,2025-06-14T16:03:33.006Z,2025-06-14T16:03:34Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770631051,213,5.71,5770631043,56,Right,5770631049,212,19.4,5770631045,140,87.9,5770631047,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553097,16,5,1,1,40,1c7dv8ays675v9kp6a04sd8pq,1,15.2,101.0,2025-06-14T16:03:34.187Z,2025-06-14T16:51:47Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5770631093,347,,5770631091,56,Back,5770631111,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553089,33,5,1,1,40,2rdnn9p03qrmmv34tyx1nahpa,0,84.8,-1.0,2025-06-14T16:03:34.187Z,2025-06-14T16:03:38Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5770631055,56,Right,5770631131,233,16,5770631057,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553155,17,1,1,1,56,1c7dv8ays675v9kp6a04sd8pq,0,24.2,100.0,2025-06-14T16:03:50.277Z,2025-06-14T16:03:53Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5770631399,141,86.6,5770631395,56,Left,5770631393,107,,5770631405,1,,5770631403,213,6.03,5770631397,140,61.5,5770631401,212,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553167,34,1,1,2,1,2rdnn9p03qrmmv34tyx1nahpa,1,38.7,9.7,2025-06-14T16:03:54.847Z,2025-06-14T16:03:57Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5770631471,141,21.8,5770631473,212,9.5,5770631467,56,Back,5770631475,213,1.05,5770631477,1,,5770631469,140,43.2,5770631465,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553175,35,44,1,2,4,2rdnn9p03qrmmv34tyx1nahpa,1,40.2,30.3,2025-06-14T16:03:57.887Z,2025-06-14T16:52:11Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770631505,285,,5770631503,56,Back,5770631507,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553169,18,44,1,2,4,1c7dv8ays675v9kp6a04sd8pq,0,59.8,69.7,2025-06-14T16:03:57.888Z,2025-06-14T16:52:11Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5770631539,233,35,5770631483,56,Center,5770631485,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553187,36,1,1,2,5,2rdnn9p03qrmmv34tyx1nahpa,1,42.8,24.1,2025-06-14T16:03:58.880Z,2025-06-14T16:04:00Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5770631585,56,Back,5770631583,3,,5770631591,212,13.3,5770631593,213,1.87,5770631589,141,42.8,5770631587,140,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553191,37,44,1,2,6,2rdnn9p03qrmmv34tyx1nahpa,1,36.0,51.0,2025-06-14T16:03:59.956Z,2025-06-14T16:04:03Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5770631603,285,,5770631601,56,Back,5770631605,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553189,19,44,1,2,6,1c7dv8ays675v9kp6a04sd8pq,0,64.0,49.0,2025-06-14T16:03:59.957Z,2025-06-14T16:04:04Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5770631611,233,37,5770631597,56,Center,5770631599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553213,38,1,1,2,6,2rdnn9p03qrmmv34tyx1nahpa,1,38.7,41.8,2025-06-14T16:04:00.383Z,2025-06-14T16:04:04Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5770631701,141,40.6,5770631699,140,40.9,5770631703,212,2.4,5770631695,3,,5770631705,213,5.94,5770631697,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553215,39,1,1,2,8,2rdnn9p03qrmmv34tyx1nahpa,1,42.7,46.4,2025-06-14T16:04:01.887Z,2025-06-14T16:20:39Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5770631709,56,Back,5770631713,141,52.8,5770631711,140,49.1,5770631715,212,8.0,5770631717,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553211,20,83,1,2,9,1c7dv8ays675v9kp6a04sd8pq,0,48.0,24.7,2025-06-14T16:04:02.877Z,2025-06-14T16:21:00Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5770631723,399,7hr8mxix88otsvgitsv184g0k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822553223,21,45,1,2,9,1c7dv8ays675v9kp6a04sd8pq,0,44.6,42.2,2025-06-14T16:04:03.065Z,2025-06-14T16:52:08Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5770649593,56,Back,5770649595,285,,5770649641,233,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
