id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2822552473,5,7,1,0,23,ea3yd0dgq6uy6pupkpn17j5xg,1,15.9,85.4,2025-06-14T16:00:32.406Z,2025-06-14T16:59:37Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5770627889,233,7,5770627883,285,,5770627881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822554511,98,12,1,0,25,ea3yd0dgq6uy6pupkpn17j5xg,1,15.4,84.2,2025-06-14T16:00:34.169Z,2025-06-14T16:12:17Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770639527,212,9.9,5770639523,140,23.1,5770639525,141,92.6,5770639521,56,Back,5770639529,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552489,8,1,1,0,27,7efqk7uh63928il0yffxijnv7,0,82.1,5.8,2025-06-14T16:00:36.842Z,2025-06-14T16:12:30Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770627965,213,0.99,5770627959,140,84.5,5770627961,141,11.5,5770627963,212,4.6,5770627957,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552487,7,61,1,0,28,ea3yd0dgq6uy6pupkpn17j5xg,1,14.5,91.0,2025-06-14T16:00:37.750Z,2025-06-14T16:12:34Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5770627955,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552491,8,5,1,0,29,ea3yd0dgq6uy6pupkpn17j5xg,0,20.8,101.6,2025-06-14T16:00:38.470Z,2025-06-14T16:00:42Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5770627971,56,Back,5770627985,233,9,5770627973,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552493,9,5,1,0,29,7efqk7uh63928il0yffxijnv7,1,79.2,-1.6,2025-06-14T16:00:38.470Z,2025-06-14T17:02:18Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770627979,233,8,5770627977,347,,5770627975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552499,10,1,1,0,31,7efqk7uh63928il0yffxijnv7,1,77.4,0.0,2025-06-14T16:00:40.090Z,2025-06-14T16:00:42Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770628013,107,,5770628017,140,62.5,5770628015,56,Right,5770628021,212,16.2,5770628019,141,4.9,5770628023,213,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552505,11,1,1,0,34,7efqk7uh63928il0yffxijnv7,1,62.8,4.4,2025-06-14T16:00:42.875Z,2025-06-14T16:00:48Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5770628053,212,19.9,5770628057,213,0.05,5770628047,140,81.7,5770628043,155,,5770628045,56,Right,5770628049,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552509,12,3,1,0,39,7efqk7uh63928il0yffxijnv7,0,87.5,7.0,2025-06-14T16:00:48.394Z,2025-06-14T16:13:05Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770628061,56,Right,5770640503,286,,5770640589,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552511,9,56,1,0,39,ea3yd0dgq6uy6pupkpn17j5xg,1,5.5,90.0,2025-06-14T16:00:48.767Z,2025-06-14T16:00:48Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770628067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552529,10,5,1,0,40,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.3,90.3,2025-06-14T16:00:49.274Z,2025-06-14T17:02:19Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770628153,233,13,5770628149,346,,5770628147,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552513,13,5,1,0,40,7efqk7uh63928il0yffxijnv7,0,101.3,9.7,2025-06-14T16:00:49.274Z,2025-06-14T17:02:19Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770628073,56,Right,5770628157,233,10,5770628075,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552533,11,1,1,0,53,ea3yd0dgq6uy6pupkpn17j5xg,1,4.1,53.3,2025-06-14T16:01:02.262Z,2025-06-14T16:13:15Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5770628189,213,0.97,5770628187,212,12.3,5770628183,140,10.7,5770640787,189,,5770628193,237,,5770628181,56,Back,5770628185,141,68.2,5770628179,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552543,12,1,1,0,54,ea3yd0dgq6uy6pupkpn17j5xg,1,12.1,69.3,2025-06-14T16:01:03.430Z,2025-06-14T16:01:07Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5770628229,213,0.65,5770628227,212,14.8,5770628223,140,23.3,5770628221,56,Back,5770628225,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552557,13,1,1,0,58,ea3yd0dgq6uy6pupkpn17j5xg,1,26.4,81.1,2025-06-14T16:01:07.622Z,2025-06-14T16:01:10Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5770628273,140,22.6,5770628277,212,29.8,5770628271,56,Back,5770628275,141,37.6,5770628279,213,4.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552559,14,1,1,1,1,ea3yd0dgq6uy6pupkpn17j5xg,1,24.6,34.3,2025-06-14T16:01:09.990Z,2025-06-14T16:01:12Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5770628289,56,Back,5770628297,213,5.00,5770628293,141,15.2,5770628291,140,28.3,5770628295,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552563,15,1,1,1,3,ea3yd0dgq6uy6pupkpn17j5xg,1,28.8,16.2,2025-06-14T16:01:12.278Z,2025-06-14T16:01:15Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5770628329,213,5.74,5770628323,140,41.5,5770628327,212,15.6,5770628321,56,Back,5770628325,141,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552569,16,1,1,1,6,ea3yd0dgq6uy6pupkpn17j5xg,1,41.5,4.3,2025-06-14T16:01:15.799Z,2025-06-14T16:01:16Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5770628341,56,Back,5770628345,141,10.0,5770628343,140,28.7,5770628347,212,14.0,5770628349,213,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552571,17,1,1,1,7,ea3yd0dgq6uy6pupkpn17j5xg,1,28.7,11.0,2025-06-14T16:01:16.646Z,2025-06-14T16:01:18Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5770628369,212,12.7,5770628371,213,1.85,5770628365,140,25.4,5770628367,141,28.9,5770628363,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552585,18,1,1,1,9,ea3yd0dgq6uy6pupkpn17j5xg,1,24.3,34.9,2025-06-14T16:01:18.103Z,2025-06-14T16:01:21Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5770628447,140,24.9,5770628445,56,Back,5770628449,141,65.5,5770628451,212,20.8,5770628453,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552605,19,1,1,1,12,ea3yd0dgq6uy6pupkpn17j5xg,1,29.3,71.8,2025-06-14T16:01:21.223Z,2025-06-14T16:01:24Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5770628545,140,38.7,5770628547,141,94.1,5770628543,56,Back,5770628551,213,0.99,5770628549,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552623,20,1,1,1,15,ea3yd0dgq6uy6pupkpn17j5xg,1,35.4,92.3,2025-06-14T16:01:24.743Z,2025-06-14T16:01:27Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770628615,213,3.57,5770628609,140,26.8,5770628611,141,86.2,5770628613,212,9.9,5770628607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552633,21,1,1,1,18,ea3yd0dgq6uy6pupkpn17j5xg,1,27.6,78.8,2025-06-14T16:01:27.542Z,2025-06-14T16:01:31Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5770628657,56,Back,5770628663,212,18.4,5770628665,213,4.63,5770628661,141,51.8,5770628659,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552639,22,1,1,1,22,ea3yd0dgq6uy6pupkpn17j5xg,1,27.5,44.8,2025-06-14T16:01:31.078Z,2025-06-14T16:01:34Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5770628689,140,30.2,5770628693,212,14.4,5770628687,56,Back,5770628691,141,24.1,5770628695,213,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552645,23,1,1,1,25,ea3yd0dgq6uy6pupkpn17j5xg,1,31.6,22.7,2025-06-14T16:01:34.119Z,2025-06-14T16:14:09Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5770628741,212,19.0,5770628739,141,7.6,5770628743,213,5.71,5770628737,140,46.8,5770628735,56,Back,5770641803,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552647,24,1,1,1,28,ea3yd0dgq6uy6pupkpn17j5xg,0,46.8,7.6,2025-06-14T16:01:36.870Z,2025-06-14T16:01:37Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5770628749,56,Right,5770628751,140,63.6,5770628755,212,19.8,5770628757,213,0.47,5770628753,141,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552659,15,1,1,1,29,7efqk7uh63928il0yffxijnv7,1,32.4,80.6,2025-06-14T16:01:38.541Z,2025-06-14T16:01:40Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5770628805,140,33.8,5770628807,141,95.4,5770628803,56,Back,5770628811,213,1.43,5770628809,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552665,16,1,1,1,31,7efqk7uh63928il0yffxijnv7,1,33.9,95.1,2025-06-14T16:01:40.171Z,2025-06-14T16:01:43Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5770628847,213,3.27,5770628843,141,90.9,5770628839,56,Back,5770628841,140,12.3,5770628845,212,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552669,17,1,1,1,34,7efqk7uh63928il0yffxijnv7,1,12.3,90.9,2025-06-14T16:01:43.515Z,2025-06-14T16:01:45Z,913e8yevkhhhegjun1elcc161,A. Ramsay,,,5770628879,140,24.1,5770628883,212,13.0,5770628885,213,0.30,5770628881,141,96.6,5770628877,56,Back,5770628875,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552671,18,61,1,1,36,7efqk7uh63928il0yffxijnv7,0,24.1,96.6,2025-06-14T16:01:45.610Z,2025-06-14T16:01:45Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5770628889,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555129,117,3,1,1,37,ea3yd0dgq6uy6pupkpn17j5xg,1,61.2,5.2,2025-06-14T16:01:46.473Z,2025-06-14T16:45:04Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5770643281,233,119,5770642839,56,Right,5770642841,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822555143,119,45,1,1,37,7efqk7uh63928il0yffxijnv7,0,38.8,94.8,2025-06-14T16:01:46.473Z,2025-06-14T16:45:04Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5770643277,56,Back,5770643285,233,117,5770643279,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552675,26,1,1,1,39,ea3yd0dgq6uy6pupkpn17j5xg,1,53.6,20.9,2025-06-14T16:01:47.879Z,2025-06-14T16:01:49Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5770628903,213,2.61,5770628901,212,27.3,5770628899,141,41.2,5770628895,56,Back,5770628897,140,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552689,27,1,1,1,40,ea3yd0dgq6uy6pupkpn17j5xg,1,35.8,40.0,2025-06-14T16:01:49.542Z,2025-06-14T16:01:55Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5770628975,213,1.02,5770628971,141,88.7,5770628967,56,Left,5770628977,1,,5770628973,212,38.8,5770628969,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552691,28,1,1,1,46,ea3yd0dgq6uy6pupkpn17j5xg,0,70.6,93.8,2025-06-14T16:01:55.606Z,2025-06-14T16:01:55Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770628991,212,3.1,5770628985,56,Left,5770628981,2,,5770628993,213,5.49,5770628983,155,,5770628987,140,72.7,5770628989,141,90.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552705,19,61,1,1,50,7efqk7uh63928il0yffxijnv7,1,17.7,18.6,2025-06-14T16:01:59.138Z,2025-06-14T16:01:59Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5770629055,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552741,29,1,1,1,53,ea3yd0dgq6uy6pupkpn17j5xg,1,90.5,24.1,2025-06-14T16:02:02.743Z,2025-06-14T16:02:05Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5770629213,212,18.9,5770629211,141,51.0,5770629209,140,85.8,5770629215,213,1.83,5770629205,155,,5770629207,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552745,30,1,1,1,56,ea3yd0dgq6uy6pupkpn17j5xg,1,85.7,51.2,2025-06-14T16:02:05.750Z,2025-06-14T16:02:07Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5770629243,141,40.7,5770629247,213,3.75,5770629245,212,12.4,5770629241,140,76.0,5770629239,56,Center,5770629237,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552751,31,1,1,1,58,ea3yd0dgq6uy6pupkpn17j5xg,1,75.1,39.8,2025-06-14T16:02:07.030Z,2025-06-14T16:02:27Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5770629265,56,Right,5770629271,212,20.2,5770629267,140,86.0,5770629273,213,5.31,5770629269,141,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552761,32,1,1,1,59,ea3yd0dgq6uy6pupkpn17j5xg,0,89.0,23.1,2025-06-14T16:02:08.646Z,2025-06-14T16:16:18Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5770629299,140,89.3,5770629303,212,9.5,5770629301,141,37.1,5770629293,2,,5770629297,56,Center,5770629305,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552771,20,61,1,2,2,7efqk7uh63928il0yffxijnv7,1,13.0,72.7,2025-06-14T16:02:11.354Z,2025-06-14T16:02:11Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5770629357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552775,33,15,1,2,3,ea3yd0dgq6uy6pupkpn17j5xg,1,84.0,64.0,2025-06-14T16:02:12.422Z,2025-06-14T16:17:11Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5770629473,146,98.5,5770629475,147,51.6,5770629471,458,,5770629367,56,Center,5770629363,22,,5770629463,102,53.9,5770629465,103,3.2,5770645127,64,,5770629459,20,5770629461,76,5770629469,328,5770629487,233,21,,,,,,,,,,,,,,,,,,,,,
2822552779,21,10,1,2,3,7efqk7uh63928il0yffxijnv7,1,2.9,47.5,2025-06-14T16:02:12.522Z,2025-06-14T16:17:15Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5770629395,56,Back,5770645175,177,,5770629393,182,,5770629511,233,33,5770629413,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552841,22,1,1,2,22,7efqk7uh63928il0yffxijnv7,1,12.3,46.6,2025-06-14T16:02:31.083Z,2025-06-14T16:18:09Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5770629767,212,20.4,5770629763,140,24.9,5770629759,123,,5770629761,56,Back,5770629765,141,23.7,5770629769,213,5.42,5770646103,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822552853,23,1,1,2,23,7efqk7uh63928il0yffxijnv7,1,24.9,23.7,2025-06-14T16:02:32.779Z,2025-06-14T16:02:34Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5770629821,56,Back,5770629825,141,37.1,5770629823,140,29.7,5770629827,212,10.4,5770629829,213,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
