id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2796147513,6,5,1,0,8,duspptyvnr5kpx2iko5gerhnz,1,72.9,-2.0,2025-04-05T14:00:27.240Z,2025-04-05T16:14:01Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624639121,233,5,5624639081,56,Right,5624639083,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796147671,7,1,1,0,11,duspptyvnr5kpx2iko5gerhnz,1,72.5,0.0,2025-04-05T14:00:29.894Z,2025-04-05T14:00:34Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5624639823,141,6.8,5624639817,56,Right,5624639815,107,,5624639819,140,61.1,5624639831,213,2.68,5624639827,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796147771,8,1,1,0,15,duspptyvnr5kpx2iko5gerhnz,1,61.1,6.8,2025-04-05T14:00:34.693Z,2025-04-05T14:00:37Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5624640343,212,32.0,5624640339,140,45.5,5624640341,141,47.2,5624640345,213,2.11,5624640337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796147871,9,1,1,0,18,duspptyvnr5kpx2iko5gerhnz,1,43.5,53.4,2025-04-05T14:00:37.253Z,2025-04-05T14:51:22Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624640813,56,Left,5624640827,212,27.5,5624640831,213,1.18,5624640823,141,90.8,5624640817,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796147963,10,1,1,0,21,duspptyvnr5kpx2iko5gerhnz,1,48.1,89.1,2025-04-05T14:00:40.486Z,2025-04-05T14:00:43Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624641283,212,23.1,5624641281,141,72.4,5624641285,213,3.65,5624641277,140,28.9,5624641275,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148115,11,1,1,0,24,duspptyvnr5kpx2iko5gerhnz,1,29.0,72.3,2025-04-05T14:00:42.853Z,2025-04-05T14:00:47Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624641963,213,4.58,5624641957,140,26.7,5624641961,212,19.0,5624641953,56,Back,5624641959,141,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148191,12,1,1,0,28,duspptyvnr5kpx2iko5gerhnz,0,27.0,44.6,2025-04-05T14:00:47.653Z,2025-04-05T14:00:50Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624642311,155,,5624642323,1,,5624642317,141,10.9,5624642315,140,75.7,5624642319,212,56.0,5624642321,213,5.86,5624642313,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148237,6,12,1,0,31,cy6zs39z79dcfbr4xzkp38z7q,1,18.9,87.1,2025-04-05T14:00:50.662Z,2025-04-05T14:01:26Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5624642513,213,0.35,5624642503,140,33.5,5624642509,212,16.3,5624642507,141,95.4,5624642583,15,,5624642499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148461,13,1,1,0,37,duspptyvnr5kpx2iko5gerhnz,1,62.4,7.4,2025-04-05T14:00:55.910Z,2025-04-05T14:00:58Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624643605,141,6.7,5624643607,212,6.8,5624643609,213,3.21,5624643601,56,Right,5624643603,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148607,14,1,1,0,39,duspptyvnr5kpx2iko5gerhnz,1,55.9,6.7,2025-04-05T14:00:58.198Z,2025-04-05T14:01:01Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624644341,213,1.93,5624644333,140,45.8,5624644335,141,48.8,5624644329,56,Back,5624644337,212,30.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148763,15,1,1,0,42,duspptyvnr5kpx2iko5gerhnz,1,45.4,45.2,2025-04-05T14:01:01.686Z,2025-04-05T14:01:06Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624645093,141,28.6,5624645091,140,32.1,5624645095,212,18.0,5624645097,213,3.82,5624645089,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796148897,16,1,1,0,47,duspptyvnr5kpx2iko5gerhnz,1,32.9,32.4,2025-04-05T14:01:06.214Z,2025-04-05T14:01:10Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624645721,212,35.7,5624645719,141,79.3,5624645725,1,,5624645723,213,1.11,5624645717,140,48.1,5624645715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149027,17,1,1,0,52,duspptyvnr5kpx2iko5gerhnz,1,50.1,73.6,2025-04-05T14:01:10.790Z,2025-04-05T14:01:15Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624646355,141,66.4,5624646357,212,20.1,5624646353,140,31.5,5624646359,213,3.39,5624646351,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149109,18,1,1,0,56,duspptyvnr5kpx2iko5gerhnz,1,31.7,74.5,2025-04-05T14:01:14.934Z,2025-04-05T14:01:17Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624646707,140,70.0,5624646705,56,Center,5624646719,1,,5624646715,213,6.14,5624646703,155,,5624646711,212,40.6,5624646709,141,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149263,19,2,1,0,58,duspptyvnr5kpx2iko5gerhnz,1,70.5,66.1,2025-04-05T14:01:17.382Z,2025-04-05T14:01:52Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5624648637,56,Center,5624651081,7,6zw6j1zpm7vs8zkx5z6enqpgq,5624647427,141,64.5,5624647425,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796149455,7,55,1,0,58,cy6zs39z79dcfbr4xzkp38z7q,1,27.9,39.1,2025-04-05T14:01:17.383Z,2025-04-05T16:13:22Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5624648575,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150405,8,1,1,1,28,cy6zs39z79dcfbr4xzkp38z7q,1,26.0,37.9,2025-04-05T14:01:47.639Z,2025-04-05T14:01:50Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5624653077,1,,5624653061,5,,5624653075,213,0.57,5624653067,56,Center,5624653071,141,74.7,5624653065,241,,5624653069,140,62.9,5624653063,157,,5624653073,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150417,9,44,1,1,31,cy6zs39z79dcfbr4xzkp38z7q,1,67.6,68.1,2025-04-05T14:01:50.486Z,2025-04-05T16:13:40Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624653111,56,Center,5624653113,286,,5624653575,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150467,21,44,1,1,31,duspptyvnr5kpx2iko5gerhnz,0,32.4,31.9,2025-04-05T14:01:50.487Z,2025-04-05T16:13:41Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624653371,285,,5624653367,56,Back,5624653595,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150429,10,1,1,1,31,cy6zs39z79dcfbr4xzkp38z7q,0,62.9,74.7,2025-04-05T14:01:50.598Z,2025-04-05T15:05:17Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5624653191,212,8.2,5624653183,168,,5624653189,141,73.9,5624653187,140,70.7,5624653185,56,Center,5624653193,213,6.22,5624653181,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150589,22,1,1,1,34,duspptyvnr5kpx2iko5gerhnz,1,21.4,35.8,2025-04-05T14:01:53.637Z,2025-04-05T14:01:55Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624653833,213,5.90,5624653831,212,20.4,5624653825,140,39.4,5624653829,141,24.7,5624653821,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150601,23,44,1,1,35,duspptyvnr5kpx2iko5gerhnz,1,40.8,24.7,2025-04-05T14:01:54.740Z,2025-04-05T16:13:41Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5624653923,233,11,5624653891,285,,5624653887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150581,11,44,1,1,35,cy6zs39z79dcfbr4xzkp38z7q,0,59.2,75.3,2025-04-05T14:01:54.741Z,2025-04-05T16:13:41Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5624653943,233,23,5624653791,286,,5624653787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150637,24,1,1,1,36,duspptyvnr5kpx2iko5gerhnz,0,39.4,24.7,2025-04-05T14:01:55.253Z,2025-04-05T14:01:56Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5624654087,141,35.1,5624654085,140,38.7,5624654081,3,,5624654091,213,1.67,5624654083,56,Back,5624654089,212,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150689,25,1,1,1,38,duspptyvnr5kpx2iko5gerhnz,0,35.1,36.7,2025-04-05T14:01:57.348Z,2025-04-05T14:01:59Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624654371,233,12,5624654331,140,37.6,5624654335,212,4.2,5624654337,213,5.39,5624654379,286,,5624654333,141,31.9,5624654369,236,,5624654329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150669,12,74,1,1,38,cy6zs39z79dcfbr4xzkp38z7q,1,58.0,70.5,2025-04-05T14:01:57.349Z,2025-04-05T15:06:58Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5624654245,285,,5624654243,56,Center,5624654469,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150707,13,4,1,1,39,cy6zs39z79dcfbr4xzkp38z7q,1,62.0,68.0,2025-04-05T14:01:58.774Z,2025-04-05T16:13:09Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5624654771,294,,5624654775,152,,5624654781,286,,5624654773,56,Center,5624654769,13,,5624655893,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796150797,26,4,1,1,39,duspptyvnr5kpx2iko5gerhnz,0,38.0,32.0,2025-04-05T14:01:58.775Z,2025-04-05T16:13:09Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5624655819,285,,5624655813,294,,5624655811,13,,5624656363,233,13,5624655817,152,,5624655815,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151417,14,1,1,1,53,cy6zs39z79dcfbr4xzkp38z7q,1,53.7,59.9,2025-04-05T14:02:12.038Z,2025-04-05T14:02:14Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5624657883,56,Center,5624657889,212,4.2,5624657891,213,5.78,5624657879,5,,5624657881,152,,5624657885,140,57.2,5624657887,141,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151469,15,1,1,1,55,cy6zs39z79dcfbr4xzkp38z7q,1,57.2,56.9,2025-04-05T14:02:14.229Z,2025-04-05T14:02:15Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5624658125,213,2.97,5624658189,156,,5624658117,56,Back,5624658123,212,24.5,5624658119,140,34.2,5624658121,141,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151851,16,1,1,2,2,cy6zs39z79dcfbr4xzkp38z7q,1,24.4,67.5,2025-04-05T14:02:20.838Z,2025-04-05T14:02:25Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5624660073,212,21.0,5624660071,141,36.7,5624660067,56,Back,5624660075,213,4.75,5624660069,140,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796151901,17,1,1,2,6,cy6zs39z79dcfbr4xzkp38z7q,0,24.7,17.9,2025-04-05T14:02:25.222Z,2025-04-05T14:02:27Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624660343,56,Right,5624660353,1,,5624660349,212,37.6,5624660351,213,6.25,5624660341,155,,5624660345,140,60.5,5624660347,141,15.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152083,27,12,1,2,8,duspptyvnr5kpx2iko5gerhnz,1,26.9,82.0,2025-04-05T14:02:27.510Z,2025-04-05T14:02:40Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5624661177,56,Center,5624661193,213,6.11,5624661187,212,45.6,5624661183,141,70.5,5624661179,140,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152115,18,1,1,2,12,cy6zs39z79dcfbr4xzkp38z7q,0,27.0,31.6,2025-04-05T14:02:31.238Z,2025-04-05T15:07:49Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5624661311,212,15.6,5624661309,141,16.7,5625438103,1,,5624661307,140,38.3,5625438097,157,,5624661305,56,Back,5624661313,213,5.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152163,28,1,1,2,13,duspptyvnr5kpx2iko5gerhnz,0,38.4,90.0,2025-04-05T14:02:32.069Z,2025-04-05T14:02:33Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5624661545,212,6.8,5624661547,213,4.80,5624661541,140,39.0,5624661539,56,Back,5624661543,141,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152235,19,1,1,2,14,cy6zs39z79dcfbr4xzkp38z7q,1,36.3,23.4,2025-04-05T14:02:33.718Z,2025-04-05T14:02:35Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5624661911,56,Back,5624661915,141,24.7,5624661917,212,8.0,5624661913,140,28.7,5624661919,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152289,20,1,1,2,16,cy6zs39z79dcfbr4xzkp38z7q,1,29.6,20.0,2025-04-05T14:02:35.414Z,2025-04-05T14:02:36Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5624662205,141,6.1,5624662201,56,Back,5624662213,213,5.17,5624662209,212,10.5,5624662203,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152455,21,1,1,2,17,cy6zs39z79dcfbr4xzkp38z7q,1,34.0,6.1,2025-04-05T14:02:36.502Z,2025-04-05T14:02:39Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5624663003,141,20.1,5624662999,56,Back,5624663007,213,2.53,5624663005,212,16.6,5624663001,140,21.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152669,22,1,1,2,20,cy6zs39z79dcfbr4xzkp38z7q,1,21.1,20.1,2025-04-05T14:02:39.253Z,2025-04-05T14:02:43Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5624663999,140,6.0,5624664015,141,46.9,5624664019,212,24.2,5624664021,213,2.29,5624663991,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152779,23,1,1,2,24,cy6zs39z79dcfbr4xzkp38z7q,1,6.0,46.9,2025-04-05T14:02:43.350Z,2025-04-05T14:02:45Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,,5624664443,141,81.8,5624664439,56,Back,5624664449,213,1.34,5624664441,140,11.2,5624664445,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152869,24,1,1,2,26,cy6zs39z79dcfbr4xzkp38z7q,0,11.9,83.6,2025-04-05T14:02:45.269Z,2025-04-05T14:02:47Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5624664995,56,Back,5624665003,212,26.2,5624665001,141,94.4,5624665007,213,0.28,5624664999,140,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796152935,29,8,1,2,29,duspptyvnr5kpx2iko5gerhnz,1,52.9,10.7,2025-04-05T14:02:48.534Z,2025-04-05T14:02:48Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5624665333,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153189,31,1,1,2,31,duspptyvnr5kpx2iko5gerhnz,1,52.7,14.9,2025-04-05T14:02:50.550Z,2025-04-05T14:02:54Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5624666639,56,Back,5624666643,141,6.2,5624666645,212,24.6,5624666647,213,3.38,5624666641,140,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153243,32,1,1,2,35,duspptyvnr5kpx2iko5gerhnz,1,30.0,6.2,2025-04-05T14:02:54.230Z,2025-04-05T14:02:55Z,7zztpnbw4cfyw6q231nqy8nv9,M. Niemi,,,5624666815,56,Back,5624666827,141,15.9,5624666845,213,2.02,5624666819,140,27.0,5624666837,212,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796153333,33,1,1,2,36,duspptyvnr5kpx2iko5gerhnz,1,27.0,15.9,2025-04-05T14:02:55.413Z,2025-04-05T14:02:58Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5624667349,140,31.7,5624667353,212,8.9,5624667347,56,Back,5624667355,213,5.30,5624667351,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
