id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/15/value
2820358207,11,1,1,1,17,1c7dv8ays675v9kp6a04sd8pq,1,73.7,5.9,2025-05-31T16:01:35.616Z,2025-05-31T16:01:37Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5758289469,56,Center,5758289473,141,23.0,5758289475,212,11.7,5758289471,140,75.1,5758289477,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358215,12,1,1,1,18,1c7dv8ays675v9kp6a04sd8pq,1,75.1,23.0,2025-05-31T16:01:37.248Z,2025-05-31T16:01:38Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5758289511,141,9.1,5758289509,140,92.2,5758289515,213,5.80,5758289513,212,20.3,5758289507,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358229,13,1,1,1,20,1c7dv8ays675v9kp6a04sd8pq,1,92.2,9.1,2025-05-31T16:01:38.592Z,2025-05-31T16:01:59Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,1.0,5758289589,141,30.7,5758290051,154,,5758289585,56,Center,5758290045,210,13,5758289591,212,16.6,5758289593,213,2.05,5758289587,140,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358231,14,13,1,1,22,1c7dv8ays675v9kp6a04sd8pq,1,89.8,33.6,2025-05-31T16:01:40.753Z,2025-05-31T16:16:12Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5758289597,22,,5758290077,103,11.1,5758289601,56,Center,5758290071,55,13,5758290065,73,,5758290069,154,,5758290067,29,,5758289941,20,,5758290081,231,47.1,5758290079,230,98.8,5758289599,63,5758290075,102,59.8,,,,,,,,,,,,,,,,
2820358243,9,5,1,1,23,303582z192rnbr2x28o2t7u38,1,-0.6,37.2,2025-05-31T16:01:42.179Z,2025-05-31T18:04:40Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5758289661,56,Back,5758289671,233,15,5758289663,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358245,15,5,1,1,23,1c7dv8ays675v9kp6a04sd8pq,0,100.6,62.8,2025-05-31T16:01:42.179Z,2025-05-31T18:04:40Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5758289667,346,,5758289665,56,Center,5758289675,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358351,10,1,1,1,43,303582z192rnbr2x28o2t7u38,1,1.9,50.6,2025-05-31T16:02:02.373Z,2025-05-31T16:02:04Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,5758290231,141,80.8,5758290229,140,22.8,5758290225,124,,5758290233,212,30.1,5758290227,56,Back,5758290239,237,,5758290235,213,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358361,11,1,1,1,45,303582z192rnbr2x28o2t7u38,1,20.4,78.2,2025-05-31T16:02:04.324Z,2025-05-31T16:02:05Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758290275,212,14.6,5758290273,141,89.9,5758290269,56,Back,5758290277,213,0.57,5758290271,140,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358371,12,1,1,1,47,303582z192rnbr2x28o2t7u38,1,36.6,89.3,2025-05-31T16:02:05.619Z,2025-05-31T16:02:07Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758290319,141,72.3,5758290321,212,17.6,5758290313,56,Back,5758290317,140,24.0,5758290323,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358377,13,1,1,1,48,303582z192rnbr2x28o2t7u38,1,23.2,65.7,2025-05-31T16:02:07.075Z,2025-05-31T16:02:08Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758290347,140,24.3,5758290353,213,4.77,5758290351,212,18.9,5758290349,141,37.9,5758290345,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358403,14,1,1,1,50,303582z192rnbr2x28o2t7u38,1,24.1,40.3,2025-05-31T16:02:08.788Z,2025-05-31T16:02:13Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5758290503,56,Back,5758290511,213,1.83,5758290509,212,13.4,5758290505,140,20.8,5758290507,141,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358421,15,1,1,1,54,303582z192rnbr2x28o2t7u38,1,32.3,72.1,2025-05-31T16:02:13.460Z,2025-05-31T16:02:16Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758290603,212,12.4,5758290605,213,1.86,5758290597,56,Back,5758290601,141,89.6,5758290599,140,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358435,16,1,1,1,57,303582z192rnbr2x28o2t7u38,1,27.2,80.5,2025-05-31T16:02:16.052Z,2025-05-31T16:02:19Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758290691,141,73.0,5758290687,56,Back,5758290693,212,6.1,5758290689,140,24.1,5758290695,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358457,17,1,1,2,0,303582z192rnbr2x28o2t7u38,1,25.5,72.9,2025-05-31T16:02:18.964Z,2025-05-31T16:02:22Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758290785,213,1.31,5758290779,141,90.5,5758290783,212,12.4,5758290775,56,Back,5758290777,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358471,18,1,1,2,3,303582z192rnbr2x28o2t7u38,1,32.6,91.8,2025-05-31T16:02:21.972Z,2025-05-31T16:02:25Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758290893,212,11.3,5758290895,213,4.27,5758290889,140,28.0,5758290891,141,76.7,5758290887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358487,19,1,1,2,6,303582z192rnbr2x28o2t7u38,1,29.7,78.7,2025-05-31T16:02:25.540Z,2025-05-31T16:02:29Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5758290987,140,36.7,5758290997,213,0.95,5758290991,141,93.9,5758290995,212,12.7,5758290983,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358501,20,1,1,2,10,303582z192rnbr2x28o2t7u38,0,56.4,93.6,2025-05-31T16:02:28.948Z,2025-05-31T16:02:31Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758291051,56,Left,5758291057,212,8.7,5758291053,140,57.2,5758291055,141,80.9,5758291059,213,4.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358509,21,4,1,2,12,303582z192rnbr2x28o2t7u38,1,61.8,77.6,2025-05-31T16:02:30.959Z,2025-05-31T16:02:36Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5758291127,265,,5758291131,233,16,5758291123,56,Center,5758291121,13,,5758291129,286,,5758291125,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358505,16,4,1,2,12,1c7dv8ays675v9kp6a04sd8pq,0,38.2,22.4,2025-05-31T16:02:30.960Z,2025-05-31T16:02:35Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5758291099,285,,5758291095,152,,5758291091,13,,5758291165,233,21,5758291093,56,Back,5758291097,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358555,22,1,1,2,20,303582z192rnbr2x28o2t7u38,1,57.2,78.1,2025-05-31T16:02:39.332Z,2025-05-31T16:18:01Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758291349,141,89.1,5758291345,56,Left,5758291351,212,25.3,5758291341,5,,5758311671,189,,5758291353,213,0.30,5758291343,152,,5758291347,140,80.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358557,23,61,1,2,22,303582z192rnbr2x28o2t7u38,1,79.5,89.1,2025-05-31T16:02:40.627Z,2025-05-31T16:02:41Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758291359,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358577,24,1,1,2,25,303582z192rnbr2x28o2t7u38,0,94.4,73.6,2025-05-31T16:02:43.732Z,2025-05-31T16:02:45Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,5758291467,213,3.90,5758291463,141,71.1,5758291459,56,Center,5758291481,233,17,5758291461,140,92.7,5758291465,212,2.5,5758291485,286,,5758291479,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358581,17,74,1,2,25,1c7dv8ays675v9kp6a04sd8pq,1,5.2,26.8,2025-05-31T16:02:43.733Z,2025-05-31T18:05:02Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5758291475,56,Back,5758291477,285,,5758291487,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358589,25,83,1,2,27,303582z192rnbr2x28o2t7u38,0,85.4,83.2,2025-05-31T16:02:46.516Z,2025-05-31T16:02:48Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758291573,399,2vvnbkdgeje34aivohozzvm5l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358605,19,1,1,2,29,1c7dv8ays675v9kp6a04sd8pq,1,10.1,12.6,2025-05-31T16:02:47.905Z,2025-05-31T16:02:49Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,5758291593,140,6.4,5758291599,213,2.22,5758291595,141,20.1,5758291591,56,Back,5758291597,212,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358641,20,1,1,2,30,1c7dv8ays675v9kp6a04sd8pq,1,6.4,20.1,2025-05-31T16:02:49.217Z,2025-05-31T16:02:53Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758291737,212,30.1,5758291729,157,,5758291733,140,35.0,5758291741,1,,5758291731,56,Back,5758291735,141,22.8,5758291739,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358633,26,83,1,2,34,303582z192rnbr2x28o2t7u38,0,66.5,66.7,2025-05-31T16:02:52.724Z,2025-05-31T16:02:58Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5758291887,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358643,27,83,1,2,34,303582z192rnbr2x28o2t7u38,0,68.2,67.2,2025-05-31T16:02:52.925Z,2025-05-31T16:18:53Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,5758291885,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358665,21,1,1,2,34,1c7dv8ays675v9kp6a04sd8pq,1,34.8,30.0,2025-05-31T16:02:53.521Z,2025-05-31T16:02:55Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5758291833,213,3.21,5758291827,140,23.0,5758291825,56,Back,5758291831,212,12.4,5758291829,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358677,22,1,1,2,36,1c7dv8ays675v9kp6a04sd8pq,1,23.0,28.8,2025-05-31T16:02:55.520Z,2025-05-31T16:02:57Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5758291875,212,16.1,5758291869,56,Back,5758291873,141,52.4,5758291877,213,1.65,5758291871,140,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358695,23,1,1,2,39,1c7dv8ays675v9kp6a04sd8pq,1,23.3,54.8,2025-05-31T16:02:58.417Z,2025-05-31T16:03:01Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5758291983,140,36.5,5758291989,213,0.97,5758291985,141,84.5,5758291981,56,Back,5758291987,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358707,24,1,1,2,43,1c7dv8ays675v9kp6a04sd8pq,1,36.5,84.5,2025-05-31T16:03:01.777Z,2025-05-31T16:03:03Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,5758292049,140,22.7,5758292055,213,3.65,5758292051,141,72.6,5758292053,212,16.6,5758292047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358733,25,1,1,2,44,1c7dv8ays675v9kp6a04sd8pq,1,22.7,72.6,2025-05-31T16:03:03.569Z,2025-05-31T16:03:10Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5758292177,141,51.3,5758292175,140,19.0,5758292179,212,15.0,5758292171,56,Back,5758292181,213,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358743,26,1,1,2,51,1c7dv8ays675v9kp6a04sd8pq,0,24.2,43.9,2025-05-31T16:03:10.306Z,2025-05-31T16:03:13Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5758292235,140,71.2,5758292239,212,58.4,5758292241,213,5.72,5758292231,157,,5758292243,1,,5758292233,56,Right,5758292237,141,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358747,27,5,1,2,54,1c7dv8ays675v9kp6a04sd8pq,0,65.0,-2.0,2025-05-31T16:03:12.936Z,2025-05-31T16:03:17Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5758292271,233,28,5758292259,347,,5758292257,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358749,28,5,1,2,54,303582z192rnbr2x28o2t7u38,1,35.0,102.0,2025-05-31T16:03:12.936Z,2025-05-31T18:04:41Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758292261,56,Back,5758292265,233,27,5758292263,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358843,29,1,1,3,12,303582z192rnbr2x28o2t7u38,0,43.9,100.0,2025-05-31T16:03:31.396Z,2025-05-31T16:03:33Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,5758292787,212,17.1,5758292777,56,Left,5758292789,213,6.00,5758292779,140,59.5,5758292783,141,94.2,5758292775,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358845,28,8,1,3,14,1c7dv8ays675v9kp6a04sd8pq,1,31.0,10.6,2025-05-31T16:03:33.427Z,2025-05-31T16:03:33Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,5758292791,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358863,30,1,1,3,17,303582z192rnbr2x28o2t7u38,0,53.9,83.5,2025-05-31T16:03:36.068Z,2025-05-31T16:03:36Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,5758292863,140,50.9,5758292865,141,77.2,5758292869,213,4.08,5758292861,56,Center,5758292867,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358865,29,8,1,3,19,1c7dv8ays675v9kp6a04sd8pq,1,47.8,15.3,2025-05-31T16:03:37.857Z,2025-05-31T16:03:38Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5758292871,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358901,31,1,1,3,20,303582z192rnbr2x28o2t7u38,1,37.3,49.3,2025-05-31T16:03:39.332Z,2025-05-31T16:03:42Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5758293039,56,Center,5758293045,212,22.7,5758293041,140,51.3,5758293043,141,23.9,5758293047,213,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358931,32,1,1,3,23,303582z192rnbr2x28o2t7u38,1,55.9,16.1,2025-05-31T16:03:42.388Z,2025-05-31T16:03:49Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5758293221,140,60.6,5758293227,213,5.38,5758293219,56,Right,5758293223,141,6.8,5758293225,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358945,33,1,1,3,30,303582z192rnbr2x28o2t7u38,1,58.3,12.0,2025-05-31T16:03:49.172Z,2025-05-31T16:03:52Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5758293293,141,28.5,5758293295,212,11.2,5758293289,56,Center,5758293291,140,58.6,5758293297,213,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820358957,34,1,1,3,33,303582z192rnbr2x28o2t7u38,1,59.5,36.0,2025-05-31T16:03:51.908Z,2025-05-31T16:03:54Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5758293367,141,71.7,5758293363,56,Center,5758293371,212,24.7,5758293375,213,1.40,5758293365,140,63.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
