id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2820679425,3,8,1,0,15,3cbke8cbou2ms925872vk6dwx,1,34.0,9.7,2025-06-01T13:00:34.734Z,2025-06-01T13:00:34Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5760098269,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679471,9,1,1,0,18,2rdnn9p03qrmmv34tyx1nahpa,1,60.6,73.6,2025-06-01T13:00:37.852Z,2025-06-01T13:00:42Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5760098453,213,0.55,5760098445,56,Left,5760098451,212,8.6,5760098443,3,,5760098449,141,80.2,5760098447,140,67.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679473,10,50,1,0,20,2rdnn9p03qrmmv34tyx1nahpa,1,81.6,87.0,2025-06-01T13:00:39.962Z,2025-06-01T13:00:48Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760098583,233,4,5760098457,56,Left,5760098459,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679493,4,7,1,0,20,3cbke8cbou2ms925872vk6dwx,1,18.4,13.0,2025-06-01T13:00:39.963Z,2025-06-01T13:00:47Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760098563,285,,5760098561,56,Back,5760098559,167,,5760098565,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679515,5,5,1,0,24,3cbke8cbou2ms925872vk6dwx,0,21.3,-2.0,2025-06-01T13:00:43.420Z,2025-06-01T13:50:31Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5760098697,56,Back,5760098699,347,,5760098705,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679491,11,5,1,0,24,2rdnn9p03qrmmv34tyx1nahpa,1,78.7,102.0,2025-06-01T13:00:43.420Z,2025-06-01T13:50:31Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760098555,56,Left,5760098701,233,5,5760098557,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679531,12,1,1,0,27,2rdnn9p03qrmmv34tyx1nahpa,1,72.4,100.0,2025-06-01T13:00:46.412Z,2025-06-01T13:00:50Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760098805,140,53.6,5760098803,56,Left,5760098807,141,93.9,5760098811,213,3.37,5760098801,107,,5760098809,212,20.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679549,13,1,1,0,31,2rdnn9p03qrmmv34tyx1nahpa,1,49.5,91.2,2025-06-01T13:00:50.445Z,2025-06-01T13:00:54Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760098895,213,4.44,5760098889,140,43.3,5760098891,141,57.0,5760098893,212,24.1,5760098887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679569,14,1,1,0,35,2rdnn9p03qrmmv34tyx1nahpa,1,45.4,58.1,2025-06-01T13:00:54.091Z,2025-06-01T13:00:57Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760099007,213,1.06,5760099005,212,26.9,5760099003,141,92.7,5760098999,56,Left,5760099001,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679579,15,1,1,0,38,2rdnn9p03qrmmv34tyx1nahpa,1,54.6,91.8,2025-06-01T13:00:57.372Z,2025-06-01T13:01:00Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760099097,213,0.51,5760099095,212,10.1,5760099093,141,99.0,5760099089,56,Left,5760099091,140,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679591,16,1,1,0,41,2rdnn9p03qrmmv34tyx1nahpa,1,60.6,95.4,2025-06-01T13:01:00.332Z,2025-06-01T13:01:04Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760099185,1,,5760099183,213,4.50,5760099179,141,29.1,5760099175,56,Center,5760099181,212,46.1,5760099173,196,,5760099177,140,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679613,17,1,1,0,45,2rdnn9p03qrmmv34tyx1nahpa,1,51.9,28.2,2025-06-01T13:01:04.379Z,2025-06-01T13:01:09Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760099285,212,15.2,5760099281,140,61.6,5760099283,141,11.6,5760099279,56,Right,5760099287,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679619,18,1,1,0,50,2rdnn9p03qrmmv34tyx1nahpa,1,68.4,14.6,2025-06-01T13:01:09.500Z,2025-06-01T13:01:10Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5760099341,213,4.25,5760099339,212,7.1,5760099333,56,Right,5760099335,140,65.4,5760099337,141,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679633,19,1,1,0,51,2rdnn9p03qrmmv34tyx1nahpa,1,65.4,5.2,2025-06-01T13:01:10.524Z,2025-06-01T13:01:14Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760099413,140,73.0,5760099415,141,4.1,5760099417,212,8.0,5760099411,56,Right,5760099419,213,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679637,20,1,1,0,54,2rdnn9p03qrmmv34tyx1nahpa,0,78.4,2.9,2025-06-01T13:01:13.451Z,2025-06-01T13:58:22Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760226533,213,0.18,5760226563,236,,5760226527,140,79.1,5760099443,56,Right,5760226565,233,6,5760226531,212,0.7,5760226569,286,,5760226529,141,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679641,6,74,1,0,54,3cbke8cbou2ms925872vk6dwx,1,22.8,93.6,2025-06-01T13:01:13.452Z,2025-06-01T13:58:22Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5760099465,285,,5760099463,56,Back,5760226571,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679663,7,5,1,0,55,3cbke8cbou2ms925872vk6dwx,0,19.7,101.4,2025-06-01T13:01:14.715Z,2025-06-01T13:50:32Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5760099601,233,21,5760099579,347,,5760099577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679647,21,5,1,0,55,2rdnn9p03qrmmv34tyx1nahpa,1,80.3,-1.4,2025-06-01T13:01:14.715Z,2025-06-01T13:50:31Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5760099581,233,7,5760099487,56,Right,5760099489,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679691,22,1,1,1,1,2rdnn9p03qrmmv34tyx1nahpa,1,73.0,0.0,2025-06-01T13:01:20.269Z,2025-06-01T13:01:23Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760099695,56,Right,5760099703,213,2.88,5760099693,107,,5760099701,212,19.5,5760099699,141,5.9,5760099697,140,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679695,23,1,1,1,3,2rdnn9p03qrmmv34tyx1nahpa,1,55.0,5.9,2025-06-01T13:01:22.940Z,2025-06-01T13:01:24Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760099731,140,63.5,5760099733,141,2.8,5760099735,212,9.2,5760099737,213,6.05,5760099729,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679715,24,1,1,1,5,2rdnn9p03qrmmv34tyx1nahpa,1,63.5,2.8,2025-06-01T13:01:24.572Z,2025-06-01T13:01:27Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760099865,212,7.6,5760099859,56,Right,5760099863,141,13.5,5760099861,140,65.5,5760099867,213,1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679717,25,50,1,1,8,2rdnn9p03qrmmv34tyx1nahpa,1,69.7,14.7,2025-06-01T13:01:27.532Z,2025-06-01T13:55:37Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5760099873,56,Right,5760099875,286,,5760099989,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679741,8,7,1,1,8,3cbke8cbou2ms925872vk6dwx,1,30.3,85.3,2025-06-01T13:01:27.533Z,2025-06-01T13:55:36Z,ecuwplrj6gv5s67cg9lu342ui,O. Güneş,,,5760099979,285,,5760099977,56,Back,5760099985,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679751,9,1,1,1,10,3cbke8cbou2ms925872vk6dwx,0,16.4,82.0,2025-06-01T13:01:29.594Z,2025-06-01T13:01:39Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760100013,56,Back,5760100023,236,,5760100015,140,19.7,5760100025,233,26,5760100017,141,84.1,5760100021,213,0.39,5760100029,286,,5760100019,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679727,26,74,1,1,10,2rdnn9p03qrmmv34tyx1nahpa,1,67.1,16.5,2025-06-01T13:01:29.595Z,2025-06-01T13:01:33Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5760099919,56,Right,5760099921,285,,5760100047,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679747,27,1,1,1,12,2rdnn9p03qrmmv34tyx1nahpa,1,71.4,7.0,2025-06-01T13:01:31.612Z,2025-06-01T13:01:33Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5760100003,212,7.0,5760100001,141,7.4,5760100005,213,3.10,5760099999,140,64.7,5760099997,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679771,28,1,1,1,14,2rdnn9p03qrmmv34tyx1nahpa,1,63.9,7.4,2025-06-01T13:01:33.244Z,2025-06-01T13:01:35Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760100151,213,2.37,5760100143,141,31.6,5760100141,140,47.9,5760100147,212,23.5,5760100139,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679803,29,1,1,1,16,2rdnn9p03qrmmv34tyx1nahpa,1,47.8,32.2,2025-06-01T13:01:35.724Z,2025-06-01T13:01:42Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760100365,140,58.7,5760100363,56,Center,5760100371,213,0.50,5760100369,212,13.0,5760100367,141,41.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679807,30,50,1,1,23,2rdnn9p03qrmmv34tyx1nahpa,1,68.8,58.6,2025-06-01T13:01:42.220Z,2025-06-01T13:01:46Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5760100395,56,Center,5760100441,233,10,5760100397,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679813,10,7,1,1,23,3cbke8cbou2ms925872vk6dwx,0,31.2,41.4,2025-06-01T13:01:42.221Z,2025-06-01T13:01:45Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760100431,285,,5760100433,233,30,5760100429,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679849,31,1,1,1,26,2rdnn9p03qrmmv34tyx1nahpa,1,60.0,71.2,2025-06-01T13:01:45.100Z,2025-06-01T13:01:48Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760100619,212,13.2,5760100617,141,87.8,5760100621,213,1.03,5760100613,56,Left,5760100615,140,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679865,32,1,1,1,31,2rdnn9p03qrmmv34tyx1nahpa,1,63.1,89.4,2025-06-01T13:01:50.300Z,2025-06-01T13:10:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5760100715,213,3.91,5760100711,141,76.6,5760100713,212,12.5,5760100709,140,54.6,5760100707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679883,33,1,1,1,31,2rdnn9p03qrmmv34tyx1nahpa,1,54.4,76.3,2025-06-01T13:01:50.988Z,2025-06-01T13:01:52Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760100803,212,14.9,5760100807,213,4.35,5760100799,141,55.8,5760100795,140,49.3,5760100793,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679895,34,1,1,1,32,2rdnn9p03qrmmv34tyx1nahpa,0,49.3,55.8,2025-06-01T13:01:51.916Z,2025-06-01T13:01:54Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760100879,213,5.55,5760100871,56,Right,5760100877,212,58.8,5760100875,141,0.0,5760100869,155,,5760100881,1,,5760100873,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679907,11,5,1,1,35,3cbke8cbou2ms925872vk6dwx,1,8.6,101.6,2025-06-01T13:01:54.151Z,2025-06-01T13:50:32Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5760100937,233,35,5760100923,347,,5760100921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820679897,35,5,1,1,35,2rdnn9p03qrmmv34tyx1nahpa,0,91.4,-1.6,2025-06-01T13:01:54.151Z,2025-06-01T13:01:57Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760100885,347,,5760100883,56,Right,5760100943,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680087,12,1,1,1,58,3cbke8cbou2ms925872vk6dwx,0,9.5,100.0,2025-06-01T13:02:17.723Z,2025-06-01T13:02:23Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5760102021,213,6.09,5760102011,107,,5760102019,212,31.2,5760102015,140,38.7,5760102125,189,,5760102013,56,Back,5760102023,1,,5760102017,141,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820684555,148,61,1,2,0,2rdnn9p03qrmmv34tyx1nahpa,1,59.0,5.2,2025-06-01T13:02:19.308Z,2025-06-01T13:12:15Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5760127665,56,Right,5760127853,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680097,36,1,1,2,3,2rdnn9p03qrmmv34tyx1nahpa,0,61.9,16.5,2025-06-01T13:02:22.715Z,2025-06-01T13:02:23Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5760102089,141,20.9,5760102091,212,4.0,5760102093,213,0.85,5760102087,140,64.4,5760102085,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680127,13,1,1,2,7,3cbke8cbou2ms925872vk6dwx,0,29.6,68.1,2025-06-01T13:02:26.620Z,2025-06-01T13:02:40Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760102259,212,36.2,5760102257,141,61.5,5760102263,1,,5760102261,213,6.16,5760102251,157,,5760102253,56,Center,5760102255,140,63.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680137,38,1,1,2,8,2rdnn9p03qrmmv34tyx1nahpa,1,33.2,40.3,2025-06-01T13:02:27.980Z,2025-06-01T13:02:29Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760102333,141,46.3,5760102331,140,22.6,5760102335,212,11.9,5760102337,213,2.79,5760102329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680159,39,1,1,2,10,2rdnn9p03qrmmv34tyx1nahpa,1,22.6,46.3,2025-06-01T13:02:29.516Z,2025-06-01T13:02:33Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5760102449,212,8.8,5760102447,141,33.4,5760102451,213,4.77,5760102445,140,23.1,5760102443,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680169,40,1,1,2,14,2rdnn9p03qrmmv34tyx1nahpa,1,22.7,34.6,2025-06-01T13:02:33.148Z,2025-06-01T13:02:35Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5760102535,212,10.3,5760102533,141,49.1,5760102531,140,19.9,5760102529,56,Back,5760102537,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680179,41,1,1,2,16,2rdnn9p03qrmmv34tyx1nahpa,1,20.7,54.3,2025-06-01T13:02:35.532Z,2025-06-01T13:02:38Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5760102579,212,15.3,5760102577,141,76.4,5760102573,56,Back,5760102581,213,1.74,5760102575,140,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680197,42,1,1,2,18,2rdnn9p03qrmmv34tyx1nahpa,1,19.0,83.8,2025-06-01T13:02:37.900Z,2025-06-01T13:02:40Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5760102689,212,13.4,5760102685,140,28.7,5760102683,56,Back,5760102687,141,96.6,5760102691,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680199,43,3,1,2,21,2rdnn9p03qrmmv34tyx1nahpa,0,32.2,95.3,2025-06-01T13:02:40.220Z,2025-06-01T13:55:37Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5760102699,56,Back,5760223897,285,,5760102839,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680227,14,7,1,2,21,3cbke8cbou2ms925872vk6dwx,1,67.8,4.7,2025-06-01T13:02:40.221Z,2025-06-01T13:55:37Z,166chk5he9ehkh9col37bw3jd,O. Olufunwa,,,5760102873,286,,5760102831,233,43,5760102825,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680245,15,1,1,2,24,3cbke8cbou2ms925872vk6dwx,1,65.1,17.9,2025-06-01T13:02:44.029Z,2025-06-01T13:02:46Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5760102929,213,5.39,5760102921,56,Right,5760102927,212,12.1,5760102923,140,72.3,5760102925,141,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820680267,17,1,1,2,27,3cbke8cbou2ms925872vk6dwx,1,72.5,4.3,2025-06-01T13:02:46.203Z,2025-06-01T13:02:50Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5760103043,213,0.00,5760103035,56,Right,5760103037,140,88.8,5760103041,212,17.1,5760103039,141,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
