id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/15/value,qualifier/18/value,qualifier/16/value
2796414643,7,7,1,0,18,3cbke8cbou2ms925872vk6dwx,0,51.8,15.0,2025-04-05T16:02:55.781Z,2025-04-05T16:25:04Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626049787,285,,5626049785,56,Right,5626154755,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414653,7,3,1,0,20,5qxgilg61hlwxzfpdn2nhcayd,0,56.6,93.4,2025-04-05T16:02:57.952Z,2025-04-05T16:03:03Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626049857,56,Left,5626049859,286,,5626049959,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414671,8,7,1,0,20,3cbke8cbou2ms925872vk6dwx,1,43.4,6.6,2025-04-05T16:02:57.953Z,2025-04-05T16:25:06Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626049949,233,7,5626049933,56,Back,5626049935,285,,5626049931,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414665,8,5,1,0,22,5qxgilg61hlwxzfpdn2nhcayd,1,55.0,101.4,2025-04-05T16:02:59.733Z,2025-04-05T17:12:49Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626049909,347,,5626049907,56,Left,5626050131,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414707,9,5,1,0,22,3cbke8cbou2ms925872vk6dwx,0,45.0,-1.4,2025-04-05T16:02:59.733Z,2025-04-05T17:12:49Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626050141,233,8,5626050109,347,,5626050107,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414837,9,1,1,0,30,5qxgilg61hlwxzfpdn2nhcayd,1,56.3,100.0,2025-04-05T16:03:08.533Z,2025-04-05T16:03:13Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626050825,140,31.3,5626050821,107,,5626050831,213,3.44,5626050827,141,90.2,5626050829,212,27.4,5626050823,56,Back,5626050833,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414887,10,1,1,0,35,5qxgilg61hlwxzfpdn2nhcayd,1,30.3,87.2,2025-04-05T16:03:13.262Z,2025-04-05T16:03:16Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626051073,56,Back,5626051079,212,27.2,5626051077,141,48.2,5626051083,213,4.49,5626051075,140,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414925,11,1,1,0,38,5qxgilg61hlwxzfpdn2nhcayd,1,28.8,47.2,2025-04-05T16:03:16.598Z,2025-04-05T16:03:18Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5626051265,140,35.4,5626051267,141,71.8,5626051269,212,18.1,5626051263,56,Back,5626051271,213,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796414957,12,1,1,0,41,5qxgilg61hlwxzfpdn2nhcayd,1,34.3,69.6,2025-04-05T16:03:18.725Z,2025-04-05T16:03:21Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626051493,56,Back,5626051501,213,3.75,5626051499,212,24.4,5626051497,141,49.1,5626051495,140,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415009,13,1,1,0,44,5qxgilg61hlwxzfpdn2nhcayd,1,21.5,46.6,2025-04-05T16:03:21.829Z,2025-04-05T16:03:25Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5626051755,213,0.01,5626051747,56,Back,5626051749,140,39.0,5626051751,141,46.9,5626051753,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415099,14,1,1,0,47,5qxgilg61hlwxzfpdn2nhcayd,1,26.4,57.3,2025-04-05T16:03:24.965Z,2025-04-05T16:03:29Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5626052219,212,14.4,5626052217,141,76.7,5626052213,56,Back,5626052221,213,1.15,5626052215,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415105,15,4,1,0,52,5qxgilg61hlwxzfpdn2nhcayd,1,28.8,75.9,2025-04-05T16:03:29.797Z,2025-04-05T18:02:42Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626052293,56,Back,5626052297,265,,5626052299,285,,5626052291,13,,5626052295,152,,5626052461,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415137,10,4,1,0,52,3cbke8cbou2ms925872vk6dwx,0,71.2,24.1,2025-04-05T16:03:29.798Z,2025-04-05T18:02:43Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5626052405,265,,5626052401,56,Center,5626052407,286,,5626052571,233,15,5626052399,13,,5626052403,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415449,17,1,1,1,10,5qxgilg61hlwxzfpdn2nhcayd,1,30.6,77.2,2025-04-05T16:03:48.245Z,2025-04-05T16:26:31Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626054305,141,72.9,5626160471,189,,5626054301,56,Back,5626054299,152,,5626054297,5,,5626054309,213,6.11,5626054307,212,16.9,5626054303,140,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415471,18,1,1,1,13,5qxgilg61hlwxzfpdn2nhcayd,1,43.2,71.2,2025-04-05T16:03:50.980Z,2025-04-05T16:26:56Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5626054469,56,Back,5626054471,140,21.5,5626054477,213,2.84,5626054473,141,81.8,5626054475,212,23.9,5626160625,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415539,19,1,1,1,14,5qxgilg61hlwxzfpdn2nhcayd,1,25.1,78.7,2025-04-05T16:03:52.100Z,2025-04-05T16:26:59Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626054861,212,18.1,5626054857,141,86.8,5626054851,56,Back,5626054863,213,0.31,5626054855,140,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415567,20,43,1,1,18,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-05T16:03:56.003Z,2025-04-05T16:26:52Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5626055011,212,12.5,5626055005,56,Back,5626055013,213,4.05,5626161965,144,1,5626055009,141,70.0,5626055007,140,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415597,21,1,1,1,20,5qxgilg61hlwxzfpdn2nhcayd,1,44.9,68.1,2025-04-05T16:03:58.514Z,2025-04-05T16:03:59Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626055145,212,11.8,5626055141,140,42.1,5626055139,56,Back,5626055143,141,51.3,5626055147,213,4.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796434735,245,1,1,1,21,5qxgilg61hlwxzfpdn2nhcayd,1,50.4,85.2,2025-04-05T16:03:58.844Z,2025-04-05T16:29:15Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626170713,56,Back,5626170717,141,89.5,5626170719,212,7.6,5626170721,213,2.75,5626170715,140,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415619,22,1,1,1,22,5qxgilg61hlwxzfpdn2nhcayd,0,42.4,50.9,2025-04-05T16:03:59.867Z,2025-04-05T16:04:01Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5626055277,155,,5626055279,56,Right,5626055285,212,42.9,5626055287,213,5.68,5626055289,1,,5626055283,141,15.2,5626055281,140,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415705,11,12,1,1,25,3cbke8cbou2ms925872vk6dwx,1,34.0,86.1,2025-04-05T16:04:03.352Z,2025-04-05T16:27:21Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5626055795,212,11.0,5626163617,167,,5626055789,56,Back,5626163615,15,,5626055797,213,1.12,5626055793,141,100.0,5626055791,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415725,12,5,1,1,28,3cbke8cbou2ms925872vk6dwx,0,28.8,100.6,2025-04-05T16:04:06.373Z,2025-04-05T17:12:49Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5626055921,233,23,5626057695,347,,5626055905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415721,23,5,1,1,28,5qxgilg61hlwxzfpdn2nhcayd,1,71.2,-0.6,2025-04-05T16:04:06.373Z,2025-04-05T16:04:28Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5626055889,56,Right,5626057713,347,,5626055911,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415857,24,1,1,1,35,5qxgilg61hlwxzfpdn2nhcayd,0,72.5,0.0,2025-04-05T16:04:12.804Z,2025-04-05T16:04:15Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626056655,1,,5626056645,56,Center,5626056643,107,,5626056647,140,94.4,5626056649,141,32.1,5626056651,212,32.3,5626056653,213,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415925,13,44,1,1,41,3cbke8cbou2ms925872vk6dwx,1,11.0,66.0,2025-04-05T16:04:18.915Z,2025-04-05T16:29:55Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626057125,233,25,5626057061,285,,5626057059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415909,25,44,1,1,41,5qxgilg61hlwxzfpdn2nhcayd,0,89.0,34.0,2025-04-05T16:04:18.916Z,2025-04-05T16:04:23Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626056975,286,,5626056973,56,Center,5626057117,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415981,14,12,1,1,42,3cbke8cbou2ms925872vk6dwx,1,13.0,63.3,2025-04-05T16:04:19.775Z,2025-04-05T16:29:54Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626057335,213,1.66,5626057315,56,Back,5626057317,140,10.8,5626057329,212,25.9,5626057323,141,100.0,5626057375,15,,5626057443,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415993,15,5,1,1,42,3cbke8cbou2ms925872vk6dwx,0,11.2,101.5,2025-04-05T16:04:20.452Z,2025-04-05T17:12:49Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5626057395,347,,5626057449,233,26,5626057393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796415937,26,5,1,1,42,5qxgilg61hlwxzfpdn2nhcayd,1,88.8,-1.5,2025-04-05T16:04:20.452Z,2025-04-05T16:04:25Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5626057427,233,15,5626057109,56,Right,5626057111,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416087,27,1,1,1,49,5qxgilg61hlwxzfpdn2nhcayd,0,87.9,0.0,2025-04-05T16:04:27.650Z,2025-04-05T16:04:30Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626058019,213,1.46,5626058017,212,25.5,5626058013,141,35.2,5626058021,1,,5626057999,107,,5626058009,140,90.6,5626058003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416117,16,12,1,1,50,3cbke8cbou2ms925872vk6dwx,1,11.1,49.1,2025-04-05T16:04:27.919Z,2025-04-05T16:33:09Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5626058171,213,0.85,5626058163,56,Back,5626058169,212,14.5,5626058167,141,65.2,5626058195,15,,5626058165,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416167,17,12,1,1,51,3cbke8cbou2ms925872vk6dwx,1,18.5,67.9,2025-04-05T16:04:29.607Z,2025-04-05T16:33:08Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5626058495,212,12.0,5626058491,140,22.1,5626058489,56,Back,5626058497,213,5.03,5626058493,141,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437585,207,1,1,1,56,3cbke8cbou2ms925872vk6dwx,1,21.4,50.1,2025-04-05T16:04:34.277Z,2025-04-05T16:32:17Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5626182881,141,65.8,5626182877,56,Back,5626182879,140,15.7,5626182885,213,2.08,5626182883,212,12.2,5626182875,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796437591,208,61,1,1,56,3cbke8cbou2ms925872vk6dwx,0,16.0,62.8,2025-04-05T16:04:34.448Z,2025-04-05T16:32:34Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5626184205,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416157,28,43,1,1,58,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-04-05T16:04:36.212Z,2025-04-05T16:33:04Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5626058441,140,83.7,5626058439,56,Center,5626186911,144,1,5626058437,155,0,5626058447,213,5.69,5626058443,141,39.8,5626058445,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416201,29,1,1,1,59,5qxgilg61hlwxzfpdn2nhcayd,1,79.4,32.1,2025-04-05T16:04:37.459Z,2025-04-05T16:04:38Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626058703,212,10.2,5626058699,140,78.1,5626058697,56,Center,5626058705,213,1.70,5626058701,141,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416217,30,1,1,2,1,5qxgilg61hlwxzfpdn2nhcayd,0,78.0,46.7,2025-04-05T16:04:38.785Z,2025-04-05T16:04:59Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5626058783,141,38.0,5626058787,213,5.66,5626058779,56,Center,5626058781,140,85.8,5626058785,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416371,18,12,1,2,4,3cbke8cbou2ms925872vk6dwx,1,17.2,74.1,2025-04-05T16:04:42.656Z,2025-04-05T16:04:48Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5626059629,141,81.5,5626059627,140,27.1,5626059633,213,0.45,5626059631,212,11.5,5626059625,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416311,31,1,1,2,6,5qxgilg61hlwxzfpdn2nhcayd,1,78.7,17.7,2025-04-05T16:04:44.178Z,2025-04-05T16:04:45Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5626059323,213,5.97,5626059315,56,Right,5626059319,141,8.9,5626059317,140,96.2,5626059321,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416321,32,1,1,2,7,5qxgilg61hlwxzfpdn2nhcayd,0,96.3,8.8,2025-04-05T16:04:45.427Z,2025-04-05T16:04:46Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5626059405,141,41.8,5626059395,2,,5626059403,140,92.9,5626059409,213,1.73,5626059399,56,Center,5626059407,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416679,19,12,1,2,25,3cbke8cbou2ms925872vk6dwx,1,9.6,44.9,2025-04-05T16:05:02.839Z,2025-04-05T16:05:12Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626061483,167,,5626061411,213,2.55,5626061405,140,0.0,5626061403,56,Back,5626061407,141,56.3,5626061409,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416689,20,6,1,2,27,3cbke8cbou2ms925872vk6dwx,0,0.0,69.9,2025-04-05T16:05:05.658Z,2025-04-05T16:29:39Z,bl43lr9kdb35de8gxvuk4xgk4,G. Europaeus,,,5626061643,73,,5626061641,56,Back,5626061761,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416685,33,6,1,2,27,5qxgilg61hlwxzfpdn2nhcayd,1,100.0,30.1,2025-04-05T16:05:05.658Z,2025-04-05T16:29:38Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5626061687,56,Center,5626061691,75,,5626061717,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416841,34,1,1,2,38,5qxgilg61hlwxzfpdn2nhcayd,0,99.5,0.5,2025-04-05T16:05:16.049Z,2025-04-05T16:34:33Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5626062391,213,1.79,5626062385,140,94.6,5626062377,6,,5626062379,155,,5626062375,2,,5626062387,141,33.7,5626062389,212,23.2,5626062383,56,Center,5626062381,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796416895,21,12,1,2,41,3cbke8cbou2ms925872vk6dwx,1,6.2,57.2,2025-04-05T16:05:19.592Z,2025-04-05T16:34:08Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5626062679,140,24.3,5626062677,56,Back,5626062681,141,79.3,5626062685,213,0.67,5626062683,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
