id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2817621001,99,12,1,0,27,1c7dv8ays675v9kp6a04sd8pq,1,7.5,49.9,2025-05-21T15:00:34.488Z,2025-05-21T15:11:01Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742991163,140,9.8,5742991169,213,6.17,5742991167,212,2.4,5742991165,141,49.5,5742991161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621011,100,61,1,0,27,1c7dv8ays675v9kp6a04sd8pq,1,8.4,49.3,2025-05-21T15:00:34.648Z,2025-05-21T15:11:06Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742991399,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619487,9,3,1,0,29,2rdnn9p03qrmmv34tyx1nahpa,0,82.9,51.2,2025-05-21T15:00:36.767Z,2025-05-21T15:53:42Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5742981683,56,Center,5742981685,286,,5742981725,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619493,8,7,1,0,29,1c7dv8ays675v9kp6a04sd8pq,1,17.1,48.8,2025-05-21T15:00:36.768Z,2025-05-21T15:53:41Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5742981713,56,Back,5742981721,233,9,5742981715,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621339,112,12,1,0,30,1c7dv8ays675v9kp6a04sd8pq,1,17.9,51.9,2025-05-21T15:00:37.344Z,2025-05-21T15:12:45Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5742993119,212,19.0,5742993113,56,Back,5742993121,213,6.26,5742993115,140,36.0,5742993117,141,51.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619495,9,61,1,0,33,1c7dv8ays675v9kp6a04sd8pq,0,22.7,37.9,2025-05-21T15:00:40.901Z,2025-05-21T15:00:41Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5742981719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619497,10,1,1,0,35,2rdnn9p03qrmmv34tyx1nahpa,1,62.5,58.2,2025-05-21T15:00:43.050Z,2025-05-21T15:00:45Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5742981743,212,16.2,5742981741,141,42.7,5742981745,213,3.85,5742981739,140,50.8,5742981737,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619499,11,43,1,0,38,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-21T15:00:45.242Z,2025-05-21T15:12:53Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742993301,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619501,12,1,1,0,38,2rdnn9p03qrmmv34tyx1nahpa,1,49.1,43.9,2025-05-21T15:00:45.291Z,2025-05-21T15:00:47Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742981771,213,5.08,5742981765,140,54.3,5742981767,141,22.8,5742981763,56,Center,5742981769,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619503,13,1,1,0,40,2rdnn9p03qrmmv34tyx1nahpa,1,54.5,21.8,2025-05-21T15:00:47.754Z,2025-05-21T15:00:49Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742981783,212,13.0,5742981779,140,59.9,5742981781,141,4.6,5742981785,213,5.16,5742981777,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619507,14,1,1,0,42,2rdnn9p03qrmmv34tyx1nahpa,1,60.4,5.2,2025-05-21T15:00:49.274Z,2025-05-21T15:00:50Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742981801,212,11.9,5742981799,141,21.6,5742981803,213,1.93,5742981797,140,56.4,5742981795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619511,15,1,1,0,43,2rdnn9p03qrmmv34tyx1nahpa,0,56.4,21.6,2025-05-21T15:00:50.419Z,2025-05-21T15:00:54Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742981847,1,,5742981845,213,6.16,5742981841,141,13.1,5742981837,56,Right,5742981835,155,,5742981839,140,100.0,5742981843,212,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619515,10,56,1,0,46,1c7dv8ays675v9kp6a04sd8pq,1,2.6,83.6,2025-05-21T15:00:53.598Z,2025-05-21T15:13:22Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742981865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619519,11,5,1,0,47,1c7dv8ays675v9kp6a04sd8pq,1,-0.6,83.8,2025-05-21T15:00:54.489Z,2025-05-21T15:57:46Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742981867,56,Back,5742981869,346,,5742981881,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619521,16,5,1,0,47,2rdnn9p03qrmmv34tyx1nahpa,0,100.6,16.2,2025-05-21T15:00:54.489Z,2025-05-21T15:57:46Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742981885,233,11,5742981877,346,,5742981875,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619579,12,1,1,1,5,1c7dv8ays675v9kp6a04sd8pq,1,5.6,62.1,2025-05-21T15:01:12.599Z,2025-05-21T15:01:20Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5742982193,212,9.6,5742982189,140,3.2,5742982199,237,,5742982185,124,,5742982195,213,4.45,5742982187,56,Back,5742982191,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619583,13,1,1,1,13,1c7dv8ays675v9kp6a04sd8pq,1,10.0,45.2,2025-05-21T15:01:20.102Z,2025-05-21T15:01:23Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742982207,140,26.9,5742982205,56,Back,5742982213,213,5.56,5742982209,141,22.1,5742982211,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619589,14,1,1,1,15,1c7dv8ays675v9kp6a04sd8pq,1,26.9,24.6,2025-05-21T15:01:22.934Z,2025-05-21T15:01:25Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5742982243,212,11.9,5742982239,140,21.9,5742982237,56,Back,5742982241,141,8.9,5742982245,213,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619593,15,1,1,1,18,1c7dv8ays675v9kp6a04sd8pq,0,21.9,10.7,2025-05-21T15:01:25.430Z,2025-05-21T15:01:28Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742982271,212,56.9,5742982275,1,,5742982263,157,,5742982273,213,0.42,5742982267,140,71.3,5742982265,56,Center,5742982269,141,45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619603,17,12,1,1,21,2rdnn9p03qrmmv34tyx1nahpa,1,26.0,59.9,2025-05-21T15:01:28.578Z,2025-05-21T15:01:29Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742982327,140,36.5,5742982325,56,Back,5742982329,141,73.0,5742982333,213,0.68,5742982337,15,,5742982331,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619613,18,1,1,1,23,2rdnn9p03qrmmv34tyx1nahpa,1,36.5,73.0,2025-05-21T15:01:30.594Z,2025-05-21T15:01:33Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742982371,3,,5742982375,140,39.2,5742982381,213,4.81,5742982377,141,31.9,5742982379,212,28.1,5742982373,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619619,20,1,1,1,26,2rdnn9p03qrmmv34tyx1nahpa,1,35.8,32.2,2025-05-21T15:01:33.195Z,2025-05-21T15:01:34Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742982393,140,44.6,5742982399,212,13.4,5742982403,213,5.47,5742982395,141,17.9,5742982391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619625,21,1,1,1,27,2rdnn9p03qrmmv34tyx1nahpa,1,43.6,6.5,2025-05-21T15:01:34.732Z,2025-05-21T15:01:36Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742982433,140,35.6,5742982439,213,3.00,5742982431,56,Back,5742982437,212,8.5,5742982435,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619631,22,1,1,1,29,2rdnn9p03qrmmv34tyx1nahpa,1,36.0,14.6,2025-05-21T15:01:36.266Z,2025-05-21T15:01:39Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5742982483,56,Back,5742982485,140,40.5,5742982487,141,31.6,5742982491,213,1.18,5742982489,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619637,23,1,1,1,32,2rdnn9p03qrmmv34tyx1nahpa,1,38.8,43.4,2025-05-21T15:01:39.738Z,2025-05-21T15:01:44Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742982519,140,37.7,5742982525,213,1.66,5742982521,141,61.5,5742982517,56,Back,5742982523,212,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619643,24,1,1,1,37,2rdnn9p03qrmmv34tyx1nahpa,1,40.6,38.8,2025-05-21T15:01:44.418Z,2025-05-21T15:01:46Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742982593,212,8.0,5742982589,140,40.2,5742982597,213,4.66,5742982587,56,Back,5742982591,141,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619661,25,1,1,1,39,2rdnn9p03qrmmv34tyx1nahpa,1,36.9,29.8,2025-05-21T15:01:46.339Z,2025-05-21T15:01:49Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5742982689,212,11.0,5742982691,213,1.05,5742982687,141,43.9,5742982685,140,42.1,5742982683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621617,138,45,1,1,41,1c7dv8ays675v9kp6a04sd8pq,0,58.3,56.2,2025-05-21T15:01:48.530Z,2025-05-21T15:53:51Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5742994777,56,Center,5742994891,233,190,5742994779,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817621623,190,3,1,1,41,2rdnn9p03qrmmv34tyx1nahpa,1,41.7,43.8,2025-05-21T15:01:48.530Z,2025-05-21T15:53:51Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742994883,56,Back,5742994885,286,,5742994887,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619669,26,1,1,1,42,2rdnn9p03qrmmv34tyx1nahpa,1,38.9,41.0,2025-05-21T15:01:49.650Z,2025-05-21T15:01:53Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742982725,141,46.1,5742982727,212,9.8,5742982721,56,Back,5742982723,140,30.2,5742982729,213,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619675,27,1,1,1,46,2rdnn9p03qrmmv34tyx1nahpa,1,29.2,48.1,2025-05-21T15:01:53.787Z,2025-05-21T15:01:56Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5742982763,212,15.2,5742982759,140,37.7,5742982765,213,5.34,5742982761,141,30.0,5742982757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619689,28,1,1,1,49,2rdnn9p03qrmmv34tyx1nahpa,1,41.2,28.6,2025-05-21T15:01:56.498Z,2025-05-21T15:02:00Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5742982843,141,5.3,5742982847,213,5.33,5742982845,212,19.5,5742982841,140,52.0,5742982839,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619697,29,1,1,1,53,2rdnn9p03qrmmv34tyx1nahpa,1,47.5,7.4,2025-05-21T15:02:00.802Z,2025-05-21T15:02:03Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742982883,212,15.0,5742982885,213,1.80,5742982881,141,28.9,5742982877,56,Back,5742982879,140,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619707,30,1,1,1,56,2rdnn9p03qrmmv34tyx1nahpa,0,46.8,34.8,2025-05-21T15:02:03.547Z,2025-05-21T15:02:07Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742982941,155,,5742982947,141,75.0,5742982945,140,91.7,5742982949,212,54.5,5742982943,56,Center,5742982951,213,0.53,5742982953,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619731,17,1,1,2,5,1c7dv8ays675v9kp6a04sd8pq,1,11.6,26.4,2025-05-21T15:02:12.437Z,2025-05-21T15:02:16Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742983053,212,20.7,5742983047,56,Back,5742983049,140,27.8,5742983055,213,5.68,5742983051,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619747,18,1,1,2,9,1c7dv8ays675v9kp6a04sd8pq,1,25.7,8.3,2025-05-21T15:02:16.647Z,2025-05-21T15:02:21Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5742983143,140,19.8,5742983149,213,1.96,5742983147,212,16.3,5742983141,56,Back,5742983145,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619749,19,1,1,2,14,1c7dv8ays675v9kp6a04sd8pq,0,8.8,46.6,2025-05-21T15:02:21.798Z,2025-05-21T15:02:23Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742983165,141,47.2,5742983167,212,26.7,5742983161,56,Back,5742983159,157,,5742983169,213,0.02,5742983163,140,34.2,5742983171,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619751,31,8,1,2,17,2rdnn9p03qrmmv34tyx1nahpa,1,72.3,53.3,2025-05-21T15:02:24.121Z,2025-05-21T15:02:48Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,,5742983615,15,,5742983557,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619759,32,1,1,2,18,2rdnn9p03qrmmv34tyx1nahpa,0,64.2,13.4,2025-05-21T15:02:25.569Z,2025-05-21T15:02:27Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742983231,212,13.9,5742983233,213,5.43,5742983229,141,0.0,5742983223,3,,5742983227,140,72.9,5742983225,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619769,20,5,1,2,20,1c7dv8ays675v9kp6a04sd8pq,1,29.2,102.0,2025-05-21T15:02:27.093Z,2025-05-21T15:57:46Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5742983245,56,Back,5742983247,347,,5742983249,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619763,33,5,1,2,20,2rdnn9p03qrmmv34tyx1nahpa,0,70.8,-2.0,2025-05-21T15:02:27.093Z,2025-05-21T15:02:31Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,,5742983259,233,20,5742983235,56,Right,5742983237,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619787,21,1,1,2,26,1c7dv8ays675v9kp6a04sd8pq,1,32.8,100.0,2025-05-21T15:02:33.782Z,2025-05-21T15:02:37Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5742983379,56,Back,5742983377,107,,5742983381,140,31.7,5742983387,213,4.58,5742983385,212,8.9,5742983383,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817619795,22,1,1,2,30,1c7dv8ays675v9kp6a04sd8pq,1,26.1,79.6,2025-05-21T15:02:37.541Z,2025-05-21T15:02:40Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5742983423,213,4.77,5742983425,1,,5742983415,56,Back,5742983421,212,40.6,5742983417,140,28.3,5742983419,141,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
