id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/17/value
2818831355,9,1,1,0,16,1c7dv8ays675v9kp6a04sd8pq,0,59.8,21.0,2025-05-25T13:02:52.899Z,2025-05-25T13:02:53Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749744747,213,5.51,5749744741,140,68.9,5749744743,141,7.4,5749744745,212,13.3,5749744739,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831367,4,1,1,0,19,duspptyvnr5kpx2iko5gerhnz,0,36.6,90.9,2025-05-25T13:02:55.886Z,2025-05-25T13:02:56Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5749744795,56,Left,5749744799,141,91.2,5749744793,155,,5749744797,140,58.8,5749744801,212,23.3,5749744803,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831373,10,8,1,0,20,1c7dv8ays675v9kp6a04sd8pq,1,29.4,9.2,2025-05-25T13:02:56.451Z,2025-05-25T13:09:05Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5749744839,56,Back,5749758541,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831377,11,61,1,0,22,1c7dv8ays675v9kp6a04sd8pq,0,41.4,10.1,2025-05-25T13:02:58.210Z,2025-05-25T13:02:58Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749744857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831391,5,4,1,0,24,duspptyvnr5kpx2iko5gerhnz,1,43.4,73.4,2025-05-25T13:03:00.414Z,2025-05-25T14:02:19Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5749745029,233,12,5749744915,295,,5749744913,13,,5749744919,152,,5749744917,56,Back,5749744921,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831395,12,4,1,0,24,1c7dv8ays675v9kp6a04sd8pq,0,56.6,26.6,2025-05-25T13:03:00.415Z,2025-05-25T14:02:19Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749745013,152,,5749745011,56,Center,5749745033,233,5,5749745009,295,,5749745007,13,,5749745015,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831499,6,1,1,0,38,duspptyvnr5kpx2iko5gerhnz,0,45.9,74.2,2025-05-25T13:03:14.798Z,2025-05-25T13:03:18Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5749745545,140,90.7,5749745539,157,,5749745543,56,Center,5749745549,212,47.2,5749745541,152,,5749745537,5,,5749745553,1,,5749745547,141,69.1,5749745551,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831541,14,1,1,0,45,1c7dv8ays675v9kp6a04sd8pq,1,12.1,42.7,2025-05-25T13:03:21.861Z,2025-05-25T13:03:25Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5749745717,56,Back,5749745745,287,,5749745719,140,26.9,5749745721,141,79.6,5749745723,212,29.5,5749745725,213,1.02,5749745715,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831585,15,1,1,0,49,1c7dv8ays675v9kp6a04sd8pq,1,28.4,80.9,2025-05-25T13:03:24.980Z,2025-05-25T13:03:29Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,,,5749745965,212,10.4,5749745963,141,69.7,5749745961,140,21.6,5749745959,56,Back,5749745967,213,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831615,16,1,1,0,53,1c7dv8ays675v9kp6a04sd8pq,1,27.3,67.9,2025-05-25T13:03:29.539Z,2025-05-25T13:03:32Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5749746059,56,Back,5749746067,213,5.41,5749746065,212,14.3,5749746061,140,36.1,5749746063,141,51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831627,17,1,1,0,56,1c7dv8ays675v9kp6a04sd8pq,1,36.1,51.8,2025-05-25T13:03:32.099Z,2025-05-25T13:10:43Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5749746133,213,3.16,5749762987,156,,5749746131,212,19.6,5749746129,141,51.2,5749746125,56,Back,5749746127,140,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831657,18,1,1,0,58,1c7dv8ays675v9kp6a04sd8pq,0,19.0,50.3,2025-05-25T13:03:34.452Z,2025-05-25T13:03:39Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5749746287,213,0.50,5749746277,157,,5749746279,56,Left,5749746289,1,,5749746283,141,100.0,5749746281,140,79.7,5749746285,212,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831661,7,5,1,1,3,duspptyvnr5kpx2iko5gerhnz,1,18.6,-2.0,2025-05-25T13:03:39.368Z,2025-05-25T14:02:26Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5749746323,233,19,5749746305,347,,5749746303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831659,19,5,1,1,3,1c7dv8ays675v9kp6a04sd8pq,0,81.4,102.0,2025-05-25T13:03:39.368Z,2025-05-25T13:03:43Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5749746297,347,,5749746295,56,Left,5749746329,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831707,8,1,1,1,15,duspptyvnr5kpx2iko5gerhnz,0,18.4,0.0,2025-05-25T13:03:51.133Z,2025-05-25T13:03:52Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5749746677,212,18.5,5749746669,107,,5749746679,213,0.38,5749746673,140,34.8,5749746671,56,Back,5749746675,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831709,20,12,1,1,16,1c7dv8ays675v9kp6a04sd8pq,1,57.5,87.5,2025-05-25T13:03:52.637Z,2025-05-25T13:03:54Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749746691,212,13.4,5749746693,213,0.83,5749746733,167,,5749746687,140,66.1,5749746685,56,Left,5749746705,15,,5749746689,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831725,9,5,1,1,17,duspptyvnr5kpx2iko5gerhnz,1,30.8,-1.8,2025-05-25T13:03:53.636Z,2025-05-25T14:02:27Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5749746765,347,,5749746773,233,21,5749746763,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831717,21,5,1,1,17,1c7dv8ays675v9kp6a04sd8pq,0,69.2,101.8,2025-05-25T13:03:53.636Z,2025-05-25T13:03:56Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749746717,56,Left,5749746721,347,,5749746801,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831773,10,1,1,1,28,duspptyvnr5kpx2iko5gerhnz,1,26.2,0.0,2025-05-25T13:04:04.653Z,2025-05-25T13:04:06Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5749747185,212,7.9,5749747183,141,9.4,5749747181,140,28.5,5749747179,56,Back,5749747177,107,,5749747187,213,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831779,11,1,1,1,30,duspptyvnr5kpx2iko5gerhnz,1,29.3,9.2,2025-05-25T13:04:06.750Z,2025-05-25T13:11:52Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5749747215,56,Back,5749747219,141,1.7,5749747223,213,4.38,5749747217,140,27.6,5749747221,212,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818835045,64,61,1,1,31,duspptyvnr5kpx2iko5gerhnz,0,29.9,1.5,2025-05-25T13:04:07.018Z,2025-05-25T13:11:47Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5749766057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831783,12,5,1,1,31,duspptyvnr5kpx2iko5gerhnz,0,30.0,-1.6,2025-05-25T13:04:07.219Z,2025-05-25T13:04:12Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5749747231,347,,5749747229,56,Back,5749747339,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831793,22,5,1,1,31,1c7dv8ays675v9kp6a04sd8pq,1,70.0,101.6,2025-05-25T13:04:07.219Z,2025-05-25T14:02:27Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749747309,56,Left,5749747319,233,12,5749747311,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831845,23,1,1,1,39,1c7dv8ays675v9kp6a04sd8pq,1,62.7,100.0,2025-05-25T13:04:14.963Z,2025-05-25T13:04:19Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,,,5749747759,56,Left,5749747767,212,14.0,5749747755,107,,5749747765,141,86.3,5749747769,213,4.00,5749747763,140,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831859,24,1,1,1,43,1c7dv8ays675v9kp6a04sd8pq,1,50.8,87.8,2025-05-25T13:04:19.028Z,2025-05-25T13:04:22Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,,5749747855,1,,5749747853,213,3.86,5749747847,140,27.0,5749747851,212,33.1,5749747845,56,Back,5749747849,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831865,25,1,1,1,46,1c7dv8ays675v9kp6a04sd8pq,1,28.6,54.8,2025-05-25T13:04:22.244Z,2025-05-25T13:04:25Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5749747905,212,17.5,5749747899,56,Back,5749747901,140,34.1,5749747903,141,79.1,5749747907,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831887,26,1,1,1,49,1c7dv8ays675v9kp6a04sd8pq,1,34.3,77.6,2025-05-25T13:04:25.220Z,2025-05-25T13:04:31Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5749748003,140,70.0,5749748017,1,,5749748015,213,0.00,5749748007,141,77.6,5749747999,56,Center,5749748011,212,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831893,27,1,1,1,55,1c7dv8ays675v9kp6a04sd8pq,1,74.1,85.9,2025-05-25T13:04:31.316Z,2025-05-25T13:04:34Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,,5749748067,141,79.1,5749748071,213,3.54,5749748063,56,Left,5749748069,212,11.9,5749748065,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831901,28,1,1,1,58,1c7dv8ays675v9kp6a04sd8pq,1,67.9,78.4,2025-05-25T13:04:34.099Z,2025-05-25T13:04:35Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5749748117,56,Center,5749748119,140,76.5,5749748121,141,75.0,5749748123,212,9.3,5749748125,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831907,29,1,1,1,59,1c7dv8ays675v9kp6a04sd8pq,1,77.6,76.3,2025-05-25T13:04:35.620Z,2025-05-25T13:04:37Z,2vvnbkdgeje34aivohozzvm5l,A. Heinonen,,,5749748155,212,14.8,5749748153,141,91.4,5749748151,140,87.7,5749748149,56,Left,5749748157,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831941,30,1,1,2,1,1c7dv8ays675v9kp6a04sd8pq,1,87.7,91.4,2025-05-25T13:04:37.348Z,2025-05-25T13:05:07Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,1.0,,5749748267,56,Center,5749748275,213,4.71,5749748273,212,43.7,5749748271,141,27.1,5749748263,2,,5749748269,140,87.4,5749748913,210,13,5749748915,154,,5749748265,155,,5749748277,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831945,31,13,1,2,6,1c7dv8ays675v9kp6a04sd8pq,1,87.4,32.2,2025-05-25T13:04:42.052Z,2025-05-25T13:12:50Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5749748281,22,,5749748283,63,,5749748693,20,,5749769145,83,,5749748285,56,Center,5749748927,102,57.5,5749748921,154,,5749748929,103,2.8,5749748923,55,30,5749748933,231,47.5,5749748931,230,98.5,5749748919,29,5749769147,328,,,,,,,,,,,,,,,,,,,
2818831949,13,5,1,2,7,duspptyvnr5kpx2iko5gerhnz,1,-1.0,41.3,2025-05-25T13:04:43.326Z,2025-05-25T14:02:27Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5749748313,233,32,5749748297,56,Back,5749748299,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818831951,32,5,1,2,7,1c7dv8ays675v9kp6a04sd8pq,0,101.0,58.7,2025-05-25T13:04:43.326Z,2025-05-25T14:02:27Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5749748317,233,13,5749748305,56,Center,5749748307,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818836137,88,1,1,2,31,duspptyvnr5kpx2iko5gerhnz,1,4.6,61.7,2025-05-25T13:05:07.568Z,2025-05-25T13:13:53Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5749772095,237,,5749772087,141,47.7,5749772091,213,4.76,5749772275,189,,5749772085,140,5.0,5749772081,124,,5749772089,212,9.5,5749772083,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832099,14,1,1,2,33,duspptyvnr5kpx2iko5gerhnz,1,4.9,41.5,2025-05-25T13:05:09.326Z,2025-05-25T13:13:57Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5749749099,56,Back,5749749107,213,1.33,5749749105,212,19.7,5749749101,140,9.4,5749749103,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832121,15,1,1,2,37,duspptyvnr5kpx2iko5gerhnz,1,15.9,71.7,2025-05-25T13:05:13.118Z,2025-05-25T13:14:25Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5749773999,157,,5749749237,141,72.3,5749749241,213,0.01,5749749243,1,,5749749235,140,56.4,5749749239,212,42.5,5749749233,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832129,16,1,1,2,40,duspptyvnr5kpx2iko5gerhnz,1,56.4,72.3,2025-05-25T13:05:16.655Z,2025-05-25T13:14:23Z,84wint64ygxx3pi5fz3mr12j8,N. Fleuriau Chateau,,,5749749289,56,Left,5749749297,213,1.62,5749749295,212,12.8,5749749293,141,91.1,5749749291,140,55.8,5749749287,3,,5749773839,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832135,17,1,1,2,43,duspptyvnr5kpx2iko5gerhnz,0,54.4,96.8,2025-05-25T13:05:19.486Z,2025-05-25T13:05:20Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5749749325,140,55.7,5749749345,236,,5749749331,213,0.15,5749749321,56,Left,5749749329,212,1.4,5749749347,233,33,5749749351,286,,5749749327,141,97.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832133,33,74,1,2,43,1c7dv8ays675v9kp6a04sd8pq,1,43.7,4.1,2025-05-25T13:05:19.487Z,2025-05-25T13:05:21Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5749749315,56,Back,5749749367,233,17,5749749317,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832151,18,5,1,2,45,duspptyvnr5kpx2iko5gerhnz,1,54.8,101.4,2025-05-25T13:05:20.926Z,2025-05-25T13:05:23Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5749749403,347,,5749749401,56,Left,5749749405,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832145,34,5,1,2,45,1c7dv8ays675v9kp6a04sd8pq,0,45.2,-1.4,2025-05-25T13:05:20.926Z,2025-05-25T14:02:27Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5749749371,347,,5749749369,56,Back,5749749421,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832279,19,1,1,3,4,duspptyvnr5kpx2iko5gerhnz,1,56.7,100.0,2025-05-25T13:05:40.861Z,2025-05-25T13:05:43Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5749750087,213,6.03,5749750077,107,,5749750085,212,20.6,5749750079,56,Left,5749750081,140,75.7,5749750083,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832281,20,61,1,3,7,duspptyvnr5kpx2iko5gerhnz,0,76.7,93.8,2025-05-25T13:05:43.677Z,2025-05-25T13:05:44Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5749750091,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832283,35,43,1,3,8,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-25T13:05:44.180Z,2025-05-25T13:15:11Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5749750093,56,Back,5749776351,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818832305,37,1,1,3,11,1c7dv8ays675v9kp6a04sd8pq,1,40.2,5.3,2025-05-25T13:05:47.380Z,2025-05-25T13:15:32Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5749750225,141,13.1,5749750227,212,21.4,5749750229,213,2.89,5749750221,56,Back,5749750223,140,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
