id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2812535659,5,5,1,0,33,3ptum5fjcgw51mqui0gu6uuf4,1,-1.1,38.7,2025-05-10T14:00:24.417Z,2025-05-10T14:04:44Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5714973131,346,,5714973251,233,13,5714973129,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812535689,13,5,1,0,33,8eab5wbcnttsiosd1o8c71gmk,0,101.1,61.3,2025-05-10T14:00:24.417Z,2025-05-10T14:04:44Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5714973245,346,,5714973243,56,Center,5714973255,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536009,6,1,1,1,0,3ptum5fjcgw51mqui0gu6uuf4,0,2.8,42.7,2025-05-10T14:00:50.714Z,2025-05-10T14:00:53Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5714974759,140,60.9,5714974757,56,Center,5714974765,213,6.15,5714974767,1,,5714974763,212,61.5,5714974761,141,30.9,5714974769,74,,5714974755,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536021,14,44,1,1,2,8eab5wbcnttsiosd1o8c71gmk,1,45.6,69.4,2025-05-10T14:00:53.126Z,2025-05-10T14:55:03Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5714974983,233,7,5714974811,56,Back,5714974813,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536053,7,44,1,1,2,3ptum5fjcgw51mqui0gu6uuf4,0,54.4,30.6,2025-05-10T14:00:53.127Z,2025-05-10T14:55:03Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5714975049,233,14,5714974935,286,,5714974933,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536049,15,1,1,1,3,8eab5wbcnttsiosd1o8c71gmk,1,46.7,72.4,2025-05-10T14:00:53.607Z,2025-05-10T14:00:55Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5714974909,3,,5714974915,141,83.6,5714974911,56,Left,5714974919,213,0.49,5714974913,140,60.4,5714974917,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536077,16,1,1,1,4,8eab5wbcnttsiosd1o8c71gmk,0,60.3,87.4,2025-05-10T14:00:55.014Z,2025-05-10T14:00:56Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5714975103,212,14.3,5714975097,56,Left,5714975101,141,100.0,5714975099,140,70.2,5714975105,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536083,8,5,1,1,5,3ptum5fjcgw51mqui0gu6uuf4,1,33.0,-2.0,2025-05-10T14:00:55.970Z,2025-05-10T14:04:44Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5714975119,56,Back,5714975121,347,,5714975149,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536087,17,5,1,1,5,8eab5wbcnttsiosd1o8c71gmk,0,67.0,102.0,2025-05-10T14:00:55.970Z,2025-05-10T14:04:44Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5714975171,233,8,5714975139,56,Left,5714975141,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536415,9,1,1,1,26,3ptum5fjcgw51mqui0gu6uuf4,1,36.9,0.0,2025-05-10T14:01:17.210Z,2025-05-10T14:01:20Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5714976637,141,8.2,5714976633,56,Back,5714976639,212,10.1,5714976631,107,,5714976641,213,0.76,5714976635,140,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536423,10,61,1,1,29,3ptum5fjcgw51mqui0gu6uuf4,0,43.9,8.2,2025-05-10T14:01:20.489Z,2025-05-10T14:01:21Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5714976663,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536433,19,1,1,1,30,8eab5wbcnttsiosd1o8c71gmk,1,60.1,88.9,2025-05-10T14:01:21.109Z,2025-05-10T14:01:22Z,9618hk1lq7i6see347k7plkyy,M. Sarr,,,5714976711,141,75.1,5714976707,56,Center,5714976713,212,9.4,5714976709,140,60.0,5714976715,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536437,20,1,1,1,31,8eab5wbcnttsiosd1o8c71gmk,1,60.0,75.1,2025-05-10T14:01:22.118Z,2025-05-10T14:01:23Z,dlxtr9p8d7k733qhpq9qyydey,J. Yli-Kokko,,,5714976719,56,Center,5714976725,212,9.2,5714976721,140,51.3,5714976727,213,3.05,5714976723,141,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536495,21,1,1,1,32,8eab5wbcnttsiosd1o8c71gmk,1,51.3,76.4,2025-05-10T14:01:23.094Z,2025-05-10T14:01:26Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5714976929,140,60.6,5714976935,213,5.44,5714976927,56,Center,5714976933,212,14.7,5714976931,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536541,22,1,1,1,35,8eab5wbcnttsiosd1o8c71gmk,1,62.7,50.9,2025-05-10T14:01:26.166Z,2025-05-10T14:01:29Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5714977105,213,4.39,5714977103,212,24.9,5714977097,56,Right,5714977099,140,55.2,5714977101,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536575,23,1,1,1,38,8eab5wbcnttsiosd1o8c71gmk,1,55.3,24.1,2025-05-10T14:01:29.478Z,2025-05-10T14:01:33Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5714977305,141,34.0,5714977309,213,2.61,5714977301,56,Back,5714977303,140,44.5,5714977307,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536621,24,1,1,1,42,8eab5wbcnttsiosd1o8c71gmk,1,43.8,34.2,2025-05-10T14:01:33.126Z,2025-05-10T14:01:35Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714977523,213,1.69,5714977519,141,66.3,5714977517,140,41.4,5714977521,212,22.0,5714977515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536663,25,1,1,1,45,8eab5wbcnttsiosd1o8c71gmk,1,38.7,64.9,2025-05-10T14:01:35.637Z,2025-05-10T14:01:38Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5714977689,212,22.3,5714977683,56,Back,5714977687,141,32.2,5714977691,213,4.81,5714977685,140,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536743,26,1,1,1,47,8eab5wbcnttsiosd1o8c71gmk,1,43.6,30.9,2025-05-10T14:01:38.118Z,2025-05-10T14:01:43Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714978017,56,Back,5714978021,141,9.2,5714978019,140,45.3,5714978023,212,14.9,5714978025,213,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536801,27,1,1,1,52,8eab5wbcnttsiosd1o8c71gmk,1,45.7,14.1,2025-05-10T14:01:43.302Z,2025-05-10T14:01:47Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5714978369,141,35.4,5714978367,140,38.6,5714978371,212,16.3,5714978365,56,Back,5714978373,213,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536849,28,1,1,1,57,8eab5wbcnttsiosd1o8c71gmk,1,37.8,39.2,2025-05-10T14:01:47.830Z,2025-05-10T14:01:49Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714978541,213,1.21,5714978535,140,46.1,5714978539,212,24.7,5714978533,56,Back,5714978537,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536923,29,1,1,1,59,8eab5wbcnttsiosd1o8c71gmk,1,61.0,70.6,2025-05-10T14:01:49.718Z,2025-05-10T14:01:53Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5714978841,213,1.02,5714978827,56,Left,5714978839,212,19.5,5714978833,140,70.7,5714978837,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536951,30,1,1,2,3,8eab5wbcnttsiosd1o8c71gmk,1,69.1,87.5,2025-05-10T14:01:53.798Z,2025-05-10T14:01:56Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5714978979,213,3.16,5714978971,141,87.2,5714978967,56,Left,5714978975,212,13.4,5714978969,140,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812536989,31,1,1,2,5,8eab5wbcnttsiosd1o8c71gmk,1,52.2,83.5,2025-05-10T14:01:55.878Z,2025-05-10T14:01:59Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5714979195,56,Back,5714979201,212,20.7,5714979199,141,54.2,5714979203,213,4.44,5714979197,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537021,32,1,1,2,8,8eab5wbcnttsiosd1o8c71gmk,1,46.9,54.2,2025-05-10T14:01:59.030Z,2025-05-10T14:02:01Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714979333,56,Center,5714979349,213,0.69,5714979339,140,56.8,5714979341,141,66.9,5714979345,212,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537141,33,1,1,2,10,8eab5wbcnttsiosd1o8c71gmk,0,59.8,64.9,2025-05-10T14:02:00.886Z,2025-05-10T14:02:06Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5714979877,155,,5714979895,213,5.45,5714979879,56,Right,5714979883,140,89.3,5714979887,141,14.7,5714979899,1,,5714979891,212,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537175,11,12,1,2,14,3ptum5fjcgw51mqui0gu6uuf4,1,15.2,81.2,2025-05-10T14:02:04.922Z,2025-05-10T14:02:12Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5714980065,212,3.3,5714980059,56,Back,5714980107,15,,5714980061,140,13.9,5714980063,141,85.6,5714980067,213,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537183,34,61,1,2,17,8eab5wbcnttsiosd1o8c71gmk,1,89.6,16.5,2025-05-10T14:02:08.230Z,2025-05-10T14:18:37Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5714980093,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537207,12,5,1,2,18,3ptum5fjcgw51mqui0gu6uuf4,1,-1.4,77.6,2025-05-10T14:02:09.163Z,2025-05-10T14:02:11Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5714980209,56,Back,5714980221,233,35,5714980211,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537203,35,5,1,2,18,8eab5wbcnttsiosd1o8c71gmk,0,101.4,22.4,2025-05-10T14:02:09.163Z,2025-05-10T14:04:45Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5714980191,56,Center,5714980193,346,,5714980251,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537679,13,1,1,2,41,3ptum5fjcgw51mqui0gu6uuf4,1,3.9,42.7,2025-05-10T14:02:32.061Z,2025-05-10T14:02:35Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5714982571,1,,5714982565,141,26.8,5714982559,124,,5714982575,74,,5714982569,213,6.10,5714982561,56,Center,5714982567,212,59.7,5714982563,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537725,14,1,1,2,44,3ptum5fjcgw51mqui0gu6uuf4,0,59.8,27.0,2025-05-10T14:02:34.860Z,2025-05-10T14:02:36Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5714982803,213,0.44,5714982795,56,Center,5714982801,212,14.9,5714982799,141,36.3,5714982791,3,,5714982797,140,72.7,5714982793,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812537823,37,1,1,2,46,8eab5wbcnttsiosd1o8c71gmk,1,28.8,60.6,2025-05-10T14:02:37.350Z,2025-05-10T14:02:41Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714983239,140,15.3,5714983237,56,Back,5714983245,213,3.56,5714983241,141,51.3,5714983243,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538033,38,1,1,2,50,8eab5wbcnttsiosd1o8c71gmk,1,19.3,49.7,2025-05-10T14:02:41.126Z,2025-05-10T14:02:50Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5714984255,141,39.8,5714984257,212,8.6,5714984253,140,24.4,5714984251,56,Back,5714984259,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538067,39,1,1,2,59,8eab5wbcnttsiosd1o8c71gmk,1,30.2,36.6,2025-05-10T14:02:50.438Z,2025-05-10T14:02:51Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714984447,212,7.1,5714984443,141,45.7,5714984439,140,33.5,5714984453,213,1.06,5714984435,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538109,40,1,1,3,1,8eab5wbcnttsiosd1o8c71gmk,1,33.5,45.7,2025-05-10T14:02:51.607Z,2025-05-10T14:02:53Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5714984665,212,11.4,5714984659,56,Back,5714984661,140,29.6,5714984667,213,4.34,5714984663,141,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538167,41,1,1,3,2,8eab5wbcnttsiosd1o8c71gmk,1,29.7,23.9,2025-05-10T14:02:53.287Z,2025-05-10T14:02:55Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5714984883,141,9.7,5714984887,213,4.08,5714984881,140,23.0,5714984879,56,Back,5714984885,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538263,42,1,1,3,5,8eab5wbcnttsiosd1o8c71gmk,1,23.3,9.5,2025-05-10T14:02:55.591Z,2025-05-10T14:02:59Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5714985321,56,Back,5714985329,213,2.33,5714985327,212,30.3,5714985323,140,3.4,5714985325,141,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538429,43,1,1,3,9,8eab5wbcnttsiosd1o8c71gmk,1,8.3,45.8,2025-05-10T14:02:59.799Z,2025-05-10T14:03:07Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5714986085,141,63.6,5714986089,213,1.33,5714986081,56,Back,5714986087,212,12.5,5714986083,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538455,44,1,1,3,17,8eab5wbcnttsiosd1o8c71gmk,1,30.2,65.5,2025-05-10T14:03:07.719Z,2025-05-10T14:03:09Z,98u2encce9933qd4y2kukej85,B. Straalman,,,5714986257,141,60.2,5714986253,56,Back,5714986259,212,4.9,5714986263,213,5.46,5714986255,140,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812538465,45,1,1,3,18,8eab5wbcnttsiosd1o8c71gmk,1,33.4,60.2,2025-05-10T14:03:09.094Z,2025-05-10T14:03:17Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5714986323,213,2.55,5714986319,212,8.9,5714986311,140,26.4,5714986367,156,,5714986309,56,Back,5714986315,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
