id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2818164831,7,61,1,0,12,3cbke8cbou2ms925872vk6dwx,0,34.6,40.7,2025-05-24T11:59:50.686Z,2025-05-24T12:00:08Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5746054723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164835,8,51,1,0,13,3cbke8cbou2ms925872vk6dwx,1,20.2,40.1,2025-05-24T11:59:51.917Z,2025-05-24T12:01:12Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5746054761,170,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164837,5,16,1,0,16,7efqk7uh63928il0yffxijnv7,1,86.2,62.6,2025-05-24T11:59:55.239Z,2025-05-24T12:04:40Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5746054879,458,,5746054873,103,1.3,5746054773,374,2025-05-24 12:59:54.229,5746056895,17,,5746054877,89,,5746054883,231,60.7,5746054769,72,,5746054869,76,,5746054767,23,5746056897,215,5746054875,214,5746055133,468,8,5746054781,375,00:15.727,5746054881,230,88.6,5746054871,102,53.2,5746054755,56,Center,,,,,,,,,,,
2818164877,9,1,1,1,10,3cbke8cbou2ms925872vk6dwx,1,50.1,50.0,2025-05-24T12:00:49.101Z,2025-05-24T12:00:52Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5746054935,140,37.5,5746054937,141,60.5,5746054943,279,G,5746054939,212,15.0,5746054933,56,Back,5746054941,213,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164883,10,43,1,1,13,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-24T12:00:52.479Z,2025-05-24T12:07:53Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5746058843,144,1,5746054959,213,3.44,5746054953,140,28.8,5746054955,141,56.4,5746054957,212,9.6,5746054951,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164887,11,1,1,1,14,3cbke8cbou2ms925872vk6dwx,1,28.8,56.4,2025-05-24T12:00:53.181Z,2025-05-24T12:00:56Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5746054973,212,23.2,5746054969,140,32.4,5746054975,213,4.88,5746054967,56,Back,5746054971,141,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164889,12,1,1,1,17,3cbke8cbou2ms925872vk6dwx,1,34.1,22.8,2025-05-24T12:00:55.902Z,2025-05-24T12:00:59Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5746054981,56,Center,5746054991,1,,5746054985,141,26.7,5746054987,212,36.1,5746054979,155,,5746054989,213,0.07,5746054983,140,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164899,14,44,1,1,19,3cbke8cbou2ms925872vk6dwx,1,74.6,31.4,2025-05-24T12:00:57.966Z,2025-05-24T12:08:18Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5746055031,56,Center,5746055035,233,6,5746055033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164891,6,44,1,1,19,7efqk7uh63928il0yffxijnv7,0,25.4,68.6,2025-05-24T12:00:57.967Z,2025-05-24T12:08:20Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5746055039,233,14,5746054997,285,,5746054995,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164893,13,1,1,1,20,3cbke8cbou2ms925872vk6dwx,1,68.4,26.7,2025-05-24T12:00:58.670Z,2025-05-24T12:00:59Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5746055001,168,,5746054999,3,,5746055003,56,Center,5746055009,212,8.5,5746055005,140,74.1,5746055011,213,0.79,5746055007,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164901,15,1,1,1,23,3cbke8cbou2ms925872vk6dwx,0,73.0,27.1,2025-05-24T12:01:02.062Z,2025-05-24T12:01:03Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5746055043,56,Right,5746055049,212,12.5,5746055051,213,5.63,5746055047,141,15.9,5746055045,140,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164903,7,3,1,1,24,7efqk7uh63928il0yffxijnv7,0,21.2,82.6,2025-05-24T12:01:03.383Z,2025-05-24T12:01:10Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5746055053,56,Back,5746055087,233,16,5746055055,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164909,16,7,1,1,24,3cbke8cbou2ms925872vk6dwx,1,78.8,17.4,2025-05-24T12:01:03.384Z,2025-05-24T12:01:11Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5746055081,233,7,5746055079,286,,5746055077,56,Right,5746055075,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164905,8,5,1,1,28,7efqk7uh63928il0yffxijnv7,1,20.2,101.2,2025-05-24T12:01:06.872Z,2025-05-24T12:08:08Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5746055061,347,,5746055093,233,17,5746055059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164911,17,5,1,1,28,3cbke8cbou2ms925872vk6dwx,0,79.8,-1.2,2025-05-24T12:01:06.872Z,2025-05-24T12:08:09Z,8do2uv6sab8cz1556kk5o1q1g,D. Hafstad,,,5746055111,233,8,5746055089,56,Right,5746055091,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164925,9,1,1,1,38,7efqk7uh63928il0yffxijnv7,1,19.0,100.0,2025-05-24T12:01:16.536Z,2025-05-24T12:01:20Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5746055175,141,92.4,5746055177,212,26.4,5746055173,140,43.4,5746055179,213,6.03,5746055171,56,Back,5746055181,1,,5746055169,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164929,10,61,1,1,41,7efqk7uh63928il0yffxijnv7,1,43.4,92.4,2025-05-24T12:01:20.208Z,2025-05-24T12:01:20Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5746055197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164933,11,1,1,1,42,7efqk7uh63928il0yffxijnv7,0,42.3,97.5,2025-05-24T12:01:21.488Z,2025-05-24T12:01:22Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5746055209,155,,5746055211,56,Left,5746055213,140,51.2,5746055219,213,5.73,5746055215,141,89.0,5746055217,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164937,18,1,1,1,43,3cbke8cbou2ms925872vk6dwx,0,36.8,24.6,2025-05-24T12:01:22.238Z,2025-05-24T12:01:23Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5746055229,212,34.5,5746055223,56,Right,5746055227,141,0.0,5746055233,1,,5746055225,140,65.0,5746055231,213,5.75,5746055221,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164943,12,5,1,1,44,7efqk7uh63928il0yffxijnv7,1,37.8,100.8,2025-05-24T12:01:22.938Z,2025-05-24T12:08:09Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5746055241,56,Back,5746055249,233,19,5746055243,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164941,19,5,1,1,44,3cbke8cbou2ms925872vk6dwx,0,62.2,-0.8,2025-05-24T12:01:22.938Z,2025-05-24T12:01:26Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5746055239,347,,5746055237,56,Right,5746055255,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164969,13,1,1,1,55,7efqk7uh63928il0yffxijnv7,0,43.5,100.0,2025-05-24T12:01:33.640Z,2025-05-24T12:10:46Z,npha09mhy3755go8t6lg3ey2,A. Bjonbäck,,,5746055369,1,,5746055363,141,85.4,5746055359,56,Left,5746055361,140,69.5,5746055357,107,,5746055365,212,29.4,5746055367,213,5.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164965,20,44,1,1,57,3cbke8cbou2ms925872vk6dwx,1,27.7,16.0,2025-05-24T12:01:35.676Z,2025-05-24T12:34:51Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5746055341,56,Back,5746055343,285,,5746055387,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164971,14,44,1,1,57,7efqk7uh63928il0yffxijnv7,0,72.3,84.0,2025-05-24T12:01:35.677Z,2025-05-24T12:11:11Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5746055375,286,,5746055373,56,Left,5746055381,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164975,21,61,1,1,57,3cbke8cbou2ms925872vk6dwx,1,24.4,16.7,2025-05-24T12:01:36.068Z,2025-05-24T12:11:12Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5746055385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164979,16,1,1,1,58,7efqk7uh63928il0yffxijnv7,1,72.9,88.7,2025-05-24T12:01:36.504Z,2025-05-24T12:11:23Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5746055403,56,Center,5746055409,212,11.9,5746055407,141,71.7,5746055405,140,75.6,5746055411,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164973,15,43,1,1,58,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-24T12:01:37.256Z,2025-05-24T12:10:43Z,a3elaln9izarzlwqkwc4ynpey,K. Cissoko,,,5746060623,144,61,5746055379,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164981,17,1,1,2,0,7efqk7uh63928il0yffxijnv7,0,74.9,75.4,2025-05-24T12:01:39.415Z,2025-05-24T12:10:59Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5746055423,212,28.0,5746055419,140,100.0,5746055417,56,Left,5746055421,141,83.4,5746055425,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164983,18,5,1,2,3,7efqk7uh63928il0yffxijnv7,0,101.6,81.0,2025-05-24T12:01:42.285Z,2025-05-24T12:11:58Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5746055455,233,22,5746055429,56,Left,5746055431,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818164987,22,5,1,2,3,3cbke8cbou2ms925872vk6dwx,1,-1.6,19.0,2025-05-24T12:01:42.285Z,2025-05-24T12:11:57Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5746055445,56,Back,5746055447,346,,5746055449,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165003,23,1,1,2,19,3cbke8cbou2ms925872vk6dwx,1,4.9,61.8,2025-05-24T12:01:57.888Z,2025-05-24T12:02:02Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5746055577,141,47.6,5746055575,140,3.6,5746055585,237,,5746055579,212,9.8,5746055573,56,Back,5746055571,124,,5746055581,213,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165005,24,1,1,2,23,3cbke8cbou2ms925872vk6dwx,1,8.4,40.7,2025-05-24T12:02:01.935Z,2025-05-24T12:12:26Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5746055607,1,,5746055599,140,52.0,5746055601,141,37.4,5746055605,213,6.23,5746055595,157,,5746055597,56,Center,5746055603,212,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165009,26,61,1,2,27,3cbke8cbou2ms925872vk6dwx,0,48.0,32.8,2025-05-24T12:02:06.103Z,2025-05-24T12:14:45Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5746055617,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165007,25,43,1,2,27,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-24T12:02:06.254Z,2025-05-24T12:13:13Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5746062363,144,44,5746055611,56,Center,5746055667,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165015,20,43,1,2,27,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-24T12:02:06.255Z,2025-05-24T12:13:11Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5746055645,56,Back,5746055647,285,0,5746055669,233,25,5746062327,144,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818166495,124,1,1,2,28,7efqk7uh63928il0yffxijnv7,0,47.2,56.2,2025-05-24T12:02:06.567Z,2025-05-24T12:14:42Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5746063653,140,46.9,5746063659,213,1.60,5746063649,3,,5746063655,141,70.1,5746063651,56,Back,5746063657,212,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165013,27,44,1,2,29,3cbke8cbou2ms925872vk6dwx,1,51.3,38.1,2025-05-24T12:02:08.424Z,2025-05-24T12:34:52Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5746055641,56,Center,5746062835,286,,5746062831,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165011,19,44,1,2,29,7efqk7uh63928il0yffxijnv7,0,48.7,61.9,2025-05-24T12:02:08.425Z,2025-05-24T12:34:52Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5746055629,56,Back,5746062841,233,27,5746062829,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165017,28,1,1,2,30,3cbke8cbou2ms925872vk6dwx,0,48.8,27.4,2025-05-24T12:02:08.607Z,2025-05-24T12:15:32Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5746055657,212,15.6,5746055655,141,35.5,5746055651,56,Center,5746055649,3,,5746055653,140,62.7,5746055659,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165023,21,1,1,2,32,7efqk7uh63928il0yffxijnv7,1,44.4,63.6,2025-05-24T12:02:11.080Z,2025-05-24T12:15:34Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5746055699,212,12.8,5746064143,1,,5746055693,56,Center,5746055697,141,69.5,5746055701,213,0.32,5746055695,140,56.0,5746064141,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165027,23,1,1,2,33,7efqk7uh63928il0yffxijnv7,0,54.3,71.5,2025-05-24T12:02:12.361Z,2025-05-24T12:15:36Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5746055713,56,Left,5746055719,212,14.2,5746055717,141,83.8,5746055721,213,0.63,5746055715,140,65.2,5746055709,3,,5746055711,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165031,29,1,1,2,35,3cbke8cbou2ms925872vk6dwx,1,32.7,11.6,2025-05-24T12:02:13.654Z,2025-05-24T12:16:08Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5746055743,56,Center,5746055749,212,36.6,5746055747,141,37.6,5746055751,213,0.50,5746055745,140,63.2,5746055753,1,,5746064587,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165025,22,43,1,2,35,7efqk7uh63928il0yffxijnv7,1,0.0,0.0,2025-05-24T12:02:13.994Z,2025-05-24T12:02:16Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5746055723,144,44,5746055705,56,Center,5746055707,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165033,30,1,1,2,38,3cbke8cbou2ms925872vk6dwx,0,61.4,32.5,2025-05-24T12:02:17.262Z,2025-05-24T12:16:07Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5746064583,213,3.11,5746064577,140,53.4,5746055757,56,Center,5746064581,212,8.4,5746064585,156,,5746064579,141,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818166795,145,1,1,2,39,7efqk7uh63928il0yffxijnv7,1,38.9,61.7,2025-05-24T12:02:18.278Z,2025-05-24T12:17:03Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5746065291,1,,5746065281,56,Center,5746065289,213,0.30,5746065283,140,55.8,5746065287,212,18.6,5746065279,157,,5746065285,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165039,24,1,1,2,41,7efqk7uh63928il0yffxijnv7,1,56.0,79.3,2025-05-24T12:02:19.544Z,2025-05-24T12:02:21Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5746055787,213,1.13,5746055779,56,Left,5746055781,140,60.3,5746055785,212,10.7,5746055783,141,93.5,5746055777,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165041,25,44,1,2,41,7efqk7uh63928il0yffxijnv7,1,57.2,81.2,2025-05-24T12:02:20.317Z,2025-05-24T12:34:52Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5746055795,286,,5746055793,56,Left,5746055799,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818165035,31,44,1,2,41,3cbke8cbou2ms925872vk6dwx,0,42.8,18.8,2025-05-24T12:02:20.318Z,2025-05-24T12:34:52Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5746055763,285,,5746055761,56,Back,5746055803,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
