id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/10/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2822540653,9,1,1,0,19,303582z192rnbr2x28o2t7u38,1,59.6,23.3,2025-06-14T14:00:33.814Z,2025-06-14T14:00:39Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5770562289,56,Back,5770562291,140,42.8,5770562295,212,23.5,5770562297,213,2.42,5770562293,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540655,10,1,1,0,25,303582z192rnbr2x28o2t7u38,1,42.8,46.1,2025-06-14T14:00:39.525Z,2025-06-14T14:00:41Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5770562311,212,15.9,5770562305,56,Back,5770562309,141,67.0,5770562307,140,36.0,5770562313,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540677,11,1,1,0,26,303582z192rnbr2x28o2t7u38,1,34.1,69.0,2025-06-14T14:00:41.245Z,2025-06-14T14:00:43Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5770562321,56,Back,5770562329,213,4.45,5770562325,141,52.1,5770562323,140,31.2,5770562327,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540679,12,1,1,0,28,303582z192rnbr2x28o2t7u38,1,32.1,50.4,2025-06-14T14:00:43.150Z,2025-06-14T14:00:44Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5770562335,140,44.5,5770562339,212,13.0,5770562337,141,50.4,5770562333,56,Back,5770562341,213,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540685,13,1,1,0,29,303582z192rnbr2x28o2t7u38,1,43.4,51.9,2025-06-14T14:00:44.404Z,2025-06-14T14:00:47Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770562351,140,33.3,5770562355,212,10.7,5770562349,56,Back,5770562353,141,53.7,5770562357,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540689,14,1,1,0,32,303582z192rnbr2x28o2t7u38,1,33.4,51.8,2025-06-14T14:00:47.181Z,2025-06-14T14:00:51Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5770562381,140,38.0,5770562385,212,15.4,5770562379,56,Back,5770562383,141,30.3,5770562387,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540697,15,1,1,0,37,303582z192rnbr2x28o2t7u38,0,45.6,23.7,2025-06-14T14:00:51.635Z,2025-06-14T14:00:55Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770562421,212,63.8,5770562411,155,,5770562413,196,,5770562423,213,0.98,5770562417,140,79.5,5770562419,141,100.0,5770562425,1,,5770562415,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540703,3,5,1,0,41,cy6zs39z79dcfbr4xzkp38z7q,1,24.4,-1.8,2025-06-14T14:00:55.608Z,2025-06-14T14:42:20Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770562435,56,Back,5770562443,233,16,5770562437,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540699,16,5,1,0,41,303582z192rnbr2x28o2t7u38,0,75.6,101.8,2025-06-14T14:00:55.608Z,2025-06-14T14:00:59Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770562429,347,,5770562449,233,3,5770562427,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540711,4,1,1,0,52,cy6zs39z79dcfbr4xzkp38z7q,1,33.2,0.0,2025-06-14T14:01:06.806Z,2025-06-14T14:01:11Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770562481,140,45.4,5770562479,56,Back,5770562485,212,14.9,5770562483,141,9.5,5770562487,213,0.54,5770562477,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540713,5,50,1,0,56,cy6zs39z79dcfbr4xzkp38z7q,1,42.6,16.0,2025-06-14T14:01:11.350Z,2025-06-14T14:42:41Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5770566187,233,17,5770562495,286,,5770562493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540717,17,7,1,0,56,303582z192rnbr2x28o2t7u38,1,57.4,84.0,2025-06-14T14:01:11.351Z,2025-06-14T14:42:40Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770566191,233,5,5770562505,285,,5770562503,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540727,19,1,1,1,0,303582z192rnbr2x28o2t7u38,1,51.8,68.7,2025-06-14T14:01:14.531Z,2025-06-14T14:01:16Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770562563,56,Center,5770562567,141,74.8,5770562571,213,0.25,5770562569,212,16.7,5770562565,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540729,20,61,1,1,1,303582z192rnbr2x28o2t7u38,0,67.2,74.8,2025-06-14T14:01:16.019Z,2025-06-14T14:01:16Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5770562575,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540747,7,1,1,1,3,cy6zs39z79dcfbr4xzkp38z7q,1,26.0,38.0,2025-06-14T14:01:18.440Z,2025-06-14T14:01:19Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770562639,212,10.3,5770562635,140,32.0,5770562633,56,Back,5770562637,141,26.1,5770562641,213,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540749,8,1,1,1,5,cy6zs39z79dcfbr4xzkp38z7q,1,32.0,26.1,2025-06-14T14:01:19.510Z,2025-06-14T14:01:20Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770562651,212,6.2,5770562649,141,33.4,5770562645,56,Back,5770562653,213,0.92,5770562647,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540769,9,1,1,1,5,cy6zs39z79dcfbr4xzkp38z7q,1,35.6,33.4,2025-06-14T14:01:20.150Z,2025-06-14T14:01:22Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5770562677,213,1.70,5770562673,141,52.4,5770562669,56,Back,5770562671,140,34.0,5770562675,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540787,10,1,1,1,7,cy6zs39z79dcfbr4xzkp38z7q,1,32.7,46.0,2025-06-14T14:01:22.358Z,2025-06-14T14:01:25Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5770562729,212,11.3,5770562725,140,26.5,5770562727,141,32.4,5770562723,56,Back,5770562731,213,4.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540793,11,1,1,1,10,cy6zs39z79dcfbr4xzkp38z7q,1,26.7,31.2,2025-06-14T14:01:25.110Z,2025-06-14T14:01:26Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5770562763,140,27.4,5770562767,212,15.7,5770562769,213,4.76,5770562765,141,8.2,5770562761,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540799,12,1,1,1,12,cy6zs39z79dcfbr4xzkp38z7q,1,27.4,8.2,2025-06-14T14:01:26.822Z,2025-06-14T14:01:27Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5770562799,140,34.8,5770562803,212,8.5,5770562801,141,3.2,5770562805,213,5.87,5770562797,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540801,13,1,1,1,13,cy6zs39z79dcfbr4xzkp38z7q,0,34.8,3.2,2025-06-14T14:01:27.829Z,2025-06-14T14:01:29Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5770562811,140,31.8,5770562831,156,,5770562815,212,3.8,5770562809,56,Back,5770562813,141,6.4,5770562817,213,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540831,22,1,1,1,19,303582z192rnbr2x28o2t7u38,1,54.2,89.6,2025-06-14T14:01:33.547Z,2025-06-14T14:01:36Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5770562935,212,23.2,5770562931,140,39.7,5770562933,141,63.9,5770562937,213,4.00,5770562929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540841,23,1,1,1,21,303582z192rnbr2x28o2t7u38,1,40.4,61.8,2025-06-14T14:01:36.467Z,2025-06-14T14:01:41Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770563001,140,56.9,5770563005,212,26.8,5770563007,213,0.87,5770562999,56,Left,5770563003,141,91.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540849,24,1,1,1,27,303582z192rnbr2x28o2t7u38,1,45.6,70.5,2025-06-14T14:01:41.696Z,2025-06-14T14:02:09Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770563055,141,44.5,5770563059,213,4.17,5770563057,212,20.7,5770563053,140,35.4,5770563051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540863,25,1,1,1,30,303582z192rnbr2x28o2t7u38,1,35.8,42.7,2025-06-14T14:01:45.147Z,2025-06-14T14:02:10Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770563127,212,17.0,5770563123,140,46.5,5770563125,141,23.9,5770563129,213,5.43,5770563121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540865,26,1,1,1,33,303582z192rnbr2x28o2t7u38,1,54.9,16.5,2025-06-14T14:01:48.002Z,2025-06-14T14:01:49Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770563141,140,58.8,5770563145,212,9.6,5770563139,56,Right,5770563143,141,3.7,5770563147,213,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540873,27,1,1,1,34,303582z192rnbr2x28o2t7u38,1,55.9,4.0,2025-06-14T14:01:49.136Z,2025-06-14T14:01:51Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5770563183,213,2.41,5770563177,140,34.7,5770563175,56,Back,5770563179,141,33.6,5770563181,212,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540879,28,1,1,1,38,303582z192rnbr2x28o2t7u38,1,34.7,33.6,2025-06-14T14:01:52.629Z,2025-06-14T14:01:54Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5770563211,141,31.5,5770563209,140,46.6,5770563215,213,6.17,5770563207,56,Back,5770563213,212,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540881,29,1,1,1,40,303582z192rnbr2x28o2t7u38,0,46.6,31.5,2025-06-14T14:01:54.668Z,2025-06-14T14:08:26Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770563225,212,5.2,5770568581,155,,5770563219,56,Center,5770563511,233,14,5770563227,213,0.63,5770563223,141,36.0,5770563221,140,50.6,5770563509,236,,5770563515,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540897,14,74,1,1,40,cy6zs39z79dcfbr4xzkp38z7q,1,58.6,91.5,2025-06-14T14:01:54.669Z,2025-06-14T14:17:28Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5770563307,56,Left,5770563309,285,,5770563519,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540909,30,61,1,1,47,303582z192rnbr2x28o2t7u38,0,42.3,4.3,2025-06-14T14:02:02.341Z,2025-06-14T14:02:21Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770563349,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540915,15,5,1,1,48,cy6zs39z79dcfbr4xzkp38z7q,1,57.7,101.8,2025-06-14T14:02:03.075Z,2025-06-14T14:42:20Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5770563375,233,31,5770563371,56,Left,5770563373,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540911,31,5,1,1,48,303582z192rnbr2x28o2t7u38,0,42.3,-1.8,2025-06-14T14:02:03.075Z,2025-06-14T14:02:05Z,4aoegh7yokqb5ix45ruvqjalm,J. Kallinen,,,5770563353,56,Back,5770563355,347,,5770563381,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540949,16,1,1,2,2,cy6zs39z79dcfbr4xzkp38z7q,1,64.9,100.0,2025-06-14T14:02:17.335Z,2025-06-14T14:02:20Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770563581,140,42.2,5770563587,213,3.48,5770563577,107,,5770563583,141,89.4,5770563589,1,,5770563579,56,Back,5770563585,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540959,17,1,1,2,5,cy6zs39z79dcfbr4xzkp38z7q,1,42.2,89.4,2025-06-14T14:02:20.293Z,2025-06-14T14:02:22Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5770563641,141,83.5,5770563643,212,6.0,5770563637,56,Back,5770563635,155,,5770563645,213,5.55,5770563639,140,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540969,18,3,1,2,8,cy6zs39z79dcfbr4xzkp38z7q,1,48.2,83.6,2025-06-14T14:02:22.630Z,2025-06-14T14:17:26Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770563701,233,32,5770563687,56,Back,5770563689,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540965,32,45,1,2,8,303582z192rnbr2x28o2t7u38,0,51.8,16.4,2025-06-14T14:02:22.630Z,2025-06-14T14:17:26Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5770563671,56,Right,5770563705,233,18,5770563673,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540975,19,1,1,2,9,cy6zs39z79dcfbr4xzkp38z7q,0,58.1,85.1,2025-06-14T14:02:24.198Z,2025-06-14T14:02:25Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770563721,56,Left,5770563725,141,83.0,5770563729,213,5.00,5770563753,236,,5770563723,140,58.5,5770563759,286,,5770563727,212,1.5,5770563755,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540977,33,74,1,2,9,303582z192rnbr2x28o2t7u38,1,41.6,20.6,2025-06-14T14:02:24.199Z,2025-06-14T14:17:29Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770563731,56,Back,5770563733,285,,5770563761,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540983,20,5,1,2,11,cy6zs39z79dcfbr4xzkp38z7q,1,55.4,101.0,2025-06-14T14:02:26.310Z,2025-06-14T14:42:21Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770563769,56,Left,5770563791,233,34,5770563771,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822540987,34,5,1,2,11,303582z192rnbr2x28o2t7u38,0,44.6,-1.0,2025-06-14T14:02:26.310Z,2025-06-14T14:42:21Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5770563785,56,Back,5770563787,347,,5770563809,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822541027,21,1,1,2,22,cy6zs39z79dcfbr4xzkp38z7q,1,56.4,100.0,2025-06-14T14:02:36.949Z,2025-06-14T14:02:39Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770563983,213,5.49,5770563973,107,,5770563977,140,67.3,5770563979,141,84.1,5770563975,56,Left,5770563981,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822541043,22,1,1,2,24,cy6zs39z79dcfbr4xzkp38z7q,1,67.3,84.1,2025-06-14T14:02:39.239Z,2025-06-14T14:02:45Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5770564081,141,76.9,5770564079,140,94.0,5770564085,213,6.11,5770564075,155,,5770564083,212,28.5,5770564077,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822541049,23,1,1,2,31,cy6zs39z79dcfbr4xzkp38z7q,1,95.5,84.1,2025-06-14T14:02:45.558Z,2025-06-14T14:02:47Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5770564121,213,2.99,5770564113,56,Left,5770564117,141,88.4,5770564119,212,19.4,5770564115,140,77.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822541051,24,61,1,2,33,cy6zs39z79dcfbr4xzkp38z7q,0,77.2,88.4,2025-06-14T14:02:47.814Z,2025-06-14T14:02:48Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770564127,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822541053,25,83,1,2,34,cy6zs39z79dcfbr4xzkp38z7q,0,79.3,86.8,2025-06-14T14:02:48.566Z,2025-06-14T14:10:25Z,bse78hbpbf32wr6nboc5zds0k,M. Jatta,,,5770564137,399,5j2hy92q8f17nppznxrp8kxxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
