id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/18/value
2812422271,5,8,1,0,16,1c7dv8ays675v9kp6a04sd8pq,1,28.8,39.1,2025-05-10T12:00:25.848Z,2025-05-10T12:08:38Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714412497,15,,5714375519,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422325,6,1,1,0,19,1c7dv8ays675v9kp6a04sd8pq,1,23.6,53.6,2025-05-10T12:00:29.429Z,2025-05-10T12:00:31Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714375757,141,53.6,5714375761,213,3.14,5714375759,212,17.1,5714375755,140,7.3,5714375753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422351,7,1,1,0,21,1c7dv8ays675v9kp6a04sd8pq,1,7.6,51.3,2025-05-10T12:00:30.870Z,2025-05-10T12:00:34Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,5714375911,141,9.5,5714375917,213,5.05,5714375903,56,Back,5714375907,140,17.2,5714375915,212,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422429,8,1,1,0,24,1c7dv8ays675v9kp6a04sd8pq,1,18.8,10.5,2025-05-10T12:00:34.581Z,2025-05-10T12:08:55Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714376273,212,14.5,5714376275,213,0.89,5714376267,56,Back,5714376269,140,27.5,5714376271,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812429881,107,61,1,0,26,1c7dv8ays675v9kp6a04sd8pq,0,27.8,29.9,2025-05-10T12:00:36.598Z,2025-05-10T12:10:01Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714417207,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422411,12,1,1,0,27,8sy0cxovuxo76tuoas3uo55xj,0,67.9,68.7,2025-05-10T12:00:37.429Z,2025-05-10T12:09:58Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5714376197,140,68.6,5714376201,212,0.8,5714376345,286,,5714376339,236,,5714376341,233,9,5714376199,141,69.0,5714376195,56,Center,5714376203,213,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422435,9,74,1,0,27,1c7dv8ays675v9kp6a04sd8pq,1,35.7,35.2,2025-05-10T12:00:37.430Z,2025-05-10T12:10:05Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714376363,233,12,5714376301,285,,5714376299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422485,10,50,1,0,33,1c7dv8ays675v9kp6a04sd8pq,1,36.0,51.1,2025-05-10T12:00:43.684Z,2025-05-10T12:01:45Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5714376571,56,Back,5714376599,233,13,5714376573,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422469,13,7,1,0,33,8sy0cxovuxo76tuoas3uo55xj,0,64.0,48.9,2025-05-10T12:00:43.685Z,2025-05-10T12:01:45Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,5714376479,56,Center,5714376585,233,10,5714376589,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422493,11,43,1,0,34,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-10T12:00:44.510Z,2025-05-10T12:10:43Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5714422993,144,61,5714376611,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422575,12,1,1,0,37,1c7dv8ays675v9kp6a04sd8pq,1,56.0,92.4,2025-05-10T12:00:47.237Z,2025-05-10T12:00:53Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714377121,213,6.14,5714377115,140,84.1,5714377113,56,Left,5714377119,212,29.8,5714377117,141,86.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422613,13,1,1,0,43,1c7dv8ays675v9kp6a04sd8pq,1,89.9,83.5,2025-05-10T12:00:53.189Z,2025-05-10T12:00:57Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,5714377351,56,Left,5714377357,212,20.4,5714377359,213,3.11,5714377355,141,84.4,5714377353,140,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422641,14,1,1,0,47,1c7dv8ays675v9kp6a04sd8pq,1,78.6,89.1,2025-05-10T12:00:57.173Z,2025-05-10T12:11:17Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,5714377497,56,Left,5714377501,141,95.7,5714377505,213,0.54,5714377503,212,8.8,5714377499,140,85.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422681,15,1,1,0,49,1c7dv8ays675v9kp6a04sd8pq,1,85.8,95.7,2025-05-10T12:00:59.013Z,2025-05-10T12:01:01Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714377711,56,Left,5714377719,212,10.3,5714377721,213,3.17,5714377713,140,76.0,5714377717,141,95.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422731,16,1,1,0,51,1c7dv8ays675v9kp6a04sd8pq,1,76.0,95.3,2025-05-10T12:01:01.349Z,2025-05-10T12:11:26Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,5714377957,56,Left,5714377961,141,91.4,5714377965,213,3.31,5714377963,212,15.9,5714377959,140,61.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422755,17,1,1,0,53,1c7dv8ays675v9kp6a04sd8pq,1,61.1,91.4,2025-05-10T12:01:03.077Z,2025-05-10T12:11:40Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714378109,140,59.0,5714378111,141,71.2,5714378113,212,13.9,5714378115,213,4.55,5714378107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422767,18,1,1,0,57,1c7dv8ays675v9kp6a04sd8pq,1,59.8,67.0,2025-05-10T12:01:07.077Z,2025-05-10T12:01:08Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714378185,213,4.51,5714378183,212,24.4,5714378177,56,Center,5714378179,140,55.2,5714378181,141,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422783,19,1,1,0,58,1c7dv8ays675v9kp6a04sd8pq,1,55.2,31.8,2025-05-10T12:01:08.389Z,2025-05-10T12:01:10Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714378281,56,Center,5714378287,212,19.6,5714378289,213,1.32,5714378285,141,59.7,5714378283,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422841,20,1,1,1,1,1c7dv8ays675v9kp6a04sd8pq,1,62.6,57.6,2025-05-10T12:01:10.837Z,2025-05-10T12:01:15Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714378635,213,1.29,5714378631,141,84.4,5714378633,212,19.0,5714378629,140,67.6,5714378627,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422867,14,45,1,1,5,8sy0cxovuxo76tuoas3uo55xj,0,39.2,17.4,2025-05-10T12:01:15.253Z,2025-05-10T12:12:03Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714378789,56,Back,5714378791,285,,5714378841,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422853,21,3,1,1,5,1c7dv8ays675v9kp6a04sd8pq,1,60.8,82.6,2025-05-10T12:01:15.253Z,2025-05-10T12:01:46Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714378713,56,Left,5714378715,286,,5714378821,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422893,22,1,1,1,6,1c7dv8ays675v9kp6a04sd8pq,1,73.5,86.8,2025-05-10T12:01:16.438Z,2025-05-10T12:01:19Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714378927,212,15.3,5714378929,213,0.19,5714378923,140,87.8,5714378921,56,Left,5714378925,141,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422901,23,1,1,1,8,1c7dv8ays675v9kp6a04sd8pq,0,87.8,91.1,2025-05-10T12:01:17.989Z,2025-05-10T12:01:19Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714378975,2,,5714378987,213,4.80,5714378983,141,54.3,5714378981,140,90.0,5714378979,56,Center,5714378977,155,,5714378985,212,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422965,15,12,1,1,11,8sy0cxovuxo76tuoas3uo55xj,1,11.9,55.7,2025-05-10T12:01:21.109Z,2025-05-10T12:01:24Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,5714379283,141,24.9,5714379291,213,5.60,5714379279,56,Back,5714379281,140,36.3,5714379287,212,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422977,16,1,1,1,14,8sy0cxovuxo76tuoas3uo55xj,0,37.2,22.8,2025-05-10T12:01:23.869Z,2025-05-10T12:12:47Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,5714434407,233,24,5714379343,141,26.8,5714379347,213,1.57,5714379339,56,Back,5714379345,212,2.7,5714434405,236,,5714379341,140,37.2,5714434411,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812422959,24,74,1,1,14,1c7dv8ays675v9kp6a04sd8pq,1,71.1,81.1,2025-05-10T12:01:23.870Z,2025-05-10T12:24:13Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714434433,233,16,5714379273,56,Left,5714434393,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423021,25,1,1,1,16,1c7dv8ays675v9kp6a04sd8pq,1,63.8,75.1,2025-05-10T12:01:25.909Z,2025-05-10T12:01:27Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714379535,213,0.80,5714379531,141,89.0,5714379529,140,72.5,5714379533,212,13.1,5714379527,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423051,26,1,1,1,17,1c7dv8ays675v9kp6a04sd8pq,1,75.2,88.6,2025-05-10T12:01:27.477Z,2025-05-10T12:01:29Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714379707,141,95.3,5714379703,56,Left,5714379709,212,9.8,5714379705,140,83.5,5714379711,213,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423063,27,1,1,1,19,1c7dv8ays675v9kp6a04sd8pq,0,85.6,95.3,2025-05-10T12:01:29.813Z,2025-05-10T12:01:30Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,5714379765,56,Center,5714379763,155,,5714379771,212,13.3,5714379769,141,75.7,5714379767,140,85.3,5714379773,213,4.69,5714379761,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423103,17,61,1,1,24,8sy0cxovuxo76tuoas3uo55xj,1,13.9,19.2,2025-05-10T12:01:34.092Z,2025-05-10T12:01:34Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,5714379937,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812432027,128,61,1,1,25,1c7dv8ays675v9kp6a04sd8pq,0,86.9,66.7,2025-05-10T12:01:34.940Z,2025-05-10T12:13:44Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,5714439305,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423155,18,4,1,1,26,8sy0cxovuxo76tuoas3uo55xj,1,16.8,27.6,2025-05-10T12:01:36.438Z,2025-05-10T12:01:42Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,5714380245,56,Back,5714380321,233,28,5714380249,265,,5714380243,13,,5714380251,285,,5714380247,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423133,28,4,1,1,26,1c7dv8ays675v9kp6a04sd8pq,0,83.2,72.4,2025-05-10T12:01:36.439Z,2025-05-10T12:01:42Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,5714380183,56,Center,5714380189,286,,5714380187,265,,5714380185,152,,5714380181,13,,5714380347,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423351,19,1,1,1,49,8sy0cxovuxo76tuoas3uo55xj,1,21.5,28.8,2025-05-10T12:01:59.253Z,2025-05-10T12:14:17Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,5714381435,212,17.1,5714381425,5,,5714381431,140,9.6,5714381429,56,Back,5714381433,141,46.0,5714442065,189,,5714381427,152,,5714381437,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423371,20,1,1,1,52,8sy0cxovuxo76tuoas3uo55xj,1,11.8,51.0,2025-05-10T12:02:02.054Z,2025-05-10T12:02:03Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,5714381577,213,1.23,5714381569,56,Back,5714381571,140,17.3,5714381573,141,75.3,5714381575,212,17.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423397,21,1,1,1,54,8sy0cxovuxo76tuoas3uo55xj,1,18.1,74.8,2025-05-10T12:02:03.926Z,2025-05-10T12:02:05Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,5714381717,213,0.95,5714381711,140,25.4,5714381709,56,Back,5714381713,141,90.5,5714381715,212,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423407,22,1,1,1,55,8sy0cxovuxo76tuoas3uo55xj,0,27.0,88.1,2025-05-10T12:02:05.541Z,2025-05-10T12:02:06Z,2c4lqno6q9hrin5ywos5rt9uc,U. Huhtamäki,,5714381781,141,87.2,5714381787,213,6.18,5714381775,56,Back,5714381785,212,5.8,5714381777,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423411,29,61,1,1,56,1c7dv8ays675v9kp6a04sd8pq,1,74.5,8.8,2025-05-10T12:02:06.052Z,2025-05-10T12:02:06Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714381791,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423535,31,1,1,2,0,1c7dv8ays675v9kp6a04sd8pq,1,65.1,44.2,2025-05-10T12:02:10.725Z,2025-05-10T12:02:16Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714382503,141,46.4,5714382509,213,3.08,5714382497,56,Back,5714382507,212,22.9,5714382501,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423585,32,1,1,2,6,1c7dv8ays675v9kp6a04sd8pq,1,45.6,54.5,2025-05-10T12:02:15.893Z,2025-05-10T12:02:18Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,5714382751,56,Back,5714382757,212,17.8,5714382759,213,4.82,5714382755,141,28.5,5714382753,140,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423605,33,1,1,2,8,1c7dv8ays675v9kp6a04sd8pq,1,49.0,27.6,2025-05-10T12:02:18.773Z,2025-05-10T12:02:20Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,5714382879,140,70.9,5714382881,141,11.1,5714382885,213,5.83,5714382883,212,25.6,5714382877,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423693,34,1,1,2,10,1c7dv8ays675v9kp6a04sd8pq,1,70.9,11.1,2025-05-10T12:02:20.469Z,2025-05-10T12:02:26Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,5714383265,140,84.9,5714383263,56,Right,5714383271,213,6.25,5714383269,212,14.7,5714383267,141,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423751,35,1,1,2,16,1c7dv8ays675v9kp6a04sd8pq,1,75.3,6.7,2025-05-10T12:02:26.213Z,2025-05-10T12:02:30Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,5714383601,56,Center,5714383605,141,31.3,5714383607,212,17.6,5714383603,140,70.1,5714383609,213,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423777,36,1,1,2,20,1c7dv8ays675v9kp6a04sd8pq,1,70.1,31.3,2025-05-10T12:02:29.957Z,2025-05-10T12:02:31Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,5714383733,141,47.5,5714383729,56,Center,5714383737,213,2.47,5714383735,212,17.7,5714383731,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812423797,37,1,1,2,21,1c7dv8ays675v9kp6a04sd8pq,1,56.9,47.5,2025-05-10T12:02:30.997Z,2025-05-10T12:02:32Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,5714383851,141,77.8,5714383849,140,58.4,5714383847,56,Center,5714383855,213,1.49,5714383853,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
