id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2818204669,7,1,1,0,17,2rdnn9p03qrmmv34tyx1nahpa,1,24.1,59.4,2025-05-24T14:00:16.354Z,2025-05-24T14:00:37Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746277283,56,Back,5746277287,141,53.6,5746277293,212,15.2,5746277297,213,3.40,5746277285,140,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204681,8,1,1,0,22,2rdnn9p03qrmmv34tyx1nahpa,1,12.7,49.1,2025-05-24T14:00:21.484Z,2025-05-24T14:00:36Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,5746277361,213,5.81,5746277357,141,42.2,5746277355,140,21.4,5746277353,56,Back,5746277359,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204695,9,1,1,0,23,2rdnn9p03qrmmv34tyx1nahpa,1,19.4,34.8,2025-05-24T14:00:22.515Z,2025-05-24T14:00:36Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746277437,140,3.3,5746277441,212,17.1,5746277435,56,Back,5746277443,213,3.31,5746277439,141,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204727,10,1,1,0,24,2rdnn9p03qrmmv34tyx1nahpa,0,3.1,29.4,2025-05-24T14:00:24.077Z,2025-05-24T14:00:36Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,5746277629,141,17.7,5746277631,212,54.3,5746277623,157,,5746277625,56,Right,5746277633,213,6.14,5746277635,1,,5746277627,140,54.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204729,5,44,1,0,30,cy6zs39z79dcfbr4xzkp38z7q,1,44.0,84.6,2025-05-24T14:00:29.679Z,2025-05-24T14:06:25Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746277645,285,,5746277643,56,Back,5746277655,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204731,11,44,1,0,30,2rdnn9p03qrmmv34tyx1nahpa,0,56.0,15.4,2025-05-24T14:00:29.680Z,2025-05-24T14:06:25Z,afacx0e14xrz11u9dnbry92ei,K. Wallius,,5746277667,286,,5746277663,233,5,5746277647,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204745,6,1,1,0,30,cy6zs39z79dcfbr4xzkp38z7q,0,42.3,86.8,2025-05-24T14:00:30.048Z,2025-05-24T14:00:32Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746277727,141,90.2,5746277723,56,Left,5746277721,3,,5746277725,140,54.5,5746277729,212,13.0,5746277731,213,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204953,17,1,1,0,31,2rdnn9p03qrmmv34tyx1nahpa,0,39.7,9.9,2025-05-24T14:00:30.403Z,2025-05-24T14:07:03Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,5746300397,213,4.14,5746300393,141,0.0,5746300391,140,35.2,5746300395,212,8.8,5746300389,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204757,7,5,1,0,32,cy6zs39z79dcfbr4xzkp38z7q,1,63.8,101.4,2025-05-24T14:00:32.094Z,2025-05-24T14:28:31Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746300737,233,12,5746277791,347,,5746277789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204741,12,5,1,0,32,2rdnn9p03qrmmv34tyx1nahpa,0,36.2,-1.4,2025-05-24T14:00:32.094Z,2025-05-24T14:28:32Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,5746277699,56,Back,5746300783,233,7,5746277701,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204857,8,1,1,0,50,cy6zs39z79dcfbr4xzkp38z7q,0,59.9,100.0,2025-05-24T14:00:49.231Z,2025-05-24T14:00:50Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746278227,213,5.89,5746278223,141,94.4,5746278219,56,Left,5746278221,140,71.6,5746278225,212,13.3,5746278217,107,,5746278251,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204871,13,61,1,0,51,2rdnn9p03qrmmv34tyx1nahpa,1,28.4,6.4,2025-05-24T14:00:50.821Z,2025-05-24T14:00:50Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,5746278265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204879,14,43,1,0,53,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-24T14:00:52.183Z,2025-05-24T14:08:32Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746307353,144,61,5746278303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204895,15,43,1,0,54,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-05-24T14:00:53.761Z,2025-05-24T14:08:30Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,5746307143,144,1,5746278369,56,Back,5746278373,141,0.0,5746278375,212,11.3,5746278379,1,0,5746278377,213,5.67,5746278371,140,39.2,5746278367,157,0,,,,,,,,,,,,,,,,,,,,,,,,
2818204897,9,43,1,0,54,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-24T14:00:53.935Z,2025-05-24T14:01:00Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,5746278509,144,5,5746278383,347,0,5746278397,233,16,5746278381,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204899,16,4,1,0,54,2rdnn9p03qrmmv34tyx1nahpa,1,27.8,11.3,2025-05-24T14:00:53.966Z,2025-05-24T14:28:40Z,cayn625x26mewt9gp2xrmh4ut,F. Aspegren,,5746305889,233,10,5746278603,13,,5746278609,265,,5746278385,56,Back,5746278607,152,,5746305289,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204937,10,4,1,0,54,cy6zs39z79dcfbr4xzkp38z7q,0,72.2,88.7,2025-05-24T14:00:53.967Z,2025-05-24T14:28:40Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,5746278595,152,,5746278591,13,,5746278597,265,,5746278593,56,Left,5746305915,233,16,5746278599,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204959,18,1,1,1,0,2rdnn9p03qrmmv34tyx1nahpa,1,30.6,7.0,2025-05-24T14:00:59.527Z,2025-05-24T14:09:15Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,5746311231,56,Back,5746311237,212,23.8,5746311369,152,,5746311367,5,,5746311235,141,30.9,5746311233,140,14.1,5746311239,213,2.39,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204963,19,1,1,1,2,2rdnn9p03qrmmv34tyx1nahpa,1,14.1,27.4,2025-05-24T14:01:01.637Z,2025-05-24T14:09:27Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,5746312665,212,16.3,5746312663,141,50.5,5746312659,56,Back,5746312661,140,10.0,5746312667,213,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818204967,20,1,1,1,3,2rdnn9p03qrmmv34tyx1nahpa,1,13.1,55.8,2025-05-24T14:01:02.754Z,2025-05-24T14:09:36Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,5746313519,212,19.1,5746313521,213,1.48,5746313513,56,Back,5746313515,140,14.8,5746313517,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205007,24,1,1,1,6,2rdnn9p03qrmmv34tyx1nahpa,1,9.4,88.0,2025-05-24T14:01:05.518Z,2025-05-24T14:09:54Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746278887,140,14.9,5746278893,213,0.50,5746278889,141,92.6,5746278891,212,6.6,5746278885,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818211635,71,83,1,1,7,cy6zs39z79dcfbr4xzkp38z7q,0,79.2,7.4,2025-05-24T14:01:07.042Z,2025-05-24T14:10:11Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746316519,399,enc30jhvcxxy3c53muws4gbje,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205011,11,45,1,1,10,cy6zs39z79dcfbr4xzkp38z7q,0,84.2,6.6,2025-05-24T14:01:09.695Z,2025-05-24T14:28:48Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5746317659,233,25,5746278909,286,,5746278905,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205017,25,3,1,1,10,2rdnn9p03qrmmv34tyx1nahpa,1,15.8,93.4,2025-05-24T14:01:09.695Z,2025-05-24T14:28:48Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746278941,56,Back,5746317651,233,11,5746278943,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205055,26,1,1,1,13,2rdnn9p03qrmmv34tyx1nahpa,1,7.8,89.9,2025-05-24T14:01:12.720Z,2025-05-24T14:01:14Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,5746279163,212,9.9,5746279165,213,4.41,5746279159,140,5.0,5746279157,56,Back,5746279161,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205089,27,1,1,1,15,2rdnn9p03qrmmv34tyx1nahpa,0,5.0,77.6,2025-05-24T14:01:14.470Z,2025-05-24T14:01:19Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746279355,1,,5746279349,141,95.1,5746279353,213,0.23,5746279345,56,Left,5746279343,157,,5746279351,212,52.5,5746279347,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205101,12,12,1,1,21,cy6zs39z79dcfbr4xzkp38z7q,1,48.3,4.6,2025-05-24T14:01:20.144Z,2025-05-24T14:10:44Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5746279409,140,48.3,5746279429,167,,5746318927,15,,5746279411,141,0.0,5746279407,56,Back,5746279413,212,3.9,5746279415,213,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205103,13,5,1,1,21,cy6zs39z79dcfbr4xzkp38z7q,0,47.1,-1.3,2025-05-24T14:01:20.346Z,2025-05-24T14:28:32Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,5746279423,347,,5746279421,56,Back,5746279431,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205099,28,5,1,1,21,2rdnn9p03qrmmv34tyx1nahpa,1,52.9,101.3,2025-05-24T14:01:20.346Z,2025-05-24T14:28:32Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746279403,56,Left,5746279425,233,13,5746279405,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205189,29,1,1,1,31,2rdnn9p03qrmmv34tyx1nahpa,1,56.4,100.0,2025-05-24T14:01:30.350Z,2025-05-24T14:01:34Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,5746279847,140,96.4,5746279851,212,45.9,5746279843,107,,5746279845,56,Center,5746279853,213,5.87,5746279849,141,74.8,5746279855,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205195,30,1,1,1,35,2rdnn9p03qrmmv34tyx1nahpa,0,96.4,75.0,2025-05-24T14:01:34.680Z,2025-05-24T14:01:35Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,5746279885,140,94.7,5746279887,141,62.4,5746279891,213,4.51,5746279883,56,Center,5746279889,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205201,14,61,1,1,35,cy6zs39z79dcfbr4xzkp38z7q,1,12.6,27.6,2025-05-24T14:01:34.859Z,2025-05-24T14:04:30Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746279919,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205227,15,12,1,1,36,cy6zs39z79dcfbr4xzkp38z7q,1,8.4,41.8,2025-05-24T14:01:35.808Z,2025-05-24T14:04:28Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746280031,56,Back,5746280035,141,35.2,5746280037,212,4.5,5746280033,140,7.9,5746280045,15,,5746280039,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205241,16,12,1,1,37,cy6zs39z79dcfbr4xzkp38z7q,1,7.9,35.2,2025-05-24T14:01:36.647Z,2025-05-24T14:04:33Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746280117,56,Back,5746280151,167,,5746280123,212,9.0,5746280119,140,0.0,5746280125,213,3.35,5746280121,141,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205249,17,6,1,1,37,cy6zs39z79dcfbr4xzkp38z7q,0,1.3,30.8,2025-05-24T14:01:36.992Z,2025-05-24T14:28:53Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746280193,73,,5746280225,233,31,5746280191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205209,31,6,1,1,37,2rdnn9p03qrmmv34tyx1nahpa,1,98.7,69.2,2025-05-24T14:01:36.992Z,2025-05-24T14:28:52Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,5746280021,73,,5746280017,56,Center,5746280217,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205485,32,1,1,2,11,2rdnn9p03qrmmv34tyx1nahpa,0,99.5,99.5,2025-05-24T14:02:10.762Z,2025-05-24T14:03:57Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,5746281477,155,,5746281489,213,4.51,5746281485,141,49.9,5746281491,1,,5746281483,140,92.8,5746281473,2,,5746281475,6,,5746281481,56,Center,5746281479,223,5746281487,212,34.5,,,,,,,,,,,,,,,,,,,
2818214229,100,44,1,2,14,cy6zs39z79dcfbr4xzkp38z7q,1,6.8,51.5,2025-05-24T14:02:13.339Z,2025-05-24T15:32:35Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746330367,56,Back,5746330393,233,33,5746330369,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205489,33,44,1,2,14,2rdnn9p03qrmmv34tyx1nahpa,0,93.2,48.5,2025-05-24T14:02:13.340Z,2025-05-24T15:32:35Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,5746281509,56,Center,5746281511,286,,5746330439,233,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205513,18,12,1,2,14,cy6zs39z79dcfbr4xzkp38z7q,1,8.3,52.1,2025-05-24T14:02:13.567Z,2025-05-24T14:12:51Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746281715,213,1.22,5746281713,212,35.9,5746281707,56,Back,5746281731,15,,5746281811,167,,5746281711,141,100.0,5746281709,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205529,19,5,1,2,19,cy6zs39z79dcfbr4xzkp38z7q,0,21.4,101.8,2025-05-24T14:02:18.560Z,2025-05-24T14:02:21Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746281789,56,Back,5746281863,233,34,5746281791,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205541,34,5,1,2,19,2rdnn9p03qrmmv34tyx1nahpa,1,78.6,-1.8,2025-05-24T14:02:18.560Z,2025-05-24T14:28:32Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,5746281847,347,,5746281845,56,Right,5746281855,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205717,35,1,1,2,36,2rdnn9p03qrmmv34tyx1nahpa,1,76.7,0.0,2025-05-24T14:02:35.825Z,2025-05-24T14:02:38Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,5746282909,212,16.4,5746282911,213,0.41,5746282903,56,Right,5746282905,140,91.0,5746282907,141,7.7,5746282901,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205723,36,61,1,2,39,2rdnn9p03qrmmv34tyx1nahpa,0,91.7,10.6,2025-05-24T14:02:38.825Z,2025-05-24T14:02:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,5746282943,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205739,20,5,1,2,41,cy6zs39z79dcfbr4xzkp38z7q,1,-1.2,77.4,2025-05-24T14:02:40.934Z,2025-05-24T14:28:33Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,5746283035,56,Back,5746283061,233,37,5746283037,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818205733,37,5,1,2,41,2rdnn9p03qrmmv34tyx1nahpa,0,101.2,22.6,2025-05-24T14:02:40.934Z,2025-05-24T14:02:44Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,5746283003,56,Center,5746283075,233,20,5746283005,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206021,21,1,1,3,3,cy6zs39z79dcfbr4xzkp38z7q,1,5.1,58.8,2025-05-24T14:03:02.672Z,2025-05-24T14:03:07Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,5746284549,213,4.47,5746284553,237,,5746284543,140,3.7,5746284539,124,,5746284545,141,50.1,5746284547,212,6.1,5746284541,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206073,22,1,1,3,8,cy6zs39z79dcfbr4xzkp38z7q,1,5.9,48.5,2025-05-24T14:03:07.440Z,2025-05-24T14:03:12Z,91fm2241o9p5nxo84p43tedhx,W. Eskelinen,,5746284809,157,,5746284817,212,63.9,5746284811,56,Right,5746284819,213,5.92,5746284821,1,,5746284813,140,62.8,5746284815,141,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206089,23,1,1,3,12,cy6zs39z79dcfbr4xzkp38z7q,1,62.9,15.0,2025-05-24T14:03:11.984Z,2025-05-24T14:03:13Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,5746284919,140,64.2,5746284921,141,21.3,5746284915,3,,5746284923,212,4.5,5746284925,213,1.26,5746284917,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818206091,24,1,1,3,13,cy6zs39z79dcfbr4xzkp38z7q,0,64.2,21.3,2025-05-24T14:03:12.976Z,2025-05-24T14:03:13Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,5746284947,213,4.21,5746284939,56,Right,5746284943,141,12.8,5746284941,140,61.2,5746284945,212,6.6,5746284937,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
