id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2812705209,7,1,1,0,17,cy6zs39z79dcfbr4xzkp38z7q,1,21.9,70.0,2025-05-10T16:01:22.765Z,2025-05-10T16:01:25Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715881775,212,25.2,5715881771,140,27.6,5715881777,213,4.95,5715881769,56,Back,5715881773,141,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705271,8,1,1,0,20,cy6zs39z79dcfbr4xzkp38z7q,1,27.6,33.7,2025-05-10T16:01:25.373Z,2025-05-10T16:01:31Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5715882189,140,24.6,5715882195,213,1.70,5715882187,56,Back,5715882191,141,68.4,5715882193,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705279,9,1,1,0,25,cy6zs39z79dcfbr4xzkp38z7q,1,25.1,66.0,2025-05-10T16:01:30.957Z,2025-05-10T16:01:32Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715882249,212,8.1,5715882243,56,Back,5715882251,213,0.23,5715882247,141,68.7,5715882245,140,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705287,10,1,1,0,26,cy6zs39z79dcfbr4xzkp38z7q,1,32.6,68.8,2025-05-10T16:01:31.901Z,2025-05-10T16:01:33Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5715882313,212,3.0,5715882303,56,Back,5715882309,141,64.9,5715882315,213,4.21,5715882305,140,31.2,5715882347,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705321,11,1,1,0,29,cy6zs39z79dcfbr4xzkp38z7q,0,31.2,64.8,2025-05-10T16:01:34.941Z,2025-05-10T16:01:36Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5715882483,140,61.0,5715882487,212,31.5,5715882481,56,Center,5715882485,141,70.5,5715882489,213,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705411,5,12,1,0,32,3cbke8cbou2ms925872vk6dwx,1,22.5,27.1,2025-05-10T16:01:37.680Z,2025-05-10T16:01:44Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5715883101,167,,5715883065,213,5.93,5715883057,56,Right,5715883061,141,0.0,5715883063,212,56.5,5715883059,140,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705437,13,56,1,0,33,cy6zs39z79dcfbr4xzkp38z7q,1,20.1,96.1,2025-05-10T16:01:38.334Z,2025-05-10T16:06:40Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715883165,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705417,6,5,1,0,35,3cbke8cbou2ms925872vk6dwx,0,75.4,-1.4,2025-05-10T16:01:40.444Z,2025-05-10T17:34:05Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5715883135,233,12,5715883085,347,,5715883083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705381,12,5,1,0,35,cy6zs39z79dcfbr4xzkp38z7q,1,24.6,101.4,2025-05-10T16:01:40.444Z,2025-05-10T17:34:04Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5715882837,56,Back,5715882839,347,,5715883095,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705539,14,1,1,0,48,cy6zs39z79dcfbr4xzkp38z7q,1,20.7,100.0,2025-05-10T16:01:53.629Z,2025-05-10T16:01:54Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715883793,213,4.92,5715883791,212,8.6,5715883789,141,88.7,5715883787,140,22.4,5715883783,107,,5715883785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705563,15,1,1,0,49,cy6zs39z79dcfbr4xzkp38z7q,1,22.4,88.7,2025-05-10T16:01:54.860Z,2025-05-10T16:01:56Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5715883919,141,91.7,5715883913,56,Back,5715883921,212,9.2,5715883923,213,2.92,5715883917,140,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705575,16,1,1,0,51,cy6zs39z79dcfbr4xzkp38z7q,0,13.9,91.7,2025-05-10T16:01:56.205Z,2025-05-10T16:01:56Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715883991,141,57.8,5715883999,213,5.18,5715883987,140,24.9,5715884001,1,,5715883985,56,Back,5715883995,212,25.8,5715883977,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706791,32,51,1,0,53,cy6zs39z79dcfbr4xzkp38z7q,1,28.6,72.7,2025-05-10T16:01:58.916Z,2025-05-10T16:03:22Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715891409,169,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705615,8,15,1,0,54,3cbke8cbou2ms925872vk6dwx,1,81.8,50.7,2025-05-10T16:01:59.743Z,2025-05-10T16:07:17Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5715884205,18,,5715887841,230,98.1,5715887825,102,45.8,5715887833,146,86.4,5715887711,82,,5715884203,22,,5715917587,80,,5715884207,56,Center,5715887827,103,19,5715887859,233,17,5715917583,72,5715887831,458,5715887845,231,52.3,5715887829,215,5715887837,147,49.5,,,,,,,,,,,,,,
2812705621,17,10,1,0,54,cy6zs39z79dcfbr4xzkp38z7q,1,9.7,49.1,2025-05-10T16:01:59.843Z,2025-05-10T16:02:44Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5715884237,94,,5715884239,56,Back,5715887871,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705751,19,1,1,0,59,cy6zs39z79dcfbr4xzkp38z7q,1,22.8,56.4,2025-05-10T16:02:05.008Z,2025-05-10T16:02:09Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5715885017,1,,5715885007,56,Center,5715885015,213,5.81,5715885011,141,29.5,5715885013,212,40.2,5715885009,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705807,20,1,1,1,4,cy6zs39z79dcfbr4xzkp38z7q,0,62.7,28.9,2025-05-10T16:02:09.853Z,2025-05-10T16:11:28Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5715885309,213,1.23,5715885305,141,38.9,5715885303,140,65.0,5715885301,56,Center,5715885307,212,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812716323,93,61,1,1,5,3cbke8cbou2ms925872vk6dwx,1,35.2,60.1,2025-05-10T16:02:10.675Z,2025-05-10T16:11:43Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5715947549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705865,21,1,1,1,7,cy6zs39z79dcfbr4xzkp38z7q,1,65.7,72.6,2025-05-10T16:02:12.989Z,2025-05-10T16:02:16Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5715885589,140,77.9,5715885595,213,0.76,5715885593,212,17.7,5715885591,141,90.5,5715885587,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705895,22,1,1,1,11,cy6zs39z79dcfbr4xzkp38z7q,1,88.5,85.4,2025-05-10T16:02:16.541Z,2025-05-10T16:02:19Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5715885771,140,73.9,5715885777,213,3.53,5715885773,141,76.3,5715885769,56,Center,5715885775,212,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705933,23,1,1,1,13,cy6zs39z79dcfbr4xzkp38z7q,1,72.4,75.6,2025-05-10T16:02:18.877Z,2025-05-10T16:02:21Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5715885975,212,12.8,5715885969,56,Left,5715885973,141,88.6,5715885971,140,81.2,5715885977,213,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705955,24,1,1,1,15,cy6zs39z79dcfbr4xzkp38z7q,1,83.5,88.1,2025-05-10T16:02:21.005Z,2025-05-10T16:02:22Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5715886125,141,81.4,5715886123,140,90.6,5715886121,56,Left,5715886127,212,8.7,5715886129,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705961,25,1,1,1,17,cy6zs39z79dcfbr4xzkp38z7q,0,93.7,81.8,2025-05-10T16:02:22.732Z,2025-05-10T16:02:24Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5715886151,2,,5715886245,233,9,5715886159,141,79.9,5715886249,286,,5715886157,140,93.2,5715886163,213,4.33,5715886155,56,Left,5715886161,212,1.4,5715886243,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812705973,9,12,1,1,17,3cbke8cbou2ms925872vk6dwx,1,3.1,22.8,2025-05-10T16:02:22.832Z,2025-05-10T16:02:24Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5715886225,56,Back,5715886223,185,,5715886291,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706033,26,1,1,1,19,cy6zs39z79dcfbr4xzkp38z7q,1,92.6,84.2,2025-05-10T16:02:25.037Z,2025-05-10T16:02:27Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5715886609,141,89.9,5715886601,56,Left,5715886613,212,5.1,5715886617,213,2.27,5715886605,140,89.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706069,27,1,1,1,22,cy6zs39z79dcfbr4xzkp38z7q,0,84.4,87.7,2025-05-10T16:02:27.805Z,2025-05-10T16:02:29Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5715886813,213,5.02,5715886801,2,,5715886803,155,,5715886811,212,29.3,5715886809,141,46.7,5715886805,56,Center,5715886807,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706081,10,12,1,1,25,3cbke8cbou2ms925872vk6dwx,1,7.6,64.2,2025-05-10T16:02:30.111Z,2025-05-10T16:02:33Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5715886925,212,28.2,5715886927,213,1.12,5715886953,15,,5715886919,56,Back,5715887177,167,,5715886923,141,100.0,5715886921,140,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706123,11,5,1,1,27,3cbke8cbou2ms925872vk6dwx,0,22.0,101.6,2025-05-10T16:02:32.771Z,2025-05-10T16:02:36Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5715887153,56,Back,5715887301,233,28,5715887155,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706143,28,5,1,1,27,cy6zs39z79dcfbr4xzkp38z7q,1,78.0,-1.6,2025-05-10T16:02:32.771Z,2025-05-10T17:34:05Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5715887261,56,Right,5715887263,347,,5715887269,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706583,29,1,1,1,55,cy6zs39z79dcfbr4xzkp38z7q,1,67.7,0.0,2025-05-10T16:03:00.333Z,2025-05-10T16:03:04Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5715889679,1,,5715889671,140,87.9,5715889673,141,25.9,5715889669,56,Center,5715889667,107,,5715889675,212,28.5,5715889677,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706589,30,61,1,1,59,cy6zs39z79dcfbr4xzkp38z7q,0,96.4,32.3,2025-05-10T16:03:04.045Z,2025-05-10T16:03:07Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715889707,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706607,12,5,1,1,59,3cbke8cbou2ms925872vk6dwx,1,-1.4,62.2,2025-05-10T16:03:04.781Z,2025-05-10T17:34:05Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5715889783,346,,5715889819,233,31,5715889781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812706595,31,5,1,1,59,cy6zs39z79dcfbr4xzkp38z7q,0,101.4,37.8,2025-05-10T16:03:04.781Z,2025-05-10T16:03:09Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715889729,346,,5715889871,233,12,5715889727,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707159,13,1,1,2,25,3cbke8cbou2ms925872vk6dwx,0,4.9,38.6,2025-05-10T16:03:30.241Z,2025-05-10T16:03:38Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5715893059,140,57.0,5715893065,213,0.04,5715893067,1,,5715893069,74,,5715893057,56,Center,5715893063,212,54.8,5715893061,141,42.2,5715893055,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707101,33,1,1,2,29,cy6zs39z79dcfbr4xzkp38z7q,0,23.2,52.5,2025-05-10T16:03:34.812Z,2025-05-10T16:03:35Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5715892761,56,Back,5715892767,212,14.2,5715892763,140,36.5,5715892765,141,49.0,5715892759,3,,5715892769,213,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812718739,110,61,1,2,30,3cbke8cbou2ms925872vk6dwx,0,46.4,43.0,2025-05-10T16:03:35.549Z,2025-05-10T16:13:25Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5715959545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707201,34,1,1,2,32,cy6zs39z79dcfbr4xzkp38z7q,1,47.5,45.2,2025-05-10T16:03:37.805Z,2025-05-10T16:03:41Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5715893271,56,Back,5715893273,140,38.4,5715893279,213,4.24,5715893277,212,21.1,5715893275,141,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707261,35,1,1,2,35,cy6zs39z79dcfbr4xzkp38z7q,1,38.3,17.4,2025-05-10T16:03:41.020Z,2025-05-10T16:03:43Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5715893551,212,8.0,5715893553,213,2.22,5715893549,141,26.7,5715893547,140,33.7,5715893545,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707327,36,1,1,2,38,cy6zs39z79dcfbr4xzkp38z7q,1,36.4,23.9,2025-05-10T16:03:43.581Z,2025-05-10T16:03:46Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5715893899,213,2.63,5715893893,140,12.6,5715893891,56,Back,5715893897,212,28.6,5715893895,141,44.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707419,37,1,1,2,41,cy6zs39z79dcfbr4xzkp38z7q,1,12.9,46.3,2025-05-10T16:03:46.813Z,2025-05-10T16:03:52Z,cu75ndbeja7m9o2g789b0h34k,N. Schulz,,,5715894347,140,26.7,5715894345,56,Back,5715894351,212,21.8,5715894353,213,0.84,5715894349,141,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707409,14,43,1,2,46,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-10T16:03:51.665Z,2025-05-10T16:14:07Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5715894505,399,3ajk1fh1r7rxjmsljdm5zs639,5715964455,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707431,38,61,1,2,46,cy6zs39z79dcfbr4xzkp38z7q,0,30.0,88.6,2025-05-10T16:03:52.013Z,2025-05-10T16:03:52Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715894393,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707461,15,5,1,2,47,3cbke8cbou2ms925872vk6dwx,1,67.6,-1.4,2025-05-10T16:03:53.021Z,2025-05-10T17:34:06Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5715894555,56,Right,5715894557,347,,5715894595,233,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707451,39,5,1,2,47,cy6zs39z79dcfbr4xzkp38z7q,0,32.4,101.4,2025-05-10T16:03:53.021Z,2025-05-10T16:03:56Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5715894495,56,Back,5715894629,233,15,5715894499,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707677,16,1,1,2,59,3cbke8cbou2ms925872vk6dwx,0,63.7,0.0,2025-05-10T16:04:04.786Z,2025-05-10T16:04:07Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5715895727,1,,5715895725,213,0.48,5715895719,140,83.0,5715895721,141,14.3,5715895717,56,Right,5715895723,212,22.9,5715895715,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707691,40,8,1,3,2,cy6zs39z79dcfbr4xzkp38z7q,1,7.8,87.7,2025-05-10T16:04:07.965Z,2025-05-10T16:04:08Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715895863,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812707737,41,1,1,3,5,cy6zs39z79dcfbr4xzkp38z7q,0,3.0,96.3,2025-05-10T16:04:10.445Z,2025-05-10T16:04:10Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5715896143,212,5.8,5715896141,141,95.0,5715896145,213,6.13,5715896139,140,8.5,5715896137,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
