id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2805144867,7,43,1,0,12,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-23T14:59:44.730Z,2025-04-23T14:59:48Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674127561,140,64.8,5674127651,233,5,5674127559,56,Right,5674127649,236,0,5674127567,213,0.26,5674127563,141,7.3,5674127667,144,1,5674127655,286,0,5674127565,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144873,8,1,1,0,13,3ptum5fjcgw51mqui0gu6uuf4,0,65.1,6.1,2025-04-23T14:59:46.186Z,2025-04-23T14:59:48Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674127591,56,Right,5674127593,140,67.3,5674127597,212,2.3,5674127685,233,5,5674127681,236,,5674127691,286,,5674127599,213,6.22,5674127595,141,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144881,5,74,1,0,13,1c7dv8ays675v9kp6a04sd8pq,1,25.6,95.9,2025-04-23T14:59:46.187Z,2025-04-23T17:43:59Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674127705,233,8,5674127637,56,Back,5674127639,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144883,6,5,1,0,15,1c7dv8ays675v9kp6a04sd8pq,0,26.0,101.4,2025-04-23T14:59:47.921Z,2025-04-23T14:59:51Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674127669,56,Back,5674127719,233,9,5674127671,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144889,9,5,1,0,15,3ptum5fjcgw51mqui0gu6uuf4,1,74.0,-1.4,2025-04-23T14:59:47.921Z,2025-04-23T17:42:19Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674127713,233,6,5674127711,347,,5674127709,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144917,10,1,1,0,21,3ptum5fjcgw51mqui0gu6uuf4,1,77.1,0.0,2025-04-23T14:59:54.618Z,2025-04-23T15:10:48Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674127879,213,0.51,5674127871,56,Right,5674127869,107,,5674127873,140,92.6,5674127877,212,18.6,5674127875,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144919,11,61,1,0,22,3ptum5fjcgw51mqui0gu6uuf4,1,91.7,9.2,2025-04-23T14:59:54.833Z,2025-04-23T15:10:50Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674127883,56,Right,5674145883,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144915,7,61,1,0,23,1c7dv8ays675v9kp6a04sd8pq,1,19.5,92.9,2025-04-23T14:59:56.651Z,2025-04-23T15:10:52Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674127905,189,,5674127867,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144923,8,5,1,0,33,1c7dv8ays675v9kp6a04sd8pq,0,14.4,101.5,2025-04-23T15:00:05.706Z,2025-04-23T17:42:20Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674127913,347,,5674127933,233,12,5674127911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144921,12,5,1,0,33,3ptum5fjcgw51mqui0gu6uuf4,1,85.6,-1.5,2025-04-23T15:00:05.706Z,2025-04-23T17:42:20Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674127897,56,Right,5674127899,347,,5674127915,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144927,13,1,1,0,36,3ptum5fjcgw51mqui0gu6uuf4,1,93.4,0.0,2025-04-23T15:00:08.795Z,2025-04-23T15:00:09Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674127937,107,,5674127947,213,2.20,5674127943,141,9.7,5674127941,140,88.4,5674127945,212,8.9,5674127939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144931,14,1,1,0,36,3ptum5fjcgw51mqui0gu6uuf4,1,88.4,9.7,2025-04-23T15:00:09.435Z,2025-04-23T15:00:10Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674127975,141,5.9,5674127979,213,4.23,5674127977,212,2.9,5674127973,140,87.1,5674127971,56,Right,5674127993,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805148581,117,50,1,0,39,3ptum5fjcgw51mqui0gu6uuf4,1,72.3,9.4,2025-04-23T15:00:11.905Z,2025-04-23T17:38:42Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674148835,286,,5674148833,56,Right,5674148841,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144935,9,7,1,0,39,1c7dv8ays675v9kp6a04sd8pq,0,27.7,90.6,2025-04-23T15:00:11.906Z,2025-04-23T17:38:42Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674148837,233,117,5674148023,285,,5674148021,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144943,15,1,1,0,40,3ptum5fjcgw51mqui0gu6uuf4,1,87.6,6.7,2025-04-23T15:00:12.795Z,2025-04-23T15:00:13Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5674128041,212,10.5,5674128043,213,3.14,5674128037,140,77.6,5674128039,141,6.7,5674128035,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144945,16,1,1,0,41,3ptum5fjcgw51mqui0gu6uuf4,1,77.1,6.5,2025-04-23T15:00:13.739Z,2025-04-23T15:00:14Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5674128057,141,13.2,5674128053,56,Right,5674128055,140,72.3,5674128061,213,2.41,5674128059,212,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144939,10,83,1,0,41,1c7dv8ays675v9kp6a04sd8pq,0,21.1,94.8,2025-04-23T15:00:14.275Z,2025-04-23T15:13:08Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5674128073,399,10qxrh1rh7uyhtm3scj8glqs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144949,17,1,1,0,41,3ptum5fjcgw51mqui0gu6uuf4,1,73.8,10.1,2025-04-23T15:00:14.634Z,2025-04-23T15:00:16Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5674128083,213,6.09,5674128081,212,10.1,5674128077,140,83.2,5674128079,141,7.3,5674128075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144953,18,1,1,0,44,3ptum5fjcgw51mqui0gu6uuf4,0,83.2,13.4,2025-04-23T15:00:17.066Z,2025-04-23T15:00:17Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674128091,56,Right,5674128099,213,0.75,5674128097,212,3.6,5674128093,140,85.7,5674128095,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144957,11,8,1,0,46,1c7dv8ays675v9kp6a04sd8pq,1,21.6,83.5,2025-04-23T15:00:19.377Z,2025-04-23T15:00:19Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5674128127,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144959,19,61,1,0,46,3ptum5fjcgw51mqui0gu6uuf4,0,81.8,18.9,2025-04-23T15:00:19.674Z,2025-04-23T15:00:19Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5674128129,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144981,12,3,1,0,48,1c7dv8ays675v9kp6a04sd8pq,0,21.7,77.0,2025-04-23T15:00:20.778Z,2025-04-23T15:14:26Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674128495,233,20,5674128205,56,Back,5674128207,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805144965,20,7,1,0,48,3ptum5fjcgw51mqui0gu6uuf4,0,78.3,23.0,2025-04-23T15:00:20.779Z,2025-04-23T15:14:15Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5674128149,56,Center,5674128151,286,,5674128491,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145003,13,1,1,0,51,1c7dv8ays675v9kp6a04sd8pq,0,23.6,73.0,2025-04-23T15:00:24.433Z,2025-04-23T15:00:33Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5674128315,157,,5674128325,213,5.65,5674128319,140,63.9,5674128321,141,27.7,5674128317,56,Center,5674128323,212,52.3,5674128327,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145007,21,1,1,0,56,3ptum5fjcgw51mqui0gu6uuf4,1,64.4,85.0,2025-04-23T15:00:28.779Z,2025-04-23T15:00:32Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674128369,212,2.5,5674128371,213,2.15,5674128367,141,88.1,5674128365,140,63.1,5674128363,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145009,22,50,1,0,59,3ptum5fjcgw51mqui0gu6uuf4,1,61.4,88.6,2025-04-23T15:00:32.187Z,2025-04-23T15:00:38Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674128377,286,,5674128375,56,Left,5674128435,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145017,14,7,1,0,59,1c7dv8ays675v9kp6a04sd8pq,1,38.6,11.4,2025-04-23T15:00:32.188Z,2025-04-23T15:00:37Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674128419,285,,5674128415,167,,5674128421,233,22,5674128417,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145025,15,5,1,1,1,1c7dv8ays675v9kp6a04sd8pq,0,41.6,-1.8,2025-04-23T15:00:34.666Z,2025-04-23T17:42:21Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674128467,56,Back,5674128475,233,23,5674128469,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145015,23,5,1,1,1,3ptum5fjcgw51mqui0gu6uuf4,1,58.4,101.8,2025-04-23T15:00:34.666Z,2025-04-23T17:42:20Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674128413,347,,5674128411,56,Left,5674128471,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145085,24,1,1,1,17,3ptum5fjcgw51mqui0gu6uuf4,0,58.2,100.0,2025-04-23T15:00:50.331Z,2025-04-23T15:00:51Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674128769,56,Left,5674128771,140,70.3,5674128779,213,5.77,5674128777,212,14.6,5674128773,141,91.4,5674128767,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145109,16,1,1,1,20,1c7dv8ays675v9kp6a04sd8pq,0,19.7,9.2,2025-04-23T15:00:52.721Z,2025-04-23T15:00:59Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674128913,213,6.25,5674128905,56,Back,5674128911,212,20.7,5674128909,141,8.3,5674128907,140,39.4,5674128903,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145117,17,44,1,1,22,1c7dv8ays675v9kp6a04sd8pq,1,43.0,9.5,2025-04-23T15:00:54.953Z,2025-04-23T15:17:30Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674157173,233,25,5674128947,56,Back,5674157123,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145099,25,44,1,1,22,3ptum5fjcgw51mqui0gu6uuf4,0,57.0,90.5,2025-04-23T15:00:54.954Z,2025-04-23T15:17:31Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674157191,233,17,5674128847,286,,5674128845,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805150401,227,61,1,1,23,1c7dv8ays675v9kp6a04sd8pq,1,39.6,22.1,2025-04-23T15:00:55.829Z,2025-04-23T15:18:56Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674159719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145111,26,61,1,1,23,3ptum5fjcgw51mqui0gu6uuf4,1,55.9,92.9,2025-04-23T15:00:56.282Z,2025-04-23T15:17:40Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674128919,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145129,18,5,1,1,25,1c7dv8ays675v9kp6a04sd8pq,1,40.7,-1.4,2025-04-23T15:00:58.528Z,2025-04-23T17:42:21Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5674129125,233,27,5674129015,347,,5674129013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145113,27,5,1,1,25,3ptum5fjcgw51mqui0gu6uuf4,0,59.3,101.4,2025-04-23T15:00:58.528Z,2025-04-23T17:42:21Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5674128931,347,,5674129141,233,18,5674128929,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145191,19,1,1,1,41,1c7dv8ays675v9kp6a04sd8pq,1,40.0,0.0,2025-04-23T15:01:14.511Z,2025-04-23T15:01:18Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674129361,213,0.31,5674129359,212,22.4,5674129355,140,60.3,5674129363,1,,5674129351,107,,5674129357,141,8.0,5674129353,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145197,20,61,1,1,45,1c7dv8ays675v9kp6a04sd8pq,0,60.4,16.5,2025-04-23T15:01:18.354Z,2025-04-23T15:01:18Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5674129387,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145213,29,1,1,1,46,3ptum5fjcgw51mqui0gu6uuf4,1,44.0,72.7,2025-04-23T15:01:19.488Z,2025-04-23T15:01:20Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674129419,212,7.2,5674129421,213,1.59,5674129417,141,83.3,5674129415,140,43.9,5674129413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145227,30,1,1,1,47,3ptum5fjcgw51mqui0gu6uuf4,1,43.8,81.2,2025-04-23T15:01:20.347Z,2025-04-23T15:01:22Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674129481,213,3.49,5674129477,141,77.3,5674129473,56,Back,5674129475,140,36.8,5674129479,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145239,31,1,1,1,49,3ptum5fjcgw51mqui0gu6uuf4,1,36.7,77.2,2025-04-23T15:01:22.138Z,2025-04-23T15:01:24Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5674129533,56,Back,5674129537,141,69.9,5674129535,140,39.7,5674129541,213,5.28,5674129539,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145245,32,1,1,1,51,3ptum5fjcgw51mqui0gu6uuf4,1,46.5,63.6,2025-04-23T15:01:24.556Z,2025-04-23T15:01:26Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674129567,212,13.1,5674129563,140,59.0,5674129565,141,64.6,5674129561,56,Center,5674129569,213,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805151049,258,83,1,1,52,1c7dv8ays675v9kp6a04sd8pq,0,58.4,26.8,2025-04-23T15:01:25.374Z,2025-04-23T15:20:43Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5674163139,399,4zizd9804wk2k5v0l7ph0u0kq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145251,33,1,1,1,53,3ptum5fjcgw51mqui0gu6uuf4,1,60.6,73.8,2025-04-23T15:01:26.091Z,2025-04-23T15:01:27Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5674129597,56,Center,5674129605,213,5.40,5674129601,141,64.5,5674129599,140,65.5,5674129603,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145267,34,1,1,1,54,3ptum5fjcgw51mqui0gu6uuf4,0,62.1,74.8,2025-04-23T15:01:26.954Z,2025-04-23T15:01:31Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674129677,212,19.4,5674129675,141,100.0,5674129673,140,68.7,5674129679,213,1.20,5674129671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145277,21,5,1,1,56,1c7dv8ays675v9kp6a04sd8pq,1,24.2,-1.0,2025-04-23T15:01:28.780Z,2025-04-23T17:42:21Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5674129757,347,,5674129755,56,Back,5674129765,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805145269,35,5,1,1,56,3ptum5fjcgw51mqui0gu6uuf4,0,75.8,101.0,2025-04-23T15:01:28.780Z,2025-04-23T15:01:32Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5674129709,347,,5674129707,56,Left,5674129773,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
