id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/18/value
2823273583,13,1,1,0,35,1c7dv8ays675v9kp6a04sd8pq,1,51.2,70.0,2025-06-18T14:00:30.409Z,2025-06-18T14:01:48Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680041,213,0.96,5774680033,56,Left,5774680035,140,62.8,5774680039,212,21.2,5774680037,141,95.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273585,14,1,1,0,40,1c7dv8ays675v9kp6a04sd8pq,1,60.9,96.0,2025-06-18T14:00:35.449Z,2025-06-18T14:03:03Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5774680047,56,Back,5774680055,213,3.75,5774680049,140,43.3,5774680051,141,76.9,5774680053,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273593,15,1,1,0,44,1c7dv8ays675v9kp6a04sd8pq,1,43.1,75.0,2025-06-18T14:00:38.857Z,2025-06-18T14:01:20Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680105,212,28.9,5774680101,140,42.0,5774680107,213,4.67,5774680099,56,Back,5774680103,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273597,16,1,1,0,45,1c7dv8ays675v9kp6a04sd8pq,1,42.0,32.5,2025-06-18T14:00:40.144Z,2025-06-18T14:00:41Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5774680117,212,27.5,5774680119,213,5.72,5774680111,56,Right,5774680115,141,10.9,5774680113,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273599,17,1,1,0,48,1c7dv8ays675v9kp6a04sd8pq,1,71.5,9.1,2025-06-18T14:00:42.586Z,2025-06-18T14:00:44Z,6zxmiojkikr9no952g862h3is,B. Armah,,,5774680131,213,0.81,5774680123,56,Right,5774680125,140,76.1,5774680127,141,16.5,5774680129,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273601,3,45,1,0,50,3ptum5fjcgw51mqui0gu6uuf4,0,28.8,81.6,2025-06-18T14:00:44.901Z,2025-06-18T14:56:40Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5774680135,56,Back,5774680137,285,,5774680275,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273603,18,3,1,0,50,1c7dv8ays675v9kp6a04sd8pq,1,71.2,18.4,2025-06-18T14:00:44.901Z,2025-06-18T14:56:40Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5774680141,286,,5774680139,56,Right,5774680143,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273605,19,1,1,0,51,1c7dv8ays675v9kp6a04sd8pq,1,74.4,12.5,2025-06-18T14:00:46.049Z,2025-06-18T14:01:16Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5774680161,141,10.1,5774680165,213,3.25,5774680157,56,Right,5774680159,140,60.5,5774680163,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273607,20,1,1,0,53,1c7dv8ays675v9kp6a04sd8pq,1,61.6,10.3,2025-06-18T14:00:48.353Z,2025-06-18T14:00:49Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5774680193,56,Right,5774680195,140,70.2,5774680199,212,9.1,5774680201,213,6.13,5774680197,141,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273619,21,1,1,0,55,1c7dv8ays675v9kp6a04sd8pq,1,68.3,10.1,2025-06-18T14:00:50.385Z,2025-06-18T14:00:51Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5774680237,213,2.17,5774680235,212,16.7,5774680231,140,59.3,5774680229,56,Center,5774680233,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273635,22,1,1,0,58,1c7dv8ays675v9kp6a04sd8pq,1,59.2,30.4,2025-06-18T14:00:52.713Z,2025-06-18T14:00:57Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5774680317,56,Center,5774680319,140,57.7,5774680323,212,22.2,5774680325,213,1.64,5774680321,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273643,23,1,1,1,3,1c7dv8ays675v9kp6a04sd8pq,1,57.7,62.9,2025-06-18T14:00:58.178Z,2025-06-18T14:01:02Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680359,56,Left,5774680367,213,1.44,5774680365,212,17.8,5774680361,140,60.0,5774680363,141,88.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273641,4,83,1,1,8,3ptum5fjcgw51mqui0gu6uuf4,0,37.7,6.2,2025-06-18T14:01:02.780Z,2025-06-18T14:01:04Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5774680403,399,beq1o3wl29kdr4qtahdij1m21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273647,24,1,1,1,8,1c7dv8ays675v9kp6a04sd8pq,1,59.3,89.0,2025-06-18T14:01:02.873Z,2025-06-18T14:01:03Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5774680393,140,43.4,5774680399,213,3.19,5774680397,212,16.7,5774680395,141,87.8,5774680391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273651,5,83,1,1,11,3ptum5fjcgw51mqui0gu6uuf4,0,35.7,16.5,2025-06-18T14:01:06.492Z,2025-06-18T14:01:53Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5774680917,399,2myqyf42cisqz9ev77pxo0hjp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273655,25,1,1,1,12,1c7dv8ays675v9kp6a04sd8pq,0,58.3,88.0,2025-06-18T14:01:06.929Z,2025-06-18T14:01:08Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680443,212,10.2,5774680441,141,100.0,5774680445,213,1.20,5774680439,140,61.8,5774680437,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273659,6,5,1,1,14,3ptum5fjcgw51mqui0gu6uuf4,1,38.6,-2.0,2025-06-18T14:01:09.343Z,2025-06-18T14:11:59Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5774680451,56,Back,5774680455,233,26,5774680453,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273657,26,5,1,1,14,1c7dv8ays675v9kp6a04sd8pq,0,61.4,102.0,2025-06-18T14:01:09.343Z,2025-06-18T14:01:10Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680465,233,6,5774680449,347,,5774680447,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273681,7,1,1,1,30,3ptum5fjcgw51mqui0gu6uuf4,1,41.0,0.0,2025-06-18T14:01:25.461Z,2025-06-18T14:01:26Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5774680565,1,,5774680561,212,22.2,5774680553,107,,5774680555,56,Right,5774680563,213,0.35,5774680557,140,60.9,5774680559,141,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273683,8,1,1,1,32,3ptum5fjcgw51mqui0gu6uuf4,0,60.9,9.7,2025-06-18T14:01:27.430Z,2025-06-18T14:01:47Z,bboslspmgrlysvtol90dpfzzd,A. Muskwe,,,5774680583,212,6.9,5774680573,3,,5774680579,140,67.3,5774680577,56,Right,5774680585,213,6.07,5774680575,168,,5774680581,141,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273691,28,1,1,1,34,1c7dv8ays675v9kp6a04sd8pq,0,25.6,94.8,2025-06-18T14:01:28.634Z,2025-06-18T14:01:29Z,2myqyf42cisqz9ev77pxo0hjp,Paulo Ricardo,,,5774680623,141,95.1,5774680619,56,Back,5774680621,140,43.7,5774680625,212,19.0,5774680627,213,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273695,9,1,1,1,39,3ptum5fjcgw51mqui0gu6uuf4,1,64.1,3.8,2025-06-18T14:01:33.982Z,2025-06-18T14:01:34Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5774680659,141,11.3,5774680657,140,87.3,5774680655,56,Right,5774680663,213,0.21,5774680653,155,,5774680661,212,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273709,10,1,1,1,42,3ptum5fjcgw51mqui0gu6uuf4,1,89.8,11.0,2025-06-18T14:01:36.709Z,2025-06-18T14:01:38Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5774680713,140,81.1,5774680717,212,9.3,5774680719,213,3.35,5774680711,56,Right,5774680715,141,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273713,11,1,1,1,46,3ptum5fjcgw51mqui0gu6uuf4,0,97.4,12.6,2025-06-18T14:01:40.870Z,2025-06-18T14:01:40Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5774680749,212,13.4,5774680747,141,30.4,5774680739,2,,5774680751,213,2.02,5774680745,140,91.9,5774680743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273719,29,12,1,1,46,1c7dv8ays675v9kp6a04sd8pq,1,9.6,64.0,2025-06-18T14:01:41.417Z,2025-06-18T14:01:41Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5774680765,56,Back,5774680773,213,2.27,5774680769,141,84.1,5774680767,140,0.0,5774680771,212,17.9,5774680777,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273717,12,6,1,1,47,3ptum5fjcgw51mqui0gu6uuf4,1,97.6,21.8,2025-06-18T14:01:42.171Z,2025-06-18T14:03:40Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5774680807,233,30,5774680801,75,,5774680799,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273721,30,6,1,1,47,1c7dv8ays675v9kp6a04sd8pq,0,2.4,78.2,2025-06-18T14:01:42.171Z,2025-06-18T14:01:46Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5774680795,56,Back,5774680797,73,,5774680813,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273779,13,1,1,2,11,3ptum5fjcgw51mqui0gu6uuf4,1,99.5,0.5,2025-06-18T14:02:06.269Z,2025-06-18T14:09:56Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,1.0,,5774681241,210,13,5774681091,213,1.81,5774681243,154,,5774681089,212,29.4,5774681077,6,,5774681075,2,,5774681083,56,Center,5774681079,155,,5774681087,141,42.5,5774681081,223,5774681085,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273785,14,44,1,2,13,3ptum5fjcgw51mqui0gu6uuf4,1,92.8,38.6,2025-06-18T14:02:08.001Z,2025-06-18T14:03:41Z,b7594v117himyndjrpkval8us,E. Okereke,,,5774681123,286,,5774681141,233,31,5774681121,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273777,31,44,1,2,13,1c7dv8ays675v9kp6a04sd8pq,0,7.2,61.4,2025-06-18T14:02:08.002Z,2025-06-18T14:09:01Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5774681073,285,,5774681145,233,14,5774681071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273787,15,13,1,2,13,3ptum5fjcgw51mqui0gu6uuf4,1,93.0,42.5,2025-06-18T14:02:08.412Z,2025-06-18T15:00:00Z,b7594v117himyndjrpkval8us,E. Okereke,,,5774681245,85,,5774681247,29,,5774681257,103,59.7,5774681251,55,13,5774681129,56,Center,5774681255,102,51.1,5774681249,154,,5774681229,25,,5774681259,230,98.9,5774681235,328,5774681231,15,,5774681127,17,5774681261,231,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273793,16,5,1,2,15,3ptum5fjcgw51mqui0gu6uuf4,0,101.2,47.4,2025-06-18T14:02:09.627Z,2025-06-18T14:12:00Z,b7594v117himyndjrpkval8us,E. Okereke,,,5774681167,346,,5774681165,56,Center,5774681173,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273789,32,5,1,2,15,1c7dv8ays675v9kp6a04sd8pq,1,-1.2,52.6,2025-06-18T14:02:09.627Z,2025-06-18T14:12:00Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5774681139,346,,5774681137,56,Back,5774681169,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273819,33,1,1,2,39,1c7dv8ays675v9kp6a04sd8pq,1,4.3,49.6,2025-06-18T14:02:34.114Z,2025-06-18T14:02:35Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5774681373,140,7.6,5774681383,237,,5774681371,56,Back,5774681375,141,32.5,5774681377,212,12.1,5774681379,213,5.00,5774681369,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273821,34,1,1,2,41,1c7dv8ays675v9kp6a04sd8pq,1,7.6,32.4,2025-06-18T14:02:35.954Z,2025-06-18T14:02:38Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5774681393,141,7.1,5774681395,212,18.1,5774681391,140,12.9,5774681389,56,Back,5774681397,213,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273831,35,1,1,2,44,1c7dv8ays675v9kp6a04sd8pq,1,12.9,7.1,2025-06-18T14:02:39.081Z,2025-06-18T14:02:41Z,6zxmiojkikr9no952g862h3is,B. Armah,,,5774681451,212,21.0,5774681445,56,Back,5774681447,140,32.9,5774681449,141,5.6,5774681453,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273833,36,3,1,2,48,1c7dv8ays675v9kp6a04sd8pq,0,30.9,8.4,2025-06-18T14:02:42.610Z,2025-06-18T14:03:41Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5774681457,56,Back,5774681471,285,,5774681467,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273829,17,7,1,2,48,3ptum5fjcgw51mqui0gu6uuf4,1,69.1,91.6,2025-06-18T14:02:42.611Z,2025-06-18T14:03:40Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5774681441,56,Left,5774681463,233,36,5774681443,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273837,18,1,1,2,49,3ptum5fjcgw51mqui0gu6uuf4,0,73.6,88.3,2025-06-18T14:02:43.973Z,2025-06-18T14:02:43Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5774681473,56,Left,5774681475,140,61.8,5774681481,213,3.33,5774681479,212,12.6,5774681477,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
