id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/15/value
2799937945,826,61,1,1,19,3cbke8cbou2ms925872vk6dwx,1,55.1,27.9,2025-04-12T14:02:34.866Z,2025-04-12T16:09:50Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5645442145,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799938541,827,1,1,1,20,3cbke8cbou2ms925872vk6dwx,1,42.8,6.8,2025-04-12T14:02:35.866Z,2025-04-12T16:10:23Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5645445339,140,26.9,5645445345,213,2.19,5645445341,141,41.2,5645445337,56,Back,5645445343,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799938895,828,1,1,1,21,3cbke8cbou2ms925872vk6dwx,1,29.7,43.7,2025-04-12T14:02:36.866Z,2025-04-12T16:10:41Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5645447345,212,15.6,5645447339,140,29.8,5645447343,141,66.7,5645447347,213,1.56,5645447337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799939315,829,1,1,1,22,3cbke8cbou2ms925872vk6dwx,1,29.8,66.7,2025-04-12T14:02:37.866Z,2025-04-12T16:11:02Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5645449335,56,Back,5645449345,212,19.6,5645449343,141,92.9,5645449339,140,37.5,5645449347,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799939357,830,1,1,1,23,3cbke8cbou2ms925872vk6dwx,1,37.5,92.9,2025-04-12T14:02:38.866Z,2025-04-12T16:11:05Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5645449483,141,71.8,5645449479,56,Center,5645449487,213,5.64,5645449481,140,55.6,5645449485,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698495,12,61,1,1,23,3cbke8cbou2ms925872vk6dwx,0,49.4,66.6,2025-04-12T14:02:38.988Z,2025-04-12T16:10:17Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5644182339,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698783,7,1,1,1,23,8eab5wbcnttsiosd1o8c71gmk,1,39.8,32.4,2025-04-12T14:02:39.800Z,2025-04-12T15:03:22Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5644183667,212,16.1,5644183669,213,2.44,5644183665,141,47.6,5644183661,140,28.1,5644183657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799698885,9,1,1,1,24,8eab5wbcnttsiosd1o8c71gmk,1,28.1,47.6,2025-04-12T14:02:40.591Z,2025-04-12T15:03:22Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5644184195,56,Back,5644184203,213,3.62,5644184199,141,37.3,5644184201,212,15.2,5644184197,140,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699041,10,1,1,1,26,8eab5wbcnttsiosd1o8c71gmk,0,15.3,37.1,2025-04-12T14:02:42.848Z,2025-04-12T15:03:22Z,7oxxp38dxp40lby1kwg4xpn56,E. Huuhtanen,,,5644184965,141,40.0,5644184957,56,Center,5644184961,140,72.7,5644184971,213,0.03,5644184969,212,60.3,5644184951,157,,5644184973,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699097,14,1,1,1,30,3cbke8cbou2ms925872vk6dwx,1,22.6,47.2,2025-04-12T14:02:46.852Z,2025-04-12T15:01:15Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5644185251,56,Back,5644185255,141,51.3,5644185259,213,2.96,5644185253,140,8.1,5644185257,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699233,15,1,1,1,32,3cbke8cbou2ms925872vk6dwx,0,8.1,51.3,2025-04-12T14:02:48.228Z,2025-04-12T15:01:15Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5644185899,213,0.52,5644185895,141,91.4,5644185891,56,Left,5644185901,1,,5644185897,212,55.2,5644185889,157,,5644185893,140,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699367,11,1,1,1,38,8eab5wbcnttsiosd1o8c71gmk,1,39.7,8.2,2025-04-12T14:02:54.303Z,2025-04-12T15:03:21Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5644186549,213,0.27,5644186539,3,,5644186545,141,14.0,5644186541,56,Right,5644186547,212,14.8,5644186543,140,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699393,12,1,1,1,40,8eab5wbcnttsiosd1o8c71gmk,1,56.4,14.0,2025-04-12T14:02:56.271Z,2025-04-12T15:03:21Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5644186679,140,56.8,5644186683,212,3.0,5644186675,56,Right,5644186681,141,18.3,5644186685,213,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799699485,14,1,1,1,41,8eab5wbcnttsiosd1o8c71gmk,0,58.7,20.6,2025-04-12T14:02:57.775Z,2025-04-12T15:03:20Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5644187123,141,29.7,5644187115,56,Center,5644187131,1,,5644187125,212,33.0,5644187119,140,89.6,5644187129,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700011,17,1,1,1,58,3cbke8cbou2ms925872vk6dwx,1,10.5,62.9,2025-04-12T14:03:14.212Z,2025-04-12T15:01:15Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5644189877,212,9.0,5644189873,141,50.0,5644189861,123,,5644189879,213,4.94,5644189869,140,12.4,5644189865,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700059,18,1,1,2,1,3cbke8cbou2ms925872vk6dwx,1,12.4,50.0,2025-04-12T14:03:16.948Z,2025-04-12T15:01:14Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5644190143,140,10.6,5644190141,56,Back,5644190145,141,59.1,5644190153,213,1.87,5644190149,212,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700133,19,1,1,2,2,3cbke8cbou2ms925872vk6dwx,1,10.6,59.6,2025-04-12T14:03:18.404Z,2025-04-12T15:01:14Z,dxlvcn8a2lhtne6py7w4tbpw5,Á. Craninx,,,5644190525,212,6.4,5644190517,140,13.3,5644190513,56,Back,5644190527,213,1.11,5644190523,141,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700247,20,1,1,2,4,3cbke8cbou2ms925872vk6dwx,1,13.3,68.1,2025-04-12T14:03:20.421Z,2025-04-12T15:01:14Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5644191061,212,16.0,5644191057,140,20.8,5644191063,213,1.06,5644191055,56,Back,5644191059,141,88.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700333,21,1,1,2,8,3cbke8cbou2ms925872vk6dwx,1,20.8,88.6,2025-04-12T14:03:23.972Z,2025-04-12T15:01:13Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,,5644191429,140,37.3,5644191437,213,5.81,5644191439,1,,5644191425,56,Back,5644191433,141,75.4,5644191435,212,19.5,5644191423,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700421,22,1,1,2,10,3cbke8cbou2ms925872vk6dwx,1,37.3,75.4,2025-04-12T14:03:26.148Z,2025-04-12T15:01:13Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5644191903,141,73.2,5644191901,140,25.9,5644191905,212,12.1,5644191907,213,3.27,5644191899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700551,23,1,1,2,12,3cbke8cbou2ms925872vk6dwx,1,25.9,73.0,2025-04-12T14:03:28.164Z,2025-04-12T15:01:13Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5644192641,213,4.51,5644192637,212,12.2,5644192625,56,Back,5644192629,140,23.6,5644192633,141,55.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700791,24,1,1,2,15,3cbke8cbou2ms925872vk6dwx,1,23.7,55.1,2025-04-12T14:03:31.332Z,2025-04-12T15:01:13Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,,5644193819,141,30.4,5644193817,140,30.5,5644193823,213,5.11,5644193815,56,Back,5644193821,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700809,25,50,1,2,21,3cbke8cbou2ms925872vk6dwx,1,40.2,16.0,2025-04-12T14:03:37.246Z,2025-04-12T15:01:12Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5644194177,233,15,5644193899,56,Back,5644193903,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700823,15,7,1,2,21,8eab5wbcnttsiosd1o8c71gmk,1,59.8,84.0,2025-04-12T14:03:37.247Z,2025-04-12T15:03:20Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5644193997,167,,5644194099,233,25,5644194001,285,,5644193999,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700969,16,5,1,2,22,8eab5wbcnttsiosd1o8c71gmk,0,56.2,101.4,2025-04-12T14:03:38.144Z,2025-04-12T15:03:20Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5644194713,56,Left,5644194813,233,26,5644194717,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799700935,26,5,1,2,22,3cbke8cbou2ms925872vk6dwx,1,43.8,-1.4,2025-04-12T14:03:38.144Z,2025-04-12T15:01:12Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5644194533,56,Back,5644194537,347,,5644194743,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799701147,27,1,1,2,30,3cbke8cbou2ms925872vk6dwx,0,39.9,0.0,2025-04-12T14:03:46.228Z,2025-04-12T15:01:12Z,72oiz92rfd5sxtpxxnqb7kpre,O. Pettersson,,,5644195657,1,,5644195649,140,59.9,5644195647,56,Center,5644195653,212,29.6,5644195643,107,,5644195655,213,0.78,5644195673,189,,5644195651,141,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
