id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/14/value
2815299943,12,1,1,0,28,5qxgilg61hlwxzfpdn2nhcayd,1,19.5,92.7,2025-05-16T17:01:54.344Z,2025-05-16T17:01:58Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730271699,213,4.02,5730271693,140,6.0,5730271691,56,Back,5730271697,212,22.2,5730271695,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299973,13,1,1,0,32,5qxgilg61hlwxzfpdn2nhcayd,0,8.3,82.4,2025-05-16T17:01:58.072Z,2025-05-16T17:02:01Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5730271855,212,45.6,5730271851,140,49.9,5730271847,157,,5730271853,141,100.0,5730271859,1,,5730271857,213,0.29,5730271849,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299985,11,5,1,0,35,1c7dv8ays675v9kp6a04sd8pq,1,47.0,-1.6,2025-05-16T17:02:01.230Z,2025-05-16T17:50:54Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730271929,233,14,5730271925,56,Back,5730271927,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815299975,14,5,1,0,35,5qxgilg61hlwxzfpdn2nhcayd,0,53.0,101.6,2025-05-16T17:02:01.230Z,2025-05-16T17:02:07Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5730271869,347,,5730271935,233,11,5730271867,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300019,12,1,1,0,39,1c7dv8ays675v9kp6a04sd8pq,1,42.6,0.0,2025-05-16T17:02:04.648Z,2025-05-16T17:02:10Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730272147,212,23.0,5730272151,1,,5730272139,107,,5730272145,141,11.3,5730272141,56,Back,5730272143,140,22.4,5730272149,213,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300043,13,1,1,0,44,1c7dv8ays675v9kp6a04sd8pq,1,24.3,14.4,2025-05-16T17:02:10.160Z,2025-05-16T17:02:13Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730272273,213,1.57,5730272269,141,57.9,5730272267,140,24.4,5730272265,56,Back,5730272271,212,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300059,14,1,1,0,47,1c7dv8ays675v9kp6a04sd8pq,1,24.4,57.9,2025-05-16T17:02:13.273Z,2025-05-16T17:02:16Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730272355,140,31.2,5730272357,141,75.9,5730272359,212,14.2,5730272353,56,Back,5730272361,213,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300091,15,1,1,0,50,1c7dv8ays675v9kp6a04sd8pq,1,32.1,76.7,2025-05-16T17:02:16.192Z,2025-05-16T17:02:21Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730272533,56,Back,5730272541,213,0.84,5730272539,212,17.0,5730272537,141,95.4,5730272535,140,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300097,16,1,1,0,56,1c7dv8ays675v9kp6a04sd8pq,1,45.3,95.9,2025-05-16T17:02:21.793Z,2025-05-16T17:03:15Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730272591,140,36.4,5730272589,56,Back,5730272597,213,4.01,5730272595,212,14.4,5730272593,141,79.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300123,17,1,1,0,57,1c7dv8ays675v9kp6a04sd8pq,1,36.4,79.7,2025-05-16T17:02:23.233Z,2025-05-16T17:02:27Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730272721,140,29.9,5730272727,213,4.40,5730272725,212,21.9,5730272723,141,49.1,5730272719,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300151,18,1,1,1,1,1c7dv8ays675v9kp6a04sd8pq,1,33.3,50.9,2025-05-16T17:02:27.320Z,2025-05-16T17:02:30Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730272881,141,66.9,5730272877,140,34.0,5730272885,212,10.9,5730272889,213,1.50,5730272873,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300179,19,1,1,1,4,1c7dv8ays675v9kp6a04sd8pq,1,35.8,70.8,2025-05-16T17:02:30.344Z,2025-05-16T17:02:35Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730273037,212,27.1,5730273035,141,94.2,5730273031,56,Left,5730273033,140,56.7,5730273039,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300201,20,1,1,1,9,1c7dv8ays675v9kp6a04sd8pq,1,59.3,95.3,2025-05-16T17:02:35.168Z,2025-05-16T17:02:38Z,5irotktf4k5ynobf0zugdom0a,C. Antwi,,,5730273147,140,38.2,5730273153,213,3.50,5730273145,56,Back,5730273151,212,23.6,5730273149,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300207,21,1,1,1,13,1c7dv8ays675v9kp6a04sd8pq,1,39.4,75.1,2025-05-16T17:02:38.607Z,2025-05-16T17:02:40Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730273189,140,35.2,5730273193,212,19.7,5730273187,56,Back,5730273195,213,4.49,5730273191,141,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300229,22,1,1,1,14,1c7dv8ays675v9kp6a04sd8pq,1,34.9,47.9,2025-05-16T17:02:40.337Z,2025-05-16T17:02:43Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5730273301,56,Back,5730273305,141,23.1,5730273307,212,17.5,5730273309,213,4.97,5730273303,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300243,23,1,1,1,18,1c7dv8ays675v9kp6a04sd8pq,0,39.2,20.4,2025-05-16T17:02:43.592Z,2025-05-16T17:02:46Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5730273423,212,38.6,5730273425,213,0.07,5730273417,56,Center,5730273421,141,24.3,5730273419,140,75.9,5730273427,1,,5730273415,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300247,15,12,1,1,21,5qxgilg61hlwxzfpdn2nhcayd,1,20.9,77.2,2025-05-16T17:02:46.792Z,2025-05-16T17:02:47Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730273487,15,,5730273459,212,10.2,5730273453,56,Back,5730273461,213,0.98,5730273457,141,89.7,5730273455,140,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300273,24,61,1,1,22,1c7dv8ays675v9kp6a04sd8pq,0,78.5,13.7,2025-05-16T17:02:48.376Z,2025-05-16T17:11:30Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730273587,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300289,17,1,1,1,25,5qxgilg61hlwxzfpdn2nhcayd,1,23.6,96.8,2025-05-16T17:02:51.311Z,2025-05-16T17:03:51Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730273671,141,97.4,5730273675,213,0.03,5730273669,140,38.4,5730273673,212,15.5,5730273667,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300307,18,43,1,1,27,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:02:53.415Z,2025-05-16T17:12:04Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5730273833,285,0,5730273773,56,Back,5730306517,144,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300297,25,83,1,1,27,1c7dv8ays675v9kp6a04sd8pq,0,68.1,6.6,2025-05-16T17:02:53.415Z,2025-05-16T17:12:07Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730306471,399,udbewp8no8ut63j1nla34ine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300309,19,1,1,1,30,5qxgilg61hlwxzfpdn2nhcayd,0,33.2,70.3,2025-05-16T17:02:55.945Z,2025-05-16T17:12:37Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5730275987,286,,5730273777,56,Back,5730275797,213,4.44,5730275793,141,68.1,5730275981,236,,5730275791,140,32.8,5730275983,233,26,5730275795,212,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300323,26,74,1,1,30,1c7dv8ays675v9kp6a04sd8pq,1,70.2,28.9,2025-05-16T17:02:55.946Z,2025-05-16T17:12:34Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5730273903,285,,5730273853,56,Center,5730276009,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300335,28,1,1,1,33,1c7dv8ays675v9kp6a04sd8pq,1,67.2,23.3,2025-05-16T17:02:58.632Z,2025-05-16T17:03:00Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5730273919,140,74.0,5730273923,212,10.2,5730273921,141,12.5,5730273917,56,Right,5730273925,213,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300345,29,1,1,1,33,1c7dv8ays675v9kp6a04sd8pq,1,74.0,12.5,2025-05-16T17:02:59.360Z,2025-05-16T17:03:00Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730273991,212,7.1,5730273993,213,0.09,5730273987,140,80.7,5730273989,141,13.4,5730273985,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300351,30,1,1,1,34,1c7dv8ays675v9kp6a04sd8pq,1,80.7,13.4,2025-05-16T17:03:00.329Z,2025-05-16T17:03:01Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5730274039,56,Right,5730274047,141,2.6,5730274043,140,82.8,5730274055,213,5.00,5730274051,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300357,31,1,1,1,35,1c7dv8ays675v9kp6a04sd8pq,0,82.8,2.6,2025-05-16T17:03:01.233Z,2025-05-16T17:03:01Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5730274081,213,1.00,5730274071,155,,5730274077,141,7.9,5730274075,140,85.0,5730274069,2,,5730274079,212,4.3,5730274073,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300365,20,61,1,1,36,5qxgilg61hlwxzfpdn2nhcayd,1,18.5,91.4,2025-05-16T17:03:01.909Z,2025-05-16T17:03:02Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730274109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300431,21,27,1,1,41,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:03:06.948Z,2025-05-16T17:03:10Z,,,,,5730274443,53,amdo0gvq5yaascwon92mhyaga,5730274449,233,32,5730274441,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300419,32,27,1,1,41,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-16T17:03:06.948Z,2025-05-16T17:03:10Z,,,,,5730274481,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300847,22,28,1,2,35,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-16T17:04:00.512Z,2025-05-16T17:04:02Z,,,,,5730276597,55,21,5730276721,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300863,33,28,1,2,35,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-16T17:04:00.512Z,2025-05-16T17:04:03Z,,,,,5730276699,55,32,5730276737,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300959,35,1,1,2,43,1c7dv8ays675v9kp6a04sd8pq,1,64.7,12.2,2025-05-16T17:04:08.776Z,2025-05-16T17:04:11Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730277167,1,,5730277157,56,Back,5730277161,141,49.7,5730277165,213,2.31,5730277159,140,42.4,5730277163,212,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815300995,36,1,1,2,46,1c7dv8ays675v9kp6a04sd8pq,1,42.3,47.8,2025-05-16T17:04:11.703Z,2025-05-16T17:04:14Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5730277349,212,25.1,5730277345,141,23.1,5730277339,56,Center,5730277341,140,60.0,5730277351,213,5.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301015,37,1,1,2,49,1c7dv8ays675v9kp6a04sd8pq,0,60.0,23.1,2025-05-16T17:04:14.775Z,2025-05-16T17:04:16Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5730277417,141,14.7,5730277421,213,5.99,5730277413,56,Right,5730277419,212,19.6,5730277415,140,77.9,5730277411,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301033,24,1,1,2,51,5qxgilg61hlwxzfpdn2nhcayd,1,23.9,87.1,2025-05-16T17:04:17.160Z,2025-05-16T17:04:18Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5730277539,141,89.7,5730277541,212,12.2,5730277533,3,,5730277543,213,0.15,5730277537,140,35.4,5730277535,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301053,26,4,1,2,55,5qxgilg61hlwxzfpdn2nhcayd,1,31.2,84.1,2025-05-16T17:04:20.537Z,2025-05-16T17:13:56Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5730277699,56,Back,5730313623,294,,5730277701,152,,5730313543,285,,5730277695,13,,5730277799,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301061,38,4,1,2,55,1c7dv8ays675v9kp6a04sd8pq,0,68.8,15.9,2025-05-16T17:04:20.538Z,2025-05-16T17:13:59Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5730313537,286,,5730277751,56,Right,5730277753,152,,5730277747,13,,5730313535,294,,5730277805,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301231,27,1,1,3,8,5qxgilg61hlwxzfpdn2nhcayd,1,32.8,87.7,2025-05-16T17:04:33.880Z,2025-05-16T17:04:38Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5730278477,213,4.07,5730278467,152,,5730278473,141,61.5,5730278469,56,Back,5730278475,212,22.2,5730278465,5,,5730278471,140,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815301247,28,1,1,3,12,5qxgilg61hlwxzfpdn2nhcayd,1,21.6,55.5,2025-05-16T17:04:38.184Z,2025-05-16T17:04:40Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5730278559,56,Back,5730278565,212,11.8,5730278567,213,0.06,5730278561,140,32.8,5730278563,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
