id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value
2796028939,9,1,1,0,9,303582z192rnbr2x28o2t7u38,1,44.4,9.7,2025-04-05T12:01:27.609Z,2025-04-05T12:01:33Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5624011273,141,16.7,5624011279,1,,5624011269,56,Right,5624011271,140,94.8,5624011275,212,53.1,5624011277,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796028949,10,3,1,0,14,303582z192rnbr2x28o2t7u38,0,95.0,24.4,2025-04-05T12:01:33.065Z,2025-04-05T12:01:37Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5624011335,56,Center,5624011337,286,,5624011543,233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796028969,3,7,1,0,14,2rdnn9p03qrmmv34tyx1nahpa,1,5.0,75.6,2025-04-05T12:01:33.066Z,2025-04-05T12:01:37Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624011429,285,,5624011425,167,,5624011427,56,Back,5624011529,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796028981,4,6,1,0,16,2rdnn9p03qrmmv34tyx1nahpa,0,5.0,75.2,2025-04-05T12:01:35.137Z,2025-04-05T12:41:23Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624011673,56,Back,5624011675,73,,5624011739,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796029007,11,6,1,0,16,303582z192rnbr2x28o2t7u38,1,95.0,24.8,2025-04-05T12:01:35.137Z,2025-04-05T12:41:23Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5624012079,75,,5624011705,233,4,5624011617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796029859,5,27,1,1,0,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-05T12:02:19.004Z,2025-04-05T12:57:45Z,,,,,5624291169,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796029775,12,27,1,1,0,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-04-05T12:02:19.004Z,2025-04-05T12:57:45Z,,,,,5624291207,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796029899,6,28,1,1,30,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-05T12:02:48.538Z,2025-04-05T12:57:45Z,,,,,5624291249,233,13,5624016547,55,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796029789,13,28,1,1,30,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-04-05T12:02:48.538Z,2025-04-05T12:57:46Z,,,,,5624291257,233,6,5624015927,55,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030281,14,1,1,1,55,303582z192rnbr2x28o2t7u38,1,99.6,0.7,2025-04-05T12:03:13.850Z,2025-04-05T12:05:15Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,1.0,,5624018597,140,96.7,5624019327,210,15,5624019331,154,,5624018599,141,44.6,5624018589,6,,5624018601,212,30.0,5624018595,56,Center,5624018591,155,,5624018603,213,1.67,5624018587,2,5624018593,223,,,,,,,,,,,,,,,,,,,,,,,
2796030287,15,15,1,1,57,303582z192rnbr2x28o2t7u38,1,94.8,38.2,2025-04-05T12:03:16.041Z,2025-04-05T12:54:49Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5624049723,233,49,5624049681,100,,5624049685,230,100,5624019339,25,,5624019349,55,14,5624018611,60,,5624019375,147,40.2,5624019371,146,96.2,5624049687,231,45.7,5624019355,103,5624049679,80,19,5624018613,56,Center,5624019359,108,5624019347,154,5624049683,82,5624019353,102,46.0,5624019345,29,5624019365,328,5624019341,72,,,,
2796035653,49,10,1,1,57,2rdnn9p03qrmmv34tyx1nahpa,1,3.8,59.7,2025-04-05T12:03:16.141Z,2025-04-05T13:10:06Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624048677,56,Back,5624048673,94,,5624049775,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030479,8,1,1,2,8,2rdnn9p03qrmmv34tyx1nahpa,1,7.0,53.9,2025-04-05T12:03:26.674Z,2025-04-05T12:03:29Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5624019679,56,Back,5624019693,213,0.67,5624019685,141,72.0,5624019683,140,21.9,5624019677,123,,5624019691,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030565,9,1,1,2,11,2rdnn9p03qrmmv34tyx1nahpa,1,22.1,63.6,2025-04-05T12:03:29.681Z,2025-04-05T12:07:16Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624020091,212,25.2,5624020089,141,27.2,5624020093,213,4.91,5624020085,56,Back,5624020087,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030569,10,43,1,2,15,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-05T12:03:33.906Z,2025-04-05T12:09:55Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5624055121,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030633,11,1,1,2,16,2rdnn9p03qrmmv34tyx1nahpa,1,28.3,18.5,2025-04-05T12:03:34.489Z,2025-04-05T12:03:38Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5624020459,141,42.4,5624020461,212,17.3,5624020455,56,Back,5624020457,140,22.7,5624020463,213,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030681,12,1,1,2,20,2rdnn9p03qrmmv34tyx1nahpa,1,23.9,46.4,2025-04-05T12:03:38.291Z,2025-04-05T12:03:41Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624020737,56,Back,5624020745,213,1.09,5624020741,141,61.2,5624020739,140,28.9,5624020743,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030699,13,1,1,2,23,2rdnn9p03qrmmv34tyx1nahpa,1,30.2,63.3,2025-04-05T12:03:41.842Z,2025-04-05T12:10:18Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5624020853,140,25.1,5624020859,213,1.89,5624020851,56,Back,5624020855,141,87.4,5624020857,212,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030739,14,1,1,2,25,2rdnn9p03qrmmv34tyx1nahpa,1,25.1,87.5,2025-04-05T12:03:43.554Z,2025-04-05T12:03:46Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5624021015,140,22.9,5624021017,141,70.0,5624021013,56,Back,5624021021,213,4.52,5624021019,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030767,15,1,1,2,27,2rdnn9p03qrmmv34tyx1nahpa,1,23.1,52.8,2025-04-05T12:03:45.956Z,2025-04-05T12:10:25Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624021135,213,5.08,5624021127,56,Back,5624021131,141,27.6,5624021129,140,29.3,5624021133,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030787,16,1,1,2,29,2rdnn9p03qrmmv34tyx1nahpa,1,28.6,25.2,2025-04-05T12:03:47.395Z,2025-04-05T12:03:49Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5624021269,212,16.1,5624021263,56,Back,5624021271,213,2.04,5624021265,140,21.7,5624021267,141,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030815,17,1,1,2,30,2rdnn9p03qrmmv34tyx1nahpa,1,21.7,47.0,2025-04-05T12:03:49.010Z,2025-04-05T12:03:51Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624021369,141,71.5,5624021373,213,1.53,5624021365,56,Back,5624021371,212,16.7,5624021367,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030847,18,1,1,2,32,2rdnn9p03qrmmv34tyx1nahpa,1,24.3,70.9,2025-04-05T12:03:51.186Z,2025-04-05T12:03:53Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5624021543,141,86.0,5624021539,56,Back,5624021547,213,1.44,5624021545,212,10.4,5624021541,140,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030857,19,1,1,2,35,2rdnn9p03qrmmv34tyx1nahpa,0,24.9,94.4,2025-04-05T12:03:53.554Z,2025-04-05T12:13:43Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5624021595,141,92.8,5624021619,236,,5624021597,212,11.2,5624078637,233,16,5624021591,56,Back,5624021629,286,,5624021599,213,6.19,5624021593,140,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030851,16,74,1,2,35,303582z192rnbr2x28o2t7u38,1,62.3,7.3,2025-04-05T12:03:53.555Z,2025-04-05T12:13:43Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5624021563,56,Right,5624078661,233,19,5624021565,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030913,18,1,1,2,37,303582z192rnbr2x28o2t7u38,1,67.1,5.3,2025-04-05T12:03:55.754Z,2025-04-05T12:03:58Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5624021991,141,11.4,5624021989,140,90.9,5624021995,213,0.16,5624021987,56,Right,5624021993,212,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030933,19,1,1,2,40,303582z192rnbr2x28o2t7u38,0,90.9,11.4,2025-04-05T12:03:58.506Z,2025-04-05T12:04:00Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5624022115,56,Center,5624022117,140,91.2,5624022121,212,9.9,5624022123,213,1.54,5624022119,141,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796030953,20,8,1,2,43,2rdnn9p03qrmmv34tyx1nahpa,1,5.5,68.5,2025-04-05T12:04:02.147Z,2025-04-05T12:12:34Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624022231,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796040787,113,1,1,2,44,2rdnn9p03qrmmv34tyx1nahpa,0,6.0,81.6,2025-04-05T12:04:02.413Z,2025-04-05T12:13:45Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5624077077,213,6.25,5624077075,212,8.5,5624077069,140,14.1,5624077065,56,Back,5624077073,141,81.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031007,21,43,1,2,47,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-04-05T12:04:05.314Z,2025-04-05T12:14:11Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5624022541,212,8.5,5624081433,144,1,5624022537,140,3.4,5624022535,56,Back,5624022543,213,1.94,5624022539,141,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796042077,122,83,1,2,50,2rdnn9p03qrmmv34tyx1nahpa,0,12.5,94.8,2025-04-05T12:04:08.398Z,2025-04-05T12:14:39Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5624084517,399,bas4d4drvf8kefls9tszu0oic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031069,20,1,1,2,50,303582z192rnbr2x28o2t7u38,0,94.0,3.4,2025-04-05T12:04:08.826Z,2025-04-05T12:04:11Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5624022875,141,4.9,5624022877,212,1.0,5624022871,56,Right,5624023037,236,,5624023039,233,22,5624023043,286,,5624022879,213,1.57,5624022873,140,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031093,22,74,1,2,50,2rdnn9p03qrmmv34tyx1nahpa,1,11.1,92.3,2025-04-05T12:04:08.827Z,2025-04-05T12:41:28Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5624022995,56,Back,5624023069,233,20,5624022997,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031111,21,5,1,2,54,303582z192rnbr2x28o2t7u38,1,90.4,-1.0,2025-04-05T12:04:12.370Z,2025-04-05T12:57:34Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5624023103,56,Right,5624023105,347,,5624023115,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031105,23,5,1,2,54,2rdnn9p03qrmmv34tyx1nahpa,0,9.6,101.0,2025-04-05T12:04:12.370Z,2025-04-05T12:04:15Z,enc30jhvcxxy3c53muws4gbje,O. Jukkola,,,5624023121,233,21,5624023083,347,,5624023081,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031567,22,1,1,3,12,303582z192rnbr2x28o2t7u38,0,88.6,0.0,2025-04-05T12:04:31.156Z,2025-04-05T12:08:53Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,,5624025469,212,30.2,5624025463,56,Center,5624025473,1,,5624025461,107,,5624025467,141,41.3,5624025471,213,1.35,5624025465,140,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031691,24,44,1,3,13,2rdnn9p03qrmmv34tyx1nahpa,1,7.6,56.0,2025-04-05T12:04:31.736Z,2025-04-05T12:08:54Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624026191,285,,5624026747,233,23,5624026189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796031573,23,44,1,3,13,303582z192rnbr2x28o2t7u38,0,92.4,44.0,2025-04-05T12:04:31.737Z,2025-04-05T12:08:55Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5624025499,286,,5624025497,56,Center,5624026775,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032097,25,12,1,3,14,2rdnn9p03qrmmv34tyx1nahpa,1,7.1,54.0,2025-04-05T12:04:32.348Z,2025-04-05T12:09:08Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624028273,213,4.77,5624028313,15,,5624028269,141,46.2,5624028271,212,5.3,5624028265,56,Back,5624028267,140,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032067,24,16,1,3,19,303582z192rnbr2x28o2t7u38,1,92.3,53.0,2025-04-05T12:04:37.602Z,2025-04-05T12:51:14Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5624030433,230,98.5,5624028121,56,Center,5624030429,458,,5624030419,102,47.8,5624030435,231,51.4,5624028119,17,,5624053689,80,,5624030415,160,,5624030423,108,,5624030425,328,5624029227,374,,5624029235,375,03:18.912,5624030421,103,5624029219,20,,,,,,,,,,,,2025-04-05 13:04:37.102,3.8,,
2796032589,26,1,1,4,17,2rdnn9p03qrmmv34tyx1nahpa,1,50.2,50.3,2025-04-05T12:05:35.507Z,2025-04-05T12:10:33Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5624030691,140,25.1,5624030697,213,3.19,5624030689,56,Back,5624030695,212,26.4,5624030701,279,G,5624030693,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032649,27,1,1,4,21,2rdnn9p03qrmmv34tyx1nahpa,1,25.1,48.4,2025-04-05T12:05:39.763Z,2025-04-05T12:10:43Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5624031057,141,76.7,5624031055,140,57.2,5624031061,213,0.52,5624031053,56,Center,5624031059,212,38.8,5624031063,1,,5624059547,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032675,28,1,1,4,24,2rdnn9p03qrmmv34tyx1nahpa,0,57.2,76.7,2025-04-05T12:05:42.707Z,2025-04-05T12:10:49Z,7wysiv77u3wt6pk31uzzl7dre,T. Hytönen,,,5624031191,212,22.5,5624031189,141,100.0,5624031183,168,,5624031193,213,0.83,5624031185,56,Left,5624031187,140,71.7,5624031181,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032703,25,43,1,4,25,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-04-05T12:05:44.035Z,2025-04-05T12:10:56Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5624031341,56,Back,5624060877,144,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032723,26,5,1,4,26,303582z192rnbr2x28o2t7u38,1,24.2,-1.4,2025-04-05T12:05:44.221Z,2025-04-05T12:57:35Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5624031501,56,Back,5624031545,233,29,5624031503,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032687,29,5,1,4,26,2rdnn9p03qrmmv34tyx1nahpa,0,75.8,101.4,2025-04-05T12:05:44.221Z,2025-04-05T12:05:50Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5624031261,347,,5624031603,233,26,5624031259,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796032807,27,43,1,4,34,303582z192rnbr2x28o2t7u38,1,0.0,0.0,2025-04-05T12:05:52.776Z,2025-04-05T12:05:54Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5624032085,144,61,5624031977,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2796033005,28,1,1,4,44,303582z192rnbr2x28o2t7u38,0,23.9,0.0,2025-04-05T12:06:02.539Z,2025-04-05T12:06:04Z,e0p7anuqsx00gybhm4wnkoesp,B. Lyons-Foster,,,5624032961,107,,5624032975,213,0.30,5624032965,140,46.8,5624032971,212,25.1,5624032967,141,9.1,5624032963,56,Back,5624032979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
