id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/15/value
2823273649,9,1,1,0,11,ea3yd0dgq6uy6pupkpn17j5xg,1,20.0,77.8,2025-06-18T14:01:02.210Z,2025-06-18T14:01:06Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774680411,212,18.0,5774680407,140,11.5,5774680413,213,4.19,5774680405,56,Back,5774680409,141,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273653,10,1,1,0,15,ea3yd0dgq6uy6pupkpn17j5xg,0,11.6,54.8,2025-06-18T14:01:05.938Z,2025-06-18T14:01:07Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774680427,56,Back,5774680433,212,31.3,5774680431,141,88.0,5774680435,213,0.80,5774680429,140,32.3,5774680425,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273661,3,8,1,0,17,2rdnn9p03qrmmv34tyx1nahpa,1,66.2,21.2,2025-06-18T14:01:08.291Z,2025-06-18T14:02:40Z,bt9canh10jbb5pms11dzi1j2t,A. Mäenpää,,,5774680461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273835,38,43,1,0,18,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-06-18T14:01:09.152Z,2025-06-18T14:08:05Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5774681461,56,Back,5774685323,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273663,11,1,1,0,19,ea3yd0dgq6uy6pupkpn17j5xg,1,26.6,72.1,2025-06-18T14:01:09.906Z,2025-06-18T14:01:11Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774680469,140,38.1,5774680475,213,0.82,5774680467,56,Back,5774680471,141,91.1,5774680473,212,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273667,12,1,1,0,20,ea3yd0dgq6uy6pupkpn17j5xg,0,38.1,91.1,2025-06-18T14:01:11.618Z,2025-06-18T14:01:12Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5774680487,213,5.04,5774680479,56,Back,5774680483,141,65.2,5774680481,140,43.8,5774680485,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273669,5,50,1,0,24,2rdnn9p03qrmmv34tyx1nahpa,1,61.9,26.4,2025-06-18T14:01:15.136Z,2025-06-18T14:01:17Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680505,233,13,5774680491,286,,5774680489,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273671,13,7,1,0,24,ea3yd0dgq6uy6pupkpn17j5xg,1,36.4,74.8,2025-06-18T14:01:15.137Z,2025-06-18T14:01:17Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5774680495,285,,5774680493,56,Back,5774680501,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273673,6,43,1,0,26,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-06-18T14:01:16.831Z,2025-06-18T14:01:25Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680551,144,83,5774680549,399,ayl3txfejfa46xvwnzzd76vze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273679,15,4,1,0,27,ea3yd0dgq6uy6pupkpn17j5xg,1,35.5,73.1,2025-06-18T14:01:18.390Z,2025-06-18T14:49:42Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5774680511,295,,5774680531,233,7,5774680509,13,,5774680517,286,,5774680515,152,,5774680513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273677,7,4,1,0,27,2rdnn9p03qrmmv34tyx1nahpa,0,64.5,26.9,2025-06-18T14:01:18.391Z,2025-06-18T14:49:42Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680527,152,,5774680535,233,15,5774680523,295,,5774680521,13,,5774680529,285,,5774680525,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273687,16,1,1,0,36,ea3yd0dgq6uy6pupkpn17j5xg,1,45.0,67.9,2025-06-18T14:01:27.314Z,2025-06-18T14:10:03Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5774680591,56,Back,5774680605,189,,5774680587,5,,5774680597,212,8.7,5774680599,213,3.37,5774680595,141,65.0,5774680589,152,,5774680593,140,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273689,17,43,1,0,38,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-06-18T14:01:28.706Z,2025-06-18T14:09:57Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5774680611,141,64.6,5774680629,189,0,5774680613,212,7.7,5774686705,144,1,5774680607,56,Back,5774680615,213,2.10,5774680609,140,33.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273693,18,1,1,0,39,ea3yd0dgq6uy6pupkpn17j5xg,1,33.6,64.6,2025-06-18T14:01:30.338Z,2025-06-18T14:01:31Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774680639,56,Back,5774680647,213,4.44,5774680643,141,39.5,5774680645,212,17.7,5774680641,140,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273697,19,1,1,0,41,ea3yd0dgq6uy6pupkpn17j5xg,1,28.4,35.8,2025-06-18T14:01:31.698Z,2025-06-18T14:01:34Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774680669,140,30.8,5774680671,141,9.7,5774680667,56,Back,5774680675,213,4.85,5774680673,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273699,20,3,1,0,43,ea3yd0dgq6uy6pupkpn17j5xg,0,32.2,9.2,2025-06-18T14:01:34.386Z,2025-06-18T14:01:40Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680679,56,Back,5774680703,285,,5774680705,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273703,8,7,1,0,43,2rdnn9p03qrmmv34tyx1nahpa,1,67.8,90.8,2025-06-18T14:01:34.387Z,2025-06-18T14:01:39Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774680709,286,,5774680687,56,Left,5774680695,233,20,5774680685,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273715,9,5,1,0,45,2rdnn9p03qrmmv34tyx1nahpa,0,67.0,101.8,2025-06-18T14:01:35.829Z,2025-06-18T14:02:34Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774680755,347,,5774680761,233,21,5774680753,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273705,21,5,1,0,45,ea3yd0dgq6uy6pupkpn17j5xg,1,33.0,-1.8,2025-06-18T14:01:35.829Z,2025-06-18T14:02:34Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680693,347,,5774680691,56,Back,5774680757,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273731,22,1,1,0,54,ea3yd0dgq6uy6pupkpn17j5xg,1,39.9,0.0,2025-06-18T14:01:44.867Z,2025-06-18T14:01:46Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680851,213,1.29,5774680847,141,17.9,5774680845,140,43.6,5774680841,107,,5774680849,212,14.1,5774680843,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273733,23,1,1,0,55,ea3yd0dgq6uy6pupkpn17j5xg,1,43.6,17.9,2025-06-18T14:01:45.938Z,2025-06-18T14:01:47Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774680857,140,38.4,5774680867,156,,5774680861,212,9.0,5774680863,213,4.06,5774680855,56,Back,5774680859,141,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273737,10,45,1,0,56,2rdnn9p03qrmmv34tyx1nahpa,0,66.7,88.0,2025-06-18T14:01:47.602Z,2025-06-18T14:01:53Z,dprt62xpys5habrdk1kg6sbu1,A. Akinyemi,,,5774680947,286,,5774680877,56,Left,5774680897,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273739,24,3,1,0,56,ea3yd0dgq6uy6pupkpn17j5xg,1,33.3,12.0,2025-06-18T14:01:47.602Z,2025-06-18T14:01:52Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680889,233,10,5774680881,56,Back,5774680939,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273741,25,3,1,0,58,ea3yd0dgq6uy6pupkpn17j5xg,0,38.6,10.0,2025-06-18T14:01:49.089Z,2025-06-18T14:01:53Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680885,56,Back,5774680887,286,,5774680913,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273745,11,7,1,0,58,2rdnn9p03qrmmv34tyx1nahpa,0,61.4,90.0,2025-06-18T14:01:49.090Z,2025-06-18T14:01:53Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5774680909,285,,5774680905,233,25,5774680899,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273749,26,3,1,1,0,ea3yd0dgq6uy6pupkpn17j5xg,0,39.1,5.6,2025-06-18T14:01:50.803Z,2025-06-18T14:01:53Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680949,56,Back,5774680951,286,,5774680953,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273751,12,43,1,1,1,2rdnn9p03qrmmv34tyx1nahpa,1,0.0,0.0,2025-06-18T14:01:51.878Z,2025-06-18T14:01:55Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680955,56,Center,5774680963,144,7,5774680959,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273753,13,61,1,1,2,2rdnn9p03qrmmv34tyx1nahpa,0,59.4,78.5,2025-06-18T14:01:53.558Z,2025-06-18T14:01:54Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680961,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273755,27,3,1,1,4,ea3yd0dgq6uy6pupkpn17j5xg,0,38.8,10.4,2025-06-18T14:01:55.555Z,2025-06-18T14:02:02Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774680965,56,Back,5774681005,233,14,5774680967,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273759,14,7,1,1,4,2rdnn9p03qrmmv34tyx1nahpa,1,61.2,89.6,2025-06-18T14:01:55.556Z,2025-06-18T14:11:02Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774680979,233,27,5774680975,56,Left,5774687357,167,,5774680977,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273767,15,5,1,1,6,2rdnn9p03qrmmv34tyx1nahpa,0,56.8,101.4,2025-06-18T14:01:57.166Z,2025-06-18T14:02:03Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774681025,56,Left,5774681033,233,28,5774681027,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273757,28,5,1,1,6,ea3yd0dgq6uy6pupkpn17j5xg,1,43.2,-1.4,2025-06-18T14:01:57.166Z,2025-06-18T14:02:35Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774681029,233,15,5774680969,56,Back,5774680971,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273765,29,1,1,1,8,ea3yd0dgq6uy6pupkpn17j5xg,1,43.4,0.0,2025-06-18T14:01:58.994Z,2025-06-18T14:02:00Z,ag78l8kpc7icq4payr6mgyej8,S. Yussif,,,5774681009,107,,5774681017,212,15.0,5774681015,141,12.0,5774681019,213,2.51,5774681013,140,31.9,5774681011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273773,30,1,1,1,10,ea3yd0dgq6uy6pupkpn17j5xg,1,33.4,10.4,2025-06-18T14:02:00.866Z,2025-06-18T14:02:04Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774681051,141,38.6,5774681047,56,Back,5774681055,213,2.46,5774681053,212,30.3,5774681049,140,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273783,31,1,1,1,13,ea3yd0dgq6uy6pupkpn17j5xg,1,11.1,38.6,2025-06-18T14:02:04.514Z,2025-06-18T14:02:08Z,dssxj3ymyofvhfjgmpg1ftuga,H. Riihimäki,,,5774681113,141,64.5,5774681115,212,24.0,5774681117,213,0.82,5774681109,56,Back,5774681111,140,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273791,32,1,1,1,18,ea3yd0dgq6uy6pupkpn17j5xg,1,27.4,65.8,2025-06-18T14:02:08.834Z,2025-06-18T14:02:10Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774681155,140,36.5,5774681159,212,20.5,5774681153,56,Back,5774681161,213,1.08,5774681157,141,92.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273797,33,1,1,1,19,ea3yd0dgq6uy6pupkpn17j5xg,1,34.5,86.5,2025-06-18T14:02:10.562Z,2025-06-18T14:02:13Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5774681191,56,Back,5774681197,212,13.8,5774681193,140,24.9,5774681195,141,72.7,5774681199,213,3.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273799,34,1,1,1,22,ea3yd0dgq6uy6pupkpn17j5xg,1,23.5,74.2,2025-06-18T14:02:13.234Z,2025-06-18T14:02:16Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5774681217,56,Back,5774681219,140,13.1,5774681221,141,30.9,5774681223,212,31.4,5774681225,213,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273801,35,1,1,1,25,ea3yd0dgq6uy6pupkpn17j5xg,1,13.1,30.9,2025-06-18T14:02:16.514Z,2025-06-18T14:02:24Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5774681271,213,5.66,5774681267,141,8.6,5774681263,56,Back,5774681265,140,33.3,5774681269,212,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273809,36,1,1,1,33,ea3yd0dgq6uy6pupkpn17j5xg,0,40.9,8.5,2025-06-18T14:02:24.471Z,2025-06-18T14:02:32Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774681305,155,,5774681317,1,,5774681309,140,100.0,5774681313,212,63.5,5774681315,213,6.25,5774681307,56,Right,5774681311,141,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273807,16,5,1,1,40,2rdnn9p03qrmmv34tyx1nahpa,1,-1.4,90.9,2025-06-18T14:02:31.494Z,2025-06-18T14:02:35Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5774681303,346,,5774681301,56,Back,5774681341,233,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273813,37,5,1,1,40,ea3yd0dgq6uy6pupkpn17j5xg,0,101.4,9.1,2025-06-18T14:02:31.494Z,2025-06-18T14:02:35Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774681349,233,16,5774681333,56,Right,5774681335,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273839,17,1,1,1,53,2rdnn9p03qrmmv34tyx1nahpa,1,5.2,61.8,2025-06-18T14:02:44.559Z,2025-06-18T14:02:47Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5774681491,212,14.8,5774681487,140,6.0,5774681497,237,,5774681483,124,,5774681485,56,Back,5774681489,141,40.0,5774681493,213,4.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273845,18,1,1,1,56,2rdnn9p03qrmmv34tyx1nahpa,1,6.0,40.0,2025-06-18T14:02:47.654Z,2025-06-18T14:02:49Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5774681517,212,20.3,5774681519,213,4.83,5774681515,141,10.4,5774681513,140,8.2,5774681511,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273849,19,1,1,1,58,2rdnn9p03qrmmv34tyx1nahpa,1,8.2,10.4,2025-06-18T14:02:49.486Z,2025-06-18T14:02:52Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5774681535,56,Back,5774681539,141,8.3,5774681541,212,24.8,5774681537,140,31.8,5774681543,213,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273851,20,61,1,2,1,2rdnn9p03qrmmv34tyx1nahpa,1,31.9,8.2,2025-06-18T14:02:52.143Z,2025-06-18T14:12:23Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5774681547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273863,21,1,1,2,3,2rdnn9p03qrmmv34tyx1nahpa,1,33.4,14.0,2025-06-18T14:02:54.534Z,2025-06-18T14:02:56Z,87xd8a3n7mtk57za6pcc5l5n9,L. Ala-Myllymäki,,,5774681587,140,25.0,5774681589,141,13.5,5774681593,213,3.18,5774681585,56,Back,5774681591,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273853,39,83,1,2,4,ea3yd0dgq6uy6pupkpn17j5xg,0,73.8,86.3,2025-06-18T14:02:55.330Z,2025-06-18T14:12:43Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5774681601,399,a30y638aa4uo6vudqgrcjvpat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823273869,22,1,1,2,5,2rdnn9p03qrmmv34tyx1nahpa,1,30.6,10.4,2025-06-18T14:02:56.254Z,2025-06-18T14:02:58Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5774681607,141,5.2,5774681611,213,3.55,5774681603,56,Back,5774681609,212,8.9,5774681605,140,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
