id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2799577777,9,1,1,0,18,5qxgilg61hlwxzfpdn2nhcayd,1,34.0,70.3,2025-04-12T12:02:29.324Z,2025-04-12T12:02:31Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643542997,56,Back,5643542999,140,42.6,5643543005,213,1.02,5643543003,212,17.1,5643543001,141,91.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577797,10,1,1,0,20,5qxgilg61hlwxzfpdn2nhcayd,0,45.7,92.9,2025-04-12T12:02:31.771Z,2025-04-12T12:02:33Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643543137,236,,5643543147,286,,5643543141,233,3,5643543093,56,Left,5643543095,140,50.4,5643543099,212,5.2,5643543091,155,,5643543097,141,90.3,5643543101,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,
2799577807,3,74,1,0,20,3ptum5fjcgw51mqui0gu6uuf4,1,57.8,3.7,2025-04-12T12:02:31.772Z,2025-04-12T12:57:08Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5643543113,56,Right,5643543115,285,,5643543163,233,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577879,11,1,1,0,24,5qxgilg61hlwxzfpdn2nhcayd,1,41.1,91.7,2025-04-12T12:02:35.837Z,2025-04-12T12:02:37Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643543515,56,Back,5643543523,213,3.42,5643543517,140,25.2,5643543521,212,17.3,5643543519,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577933,12,1,1,0,26,5qxgilg61hlwxzfpdn2nhcayd,1,25.2,84.8,2025-04-12T12:02:37.388Z,2025-04-12T12:02:40Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643543833,56,Back,5643543835,140,14.1,5643543839,212,26.0,5643543841,213,4.25,5643543837,141,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577959,13,1,1,0,29,5qxgilg61hlwxzfpdn2nhcayd,1,14.2,48.5,2025-04-12T12:02:40.429Z,2025-04-12T12:02:42Z,5auce3x81f1kwok1aq7m4o2y1,L. Hughes,,,5643543961,141,39.2,5643543957,56,Back,5643543959,140,25.7,5643543965,213,5.80,5643543963,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799577979,14,1,1,0,31,5qxgilg61hlwxzfpdn2nhcayd,1,25.7,39.2,2025-04-12T12:02:42.461Z,2025-04-12T12:02:44Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5643544081,141,11.7,5643544079,140,28.6,5643544077,56,Back,5643544085,213,4.87,5643544083,212,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578017,15,1,1,0,32,5qxgilg61hlwxzfpdn2nhcayd,1,28.6,11.7,2025-04-12T12:02:44.093Z,2025-04-12T12:02:46Z,2fj3f2zy80nbu8p3ryblmioes,V. Purosalo,,,5643544269,213,0.73,5643544261,56,Back,5643544267,212,18.1,5643544263,140,41.4,5643544265,141,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578055,16,1,1,0,34,5qxgilg61hlwxzfpdn2nhcayd,1,41.4,29.5,2025-04-12T12:02:45.997Z,2025-04-12T12:02:48Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5643544461,56,Right,5643544469,213,5.68,5643544467,212,23.5,5643544465,141,9.8,5643544463,140,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578125,17,1,1,0,37,5qxgilg61hlwxzfpdn2nhcayd,1,59.4,9.5,2025-04-12T12:02:48.365Z,2025-04-12T12:02:52Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5643544891,213,0.02,5643544889,212,22.2,5643544885,140,80.5,5643544883,56,Right,5643544887,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578151,18,1,1,0,41,5qxgilg61hlwxzfpdn2nhcayd,1,86.4,9.7,2025-04-12T12:02:52.524Z,2025-04-12T12:02:55Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5643545061,141,30.3,5643545057,56,Center,5643545065,213,0.90,5643545063,212,17.9,5643545059,140,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578171,19,1,1,0,43,5qxgilg61hlwxzfpdn2nhcayd,0,97.0,30.3,2025-04-12T12:02:54.973Z,2025-04-12T12:02:56Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5643545249,195,,5643545159,212,8.4,5643545157,141,42.5,5643545161,213,1.73,5643545155,140,95.7,5643545153,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578227,4,12,1,0,45,3ptum5fjcgw51mqui0gu6uuf4,1,3.9,55.7,2025-04-12T12:02:56.914Z,2025-04-12T12:03:00Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5643545523,213,1.59,5643545519,141,88.0,5643545517,140,3.5,5643545515,56,Back,5643545521,212,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578321,6,1,1,0,49,3ptum5fjcgw51mqui0gu6uuf4,0,3.4,89.9,2025-04-12T12:03:00.882Z,2025-04-12T12:03:10Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5643546005,56,Left,5643546017,213,6.19,5643546021,1,,5643546007,140,63.6,5643546013,212,63.5,5643546001,157,,5643546009,141,81.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578305,20,61,1,0,53,5qxgilg61hlwxzfpdn2nhcayd,1,54.1,15.8,2025-04-12T12:03:04.472Z,2025-04-12T12:03:05Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5643545955,189,,5643545921,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799585039,86,61,1,0,54,5qxgilg61hlwxzfpdn2nhcayd,1,35.5,72.6,2025-04-12T12:03:05.729Z,2025-04-12T12:09:09Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643583559,56,Back,5643583779,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799585041,87,1,1,0,54,5qxgilg61hlwxzfpdn2nhcayd,1,46.0,85.9,2025-04-12T12:03:05.871Z,2025-04-12T12:09:56Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5643587973,56,Left,5643587975,140,58.3,5643587981,213,0.47,5643587977,141,95.5,5643587979,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578629,21,1,1,1,9,5qxgilg61hlwxzfpdn2nhcayd,0,69.1,95.4,2025-04-12T12:03:20.696Z,2025-04-12T12:03:23Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643547833,233,7,5643547797,141,93.0,5643547799,212,2.3,5643547801,213,5.48,5643547793,140,70.6,5643547837,286,,5643547789,56,Left,5643547831,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578587,7,74,1,1,9,3ptum5fjcgw51mqui0gu6uuf4,1,36.1,3.1,2025-04-12T12:03:20.697Z,2025-04-12T12:03:23Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5643547557,56,Back,5643547559,285,,5643547887,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578603,8,5,1,1,10,3ptum5fjcgw51mqui0gu6uuf4,0,34.2,-2.0,2025-04-12T12:03:21.329Z,2025-04-12T12:03:26Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5643547651,347,,5643548021,233,22,5643547649,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578651,22,5,1,1,10,5qxgilg61hlwxzfpdn2nhcayd,1,65.8,102.0,2025-04-12T12:03:21.329Z,2025-04-12T12:07:37Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643547957,233,8,5643547919,347,,5643547917,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578723,23,1,1,1,14,5qxgilg61hlwxzfpdn2nhcayd,1,69.0,100.0,2025-04-12T12:03:25.388Z,2025-04-12T12:03:28Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643548359,141,90.6,5643548363,213,5.84,5643548361,212,18.2,5643548357,140,84.7,5643548353,107,,5643548355,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578739,24,1,1,1,17,5qxgilg61hlwxzfpdn2nhcayd,1,84.7,90.6,2025-04-12T12:03:28.221Z,2025-04-12T12:03:29Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5643548465,212,4.2,5643548489,156,,5643548463,141,95.4,5643548459,56,Left,5643548467,213,2.25,5643548461,140,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578779,25,1,1,1,20,5qxgilg61hlwxzfpdn2nhcayd,0,83.7,95.1,2025-04-12T12:03:31.677Z,2025-04-12T12:03:32Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5643548699,212,7.1,5643548693,56,Left,5643548695,140,87.3,5643548701,213,5.28,5643548697,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578799,9,61,1,1,21,3ptum5fjcgw51mqui0gu6uuf4,1,7.5,9.7,2025-04-12T12:03:33.132Z,2025-04-12T12:03:33Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5643548771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579471,10,12,1,1,22,3ptum5fjcgw51mqui0gu6uuf4,1,8.6,13.2,2025-04-12T12:03:33.810Z,2025-04-12T12:04:08Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5643552313,141,7.4,5643552305,56,Back,5643552317,212,35.6,5643552309,140,42.3,5643552319,213,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578919,26,1,1,1,26,5qxgilg61hlwxzfpdn2nhcayd,1,65.0,86.5,2025-04-12T12:03:37.629Z,2025-04-12T12:03:38Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643549407,140,72.7,5643549413,213,0.39,5643549405,56,Left,5643549409,141,91.4,5643549411,212,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578945,27,1,1,1,27,5qxgilg61hlwxzfpdn2nhcayd,1,72.7,91.4,2025-04-12T12:03:38.461Z,2025-04-12T12:03:40Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643549625,141,83.3,5643549623,140,64.6,5643549627,212,10.1,5643549621,56,Left,5643549629,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578983,28,1,1,1,28,5qxgilg61hlwxzfpdn2nhcayd,1,64.6,83.3,2025-04-12T12:03:40.093Z,2025-04-12T12:03:42Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643549839,141,65.4,5643549837,140,50.3,5643549845,213,3.82,5643549833,56,Center,5643549843,212,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799578999,29,1,1,1,31,5qxgilg61hlwxzfpdn2nhcayd,1,53.2,49.3,2025-04-12T12:03:42.669Z,2025-04-12T12:03:43Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5643549915,56,Center,5643549923,213,5.98,5643549917,140,64.0,5643549921,212,11.9,5643549919,141,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579053,30,1,1,1,32,5qxgilg61hlwxzfpdn2nhcayd,1,64.0,44.0,2025-04-12T12:03:43.581Z,2025-04-12T12:03:46Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5643550219,141,61.8,5643550217,140,59.3,5643550221,212,13.1,5643550223,213,1.96,5643550215,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579101,31,1,1,1,34,5qxgilg61hlwxzfpdn2nhcayd,1,59.3,61.8,2025-04-12T12:03:45.981Z,2025-04-12T12:03:48Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5643550439,141,33.7,5643550441,212,23.2,5643550443,213,4.11,5643550435,56,Back,5643550437,140,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579115,32,1,1,1,37,5qxgilg61hlwxzfpdn2nhcayd,1,46.7,33.7,2025-04-12T12:03:48.572Z,2025-04-12T12:03:49Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5643550519,141,30.9,5643550517,140,60.5,5643550521,212,14.6,5643550523,213,6.15,5643550515,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579133,33,1,1,1,38,5qxgilg61hlwxzfpdn2nhcayd,1,60.5,30.9,2025-04-12T12:03:49.629Z,2025-04-12T12:03:51Z,5nhh1n77us1h2z5wvx7mt2gpg,A. Okyere,,,5643550605,141,51.0,5643550603,140,48.3,5643550607,212,18.7,5643550601,56,Back,5643550609,213,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579221,34,1,1,1,40,5qxgilg61hlwxzfpdn2nhcayd,1,48.2,52.1,2025-04-12T12:03:51.149Z,2025-04-12T12:03:56Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5643551079,56,Left,5643551081,140,51.5,5643551083,141,79.3,5643551085,212,18.8,5643551087,213,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579343,35,1,1,1,44,5qxgilg61hlwxzfpdn2nhcayd,1,57.4,81.1,2025-04-12T12:03:55.982Z,2025-04-12T12:04:01Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643551707,212,34.0,5643551701,56,Left,5643551709,213,0.20,5643551699,155,,5643551705,141,91.1,5643551703,140,89.1,5643551711,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799593061,161,61,1,1,50,5qxgilg61hlwxzfpdn2nhcayd,1,72.9,91.4,2025-04-12T12:04:01.778Z,2025-04-12T12:16:20Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643625961,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579401,36,1,1,1,51,5qxgilg61hlwxzfpdn2nhcayd,0,97.7,90.9,2025-04-12T12:04:02.693Z,2025-04-12T12:16:15Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5643551971,141,49.7,5643551967,56,Center,5643551969,140,97.4,5643551963,2,,5643551965,155,,5643551975,213,4.70,5643551973,212,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579479,11,11,1,1,56,3ptum5fjcgw51mqui0gu6uuf4,1,1.5,51.5,2025-04-12T12:04:07.921Z,2025-04-12T12:12:26Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5643602859,88,,5643602857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579633,12,1,1,1,58,3ptum5fjcgw51mqui0gu6uuf4,1,7.7,53.1,2025-04-12T12:04:09.673Z,2025-04-12T12:04:16Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5643553181,213,5.61,5643553175,141,23.7,5643553179,212,32.0,5643553171,140,31.5,5643553167,56,Back,5643553161,123,,5643553183,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579645,13,1,1,2,3,3ptum5fjcgw51mqui0gu6uuf4,0,31.6,22.7,2025-04-12T12:04:14.874Z,2025-04-12T12:14:12Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5643553249,212,10.7,5643553241,56,Back,5643553243,140,41.8,5643553251,213,0.01,5643553245,141,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799590637,137,8,1,2,4,5qxgilg61hlwxzfpdn2nhcayd,1,47.4,65.4,2025-04-12T12:04:15.817Z,2025-04-12T12:14:20Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643613635,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799589571,81,61,1,2,5,3ptum5fjcgw51mqui0gu6uuf4,0,45.4,35.8,2025-04-12T12:04:16.201Z,2025-04-12T12:14:37Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5643615125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579811,38,1,1,2,9,5qxgilg61hlwxzfpdn2nhcayd,1,63.2,41.5,2025-04-12T12:04:21.117Z,2025-04-12T12:04:22Z,d7fbq3piag375ujo9q9njqq6s,D. Bulgakov,,,5643553991,212,10.5,5643553983,56,Center,5643553985,140,53.4,5643553993,213,2.96,5643553987,141,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579841,39,1,1,2,11,5qxgilg61hlwxzfpdn2nhcayd,1,53.4,44.3,2025-04-12T12:04:22.237Z,2025-04-12T12:04:23Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5643554189,141,50.6,5643554193,213,1.04,5643554187,140,55.8,5643554191,212,5.0,5643554185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579903,40,1,1,2,12,5qxgilg61hlwxzfpdn2nhcayd,1,56.6,52.7,2025-04-12T12:04:23.693Z,2025-04-12T12:04:26Z,6k8sy2tikge6yet4o6tqtixux,E. Romero,,,5643554527,212,15.0,5643554525,141,70.8,5643554523,140,48.5,5643554521,56,Back,5643554529,213,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799579995,41,1,1,2,14,5qxgilg61hlwxzfpdn2nhcayd,1,53.5,74.8,2025-04-12T12:04:26.044Z,2025-04-12T12:04:30Z,eexcxuea18xbokvkko1erdffu,M. Almén,,,5643554993,212,21.5,5643554987,56,Left,5643554995,213,0.71,5643554991,141,95.3,5643554989,140,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799580043,42,1,1,2,19,5qxgilg61hlwxzfpdn2nhcayd,1,69.1,95.3,2025-04-12T12:04:30.204Z,2025-04-12T12:04:31Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5643555211,212,9.4,5643555209,141,90.6,5643555203,56,Left,5643555207,140,77.5,5643555213,213,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799580071,43,1,1,2,20,5qxgilg61hlwxzfpdn2nhcayd,1,77.5,90.6,2025-04-12T12:04:31.788Z,2025-04-12T12:04:33Z,5k1kwehh9ck6nlqugcurw1yi1,D. Parfitt-Williams,,,5643555359,156,,5643555329,212,5.4,5643555325,140,72.4,5643555323,56,Left,5643555327,141,89.9,5643555331,213,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
