id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/10/value,qualifier/16/value
2799952103,8,1,1,0,16,cy6zs39z79dcfbr4xzkp38z7q,1,73.4,41.6,2025-04-12T16:23:49.327Z,2025-04-12T16:43:21Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,1.0,,5645512767,213,1.40,5645512759,56,Left,5645512761,140,77.7,5645512763,141,79.3,5645624499,210,15,5645512765,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952109,9,15,1,0,22,cy6zs39z79dcfbr4xzkp38z7q,1,83.1,71.8,2025-04-12T16:23:55.774Z,2025-04-12T16:43:21Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5645623411,64,,5645512791,22,,5645623409,20,,5645512795,56,Center,5645623415,82,,5645624547,231,55.1,5645624541,146,92.8,5645624591,233,4,5645624543,147,59.4,5645624529,78,5645624531,29,5645624537,102,50.1,5645624539,103,19,5645624533,55,8,5645624545,230,99.3,,,,,,,,,,
2799952093,4,10,1,0,22,1c7dv8ays675v9kp6a04sd8pq,1,7.2,40.6,2025-04-12T16:23:55.874Z,2025-04-12T16:43:22Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645512713,56,Back,5645624647,233,9,5645512711,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799974357,235,1,1,0,23,1c7dv8ays675v9kp6a04sd8pq,1,17.5,32.9,2025-04-12T16:23:56.685Z,2025-04-12T16:44:09Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5645629453,168,,5645629461,141,32.5,5645629459,140,22.9,5645629469,213,6.24,5645629455,56,Back,5645629465,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952159,6,1,1,0,25,1c7dv8ays675v9kp6a04sd8pq,0,33.5,22.7,2025-04-12T16:23:58.531Z,2025-04-12T16:24:00Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5645513071,213,0.85,5645513067,141,58.2,5645513069,212,32.1,5645513063,56,Center,5645513073,1,,5645513065,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952309,11,1,1,0,35,cy6zs39z79dcfbr4xzkp38z7q,1,61.4,8.8,2025-04-12T16:24:08.318Z,2025-04-12T16:24:10Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5645513957,140,60.6,5645513959,141,21.3,5645513961,212,8.5,5645513955,56,Center,5645513963,213,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952333,12,1,1,0,36,cy6zs39z79dcfbr4xzkp38z7q,1,60.6,21.3,2025-04-12T16:24:09.935Z,2025-04-12T16:24:11Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5645514115,140,62.3,5645514121,213,4.94,5645514113,56,Right,5645514117,141,9.8,5645514119,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952407,13,1,1,0,38,cy6zs39z79dcfbr4xzkp38z7q,1,62.3,9.5,2025-04-12T16:24:11.326Z,2025-04-12T16:24:17Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5645514557,213,3.17,5645514551,140,55.7,5645514553,141,9.2,5645514549,56,Right,5645514555,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952573,14,1,1,0,44,cy6zs39z79dcfbr4xzkp38z7q,1,54.7,9.5,2025-04-12T16:24:17.887Z,2025-04-12T16:24:29Z,c9987xq26uc7bq68l76clyxud,M. Ojala,,,5645515455,141,5.5,5645515453,140,75.4,5645515457,212,21.9,5645515459,213,6.16,5645515451,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952731,8,83,1,0,55,1c7dv8ays675v9kp6a04sd8pq,0,14.8,89.9,2025-04-12T16:24:28.787Z,2025-04-12T16:24:48Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5645516791,399,33va022bhya45v496wz8usn6y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952581,15,4,1,0,56,cy6zs39z79dcfbr4xzkp38z7q,1,89.3,7.0,2025-04-12T16:24:29.728Z,2025-04-12T17:09:49Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5645515507,13,,5645515523,286,,5645515515,152,,5645515691,233,7,5645515511,56,Right,5645515519,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799952575,7,4,1,0,56,1c7dv8ays675v9kp6a04sd8pq,0,10.7,93.0,2025-04-12T16:24:29.729Z,2025-04-12T17:09:49Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5645515671,265,,5645515667,56,Back,5645515717,233,15,5645515669,152,,5645515673,285,,5645515663,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953037,16,1,1,1,31,cy6zs39z79dcfbr4xzkp38z7q,0,93.4,9.2,2025-04-12T16:25:04.368Z,2025-04-12T16:45:36Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5645518173,213,1.37,5645518163,152,,5645518157,2,,5645518159,5,,5645518171,212,29.0,5645518169,141,51.0,5645518167,140,98.8,5645518161,155,,5645518165,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953113,17,81,1,1,37,cy6zs39z79dcfbr4xzkp38z7q,0,98.8,51.0,2025-04-12T16:25:10.415Z,2025-04-12T16:25:13Z,,,,,5645518613,275,,5645518611,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953209,18,1,1,1,40,cy6zs39z79dcfbr4xzkp38z7q,1,84.2,77.5,2025-04-12T16:25:13.471Z,2025-04-12T16:47:21Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5645519009,56,Center,5645519013,141,72.6,5645519017,212,13.3,5645519021,213,3.39,5645519011,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953505,22,1,1,1,41,cy6zs39z79dcfbr4xzkp38z7q,1,61.5,64.0,2025-04-12T16:25:15.113Z,2025-04-12T16:47:48Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5645651391,141,41.7,5645651387,56,Center,5645651389,140,64.5,5645651395,213,4.92,5645651393,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953509,23,1,1,1,42,cy6zs39z79dcfbr4xzkp38z7q,1,74.1,30.9,2025-04-12T16:25:15.320Z,2025-04-12T16:48:17Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5645656107,140,85.3,5645656113,213,5.41,5645656109,141,10.1,5645656105,56,Right,5645656111,212,18.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953515,24,1,1,1,43,cy6zs39z79dcfbr4xzkp38z7q,0,84.8,12.3,2025-04-12T16:25:16.479Z,2025-04-12T16:48:37Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5645658283,56,Right,5645658285,140,88.2,5645658291,213,0.33,5645658289,212,3.8,5645658287,141,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953201,9,61,1,1,44,1c7dv8ays675v9kp6a04sd8pq,1,9.3,82.9,2025-04-12T16:25:17.979Z,2025-04-12T16:25:18Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5645518971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953223,19,1,1,1,44,cy6zs39z79dcfbr4xzkp38z7q,1,92.9,13.9,2025-04-12T16:25:18.287Z,2025-04-12T16:49:11Z,33va022bhya45v496wz8usn6y,O. Kemppainen,,,5645519095,140,86.9,5645519101,213,2.03,5645519093,56,Center,5645519099,212,14.1,5645519097,141,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953259,20,3,1,1,47,cy6zs39z79dcfbr4xzkp38z7q,0,86.8,32.6,2025-04-12T16:25:20.598Z,2025-04-12T17:09:55Z,61ib1kknf11ab4v4f1magyu39,D. Barrow,,,5645519309,56,Center,5645519401,233,10,5645519311,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953255,10,7,1,1,47,1c7dv8ays675v9kp6a04sd8pq,1,13.2,67.4,2025-04-12T16:25:20.599Z,2025-04-12T17:09:55Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645519295,285,,5645519293,56,Back,5645519385,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953367,12,1,1,1,48,1c7dv8ays675v9kp6a04sd8pq,1,12.7,66.7,2025-04-12T16:25:22.055Z,2025-04-12T16:25:27Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645519915,56,Back,5645519923,213,0.38,5645519921,212,19.9,5645519917,140,30.3,5645519919,141,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953373,13,4,1,1,51,1c7dv8ays675v9kp6a04sd8pq,1,30.8,81.4,2025-04-12T16:25:24.959Z,2025-04-12T16:25:33Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5645520119,233,21,5645520105,56,Back,5645520103,294,,5645520101,13,,5645520107,152,,5645520109,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953329,21,4,1,1,51,cy6zs39z79dcfbr4xzkp38z7q,0,69.2,18.6,2025-04-12T16:25:24.960Z,2025-04-12T17:09:50Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5645519851,286,,5645519845,294,,5645519847,56,Right,5645519849,152,,5645519843,13,,5645520129,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953461,14,1,1,1,57,1c7dv8ays675v9kp6a04sd8pq,1,28.5,86.1,2025-04-12T16:25:30.584Z,2025-04-12T16:49:59Z,6r9gyu0ks64c9z4kfsfjj105w,R. Tikkanen,,,5645520423,56,Back,5645520431,213,3.40,5645520427,141,81.4,5645520429,212,12.7,5645520421,152,,5645520425,140,16.8,5645520419,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953483,15,1,1,1,59,1c7dv8ays675v9kp6a04sd8pq,1,20.2,67.5,2025-04-12T16:25:32.504Z,2025-04-12T16:50:09Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5645520535,212,23.4,5645520533,141,36.4,5645520529,56,Back,5645520531,140,10.7,5645520537,213,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953555,16,1,1,2,1,1c7dv8ays675v9kp6a04sd8pq,1,13.1,32.7,2025-04-12T16:25:34.406Z,2025-04-12T16:25:39Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5645520927,140,24.7,5645520931,212,16.7,5645520929,141,15.8,5645520925,56,Back,5645520933,213,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953575,17,1,1,2,5,1c7dv8ays675v9kp6a04sd8pq,1,26.1,18.9,2025-04-12T16:25:39.204Z,2025-04-12T16:25:41Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645521057,141,29.1,5645521059,212,12.2,5645521061,213,0.60,5645521055,140,35.7,5645521053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953599,18,1,1,2,7,1c7dv8ays675v9kp6a04sd8pq,1,34.0,26.7,2025-04-12T16:25:41.108Z,2025-04-12T16:25:42Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5645521193,56,Back,5645521201,213,3.88,5645521195,140,24.6,5645521197,141,13.5,5645521199,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953651,19,1,1,2,8,1c7dv8ays675v9kp6a04sd8pq,1,24.6,13.7,2025-04-12T16:25:41.893Z,2025-04-12T16:25:45Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645521425,212,10.4,5645521429,213,0.18,5645521417,56,Back,5645521419,140,34.3,5645521421,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953689,20,1,1,2,11,1c7dv8ays675v9kp6a04sd8pq,1,31.0,16.5,2025-04-12T16:25:45.281Z,2025-04-12T16:25:48Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5645521667,212,11.4,5645521669,213,4.04,5645521661,56,Back,5645521663,140,24.2,5645521665,141,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953711,21,1,1,2,15,1c7dv8ays675v9kp6a04sd8pq,1,23.8,7.4,2025-04-12T16:25:48.555Z,2025-04-12T16:36:13Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5645521821,213,2.10,5645521809,56,Back,5645521815,141,41.9,5645521811,140,10.6,5645521819,212,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953779,22,1,1,2,18,1c7dv8ays675v9kp6a04sd8pq,1,12.0,44.0,2025-04-12T16:25:51.475Z,2025-04-12T16:25:56Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5645522265,212,25.2,5645522263,141,76.9,5645522261,140,23.0,5645522259,56,Back,5645522269,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953859,23,1,1,2,23,1c7dv8ays675v9kp6a04sd8pq,1,21.6,78.7,2025-04-12T16:25:56.466Z,2025-04-12T16:26:00Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5645522583,140,14.7,5645522587,212,9.8,5645522589,213,3.88,5645522581,56,Back,5645522585,141,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953935,24,1,1,2,26,1c7dv8ays675v9kp6a04sd8pq,1,14.8,65.1,2025-04-12T16:26:00.172Z,2025-04-12T16:26:04Z,3ani6i6zvyyz715jalqfbcvoq,A. Lötjönen,,,5645522945,141,33.9,5645522943,140,21.1,5645522941,56,Back,5645522949,213,5.01,5645522947,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953957,25,1,1,2,30,1c7dv8ays675v9kp6a04sd8pq,0,23.7,30.1,2025-04-12T16:26:04.242Z,2025-04-12T16:26:05Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5645523071,212,13.9,5645523067,140,28.7,5645523069,141,11.1,5645523065,56,Back,5645523073,213,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799953987,27,8,1,2,33,cy6zs39z79dcfbr4xzkp38z7q,1,62.9,90.0,2025-04-12T16:26:06.624Z,2025-04-12T16:26:06Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5645523273,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954005,26,5,1,2,34,1c7dv8ays675v9kp6a04sd8pq,1,31.6,-1.8,2025-04-12T16:26:07.401Z,2025-04-12T17:12:49Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5645523413,233,28,5645523363,347,,5645523361,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954013,28,5,1,2,34,cy6zs39z79dcfbr4xzkp38z7q,0,68.4,101.8,2025-04-12T16:26:07.401Z,2025-04-12T17:12:49Z,9rle4eqj5q7d4y7hgu570vgfd,N. Jokelainen,,,5645523387,347,,5645523437,233,26,5645523385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954363,27,1,1,2,58,1c7dv8ays675v9kp6a04sd8pq,1,28.2,0.0,2025-04-12T16:26:32.190Z,2025-04-12T16:30:33Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5645545089,140,41.2,5645545091,141,12.1,5645545087,56,Back,5645545185,189,,5645545095,213,0.61,5645545085,107,,5645545093,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954385,28,1,1,2,59,1c7dv8ays675v9kp6a04sd8pq,1,37.6,8.9,2025-04-12T16:26:32.775Z,2025-04-12T16:26:34Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5645525499,56,Back,5645525511,212,9.4,5645525515,213,2.65,5645525507,141,15.5,5645525503,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954397,29,1,1,3,1,1c7dv8ays675v9kp6a04sd8pq,0,23.8,6.6,2025-04-12T16:26:34.294Z,2025-04-12T16:37:49Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5645525613,212,32.9,5645590657,1,,5645525605,56,Right,5645525615,213,0.22,5645525607,140,54.4,5645525609,141,17.0,5645525603,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799968793,137,44,1,3,2,cy6zs39z79dcfbr4xzkp38z7q,1,52.4,78.6,2025-04-12T16:26:35.622Z,2025-04-12T17:10:00Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5645602169,286,,5645602167,56,Center,5645604099,233,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799968841,161,44,1,3,2,1c7dv8ays675v9kp6a04sd8pq,0,47.6,21.4,2025-04-12T16:26:35.623Z,2025-04-12T17:10:01Z,5t58neiqhud2d4h64owu8fwiy,A. Sadiku,,,5645603887,285,,5645604139,233,137,5645603883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799968799,138,1,1,3,2,cy6zs39z79dcfbr4xzkp38z7q,1,51.6,75.2,2025-04-12T16:26:36.025Z,2025-04-12T16:39:44Z,7r2ifipuieqiar5n00o2j5uj9,L. Bergsma,,,5645602953,140,56.4,5645602957,212,7.0,5645602959,213,0.77,5645602951,56,Left,5645602955,141,82.4,5645602949,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799954445,29,1,1,3,3,cy6zs39z79dcfbr4xzkp38z7q,0,54.0,76.6,2025-04-12T16:26:36.528Z,2025-04-12T16:40:09Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5645605403,233,160,5645525805,140,54.2,5645525811,213,1.49,5645605407,286,,5645525803,56,Left,5645605399,236,,5645525801,155,,5645525809,212,2.7,5645525807,141,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,
