id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2807266059,99,61,1,0,28,2rdnn9p03qrmmv34tyx1nahpa,0,42.0,68.5,2025-04-27T15:30:05.239Z,2025-04-27T15:42:33Z,a30y638aa4uo6vudqgrcjvpat,J. Veteli,,,5685722741,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253279,3,43,1,0,30,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T15:30:06.521Z,2025-04-27T15:43:03Z,b7594v117himyndjrpkval8us,E. Okereke,,,5685725753,144,61,5685650465,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253783,9,1,1,0,31,3ptum5fjcgw51mqui0gu6uuf4,1,63.4,25.0,2025-04-27T15:30:07.543Z,2025-04-27T15:43:07Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5685653269,212,10.8,5685653263,56,Center,5685653265,140,53.3,5685653267,141,27.8,5685653271,213,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254203,10,43,1,0,32,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-04-27T15:30:08.440Z,2025-04-27T15:43:16Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685655545,56,Back,5685655547,140,44.6,5685727127,144,1,5685655549,141,45.5,5685655551,212,22.9,5685655553,213,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253331,5,1,1,0,32,3ptum5fjcgw51mqui0gu6uuf4,1,55.3,30.1,2025-04-27T15:30:08.847Z,2025-04-27T15:43:25Z,8tzmahdp1kkbot7nulpirqhh,J. Nissinen,,,5685650727,141,41.5,5685650731,213,2.65,5685650723,56,Back,5685650729,212,16.3,5685650725,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253385,6,1,1,0,33,3ptum5fjcgw51mqui0gu6uuf4,1,35.7,58.1,2025-04-27T15:30:09.630Z,2025-04-27T15:30:12Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5685650999,213,3.33,5685650991,56,Back,5685650997,212,26.6,5685650995,141,50.7,5685650993,140,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807267797,103,1,1,0,34,3ptum5fjcgw51mqui0gu6uuf4,1,35.0,67.5,2025-04-27T15:30:10.492Z,2025-04-27T15:44:09Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685732439,140,12.4,5685732445,213,3.29,5685732443,212,24.0,5685732441,141,62.4,5685732437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253433,7,1,1,0,36,3ptum5fjcgw51mqui0gu6uuf4,0,10.8,50.7,2025-04-27T15:30:12.816Z,2025-04-27T15:30:15Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5685651249,157,,5685651251,56,Left,5685651261,1,,5685651257,212,76.8,5685651253,140,76.1,5685651255,141,100.0,5685651259,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253443,8,5,1,0,39,3ptum5fjcgw51mqui0gu6uuf4,0,74.6,101.8,2025-04-27T15:30:15.857Z,2025-04-27T15:30:20Z,cikb5rw9wtq5th334wj89dhey,M. Riikonen,,,5685651309,56,Left,5685651539,233,13,5685651311,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253477,13,5,1,0,39,2rdnn9p03qrmmv34tyx1nahpa,1,25.4,-1.8,2025-04-27T15:30:15.857Z,2025-04-27T16:23:47Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685651483,347,,5685651511,233,8,5685651481,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253637,14,1,1,0,49,2rdnn9p03qrmmv34tyx1nahpa,1,27.8,0.0,2025-04-27T15:30:25.844Z,2025-04-27T15:44:31Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685652419,56,Back,5685734629,189,,5685652415,107,,5685652423,141,20.3,5685652425,212,15.4,5685652427,213,1.38,5685652421,140,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253681,15,1,1,0,51,2rdnn9p03qrmmv34tyx1nahpa,1,29.5,24.2,2025-04-27T15:30:27.764Z,2025-04-27T15:44:40Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5685652679,212,33.3,5685652683,1,,5685652675,140,25.8,5685652673,56,Back,5685652677,141,72.8,5685652681,213,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253725,16,1,1,0,54,2rdnn9p03qrmmv34tyx1nahpa,1,25.2,73.5,2025-04-27T15:30:30.724Z,2025-04-27T15:30:33Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685652927,140,23.1,5685652921,56,Back,5685652931,141,51.2,5685652935,213,4.57,5685652933,212,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253779,17,1,1,0,56,2rdnn9p03qrmmv34tyx1nahpa,1,24.1,50.1,2025-04-27T15:30:32.948Z,2025-04-27T15:30:36Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685653227,140,36.9,5685653223,56,Back,5685653233,213,5.78,5685653231,212,15.3,5685653229,141,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253815,18,1,1,0,59,2rdnn9p03qrmmv34tyx1nahpa,1,36.4,37.4,2025-04-27T15:30:35.939Z,2025-04-27T15:30:38Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5685653457,140,38.9,5685653455,56,Back,5685653463,213,1.45,5685653461,212,22.7,5685653459,141,70.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807253937,19,1,1,1,2,2rdnn9p03qrmmv34tyx1nahpa,1,38.4,72.0,2025-04-27T15:30:38.421Z,2025-04-27T15:30:43Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685654011,212,24.8,5685654013,213,0.60,5685654001,56,Left,5685654007,141,92.6,5685654003,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254005,20,1,1,1,6,2rdnn9p03qrmmv34tyx1nahpa,1,48.1,86.9,2025-04-27T15:30:43.060Z,2025-04-27T15:30:47Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5685654401,141,50.0,5685654399,140,10.9,5685654405,213,3.71,5685654403,212,46.4,5685654407,1,,5685654397,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254055,21,1,1,1,11,2rdnn9p03qrmmv34tyx1nahpa,1,19.1,54.9,2025-04-27T15:30:47.492Z,2025-04-27T15:30:50Z,5h0xmzqj69qpakvv8b3gfin6d,O. Virtanen,,,5685654661,56,Back,5685654669,213,5.64,5685654665,141,44.5,5685654663,140,28.1,5685654667,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254147,22,1,1,1,13,2rdnn9p03qrmmv34tyx1nahpa,1,26.4,45.8,2025-04-27T15:30:50.100Z,2025-04-27T15:30:54Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685655171,140,35.2,5685655177,213,5.19,5685655173,141,19.7,5685655175,212,20.0,5685655169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254249,23,1,1,1,18,2rdnn9p03qrmmv34tyx1nahpa,1,37.1,17.6,2025-04-27T15:30:54.389Z,2025-04-27T15:31:02Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685655849,212,36.6,5685655855,1,,5685655853,213,6.03,5685655843,56,Right,5685655845,140,70.8,5685655847,141,4.1,5685655841,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254257,24,3,1,1,25,2rdnn9p03qrmmv34tyx1nahpa,0,77.9,4.5,2025-04-27T15:31:01.502Z,2025-04-27T15:55:16Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5685655967,233,11,5685655899,286,,5685655897,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254247,11,7,1,1,25,3ptum5fjcgw51mqui0gu6uuf4,0,22.1,95.5,2025-04-27T15:31:01.503Z,2025-04-27T15:55:16Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685655837,285,,5685655835,56,Back,5685655931,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254309,25,3,1,1,26,2rdnn9p03qrmmv34tyx1nahpa,0,77.8,6.7,2025-04-27T15:31:02.766Z,2025-04-27T15:55:17Z,7hr8mxix88otsvgitsv184g0k,M. Söderbäck,,,5685656163,56,Right,5685656165,286,,5685656395,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254329,12,7,1,1,26,3ptum5fjcgw51mqui0gu6uuf4,1,22.2,93.3,2025-04-27T15:31:02.767Z,2025-04-27T15:55:17Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5685656271,56,Back,5685656323,233,25,5685656273,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254355,14,1,1,1,29,3ptum5fjcgw51mqui0gu6uuf4,0,24.8,84.6,2025-04-27T15:31:05.983Z,2025-04-27T15:46:43Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5685656421,56,Back,5685656427,212,1.0,5685656423,140,24.5,5685656425,141,83.2,5685748779,236,,5685748781,233,148,5685748785,286,,5685656429,213,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807270759,148,74,1,1,29,2rdnn9p03qrmmv34tyx1nahpa,1,77.9,21.5,2025-04-27T15:31:05.984Z,2025-04-27T16:33:39Z,6j8sbzewfzr0kjs2acm6r7tw4,O. Tiitinen,,,5685748797,233,14,5685748769,285,,5685748767,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254385,15,1,1,1,31,3ptum5fjcgw51mqui0gu6uuf4,0,17.2,74.6,2025-04-27T15:31:07.694Z,2025-04-27T15:47:39Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5685753905,212,4.9,5685753903,141,74.6,5685753907,213,0.00,5685656563,56,Back,5685753901,140,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254443,27,1,1,1,33,2rdnn9p03qrmmv34tyx1nahpa,1,77.6,34.0,2025-04-27T15:31:09.572Z,2025-04-27T15:31:11Z,8r3xgvgtysw3a026rrhebyxre,M. Stjopin,,,5685656883,213,1.98,5685656873,140,73.1,5685656875,141,50.0,5685656871,56,Center,5685656879,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254409,16,45,1,1,33,3ptum5fjcgw51mqui0gu6uuf4,0,22.7,53.9,2025-04-27T15:31:09.840Z,2025-04-27T16:33:43Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5685759371,233,156,5685656725,56,Back,5685656727,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807272715,156,3,1,1,33,2rdnn9p03qrmmv34tyx1nahpa,1,77.3,46.1,2025-04-27T15:31:09.840Z,2025-04-27T16:33:42Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5685759317,56,Center,5685759319,286,,5685759345,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254487,28,1,1,1,35,2rdnn9p03qrmmv34tyx1nahpa,1,73.4,45.2,2025-04-27T15:31:11.428Z,2025-04-27T15:48:44Z,5msckfem6wvr8h2egmxqgn5zo,J. Kanga,,,5685657147,213,1.83,5685657139,56,Center,5685657145,212,2.5,5685657143,141,48.7,5685657141,140,72.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254521,29,1,1,1,38,2rdnn9p03qrmmv34tyx1nahpa,1,85.6,58.1,2025-04-27T15:31:14.660Z,2025-04-27T15:31:16Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685657347,56,Left,5685657349,140,77.4,5685657351,141,79.9,5685657355,213,2.10,5685657353,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254533,30,1,1,1,40,2rdnn9p03qrmmv34tyx1nahpa,1,77.8,80.6,2025-04-27T15:31:16.436Z,2025-04-27T15:31:17Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685657445,212,9.5,5685657449,213,0.24,5685657439,140,86.6,5685657437,56,Left,5685657441,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254595,31,1,1,1,40,2rdnn9p03qrmmv34tyx1nahpa,1,86.6,83.9,2025-04-27T15:31:17.252Z,2025-04-27T15:31:21Z,74od0bd25ox7cv2sfmebf72s5,A. Popovitš,,,5685657761,56,Left,5685657769,213,3.06,5685657765,141,85.4,5685657763,140,75.3,5685657767,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254639,32,1,1,1,45,2rdnn9p03qrmmv34tyx1nahpa,1,72.9,81.8,2025-04-27T15:31:21.509Z,2025-04-27T15:31:24Z,cpxcd9wihjrac0ttpvfzv5kkq,M. Rale,,,5685658011,141,62.9,5685658015,213,3.85,5685658013,212,19.8,5685658009,140,58.5,5685658007,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254679,33,1,1,1,48,2rdnn9p03qrmmv34tyx1nahpa,1,58.5,62.9,2025-04-27T15:31:24.405Z,2025-04-27T15:31:27Z,1vt9w739g9cui1qrjhld5jgt1,S. Väisänen,,,5685658299,213,4.79,5685658285,140,60.0,5685658283,56,Center,5685658293,212,20.2,5685658289,141,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254709,34,1,1,1,50,2rdnn9p03qrmmv34tyx1nahpa,0,60.2,32.5,2025-04-27T15:31:26.900Z,2025-04-27T15:31:28Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685658421,140,67.8,5685658427,213,5.44,5685658423,141,19.4,5685658425,212,12.0,5685658419,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254731,17,61,1,1,53,3ptum5fjcgw51mqui0gu6uuf4,0,29.5,70.5,2025-04-27T15:31:30.111Z,2025-04-27T15:31:30Z,4zizd9804wk2k5v0l7ph0u0kq,A. Huttunen,,,5685658529,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2807254791,35,1,1,1,56,2rdnn9p03qrmmv34tyx1nahpa,0,61.2,18.5,2025-04-27T15:31:32.788Z,2025-04-27T15:49:35Z,2ds2jprriwxkden7xw0pvhe51,T. Miettunen,,,5685658923,213,5.42,5685658919,141,10.6,5685658915,56,Right,5685658917,140,65.6,5685658921,212,7.1,5685765599,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
