id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/14/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2808750551,16,1,1,1,4,8sy0cxovuxo76tuoas3uo55xj,0,77.2,5.3,2025-05-02T15:02:30.515Z,2025-05-02T15:02:31Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694127293,141,3.1,5694127289,56,Right,5694127291,140,75.0,5694127295,212,2.8,5694127297,213,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750555,11,61,1,1,5,cy6zs39z79dcfbr4xzkp38z7q,1,21.6,98.1,2025-05-02T15:02:31.718Z,2025-05-02T15:02:31Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5694127303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750557,12,5,1,1,7,cy6zs39z79dcfbr4xzkp38z7q,0,23.4,102.0,2025-05-02T15:02:33.093Z,2025-05-02T15:02:37Z,3tpjeq8mn2sy9v6a8hcesp9wq,T. Kaukua,,,5694127345,233,17,5694127319,347,,5694127317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750565,17,5,1,1,7,8sy0cxovuxo76tuoas3uo55xj,1,76.6,-2.0,2025-05-02T15:02:33.093Z,2025-05-02T15:17:57Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5694127333,56,Right,5694127339,233,12,5694127335,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750609,18,1,1,1,28,8sy0cxovuxo76tuoas3uo55xj,1,84.0,0.0,2025-05-02T15:02:54.355Z,2025-05-02T15:02:56Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5694127629,141,9.7,5694127631,212,8.9,5694127627,140,80.2,5694127623,107,,5694127633,213,2.04,5694127625,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750613,19,1,1,1,30,8sy0cxovuxo76tuoas3uo55xj,1,78.4,9.5,2025-05-02T15:02:56.035Z,2025-05-02T15:02:57Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694127643,56,Right,5694127651,213,5.65,5694127649,212,6.9,5694127647,141,3.5,5694127645,140,83.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750617,20,1,1,1,31,8sy0cxovuxo76tuoas3uo55xj,0,83.7,3.5,2025-05-02T15:02:56.779Z,2025-05-02T15:19:49Z,5wtugxjwq7fvbeqcak5j5l5nt,M. Larsen,,,5694127675,212,21.6,5694127665,2,,5694127677,213,1.37,5694127671,140,87.9,5694127667,155,,5694127669,56,Center,5694127673,141,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750621,13,12,1,1,32,cy6zs39z79dcfbr4xzkp38z7q,1,10.3,58.1,2025-05-02T15:02:58.276Z,2025-05-02T15:19:53Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5694127691,141,41.9,5694127695,212,11.3,5694127683,56,Back,5694127697,213,4.92,5694127687,140,12.5,5694127705,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750627,21,61,1,1,34,8sy0cxovuxo76tuoas3uo55xj,0,86.6,57.0,2025-05-02T15:03:00.773Z,2025-05-02T15:03:00Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5694127723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750645,14,12,1,1,37,cy6zs39z79dcfbr4xzkp38z7q,1,11.7,40.9,2025-05-02T15:03:03.276Z,2025-05-03T06:25:19Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5696133707,233,155,5694127815,212,0.9,5694127809,56,Back,5694127817,213,0.16,5694127811,140,12.5,5694151019,397,,5694127813,141,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808754713,155,74,1,1,37,8sy0cxovuxo76tuoas3uo55xj,1,87.5,61.3,2025-05-02T15:03:03.277Z,2025-05-02T15:19:54Z,1ds8j4s1h4fydkkhl9qe9l5yi,C. Edlund,,,5694150771,397,,5694150773,285,,5694150769,56,Center,5694151677,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750637,22,61,1,1,38,8sy0cxovuxo76tuoas3uo55xj,1,86.4,57.2,2025-05-02T15:03:03.842Z,2025-05-02T15:19:37Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694127777,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750887,26,43,1,1,38,cy6zs39z79dcfbr4xzkp38z7q,1,0.0,0.0,2025-05-02T15:03:04.359Z,2025-05-02T15:03:56Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5694128971,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750679,15,1,1,1,39,cy6zs39z79dcfbr4xzkp38z7q,1,9.1,3.4,2025-05-02T15:03:05.743Z,2025-05-02T15:04:59Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5694127959,157,,5694127965,141,17.1,5694127971,1,,5694127963,140,55.4,5694127969,213,0.19,5694127967,212,49.5,5694127961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750665,23,83,1,1,43,8sy0cxovuxo76tuoas3uo55xj,0,41.2,72.3,2025-05-02T15:03:09.186Z,2025-05-02T15:03:11Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5694127993,399,4votdnyh0srvboatz6a20d5p0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750681,16,61,1,1,45,cy6zs39z79dcfbr4xzkp38z7q,0,55.8,18.0,2025-05-02T15:03:11.226Z,2025-05-02T15:03:11Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5694127975,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750697,25,1,1,1,48,8sy0cxovuxo76tuoas3uo55xj,1,32.4,48.1,2025-05-02T15:03:14.691Z,2025-05-02T15:03:17Z,11xqkd2im28nwotbqeuhflcd1,J. Mäkelä,,,5694128067,212,18.1,5694128069,213,5.87,5694128065,141,37.3,5694128061,56,Back,5694128063,140,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750699,26,61,1,1,51,8sy0cxovuxo76tuoas3uo55xj,0,48.2,37.3,2025-05-02T15:03:16.931Z,2025-05-02T15:03:17Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5694128077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808755125,161,1,1,1,53,cy6zs39z79dcfbr4xzkp38z7q,1,41.3,67.3,2025-05-02T15:03:18.884Z,2025-05-02T15:21:35Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,,,5694153685,56,Back,5694153693,213,5.46,5694153687,140,48.0,5694153689,141,56.2,5694153691,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750735,18,1,1,1,54,cy6zs39z79dcfbr4xzkp38z7q,1,43.7,58.3,2025-05-02T15:03:20.271Z,2025-05-02T15:22:09Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5694128159,141,64.6,5694128157,140,31.6,5694128163,213,2.82,5694128161,212,13.4,5694128155,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750745,19,1,1,1,55,cy6zs39z79dcfbr4xzkp38z7q,1,28.4,67.0,2025-05-02T15:03:21.552Z,2025-05-02T15:03:24Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5694128217,213,5.20,5694128211,140,36.7,5694128215,212,18.5,5694128209,56,Back,5694128213,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750747,20,1,1,1,58,cy6zs39z79dcfbr4xzkp38z7q,1,36.8,39.8,2025-05-02T15:03:23.927Z,2025-05-02T15:22:20Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694128223,56,Back,5694128225,140,30.9,5694128231,213,4.35,5694128229,212,17.3,5694128227,141,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750755,21,1,1,1,59,cy6zs39z79dcfbr4xzkp38z7q,1,31.1,16.1,2025-05-02T15:03:24.942Z,2025-05-02T15:03:26Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5694128265,140,25.1,5694128269,212,17.2,5694128267,141,39.7,5694128271,213,1.94,5694128263,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750795,22,1,1,2,0,cy6zs39z79dcfbr4xzkp38z7q,1,25.1,39.8,2025-05-02T15:03:26.707Z,2025-05-02T15:03:34Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5694128475,56,Back,5694128481,212,4.3,5694128483,213,5.64,5694128479,141,36.0,5694128477,140,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750803,23,1,1,2,8,cy6zs39z79dcfbr4xzkp38z7q,1,32.8,42.8,2025-05-02T15:03:34.315Z,2025-05-02T15:22:39Z,a1dhi0sqw2yeffewd34n6z7fu,A. Dumbuya,,,5694128513,56,Back,5694128517,141,63.3,5694128519,212,16.8,5694128521,213,0.98,5694128515,140,41.7,5694154701,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750821,24,1,1,2,10,cy6zs39z79dcfbr4xzkp38z7q,0,43.7,65.5,2025-05-02T15:03:35.783Z,2025-05-02T15:03:39Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5694128597,155,,5694128599,56,Center,5694128605,212,53.3,5694128603,141,72.7,5694128607,213,0.09,5694128609,1,,5694128601,140,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750833,27,12,1,2,13,8sy0cxovuxo76tuoas3uo55xj,1,8.2,30.4,2025-05-02T15:03:39.172Z,2025-05-02T15:03:40Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694128633,140,0.0,5694128659,167,,5694128635,141,20.4,5694128631,56,Back,5694128639,213,3.80,5694128637,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750829,25,6,1,2,14,cy6zs39z79dcfbr4xzkp38z7q,1,98.0,77.1,2025-05-02T15:03:39.782Z,2025-05-02T15:19:15Z,an77jbrily6wipsqhwliubhsl,A. Paananen,,,5694128671,233,28,5694128663,56,Center,5694128665,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808750837,28,6,1,2,14,8sy0cxovuxo76tuoas3uo55xj,0,2.0,22.9,2025-05-02T15:03:39.782Z,2025-05-02T15:19:16Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694128669,73,,5694128667,56,Back,5694128675,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751025,27,1,1,2,48,cy6zs39z79dcfbr4xzkp38z7q,0,99.4,99.5,2025-05-02T15:04:14.247Z,2025-05-02T15:04:46Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5694129669,2,,5694129677,56,Center,5694129679,140,97.9,5694129671,6,,5694129685,213,4.66,5694129683,212,31.3,5694129675,223,,5694129681,141,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751005,29,16,1,2,51,8sy0cxovuxo76tuoas3uo55xj,1,2.4,54.2,2025-05-02T15:04:16.867Z,2025-05-02T16:20:19Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5694130401,230,99.0,5694129769,375,02:50.860,5694130407,281,4votdnyh0srvboatz6a20d5p0,5694130403,231,50.4,5694130397,102,50.8,5694129765,374,2025-05-02 16:04:16.638,5694129563,28,,5694129561,16,,5694129761,25,,5694130409,282,cy6zs39z79dcfbr4xzkp38z7q,5694129763,72,5694129565,56,Center,5694130399,103,11.4,5694130405,280,OWN_GOAL,5694130395,78,5694130411,472,27,,,,,,,,
2808751169,30,1,1,3,42,8sy0cxovuxo76tuoas3uo55xj,1,50.3,49.9,2025-05-02T15:05:08.275Z,2025-05-02T15:25:59Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5694130521,213,3.67,5694130515,140,34.8,5694130523,279,G,5694130519,212,18.8,5694130517,141,36.0,5694159293,189,,5694130513,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808751173,31,1,1,3,46,8sy0cxovuxo76tuoas3uo55xj,1,34.8,36.0,2025-05-02T15:05:12.323Z,2025-05-02T15:25:57Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5694130549,212,13.9,5694130547,141,56.4,5694130551,213,1.56,5694130543,56,Back,5694130545,140,35.0,5694159245,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
