id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/11/value,qualifier/14/value,qualifier/12/value,qualifier/15/value,qualifier/17/value
2818908279,6,1,1,0,11,8eab5wbcnttsiosd1o8c71gmk,0,7.8,88.9,2025-05-25T15:32:38.090Z,2025-05-25T15:32:39Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5750177987,1,,5750177977,56,Back,5750178125,236,,5750178127,233,7,5750177975,157,,5750177985,213,0.20,5750177979,140,10.3,5750178131,286,,5750177981,141,89.7,5750177983,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908305,7,74,1,0,11,ea3yd0dgq6uy6pupkpn17j5xg,1,88.4,3.1,2025-05-25T15:32:38.091Z,2025-05-25T15:52:54Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5750178077,285,,5750178199,233,6,5750178075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908339,7,5,1,0,12,8eab5wbcnttsiosd1o8c71gmk,1,9.8,101.4,2025-05-25T15:32:39.940Z,2025-05-25T15:46:22Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5750178317,233,8,5750178269,56,Back,5750178271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908329,8,5,1,0,12,ea3yd0dgq6uy6pupkpn17j5xg,0,90.2,-1.4,2025-05-25T15:32:39.940Z,2025-05-25T15:32:42Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5750178357,233,7,5750178239,347,,5750178237,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908681,8,1,1,0,32,8eab5wbcnttsiosd1o8c71gmk,0,10.5,100.0,2025-05-25T15:32:59.106Z,2025-05-25T15:33:00Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5750180193,212,13.5,5750180195,213,5.71,5750180185,107,,5750180191,141,90.5,5750180187,56,Back,5750180189,140,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908691,9,1,1,0,34,ea3yd0dgq6uy6pupkpn17j5xg,0,74.7,7.3,2025-05-25T15:33:01.221Z,2025-05-25T15:33:01Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5750180279,213,0.97,5750180271,140,79.3,5750180277,212,8.5,5750180267,3,,5750180273,141,17.6,5750180269,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908707,9,1,1,0,35,8eab5wbcnttsiosd1o8c71gmk,0,15.2,87.7,2025-05-25T15:33:02.121Z,2025-05-25T15:35:44Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5750180353,140,17.4,5750180355,141,95.1,5750180349,3,,5750180351,56,Back,5750180359,213,1.14,5750180357,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908739,10,1,1,0,37,ea3yd0dgq6uy6pupkpn17j5xg,0,78.9,8.6,2025-05-25T15:33:04.185Z,2025-05-25T15:53:15Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5750276181,212,1.5,5750276301,233,10,5750276183,213,5.82,5750276261,236,,5750276179,141,7.6,5750276177,140,80.2,5750180565,56,Right,5750276263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908761,10,74,1,0,37,8eab5wbcnttsiosd1o8c71gmk,1,19.8,95.2,2025-05-25T15:33:04.186Z,2025-05-25T15:53:15Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5750276307,233,10,5750180679,56,Back,5750180681,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908793,11,5,1,0,38,8eab5wbcnttsiosd1o8c71gmk,0,19.3,101.6,2025-05-25T15:33:05.876Z,2025-05-25T15:46:23Z,c1f7vp2u7fndbs1q67yhze1hw,A. Kouame,,,5750180889,347,,5750180887,56,Back,5750181093,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908829,11,5,1,0,38,ea3yd0dgq6uy6pupkpn17j5xg,1,80.7,-1.6,2025-05-25T15:33:05.876Z,2025-05-25T15:46:22Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5750181069,347,,5750181075,233,11,5750181067,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908849,12,1,1,0,44,ea3yd0dgq6uy6pupkpn17j5xg,0,79.2,0.0,2025-05-25T15:33:11.574Z,2025-05-25T15:33:13Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5750181235,107,,5750181241,141,24.6,5750181239,140,90.2,5750181243,212,20.9,5750181245,213,0.98,5750181237,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908883,12,12,1,0,47,8eab5wbcnttsiosd1o8c71gmk,1,9.1,72.1,2025-05-25T15:33:14.451Z,2025-05-25T15:33:15Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5750181449,140,13.9,5750181451,141,90.6,5750181447,56,Back,5750181481,15,,5750181455,213,1.19,5750181453,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908927,14,4,1,0,50,8eab5wbcnttsiosd1o8c71gmk,1,19.2,92.8,2025-05-25T15:33:17.931Z,2025-05-25T16:03:03Z,524qf48twiwfk14oxmwsxj2tw,D. Legbo,,,5750181673,13,,5750181675,56,Back,5750181685,285,,5750181681,265,,5750181995,233,14,5750181677,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908977,14,4,1,0,50,ea3yd0dgq6uy6pupkpn17j5xg,0,80.8,7.2,2025-05-25T15:33:17.932Z,2025-05-25T16:03:03Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5750181961,265,,5750181957,56,Right,5750181959,152,,5750181963,286,,5750181955,13,,5750182043,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818908971,13,43,1,0,52,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-25T15:33:19.437Z,2025-05-25T15:33:28Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5750181869,213,0.00,5750181867,212,0,5750182479,144,12,5750181861,56,Right,5750181865,141,6.8,5750181863,140,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909243,15,1,1,1,9,8eab5wbcnttsiosd1o8c71gmk,1,24.6,88.0,2025-05-25T15:33:36.466Z,2025-05-25T15:33:38Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5750183301,141,49.4,5750183291,152,,5750183303,212,26.3,5750183295,56,Back,5750183305,213,4.74,5750183299,140,25.3,5750183289,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909273,16,1,1,1,10,8eab5wbcnttsiosd1o8c71gmk,1,25.3,49.4,2025-05-25T15:33:37.971Z,2025-05-25T15:33:39Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5750183467,213,1.65,5750183453,141,67.3,5750183447,140,24.4,5750183441,56,Back,5750183459,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909297,17,1,1,1,12,8eab5wbcnttsiosd1o8c71gmk,1,24.4,67.3,2025-05-25T15:33:39.402Z,2025-05-25T15:33:40Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5750183593,213,1.31,5750183585,56,Back,5750183591,212,16.9,5750183589,141,91.4,5750183587,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909353,18,1,1,1,13,8eab5wbcnttsiosd1o8c71gmk,1,28.9,91.7,2025-05-25T15:33:40.803Z,2025-05-25T15:33:44Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5750183873,141,75.3,5750183875,212,13.8,5750183869,56,Back,5750183871,140,21.1,5750183877,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909395,19,1,1,1,16,8eab5wbcnttsiosd1o8c71gmk,1,22.6,73.8,2025-05-25T15:33:43.891Z,2025-05-25T15:33:46Z,53kd57a8pwjno3l6cou3nexn9,J. Hämäläinen,,,5750184139,213,0.18,5750184131,56,Back,5750184137,212,14.4,5750184133,140,36.1,5750184135,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909439,20,1,1,1,19,8eab5wbcnttsiosd1o8c71gmk,1,36.2,77.6,2025-05-25T15:33:46.635Z,2025-05-25T15:33:49Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5750184337,213,2.10,5750184377,156,,5750184331,140,31.3,5750184329,56,Back,5750184335,212,10.2,5750184333,141,90.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909495,15,83,1,1,24,ea3yd0dgq6uy6pupkpn17j5xg,0,37.5,9.8,2025-05-25T15:33:51.413Z,2025-05-25T15:33:57Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5750185167,399,arxu3yjspsjmmobkj92c79ze2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909531,21,61,1,1,27,8eab5wbcnttsiosd1o8c71gmk,0,91.3,81.7,2025-05-25T15:33:54.645Z,2025-05-25T15:33:54Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5750184865,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909605,16,61,1,1,31,ea3yd0dgq6uy6pupkpn17j5xg,0,2.8,29.8,2025-05-25T15:33:58.180Z,2025-05-25T15:34:20Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5750185193,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910027,17,43,1,1,33,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-25T15:34:00.213Z,2025-05-25T15:34:20Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5750187567,346,0,5750187565,56,Back,5750187691,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818909651,22,43,1,1,34,8eab5wbcnttsiosd1o8c71gmk,1,0.0,0.0,2025-05-25T15:34:01.164Z,2025-05-25T15:34:17Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5750185501,346,0,5750185499,56,Center,5750187203,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910099,18,6,1,1,52,ea3yd0dgq6uy6pupkpn17j5xg,0,4.8,41.8,2025-05-25T15:34:19.059Z,2025-05-25T15:52:52Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5750188009,56,Back,5750188357,233,23,5750188011,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910017,23,6,1,1,52,8eab5wbcnttsiosd1o8c71gmk,1,95.2,58.2,2025-05-25T15:34:19.059Z,2025-05-25T15:52:52Z,arxu3yjspsjmmobkj92c79ze2,J. Niska,,,5750188075,233,18,5750187621,73,,5750187619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910479,24,1,1,2,9,8eab5wbcnttsiosd1o8c71gmk,0,99.5,99.5,2025-05-25T15:34:36.221Z,2025-05-25T15:34:44Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5750190091,56,Right,5750190085,6,,5750190083,2,,5750190101,1,,5750190093,140,100.0,5750190095,141,11.3,5750190097,212,60.0,5750190099,213,4.75,5750190357,345,,5750190089,223,,5750190087,155,,,,,,,,,,,,,,,,,,,,,,,,
2818910707,19,5,1,2,14,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.4,89.2,2025-05-25T15:34:41.672Z,2025-05-25T15:46:23Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5750191341,233,25,5750191295,346,,5750191293,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910529,25,5,1,2,14,8eab5wbcnttsiosd1o8c71gmk,0,101.4,10.8,2025-05-25T15:34:41.672Z,2025-05-25T15:34:58Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,,,5750190325,346,,5750190323,56,Right,5750191371,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910849,20,1,1,2,35,ea3yd0dgq6uy6pupkpn17j5xg,1,4.3,50.4,2025-05-25T15:35:02.469Z,2025-05-25T15:35:07Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5750192277,74,,5750192263,56,Center,5750192265,140,55.7,5750192261,124,,5750192271,213,5.95,5750192267,141,23.3,5750192273,1,,5750192269,212,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910853,21,61,1,2,40,ea3yd0dgq6uy6pupkpn17j5xg,0,55.7,23.3,2025-05-25T15:35:07.557Z,2025-05-25T15:35:07Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5750192291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818910965,27,1,1,2,42,8eab5wbcnttsiosd1o8c71gmk,1,41.9,66.1,2025-05-25T15:35:09.356Z,2025-05-25T15:35:14Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5750192871,213,4.79,5750192863,140,43.9,5750192865,141,27.4,5750192861,56,Back,5750192867,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911013,28,1,1,2,47,8eab5wbcnttsiosd1o8c71gmk,1,69.9,18.8,2025-05-25T15:35:14.485Z,2025-05-25T15:35:17Z,a9234jafv17dcvbu54expih91,A. Granlund,,,5750193119,140,92.0,5750193117,56,Right,5750193121,141,14.1,5750193123,212,23.4,5750193125,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911031,29,1,1,2,49,8eab5wbcnttsiosd1o8c71gmk,0,92.1,14.9,2025-05-25T15:35:16.956Z,2025-05-25T15:35:18Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5750193211,212,2.1,5750193209,141,17.9,5750193199,155,,5750193213,213,1.37,5750193197,2,,5750193275,233,22,5750193201,56,Right,5750193283,286,,5750193205,140,92.5,5750193271,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911023,22,12,1,2,50,ea3yd0dgq6uy6pupkpn17j5xg,1,8.0,82.3,2025-05-25T15:35:17.056Z,2025-05-25T15:35:18Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5750193179,56,Back,5750193177,185,,5750193341,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911047,23,6,1,2,51,ea3yd0dgq6uy6pupkpn17j5xg,0,7.8,82.2,2025-05-25T15:35:18.357Z,2025-05-25T15:35:21Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5750193603,233,30,5750193379,56,Back,5750193381,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911069,30,6,1,2,51,8eab5wbcnttsiosd1o8c71gmk,1,92.2,17.8,2025-05-25T15:35:18.357Z,2025-05-25T15:52:52Z,bwn0e8pjrikjcpold20o2os2c,A. Essomba,,,5750193571,233,23,5750193531,75,,5750193529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911621,31,1,1,3,25,8eab5wbcnttsiosd1o8c71gmk,1,99.5,0.5,2025-05-25T15:35:52.846Z,2025-05-25T16:00:02Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,1.0,,5750287887,210,15,5750196389,56,Center,5750196397,213,1.79,5750196395,212,31.1,5750196381,2,,5750196383,6,,5750287889,154,,5750196387,224,,5750196393,141,45.2,5750196385,155,,5750196391,140,93.1,,,,,,,,,,,,,,,,,,,,,,,
2818913403,45,15,1,3,27,8eab5wbcnttsiosd1o8c71gmk,1,92.0,48.3,2025-05-25T15:35:54.167Z,2025-05-25T16:23:52Z,2fw3pz0v22kdbiognam8zsvoq,L. Kuittinen,,,5750287919,55,31,5750287929,146,95.1,5750287931,147,48.6,5750287923,102,49.0,5750287913,78,,5750286853,56,Center,5750287935,231,48.7,5750287369,15,,5750287933,230,99.0,5750287371,17,,5750287367,25,,5750287911,114,5750287377,82,5750287991,233,27,5750287927,100,5750287917,154,5750287925,103,19,5750287915,29,5750287375,328,,,,,
2818912649,27,10,1,3,27,ea3yd0dgq6uy6pupkpn17j5xg,1,4.9,51.4,2025-05-25T15:35:54.267Z,2025-05-25T15:59:59Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5750287963,233,45,5750287057,94,,5750287059,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911851,24,12,1,3,29,ea3yd0dgq6uy6pupkpn17j5xg,1,4.1,50.6,2025-05-25T15:35:56.902Z,2025-05-25T15:36:09Z,9ykuo0c905u48vd44wxgb6jth,A. Obileye,,,5750197623,56,Back,5750197625,140,28.9,5750197629,212,33.6,5750197627,141,81.8,5750197631,213,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911759,32,1,1,3,32,8eab5wbcnttsiosd1o8c71gmk,1,59.8,17.0,2025-05-25T15:35:59.757Z,2025-05-25T15:36:04Z,c90jak72lerrxc3kpo73cupsk,B. Ampofo,,,5750197115,56,Right,5750197123,141,7.9,5750197127,212,8.8,5750197119,140,65.7,5750197129,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2818911833,33,1,1,3,37,8eab5wbcnttsiosd1o8c71gmk,1,71.5,5.5,2025-05-25T15:36:04.685Z,2025-05-25T15:36:35Z,d39zrjj1sao1lkkzief35sctl,F. Krebs,1.0,,5750197499,212,41.6,5750198841,210,15,5750197505,1,,5750197503,213,1.33,5750197489,155,,5750197491,56,Center,5750197493,140,80.9,5750197495,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
