id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/9/value,qualifier/14/value,qualifier/11/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2820327497,4,1,1,0,22,duspptyvnr5kpx2iko5gerhnz,0,32.2,0.0,2025-05-31T14:01:50.707Z,2025-05-31T14:01:57Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758119785,141,3.4,5758119779,107,,5758119789,213,0.20,5758119781,56,Back,5758119787,212,18.8,5758119783,140,49.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327513,10,4,1,0,30,5qxgilg61hlwxzfpdn2nhcayd,1,48.8,95.0,2025-05-31T14:01:58.354Z,2025-05-31T14:02:05Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5758119939,233,5,5758119937,286,,5758119933,56,Back,5758119931,294,,5758119935,152,,5758119929,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327503,5,4,1,0,30,duspptyvnr5kpx2iko5gerhnz,0,51.2,5.0,2025-05-31T14:01:58.355Z,2025-05-31T14:02:17Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5758119845,152,,5758119849,285,,5758119945,233,10,5758120227,294,,5758119843,56,Right,5758119841,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327539,11,1,1,0,36,5qxgilg61hlwxzfpdn2nhcayd,1,45.4,89.6,2025-05-31T14:02:04.779Z,2025-05-31T14:02:17Z,7pnmkd2s7cca2p00x7ny98st1,N. Friberg,,,5758120003,56,Left,5758119999,5,,5758120007,141,96.6,5758120001,152,,5758120009,212,8.8,5758120005,140,52.5,5758120011,213,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327541,12,3,1,0,39,5qxgilg61hlwxzfpdn2nhcayd,0,63.8,97.2,2025-05-31T14:02:07.452Z,2025-05-31T14:02:14Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5758120015,56,Left,5758120017,286,,5758120073,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327549,6,7,1,0,39,duspptyvnr5kpx2iko5gerhnz,1,36.2,2.8,2025-05-31T14:02:07.453Z,2025-05-31T14:24:02Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5758120053,285,,5758163753,167,,5758120051,56,Back,5758120067,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327561,7,5,1,0,41,duspptyvnr5kpx2iko5gerhnz,0,27.8,-1.8,2025-05-31T14:02:09.379Z,2025-05-31T14:58:41Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5758120135,347,,5758120133,56,Back,5758222095,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327547,13,5,1,0,41,5qxgilg61hlwxzfpdn2nhcayd,1,72.2,101.8,2025-05-31T14:02:09.379Z,2025-05-31T14:58:41Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5758120037,56,Left,5758120039,347,,5758120151,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327587,14,1,1,0,53,5qxgilg61hlwxzfpdn2nhcayd,1,67.3,100.0,2025-05-31T14:02:21.939Z,2025-05-31T14:02:27Z,amdo0gvq5yaascwon92mhyaga,E. Mömmö,,,5758120305,107,,5758120315,213,5.85,5758120313,212,17.4,5758120309,140,82.4,5758120311,141,90.3,5758120307,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327581,8,83,1,0,56,duspptyvnr5kpx2iko5gerhnz,0,27.3,5.0,2025-05-31T14:02:25.043Z,2025-05-31T14:02:31Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5758120389,399,udbewp8no8ut63j1nla34ine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327589,15,61,1,0,59,5qxgilg61hlwxzfpdn2nhcayd,0,75.8,96.0,2025-05-31T14:02:27.251Z,2025-05-31T14:02:27Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5758120323,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327593,9,1,1,1,0,duspptyvnr5kpx2iko5gerhnz,0,26.3,2.2,2025-05-31T14:02:28.260Z,2025-05-31T14:02:28Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5758120347,212,1.2,5758120343,140,27.4,5758120341,56,Back,5758120349,213,6.17,5758120345,141,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327595,16,61,1,1,0,5qxgilg61hlwxzfpdn2nhcayd,1,72.5,96.8,2025-05-31T14:02:29.019Z,2025-05-31T14:02:29Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5758120351,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327603,10,5,1,1,1,duspptyvnr5kpx2iko5gerhnz,1,30.8,-1.8,2025-05-31T14:02:29.941Z,2025-05-31T14:58:41Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758120393,347,,5758120391,56,Back,5758120785,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327601,17,5,1,1,1,5qxgilg61hlwxzfpdn2nhcayd,0,69.2,101.8,2025-05-31T14:02:29.941Z,2025-05-31T14:58:42Z,udbewp8no8ut63j1nla34ine,A. Sejdiu,,,5758120387,347,,5758120789,233,10,5758120385,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327627,11,1,1,1,11,duspptyvnr5kpx2iko5gerhnz,1,26.4,0.0,2025-05-31T14:02:39.507Z,2025-05-31T14:02:41Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758120505,212,6.8,5758120497,107,,5758120501,140,29.4,5758120507,213,1.09,5758120503,141,6.8,5758120499,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327631,12,1,1,1,12,duspptyvnr5kpx2iko5gerhnz,1,30.3,6.4,2025-05-31T14:02:40.868Z,2025-05-31T14:02:42Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5758120525,140,29.9,5758120531,213,4.54,5758120529,212,2.5,5758120527,141,2.8,5758120523,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327643,13,1,1,1,13,duspptyvnr5kpx2iko5gerhnz,0,29.9,2.8,2025-05-31T14:02:42.164Z,2025-05-31T14:02:45Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758120609,1,,5758120605,212,28.2,5758120597,157,,5758120603,141,13.2,5758120607,213,0.25,5758120599,56,Right,5758120601,140,55.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327645,18,44,1,1,16,5qxgilg61hlwxzfpdn2nhcayd,1,44.6,84.6,2025-05-31T14:02:44.443Z,2025-05-31T14:54:05Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5758120613,56,Back,5758120625,233,14,5758120615,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327647,14,44,1,1,16,duspptyvnr5kpx2iko5gerhnz,0,55.4,15.4,2025-05-31T14:02:44.444Z,2025-05-31T14:54:05Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5758120629,233,18,5758120619,286,,5758120617,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327657,19,1,1,1,16,5qxgilg61hlwxzfpdn2nhcayd,1,45.3,80.9,2025-05-31T14:02:44.868Z,2025-05-31T14:02:48Z,e7cov36din7hwsjxovwr5smlm,Nícolas,,,5758120675,212,8.1,5758120669,56,Left,5758120677,213,0.44,5758120673,141,86.0,5758120671,140,52.3,5758120667,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327659,20,1,1,1,20,5qxgilg61hlwxzfpdn2nhcayd,0,59.1,81.2,2025-05-31T14:02:48.756Z,2025-05-31T14:03:07Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5758121061,140,62.1,5758121059,157,,5758121063,141,100.0,5758121067,213,1.35,5758121065,212,14.4,5758121069,1,,5758120695,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327703,15,5,1,1,30,duspptyvnr5kpx2iko5gerhnz,1,43.4,-2.0,2025-05-31T14:02:58.763Z,2025-05-31T14:58:42Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758120951,56,Back,5758120953,347,,5758120967,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327705,21,5,1,1,30,5qxgilg61hlwxzfpdn2nhcayd,0,56.6,102.0,2025-05-31T14:02:58.763Z,2025-05-31T14:03:11Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5758120971,233,15,5758120959,56,Left,5758120961,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327715,16,1,1,1,33,duspptyvnr5kpx2iko5gerhnz,1,43.2,0.0,2025-05-31T14:03:02.019Z,2025-05-31T14:26:32Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758121005,141,7.0,5758120999,107,,5758121009,213,0.83,5758168815,189,,5758121007,212,8.1,5758121003,140,48.4,5758121001,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820336283,230,1,1,1,33,duspptyvnr5kpx2iko5gerhnz,1,48.4,8.4,2025-05-31T14:03:02.122Z,2025-05-31T14:26:25Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5758168533,213,3.85,5758168525,56,Back,5758168531,212,8.6,5758168621,189,,5758168527,140,42.2,5758168529,141,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820336287,231,1,1,1,34,duspptyvnr5kpx2iko5gerhnz,1,42.3,0.5,2025-05-31T14:03:02.282Z,2025-05-31T14:26:51Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758168725,213,2.48,5758168719,140,27.2,5758169403,189,,5758168721,141,18.6,5758168723,212,20.1,5758168717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327725,17,1,1,1,36,duspptyvnr5kpx2iko5gerhnz,1,27.2,8.0,2025-05-31T14:03:05.156Z,2025-05-31T14:03:06Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5758121035,56,Back,5758121043,213,2.09,5758121037,140,14.8,5758121041,212,26.3,5758121039,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327737,18,1,1,1,38,duspptyvnr5kpx2iko5gerhnz,1,14.0,37.4,2025-05-31T14:03:06.852Z,2025-05-31T14:03:09Z,6i2n7bcfphn89v0eccet2fop,R. Leislahti,,,5758121087,140,19.1,5758121093,213,5.11,5758121085,56,Back,5758121089,141,18.9,5758121091,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327749,19,1,1,1,40,duspptyvnr5kpx2iko5gerhnz,1,19.1,16.2,2025-05-31T14:03:09.172Z,2025-05-31T14:03:12Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5758121163,212,10.6,5758121159,140,23.9,5758121161,141,2.5,5758121165,213,5.21,5758121157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327765,20,1,1,1,43,duspptyvnr5kpx2iko5gerhnz,1,24.0,3.7,2025-05-31T14:03:12.043Z,2025-05-31T14:03:15Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5758121229,196,,5758121227,155,,5758121235,141,88.7,5758121231,56,Back,5758121241,1,,5758121233,140,39.5,5758121237,212,60.0,5758121239,213,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327751,22,43,1,1,44,5qxgilg61hlwxzfpdn2nhcayd,1,0.0,0.0,2025-05-31T14:03:13.044Z,2025-05-31T14:28:02Z,czl632fkj2mhbgu4jie3bug9h,J. Akintunde,,,5758121311,399,eaa9sktij53071abummj4pkwk,5758171823,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327775,21,1,1,1,46,duspptyvnr5kpx2iko5gerhnz,1,36.7,85.9,2025-05-31T14:03:14.996Z,2025-05-31T14:03:17Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5758121305,212,13.8,5758121301,140,23.6,5758121303,141,86.5,5758121307,213,3.11,5758121299,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327807,22,1,1,1,50,duspptyvnr5kpx2iko5gerhnz,1,25.9,82.6,2025-05-31T14:03:19.140Z,2025-05-31T14:03:22Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5758121399,213,4.22,5758121395,141,60.3,5758121393,140,18.1,5758121397,212,17.2,5758121391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327817,23,1,1,1,53,duspptyvnr5kpx2iko5gerhnz,1,19.0,60.9,2025-05-31T14:03:21.908Z,2025-05-31T14:03:24Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5758121439,140,24.4,5758121441,141,84.4,5758121437,56,Back,5758121443,212,17.0,5758121445,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327823,24,1,1,1,56,duspptyvnr5kpx2iko5gerhnz,0,22.7,86.9,2025-05-31T14:03:24.229Z,2025-05-31T14:03:25Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5758121507,140,26.8,5758121503,157,,5758121515,1,,5758121513,213,0.00,5758121509,141,86.9,5758121511,212,4.3,5758121505,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327827,23,61,1,1,57,5qxgilg61hlwxzfpdn2nhcayd,1,62.5,13.4,2025-05-31T14:03:25.582Z,2025-05-31T14:03:25Z,2kbiramhoa1b8k51wtfk5raei,J. Da Sylva,,,5758121533,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327847,25,5,1,1,58,duspptyvnr5kpx2iko5gerhnz,1,30.2,101.6,2025-05-31T14:03:26.460Z,2025-05-31T14:58:42Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5758121693,347,,5758121691,56,Back,5758122307,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327931,30,5,1,1,58,5qxgilg61hlwxzfpdn2nhcayd,0,69.8,-1.6,2025-05-31T14:03:26.460Z,2025-05-31T14:58:42Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5758122311,233,25,5758122207,56,Right,5758122209,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327849,26,1,1,2,1,duspptyvnr5kpx2iko5gerhnz,1,12.7,100.0,2025-05-31T14:03:29.220Z,2025-05-31T14:03:30Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5758121701,107,,5758121703,56,Back,5758121707,141,87.2,5758121705,140,29.1,5758121711,213,5.77,5758121709,212,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327861,27,1,1,2,2,duspptyvnr5kpx2iko5gerhnz,1,29.1,87.2,2025-05-31T14:03:30.244Z,2025-05-31T14:03:32Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5758121749,141,93.9,5758121747,140,21.5,5758121753,213,2.62,5758121745,56,Back,5758121751,212,9.2,5758121761,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327877,28,1,1,2,4,duspptyvnr5kpx2iko5gerhnz,1,21.4,93.9,2025-05-31T14:03:32.276Z,2025-05-31T14:03:34Z,1xquqxm7zxe002v8dc2z46sb9,J. Engström,,,5758121885,56,Back,5758121893,213,5.95,5758121891,212,22.4,5758121889,141,83.2,5758121883,157,,5758121895,1,,5758121887,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327883,29,44,1,2,6,duspptyvnr5kpx2iko5gerhnz,1,40.9,79.0,2025-05-31T14:03:34.356Z,2025-05-31T14:54:05Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5758121917,56,Back,5758121927,233,24,5758121919,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327879,24,44,1,2,6,5qxgilg61hlwxzfpdn2nhcayd,0,59.1,21.0,2025-05-31T14:03:34.357Z,2025-05-31T14:54:06Z,2shgmz0kct6m0wphe28gq04ix,S. Lindholm,,,5758121935,233,29,5758121899,56,Right,5758121901,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820327891,30,1,1,2,6,duspptyvnr5kpx2iko5gerhnz,0,41.6,83.2,2025-05-31T14:03:35.014Z,2025-05-31T14:03:36Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5758121955,168,,5758121965,213,5.63,5758121963,212,24.8,5758121959,140,60.4,5758121961,141,61.2,5758121953,3,,5758121957,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
