id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/10/value,qualifier/17/id,qualifier/17/qualifierId
2823310337,5,83,1,0,17,cy6zs39z79dcfbr4xzkp38z7q,0,17.8,97.2,2025-06-18T18:00:37.080Z,2025-06-18T18:00:47Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774886203,399,4y7niu1b8drpeccb84s2e9wwl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310329,8,3,1,0,18,7efqk7uh63928il0yffxijnv7,0,85.2,5.0,2025-06-18T18:00:37.749Z,2025-06-18T19:00:38Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886171,233,4,5774886137,56,Right,5774886139,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310335,4,7,1,0,18,cy6zs39z79dcfbr4xzkp38z7q,1,14.8,95.0,2025-06-18T18:00:37.750Z,2025-06-18T19:00:38Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774886157,56,Back,5774886159,285,,5774886193,167,,5774886165,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310343,6,5,1,0,19,cy6zs39z79dcfbr4xzkp38z7q,0,13.3,101.3,2025-06-18T18:00:38.820Z,2025-06-18T18:26:29Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774886195,56,Back,5774886197,347,,5774886205,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310331,9,5,1,0,19,7efqk7uh63928il0yffxijnv7,1,86.7,-1.3,2025-06-18T18:00:38.820Z,2025-06-18T18:26:29Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886143,347,,5774886199,233,6,5774886141,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310357,10,1,1,0,38,7efqk7uh63928il0yffxijnv7,0,89.1,0.0,2025-06-18T18:00:58.260Z,2025-06-18T18:01:00Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886313,1,,5774886311,213,1.55,5774886303,56,Center,5774886309,212,25.8,5774886307,141,36.0,5774886301,107,,5774886305,140,89.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310359,7,12,1,0,42,cy6zs39z79dcfbr4xzkp38z7q,1,12.6,63.1,2025-06-18T18:01:02.198Z,2025-06-18T18:01:02Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774886327,15,,5774886323,212,15.0,5774886319,140,26.9,5774886317,56,Back,5774886325,213,0.04,5774886321,141,63.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310361,11,1,1,0,43,7efqk7uh63928il0yffxijnv7,1,74.3,34.9,2025-06-18T18:01:02.854Z,2025-06-18T18:01:06Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5774886333,140,76.3,5774886337,212,11.5,5774886339,213,4.90,5774886329,3,,5774886331,56,Right,5774886335,141,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310363,12,50,1,0,46,7efqk7uh63928il0yffxijnv7,1,73.4,12.4,2025-06-18T18:01:06.172Z,2025-06-18T19:00:39Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886345,286,,5774886343,56,Right,5774886359,233,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310365,8,7,1,0,46,cy6zs39z79dcfbr4xzkp38z7q,1,26.6,87.6,2025-06-18T18:01:06.173Z,2025-06-18T19:00:39Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774886351,233,12,5774886347,56,Back,5774886349,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310367,13,3,1,0,49,7efqk7uh63928il0yffxijnv7,0,72.8,4.0,2025-06-18T18:01:08.573Z,2025-06-18T18:01:12Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886379,233,9,5774886357,286,,5774886355,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310371,9,7,1,0,49,cy6zs39z79dcfbr4xzkp38z7q,1,27.2,96.0,2025-06-18T18:01:08.574Z,2025-06-18T18:01:13Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774886367,167,,5774886369,56,Back,5774886373,233,13,5774886371,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310379,10,5,1,0,50,cy6zs39z79dcfbr4xzkp38z7q,0,27.7,101.7,2025-06-18T18:01:10.020Z,2025-06-18T18:26:30Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774886399,56,Back,5774886401,347,,5774886409,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310369,14,5,1,0,50,7efqk7uh63928il0yffxijnv7,1,72.3,-1.7,2025-06-18T18:01:10.020Z,2025-06-18T18:26:30Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886403,233,10,5774886365,347,,5774886363,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310377,15,1,1,0,51,7efqk7uh63928il0yffxijnv7,0,76.9,0.0,2025-06-18T18:01:11.061Z,2025-06-18T18:01:12Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886395,213,1.05,5774886389,140,87.5,5774886391,141,27.3,5774886387,56,Center,5774886393,212,22.4,5774886397,1,,5774886385,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310381,11,1,1,0,53,cy6zs39z79dcfbr4xzkp38z7q,1,11.9,75.0,2025-06-18T18:01:12.762Z,2025-06-18T18:01:14Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5774886419,141,94.5,5774886423,213,1.00,5774886417,140,20.0,5774886413,3,,5774886415,56,Back,5774886421,212,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310385,12,1,1,0,54,cy6zs39z79dcfbr4xzkp38z7q,0,20.0,94.5,2025-06-18T18:01:14.265Z,2025-06-18T18:01:16Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774886435,140,38.1,5774886441,213,6.18,5774886431,157,,5774886437,141,91.5,5774886439,212,19.1,5774886443,1,,5774886433,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310389,16,1,1,0,57,7efqk7uh63928il0yffxijnv7,0,60.2,30.1,2025-06-18T18:01:17.206Z,2025-06-18T18:01:19Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5774886473,140,81.1,5774886469,157,,5774886477,212,22.5,5774886479,213,6.05,5774886481,1,,5774886475,141,22.5,5774886471,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310391,13,44,1,1,0,cy6zs39z79dcfbr4xzkp38z7q,1,24.3,76.6,2025-06-18T18:01:19.960Z,2025-06-18T19:00:49Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5774886483,56,Back,5774886485,285,,5774886553,233,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310401,17,44,1,1,0,7efqk7uh63928il0yffxijnv7,0,75.7,23.4,2025-06-18T18:01:19.961Z,2025-06-18T19:00:50Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5774886557,233,13,5774886549,56,Center,5774886551,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310395,14,1,1,1,0,cy6zs39z79dcfbr4xzkp38z7q,1,19.9,91.5,2025-06-18T18:01:20.276Z,2025-06-18T18:01:21Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5774886511,212,7.7,5774886513,213,0.20,5774886505,56,Back,5774886503,3,,5774886507,140,27.1,5774886509,141,93.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310399,15,1,1,1,1,cy6zs39z79dcfbr4xzkp38z7q,0,27.2,93.8,2025-06-18T18:01:20.925Z,2025-06-18T18:01:22Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774886533,212,17.6,5774886529,140,36.2,5774886527,56,Back,5774886531,141,72.0,5774886535,213,5.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310407,18,1,1,1,3,7efqk7uh63928il0yffxijnv7,0,62.6,39.7,2025-06-18T18:01:23.445Z,2025-06-18T18:01:23Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5774886583,140,65.2,5774886587,212,10.8,5774886589,213,1.32,5774886585,141,55.1,5774886581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310411,16,1,1,1,5,cy6zs39z79dcfbr4xzkp38z7q,1,26.2,50.4,2025-06-18T18:01:24.953Z,2025-06-18T18:01:28Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5774886599,140,31.3,5774886597,56,Back,5774886601,141,15.3,5774886605,213,4.93,5774886603,212,24.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310431,18,1,1,1,10,cy6zs39z79dcfbr4xzkp38z7q,1,33.4,17.4,2025-06-18T18:01:30.393Z,2025-06-18T18:01:36Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5774886719,213,2.10,5774886717,212,28.1,5774886713,140,19.9,5774886711,56,Back,5774886715,141,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310437,19,1,1,1,16,cy6zs39z79dcfbr4xzkp38z7q,1,23.7,49.4,2025-06-18T18:01:36.282Z,2025-06-18T18:01:38Z,9p03mfw1a51fwu8fklock97je,M. Koskela,,,5774886731,140,33.9,5774886735,212,32.0,5774886727,155,,5774886729,56,Back,5774886739,1,,5774886737,213,5.05,5774886733,141,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310441,20,1,1,1,19,cy6zs39z79dcfbr4xzkp38z7q,1,33.9,4.9,2025-06-18T18:01:38.591Z,2025-06-18T18:01:40Z,cn6gncw8nbyds83xx6cxbzrpw,S. Silander,,,5774886755,56,Back,5774886759,141,7.7,5774886757,140,43.3,5774886753,155,,5774886761,212,10.1,5774886763,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310443,21,44,1,1,20,cy6zs39z79dcfbr4xzkp38z7q,1,45.8,18.6,2025-06-18T18:01:40.077Z,2025-06-18T19:00:50Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5774886767,56,Back,5774886769,285,,5774886775,233,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310445,19,44,1,1,20,7efqk7uh63928il0yffxijnv7,0,54.2,81.4,2025-06-18T18:01:40.078Z,2025-06-18T19:00:50Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5774886771,56,Left,5774886779,233,21,5774886773,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310453,22,1,1,1,20,cy6zs39z79dcfbr4xzkp38z7q,1,43.3,7.7,2025-06-18T18:01:40.177Z,2025-06-18T18:01:42Z,18e98agfd0xvy161ax3ru08pg,C. Silas,,,5774886793,168,,5774886797,140,64.6,5774886799,141,12.9,5774886791,3,,5774886795,56,Right,5774886803,213,0.16,5774886801,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310455,23,61,1,1,23,cy6zs39z79dcfbr4xzkp38z7q,0,64.6,12.9,2025-06-18T18:01:42.851Z,2025-06-18T18:01:43Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774886811,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310457,20,1,1,1,25,7efqk7uh63928il0yffxijnv7,1,36.3,85.7,2025-06-18T18:01:44.597Z,2025-06-18T18:01:45Z,ewhh39na34kvumaw7zfbh228l,G. Sotelo,,,5774886835,56,Back,5774886841,212,7.8,5774886843,213,4.41,5774886837,140,34.1,5774886839,141,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310461,22,1,1,1,26,7efqk7uh63928il0yffxijnv7,1,34.1,75.4,2025-06-18T18:01:45.686Z,2025-06-18T18:01:47Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5774886855,213,4.85,5774886851,141,69.9,5774886847,56,Back,5774886853,212,3.8,5774886849,140,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310471,23,2,1,1,27,7efqk7uh63928il0yffxijnv7,1,35.8,65.2,2025-06-18T18:01:47.173Z,2025-06-18T18:01:54Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5774886897,7,a3elaln9izarzlwqkwc4ynpey,5774886899,56,Center,5774886885,140,52.0,5774886887,141,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310465,24,55,1,1,27,cy6zs39z79dcfbr4xzkp38z7q,1,41.0,39.8,2025-06-18T18:01:47.174Z,2025-06-18T19:00:36Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5774886865,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310485,25,1,1,1,41,cy6zs39z79dcfbr4xzkp38z7q,1,39.4,38.8,2025-06-18T18:02:01.144Z,2025-06-18T18:02:02Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774886957,140,46.5,5774886959,141,24.1,5774886953,241,,5774886951,5,,5774886955,56,Back,5774886967,189,,5774886963,213,5.35,5774886961,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310493,24,45,1,1,50,7efqk7uh63928il0yffxijnv7,0,28.4,73.1,2025-06-18T18:02:09.749Z,2025-06-18T19:00:46Z,7e8irrii6ddjjaex00kq8cand,A. Vidjeskog,,,5774886977,56,Back,5774886979,285,,5774887001,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310491,26,3,1,1,50,cy6zs39z79dcfbr4xzkp38z7q,1,71.6,26.9,2025-06-18T18:02:09.749Z,2025-06-18T19:00:46Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774886973,56,Center,5774886993,233,24,5774886975,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310499,27,1,1,1,50,cy6zs39z79dcfbr4xzkp38z7q,1,69.1,34.6,2025-06-18T18:02:10.355Z,2025-06-18T18:02:11Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774887005,56,Center,5774887007,140,68.4,5774887009,141,47.0,5774887011,212,8.5,5774887013,213,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310503,28,1,1,1,51,cy6zs39z79dcfbr4xzkp38z7q,1,68.4,47.2,2025-06-18T18:02:11.389Z,2025-06-18T18:02:12Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774887027,212,7.8,5774887029,213,0.83,5774887023,140,73.4,5774887025,141,55.7,5774887021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310513,29,1,1,1,52,cy6zs39z79dcfbr4xzkp38z7q,1,74.1,56.3,2025-06-18T18:02:12.376Z,2025-06-18T18:02:14Z,4votdnyh0srvboatz6a20d5p0,J. Paananen,,,5774887077,213,1.40,5774887069,56,Left,5774887073,141,80.0,5774887075,212,16.3,5774887071,140,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310517,30,1,1,1,55,cy6zs39z79dcfbr4xzkp38z7q,1,76.7,80.0,2025-06-18T18:02:14.914Z,2025-06-18T18:02:27Z,80whrqt5ch885cdrzpzlez85w,Adramane Cassamá,1.0,,5774887099,155,,5774887097,2,,5774887103,140,89.4,5774887307,154,,5774887109,213,5.32,5774887107,212,23.5,5774887305,210,13,5774887105,141,51.6,5774887101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2823310521,31,44,1,1,57,cy6zs39z79dcfbr4xzkp38z7q,1,88.2,55.6,2025-06-18T18:02:16.725Z,2025-06-18T19:00:50Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774887137,233,25,5774887115,56,Center,5774887117,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310515,25,44,1,1,57,7efqk7uh63928il0yffxijnv7,0,11.8,44.4,2025-06-18T18:02:16.726Z,2025-06-18T19:00:51Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5774887095,285,,5774887141,233,31,5774887093,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310525,32,13,1,1,57,cy6zs39z79dcfbr4xzkp38z7q,1,87.0,51.7,2025-06-18T18:02:17.488Z,2025-06-18T18:57:16Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774887317,154,,5774887319,55,30,5774887329,231,50.5,5774887327,230,98.9,5774887123,22,,5774887125,17,,5774887203,328,,5774887127,56,Center,5774887323,102,61.3,5774887313,73,5774887199,15,5774887315,29,5774887325,103,18.1,,,,,,,,,,,,,,,
2823310523,26,5,1,1,58,7efqk7uh63928il0yffxijnv7,1,-1.1,41.0,2025-06-18T18:02:17.909Z,2025-06-18T18:26:30Z,6iaszy97sphbfkhfxdwd93g15,M. Ogungbaro,,,5774887119,56,Back,5774887161,233,33,5774887121,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310531,33,5,1,1,58,cy6zs39z79dcfbr4xzkp38z7q,0,101.1,59.0,2025-06-18T18:02:17.909Z,2025-06-18T18:26:31Z,j4mqmt0lccgzq4nf87ljkoyy,J. Rennicks,,,5774887165,233,26,5774887159,346,,5774887157,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310659,27,1,1,2,36,7efqk7uh63928il0yffxijnv7,0,4.4,51.6,2025-06-18T18:02:55.988Z,2025-06-18T18:02:58Z,a4kgoyzoedberugc14zrtv55h,E. Öhberg,,,5774887783,140,61.8,5774887825,189,,5774887789,213,0.15,5774887791,1,,5774887787,212,61.0,5774887793,74,,5774887781,56,Center,5774887779,124,,5774887785,141,65.4,,,,,,,,,,,,,,,,,,,,,,,,
2823310715,35,1,1,2,36,cy6zs39z79dcfbr4xzkp38z7q,1,31.5,32.5,2025-06-18T18:02:56.152Z,2025-06-18T18:03:14Z,3ajk1fh1r7rxjmsljdm5zs639,M. Pitkänen,,,5774888055,213,0.16,5774888051,141,34.0,5774888045,3,,5774888053,212,6.4,5774888047,56,Back,5774888049,140,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2823310687,34,4,1,2,37,cy6zs39z79dcfbr4xzkp38z7q,1,39.0,35.0,2025-06-18T18:02:57.019Z,2025-06-18T18:03:17Z,2iff45qvldope3itiwthnvgx6,O. Tiihonen,,,5774887937,233,28,5774888119,264,,5774887925,56,Back,5774887923,13,,5774887931,286,,5774887927,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
