id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/15/value
2808785907,7,1,1,0,12,1c7dv8ays675v9kp6a04sd8pq,1,56.1,20.9,2025-05-02T17:00:16.571Z,2025-05-02T17:00:18Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5694322409,212,24.2,5694322403,56,Back,5694322407,141,53.7,5694322411,213,1.97,5694322405,140,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808785935,8,1,1,0,14,1c7dv8ays675v9kp6a04sd8pq,1,47.5,52.8,2025-05-02T17:00:18.363Z,2025-05-02T17:00:23Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5694322531,56,Back,5694322539,141,23.9,5694322535,140,39.3,5694322543,213,4.30,5694322541,212,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808785965,9,1,1,0,18,1c7dv8ays675v9kp6a04sd8pq,1,38.0,27.4,2025-05-02T17:00:22.988Z,2025-05-02T17:00:29Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5694322697,140,19.4,5694322701,212,24.9,5694322699,141,50.1,5694322703,213,2.47,5694322695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786009,10,1,1,0,24,1c7dv8ays675v9kp6a04sd8pq,1,27.3,48.8,2025-05-02T17:00:28.940Z,2025-05-02T17:00:35Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5694322949,213,0.15,5694322943,140,72.7,5694322947,212,48.2,5694322941,56,Center,5694322951,1,,5694322945,141,59.4,5694322939,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786013,11,43,1,0,30,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-05-02T17:00:34.971Z,2025-05-02T17:00:38Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694323093,144,61,5694322971,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786019,12,50,1,0,31,1c7dv8ays675v9kp6a04sd8pq,1,71.6,58.3,2025-05-02T17:00:35.824Z,2025-05-02T17:00:37Z,2yyodldan4gscxb0jjrpkygyy,J. Luyeye-Lutumba,,,5694322979,56,Center,5694322981,286,,5694323065,233,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786029,5,7,1,0,31,ea3yd0dgq6uy6pupkpn17j5xg,1,27.8,41.2,2025-05-02T17:00:35.825Z,2025-05-02T17:00:38Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5694323007,56,Back,5694323011,285,,5694323051,233,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786047,7,1,1,0,32,ea3yd0dgq6uy6pupkpn17j5xg,1,27.9,43.3,2025-05-02T17:00:37.074Z,2025-05-02T17:00:38Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694323085,141,57.5,5694323081,56,Back,5694323087,212,11.8,5694323089,213,2.19,5694323083,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786051,8,1,1,0,34,ea3yd0dgq6uy6pupkpn17j5xg,1,21.4,57.5,2025-05-02T17:00:38.176Z,2025-05-02T17:00:39Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694323103,141,50.0,5694323105,212,19.6,5694323099,56,Back,5694323107,213,3.41,5694323101,140,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786095,9,1,1,0,35,ea3yd0dgq6uy6pupkpn17j5xg,0,3.4,50.0,2025-05-02T17:00:39.232Z,2025-05-02T17:00:43Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5694323297,140,66.3,5694323303,213,0.16,5694323299,141,65.4,5694323293,157,,5694323301,212,66.9,5694323295,56,Center,5694323305,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786123,14,1,1,0,39,1c7dv8ays675v9kp6a04sd8pq,0,27.6,43.7,2025-05-02T17:00:43.868Z,2025-05-02T17:00:47Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5694323479,56,Right,5694323481,140,61.1,5694323487,213,5.71,5694323483,141,10.3,5694323477,157,,5694323489,1,,5694323485,212,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786159,11,1,1,0,46,ea3yd0dgq6uy6pupkpn17j5xg,1,26.9,95.3,2025-05-02T17:00:50.800Z,2025-05-02T17:00:52Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694323709,213,3.70,5694323703,140,18.5,5694323699,56,Back,5694323707,212,10.4,5694323705,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786187,12,1,1,0,48,ea3yd0dgq6uy6pupkpn17j5xg,1,18.5,87.2,2025-05-02T17:00:52.880Z,2025-05-02T17:00:55Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694323835,213,4.00,5694323829,140,6.0,5694323827,56,Back,5694323831,141,64.8,5694323833,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786219,13,1,1,0,51,ea3yd0dgq6uy6pupkpn17j5xg,1,7.2,69.4,2025-05-02T17:00:55.280Z,2025-05-02T17:00:59Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5694324001,212,31.8,5694323999,141,94.2,5694323995,56,Back,5694323997,140,32.9,5694324003,213,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786231,14,1,1,0,54,ea3yd0dgq6uy6pupkpn17j5xg,1,32.2,79.0,2025-05-02T17:00:58.928Z,2025-05-02T17:01:00Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694324091,213,6.18,5694324085,140,42.5,5694324087,141,77.3,5694324083,56,Back,5694324089,212,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786267,15,1,1,0,56,ea3yd0dgq6uy6pupkpn17j5xg,1,42.5,77.3,2025-05-02T17:01:00.335Z,2025-05-02T17:01:05Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5694324305,141,97.4,5694324301,56,Left,5694324307,212,23.7,5694324303,140,60.9,5694324309,213,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786283,16,1,1,1,0,ea3yd0dgq6uy6pupkpn17j5xg,1,60.9,97.4,2025-05-02T17:01:04.912Z,2025-05-02T17:01:07Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5694324401,212,9.4,5694324393,56,Left,5694324399,141,88.7,5694324397,140,54.0,5694324403,213,3.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786299,17,1,1,1,3,ea3yd0dgq6uy6pupkpn17j5xg,1,54.0,88.7,2025-05-02T17:01:07.264Z,2025-05-02T17:01:08Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694324493,141,85.4,5694324489,56,Left,5694324497,213,5.80,5694324491,140,58.1,5694324495,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786307,18,1,1,1,4,ea3yd0dgq6uy6pupkpn17j5xg,1,58.1,85.4,2025-05-02T17:01:08.511Z,2025-05-02T17:01:09Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694324563,212,6.2,5694324561,141,94.1,5694324559,140,56.3,5694324565,213,1.88,5694324557,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786329,19,1,1,1,5,ea3yd0dgq6uy6pupkpn17j5xg,1,56.3,94.1,2025-05-02T17:01:09.599Z,2025-05-02T17:01:12Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694324647,141,98.6,5694324645,140,65.6,5694324651,213,0.30,5694324643,56,Left,5694324649,212,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786355,20,1,1,1,7,ea3yd0dgq6uy6pupkpn17j5xg,1,65.6,98.6,2025-05-02T17:01:12.128Z,2025-05-02T17:01:16Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5694324813,140,51.6,5694324819,213,3.63,5694324817,212,16.7,5694324811,56,Left,5694324815,141,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786359,21,61,1,1,12,ea3yd0dgq6uy6pupkpn17j5xg,1,47.8,86.0,2025-05-02T17:01:16.826Z,2025-05-02T17:01:17Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5694324831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786381,22,1,1,1,14,ea3yd0dgq6uy6pupkpn17j5xg,1,39.5,81.7,2025-05-02T17:01:18.528Z,2025-05-02T17:01:20Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694324955,213,4.35,5694324949,140,33.8,5694324953,212,16.9,5694324947,56,Back,5694324951,141,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786401,23,1,1,1,15,ea3yd0dgq6uy6pupkpn17j5xg,1,33.8,58.5,2025-05-02T17:01:20.031Z,2025-05-02T17:01:22Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694325077,213,5.05,5694325071,141,15.3,5694325063,56,Back,5694325075,212,31.1,5694325067,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786415,24,1,1,1,18,ea3yd0dgq6uy6pupkpn17j5xg,1,43.5,15.3,2025-05-02T17:01:22.703Z,2025-05-02T17:01:24Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694325117,141,6.2,5694325113,56,Right,5694325119,212,15.7,5694325115,140,57.2,5694325123,213,5.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786427,25,1,1,1,20,ea3yd0dgq6uy6pupkpn17j5xg,1,57.2,6.2,2025-05-02T17:01:24.624Z,2025-05-02T17:01:25Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694325177,56,Center,5694325189,213,2.01,5694325185,212,13.0,5694325179,140,51.9,5694325181,141,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786459,26,1,1,1,21,ea3yd0dgq6uy6pupkpn17j5xg,1,51.9,23.4,2025-05-02T17:01:25.488Z,2025-05-02T17:01:27Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5694325305,213,3.86,5694325297,56,Back,5694325303,212,14.4,5694325299,140,41.6,5694325301,141,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786487,27,1,1,1,23,ea3yd0dgq6uy6pupkpn17j5xg,1,41.6,9.4,2025-05-02T17:01:27.551Z,2025-05-02T17:01:30Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5694325415,140,54.7,5694325421,213,6.05,5694325417,141,4.6,5694325413,56,Right,5694325419,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786491,28,3,1,1,25,ea3yd0dgq6uy6pupkpn17j5xg,0,59.4,5.6,2025-05-02T17:01:30.032Z,2025-05-02T17:01:39Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694325439,286,,5694325437,56,Right,5694325685,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786547,15,7,1,1,25,1c7dv8ays675v9kp6a04sd8pq,0,40.6,94.4,2025-05-02T17:01:30.033Z,2025-05-02T17:01:38Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5694325663,233,28,5694325635,56,Back,5694325637,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794809,147,3,1,1,28,1c7dv8ays675v9kp6a04sd8pq,0,37.2,72.9,2025-05-02T17:01:32.188Z,2025-05-02T17:16:30Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5694370161,233,166,5694369777,286,,5694369775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808794339,166,7,1,1,28,ea3yd0dgq6uy6pupkpn17j5xg,0,62.6,27.4,2025-05-02T17:01:32.189Z,2025-05-02T17:16:31Z,9f9rakq22c75ur58uel80f7ys,O. Tessilimi,,,5694370153,233,147,5694370145,56,Center,5694370147,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786621,16,4,1,1,30,1c7dv8ays675v9kp6a04sd8pq,1,39.9,87.0,2025-05-02T17:01:34.767Z,2025-05-02T17:05:27Z,doxrlp6910n9l5b5zl8ee73ai,D. Arifi,,,5694325965,152,,5694325967,265,,5694325961,13,,5694326327,286,,5694326323,233,29,5694325963,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786541,29,4,1,1,30,ea3yd0dgq6uy6pupkpn17j5xg,0,60.1,13.0,2025-05-02T17:01:34.768Z,2025-05-02T17:05:27Z,9f9rakq22c75ur58uel80f7ys,O. Tessilimi,,,5694326301,152,,5694326299,13,,5694326303,265,,5694326341,233,16,5694325625,56,Right,5694326305,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786715,17,1,1,1,48,1c7dv8ays675v9kp6a04sd8pq,1,44.1,90.2,2025-05-02T17:01:52.395Z,2025-05-02T17:01:55Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5694326449,212,23.9,5694326443,56,Back,5694326441,152,,5694326447,141,80.2,5694326451,213,3.43,5694326445,140,22.3,5694326439,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786793,18,1,1,1,51,1c7dv8ays675v9kp6a04sd8pq,1,23.0,79.6,2025-05-02T17:01:55.275Z,2025-05-02T17:02:03Z,dpegzp0t66wtgyc69v4rj6cyc,S. Miettinen,,,5694326839,213,4.69,5694326833,140,22.5,5694326835,141,41.9,5694326831,56,Back,5694326837,212,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786813,19,1,1,1,59,1c7dv8ays675v9kp6a04sd8pq,0,24.1,42.1,2025-05-02T17:02:03.469Z,2025-05-02T17:02:05Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5694326949,56,Center,5694326953,141,70.2,5694326959,1,,5694326947,157,,5694326957,213,0.42,5694326951,140,64.7,5694326955,212,46.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786845,31,1,1,2,2,ea3yd0dgq6uy6pupkpn17j5xg,1,32.6,23.7,2025-05-02T17:02:06.991Z,2025-05-02T17:02:08Z,93961wszqaocy96z45j4a232s,A. Vargas,,,5694327097,140,20.0,5694327099,141,25.9,5694327095,56,Back,5694327103,213,3.03,5694327101,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786885,32,1,1,2,4,ea3yd0dgq6uy6pupkpn17j5xg,1,20.0,25.9,2025-05-02T17:02:08.835Z,2025-05-02T17:17:50Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5694327313,141,45.7,5694327317,213,2.51,5694327311,140,2.3,5694327315,212,22.9,5694327309,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786903,33,1,1,2,7,ea3yd0dgq6uy6pupkpn17j5xg,0,2.9,43.4,2025-05-02T17:02:11.983Z,2025-05-02T17:02:13Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5694327371,141,0.0,5694327367,56,Back,5694327375,213,5.02,5694327373,212,31.8,5694327369,140,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786925,20,5,1,2,9,1c7dv8ays675v9kp6a04sd8pq,1,83.8,101.2,2025-05-02T17:02:13.903Z,2025-05-02T17:17:53Z,59d5otjevb4zussjofufdg4ph,P. Pennanen,,,5694327503,233,34,5694327483,56,Left,5694327485,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808786905,34,5,1,2,9,ea3yd0dgq6uy6pupkpn17j5xg,0,16.2,-1.2,2025-05-02T17:02:13.903Z,2025-05-02T17:17:52Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5694327537,233,20,5694327383,347,,5694327381,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787069,21,1,1,2,21,1c7dv8ays675v9kp6a04sd8pq,1,75.9,100.0,2025-05-02T17:02:25.292Z,2025-05-02T17:02:29Z,beq1o3wl29kdr4qtahdij1m21,N. Hämäläinen,,,5694328209,56,Center,5694328221,213,5.27,5694328207,107,,5694328223,1,,5694328217,141,68.4,5694328219,212,26.8,5694328213,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808796259,213,83,1,2,22,ea3yd0dgq6uy6pupkpn17j5xg,0,11.8,30.3,2025-05-02T17:02:26.973Z,2025-05-02T17:19:16Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5694377351,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787111,35,83,1,2,23,ea3yd0dgq6uy6pupkpn17j5xg,1,10.2,34.3,2025-05-02T17:02:27.893Z,2025-05-02T17:18:56Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5694376621,399,7z2gs2b8ccchwf0h92hwx8d90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787075,22,61,1,2,24,1c7dv8ays675v9kp6a04sd8pq,0,90.3,65.2,2025-05-02T17:02:28.892Z,2025-05-02T17:18:48Z,7z2gs2b8ccchwf0h92hwx8d90,O. Ruoppi,,,5694328239,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787229,36,12,1,2,27,ea3yd0dgq6uy6pupkpn17j5xg,1,10.0,39.8,2025-05-02T17:02:32.078Z,2025-05-02T17:02:46Z,bxd2pse7enn5c11fu8jlqjcwk,N. Tahmbi,,,5694329009,140,45.0,5694329015,213,0.24,5694329011,141,53.3,5694329007,56,Back,5694329013,212,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2808787165,23,1,1,2,29,1c7dv8ays675v9kp6a04sd8pq,1,56.9,44.2,2025-05-02T17:02:33.964Z,2025-05-02T17:02:38Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5694328697,141,8.8,5694328701,213,5.08,5694328695,140,65.6,5694328699,212,25.7,5694328693,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
