id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2803174967,6,1,1,0,18,7efqk7uh63928il0yffxijnv7,1,14.3,44.6,2025-04-19T15:59:52.134Z,2025-04-19T15:59:54Z,66zsjkvxs4cbh9u63hk273t1x,Miguel Santos,,,5663317259,141,67.9,5663317255,56,Back,5663317257,140,20.5,5663317263,213,1.18,5663317261,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175021,7,1,1,0,20,7efqk7uh63928il0yffxijnv7,1,25.0,76.6,2025-04-19T15:59:54.407Z,2025-04-19T15:59:58Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663317483,140,31.3,5663317485,141,97.5,5663317487,212,15.7,5663317481,56,Back,5663317489,213,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175063,8,1,1,0,25,7efqk7uh63928il0yffxijnv7,1,33.8,92.4,2025-04-19T15:59:58.638Z,2025-04-19T16:00:02Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5663317717,141,76.1,5663317715,140,25.1,5663317713,56,Back,5663317721,213,4.02,5663317719,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175111,9,1,1,0,28,7efqk7uh63928il0yffxijnv7,1,27.4,71.5,2025-04-19T16:00:02.279Z,2025-04-19T16:00:05Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663317913,141,48.1,5663317917,213,4.60,5663317915,212,16.0,5663317911,140,25.7,5663317909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175145,10,1,1,0,32,7efqk7uh63928il0yffxijnv7,1,23.2,40.0,2025-04-19T16:00:05.797Z,2025-04-19T16:00:09Z,dcv2hunon4wgijgt4kljtqxg5,J. Brunell,,,5663318125,213,1.48,5663318111,56,Back,5663318117,212,23.4,5663318115,141,74.2,5663318113,140,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175241,11,1,1,0,35,7efqk7uh63928il0yffxijnv7,1,29.4,78.1,2025-04-19T16:00:09.366Z,2025-04-19T16:00:16Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663318543,212,10.9,5663318535,140,25.4,5663318531,56,Back,5663318547,213,4.32,5663318539,141,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175265,12,1,1,0,42,7efqk7uh63928il0yffxijnv7,1,28.6,70.0,2025-04-19T16:00:15.975Z,2025-04-19T16:00:18Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663318669,213,1.12,5663318663,140,32.7,5663318661,56,Back,5663318667,212,10.0,5663318665,141,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175331,13,1,1,0,44,7efqk7uh63928il0yffxijnv7,1,32.3,83.2,2025-04-19T16:00:17.918Z,2025-04-19T16:00:23Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663318975,56,Center,5663318977,140,58.9,5663318983,213,6.15,5663318979,141,77.5,5663318981,212,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175339,14,50,1,0,49,7efqk7uh63928il0yffxijnv7,1,64.0,83.6,2025-04-19T16:00:22.926Z,2025-04-19T16:44:52Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5663356273,233,55,5663319009,56,Left,5663355327,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803181985,55,7,1,0,49,1c7dv8ays675v9kp6a04sd8pq,0,36.0,16.4,2025-04-19T16:00:22.927Z,2025-04-19T16:44:52Z,5skki9qedwo05d1scee0obu1h,S. Savolainen,,,5663356157,285,,5663356155,56,Back,5663356215,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803181887,64,61,1,0,50,7efqk7uh63928il0yffxijnv7,1,73.1,79.5,2025-04-19T16:00:23.560Z,2025-04-19T16:07:50Z,d7od1kij5jchngdcwlvls0max,S. Kähkönen,,,5663358133,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175351,4,43,1,0,51,1c7dv8ays675v9kp6a04sd8pq,1,0.0,0.0,2025-04-19T16:00:24.601Z,2025-04-19T16:08:05Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5663359697,144,61,5663319091,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803183235,84,1,1,0,51,7efqk7uh63928il0yffxijnv7,1,58.7,90.4,2025-04-19T16:00:24.727Z,2025-04-19T16:08:17Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5663360899,141,79.3,5663360901,212,8.3,5663360903,213,4.28,5663360897,140,55.4,5663360895,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175451,15,1,1,0,55,7efqk7uh63928il0yffxijnv7,1,64.6,83.6,2025-04-19T16:00:28.638Z,2025-04-19T16:00:31Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663319569,140,56.5,5663319571,141,72.4,5663319575,213,3.87,5663319573,212,11.4,5663319567,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175485,16,1,1,0,57,7efqk7uh63928il0yffxijnv7,1,54.0,55.1,2025-04-19T16:00:31.214Z,2025-04-19T16:00:34Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663319765,141,82.3,5663319761,56,Back,5663319767,212,20.7,5663319763,140,45.1,5663319769,213,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175553,17,1,1,1,0,7efqk7uh63928il0yffxijnv7,1,48.6,87.2,2025-04-19T16:00:33.901Z,2025-04-19T16:00:37Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663320143,141,96.3,5663320145,212,12.8,5663320147,213,0.50,5663320141,140,59.3,5663320139,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175591,18,1,1,1,4,7efqk7uh63928il0yffxijnv7,1,58.8,94.5,2025-04-19T16:00:37.567Z,2025-04-19T16:00:40Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,,,5663320353,141,77.5,5663320349,56,Center,5663320357,213,4.64,5663320351,140,58.0,5663320355,212,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175615,19,1,1,1,6,7efqk7uh63928il0yffxijnv7,1,54.6,77.3,2025-04-19T16:00:40.270Z,2025-04-19T16:00:42Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663320489,56,Back,5663320493,141,73.0,5663320495,212,8.6,5663320497,213,3.49,5663320491,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175655,20,1,1,1,8,7efqk7uh63928il0yffxijnv7,1,46.4,72.7,2025-04-19T16:00:42.046Z,2025-04-19T16:00:45Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663320649,140,41.9,5663320653,212,15.0,5663320655,213,1.89,5663320651,141,93.6,5663320647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175753,21,1,1,1,11,7efqk7uh63928il0yffxijnv7,1,51.9,96.5,2025-04-19T16:00:45.110Z,2025-04-19T16:00:51Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663321143,155,,5663321145,56,Left,5663321147,140,75.1,5663321151,212,24.5,5663321153,213,6.17,5663321149,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175793,22,1,1,1,18,7efqk7uh63928il0yffxijnv7,1,81.7,93.9,2025-04-19T16:00:51.854Z,2025-04-19T16:00:56Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663321349,212,18.7,5663321351,213,4.03,5663321345,140,70.4,5663321347,141,72.6,5663321343,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175831,23,1,1,1,22,7efqk7uh63928il0yffxijnv7,1,70.3,62.7,2025-04-19T16:00:56.350Z,2025-04-19T16:00:59Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663321509,213,5.00,5663321501,56,Right,5663321507,212,29.8,5663321505,141,20.6,5663321503,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175855,24,1,1,1,25,7efqk7uh63928il0yffxijnv7,1,77.1,21.2,2025-04-19T16:00:59.254Z,2025-04-19T16:01:01Z,cbceals9gkfqlywg94zzzlgb9,F. Valenčič,,,5663321625,212,16.6,5663321627,213,5.67,5663321619,56,Right,5663321621,140,90.0,5663321623,141,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175863,25,1,1,1,26,7efqk7uh63928il0yffxijnv7,0,89.4,7.7,2025-04-19T16:01:00.082Z,2025-04-19T16:09:03Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663321659,212,2.2,5663321661,213,1.57,5663321653,56,Right,5663321649,2,,5663321657,141,11.0,5663321655,140,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175839,5,8,1,1,26,1c7dv8ays675v9kp6a04sd8pq,1,14.6,91.2,2025-04-19T16:01:00.182Z,2025-04-19T16:09:00Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,,,5663321547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175915,6,6,1,1,33,1c7dv8ays675v9kp6a04sd8pq,0,3.0,91.0,2025-04-19T16:01:06.600Z,2025-04-19T16:44:59Z,dir0a3gwtnslupca6o36sqvis,D. Agyei,,,5663322055,233,26,5663322021,73,,5663322019,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803175903,26,6,1,1,33,7efqk7uh63928il0yffxijnv7,1,97.0,9.0,2025-04-19T16:01:06.600Z,2025-04-19T16:44:58Z,5pa2n5nlvexr6z7nu65uz0qqy,R. Polley,,,5663322015,75,,5663322013,56,Right,5663322033,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176459,27,1,1,2,1,7efqk7uh63928il0yffxijnv7,1,99.5,0.5,2025-04-19T16:01:34.470Z,2025-04-19T16:02:33Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,1.0,,5663324709,2,,5663324719,140,91.8,5663327985,154,,5663324711,6,,5663324715,224,,5663324723,212,33.8,5663324727,1,,5663324713,155,,5663327983,210,15,5663324717,56,Center,5663324725,213,1.81,5663324721,141,48.8,,,,,,,,,,,,,,,,,,
2803177143,35,44,1,2,3,7efqk7uh63928il0yffxijnv7,1,90.4,45.5,2025-04-19T16:01:36.590Z,2025-04-19T16:10:56Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663328561,56,Center,5663373207,233,94,5663328563,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803185735,94,44,1,2,3,1c7dv8ays675v9kp6a04sd8pq,0,9.6,54.5,2025-04-19T16:01:36.591Z,2025-04-19T16:10:57Z,aa40go6nrv6mpdny6zdc1jeg9,J. Oksanen,,,5663373149,285,,5663373147,56,Back,5663373301,233,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176461,28,15,1,2,3,7efqk7uh63928il0yffxijnv7,1,91.8,48.8,2025-04-19T16:01:37.327Z,2025-04-19T16:11:11Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663324739,17,,5663328049,147,49.6,5663328073,233,7,5663328045,103,37.3,5663327403,328,,5663324741,56,Center,5663328047,146,98.9,5663328019,154,,5663327397,25,,5663328015,79,,5663328021,55,27,5663327399,15,,5663328043,102,49.8,5663328017,29,,,,,,,,,,,,,
2803176433,7,10,1,2,4,1c7dv8ays675v9kp6a04sd8pq,1,1.2,52.1,2025-04-19T16:01:37.427Z,2025-04-19T16:11:00Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663324603,173,,5663324605,178,,5663324607,182,,5663328081,233,28,5663324609,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176489,8,6,1,2,10,1c7dv8ays675v9kp6a04sd8pq,0,2.6,55.4,2025-04-19T16:01:43.967Z,2025-04-19T16:44:59Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663325145,233,29,5663324931,73,,5663324929,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176481,29,6,1,2,10,7efqk7uh63928il0yffxijnv7,1,97.4,44.6,2025-04-19T16:01:43.967Z,2025-04-19T16:01:50Z,3cmp95fpjtqoc5njb5p7c9g8a,E. Gunnarsson,,,5663325095,233,8,5663325063,75,,5663325061,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176689,30,1,1,2,25,7efqk7uh63928il0yffxijnv7,0,99.5,0.5,2025-04-19T16:01:58.920Z,2025-04-19T16:02:00Z,4y7niu1b8drpeccb84s2e9wwl,S. Eremenko,,,5663326059,2,,5663326077,224,,5663326089,1,,5663326079,56,Center,5663326083,141,62.1,5663326085,212,42.9,5663326087,213,1.78,5663326081,140,90.9,5663326061,6,,5663326065,155,,,,,,,,,,,,,,,,,,,,,,,,,
2803176739,9,12,1,2,28,1c7dv8ays675v9kp6a04sd8pq,1,6.8,51.8,2025-04-19T16:02:02.181Z,2025-04-19T16:02:07Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5663326319,140,31.1,5663326335,15,,5663326325,212,29.6,5663326327,213,5.75,5663326323,141,29.8,5663326315,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176825,31,1,1,2,30,7efqk7uh63928il0yffxijnv7,1,64.2,75.9,2025-04-19T16:02:03.432Z,2025-04-19T16:40:48Z,dtdqh03syykiv1cjstn2lhkvd,J. Myrevik,1.0,,5663326803,140,82.4,5663326805,141,95.1,5663326801,56,Left,5663326807,212,23.1,5663326809,213,0.60,5663498605,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176803,10,45,1,2,32,1c7dv8ays675v9kp6a04sd8pq,0,21.7,12.4,2025-04-19T16:02:06.137Z,2025-04-19T16:14:23Z,27tqgrgwe7bvct5ffmr0sqdey,D. Krasniqi,,,5663326697,285,,5663326695,56,Back,5663391653,233,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803188581,117,3,1,2,32,7efqk7uh63928il0yffxijnv7,1,78.3,87.6,2025-04-19T16:02:06.137Z,2025-04-19T16:14:20Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663389745,286,,5663391455,233,10,5663389743,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176833,32,3,1,2,32,7efqk7uh63928il0yffxijnv7,1,76.0,83.2,2025-04-19T16:02:06.278Z,2025-04-19T16:14:22Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663326891,56,Left,5663391627,233,133,5663326893,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803188883,133,45,1,2,32,1c7dv8ays675v9kp6a04sd8pq,0,24.5,16.6,2025-04-19T16:02:06.278Z,2025-04-19T16:14:23Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663390429,56,Back,5663390431,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176851,33,13,1,2,36,7efqk7uh63928il0yffxijnv7,1,78.6,75.4,2025-04-19T16:02:09.687Z,2025-04-19T16:41:03Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663498123,18,,5663498629,215,,5663498625,102,32.4,5663498621,55,31,5663498119,25,,5663498613,120,,5663327027,56,Center,5663498617,75,,5663498619,29,,5663498121,20,,5663498633,230,99.9,5663498637,231,50.2,5663498627,103,31.9,,,,,,,,,,,,,,,
2803176855,11,5,1,2,37,1c7dv8ays675v9kp6a04sd8pq,1,-1.4,59.7,2025-04-19T16:02:10.483Z,2025-04-19T16:05:52Z,9c2ajg42wya1u4lh1eeye2jo4,M. Toure,,,5663327045,56,Back,5663327047,346,,5663327391,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803176923,34,5,1,2,37,7efqk7uh63928il0yffxijnv7,0,101.4,40.3,2025-04-19T16:02:10.483Z,2025-04-19T16:05:53Z,80115v2kkgjym3ubywmkz654a,M. Kusu,,,5663327387,346,,5663327385,56,Center,5663327409,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803177119,12,1,1,2,52,1c7dv8ays675v9kp6a04sd8pq,1,5.7,56.7,2025-04-19T16:02:25.767Z,2025-04-19T16:02:27Z,b6uchs6rc43tlb0qj2tw3xzh1,J. Kreidl,,,5663328431,141,23.3,5663328435,213,5.42,5663328429,140,24.2,5663328433,212,29.9,5663328407,124,,5663328505,189,,5663328439,237,,5663328427,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803177185,13,1,1,2,55,1c7dv8ays675v9kp6a04sd8pq,1,28.6,14.7,2025-04-19T16:02:29.107Z,2025-04-19T16:02:29Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5663328753,56,Back,5663328761,213,0.85,5663328755,140,37.2,5663328757,141,29.8,5663328759,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803177229,14,1,1,2,56,1c7dv8ays675v9kp6a04sd8pq,1,37.2,29.8,2025-04-19T16:02:29.798Z,2025-04-19T16:02:31Z,c11fpnugs2ihyqk07ohha54np,J. Voutilainen,,,5663328895,56,Back,5663328897,140,25.0,5663328901,212,17.4,5663328903,213,3.88,5663328899,141,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803177277,15,1,1,2,58,1c7dv8ays675v9kp6a04sd8pq,1,25.0,12.5,2025-04-19T16:02:31.747Z,2025-04-19T16:02:34Z,289f8ysumkm0ilmx2z472cei2,I. Cissé,,,5663329169,56,Back,5663329171,140,16.8,5663329177,213,1.91,5663329175,212,25.7,5663329173,141,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
