id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/8/value,qualifier/11/value,qualifier/13/value
2806410181,7,1,1,0,35,303582z192rnbr2x28o2t7u38,1,12.4,59.6,2025-04-26T16:00:51.394Z,2025-04-26T16:00:54Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681090543,141,38.2,5681090547,212,17.5,5681090535,56,Back,5681090539,140,3.2,5681090551,213,4.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410229,8,1,1,0,38,303582z192rnbr2x28o2t7u38,1,3.6,37.9,2025-04-26T16:00:54.690Z,2025-04-26T16:00:59Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5681090779,141,10.9,5681090781,212,19.7,5681090783,213,5.09,5681090777,140,10.5,5681090775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410239,9,1,1,0,43,303582z192rnbr2x28o2t7u38,0,16.0,5.2,2025-04-26T16:00:59.011Z,2025-04-26T16:01:01Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681090887,233,6,5681090813,56,Back,5681090819,212,1.1,5681090885,236,,5681090893,286,,5681090817,141,5.5,5681090815,140,17.0,5681090821,213,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410253,6,74,1,0,43,duspptyvnr5kpx2iko5gerhnz,1,80.9,96.6,2025-04-26T16:00:59.012Z,2025-04-26T17:08:01Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681090877,285,,5681090895,233,9,5681090875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410267,7,5,1,0,44,duspptyvnr5kpx2iko5gerhnz,0,79.4,101.6,2025-04-26T16:01:00.507Z,2025-04-26T16:48:39Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681090945,233,10,5681090907,56,Left,5681090909,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410255,10,5,1,0,44,303582z192rnbr2x28o2t7u38,1,20.6,-1.6,2025-04-26T16:01:00.507Z,2025-04-26T16:48:39Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681090881,56,Back,5681090883,347,,5681090919,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410557,11,1,1,1,0,303582z192rnbr2x28o2t7u38,1,29.3,0.0,2025-04-26T16:01:16.451Z,2025-04-26T16:01:19Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5681091845,140,40.7,5681091849,212,15.3,5681091843,56,Back,5681091847,141,12.5,5681091851,213,0.67,5681091841,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410577,12,61,1,1,2,303582z192rnbr2x28o2t7u38,0,39.0,18.0,2025-04-26T16:01:17.858Z,2025-04-26T16:08:27Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,,5681091887,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410623,9,1,1,1,4,duspptyvnr5kpx2iko5gerhnz,1,53.8,80.3,2025-04-26T16:01:20.809Z,2025-04-26T16:01:22Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5681092067,56,Back,5681092075,213,3.64,5681092071,141,68.1,5681092073,212,17.4,5681092069,140,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410685,10,1,1,1,6,duspptyvnr5kpx2iko5gerhnz,1,37.4,63.1,2025-04-26T16:01:22.616Z,2025-04-26T16:01:27Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5681092401,141,38.0,5681092397,56,Back,5681092405,213,3.86,5681092399,140,18.7,5681092403,212,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410707,11,1,1,1,11,duspptyvnr5kpx2iko5gerhnz,0,17.3,37.7,2025-04-26T16:01:27.481Z,2025-04-26T16:01:31Z,45kijyqwuvgoc6hx51yueyeol,T. Marttinen,,,5681092531,212,59.4,5681092535,1,,5681092529,141,12.8,5681092523,157,,5681092533,213,5.99,5681092525,56,Right,5681092527,140,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806416549,105,44,1,1,16,303582z192rnbr2x28o2t7u38,1,33.0,90.9,2025-04-26T16:01:31.983Z,2025-04-26T16:50:40Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681127945,233,76,5681127557,56,Back,5681127559,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806416581,76,44,1,1,16,duspptyvnr5kpx2iko5gerhnz,0,67.0,9.1,2025-04-26T16:01:31.984Z,2025-04-26T16:50:40Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5681127933,56,Right,5681127935,286,,5681127953,233,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410713,13,1,1,1,16,303582z192rnbr2x28o2t7u38,0,33.2,88.7,2025-04-26T16:01:32.074Z,2025-04-26T16:11:09Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681092559,141,77.3,5681092553,3,,5681092563,213,5.85,5681092561,212,18.4,5681092555,56,Back,5681092557,140,49.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410753,12,1,1,1,18,duspptyvnr5kpx2iko5gerhnz,1,68.7,2.9,2025-04-26T16:01:34.760Z,2025-04-26T16:11:28Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5681092779,212,11.6,5681092775,140,57.7,5681092773,56,Right,5681092777,141,4.1,5681092781,213,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410819,13,1,1,1,20,duspptyvnr5kpx2iko5gerhnz,1,64.3,7.9,2025-04-26T16:01:36.552Z,2025-04-26T16:01:41Z,72d57i3mfqxtbsmm196kdv0fd,T. Dekker,,,5681093143,155,,5681093149,141,20.9,5681093153,213,0.77,5681093151,212,12.7,5681093147,140,73.0,5681093145,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410855,14,1,1,1,21,duspptyvnr5kpx2iko5gerhnz,1,73.6,16.6,2025-04-26T16:01:37.575Z,2025-04-26T16:11:41Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5681093281,212,7.0,5681093279,141,8.8,5681093277,140,69.2,5681093275,56,Right,5681093283,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806418383,86,1,1,1,23,duspptyvnr5kpx2iko5gerhnz,0,71.2,1.9,2025-04-26T16:01:39.505Z,2025-04-26T16:12:48Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5681133057,212,7.8,5681133059,213,1.84,5681133053,140,69.2,5681133055,141,12.9,5681133051,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410807,14,3,1,1,24,303582z192rnbr2x28o2t7u38,0,35.6,83.6,2025-04-26T16:01:40.482Z,2025-04-26T16:01:48Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5681093107,56,Back,5681093109,286,,5681093349,233,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410861,15,7,1,1,24,duspptyvnr5kpx2iko5gerhnz,0,64.4,16.4,2025-04-26T16:01:40.483Z,2025-04-26T16:12:56Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5681093305,233,14,5681093309,285,,5681093297,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806419405,92,1,1,1,25,duspptyvnr5kpx2iko5gerhnz,0,62.4,28.2,2025-04-26T16:01:41.785Z,2025-04-26T16:14:19Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681138211,213,6.12,5681138205,140,74.9,5681138209,212,13.3,5681138203,56,Center,5681138207,141,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410869,16,1,1,1,28,303582z192rnbr2x28o2t7u38,1,32.7,80.5,2025-04-26T16:01:43.978Z,2025-04-26T16:01:45Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5681093385,56,Back,5681093387,140,25.5,5681093393,213,2.26,5681093389,141,94.1,5681093391,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410917,17,1,1,1,29,303582z192rnbr2x28o2t7u38,1,22.2,93.2,2025-04-26T16:01:45.458Z,2025-04-26T16:01:52Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681093759,213,4.13,5681093753,140,4.6,5681093761,1,,5681093751,56,Back,5681093757,212,33.8,5681093755,141,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410957,18,1,1,1,36,303582z192rnbr2x28o2t7u38,1,8.5,52.2,2025-04-26T16:01:51.970Z,2025-04-26T16:01:56Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5681093949,56,Back,5681093953,141,90.3,5681093951,140,10.6,5681093955,212,26.0,5681093957,213,1.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806410977,19,1,1,1,40,303582z192rnbr2x28o2t7u38,1,12.4,88.3,2025-04-26T16:01:56.274Z,2025-04-26T16:01:59Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5681094089,213,4.75,5681094091,1,,5681094077,56,Back,5681094085,212,41.4,5681094081,141,27.4,5681094073,196,,5681094079,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411009,20,1,1,1,43,303582z192rnbr2x28o2t7u38,1,14.6,20.3,2025-04-26T16:01:59.458Z,2025-04-26T16:02:02Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681094189,213,5.41,5681094183,140,23.0,5681094185,141,4.9,5681094187,212,13.7,5681094181,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411017,21,1,1,1,46,303582z192rnbr2x28o2t7u38,1,22.2,5.8,2025-04-26T16:02:02.450Z,2025-04-26T16:02:03Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5681094231,213,2.33,5681094223,56,Back,5681094229,212,16.4,5681094225,140,11.5,5681094227,141,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411035,22,1,1,1,47,303582z192rnbr2x28o2t7u38,1,11.5,23.3,2025-04-26T16:02:03.722Z,2025-04-26T16:02:05Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5681094345,213,4.78,5681094339,141,3.8,5681094335,56,Back,5681094337,140,12.3,5681094341,212,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411059,23,1,1,1,49,303582z192rnbr2x28o2t7u38,1,12.3,3.8,2025-04-26T16:02:05.747Z,2025-04-26T16:02:08Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5681094499,212,20.3,5681094495,140,31.6,5681094493,56,Back,5681094497,141,6.5,5681094501,213,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411065,24,1,1,1,51,303582z192rnbr2x28o2t7u38,1,36.9,5.8,2025-04-26T16:02:07.274Z,2025-04-26T16:15:27Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5681094539,213,2.53,5681094533,140,30.1,5681094535,141,13.1,5681094537,212,8.7,5681094531,56,Back,5681094559,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411113,25,1,1,1,54,303582z192rnbr2x28o2t7u38,1,25.9,16.4,2025-04-26T16:02:10.010Z,2025-04-26T16:16:08Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5681094829,141,15.6,5681094831,212,22.2,5681094833,213,6.26,5681094825,56,Back,5681094827,140,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806421007,182,1,1,1,56,303582z192rnbr2x28o2t7u38,0,55.3,7.0,2025-04-26T16:02:12.759Z,2025-04-26T16:16:55Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681145741,141,20.5,5681145743,212,19.7,5681145745,213,0.48,5681145737,56,Right,5681145739,140,71.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411111,16,8,1,1,57,duspptyvnr5kpx2iko5gerhnz,1,33.4,79.0,2025-04-26T16:02:13.736Z,2025-04-26T16:02:13Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681094823,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411155,18,1,1,2,0,duspptyvnr5kpx2iko5gerhnz,0,31.9,81.7,2025-04-26T16:02:16.793Z,2025-04-26T16:02:17Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681095061,213,0.18,5681095051,157,,5681095057,141,82.4,5681095055,140,34.4,5681095063,1,,5681095053,56,Back,5681095059,212,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411151,26,61,1,2,1,303582z192rnbr2x28o2t7u38,1,72.3,21.5,2025-04-26T16:02:16.977Z,2025-04-26T16:02:17Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5681095003,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411217,19,1,1,2,5,duspptyvnr5kpx2iko5gerhnz,1,40.5,83.0,2025-04-26T16:02:20.858Z,2025-04-26T16:02:23Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681095431,213,0.42,5681095429,212,6.5,5681095423,56,Back,5681095421,3,,5681095425,140,46.2,5681095427,141,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411225,20,61,1,2,7,duspptyvnr5kpx2iko5gerhnz,1,45.7,88.0,2025-04-26T16:02:23.347Z,2025-04-26T16:02:23Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5681095467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411331,21,1,1,2,8,duspptyvnr5kpx2iko5gerhnz,0,40.0,93.8,2025-04-26T16:02:24.033Z,2025-04-26T16:19:02Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5681152933,1,,5681152925,140,40.7,5681152927,141,93.6,5681152929,212,0.7,5681152923,157,,5681152931,213,6.10,5681095831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411351,28,61,1,2,9,303582z192rnbr2x28o2t7u38,1,63.7,5.4,2025-04-26T16:02:25.032Z,2025-04-26T16:21:35Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5681095887,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411341,27,1,1,2,9,303582z192rnbr2x28o2t7u38,1,54.0,7.4,2025-04-26T16:02:25.305Z,2025-04-26T16:21:32Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5681095851,56,Right,5681095859,213,6.13,5681095855,141,4.9,5681095853,140,64.7,5681095857,212,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806423829,238,50,1,2,10,303582z192rnbr2x28o2t7u38,1,59.0,3.6,2025-04-26T16:02:26.660Z,2025-04-26T16:22:00Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5681161889,56,Right,5681161891,286,,5681162627,233,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806423607,163,7,1,2,10,duspptyvnr5kpx2iko5gerhnz,1,41.0,96.4,2025-04-26T16:02:26.661Z,2025-04-26T16:22:00Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681162741,167,,5681162623,233,238,5681162455,56,Back,5681162609,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411335,22,5,1,2,15,duspptyvnr5kpx2iko5gerhnz,0,40.8,101.6,2025-04-26T16:02:31.081Z,2025-04-26T16:02:36Z,9ka422rjynvrx4kofh5q8ivop,A. Räisänen,,,5681095985,233,29,5681095839,56,Back,5681095841,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411363,29,5,1,2,15,303582z192rnbr2x28o2t7u38,1,59.2,-1.6,2025-04-26T16:02:31.081Z,2025-04-26T16:48:39Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5681095973,233,22,5681095941,347,,5681095939,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411409,30,1,1,2,19,303582z192rnbr2x28o2t7u38,1,61.6,0.0,2025-04-26T16:02:35.610Z,2025-04-26T16:22:40Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5681096229,107,,5681096235,141,9.5,5681096237,212,7.5,5681096231,56,Right,5681096239,213,1.36,5681096233,140,63.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411419,31,1,1,2,21,303582z192rnbr2x28o2t7u38,0,62.9,9.4,2025-04-26T16:02:37.258Z,2025-04-26T16:22:38Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,,5681096291,155,,5681096297,141,4.4,5681096301,213,6.13,5681096295,140,84.0,5681096299,212,22.4,5681096293,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2806411499,24,1,1,2,28,duspptyvnr5kpx2iko5gerhnz,0,11.2,96.5,2025-04-26T16:02:44.537Z,2025-04-26T16:02:47Z,2zqarv7c4098qesbomnra5uqx,S. Lindeman,,,5681096725,157,,5681096727,56,Back,5681096755,233,32,5681096729,140,12.3,5681096759,286,,5681096753,236,,5681096733,212,1.2,5681096735,213,0.06,5681096737,1,5681096731,141,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
