id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2820304785,8,1,1,0,14,3ptum5fjcgw51mqui0gu6uuf4,1,52.9,78.8,2025-05-31T12:01:55.993Z,2025-05-31T12:01:57Z,3xtbzw2dg5my9jn99xqh5gdpm,D. Enqvist,,,5757991811,213,3.43,5757991807,141,70.9,5757991805,140,35.7,5757991809,212,18.8,5757991803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304795,9,1,1,0,16,3ptum5fjcgw51mqui0gu6uuf4,1,35.8,70.3,2025-05-31T12:01:57.818Z,2025-05-31T12:02:01Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5757991857,140,33.9,5757991855,56,Back,5757991861,212,21.3,5757991863,213,4.62,5757991859,141,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304807,10,1,1,0,20,3ptum5fjcgw51mqui0gu6uuf4,1,35.4,44.5,2025-05-31T12:02:01.450Z,2025-05-31T12:02:05Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757991915,56,Back,5757991923,213,1.59,5757991921,212,13.1,5757991917,140,35.2,5757991919,141,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304815,11,1,1,0,24,3ptum5fjcgw51mqui0gu6uuf4,1,45.3,74.5,2025-05-31T12:02:05.705Z,2025-05-31T12:02:09Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5757991959,56,Center,5757991965,212,14.8,5757991967,213,5.82,5757991961,140,57.9,5757991963,141,64.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304819,12,1,1,0,28,3ptum5fjcgw51mqui0gu6uuf4,1,56.4,66.7,2025-05-31T12:02:09.242Z,2025-05-31T12:02:10Z,u8remrfu8ug41xu71brhukmh,S. Dahlström,,,5757991983,56,Center,5757991987,141,68.8,5757991985,140,50.7,5757991989,212,6.2,5757991991,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304831,13,1,1,0,29,3ptum5fjcgw51mqui0gu6uuf4,1,53.8,68.4,2025-05-31T12:02:10.810Z,2025-05-31T12:02:13Z,10qxrh1rh7uyhtm3scj8glqs,N. Kujasalo,,,5757992045,56,Back,5757992047,140,44.6,5757992051,212,15.6,5757992053,213,4.05,5757992049,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304845,14,1,1,0,32,3ptum5fjcgw51mqui0gu6uuf4,1,45.0,34.0,2025-05-31T12:02:13.209Z,2025-05-31T12:02:16Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757992135,213,5.20,5757992133,212,20.1,5757992131,141,7.9,5757992129,140,53.9,5757992127,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304847,15,1,1,0,35,3ptum5fjcgw51mqui0gu6uuf4,1,54.2,12.8,2025-05-31T12:02:16.650Z,2025-05-31T12:02:19Z,64pptq46unjnsxn6wc3avhtec,E. Toivonen,,,5757992153,213,2.60,5757992151,212,18.8,5757992149,141,27.1,5757992145,56,Back,5757992147,140,38.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304853,16,1,1,0,37,3ptum5fjcgw51mqui0gu6uuf4,1,34.5,35.8,2025-05-31T12:02:19.035Z,2025-05-31T12:02:21Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757992179,56,Back,5757992185,212,20.4,5757992181,140,39.3,5757992187,213,1.32,5757992183,141,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304861,17,1,1,0,40,3ptum5fjcgw51mqui0gu6uuf4,1,38.9,62.4,2025-05-31T12:02:21.849Z,2025-05-31T12:02:27Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5757992235,212,19.8,5757992233,141,33.9,5757992229,56,Back,5757992237,213,4.50,5757992231,140,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304869,18,1,1,0,46,3ptum5fjcgw51mqui0gu6uuf4,1,42.0,15.9,2025-05-31T12:02:27.530Z,2025-05-31T12:02:30Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757992279,212,35.6,5757992283,1,,5757992281,213,0.23,5757992277,141,27.7,5757992271,155,,5757992273,56,Center,5757992275,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304873,19,44,1,0,49,3ptum5fjcgw51mqui0gu6uuf4,1,75.6,28.8,2025-05-31T12:02:30.122Z,2025-05-31T12:02:33Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5757992301,286,,5757992305,233,4,5757992299,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304871,4,44,1,0,49,8sy0cxovuxo76tuoas3uo55xj,0,24.4,71.2,2025-05-31T12:02:30.123Z,2025-05-31T12:02:33Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5757992297,285,,5757992313,233,19,5757992295,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304875,20,61,1,0,49,3ptum5fjcgw51mqui0gu6uuf4,0,78.8,30.0,2025-05-31T12:02:30.890Z,2025-05-31T12:02:31Z,f5f9sfvtizyppg8kqtmp9y3ca,T. Olawale,,,5757992303,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305229,33,61,1,0,50,8sy0cxovuxo76tuoas3uo55xj,1,20.2,69.1,2025-05-31T12:02:31.930Z,2025-05-31T12:04:57Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5757994599,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304897,6,1,1,0,54,8sy0cxovuxo76tuoas3uo55xj,1,9.8,55.5,2025-05-31T12:02:35.503Z,2025-05-31T12:02:42Z,dl6lfojhwzis2gboqxonxu904,M. Zhuk,,,5757992457,123,,5757992463,141,28.3,5757992461,140,12.9,5757992459,56,Back,5757992465,212,18.8,5757992467,213,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304919,7,1,1,1,1,8sy0cxovuxo76tuoas3uo55xj,1,26.8,23.1,2025-05-31T12:02:42.079Z,2025-05-31T12:02:57Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,1.0,,5757992591,56,Center,5757992589,155,,5757992593,140,81.5,5757992599,213,0.05,5757992601,1,,5757992597,212,57.5,5757992781,210,13,5757992783,154,,5757992595,141,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304935,21,59,1,1,6,3ptum5fjcgw51mqui0gu6uuf4,0,17.3,68.8,2025-05-31T12:02:47.795Z,2025-05-31T12:04:29Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5757992679,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304959,23,43,1,1,6,3ptum5fjcgw51mqui0gu6uuf4,1,0.0,0.0,2025-05-31T12:02:47.970Z,2025-05-31T12:06:25Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5757995821,144,51,5757992805,169,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304923,8,13,1,1,7,8sy0cxovuxo76tuoas3uo55xj,1,81.3,25.6,2025-05-31T12:02:48.336Z,2025-05-31T12:06:42Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5757995925,114,,5757992795,102,54.8,5757995799,89,,5757992785,74,,5757992803,231,28.9,5757992801,230,84.1,5757995801,108,,5757992789,154,,5757992791,55,7,5757992611,18,5757995803,328,5757992613,56,Center,5757992675,20,5757992797,103,79.2,5757992609,22,5757992787,29,,,,,,,,,,,,,,,
2820304927,9,5,1,1,8,8sy0cxovuxo76tuoas3uo55xj,0,101.4,51.8,2025-05-31T12:02:49.919Z,2025-05-31T12:49:35Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5757992633,56,Center,5757992635,346,,5757993275,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304979,24,5,1,1,8,3ptum5fjcgw51mqui0gu6uuf4,1,-1.4,48.2,2025-05-31T12:02:49.919Z,2025-05-31T12:49:35Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5757992901,346,,5757993271,233,9,5757992899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304991,25,1,1,1,29,3ptum5fjcgw51mqui0gu6uuf4,0,3.1,42.5,2025-05-31T12:03:10.667Z,2025-05-31T12:03:15Z,eklpacb4xe0yb13zxi642gys4,J. Viitala,,,5757992987,141,13.4,5757992985,140,57.2,5757992993,1,,5757992989,212,60.2,5757992991,213,5.95,5757992981,124,,5757992983,56,Right,5757992997,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304995,10,44,1,1,33,8sy0cxovuxo76tuoas3uo55xj,1,40.4,83.2,2025-05-31T12:03:14.345Z,2025-05-31T13:02:29Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5757993009,285,,5757993007,56,Back,5757993015,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304993,26,44,1,1,33,3ptum5fjcgw51mqui0gu6uuf4,0,59.6,16.8,2025-05-31T12:03:14.346Z,2025-05-31T13:02:29Z,1iyf79yql5sm8m6i8nwxntsve,Hugo Cardoso,,,5757992999,56,Right,5757993021,233,10,5757993001,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820304999,11,1,1,1,33,8sy0cxovuxo76tuoas3uo55xj,1,36.8,76.7,2025-05-31T12:03:14.520Z,2025-05-31T12:05:07Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5757993033,212,10.8,5757993031,141,67.3,5757993029,140,45.1,5757993025,3,,5757993027,56,Back,5757993035,213,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305003,12,1,1,1,34,8sy0cxovuxo76tuoas3uo55xj,1,51.3,68.9,2025-05-31T12:03:16.049Z,2025-05-31T12:08:17Z,apryim5dle6o29qp6hpio06sq,F. Ellé,,,5757993051,213,5.86,5757993049,212,7.5,5757993045,140,57.8,5757993047,141,64.4,5757993043,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305005,13,1,1,1,36,8sy0cxovuxo76tuoas3uo55xj,1,61.7,63.0,2025-05-31T12:03:17.599Z,2025-05-31T12:09:35Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,1.0,,5757993341,154,,5757993069,213,0.01,5757993249,4,,5757993065,141,63.4,5757993067,212,21.2,5757993059,155,,5757993339,210,15,5757993061,56,Center,5757993063,140,81.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305017,15,15,1,1,41,8sy0cxovuxo76tuoas3uo55xj,1,85.8,63.8,2025-05-31T12:03:22.351Z,2025-06-01T19:11:53Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5757993269,82,,5757993343,72,,5757993115,56,Center,5757993357,103,19,5757998429,64,,5757993349,154,,5757993367,230,98.1,5757998431,78,,5757993355,102,51.4,5757993365,147,5757993381,233,5758053939,23,,5757993359,108,5757993363,146,87.3,5757993347,29,5757993369,231,62.5,27,52.9,5757993351,55,13,,,,,,,,,
2820305015,27,10,1,1,41,3ptum5fjcgw51mqui0gu6uuf4,1,13.3,39.3,2025-05-31T12:03:22.451Z,2025-05-31T12:03:39Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757993109,56,Back,5757993385,233,15,5757993107,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305023,16,6,1,1,41,8sy0cxovuxo76tuoas3uo55xj,1,85.4,61.7,2025-05-31T12:03:22.906Z,2025-05-31T14:09:48Z,1nww1pe0ouxnuwt8q9zy4xrmc,A. Seck,,,5757993163,56,Center,5757993167,233,28,5757993165,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305021,28,6,1,1,41,3ptum5fjcgw51mqui0gu6uuf4,0,14.6,38.3,2025-05-31T12:03:22.906Z,2025-05-31T12:03:28Z,2lsv3xzudv78cddzsvl76zgx6,P. Lindgren,,,5757993145,56,Back,5757993173,233,16,5757993147,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305073,17,1,1,2,6,8sy0cxovuxo76tuoas3uo55xj,1,99.5,99.5,2025-05-31T12:03:47.471Z,2025-05-31T12:03:51Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5757993523,56,Left,5757993521,6,,5757993529,212,11.6,5757993531,213,4.31,5757993525,140,95.2,5757993527,141,83.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305075,18,1,1,2,9,8sy0cxovuxo76tuoas3uo55xj,1,95.2,83.8,2025-05-31T12:03:50.672Z,2025-05-31T12:03:52Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5757993535,56,Left,5757993555,156,,5757993537,140,93.0,5757993539,141,96.6,5757993543,213,1.83,5757993541,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305091,19,1,1,2,11,8sy0cxovuxo76tuoas3uo55xj,1,93.0,96.6,2025-05-31T12:03:52.480Z,2025-05-31T12:09:50Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5757993627,2,,5757993641,1,,5757993633,140,90.3,5757993631,56,Right,5757993629,155,,5757993639,213,4.66,5757999519,345,,5757993635,141,14.4,5757993637,212,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305095,20,1,1,2,14,8sy0cxovuxo76tuoas3uo55xj,1,90.3,14.4,2025-05-31T12:03:55.296Z,2025-05-31T12:03:57Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5757993665,212,6.1,5757993667,213,2.80,5757993661,140,84.8,5757993663,141,17.4,5757993659,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305099,21,1,1,2,16,8sy0cxovuxo76tuoas3uo55xj,1,84.8,17.4,2025-05-31T12:03:57.504Z,2025-05-31T12:03:58Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5757993703,56,Right,5757993709,212,9.7,5757993705,140,82.8,5757993707,141,3.5,5757993711,213,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305103,22,1,1,2,17,8sy0cxovuxo76tuoas3uo55xj,0,82.8,3.5,2025-05-31T12:03:58.800Z,2025-05-31T12:04:00Z,byudescfxvi1kxlpncbv0mymt,M. Sumusalo,,,5757993723,141,33.1,5757993721,140,89.9,5757993725,212,21.5,5757993715,2,,5757993727,213,1.22,5757993719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305123,29,12,1,2,19,3ptum5fjcgw51mqui0gu6uuf4,1,10.9,68.5,2025-05-31T12:04:00.074Z,2025-05-31T12:04:08Z,eyxig53mzy4qlf208vpchs7is,M. Fonsell,,,5757993859,213,0.06,5757993855,141,70.5,5757993853,140,34.4,5757993857,212,24.7,5757993851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305111,23,1,1,2,22,8sy0cxovuxo76tuoas3uo55xj,1,68.8,30.9,2025-05-31T12:04:04.048Z,2025-05-31T12:04:04Z,8bk1u1zlolcgphg6dwdezdre,J. Lehtiranta,,,5757993789,212,8.0,5757993791,213,0.49,5757993785,140,75.5,5757993783,56,Center,5757993787,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305113,24,1,1,2,23,8sy0cxovuxo76tuoas3uo55xj,1,75.5,36.4,2025-05-31T12:04:04.608Z,2025-05-31T12:04:05Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5757993795,56,Right,5757993797,140,73.6,5757993801,212,18.4,5757993799,141,9.5,5757993803,213,4.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305115,25,1,1,2,24,8sy0cxovuxo76tuoas3uo55xj,1,73.6,9.5,2025-05-31T12:04:05.296Z,2025-05-31T12:04:06Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5757993813,141,25.9,5757993811,140,73.6,5757993817,213,1.57,5757993815,212,11.2,5757993809,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305121,26,1,1,2,25,8sy0cxovuxo76tuoas3uo55xj,0,73.6,25.9,2025-05-31T12:04:06.336Z,2025-05-31T12:04:08Z,ro21tqqaeslyebto6ukon5zo,A. Wilson,,,5757993849,213,0.81,5757993837,2,,5757993839,155,,5757993847,212,25.7,5757993845,141,53.3,5757993843,140,90.5,5757993841,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305127,30,12,1,2,27,3ptum5fjcgw51mqui0gu6uuf4,1,10.3,51.3,2025-05-31T12:04:08.554Z,2025-05-31T12:04:13Z,36gi7l0qvkbru5w6v2nym00ve,E. Patut,,,5757993869,212,16.4,5757993871,213,4.41,5757993867,141,28.3,5757993865,140,5.7,5757993863,56,Back,5757993887,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2820305135,27,1,1,2,30,8sy0cxovuxo76tuoas3uo55xj,1,91.3,71.1,2025-05-31T12:04:11.424Z,2025-05-31T12:04:12Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5757993915,213,1.84,5757993907,56,Left,5757993913,212,8.7,5757993911,141,83.5,5757993909,140,89.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
