id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2799068597,9,1,1,0,15,duspptyvnr5kpx2iko5gerhnz,1,83.7,10.6,2025-04-11T15:02:02.981Z,2025-04-11T15:02:07Z,bqc4ov50nt2cguo0rrxw2a02x,T. Reid,,,5640771555,140,86.0,5640771557,141,31.3,5640771553,56,Center,5640771561,213,1.40,5640771551,155,,5640771559,212,14.3,5640771549,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068613,10,1,1,0,20,duspptyvnr5kpx2iko5gerhnz,1,88.4,31.2,2025-04-11T15:02:07.574Z,2025-04-11T15:02:11Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640771623,56,Center,5640771629,212,8.6,5640771625,140,82.2,5640771627,141,39.5,5640771631,213,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068615,11,3,1,0,23,duspptyvnr5kpx2iko5gerhnz,0,83.3,39.8,2025-04-11T15:02:10.653Z,2025-04-11T15:49:42Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5640771755,233,4,5640771635,56,Center,5640771637,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068633,4,7,1,0,23,8sy0cxovuxo76tuoas3uo55xj,1,16.7,60.2,2025-04-11T15:02:10.654Z,2025-04-11T15:49:42Z,c538ewmcaz4z73gcftzedbob9,A. Tanaka,,,5640771737,285,,5640771735,56,Back,5640771739,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069155,28,50,1,0,25,8sy0cxovuxo76tuoas3uo55xj,1,24.4,60.0,2025-04-11T15:02:13.144Z,2025-04-11T15:49:43Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640775397,233,12,5640775381,285,,5640775379,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068623,12,7,1,0,25,duspptyvnr5kpx2iko5gerhnz,0,75.6,40.0,2025-04-11T15:02:13.145Z,2025-04-11T15:49:43Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5640775391,286,,5640775389,56,Center,5640775707,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068637,5,12,1,0,30,8sy0cxovuxo76tuoas3uo55xj,1,22.9,56.4,2025-04-11T15:02:17.678Z,2025-04-11T15:02:19Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640771761,140,44.0,5640771765,212,45.1,5640771767,213,5.23,5640771763,141,0.0,5640771759,56,Back,5640771779,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068639,6,5,1,0,31,8sy0cxovuxo76tuoas3uo55xj,0,45.0,-1.6,2025-04-11T15:02:19.095Z,2025-04-11T15:02:24Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640771775,56,Back,5640771777,347,,5640771827,233,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068641,13,5,1,0,31,duspptyvnr5kpx2iko5gerhnz,1,55.0,101.6,2025-04-11T15:02:19.095Z,2025-04-11T17:16:39Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640771791,347,,5640771789,56,Left,5640771809,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068659,14,1,1,0,33,duspptyvnr5kpx2iko5gerhnz,1,53.1,100.0,2025-04-11T15:02:21.382Z,2025-04-11T15:02:24Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640771879,107,,5640771887,212,12.7,5640771885,141,84.8,5640771883,140,48.3,5640771889,213,4.30,5640771881,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068663,15,1,1,0,35,duspptyvnr5kpx2iko5gerhnz,1,48.3,84.7,2025-04-11T15:02:23.494Z,2025-04-11T15:02:25Z,80mvshlrrlu5vt41gkruwn8fe,Y. El Ouatki,,,5640771913,212,9.0,5640771907,56,Back,5640771911,141,94.8,5640771915,213,2.27,5640771909,140,42.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068683,16,1,1,0,37,duspptyvnr5kpx2iko5gerhnz,1,42.8,94.2,2025-04-11T15:02:25.399Z,2025-04-11T15:02:29Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640772027,157,,5640772039,1,,5640772031,140,77.6,5640772033,141,87.8,5640772037,213,6.16,5640772035,212,36.8,5640772029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068685,17,1,1,0,42,duspptyvnr5kpx2iko5gerhnz,0,76.7,86.8,2025-04-11T15:02:29.734Z,2025-04-11T15:02:30Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640772065,140,86.8,5640772067,141,81.1,5640772061,155,,5640772069,212,11.3,5640772071,213,5.93,5640772063,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068689,7,1,1,0,44,8sy0cxovuxo76tuoas3uo55xj,1,15.7,18.6,2025-04-11T15:02:31.917Z,2025-04-11T15:02:34Z,8igk37zt3ixjxdtr1t9kwfnit,T. Manga,,,5640772091,141,40.7,5640772089,140,3.9,5640772093,212,19.5,5640772087,56,Back,5640772085,3,,5640772095,213,2.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068743,10,1,1,1,6,8sy0cxovuxo76tuoas3uo55xj,0,11.2,46.6,2025-04-11T15:02:53.678Z,2025-04-11T15:06:48Z,eomg9p2mo39ce40d1elkxerpx,J. Koski,,,5640772443,157,,5640772453,141,34.9,5640772451,140,55.1,5640772449,56,Center,5640772459,1,,5640772457,213,6.11,5640772455,212,46.8,5640772445,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068741,18,44,1,1,8,duspptyvnr5kpx2iko5gerhnz,1,44.8,65.0,2025-04-11T15:02:55.686Z,2025-04-11T15:49:52Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640777961,233,11,5640772441,285,,5640772439,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068745,11,44,1,1,8,8sy0cxovuxo76tuoas3uo55xj,0,55.2,35.0,2025-04-11T15:02:55.687Z,2025-04-11T15:49:52Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5640778097,233,18,5640772465,286,,5640772463,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068757,19,61,1,1,9,duspptyvnr5kpx2iko5gerhnz,1,44.1,61.2,2025-04-11T15:02:57.223Z,2025-04-11T15:06:58Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640772547,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068755,12,43,1,1,9,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-11T15:02:57.453Z,2025-04-11T15:07:13Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5640778633,144,1,5640772541,213,1.31,5640772537,141,53.7,5640772535,140,58.3,5640772529,3,0,5640772533,56,Center,5640772531,168,0,5640772539,212,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068767,13,1,1,1,11,8sy0cxovuxo76tuoas3uo55xj,1,57.7,53.1,2025-04-11T15:02:58.598Z,2025-04-11T15:09:17Z,7dvn6m2z49c2n1ev0o9rvk93o,L. Weckström,,,5640772595,141,49.0,5640772597,212,6.0,5640772599,213,3.62,5640772591,56,Center,5640772593,140,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068773,14,1,1,1,11,8sy0cxovuxo76tuoas3uo55xj,0,53.6,55.2,2025-04-11T15:02:59.101Z,2025-04-11T15:09:55Z,4m7qbjhm8zl0z7px053siv6j9,P. Forsell,,,5640772637,141,48.9,5640772635,140,57.0,5640772641,213,5.41,5640783901,233,93,5640772639,212,5.6,5640783905,286,,5640783899,236,,5640772633,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799070673,93,74,1,1,11,duspptyvnr5kpx2iko5gerhnz,1,44.0,51.7,2025-04-11T15:02:59.102Z,2025-04-11T17:15:10Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5640783911,233,14,5640783891,56,Back,5640783893,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068777,20,1,1,1,13,duspptyvnr5kpx2iko5gerhnz,1,39.7,71.1,2025-04-11T15:03:01.479Z,2025-04-11T15:03:02Z,eaa9sktij53071abummj4pkwk,A. Cicale,,,5640772667,212,5.9,5640772665,141,63.6,5640772661,56,Back,5640772669,213,4.17,5640772663,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068783,22,1,1,1,16,duspptyvnr5kpx2iko5gerhnz,0,37.0,64.3,2025-04-11T15:03:03.734Z,2025-04-11T15:03:05Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640772689,56,Left,5640772699,1,,5640772691,140,75.0,5640772693,141,100.0,5640772697,213,0.56,5640772695,212,47.1,5640772687,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068789,15,5,1,1,18,8sy0cxovuxo76tuoas3uo55xj,1,23.8,-1.6,2025-04-11T15:03:05.536Z,2025-04-11T17:16:40Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640772723,347,,5640772721,56,Back,5640772725,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068785,23,5,1,1,18,duspptyvnr5kpx2iko5gerhnz,0,76.2,101.6,2025-04-11T15:03:05.536Z,2025-04-11T15:03:09Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640772703,56,Left,5640772749,233,15,5640772705,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068827,16,1,1,1,37,8sy0cxovuxo76tuoas3uo55xj,0,22.0,0.0,2025-04-11T15:03:24.717Z,2025-04-11T15:03:27Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640773043,140,34.3,5640773039,107,,5640773045,141,16.5,5640773047,212,18.0,5640773041,56,Back,5640773049,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068843,24,43,1,1,38,duspptyvnr5kpx2iko5gerhnz,1,0.0,0.0,2025-04-11T15:03:26.284Z,2025-04-11T15:11:11Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640773123,286,0,5640773139,233,17,5640786523,144,44,5640773121,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068831,17,43,1,1,38,8sy0cxovuxo76tuoas3uo55xj,1,0.0,0.0,2025-04-11T15:03:26.285Z,2025-04-11T15:11:12Z,btr893a8ljoe8av97ji8kwr11,A. Tarvonen,,,5640786557,144,44,5640773059,285,0,5640773057,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068849,25,8,1,1,41,duspptyvnr5kpx2iko5gerhnz,1,59.3,75.6,2025-04-11T15:03:28.631Z,2025-04-11T15:11:30Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640773181,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068857,27,1,1,1,43,duspptyvnr5kpx2iko5gerhnz,1,65.7,67.8,2025-04-11T15:03:30.918Z,2025-04-11T15:03:32Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,,,5640773221,212,14.9,5640773219,141,89.7,5640773217,140,65.5,5640773215,56,Left,5640773223,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068863,28,1,1,1,44,duspptyvnr5kpx2iko5gerhnz,0,66.1,91.4,2025-04-11T15:03:31.958Z,2025-04-11T15:03:32Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640773245,212,13.6,5640773247,213,0.54,5640773239,56,Left,5640773241,140,77.2,5640773243,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068869,18,5,1,1,45,8sy0cxovuxo76tuoas3uo55xj,1,25.0,-1.6,2025-04-11T15:03:32.673Z,2025-04-11T17:16:40Z,b9s6ecsxs323kktg3cs3pisk4,A. Tulehmo,,,5640773281,233,29,5640773269,56,Back,5640773271,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068865,29,5,1,1,45,duspptyvnr5kpx2iko5gerhnz,0,75.0,101.6,2025-04-11T15:03:32.673Z,2025-04-11T15:03:35Z,1wg15zg0fffyoag6owdh35vkk,V. Rönnberg,,,5640773257,56,Left,5640773259,347,,5640773287,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068951,19,1,1,2,5,8sy0cxovuxo76tuoas3uo55xj,0,29.5,0.0,2025-04-11T15:03:52.910Z,2025-04-11T15:03:56Z,9bd4vf4tdzfipobqzp2r7gbft,M. Paavola,,,5640773753,1,,5640773743,56,Right,5640773751,213,0.29,5640773741,107,,5640773749,212,42.1,5640773745,140,67.9,5640773747,141,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068971,31,1,1,2,13,duspptyvnr5kpx2iko5gerhnz,0,30.8,74.2,2025-04-11T15:04:00.920Z,2025-04-11T15:04:05Z,1zud0qdtf6c6wzkgqhz6b94a1,M. Haukioja,,,5640773839,56,Center,5640773845,212,47.6,5640773847,213,6.03,5640773837,155,,5640773841,140,74.7,5640773849,1,,5640773843,141,56.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068981,20,44,1,2,17,8sy0cxovuxo76tuoas3uo55xj,1,26.6,49.2,2025-04-11T15:04:04.853Z,2025-04-11T15:04:09Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5640773885,285,,5640773895,233,32,5640773883,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068979,32,44,1,2,17,duspptyvnr5kpx2iko5gerhnz,0,73.4,50.8,2025-04-11T15:04:04.854Z,2025-04-11T15:04:09Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640773861,56,Center,5640773901,233,20,5640773863,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069001,21,12,1,2,18,8sy0cxovuxo76tuoas3uo55xj,1,22.6,54.4,2025-04-11T15:04:06.078Z,2025-04-11T15:04:15Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5640774027,15,,5640774005,141,47.7,5640773997,56,Back,5640774009,212,12.6,5640774011,213,5.91,5640774001,140,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799068991,33,1,1,2,19,duspptyvnr5kpx2iko5gerhnz,0,65.7,63.9,2025-04-11T15:04:06.759Z,2025-04-11T15:04:08Z,5ynhzqvpks5u5bjgno6snhyzu,P. Ahiabu,,,5640773939,141,56.4,5640773935,56,Center,5640773941,212,10.4,5640773937,140,74.3,5640773933,3,,5640773943,213,5.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069009,22,44,1,2,21,8sy0cxovuxo76tuoas3uo55xj,1,27.8,45.2,2025-04-11T15:04:08.974Z,2025-04-11T15:49:52Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5640774067,233,34,5640774037,285,,5640774035,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069011,34,44,1,2,21,duspptyvnr5kpx2iko5gerhnz,0,72.2,54.8,2025-04-11T15:04:08.975Z,2025-04-11T15:49:52Z,6zw6j1zpm7vs8zkx5z6enqpgq,M. Borchers,,,5640774043,56,Center,5640774073,233,22,5640774045,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069013,23,12,1,2,22,8sy0cxovuxo76tuoas3uo55xj,1,24.1,47.2,2025-04-11T15:04:09.646Z,2025-04-11T15:04:11Z,c5oixwvc8sk4fxliorsk7a311,J. Toivio,,,5640774049,140,29.3,5640774051,141,48.2,5640774055,213,0.12,5640774047,56,Back,5640774061,15,,5640774053,212,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069043,35,1,1,2,25,duspptyvnr5kpx2iko5gerhnz,1,73.7,56.9,2025-04-11T15:04:12.951Z,2025-04-11T15:04:29Z,1zdrpi7b401hv9w9mtykzyor9,J. Vahtera,1.0,,5640774229,213,5.06,5640774221,56,Center,5640774223,140,77.6,5640774515,210,13,5640774517,154,,5640774227,212,11.9,5640774225,141,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799069047,36,13,1,2,27,duspptyvnr5kpx2iko5gerhnz,1,84.3,37.1,2025-04-11T15:04:15.207Z,2025-04-11T15:04:29Z,ec7y1s97xpoab87z786zt0r56,M. Fall,,,5640774521,29,,5640774529,102,40,5640774535,231,51.1,5640774523,154,,5640774245,22,,5640774249,56,Center,5640774531,103,16.7,5640774361,17,,5640774525,55,35,5640774533,230,99.5,5640774359,72,5640774519,75,,,,,,,,,,,,,,,,,,,,,,,,,
