id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2804895625,112,1,1,0,14,303582z192rnbr2x28o2t7u38,1,60.5,18.8,2025-04-22T16:01:21.513Z,2025-04-22T16:10:08Z,8jb026oewf17pg61vdstcgj4l,T. Pukki,,5672726187,56,Right,5672726189,140,68.2,5672726193,212,10.7,5672726195,213,5.56,5672726191,141,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893835,4,1,1,0,15,303582z192rnbr2x28o2t7u38,0,74.4,15.8,2025-04-22T16:01:21.784Z,2025-04-22T16:01:23Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5672715759,56,Right,5672715779,286,,5672715767,213,0.47,5672715763,141,16.5,5672715765,212,1.1,5672715775,233,5,5672715761,140,75.3,5672715773,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893833,5,74,1,0,15,3cbke8cbou2ms925872vk6dwx,1,27.3,95.0,2025-04-22T16:01:21.785Z,2025-04-22T16:01:23Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5672715789,233,4,5672715757,285,,5672715755,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893841,5,1,1,0,16,303582z192rnbr2x28o2t7u38,0,74.0,15.5,2025-04-22T16:01:23.264Z,2025-04-22T16:01:23Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5672715803,56,Right,5672715811,213,5.63,5672715805,140,76.8,5672715807,141,12.2,5672715809,212,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893857,7,1,1,0,18,3cbke8cbou2ms925872vk6dwx,1,24.5,93.2,2025-04-22T16:01:24.696Z,2025-04-22T16:01:26Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5672715879,141,95.7,5672715877,140,36.5,5672715881,212,12.7,5672715875,56,Back,5672715883,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893867,8,1,1,0,19,3cbke8cbou2ms925872vk6dwx,1,34.9,93.8,2025-04-22T16:01:26.425Z,2025-04-22T16:10:59Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,5672715949,212,14.6,5672715951,213,4.99,5672715945,140,38.7,5672715943,56,Back,5672715947,141,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804895997,89,3,1,0,21,3cbke8cbou2ms925872vk6dwx,1,46.9,76.7,2025-04-22T16:01:27.602Z,2025-04-22T17:44:29Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,5672729369,286,,5672729367,56,Back,5672729375,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804896011,130,45,1,0,21,303582z192rnbr2x28o2t7u38,0,53.1,23.3,2025-04-22T16:01:27.602Z,2025-04-22T17:44:29Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672729379,233,89,5672729127,285,,5672728771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893895,9,43,1,0,22,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-04-22T16:01:29.024Z,2025-04-22T16:12:43Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,5672715983,140,46.8,5672715985,141,73.5,5672715981,56,Back,5672715987,212,18.6,5672715989,213,5.33,5672729717,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893921,10,1,1,0,24,3cbke8cbou2ms925872vk6dwx,1,48.2,72.6,2025-04-22T16:01:30.960Z,2025-04-22T16:01:38Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,5672716091,212,11.1,5672716093,213,0.65,5672716089,141,82.4,5672716087,140,56.6,5672716085,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893925,11,1,1,0,31,3cbke8cbou2ms925872vk6dwx,0,56.6,82.4,2025-04-22T16:01:38.431Z,2025-04-22T16:13:26Z,b7x9fczqecsf267ewzcvccmhh,R. Eremenko,,5672730387,155,,5672716117,212,27.7,5672716119,213,5.55,5672716115,141,55.2,5672716113,140,76.3,5672716111,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804896519,156,61,1,0,33,303582z192rnbr2x28o2t7u38,0,28.5,58.5,2025-04-22T16:01:40.002Z,2025-04-22T16:13:48Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5672730907,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804896623,101,1,1,0,35,3cbke8cbou2ms925872vk6dwx,1,75.4,23.3,2025-04-22T16:01:41.739Z,2025-04-22T16:14:14Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,5672731479,141,22.7,5672731477,140,60.1,5672731483,213,3.17,5672731475,56,Center,5672731481,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893937,12,1,1,0,35,3cbke8cbou2ms925872vk6dwx,1,61.9,35.5,2025-04-22T16:01:42.336Z,2025-04-22T16:01:45Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5672716179,141,7.0,5672716177,140,85.6,5672716181,212,31.5,5672716175,56,Right,5672716183,213,5.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893943,13,1,1,0,39,3cbke8cbou2ms925872vk6dwx,0,77.8,13.7,2025-04-22T16:01:45.664Z,2025-04-22T16:01:47Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5672716207,56,Center,5672716209,140,88.6,5672716215,213,1.15,5672716213,212,27.6,5672716205,155,,5672716203,2,,5672716211,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804896787,160,12,1,0,43,303582z192rnbr2x28o2t7u38,1,11.8,61.1,2025-04-22T16:01:49.641Z,2025-04-22T16:15:18Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,5672732739,56,Back,5672732747,213,5.79,5672732767,15,,5672732741,140,26.9,5672732743,141,48.5,5672732745,212,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804896789,161,1,1,0,43,303582z192rnbr2x28o2t7u38,1,19.4,55.2,2025-04-22T16:01:49.816Z,2025-04-22T16:15:35Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672733141,56,Back,5672733145,141,36.0,5672733143,140,24.6,5672733147,212,14.2,5672733149,213,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893977,12,1,1,0,51,303582z192rnbr2x28o2t7u38,1,67.6,60.3,2025-04-22T16:01:57.536Z,2025-04-22T16:02:03Z,bl6vj48jfq2s09w7sezntwgt0,L. Möller,,5672716345,56,Left,5672716347,140,81.6,5672716351,212,21.9,5672716349,141,84.2,5672716353,213,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893985,13,1,1,0,56,303582z192rnbr2x28o2t7u38,1,86.4,80.5,2025-04-22T16:02:03.423Z,2025-04-22T16:02:05Z,b8510xkwvx1o1bb7bszrgiane,H. Bandé,,5672716367,141,81.5,5672716363,56,Left,5672716371,213,3.04,5672716365,140,80.1,5672716369,212,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804893997,14,1,1,0,58,303582z192rnbr2x28o2t7u38,1,79.3,81.5,2025-04-22T16:02:05.168Z,2025-04-22T16:02:08Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5672716411,213,3.24,5672716403,56,Left,5672716405,140,71.7,5672716409,212,8.0,5672716407,141,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894003,15,1,1,1,2,303582z192rnbr2x28o2t7u38,1,70.4,81.2,2025-04-22T16:02:09.472Z,2025-04-22T16:02:10Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5672716423,141,86.2,5672716425,212,8.3,5672716427,213,0.42,5672716419,56,Left,5672716421,140,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894005,16,1,1,1,3,303582z192rnbr2x28o2t7u38,1,77.6,86.2,2025-04-22T16:02:10.177Z,2025-04-22T16:02:11Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5672716445,140,81.5,5672716443,56,Left,5672716447,141,95.7,5672716449,212,7.6,5672716451,213,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894009,17,1,1,1,4,303582z192rnbr2x28o2t7u38,1,81.1,95.7,2025-04-22T16:02:11.263Z,2025-04-22T16:02:12Z,b8510xkwvx1o1bb7bszrgiane,H. Bandé,,5672716463,213,4.44,5672716455,56,Left,5672716461,212,5.8,5672716459,141,87.5,5672716457,140,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894013,18,1,1,1,5,303582z192rnbr2x28o2t7u38,1,79.6,87.5,2025-04-22T16:02:11.999Z,2025-04-22T16:02:13Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,5672716481,212,6.2,5672716475,56,Left,5672716483,213,1.38,5672716477,140,80.7,5672716479,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894015,19,1,1,1,6,303582z192rnbr2x28o2t7u38,1,80.7,96.5,2025-04-22T16:02:13.263Z,2025-04-22T16:02:14Z,b8510xkwvx1o1bb7bszrgiane,H. Bandé,,5672716505,56,Left,5672716511,212,7.4,5672716513,213,3.41,5672716507,140,73.9,5672716509,141,93.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894017,20,1,1,1,7,303582z192rnbr2x28o2t7u38,1,73.1,93.6,2025-04-22T16:02:14.432Z,2025-04-22T16:02:17Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5672716537,56,Left,5672716539,140,62.7,5672716543,212,11.5,5672716545,213,3.47,5672716541,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894019,21,1,1,1,10,303582z192rnbr2x28o2t7u38,1,64.0,88.1,2025-04-22T16:02:17.471Z,2025-04-22T16:02:19Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672716559,212,5.7,5672716557,141,90.5,5672716561,213,0.29,5672716555,140,69.2,5672716553,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894021,22,1,1,1,12,303582z192rnbr2x28o2t7u38,1,69.1,90.5,2025-04-22T16:02:18.991Z,2025-04-22T16:02:21Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5672716575,140,61.6,5672716573,56,Left,5672716581,213,3.42,5672716579,212,8.2,5672716577,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894031,23,1,1,1,14,303582z192rnbr2x28o2t7u38,1,58.9,86.6,2025-04-22T16:02:21.232Z,2025-04-22T16:02:25Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672716661,141,60.8,5672716665,213,4.22,5672716663,212,19.9,5672716659,140,49.9,5672716657,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894033,24,1,1,1,18,303582z192rnbr2x28o2t7u38,1,50.3,60.8,2025-04-22T16:02:24.959Z,2025-04-22T16:02:27Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,5672716677,212,13.9,5672716679,213,1.37,5672716675,141,80.8,5672716673,140,53.0,5672716671,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894037,25,1,1,1,20,303582z192rnbr2x28o2t7u38,1,53.0,80.8,2025-04-22T16:02:27.024Z,2025-04-22T16:02:30Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672716713,213,0.52,5672716707,140,68.9,5672716705,56,Left,5672716711,212,19.2,5672716709,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894039,14,83,1,1,23,3cbke8cbou2ms925872vk6dwx,0,22.6,17.0,2025-04-22T16:02:30.152Z,2025-04-22T16:17:06Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,5672716799,399,b8510xkwvx1o1bb7bszrgiane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894041,26,1,1,1,24,303582z192rnbr2x28o2t7u38,0,72.8,82.3,2025-04-22T16:02:30.591Z,2025-04-22T16:02:32Z,b8510xkwvx1o1bb7bszrgiane,H. Bandé,,5672716729,212,6.0,5672716727,141,74.2,5672716731,213,5.13,5672716725,140,75.1,5672716723,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804897277,139,1,1,1,24,3cbke8cbou2ms925872vk6dwx,0,25.5,24.4,2025-04-22T16:02:31.525Z,2025-04-22T16:19:43Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,5672736579,141,17.6,5672736583,213,5.98,5672736575,56,Back,5672736577,140,39.6,5672736581,212,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894047,27,1,1,1,25,303582z192rnbr2x28o2t7u38,1,68.4,68.1,2025-04-22T16:02:32.424Z,2025-04-22T16:19:34Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5672716767,212,14.5,5672716769,213,2.02,5672716765,141,87.3,5672716763,140,62.4,5672716761,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894051,28,1,1,1,26,303582z192rnbr2x28o2t7u38,1,64.4,85.0,2025-04-22T16:02:33.007Z,2025-04-22T16:19:38Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,5672716791,141,73.2,5672716789,140,50.3,5672716793,212,16.8,5672716795,213,3.64,5672716787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894071,29,1,1,1,26,303582z192rnbr2x28o2t7u38,1,51.1,69.0,2025-04-22T16:02:33.367Z,2025-04-22T16:20:12Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,5672716901,213,4.55,5672716899,212,19.3,5672716897,141,41.0,5672716895,140,48.2,5672716893,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804897285,186,1,1,1,27,303582z192rnbr2x28o2t7u38,1,58.2,81.1,2025-04-22T16:02:33.616Z,2025-04-22T16:19:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,5672735255,56,Center,5672735263,213,5.48,5672735261,212,17.1,5672735259,141,63.0,5672735257,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804897289,187,1,1,1,28,303582z192rnbr2x28o2t7u38,1,68.5,62.0,2025-04-22T16:02:34.656Z,2025-04-22T16:18:05Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,5672735291,141,60.3,5672735293,212,7.3,5672735289,140,75.4,5672735295,213,6.12,5672735287,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894087,30,1,1,1,40,303582z192rnbr2x28o2t7u38,1,53.6,34.0,2025-04-22T16:02:46.752Z,2025-04-22T16:02:49Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5672716985,212,16.1,5672716983,141,56.7,5672716981,140,49.3,5672716979,56,Back,5672716987,213,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894099,31,1,1,1,43,303582z192rnbr2x28o2t7u38,1,54.5,60.6,2025-04-22T16:02:49.536Z,2025-04-22T16:02:51Z,c9yprnk5bqte686eqdm42oic5,D. O'Shaughnessy,,5672717061,213,0.90,5672717051,155,,5672717053,56,Left,5672717055,140,73.4,5672717059,212,31.8,5672717057,141,97.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894109,32,1,1,1,45,303582z192rnbr2x28o2t7u38,1,73.3,91.8,2025-04-22T16:02:51.535Z,2025-04-22T16:02:57Z,7mn880d3dieg0qb49tlzx1mfp,L. Lingman,,5672717117,213,4.76,5672717111,140,73.8,5672717113,141,76.1,5672717115,212,10.7,5672717109,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894111,33,1,1,1,50,303582z192rnbr2x28o2t7u38,1,70.9,57.3,2025-04-22T16:02:57.103Z,2025-04-22T16:02:58Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,5672717123,140,63.8,5672717125,141,7.1,5672717131,1,,5672717121,56,Right,5672717127,212,34.9,5672717129,213,4.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894127,34,1,1,1,51,303582z192rnbr2x28o2t7u38,1,63.8,7.1,2025-04-22T16:02:58.368Z,2025-04-22T16:03:01Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,5672717203,141,3.7,5672717205,212,9.4,5672717207,213,6.04,5672717201,140,72.5,5672717199,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894131,35,3,1,1,54,303582z192rnbr2x28o2t7u38,0,78.4,2.6,2025-04-22T16:03:01.280Z,2025-04-22T16:03:06Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,5672717213,286,,5672717253,233,15,5672717211,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894141,15,7,1,1,54,3cbke8cbou2ms925872vk6dwx,1,21.6,97.4,2025-04-22T16:03:01.281Z,2025-04-22T16:03:05Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5672717239,167,,5672717241,56,Back,5672717247,233,35,5672717243,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2804894153,16,5,1,1,55,3cbke8cbou2ms925872vk6dwx,0,25.0,101.4,2025-04-22T16:03:02.257Z,2025-04-22T17:00:13Z,dlpw0ifxzwotsw2ttopgispka,E. Arko-Mensah,,5672717303,233,36,5672717293,56,Back,5672717295,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
