id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2817384713,9,1,1,0,14,303582z192rnbr2x28o2t7u38,0,43.7,51.0,2025-05-20T15:00:47.438Z,2025-05-20T15:02:56Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741643453,212,14.3,5741643451,141,53.7,5741643449,140,57.2,5741643447,56,Center,5741643455,213,0.13,5741643445,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384723,4,1,1,0,18,ea3yd0dgq6uy6pupkpn17j5xg,1,45.7,51.3,2025-05-20T15:00:51.467Z,2025-05-20T15:00:54Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741643503,141,67.8,5741643507,213,2.39,5741643499,56,Back,5741643501,140,34.3,5741643505,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384731,5,1,1,0,21,ea3yd0dgq6uy6pupkpn17j5xg,1,34.3,67.8,2025-05-20T15:00:54.298Z,2025-05-20T15:00:57Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741643553,141,50.3,5741643551,140,39.5,5741643557,213,5.14,5741643555,212,13.1,5741643549,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384739,6,1,1,0,24,ea3yd0dgq6uy6pupkpn17j5xg,1,37.0,33.7,2025-05-20T15:00:57.755Z,2025-05-20T15:01:00Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5741643589,140,55.4,5741643595,213,6.17,5741643587,56,Center,5741643591,141,30.6,5741643593,212,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384753,7,1,1,0,27,ea3yd0dgq6uy6pupkpn17j5xg,1,54.4,27.9,2025-05-20T15:01:00.634Z,2025-05-20T15:01:05Z,dytql3b2co1cst72z5qf879pl,J. Streng,,,5741643687,56,Right,5741643695,213,4.64,5741643693,212,14.8,5741643691,141,6.2,5741643689,140,53.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384757,8,1,1,0,31,ea3yd0dgq6uy6pupkpn17j5xg,1,46.1,3.1,2025-05-20T15:01:04.971Z,2025-05-20T15:01:08Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741643733,212,24.2,5741643729,140,37.0,5741643731,141,35.8,5741643735,213,1.98,5741643727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384763,9,1,1,0,34,ea3yd0dgq6uy6pupkpn17j5xg,1,37.0,35.8,2025-05-20T15:01:08.090Z,2025-05-20T15:01:10Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5741643791,141,67.2,5741643793,212,22.0,5741643795,213,1.82,5741643787,56,Back,5741643789,140,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384773,10,1,1,0,39,ea3yd0dgq6uy6pupkpn17j5xg,1,32.8,65.5,2025-05-20T15:01:12.555Z,2025-05-20T15:01:17Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741643869,140,49.6,5741643871,141,52.7,5741643867,56,Back,5741643873,212,19.7,5741643875,213,5.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384779,11,1,1,0,43,ea3yd0dgq6uy6pupkpn17j5xg,1,41.0,62.6,2025-05-20T15:01:17.098Z,2025-05-20T15:01:19Z,ciursygt8i2deeszjdebb28yx,E. Mastokangas,,,5741643921,213,2.73,5741643917,141,73.2,5741643913,56,Back,5741643919,212,17.9,5741643915,140,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384785,12,1,1,0,46,ea3yd0dgq6uy6pupkpn17j5xg,1,27.1,63.9,2025-05-20T15:01:19.770Z,2025-05-20T15:01:21Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741643945,212,26.0,5741643943,141,25.9,5741643941,140,24.8,5741643947,213,4.62,5741643939,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384797,13,1,1,0,50,ea3yd0dgq6uy6pupkpn17j5xg,0,27.8,25.5,2025-05-20T15:01:23.419Z,2025-05-20T15:01:24Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741643991,56,Back,5741643997,212,17.7,5741643999,213,0.13,5741643993,140,44.5,5741643995,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384805,11,1,1,0,51,303582z192rnbr2x28o2t7u38,1,56.2,80.9,2025-05-20T15:01:24.272Z,2025-05-20T15:01:28Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741644051,213,0.25,5741644047,141,90.0,5741644049,212,25.0,5741644043,56,Left,5741644045,140,79.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384811,12,1,1,0,54,303582z192rnbr2x28o2t7u38,1,81.0,91.1,2025-05-20T15:01:27.984Z,2025-05-20T15:01:32Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741644087,141,92.7,5741644083,56,Left,5741644089,212,3.6,5741644085,140,77.7,5741644091,213,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384815,13,1,1,0,59,303582z192rnbr2x28o2t7u38,1,79.1,86.2,2025-05-20T15:01:32.304Z,2025-05-20T15:01:34Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741644105,140,73.9,5741644107,141,83.9,5741644103,56,Left,5741644111,213,3.42,5741644109,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384823,14,1,1,1,0,303582z192rnbr2x28o2t7u38,1,73.1,83.8,2025-05-20T15:01:33.984Z,2025-05-20T15:01:35Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,,,5741644159,140,77.0,5741644157,56,Left,5741644165,213,1.11,5741644163,212,9.2,5741644161,141,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384829,15,1,1,1,1,303582z192rnbr2x28o2t7u38,1,77.0,95.9,2025-05-20T15:01:35.072Z,2025-05-20T15:01:37Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741644209,213,5.38,5741644205,141,76.7,5741644201,56,Center,5741644207,212,16.7,5741644203,140,86.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384831,16,50,1,1,3,303582z192rnbr2x28o2t7u38,1,86.2,75.0,2025-05-20T15:01:37.007Z,2025-05-20T15:27:00Z,4cooeu9zahategmvpj3zdr6xh,S. Hostikka,,,5741644215,56,Center,5741644217,286,,5741644229,233,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384835,14,7,1,1,3,ea3yd0dgq6uy6pupkpn17j5xg,1,13.8,25.0,2025-05-20T15:01:37.008Z,2025-05-20T15:26:59Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741644225,233,16,5741644221,56,Back,5741644223,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384839,16,1,1,1,5,ea3yd0dgq6uy6pupkpn17j5xg,1,16.0,21.6,2025-05-20T15:01:38.364Z,2025-05-20T15:01:40Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741644249,140,12.3,5741644247,56,Back,5741644253,212,6.5,5741644251,141,14.0,5741644255,213,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384841,17,1,1,1,6,ea3yd0dgq6uy6pupkpn17j5xg,0,12.1,13.8,2025-05-20T15:01:40.091Z,2025-05-20T15:01:41Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741644261,140,30.9,5741644267,213,6.18,5741644263,141,10.7,5741644265,212,19.9,5741644259,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384843,17,61,1,1,8,303582z192rnbr2x28o2t7u38,1,72.7,86.2,2025-05-20T15:01:41.876Z,2025-05-20T15:09:48Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741644271,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384861,19,1,1,1,12,303582z192rnbr2x28o2t7u38,1,64.7,85.7,2025-05-20T15:01:45.489Z,2025-05-20T15:01:50Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741644373,140,68.7,5741644379,213,0.95,5741644371,56,Left,5741644377,212,7.3,5741644375,141,94.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384865,20,1,1,1,16,303582z192rnbr2x28o2t7u38,1,65.3,87.1,2025-05-20T15:01:49.937Z,2025-05-20T15:01:52Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741644405,140,57.4,5741644407,141,93.6,5741644403,56,Left,5741644411,213,2.65,5741644409,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384867,21,1,1,1,18,303582z192rnbr2x28o2t7u38,1,57.4,93.6,2025-05-20T15:01:51.888Z,2025-05-20T15:01:52Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741644421,212,12.8,5741644423,213,5.99,5741644419,141,88.1,5741644417,140,69.1,5741644415,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384871,22,1,1,1,19,303582z192rnbr2x28o2t7u38,1,69.1,88.1,2025-05-20T15:01:52.752Z,2025-05-20T15:01:53Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741644435,212,5.9,5741644441,156,,5741644433,141,95.0,5741644429,56,Left,5741644431,140,65.7,5741644437,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384895,23,1,1,1,21,303582z192rnbr2x28o2t7u38,1,63.1,96.3,2025-05-20T15:01:54.304Z,2025-05-20T15:01:58Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741644545,213,3.24,5741644537,56,Back,5741644543,212,17.1,5741644541,141,93.9,5741644539,140,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384901,24,1,1,1,25,303582z192rnbr2x28o2t7u38,1,45.8,90.8,2025-05-20T15:01:58.768Z,2025-05-20T15:02:02Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741644577,56,Back,5741644585,213,4.39,5741644581,141,61.5,5741644583,212,21.0,5741644579,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384903,25,1,1,1,28,303582z192rnbr2x28o2t7u38,1,39.4,60.3,2025-05-20T15:02:01.872Z,2025-05-20T15:02:06Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741644607,56,Back,5741644613,212,29.5,5741644611,141,19.7,5741644609,140,49.2,5741644615,213,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384905,26,1,1,1,32,303582z192rnbr2x28o2t7u38,1,52.3,15.2,2025-05-20T15:02:05.952Z,2025-05-20T15:02:09Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5741644627,141,6.1,5741644623,56,Right,5741644625,140,58.4,5741644629,212,8.9,5741644631,213,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384907,27,1,1,1,36,303582z192rnbr2x28o2t7u38,1,52.8,7.3,2025-05-20T15:02:09.248Z,2025-05-20T15:02:12Z,eswp4t4r8ktirsnkodz26gyui,B. Michel,,,5741644643,141,19.1,5741644647,213,2.71,5741644641,140,36.0,5741644645,212,19.4,5741644639,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384915,28,1,1,1,38,303582z192rnbr2x28o2t7u38,1,36.0,25.5,2025-05-20T15:02:11.904Z,2025-05-20T15:02:14Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741644687,140,43.9,5741644689,141,44.6,5741644691,212,15.4,5741644693,213,1.00,5741644685,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384927,29,1,1,1,41,303582z192rnbr2x28o2t7u38,1,38.9,42.4,2025-05-20T15:02:14.272Z,2025-05-20T15:02:20Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741644785,140,31.3,5741644791,213,2.64,5741644783,56,Back,5741644789,212,9.1,5741644787,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384931,30,1,1,1,47,303582z192rnbr2x28o2t7u38,1,40.4,46.3,2025-05-20T15:02:20.256Z,2025-05-20T15:02:22Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741644805,56,Back,5741644807,140,46.0,5741644813,213,1.24,5741644809,141,71.8,5741644811,212,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384933,31,1,1,1,49,303582z192rnbr2x28o2t7u38,0,52.6,80.9,2025-05-20T15:02:22.432Z,2025-05-20T15:02:24Z,7198rz1vtgazkeytaltke2noq,G. Kanellopoulos,,,5741644825,141,93.3,5741644829,213,0.62,5741644823,140,63.8,5741644821,56,Left,5741644827,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384935,18,8,1,1,51,ea3yd0dgq6uy6pupkpn17j5xg,1,32.1,8.5,2025-05-20T15:02:24.235Z,2025-05-20T15:02:24Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741644831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384945,20,1,1,1,54,ea3yd0dgq6uy6pupkpn17j5xg,1,60.1,2.3,2025-05-20T15:02:27.344Z,2025-05-20T15:02:32Z,oqudbhzm03z0sfh8tw4qoqhg,G. Oksanen,,,5741644969,141,25.9,5741644973,213,0.55,5741644967,140,85.3,5741644971,212,30.9,5741644965,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384947,21,61,1,1,59,ea3yd0dgq6uy6pupkpn17j5xg,0,94.8,26.1,2025-05-20T15:02:32.155Z,2025-05-20T15:02:32Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741644983,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384949,22,5,1,1,59,ea3yd0dgq6uy6pupkpn17j5xg,0,101.2,30.4,2025-05-20T15:02:33.035Z,2025-05-20T15:02:35Z,1coz8r44qcr2aau1u09888i6s,M. Bojang,,,5741645011,346,,5741645009,56,Center,5741645037,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384953,32,5,1,1,59,303582z192rnbr2x28o2t7u38,1,-1.2,69.6,2025-05-20T15:02:33.035Z,2025-05-20T15:06:37Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741645027,56,Back,5741645031,233,22,5741645029,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384967,33,1,1,2,7,303582z192rnbr2x28o2t7u38,1,4.4,50.6,2025-05-20T15:02:40.929Z,2025-05-20T15:02:41Z,ebqj8v33xv3otev2pycc6xomh,T. Nijhuis,,,5741645115,141,23.9,5741645111,56,Back,5741645117,212,25.6,5741645109,124,,5741645113,140,21.6,5741645123,237,,5741645119,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384971,34,1,1,2,8,303582z192rnbr2x28o2t7u38,1,21.6,23.9,2025-05-20T15:02:41.712Z,2025-05-20T15:02:47Z,19xsgxk4g4gf1ickmbc92uzu,M. Ylitolva,,,5741645159,56,Back,5741645165,212,14.8,5741645167,213,2.53,5741645161,140,10.1,5741645163,141,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384985,35,1,1,2,14,303582z192rnbr2x28o2t7u38,1,10.1,36.4,2025-05-20T15:02:47.568Z,2025-05-20T15:02:53Z,95h8ci71qugckn045d3rumlm1,G. Antzoulas,,,5741645245,141,58.5,5741645243,140,14.7,5741645249,213,1.26,5741645247,212,15.8,5741645241,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384995,36,1,1,2,20,303582z192rnbr2x28o2t7u38,1,24.7,62.3,2025-05-20T15:02:53.280Z,2025-05-20T15:02:58Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741645359,213,1.83,5741645351,56,Back,5741645357,212,14.1,5741645353,140,21.3,5741645355,141,82.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817384999,37,1,1,2,24,303582z192rnbr2x28o2t7u38,1,21.5,82.0,2025-05-20T15:02:57.889Z,2025-05-20T15:02:59Z,9fpgvc2avj64hiii3wd6w74k,K. Simojoki,,,5741645389,213,5.32,5741645383,140,26.2,5741645381,56,Back,5741645387,212,8.7,5741645385,141,71.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817385005,38,1,1,2,26,303582z192rnbr2x28o2t7u38,0,34.0,63.4,2025-05-20T15:02:59.824Z,2025-05-20T15:03:04Z,18p445rm69t2xc13vggv5oueh,V. Tikkanen,,,5741645415,140,71.7,5741645413,56,Center,5741645419,212,40.0,5741645411,155,,5741645417,141,72.3,5741645421,213,0.15,5741645423,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817385007,23,1,1,2,31,ea3yd0dgq6uy6pupkpn17j5xg,1,26.1,35.4,2025-05-20T15:03:04.316Z,2025-05-20T15:12:16Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5741651703,141,40.5,5741651707,213,1.86,5741651701,140,25.1,5741651705,212,3.6,5741645425,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817385021,25,1,1,2,33,ea3yd0dgq6uy6pupkpn17j5xg,0,24.8,33.7,2025-05-20T15:03:07.019Z,2025-05-20T15:03:07Z,23ngtx061omtotnlvbzlgd3bo,T. Koivisto,,,5741645495,140,42.9,5741645497,141,20.9,5741645493,56,Back,5741645501,213,5.85,5741645499,212,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817385027,40,1,1,2,35,303582z192rnbr2x28o2t7u38,1,68.9,79.3,2025-05-20T15:03:08.833Z,2025-05-20T15:03:23Z,bas4d4drvf8kefls9tszu0oic,P. Mentu,1.0,,5741645539,141,33.4,5741645687,154,,5741645685,210,13,5741645533,155,,5741645537,140,92.5,5741645545,1,,5741645535,56,Center,5741645541,212,39.9,5741645543,213,5.38,,,,,,,,,,,,,,,,,,,,,,,,
2817385029,41,13,1,2,37,303582z192rnbr2x28o2t7u38,1,90.1,37.4,2025-05-20T15:03:10.320Z,2025-05-20T15:13:09Z,5j2hy92q8f17nppznxrp8kxxx,A. Ring,,,5741645597,17,,5741645553,56,Center,5741645699,154,,5741645707,103,63.9,5741645697,29,,5741645709,328,,5741645705,102,44.0,5741645595,20,,5741645701,55,40,5741645695,81,5741645549,22,5741645713,231,48.2,5741645711,230,99.0,,,,,,,,,,,,,,
