id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/14/value
2815265127,6,43,1,0,15,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-16T15:00:56.214Z,2025-05-16T15:06:04Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5730068843,140,84.3,5730068845,141,75.4,5730068841,56,Center,5730072719,144,1,5730068849,213,6.22,5730068839,155,0,5730068847,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265731,40,1,1,0,15,3cbke8cbou2ms925872vk6dwx,0,58.5,81.2,2025-05-16T15:00:56.533Z,2025-05-16T15:06:19Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5730072837,140,72.1,5730072839,141,72.6,5730072843,213,5.89,5730072833,3,,5730072835,56,Center,5730072841,212,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265129,7,4,1,0,16,3cbke8cbou2ms925872vk6dwx,1,76.2,74.6,2025-05-16T15:00:57.365Z,2025-05-16T15:01:25Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5730068975,264,,5730068865,286,,5730068973,13,,5730068979,233,5,5730068977,152,,5730068863,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265119,5,4,1,0,16,ea3yd0dgq6uy6pupkpn17j5xg,0,23.8,25.4,2025-05-16T15:00:57.366Z,2025-05-16T15:18:24Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5730068983,233,7,5730068799,56,Back,5730068801,285,,5730068989,264,,5730068987,13,,5730068991,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265123,6,43,1,0,16,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-16T15:00:57.710Z,2025-05-16T15:01:29Z,17p2jqe16w5j9qh5f8yr80g7o,O. Väistö,,,5730068813,213,3.14,5730068809,141,24.9,5730068807,140,24.3,5730068811,212,0,5730068815,15,0,5730069007,144,12,5730068805,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265155,8,13,1,1,9,3cbke8cbou2ms925872vk6dwx,1,72.7,69.6,2025-05-16T15:01:50.837Z,2025-05-16T17:03:24Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5730069131,26,,5730069225,103,54.2,5730069229,230,98.2,5730069133,18,,5730069179,20,,5730069231,231,51.4,5730069135,56,Center,5730069227,458,,5730069223,102,45.0,5730275087,85,,,,,,,,,,,,,,,,,,,,,,
2815265161,7,5,1,1,11,ea3yd0dgq6uy6pupkpn17j5xg,1,-1.0,39.2,2025-05-16T15:01:52.881Z,2025-05-16T16:00:52Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5730069165,346,,5730069163,56,Back,5730069175,233,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265163,9,5,1,1,11,3cbke8cbou2ms925872vk6dwx,0,101.0,60.8,2025-05-16T15:01:52.881Z,2025-05-16T16:00:52Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5730069169,346,,5730069167,56,Center,5730069193,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265203,8,1,1,1,30,ea3yd0dgq6uy6pupkpn17j5xg,1,5.1,60.9,2025-05-16T15:02:11.666Z,2025-05-16T15:02:16Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5730069411,124,,5730069415,140,2.0,5730069417,141,50.1,5730069419,212,8.0,5730069421,213,4.30,5730069425,237,,5730069413,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265207,9,1,1,1,35,ea3yd0dgq6uy6pupkpn17j5xg,0,5.4,45.4,2025-05-16T15:02:16.790Z,2025-05-16T15:02:19Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5730069445,140,44.7,5730069441,157,,5730069451,213,0.07,5730069453,1,,5730069443,56,Back,5730069447,141,49.9,5730069449,212,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265209,10,8,1,1,38,3cbke8cbou2ms925872vk6dwx,1,59.3,38.9,2025-05-16T15:02:19.997Z,2025-05-16T15:02:20Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5730069455,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265229,12,1,1,1,41,3cbke8cbou2ms925872vk6dwx,0,63.9,36.7,2025-05-16T15:02:22.782Z,2025-05-16T15:02:24Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5730069539,213,5.75,5730069537,212,26.9,5730069533,140,85.9,5730069531,56,Right,5730069535,141,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265231,10,43,1,1,43,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-16T15:02:24.293Z,2025-05-16T15:08:41Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730074681,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265235,11,4,1,1,44,ea3yd0dgq6uy6pupkpn17j5xg,1,17.8,91.2,2025-05-16T15:02:26.011Z,2025-05-16T15:02:33Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730069563,56,Back,5730069571,233,13,5730069569,285,,5730069561,13,,5730069565,152,,5730069659,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265239,13,4,1,1,44,3cbke8cbou2ms925872vk6dwx,0,82.2,8.8,2025-05-16T15:02:26.012Z,2025-05-16T15:02:31Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5730069551,13,,5730069555,152,,5730069577,233,11,5730069559,286,,5730069653,294,,5730069553,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265289,12,1,1,2,5,ea3yd0dgq6uy6pupkpn17j5xg,1,19.1,93.8,2025-05-16T15:02:47.036Z,2025-05-16T15:03:10Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730069919,152,,5730069931,1,,5730069925,141,88.1,5730069921,56,Left,5730069927,212,40.2,5730069929,213,6.19,5730070209,155,,5730069923,140,57.2,5730069915,5,,,,,,,,,,,,,,,,,,,,,,,,,
2815265291,13,1,1,2,10,ea3yd0dgq6uy6pupkpn17j5xg,1,55.3,88.7,2025-05-16T15:02:51.678Z,2025-05-16T15:02:53Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5730069947,141,79.6,5730069949,212,12.5,5730069945,140,45.0,5730069951,213,3.66,5730069943,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265301,14,1,1,2,12,ea3yd0dgq6uy6pupkpn17j5xg,1,45.0,79.6,2025-05-16T15:02:53.256Z,2025-05-16T15:02:54Z,f2qohaex1g5tvz10leo2ia6s,M. Arsalo,,,5730069999,212,13.5,5730069997,141,96.9,5730069993,56,Back,5730070001,213,2.09,5730069995,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265305,15,1,1,2,13,ea3yd0dgq6uy6pupkpn17j5xg,1,38.6,96.9,2025-05-16T15:02:54.568Z,2025-05-16T15:02:57Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730070033,56,Back,5730070041,213,3.50,5730070035,140,15.7,5730070039,212,25.7,5730070037,141,83.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265315,16,1,1,2,16,ea3yd0dgq6uy6pupkpn17j5xg,1,10.2,76.4,2025-05-16T15:02:57.620Z,2025-05-16T15:03:03Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5730070091,56,Back,5730070095,141,50.9,5730070093,140,3.2,5730070099,213,4.31,5730070097,212,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265323,17,1,1,2,22,ea3yd0dgq6uy6pupkpn17j5xg,0,6.0,34.6,2025-05-16T15:03:03.246Z,2025-05-16T15:09:45Z,dcv3bj7tkpb8of9xh3br2510q,R. Paunio,,,5730070145,212,36.0,5730070141,140,39.5,5730075769,155,,5730070143,141,45.8,5730070139,56,Back,5730070147,213,0.21,5730070149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265327,15,1,1,2,24,3cbke8cbou2ms925872vk6dwx,1,58.1,60.8,2025-05-16T15:03:05.205Z,2025-05-16T15:03:07Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5730070181,56,Center,5730070185,141,63.6,5730070183,140,74.4,5730070179,3,,5730070187,212,17.2,5730070189,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265333,17,1,1,2,26,3cbke8cbou2ms925872vk6dwx,1,75.6,65.7,2025-05-16T15:03:07.669Z,2025-05-16T15:03:10Z,d8t6nh7paunxlvadzlfx69xx,T. Väyrynen,,,5730070217,212,16.3,5730070219,213,1.73,5730070213,140,73.2,5730070215,141,89.4,5730070211,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265337,18,1,1,2,29,3cbke8cbou2ms925872vk6dwx,1,72.8,92.4,2025-05-16T15:03:10.677Z,2025-05-16T15:03:12Z,anqhl7ehns6thx9ldto2jp5ud,J. Raitala,,,5730070235,213,1.60,5730070231,141,98.0,5730070227,56,Left,5730070233,212,3.8,5730070229,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265345,19,1,1,2,31,3cbke8cbou2ms925872vk6dwx,1,72.7,98.0,2025-05-16T15:03:12.565Z,2025-05-16T15:03:16Z,b0wmozayt7xbjz6ihhdiczq0a,J. Latonen,,,5730070267,56,Left,5730070271,141,92.6,5730070275,213,3.39,5730070269,140,58.9,5730070273,212,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265353,20,1,1,2,34,3cbke8cbou2ms925872vk6dwx,1,58.7,92.1,2025-05-16T15:03:15.917Z,2025-05-16T15:03:17Z,6q0g98fnbdx5sg52lazo2sqac,P. Gnanou,,,5730070327,213,5.27,5730070319,56,Left,5730070325,212,7.3,5730070321,140,62.4,5730070323,141,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265371,21,1,1,2,36,3cbke8cbou2ms925872vk6dwx,1,58.0,79.6,2025-05-16T15:03:17.629Z,2025-05-16T15:03:21Z,19yfn0sushy5fc003vhn0skwl,E. Bashkirov,,,5730070409,212,27.9,5730070407,141,56.0,5730070403,56,Back,5730070411,213,3.76,5730070405,140,36.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265383,22,1,1,2,40,3cbke8cbou2ms925872vk6dwx,1,35.0,54.3,2025-05-16T15:03:21.277Z,2025-05-16T15:03:24Z,bpjmwp030jnapyjfii8nyqdhx,J. Ojala,,,5730070485,141,15.5,5730070481,56,Back,5730070483,140,35.0,5730070491,213,4.71,5730070487,212,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265387,23,1,1,2,43,3cbke8cbou2ms925872vk6dwx,0,35.2,11.0,2025-05-16T15:03:24.277Z,2025-05-16T15:10:47Z,nxt066bqaqw7grehjw514d7t,S. Heiskanen,,,5730070499,56,Center,5730070507,213,0.38,5730070509,1,,5730070501,140,63.8,5730070505,212,32.4,5730070503,141,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265403,19,1,1,2,47,ea3yd0dgq6uy6pupkpn17j5xg,1,30.6,82.4,2025-05-16T15:03:28.299Z,2025-05-16T15:03:31Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5730070593,212,9.7,5730070595,213,1.34,5730070589,140,32.7,5730070591,141,96.3,5730070587,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265411,20,1,1,2,50,ea3yd0dgq6uy6pupkpn17j5xg,1,27.7,96.9,2025-05-16T15:03:31.645Z,2025-05-16T15:03:35Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730070649,213,4.24,5730070647,212,14.5,5730070643,140,21.4,5730070641,56,Back,5730070645,141,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265417,21,1,1,2,54,ea3yd0dgq6uy6pupkpn17j5xg,1,24.0,77.6,2025-05-16T15:03:35.196Z,2025-05-16T15:03:38Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5730070691,213,1.44,5730070689,212,12.4,5730070687,141,95.7,5730070685,140,25.5,5730070683,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265423,22,1,1,2,56,ea3yd0dgq6uy6pupkpn17j5xg,1,25.5,95.7,2025-05-16T15:03:37.883Z,2025-05-16T15:03:39Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730070715,213,0.08,5730070711,141,96.9,5730070713,212,9.7,5730070707,56,Back,5730070709,140,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265441,23,1,1,2,58,ea3yd0dgq6uy6pupkpn17j5xg,1,34.7,96.9,2025-05-16T15:03:39.133Z,2025-05-16T15:11:40Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5730070815,140,32.7,5730070821,213,4.46,5730070813,56,Back,5730077557,156,,5730070819,212,8.5,5730070817,141,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265443,24,4,1,3,2,ea3yd0dgq6uy6pupkpn17j5xg,1,56.8,81.0,2025-05-16T15:03:43.852Z,2025-05-16T15:03:53Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730070857,152,,5730070861,286,,5730070853,13,,5730070965,295,,5730070855,56,Left,5730070867,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265439,24,4,1,3,2,3cbke8cbou2ms925872vk6dwx,0,43.2,19.0,2025-05-16T15:03:43.853Z,2025-05-16T15:04:08Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5730070843,56,Back,5730070849,285,,5730070845,152,,5730070841,13,,5730071003,295,,5730070873,233,24,5730071101,55,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265453,25,17,1,3,9,3cbke8cbou2ms925872vk6dwx,1,0.0,0.0,2025-05-16T15:03:50.309Z,2025-05-16T15:04:08Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5730071071,31,,5730071075,13,243,5730071073,393,,5730071077,55,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265491,25,1,1,3,42,ea3yd0dgq6uy6pupkpn17j5xg,1,51.6,83.5,2025-05-16T15:04:23.428Z,2025-05-16T15:04:25Z,bmbdwons7wudqebn3o3flm19l,V. Gasc,,,5730071239,5,,5730071247,141,85.7,5730071249,212,18.5,5730071243,56,Left,5730071241,152,,5730071245,140,69.2,5730071251,213,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265493,26,1,1,3,44,ea3yd0dgq6uy6pupkpn17j5xg,0,69.2,85.7,2025-05-16T15:04:25.272Z,2025-05-16T15:04:26Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5730071255,56,Left,5730071263,213,6.22,5730071259,141,84.8,5730071261,212,9.2,5730071257,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265503,27,83,1,3,47,ea3yd0dgq6uy6pupkpn17j5xg,0,77.6,83.8,2025-05-16T15:04:28.177Z,2025-05-16T15:04:31Z,ayl3txfejfa46xvwnzzd76vze,K. Paananen,,,5730071373,399,4a8qjfagq2xr6wqsv875jth0q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265513,27,1,1,3,48,3cbke8cbou2ms925872vk6dwx,0,22.6,20.7,2025-05-16T15:04:30.078Z,2025-05-16T15:12:37Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5730071363,212,47.9,5730071355,155,,5730071367,1,,5730071359,140,68.2,5730071357,56,Center,5730071365,213,0.02,5730071361,141,21.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265523,29,1,1,3,50,ea3yd0dgq6uy6pupkpn17j5xg,1,36.8,94.2,2025-05-16T15:04:31.848Z,2025-05-16T16:02:36Z,czynssza36ggpaezb0i14si22,S. Chukwudi,,,5730071407,213,0.08,5730071399,56,Left,5730071405,212,17.4,5730071401,140,53.3,5730071403,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265525,30,1,1,3,51,ea3yd0dgq6uy6pupkpn17j5xg,0,53.3,96.2,2025-05-16T15:04:32.644Z,2025-05-16T16:02:38Z,7glr1eur910fj5b5fg743job9,R. Karjalainen,,,5730071421,212,11.8,5730071417,140,64.1,5730071419,141,91.5,5730071423,213,6.01,5730071415,56,Left,5730078453,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815267069,124,8,1,3,52,3cbke8cbou2ms925872vk6dwx,1,26.4,6.6,2025-05-16T15:04:33.338Z,2025-05-16T16:02:40Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5730081491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265527,28,1,1,3,53,3cbke8cbou2ms925872vk6dwx,1,33.0,14.3,2025-05-16T15:04:34.909Z,2025-05-16T16:02:39Z,4a8qjfagq2xr6wqsv875jth0q,V. Hänninen,,,5730071439,213,0.02,5730071437,212,9.3,5730071433,140,41.9,5730112903,233,113,5730071431,56,Back,5730071435,141,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815265529,31,43,1,3,56,ea3yd0dgq6uy6pupkpn17j5xg,1,0.0,0.0,2025-05-16T15:04:37.132Z,2025-05-16T15:18:57Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730082763,233,28,5730082749,285,0,5730083815,144,74,5730071441,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815267479,140,1,1,3,56,3cbke8cbou2ms925872vk6dwx,0,40.3,8.6,2025-05-16T15:04:37.786Z,2025-05-16T16:02:47Z,bbdoe533sbua0ikwxa8ldo91x,A. Kabashi,,,5730087901,140,39.5,5730087905,212,1.4,5730084799,56,Back,5730087907,213,2.20,5730113079,233,113,5730088707,236,,5730087903,141,10.3,5730088709,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815266949,113,74,1,3,56,ea3yd0dgq6uy6pupkpn17j5xg,1,55.7,91.8,2025-05-16T15:04:37.787Z,2025-05-16T16:02:45Z,2qks3nbpd8o6igkqjl9e4po4q,Babacar Fati,,,5730082689,56,Left,5730112897,233,140,5730088579,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
