id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/10/value,qualifier/8/value,qualifier/16/value,qualifier/15/value
2709230879,9,1,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.1,27.4,2024-08-16T16:59:45.982Z,2024-08-16T16:59:49Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5150094777,212,19.6,5150094773,140,41.7,5150094775,141,4.9,5150094779,213,5.38,5150094771,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230889,10,1,1,0,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.7,4.6,2024-08-16T16:59:49.679Z,2024-08-16T16:59:51Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5150094817,212,20.0,5150094811,56,Right,5150094819,213,0.40,5150094815,141,16.1,5150094813,140,73.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230887,3,43,1,0,21,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-16T16:59:51.204Z,2024-08-16T16:59:59Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5150094809,56,Back,5150094907,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230891,4,43,1,0,22,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-16T16:59:51.936Z,2024-08-16T17:00:01Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5150094927,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230895,11,4,1,0,23,aqtkb4mgrz8c6iqfufj6qjbv9,1,71.7,16.4,2024-08-16T16:59:53.030Z,2024-08-16T17:57:29Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5150094849,152,,5150094853,286,,5150094847,56,Right,5150094851,265,,5150094899,233,5,5150094845,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230901,5,4,1,0,23,8cfkisxf1fkxdqtt6tx1tup48,0,28.3,83.6,2024-08-16T16:59:53.031Z,2024-08-16T17:57:29Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5150094891,56,Back,5150094903,233,11,5150094897,285,,5150094893,152,,5150094895,265,,5150094889,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230985,12,1,1,0,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,72.6,13.5,2024-08-16T17:00:29.102Z,2024-08-16T17:00:31Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5150095369,155,,5150095371,152,,5150095379,212,39.6,5150095383,1,,5150095373,56,Center,5150095367,5,,5150095381,213,0.81,5150095375,140,98.5,5150095365,2,5150095377,141,55.8,,,,,,,,,,,,,,,,,,,,,,,,,
2709230987,6,12,1,1,2,8cfkisxf1fkxdqtt6tx1tup48,1,9.5,33.3,2024-08-16T17:00:31.688Z,2024-08-16T17:00:34Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5150095395,15,,5150095389,141,48.4,5150095393,213,0.59,5150095391,212,18.5,5150095385,56,Back,5150095387,140,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709230999,7,12,1,1,4,8cfkisxf1fkxdqtt6tx1tup48,1,16.9,55.7,2024-08-16T17:00:34.032Z,2024-08-16T17:00:40Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5150095455,140,29.1,5150095453,56,Back,5150095463,15,,5150095457,141,28.2,5150095461,213,5.31,5150095459,212,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231035,13,1,1,1,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.4,56.7,2024-08-16T17:00:35.317Z,2024-08-16T17:00:59Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,1.0,,5150095657,141,44.3,5150095655,140,92.2,5150095653,56,Center,5150095651,155,,5150096345,210,13,5150095659,212,20.5,5150095661,213,5.86,5150096347,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231041,14,13,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,95.1,43.2,2024-08-16T17:00:39.117Z,2024-08-16T17:03:22Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5150096393,230,99.1,5150095927,24,,5150096375,73,,5150096395,231,47.5,5150101233,328,,5150101229,60,,5150096387,102,62.9,5150101231,108,,5150096391,214,5150096379,29,,5150096381,154,5150096389,103,22.2,5150095931,20,5150095683,56,Center,5150096383,55,13,,,,,,,,,,,,
2709231037,8,5,1,1,10,8cfkisxf1fkxdqtt6tx1tup48,1,-1.0,40.5,2024-08-16T17:00:40.128Z,2024-08-16T17:59:39Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5150097491,233,15,5150095777,346,,5150095669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231047,15,5,1,1,10,aqtkb4mgrz8c6iqfufj6qjbv9,0,101.0,59.5,2024-08-16T17:00:40.128Z,2024-08-16T17:59:39Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5150097497,233,8,5150095723,346,,5150095721,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231171,9,1,1,1,27,8cfkisxf1fkxdqtt6tx1tup48,1,2.3,45.4,2024-08-16T17:00:56.664Z,2024-08-16T17:03:43Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5150096305,213,5.89,5150096299,140,29.3,5150096303,212,30.7,5150098255,124,,5150098257,237,,5150096297,56,Back,5150101979,189,,5150096301,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231179,10,1,1,1,28,8cfkisxf1fkxdqtt6tx1tup48,1,29.3,28.2,2024-08-16T17:00:57.823Z,2024-08-16T17:00:59Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5150096335,212,27.3,5150096333,141,28.6,5150096337,213,3.13,5150096331,140,3.3,5150096329,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231189,11,1,1,1,29,8cfkisxf1fkxdqtt6tx1tup48,1,2.9,28.6,2024-08-16T17:00:58.888Z,2024-08-16T17:01:00Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5150096419,140,6.7,5150096421,141,11.6,5150096417,56,Back,5150096425,213,5.04,5150096423,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231217,12,1,1,1,30,8cfkisxf1fkxdqtt6tx1tup48,0,6.2,9.8,2024-08-16T17:01:00.240Z,2024-08-16T17:01:03Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5150096487,157,,5150096499,1,,5150096491,140,40.0,5150096493,141,15.5,5150096489,56,Back,5150096495,212,35.7,5150096497,213,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231249,16,8,1,1,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,66.0,87.4,2024-08-16T17:01:05.709Z,2024-08-16T17:01:05Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5150096625,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231255,17,61,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.0,90.9,2024-08-16T17:01:07.197Z,2024-08-16T17:04:50Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5150096659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231275,13,5,1,1,38,8cfkisxf1fkxdqtt6tx1tup48,1,23.4,-1.4,2024-08-16T17:01:07.693Z,2024-08-16T17:59:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5150096775,347,,5150096793,233,18,5150096773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231259,18,5,1,1,38,aqtkb4mgrz8c6iqfufj6qjbv9,0,76.6,101.4,2024-08-16T17:01:07.693Z,2024-08-16T17:59:40Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5150096811,233,13,5150096679,56,Left,5150096681,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231287,14,1,1,1,40,8cfkisxf1fkxdqtt6tx1tup48,1,25.1,0.0,2024-08-16T17:01:10.383Z,2024-08-16T18:01:33Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5150096839,107,,5150096841,56,Back,5150096849,213,2.52,5150096847,212,20.8,5150096843,140,9.0,5150096845,141,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231305,15,1,1,1,45,8cfkisxf1fkxdqtt6tx1tup48,1,6.1,16.8,2024-08-16T17:01:14.567Z,2024-08-16T17:01:17Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5150096915,56,Back,5150096923,213,1.80,5150096917,140,2.6,5150096921,212,16.0,5150096919,141,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231319,16,1,1,1,48,8cfkisxf1fkxdqtt6tx1tup48,0,2.9,40.0,2024-08-16T17:01:17.632Z,2024-08-16T17:01:19Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5150097013,1,,5150097009,212,37.1,5150097001,155,,5150097011,213,0.03,5150097005,140,38.2,5150097003,56,Back,5150097007,141,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231329,19,1,1,1,50,aqtkb4mgrz8c6iqfufj6qjbv9,0,61.2,57.3,2024-08-16T17:01:19.846Z,2024-08-16T17:01:21Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5150097043,3,,5150097051,212,15.7,5150097045,56,Center,5150097053,213,0.14,5150097049,141,60.6,5150097047,140,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231345,17,1,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,0,18.9,33.1,2024-08-16T17:01:20.944Z,2024-08-16T17:05:32Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5150097117,141,40.6,5150097113,56,Back,5150097115,140,40.6,5150097123,1,,5150097119,212,23.3,5150097111,157,,5150097121,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231369,21,1,1,1,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.1,57.8,2024-08-16T17:01:22.926Z,2024-08-16T17:01:26Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5150097221,141,81.2,5150097219,140,69.6,5150097217,56,Left,5150097223,212,16.9,5150097225,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231385,22,1,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,83.5,2024-08-16T17:01:26.389Z,2024-08-16T17:01:30Z,elsygne5tjybbxrqgehtovnro,L. Bøje-Larsen,,,5150097347,213,0.51,5150097345,212,16.8,5150097343,141,95.6,5150097341,140,84.3,5150097339,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231403,23,1,1,2,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,79.5,91.2,2024-08-16T17:01:30.508Z,2024-08-16T17:01:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5150097433,56,Left,5150097445,212,10.3,5150097449,213,3.33,5150097441,141,88.3,5150097437,140,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231431,24,1,1,2,3,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.7,82.0,2024-08-16T17:01:33.085Z,2024-08-16T17:01:36Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5150097571,56,Center,5150097579,213,4.09,5150097575,141,44.8,5150097573,140,53.4,5150097577,212,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231449,25,1,1,2,7,aqtkb4mgrz8c6iqfufj6qjbv9,1,53.8,44.5,2024-08-16T17:01:36.741Z,2024-08-16T17:57:22Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5150097647,155,,5150097661,1,,5150097651,140,87.4,5150097659,213,0.76,5150097655,212,48.5,5150097649,56,Left,5150097653,141,93.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231465,26,1,1,2,10,aqtkb4mgrz8c6iqfufj6qjbv9,1,87.4,93.5,2024-08-16T17:01:39.724Z,2024-08-16T17:57:21Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5150097727,213,5.21,5150097719,140,92.3,5150097715,56,Left,5150097723,141,79.7,5150097725,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231471,27,1,1,2,11,aqtkb4mgrz8c6iqfufj6qjbv9,0,91.6,80.3,2024-08-16T17:01:41.316Z,2024-08-16T17:57:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5150097749,212,4.5,5150097747,141,83.5,5150097751,213,2.63,5150097743,56,Left,5150097745,140,87.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231561,18,4,1,2,16,8cfkisxf1fkxdqtt6tx1tup48,1,16.9,11.4,2024-08-16T17:01:46.151Z,2024-08-16T17:57:30Z,e0u730to91qqtvvx16uhajz10,S. Jalaei,,,5150098263,152,,5150098259,13,,5150098265,265,,5150111979,233,28,5150098261,56,Back,5150098267,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231505,28,4,1,2,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,83.1,88.6,2024-08-16T17:01:46.152Z,2024-08-16T17:57:30Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5150097953,152,,5150097949,13,,5150097955,265,,5150111997,233,18,5150097951,56,Left,5150097957,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231707,19,1,1,2,42,8cfkisxf1fkxdqtt6tx1tup48,1,11.0,16.1,2024-08-16T17:02:12.376Z,2024-08-16T17:02:14Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5150098923,212,45.5,5150098915,152,,5150098925,213,0.55,5150098913,157,,5150098917,56,Back,5150098927,1,,5150098921,141,51.2,5150098919,140,47.9,5150098911,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231713,20,44,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,1,47.2,48.7,2024-08-16T17:02:14.631Z,2024-08-16T17:57:45Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5150098949,56,Back,5150098989,233,29,5150098951,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231717,29,44,1,2,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,52.8,51.3,2024-08-16T17:02:14.632Z,2024-08-16T17:57:45Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5150098973,56,Center,5150098975,286,,5150099013,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231739,21,1,1,2,45,8cfkisxf1fkxdqtt6tx1tup48,1,47.9,51.2,2024-08-16T17:02:14.728Z,2024-08-16T17:02:18Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5150099091,56,Center,5150099099,213,0.56,5150099087,3,,5150099097,212,20.6,5150099093,140,64.6,5150099089,168,,5150099095,141,67.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231749,22,1,1,2,49,8cfkisxf1fkxdqtt6tx1tup48,0,58.6,59.9,2024-08-16T17:02:18.815Z,2024-08-16T17:02:19Z,bmvcofmie6om4muxij4kdkro4,I. Dorgu,,,5150099147,140,58.0,5150099171,236,,5150099151,212,4.7,5150099145,56,Center,5150099153,213,4.58,5150099173,233,30,5150099149,141,53.1,5150099177,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231747,30,74,1,2,49,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.0,36.4,2024-08-16T17:02:18.816Z,2024-08-16T17:02:20Z,bpldj4qdzfdm1n739atcadbmc,B. Kücükylidiz,,,5150099129,56,Back,5150099197,233,22,5150099133,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231781,23,83,1,2,53,8cfkisxf1fkxdqtt6tx1tup48,0,56.7,57.5,2024-08-16T17:02:23.230Z,2024-08-16T17:02:26Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5150099383,399,5z7y55t2o577r8ki3i5855as,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231807,32,1,1,2,55,aqtkb4mgrz8c6iqfufj6qjbv9,0,40.2,37.1,2024-08-16T17:02:25.364Z,2024-08-16T17:02:27Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5150099403,213,0.28,5150099397,140,70.1,5150099405,1,,5150099393,155,,5150099395,56,Center,5150099399,141,50.4,5150099401,212,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231841,25,1,1,2,58,8cfkisxf1fkxdqtt6tx1tup48,1,25.4,44.8,2024-08-16T17:02:27.991Z,2024-08-16T17:02:33Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5150099581,140,44.1,5150099587,213,0.06,5150099579,56,Back,5150099585,212,19.7,5150099583,141,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231863,26,1,1,3,3,8cfkisxf1fkxdqtt6tx1tup48,0,45.1,40.6,2024-08-16T17:02:32.934Z,2024-08-16T17:02:36Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5150099719,212,53.9,5150099711,196,,5150099721,213,0.87,5150099717,141,100.0,5150099713,56,Left,5150099709,155,,5150099723,1,,5150099715,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709231867,27,5,1,3,6,8cfkisxf1fkxdqtt6tx1tup48,0,74.5,101.3,2024-08-16T17:02:36.510Z,2024-08-16T17:59:40Z,69h930ebovyl7rut5dz4r2iok,M. Khan,,,5150099893,233,33,5150099747,56,Left,5150099749,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
