id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/11/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2803900701,447,1,1,0,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.8,15.8,2025-04-20T12:31:10.600Z,2025-04-20T13:25:47Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5667213957,56,Back,5667213963,212,23.5,5667213959,140,26.5,5667213961,141,35.6,5667213965,213,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839575,12,1,1,0,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.4,22.7,2025-04-20T12:31:10.787Z,2025-04-20T12:31:14Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5666896487,140,33.9,5666896491,212,11.6,5666896493,213,1.25,5666896489,141,38.9,5666896485,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839621,13,1,1,0,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.3,48.5,2025-04-20T12:31:14.112Z,2025-04-20T12:31:17Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5666896721,140,28.9,5666896723,141,33.5,5666896719,56,Back,5666896725,212,11.2,5666896727,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839669,14,1,1,0,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,26.4,32.0,2025-04-20T12:31:17.712Z,2025-04-20T12:31:20Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5666896977,1,,5666896969,140,55.8,5666896967,56,Center,5666896975,213,0.42,5666896973,212,33.8,5666896971,141,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839675,15,61,1,0,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.6,53.0,2025-04-20T12:31:20.047Z,2025-04-20T12:31:20Z,3avg1grraylzm6xjt5kt18is4,M. Veltz,,,5666897015,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839705,11,1,1,0,49,bd4qakf7j0wwie8wke9km7uj8,1,35.8,36.4,2025-04-20T12:31:21.318Z,2025-04-20T12:34:15Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,,5666897175,213,2.04,5666897173,212,16.1,5666897171,141,57.6,5666897169,140,28.9,5666897167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839727,12,1,1,0,51,bd4qakf7j0wwie8wke9km7uj8,1,28.9,57.6,2025-04-20T12:31:23.518Z,2025-04-20T12:31:24Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5666897361,56,Back,5666897363,140,35.9,5666897365,141,14.6,5666897369,213,4.96,5666897367,212,30.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839755,13,1,1,0,53,bd4qakf7j0wwie8wke9km7uj8,1,35.9,14.6,2025-04-20T12:31:24.958Z,2025-04-20T12:31:26Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5666897527,140,57.1,5666897523,155,,5666897533,213,0.06,5666897529,141,16.7,5666897525,56,Right,5666897531,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839787,14,1,1,0,55,bd4qakf7j0wwie8wke9km7uj8,1,57.1,16.7,2025-04-20T12:31:26.629Z,2025-04-20T12:31:28Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5666897751,56,Right,5666897755,141,4.1,5666897749,3,,5666897759,213,4.50,5666897753,140,55.3,5666897757,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839805,15,1,1,0,57,bd4qakf7j0wwie8wke9km7uj8,0,55.4,4.1,2025-04-20T12:31:28.806Z,2025-04-20T12:35:14Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5666897827,140,45.6,5666897829,141,12.6,5666897825,56,Back,5666897833,213,2.63,5666897831,212,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839823,16,8,1,0,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.8,88.7,2025-04-20T12:31:31.487Z,2025-04-20T13:26:18Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5666897933,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839865,18,1,1,1,0,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.7,87.0,2025-04-20T12:31:32.520Z,2025-04-20T14:51:33Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5666898191,141,82.4,5666898195,212,6.3,5666898187,140,50.5,5666898183,56,Left,5666898199,213,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839943,19,1,1,1,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,50.8,82.4,2025-04-20T12:31:34.167Z,2025-04-20T14:51:12Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5666898647,56,Left,5666898649,140,63.1,5666898655,213,0.64,5666898653,212,16.1,5666898651,141,96.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803902865,448,1,1,1,5,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.7,95.1,2025-04-20T12:31:36.600Z,2025-04-20T13:27:56Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5667225707,56,Left,5667225713,212,14.4,5667225709,140,55.0,5667225715,213,3.14,5667225711,141,95.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839973,21,1,1,1,11,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.1,94.7,2025-04-20T12:31:43.383Z,2025-04-20T12:31:44Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5666898789,212,19.2,5666898791,213,3.54,5666898785,140,43.3,5666898787,141,83.7,5666898783,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803839981,22,1,1,1,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.3,83.7,2025-04-20T12:31:44.455Z,2025-04-20T12:31:45Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5666898867,140,42.2,5666898869,141,71.6,5666898865,56,Back,5666898873,213,4.57,5666898871,212,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840003,23,1,1,1,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,42.2,71.6,2025-04-20T12:31:45.279Z,2025-04-20T12:31:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5666898995,56,Left,5666898997,140,55.8,5666899003,213,0.79,5666899001,212,20.2,5666898999,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840029,24,1,1,1,15,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.8,92.6,2025-04-20T12:31:47.280Z,2025-04-20T12:31:49Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5666899193,213,5.31,5666899187,140,74.6,5666899183,157,,5666899189,141,50.0,5666899191,212,35.1,5666899195,1,,5666899185,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840085,17,1,1,1,20,bd4qakf7j0wwie8wke9km7uj8,0,26.4,55.7,2025-04-20T12:31:52.302Z,2025-04-20T12:32:02Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5666899537,1,,5666899527,56,Right,5666899533,212,45.8,5666899529,140,55.9,5666899531,141,6.1,5666899525,157,,5666899535,213,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840087,25,44,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,1,45.1,90.7,2025-04-20T12:31:55.991Z,2025-04-20T14:51:05Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5666899545,56,Back,5666900171,233,18,5666899547,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840089,18,44,1,1,24,bd4qakf7j0wwie8wke9km7uj8,0,54.9,9.3,2025-04-20T12:31:55.992Z,2025-04-20T14:51:06Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5666899551,286,,5666899549,56,Right,5666900229,233,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840091,26,1,1,1,24,aqtkb4mgrz8c6iqfufj6qjbv9,0,48.5,84.2,2025-04-20T12:31:56.112Z,2025-04-20T12:31:56Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5666899557,140,50.3,5666899553,3,,5666899563,213,5.73,5666899559,141,82.5,5666899561,212,2.2,5666899555,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840095,19,61,1,1,24,bd4qakf7j0wwie8wke9km7uj8,1,57.0,5.5,2025-04-20T12:31:56.510Z,2025-04-20T12:32:05Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5666899571,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840157,27,61,1,1,28,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.1,90.6,2025-04-20T12:32:00.424Z,2025-04-20T12:32:00Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5666899905,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840187,20,5,1,1,29,bd4qakf7j0wwie8wke9km7uj8,1,61.8,-0.9,2025-04-20T12:32:01.046Z,2025-04-20T14:51:27Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5666900077,347,,5666900155,233,28,5666900075,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840177,28,5,1,1,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,38.2,100.9,2025-04-20T12:32:01.046Z,2025-04-20T14:51:27Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5666900035,347,,5666900031,56,Back,5666900195,233,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840337,21,1,1,1,38,bd4qakf7j0wwie8wke9km7uj8,1,60.9,0.0,2025-04-20T12:32:09.830Z,2025-04-20T12:32:13Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5666900995,56,Right,5666901001,212,11.4,5666900999,141,11.6,5666900993,107,,5666901003,213,0.94,5666900997,140,67.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840439,22,1,1,1,42,bd4qakf7j0wwie8wke9km7uj8,1,64.7,5.8,2025-04-20T12:32:13.823Z,2025-04-20T12:32:20Z,1el3mu4rgcx8tebrawgfvynf8,S. Baskaya,,,5666901575,213,2.10,5666901571,212,38.1,5666901565,140,46.4,5666901559,56,Back,5666901579,1,,5666901567,141,54.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840451,23,1,1,1,49,bd4qakf7j0wwie8wke9km7uj8,0,55.0,73.3,2025-04-20T12:32:20.846Z,2025-04-20T12:32:21Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5666901637,213,6.06,5666901629,56,Center,5666901635,212,18.2,5666901631,140,71.9,5666901633,141,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840465,29,8,1,1,50,aqtkb4mgrz8c6iqfufj6qjbv9,1,25.8,29.3,2025-04-20T12:32:22.231Z,2025-04-20T12:32:22Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5666901707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840531,24,1,1,1,53,bd4qakf7j0wwie8wke9km7uj8,0,55.9,61.4,2025-04-20T12:32:25.430Z,2025-04-20T12:32:26Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5666902061,140,73.4,5666902065,212,18.4,5666902059,56,Center,5666902063,141,59.4,5666902057,155,,5666902067,213,6.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840553,30,12,1,1,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,24.0,31.0,2025-04-20T12:32:27.191Z,2025-04-20T12:32:28Z,559w0q3q2smb3aeotyi724s9g,W. Glindtvad,,,5666902143,141,38.0,5666902147,213,0.59,5666902139,56,Back,5666902145,212,8.5,5666902141,140,30.7,5666902231,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840601,31,1,1,1,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,30.7,38.0,2025-04-20T12:32:28.193Z,2025-04-20T12:38:16Z,bop31qof3lon7u6rvmb68ktzp,M. Bay,,,5666902427,212,4.8,5666902423,140,26.1,5666902429,213,3.10,5666902425,141,38.3,5666902421,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840621,32,1,1,1,59,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.1,38.3,2025-04-20T12:32:30.879Z,2025-04-20T12:38:13Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5666902515,155,,5666902521,141,37.0,5666902523,212,4.6,5666902517,56,Back,5666902519,140,30.4,5666902525,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840605,25,8,1,1,59,bd4qakf7j0wwie8wke9km7uj8,1,62.9,60.9,2025-04-20T12:32:31.222Z,2025-04-20T12:32:31Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,,5666902447,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840653,26,1,1,2,0,bd4qakf7j0wwie8wke9km7uj8,0,67.0,54.2,2025-04-20T12:32:32.158Z,2025-04-20T12:32:34Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5666902687,157,,5666902693,140,93.8,5666902697,212,29.5,5666902701,1,,5666902695,141,41.0,5666902691,56,Center,5666902699,213,5.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803840821,34,1,1,2,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,13.1,48.5,2025-04-20T12:32:45.887Z,2025-04-20T12:32:48Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5666903615,212,18.7,5666903609,140,15.0,5666903603,56,Back,5666903613,141,21.1,5666903617,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
