id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2780112853,12,1,1,0,34,6wwwud48qahpwrfxs20334qk5,1,52.2,0.0,2025-02-23T14:01:14.673Z,2025-02-23T15:00:40Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5536619403,141,12.4,5536619401,140,33.3,5536619399,56,Back,5536619397,107,,5536619405,212,21.9,5536619409,1,,5536619407,213,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780112875,13,1,1,0,36,6wwwud48qahpwrfxs20334qk5,1,37.5,16.0,2025-02-23T14:01:16.456Z,2025-02-23T14:01:18Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536619547,213,1.93,5536619545,212,23.0,5536619539,56,Back,5536619541,140,29.8,5536619543,141,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780112929,14,1,1,0,37,6wwwud48qahpwrfxs20334qk5,0,31.9,42.8,2025-02-23T14:01:18.049Z,2025-02-23T14:01:36Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536619865,140,67.3,5536619869,212,41.9,5536619867,141,14.5,5536619871,213,5.81,5536619863,56,Right,5536619861,155,,5536619873,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780112931,13,44,1,0,39,8cfkisxf1fkxdqtt6tx1tup48,1,35.2,83.9,2025-02-23T14:01:20.158Z,2025-02-23T16:14:04Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536619881,56,Back,5536621031,233,15,5536619883,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780112939,15,44,1,0,39,6wwwud48qahpwrfxs20334qk5,0,64.8,16.1,2025-02-23T14:01:20.159Z,2025-02-23T16:14:04Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5536619901,56,Right,5536621083,233,13,5536619903,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780123357,82,1,1,0,39,8cfkisxf1fkxdqtt6tx1tup48,1,20.8,86.5,2025-02-23T14:01:20.208Z,2025-02-23T16:13:23Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536675171,213,0.22,5536675165,212,6.5,5536675155,3,,5536675161,141,88.6,5536675159,140,26.8,5536675157,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113261,17,43,1,0,40,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-02-23T14:01:20.617Z,2025-02-23T14:10:34Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5536621403,3,0,5536621419,213,3.95,5536621417,212,7.3,5536621415,141,10.3,5536673115,144,1,5536621407,56,Right,5536621411,140,66.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780112971,14,43,1,0,43,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-02-23T14:01:23.447Z,2025-02-23T14:02:10Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536620211,152,0,5536620207,56,Back,5536620205,13,0,5536620217,285,0,5536620215,265,0,5536623753,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113611,15,27,1,0,58,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-02-23T14:01:38.755Z,2025-02-23T16:13:56Z,,,,,5537349915,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113265,18,27,1,0,58,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-02-23T14:01:38.755Z,2025-02-23T16:13:56Z,,,,,5536621443,53,4m3slt6iikaxklqd12i719rl5,5537349899,233,15,5536621441,41,Injury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113621,16,28,1,1,13,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-02-23T14:01:53.641Z,2025-02-23T16:13:57Z,,,,,5537349993,233,19,5536623323,55,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113465,19,28,1,1,13,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2025-02-23T14:01:53.641Z,2025-02-23T16:13:56Z,,,,,5536622427,55,18,5537349923,233,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113877,18,1,1,1,40,8cfkisxf1fkxdqtt6tx1tup48,1,40.5,87.1,2025-02-23T14:02:20.415Z,2025-02-23T14:02:21Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5536624771,141,76.3,5536624775,213,3.63,5536624773,212,15.6,5536624769,140,27.4,5536624767,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780113981,19,1,1,1,41,8cfkisxf1fkxdqtt6tx1tup48,1,27.4,76.3,2025-02-23T14:02:21.502Z,2025-02-23T14:02:28Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536625297,56,Back,5536625299,140,27.0,5536625301,141,51.9,5536625305,213,4.69,5536625303,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114023,20,1,1,1,48,8cfkisxf1fkxdqtt6tx1tup48,1,33.9,49.7,2025-02-23T14:02:28.342Z,2025-02-23T14:02:31Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5536625477,140,37.4,5536625485,212,22.1,5536625481,141,17.7,5536625473,56,Back,5536625489,213,4.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114063,21,1,1,1,51,8cfkisxf1fkxdqtt6tx1tup48,1,35.9,14.3,2025-02-23T14:02:31.750Z,2025-02-23T14:02:34Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536625733,212,4.7,5536625735,213,4.28,5536625731,141,8.0,5536625727,56,Back,5536625729,140,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114069,22,61,1,1,54,8cfkisxf1fkxdqtt6tx1tup48,0,35.6,6.1,2025-02-23T14:02:34.318Z,2025-02-23T14:02:39Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536625773,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114215,22,5,1,1,54,6wwwud48qahpwrfxs20334qk5,1,59.8,101.8,2025-02-23T14:02:35.082Z,2025-02-23T16:13:29Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536626577,347,,5536626575,56,Left,5536626611,233,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114083,23,5,1,1,54,8cfkisxf1fkxdqtt6tx1tup48,0,40.2,-1.8,2025-02-23T14:02:35.082Z,2025-02-23T16:13:29Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536625837,347,,5536625835,56,Back,5536626665,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114267,23,1,1,2,5,6wwwud48qahpwrfxs20334qk5,1,66.4,100.0,2025-02-23T14:02:45.827Z,2025-02-23T14:02:49Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5536626875,1,,5536626867,140,42.9,5536626869,141,93.5,5536626865,56,Back,5536626863,107,,5536626871,212,25.3,5536626873,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114357,24,1,1,2,9,6wwwud48qahpwrfxs20334qk5,1,42.6,92.3,2025-02-23T14:02:49.586Z,2025-02-23T14:02:54Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5536627303,212,24.9,5536627305,213,0.13,5536627301,141,97.2,5536627299,140,66.1,5536627297,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114373,25,1,1,2,13,6wwwud48qahpwrfxs20334qk5,0,66.1,97.5,2025-02-23T14:02:54.130Z,2025-02-23T14:02:55Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5536627375,141,100.0,5536627377,212,9.8,5536627379,213,0.31,5536627369,168,,5536627371,56,Left,5536627373,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114381,24,5,1,2,14,8cfkisxf1fkxdqtt6tx1tup48,1,26.1,-2.0,2025-02-23T14:02:54.807Z,2025-02-23T15:00:53Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536627401,56,Back,5536627403,347,,5536627481,233,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114389,26,5,1,2,14,6wwwud48qahpwrfxs20334qk5,0,73.9,102.0,2025-02-23T14:02:54.807Z,2025-02-23T16:13:29Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5536627545,233,24,5536627441,347,,5536627439,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114419,25,1,1,2,14,8cfkisxf1fkxdqtt6tx1tup48,1,29.3,0.0,2025-02-23T14:02:55.110Z,2025-02-23T14:02:57Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5536627637,213,2.64,5536627627,107,,5536627629,56,Back,5536627635,212,20.1,5536627633,141,12.2,5536627631,140,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114429,26,1,1,2,17,8cfkisxf1fkxdqtt6tx1tup48,0,12.0,7.1,2025-02-23T14:02:57.519Z,2025-02-23T14:03:07Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536628829,286,,5536627683,140,12.7,5536627681,56,Back,5536628821,233,27,5536627687,212,5.0,5536627689,213,1.42,5536627685,141,14.3,5536628819,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114467,27,74,1,2,17,6wwwud48qahpwrfxs20334qk5,1,88.4,83.6,2025-02-23T14:02:57.520Z,2025-02-23T15:00:14Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5536628913,233,26,5536627889,56,Left,5536628775,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114895,27,5,1,2,19,8cfkisxf1fkxdqtt6tx1tup48,1,-1.5,17.6,2025-02-23T14:02:59.830Z,2025-02-23T16:13:30Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5536630203,56,Back,5536630257,233,28,5536630205,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114563,28,5,1,2,19,6wwwud48qahpwrfxs20334qk5,0,101.5,82.4,2025-02-23T14:02:59.830Z,2025-02-23T16:13:30Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5536628491,346,,5536628489,56,Left,5536630275,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780114967,28,1,1,2,38,8cfkisxf1fkxdqtt6tx1tup48,1,3.6,49.9,2025-02-23T14:03:19.126Z,2025-02-23T14:03:23Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5536630613,56,Back,5536630627,237,,5536630611,124,,5536630621,213,0.25,5536630617,141,66.4,5536630619,212,45.5,5536630623,1,,5536630615,140,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115005,29,1,1,2,43,8cfkisxf1fkxdqtt6tx1tup48,0,46.0,82.7,2025-02-23T14:03:23.678Z,2025-02-23T14:03:25Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5536630819,56,Center,5536630823,141,77.2,5536630821,140,72.6,5536630825,212,28.2,5536630827,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115137,30,1,1,2,48,6wwwud48qahpwrfxs20334qk5,1,58.2,17.6,2025-02-23T14:03:28.307Z,2025-02-23T14:03:31Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5536631471,56,Right,5536631473,140,69.1,5536631479,213,5.68,5536631477,212,13.9,5536631475,141,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115177,31,1,1,2,51,6wwwud48qahpwrfxs20334qk5,0,73.9,5.8,2025-02-23T14:03:31.378Z,2025-02-23T14:03:33Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5536631663,212,23.3,5536631657,56,Right,5536631659,140,95.9,5536631661,141,10.3,5536631665,213,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2780115225,31,1,1,2,53,8cfkisxf1fkxdqtt6tx1tup48,1,18.7,92.4,2025-02-23T14:03:33.965Z,2025-02-23T14:03:36Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5536631969,213,3.93,5536631967,212,18.4,5536631965,141,73.2,5536631961,56,Back,5536631963,140,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
