id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value
2720739619,4,1,1,0,23,f1h34qp5zbfl489q8vnkhiq9s,1,4.8,62.6,2024-09-15T12:03:59.588Z,2024-09-15T12:58:28Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5213241875,140,4.1,5213241881,213,4.63,5213241879,212,8.7,5213241873,56,Back,5213241877,141,49.9,5213241871,124,,5213241885,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739639,5,43,1,0,24,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-09-15T12:04:00.636Z,2024-09-15T12:58:37Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5213241959,140,6.0,5213241957,56,Back,5213241961,141,58.8,5213241963,212,9.9,5213545597,144,1,5213241965,213,4.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739699,6,1,1,0,26,f1h34qp5zbfl489q8vnkhiq9s,0,6.0,58.8,2024-09-15T12:04:02.348Z,2024-09-15T12:04:06Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5213242341,212,56.8,5213242347,213,6.02,5213242337,140,58.2,5213242333,157,,5213242349,1,,5213242339,141,36.7,5213242335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739693,7,44,1,0,28,ajtb177oqwawkdwbqhldmq6mx,1,40.2,64.8,2024-09-15T12:04:04.347Z,2024-09-15T13:00:42Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213242303,56,Back,5213242305,285,,5213242453,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739707,7,44,1,0,28,f1h34qp5zbfl489q8vnkhiq9s,0,59.8,35.2,2024-09-15T12:04:04.348Z,2024-09-15T13:00:43Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5213242367,286,,5213242365,56,Center,5213242477,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739759,8,1,1,0,29,ajtb177oqwawkdwbqhldmq6mx,1,37.4,67.3,2024-09-15T12:04:04.796Z,2024-09-15T12:04:08Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213242609,140,66.8,5213242615,213,0.01,5213242605,3,,5213242611,141,67.9,5213242613,212,30.9,5213242607,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739763,9,50,1,0,32,ajtb177oqwawkdwbqhldmq6mx,1,62.0,66.0,2024-09-15T12:04:08.475Z,2024-09-15T13:00:36Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5213242745,233,8,5213242631,286,,5213242629,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739771,8,7,1,0,32,f1h34qp5zbfl489q8vnkhiq9s,1,38.0,34.0,2024-09-15T12:04:08.476Z,2024-09-15T13:00:36Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213242727,233,9,5213242671,285,,5213242669,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741691,25,50,1,0,33,f1h34qp5zbfl489q8vnkhiq9s,1,37.0,31.6,2024-09-15T12:04:09.330Z,2024-09-15T13:00:37Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213254673,233,11,5213252797,56,Back,5213252801,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740715,11,7,1,0,33,ajtb177oqwawkdwbqhldmq6mx,1,63.0,68.4,2024-09-15T12:04:09.331Z,2024-09-15T13:00:36Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5213247467,56,Center,5213254593,233,25,5213247471,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739775,10,43,1,0,33,ajtb177oqwawkdwbqhldmq6mx,1,0.0,0.0,2024-09-15T12:04:09.364Z,2024-09-15T12:05:01Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5213242677,56,Center,5213247775,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739809,10,1,1,0,34,f1h34qp5zbfl489q8vnkhiq9s,1,43.0,36.5,2024-09-15T12:04:10.308Z,2024-09-15T12:04:12Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213242859,140,28.8,5213242857,56,Back,5213242861,141,35.3,5213242863,212,14.9,5213242865,213,3.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739891,11,1,1,0,36,f1h34qp5zbfl489q8vnkhiq9s,1,28.8,35.3,2024-09-15T12:04:12.076Z,2024-09-15T12:04:15Z,aqc0qritba195wf770gyd1149,A. Skipper,,,5213243257,56,Back,5213243265,213,1.47,5213243261,141,63.6,5213243263,212,19.3,5213243259,140,30.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739927,12,1,1,0,39,f1h34qp5zbfl489q8vnkhiq9s,1,30.7,63.6,2024-09-15T12:04:15.597Z,2024-09-15T12:59:11Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5213243421,213,5.68,5213243417,141,47.7,5213243413,56,Back,5213243419,212,18.9,5213243415,140,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739973,13,1,1,0,41,f1h34qp5zbfl489q8vnkhiq9s,1,45.5,47.7,2024-09-15T12:04:17.364Z,2024-09-15T12:04:20Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213243637,141,47.1,5213243633,56,Center,5213243641,213,6.25,5213243635,140,56.1,5213243639,212,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720739989,14,1,1,0,44,f1h34qp5zbfl489q8vnkhiq9s,1,56.1,47.1,2024-09-15T12:04:19.853Z,2024-09-15T12:04:21Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5213243759,213,2.62,5213243755,212,11.5,5213243749,56,Back,5213243751,140,46.6,5213243753,141,55.6,5213243805,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740019,15,1,1,0,45,f1h34qp5zbfl489q8vnkhiq9s,1,46.6,55.6,2024-09-15T12:04:21.437Z,2024-09-15T12:04:22Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213243885,56,Center,5213243889,141,31.0,5213243893,213,5.45,5213243887,140,61.1,5213243891,212,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740037,16,1,1,0,46,f1h34qp5zbfl489q8vnkhiq9s,1,61.1,31.0,2024-09-15T12:04:22.380Z,2024-09-15T12:04:23Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5213243971,56,Center,5213243979,141,21.2,5213243983,213,5.36,5213243975,140,65.9,5213243981,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740053,17,43,1,0,47,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-09-15T12:04:23.204Z,2024-09-15T12:59:59Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5213550691,144,1,5213244065,212,24.5,5213244059,56,Right,5213244063,141,8.9,5213244067,213,5.93,5213244061,140,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740119,18,1,1,0,49,f1h34qp5zbfl489q8vnkhiq9s,1,87.8,8.9,2024-09-15T12:04:25.125Z,2024-09-15T12:04:27Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5213244421,141,24.7,5213244423,212,15.5,5213244417,56,Center,5213244419,140,98.4,5213244425,213,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740265,19,1,1,0,51,f1h34qp5zbfl489q8vnkhiq9s,1,98.9,25.1,2024-09-15T12:04:27.476Z,2024-09-15T12:05:02Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,1.0,,5213245087,56,Center,5213247857,22,,5213245089,140,89.2,5213245085,155,,5213245083,2,,5213245099,213,2.21,5213247855,154,,5213245095,212,17.1,5213245091,141,45.3,5213247853,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,
2720740273,20,16,1,0,52,f1h34qp5zbfl489q8vnkhiq9s,1,92.3,50.1,2024-09-15T12:04:28.509Z,2024-09-15T14:39:06Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5213247921,231,48.9,5213247901,55,19,5213247915,230,98.5,5213247905,102,54.1,5213245145,22,,5213245149,56,Center,5213247895,76,,5213247899,154,,5213245987,328,,5213247907,103,12.0,5213245993,375,00:52.366,5213247897,29,5213245989,374,2024-09-15 13:04:28.024,5213245147,17,5213245983,15,,,,,,,,,,,,,,
2720741021,12,1,1,1,37,ajtb177oqwawkdwbqhldmq6mx,1,50.3,50.0,2024-09-15T12:05:13.365Z,2024-09-15T12:05:16Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5213249131,56,Back,5213249141,279,G,5213249133,140,36.9,5213249137,212,14.4,5213249139,213,2.91,5213249135,141,54.8,5213249167,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741047,13,1,1,1,40,ajtb177oqwawkdwbqhldmq6mx,1,36.9,54.8,2024-09-15T12:05:16.475Z,2024-09-15T12:05:18Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5213249265,140,27.9,5213249269,212,14.4,5213249267,141,38.8,5213249263,56,Back,5213249271,213,4.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741179,14,1,1,1,42,ajtb177oqwawkdwbqhldmq6mx,1,27.9,38.8,2024-09-15T12:05:17.859Z,2024-09-15T12:05:24Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213250003,212,9.1,5213249999,140,35.6,5213250001,141,44.8,5213249997,56,Back,5213250005,213,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741217,15,1,1,1,48,ajtb177oqwawkdwbqhldmq6mx,1,38.1,60.2,2024-09-15T12:05:24.492Z,2024-09-15T12:05:28Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5213250257,56,Back,5213250259,140,29.8,5213250265,213,2.23,5213250261,141,76.7,5213250263,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741261,16,1,1,1,52,ajtb177oqwawkdwbqhldmq6mx,1,29.8,76.7,2024-09-15T12:05:27.859Z,2024-09-15T12:05:30Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5213250479,213,4.76,5213250475,141,41.2,5213250471,56,Back,5213250473,140,31.0,5213250477,212,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741281,17,1,1,1,54,ajtb177oqwawkdwbqhldmq6mx,0,31.0,41.2,2024-09-15T12:05:30.068Z,2024-09-15T12:05:31Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213250603,56,Left,5213250607,141,85.7,5213250613,1,,5213250601,157,,5213250611,213,0.54,5213250605,140,79.2,5213250609,212,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741329,22,1,1,1,56,f1h34qp5zbfl489q8vnkhiq9s,1,22.7,19.2,2024-09-15T12:05:31.669Z,2024-09-15T12:05:33Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5213250855,212,15.7,5213250849,56,Back,5213250851,140,36.3,5213250847,3,,5213250853,141,28.9,5213250857,213,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741411,23,1,1,1,57,f1h34qp5zbfl489q8vnkhiq9s,0,36.3,28.9,2024-09-15T12:05:32.917Z,2024-09-15T13:02:40Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5213251287,56,Back,5213251293,140,40.8,5213251297,141,0.0,5213251301,212,20.8,5213251303,213,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741507,18,5,1,1,58,ajtb177oqwawkdwbqhldmq6mx,1,60.7,100.8,2024-09-15T12:05:33.724Z,2024-09-15T13:00:49Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213251847,56,Left,5213251867,233,24,5213251849,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741423,24,5,1,1,58,f1h34qp5zbfl489q8vnkhiq9s,0,39.3,-0.8,2024-09-15T12:05:33.724Z,2024-09-15T13:00:50Z,15yli690oxmbr4dl1ksti2p9m,M. Maden,,,5213251355,347,,5213251893,233,18,5213251353,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741613,19,1,1,2,6,ajtb177oqwawkdwbqhldmq6mx,1,63.7,100.0,2024-09-15T12:05:41.683Z,2024-09-15T12:05:46Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5213252365,141,89.9,5213252379,1,,5213252367,212,26.3,5213252363,140,39.9,5213252359,107,,5213252361,56,Back,5213252373,213,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741649,20,1,1,2,10,ajtb177oqwawkdwbqhldmq6mx,1,39.9,89.9,2024-09-15T12:05:46.235Z,2024-09-15T12:05:47Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5213252559,213,4.52,5213252555,141,55.7,5213252551,56,Back,5213252557,212,23.7,5213252553,140,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741759,21,1,1,2,12,ajtb177oqwawkdwbqhldmq6mx,1,35.6,55.7,2024-09-15T12:05:47.675Z,2024-09-15T12:05:53Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213253129,56,Back,5213253143,213,1.14,5213253135,141,77.6,5213253139,212,16.4,5213253131,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741819,22,1,1,2,17,ajtb177oqwawkdwbqhldmq6mx,1,56.8,71.1,2024-09-15T12:05:53.060Z,2024-09-15T12:05:55Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5213253421,141,66.4,5213253423,212,14.6,5213253417,56,Back,5213253419,140,43.2,5213253425,213,3.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741923,23,1,1,2,20,ajtb177oqwawkdwbqhldmq6mx,1,43.2,66.4,2024-09-15T12:05:55.716Z,2024-09-15T12:05:59Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5213253935,212,39.8,5213253939,1,,5213253933,141,11.0,5213253937,213,5.04,5213253931,140,55.5,5213253929,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741947,24,1,1,2,24,ajtb177oqwawkdwbqhldmq6mx,1,53.6,13.8,2024-09-15T12:05:59.707Z,2024-09-15T12:06:01Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5213254101,141,29.5,5213254103,212,13.6,5213254105,213,0.90,5213254099,140,61.7,5213254097,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720741967,25,1,1,2,25,ajtb177oqwawkdwbqhldmq6mx,1,61.7,29.5,2024-09-15T12:06:01.179Z,2024-09-15T12:06:02Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5213254215,141,14.9,5213254219,213,3.67,5213254217,212,19.7,5213254213,140,45.5,5213254211,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742069,26,1,1,2,26,ajtb177oqwawkdwbqhldmq6mx,1,45.5,14.9,2024-09-15T12:06:02.211Z,2024-09-15T12:06:07Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5213254731,141,36.6,5213254737,213,1.84,5213254735,212,15.3,5213254727,56,Back,5213254729,140,41.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742075,27,1,1,2,31,ajtb177oqwawkdwbqhldmq6mx,0,44.1,32.5,2024-09-15T12:06:06.716Z,2024-09-15T12:06:08Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213254803,212,59.0,5213254807,1,,5213254793,155,,5213254797,56,Left,5213254801,141,100.0,5213254799,140,77.8,5213254805,213,0.93,5213254795,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742203,27,5,1,2,32,f1h34qp5zbfl489q8vnkhiq9s,1,21.2,-1.8,2024-09-15T12:06:07.943Z,2024-09-15T14:15:22Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5213255487,347,,5213255483,56,Back,5213553961,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742087,28,5,1,2,32,ajtb177oqwawkdwbqhldmq6mx,0,78.8,101.8,2024-09-15T12:06:07.943Z,2024-09-15T14:15:22Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5213554009,233,27,5213254881,347,,5213254875,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742189,26,43,1,2,34,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-09-15T12:06:10.095Z,2024-09-15T12:06:34Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213255439,213,0.00,5213255433,141,0.0,5213255437,212,0,5213255425,56,Back,5213255415,3,0,5213255429,140,17.1,5213257753,144,1,5213255421,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742233,28,1,1,2,38,f1h34qp5zbfl489q8vnkhiq9s,1,17.1,0.0,2024-09-15T12:06:14.166Z,2024-09-15T12:06:16Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5213255625,213,1.01,5213255615,107,,5213255619,140,25.9,5213255623,212,17.3,5213255617,56,Back,5213255621,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720742297,29,1,1,2,40,f1h34qp5zbfl489q8vnkhiq9s,1,25.9,19.7,2024-09-15T12:06:15.901Z,2024-09-15T12:06:19Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5213255999,141,17.0,5213255995,56,Back,5213256003,213,6.07,5213255997,140,34.1,5213256001,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
