id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/14/value,qualifier/8/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value
2782031415,13,1,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,1,29.2,35.5,2025-03-01T13:00:41.424Z,2025-03-01T13:00:50Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547218541,56,Back,5547218543,140,34.7,5547218547,212,17.1,5547218549,213,5.06,5547218545,141,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031447,14,1,1,0,36,b8oqgvx1ijeyn6y1cn6929ix4,1,52.1,32.2,2025-03-01T13:00:50.025Z,2025-03-01T13:54:44Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547218743,213,1.98,5547218737,140,42.4,5547218739,141,67.2,5547218735,56,Back,5547218741,212,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031511,15,1,1,0,39,b8oqgvx1ijeyn6y1cn6929ix4,1,57.5,74.8,2025-03-01T13:00:53.904Z,2025-03-01T13:00:56Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547219111,140,70.4,5547219115,212,19.3,5547219113,141,95.0,5547219109,56,Left,5547219117,213,0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031553,16,1,1,0,42,b8oqgvx1ijeyn6y1cn6929ix4,1,69.1,93.2,2025-03-01T13:00:56.008Z,2025-03-01T13:00:59Z,4zpmxlmdfa5wx79cr0q14pfx1,M. Olsen,,,5547219331,141,85.0,5547219333,212,9.6,5547219329,140,61.6,5547219327,56,Left,5547219335,213,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031561,17,1,1,0,45,b8oqgvx1ijeyn6y1cn6929ix4,0,62.8,86.9,2025-03-01T13:00:59.072Z,2025-03-01T13:01:00Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547219395,212,9.9,5547219397,213,5.78,5547219391,140,71.1,5547219389,56,Left,5547219393,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031605,3,1,1,0,47,ajtb177oqwawkdwbqhldmq6mx,1,27.1,8.0,2025-03-01T13:01:01.515Z,2025-03-01T13:01:03Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547219693,141,12.8,5547219697,213,0.09,5547219687,157,,5547219699,1,,5547219689,56,Right,5547219695,212,35.6,5547219691,140,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031611,4,61,1,0,49,ajtb177oqwawkdwbqhldmq6mx,0,60.9,12.8,2025-03-01T13:01:03.059Z,2025-03-01T13:01:03Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5547219721,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031697,18,1,1,0,51,b8oqgvx1ijeyn6y1cn6929ix4,1,23.2,88.1,2025-03-01T13:01:05.896Z,2025-03-01T13:01:08Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547220169,140,7.1,5547220171,141,66.4,5547220167,56,Back,5547220173,212,22.4,5547220175,213,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031751,19,1,1,0,54,b8oqgvx1ijeyn6y1cn6929ix4,1,5.1,66.0,2025-03-01T13:01:08.176Z,2025-03-01T13:01:10Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,,5547220425,141,68.7,5547220423,140,16.0,5547220427,212,11.6,5547220421,56,Back,5547220429,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031787,20,1,1,0,56,b8oqgvx1ijeyn6y1cn6929ix4,1,16.0,68.7,2025-03-01T13:01:10.632Z,2025-03-01T13:55:26Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5547220597,56,Back,5547220605,213,2.28,5547220599,140,6.2,5547220603,212,15.9,5547220601,141,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031823,21,1,1,0,58,b8oqgvx1ijeyn6y1cn6929ix4,1,6.2,86.5,2025-03-01T13:01:12.297Z,2025-03-01T13:01:14Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,,5547220791,141,83.3,5547220793,212,26.0,5547220787,56,Back,5547220789,140,30.9,5547220795,213,6.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031851,22,1,1,1,0,b8oqgvx1ijeyn6y1cn6929ix4,1,30.9,83.3,2025-03-01T13:01:14.304Z,2025-03-01T13:55:40Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5547536791,156,,5547220921,141,76.4,5547220919,140,25.2,5547220923,212,7.6,5547220917,56,Back,5547220925,213,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782031935,23,1,1,1,1,b8oqgvx1ijeyn6y1cn6929ix4,1,25.2,76.4,2025-03-01T13:01:15.856Z,2025-03-01T13:01:21Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547221363,141,32.1,5547221367,213,4.82,5547221365,212,30.3,5547221359,56,Back,5547221361,140,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032141,24,1,1,1,8,b8oqgvx1ijeyn6y1cn6929ix4,1,47.3,19.8,2025-03-01T13:01:22.336Z,2025-03-01T13:01:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547222509,56,Right,5547222517,213,5.81,5547222511,140,65.3,5547222513,141,5.6,5547222515,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032149,25,1,1,1,19,b8oqgvx1ijeyn6y1cn6929ix4,1,82.9,14.0,2025-03-01T13:01:33.056Z,2025-03-01T13:01:33Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547222557,140,82.2,5547222559,141,11.0,5547222563,213,4.37,5547222561,212,2.2,5547222555,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032169,26,1,1,1,19,b8oqgvx1ijeyn6y1cn6929ix4,1,82.2,11.0,2025-03-01T13:01:33.688Z,2025-03-01T13:01:34Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547222625,140,74.9,5547222633,213,2.50,5547222623,56,Right,5547222627,141,19.5,5547222629,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032189,27,1,1,1,20,b8oqgvx1ijeyn6y1cn6929ix4,1,74.9,19.5,2025-03-01T13:01:34.816Z,2025-03-01T13:01:36Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,,5547222767,212,8.6,5547222769,213,4.03,5547222763,140,69.7,5547222765,141,9.7,5547222761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032223,28,1,1,1,21,b8oqgvx1ijeyn6y1cn6929ix4,1,69.7,9.7,2025-03-01T13:01:35.896Z,2025-03-01T13:01:38Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5547222941,213,5.84,5547222939,212,9.4,5547222937,141,3.7,5547222933,56,Right,5547222935,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032279,29,1,1,1,24,b8oqgvx1ijeyn6y1cn6929ix4,1,79.2,4.3,2025-03-01T13:01:38.495Z,2025-03-01T13:01:41Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,,5547223203,56,Right,5547223209,212,17.4,5547223211,213,0.27,5547223207,141,11.1,5547223205,140,95.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032299,30,1,1,1,27,b8oqgvx1ijeyn6y1cn6929ix4,1,95.3,11.1,2025-03-01T13:01:41.751Z,2025-03-01T13:01:44Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547223343,141,25.9,5547223347,213,2.04,5547223339,56,Center,5547223345,212,11.3,5547223341,140,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032309,31,3,1,1,29,b8oqgvx1ijeyn6y1cn6929ix4,0,91.0,33.4,2025-03-01T13:01:43.807Z,2025-03-01T13:01:49Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5547223511,233,5,5547223409,286,,5547223405,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032313,5,7,1,1,29,ajtb177oqwawkdwbqhldmq6mx,0,9.0,66.6,2025-03-01T13:01:43.808Z,2025-03-01T13:01:49Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547223425,56,Back,5547223427,285,,5547223487,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032349,32,61,1,1,32,b8oqgvx1ijeyn6y1cn6929ix4,1,90.1,36.0,2025-03-01T13:01:46.723Z,2025-03-01T13:56:45Z,e3546n3qj447qgmizao50zx1w,F. Møller,,,5547223613,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032385,33,61,1,1,34,b8oqgvx1ijeyn6y1cn6929ix4,1,90.8,38.3,2025-03-01T13:01:48.696Z,2025-03-01T13:56:46Z,b6l4m6bmqgil9bjjov4tnuivo,C. Palm,,,5547223761,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032415,34,61,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,1,87.9,43.4,2025-03-01T13:01:49.713Z,2025-03-01T13:57:11Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,1.0,,5547223849,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032429,35,15,1,1,36,b8oqgvx1ijeyn6y1cn6929ix4,1,82.2,63.0,2025-03-01T13:01:50.501Z,2025-03-01T15:21:56Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547225833,78,,5547225843,102,50.9,5547225873,233,6,5548148041,328,,5547225847,146,91.7,5547225569,82,,5547543349,72,,5547225851,230,98.4,5547223929,22,5547225853,231,52.2,5547225839,55,34,5547225849,147,56.5,5547225835,29,5547225845,103,19,5548148033,18,5547223933,56,Center,,,,,,,,,
2782032411,6,10,1,1,36,ajtb177oqwawkdwbqhldmq6mx,1,6.4,44.9,2025-03-01T13:01:50.601Z,2025-03-01T13:02:13Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547225911,233,35,5547223835,56,Back,5547223833,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032441,7,6,1,1,38,ajtb177oqwawkdwbqhldmq6mx,0,10.1,43.4,2025-03-01T13:01:51.969Z,2025-03-01T13:02:00Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547224143,73,,5547224139,56,Back,5547224301,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782032475,36,6,1,1,38,b8oqgvx1ijeyn6y1cn6929ix4,1,89.9,56.6,2025-03-01T13:01:51.969Z,2025-03-01T15:13:04Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547224235,75,,5547224233,56,Center,5547224279,233,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782033191,37,1,1,2,13,b8oqgvx1ijeyn6y1cn6929ix4,1,99.5,0.5,2025-03-01T13:02:27.200Z,2025-03-01T13:03:35Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,1.0,5547233501,25,,5547228023,212,38.3,5547228009,2,,5547228017,56,Center,5547228013,155,,5547228027,1,,5547233497,210,16,5547228025,213,1.66,5547228015,223,5547228019,140,96.3,5547228011,6,,5547233499,154,,5547228021,141,,,,,,,,,56.6,,,,,,,,
2782033279,38,44,1,2,13,b8oqgvx1ijeyn6y1cn6929ix4,1,97.8,54.4,2025-03-01T13:02:27.928Z,2025-03-01T13:03:07Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547231093,233,8,5547228533,56,Center,5547228535,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782033765,8,44,1,2,13,ajtb177oqwawkdwbqhldmq6mx,0,2.2,45.6,2025-03-01T13:02:27.929Z,2025-03-01T14:03:38Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5547231069,285,,5547231067,56,Back,5547231139,233,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782033627,39,16,1,2,14,b8oqgvx1ijeyn6y1cn6929ix4,1,97.7,55.0,2025-03-01T13:02:28.279Z,2025-03-01T15:22:21Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5547231821,328,,5547233585,231,52.9,5547233567,78,,5547230341,56,Center,5547233581,214,,5547233573,55,37,5547233577,102,51.1,5547233583,230,99.1,5547233569,29,5547233571,154,,5547231827,375,02:14.072,5547231813,15,,5547231809,25,5547231817,16,,5547231823,374,5547233579,103,12.7,,2025-03-01 13:02:28.029,,,,,,,
2782034045,9,1,1,3,11,ajtb177oqwawkdwbqhldmq6mx,1,49.9,50.0,2025-03-01T13:03:25.489Z,2025-03-01T13:03:28Z,8i0o1b8rjsab9se3v6vteqmfo,E. Nnamani,,,5547232705,212,23.2,5547232707,213,2.50,5547232709,279,G,5547232703,141,70.3,5547232699,56,Back,5547232701,140,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034113,10,1,1,3,13,ajtb177oqwawkdwbqhldmq6mx,1,32.0,66.3,2025-03-01T13:03:27.895Z,2025-03-01T13:03:31Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547233093,56,Back,5547233099,212,34.9,5547233097,141,15.0,5547233095,140,32.2,5547233101,213,4.72,5547233103,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034281,11,1,1,3,17,ajtb177oqwawkdwbqhldmq6mx,1,32.5,10.6,2025-03-01T13:03:31.096Z,2025-03-01T13:03:40Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5547234053,213,2.33,5547234047,140,23.5,5547234049,141,25.3,5547234045,56,Back,5547234051,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034355,12,1,1,3,26,ajtb177oqwawkdwbqhldmq6mx,1,28.1,26.5,2025-03-01T13:03:40.240Z,2025-03-01T13:03:44Z,8xe0fufxfgf5cuwgysz3r2j85,E. Christensen,,,5547234481,56,Back,5547234485,141,68.2,5547234483,140,31.1,5547234489,213,1.46,5547234487,212,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034401,13,1,1,3,30,ajtb177oqwawkdwbqhldmq6mx,1,40.2,72.4,2025-03-01T13:03:44.504Z,2025-03-01T13:03:47Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5547234773,212,21.3,5547234775,213,0.88,5547234771,141,96.5,5547234767,56,Left,5547234769,140,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034447,14,1,1,3,33,ajtb177oqwawkdwbqhldmq6mx,1,55.1,94.8,2025-03-01T13:03:47.031Z,2025-03-01T13:03:49Z,ab3nxxoj7bxlnhot9htoex1xw,G. Højbjerg,,,5547234967,56,Left,5547234969,140,62.9,5547234977,212,8.5,5547234973,141,91.7,5547234981,213,6.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034457,15,61,1,3,35,ajtb177oqwawkdwbqhldmq6mx,0,64.8,92.4,2025-03-01T13:03:49.448Z,2025-03-01T13:03:49Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5547235029,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034489,16,5,1,3,36,ajtb177oqwawkdwbqhldmq6mx,0,65.7,101.8,2025-03-01T13:03:50.880Z,2025-03-01T15:41:02Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5547235183,347,,5547235181,56,Left,5547235677,233,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2782034577,40,5,1,3,36,b8oqgvx1ijeyn6y1cn6929ix4,1,34.3,-1.8,2025-03-01T13:03:50.880Z,2025-03-01T15:41:02Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5547235653,233,16,5547235639,347,,5547235637,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
