id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2792497351,23,1,1,1,31,f1h34qp5zbfl489q8vnkhiq9s,1,11.3,55.0,2025-03-29T12:02:23.276Z,2025-03-29T12:02:28Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5604616735,212,68.1,5604616737,213,0.30,5604616727,157,,5604616731,140,73.2,5604616739,1,,5604616729,56,Left,5604616733,141,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497353,24,61,1,1,36,f1h34qp5zbfl489q8vnkhiq9s,0,73.3,87.4,2025-03-29T12:02:28.347Z,2025-03-29T12:02:28Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604616755,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497365,25,5,1,1,37,f1h34qp5zbfl489q8vnkhiq9s,0,71.6,101.1,2025-03-29T12:02:29.377Z,2025-03-29T14:07:18Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604616811,56,Left,5604617951,233,26,5604616813,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497555,26,5,1,1,37,8gxd9ry2580pu1b1dd5ny9ymy,1,28.4,-1.1,2025-03-29T12:02:29.377Z,2025-03-29T14:07:18Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5604617911,233,25,5604617863,347,,5604617861,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497599,27,1,1,1,59,8gxd9ry2580pu1b1dd5ny9ymy,1,38.6,0.0,2025-03-29T12:02:51.704Z,2025-03-29T12:02:56Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5604618121,107,,5604618129,212,9.5,5604618131,213,0.82,5604618123,56,Back,5604618125,140,44.8,5604618127,141,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497863,31,83,1,2,3,f1h34qp5zbfl489q8vnkhiq9s,0,31.6,79.5,2025-03-29T12:02:55.658Z,2025-03-29T12:03:26Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5604619889,399,1cumsropo1r0msfzxxteml1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497603,28,1,1,2,3,8gxd9ry2580pu1b1dd5ny9ymy,0,54.4,11.6,2025-03-29T12:02:56.001Z,2025-03-29T12:04:11Z,1cumsropo1r0msfzxxteml1w,J. Adjei-Broni,,,5604618159,213,0.19,5604622409,233,26,5604618153,140,58.2,5604618149,56,Right,5604622413,286,,5604618155,141,12.7,5604622407,236,,5604618157,212,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497661,26,74,1,2,3,f1h34qp5zbfl489q8vnkhiq9s,1,40.1,81.4,2025-03-29T12:02:56.002Z,2025-03-29T13:02:18Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,1.0,,5604618429,56,Back,5604622447,233,28,5604618431,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497725,28,3,1,2,9,f1h34qp5zbfl489q8vnkhiq9s,1,74.6,84.2,2025-03-29T12:03:01.505Z,2025-03-29T13:02:08Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5604618715,56,Left,5604618717,286,,5604618813,233,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497667,29,45,1,2,9,8gxd9ry2580pu1b1dd5ny9ymy,0,25.4,15.8,2025-03-29T12:03:01.505Z,2025-03-29T13:02:08Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5604618445,56,Back,5604618447,285,,5604618833,233,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497757,29,13,1,2,15,f1h34qp5zbfl489q8vnkhiq9s,1,96.8,67.7,2025-03-29T12:03:07.666Z,2025-03-29T14:46:19Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5605428677,215,,5605428691,276,,5605423651,72,,5605428695,230,100,5605428673,102,2.9,5605428669,55,26,5605428681,146,97.3,5605423653,65,,5605428687,147,2.0,5605428675,103,1.4,5604618877,56,5605428667,29,,Center,5605423649,23,5605428699,231,50.5,5605428665,75,5605423659,153,,,,,,
2792497765,30,5,1,2,17,f1h34qp5zbfl489q8vnkhiq9s,0,93.5,-1.8,2025-03-29T12:03:09.398Z,2025-03-29T14:07:19Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5604618913,56,Right,5604619909,233,30,5604618915,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497943,30,5,1,2,17,8gxd9ry2580pu1b1dd5ny9ymy,1,6.5,101.8,2025-03-29T12:03:09.398Z,2025-03-29T14:07:19Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5604619849,347,,5604619847,56,Back,5604619859,233,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497963,31,1,1,2,33,8gxd9ry2580pu1b1dd5ny9ymy,1,5.0,100.0,2025-03-29T12:03:26.017Z,2025-03-29T12:03:27Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,,5604619935,56,Back,5604619939,141,92.4,5604619943,213,4.59,5604619941,212,6.2,5604619937,140,4.3,5604619933,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792497991,32,1,1,2,35,8gxd9ry2580pu1b1dd5ny9ymy,0,4.3,92.4,2025-03-29T12:03:27.241Z,2025-03-29T12:03:30Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5604620063,157,,5604620073,213,6.23,5604620069,141,88.7,5604620071,212,47.5,5604620067,140,49.5,5604620065,56,Back,5604620075,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792498093,33,1,1,2,40,f1h34qp5zbfl489q8vnkhiq9s,1,43.8,20.5,2025-03-29T12:03:32.363Z,2025-03-29T12:03:38Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5604620607,212,23.9,5604620603,140,28.2,5604620601,56,Back,5604620609,213,2.33,5604620605,141,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
