id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/9/value,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId
2801939769,24,1,1,1,26,7gkglopz9cjsysn2u6sbhuvc5,1,57.1,25.9,2025-04-16T16:31:20.599Z,2025-04-16T16:31:24Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5656488651,140,55.0,5656488657,213,1.75,5656488653,141,43.4,5656488649,56,Center,5656488655,212,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939771,25,61,1,1,27,7gkglopz9cjsysn2u6sbhuvc5,1,54.4,43.1,2025-04-16T16:31:21.777Z,2025-04-17T14:39:16Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488661,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802177895,915,61,1,1,28,7gkglopz9cjsysn2u6sbhuvc5,1,53.6,31.1,2025-04-16T16:31:22.286Z,2025-04-17T14:39:24Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5657842725,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802177901,916,61,1,1,29,7gkglopz9cjsysn2u6sbhuvc5,0,53.6,31.1,2025-04-16T16:31:23.286Z,2025-04-17T21:21:43Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5657842771,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939779,26,83,1,1,34,7gkglopz9cjsysn2u6sbhuvc5,0,25.1,46.7,2025-04-16T16:31:28.465Z,2025-04-16T16:31:31Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5656488705,399,efubck8twu1elbhlomltnjjtg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939783,15,61,1,1,36,b2vft81kyjurzbmekvgrqwr64,0,61.3,61.4,2025-04-16T16:31:30.351Z,2025-04-16T16:31:30Z,efubck8twu1elbhlomltnjjtg,R. Gyamfi,,,5656488695,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939799,28,1,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,0,23.3,43.0,2025-04-16T16:31:30.735Z,2025-04-16T16:31:33Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5656488735,212,13.6,5656488729,56,Back,5656488731,140,34.8,5656488733,141,33.9,5656488737,213,5.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939797,16,1,1,1,38,b2vft81kyjurzbmekvgrqwr64,0,57.0,62.2,2025-04-16T16:31:32.392Z,2025-04-16T17:25:41Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5656488771,236,,5656488725,212,4.7,5656488773,233,30,5656488777,286,,5656488721,140,60.7,5656488727,213,0.61,5656488723,141,66.2,5656488719,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939807,30,74,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,1,33.8,37.3,2025-04-16T16:31:32.393Z,2025-04-16T17:31:17Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488779,233,16,5656488767,56,Back,5656488769,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939801,29,43,1,1,40,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2025-04-16T16:31:34.312Z,2025-04-16T16:31:39Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5656488745,141,36.9,5656488809,144,1,5656488741,56,Back,5656488749,213,6.10,5656488743,140,35.4,5656488747,212,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939809,18,1,1,1,41,b2vft81kyjurzbmekvgrqwr64,1,61.8,35.2,2025-04-16T16:31:35.983Z,2025-04-16T16:31:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5656488787,141,14.7,5656488783,56,Right,5656488789,212,18.2,5656488791,213,5.41,5656488785,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939813,19,1,1,1,44,b2vft81kyjurzbmekvgrqwr64,1,73.1,14.6,2025-04-16T16:31:38.542Z,2025-04-16T16:31:41Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5656488819,212,14.3,5656488817,141,35.4,5656488813,56,Center,5656488815,140,75.2,5656488821,213,1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939819,20,1,1,1,47,b2vft81kyjurzbmekvgrqwr64,1,75.0,27.0,2025-04-16T16:31:41.742Z,2025-04-16T16:31:42Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5656488843,140,64.9,5656488847,212,19.9,5656488849,213,4.15,5656488841,56,Right,5656488845,141,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939821,21,1,1,1,48,b2vft81kyjurzbmekvgrqwr64,1,64.9,2.3,2025-04-16T16:31:42.557Z,2025-04-16T16:31:44Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5656488863,212,16.5,5656488859,140,53.8,5656488857,56,Right,5656488861,141,19.4,5656488865,213,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939829,22,1,1,1,49,b2vft81kyjurzbmekvgrqwr64,1,58.7,12.6,2025-04-16T16:31:43.965Z,2025-04-17T14:41:12Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5656488911,213,1.47,5656488905,140,60.2,5656488907,141,36.4,5656488903,56,Center,5656488909,212,16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939837,23,1,1,1,52,b2vft81kyjurzbmekvgrqwr64,1,57.1,35.5,2025-04-16T16:31:46.838Z,2025-04-16T16:31:51Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5656488949,56,Center,5656488953,141,48.7,5656488957,213,1.65,5656488951,140,56.4,5656488955,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939843,24,1,1,1,57,b2vft81kyjurzbmekvgrqwr64,1,62.0,53.3,2025-04-16T16:31:51.789Z,2025-04-16T16:31:54Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5656488979,56,Left,5656488985,212,30.6,5656488981,140,74.9,5656488983,141,93.6,5656488987,213,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2801939849,25,1,1,2,0,b2vft81kyjurzbmekvgrqwr64,1,76.2,91.7,2025-04-16T16:31:54.662Z,2025-04-16T16:31:59Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5656489023,141,72.0,5656489027,213,3.56,5656489021,140,47.7,5656489029,1,,5656489019,56,Back,5656489025,212,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
