id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2809163865,7,1,1,0,17,8gxd9ry2580pu1b1dd5ny9ymy,0,10.3,77.9,2025-05-03T10:32:05.270Z,2025-05-03T12:55:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696400359,141,53.3,5696400365,1,,5696400363,213,5.94,5696400361,212,49.3,5696400357,140,54.5,5696400355,56,Center,5696400353,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163881,10,1,1,0,20,b8oqgvx1ijeyn6y1cn6929ix4,0,44.6,37.2,2025-05-03T10:32:09.111Z,2025-05-03T10:32:10Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696400455,213,6.25,5696400449,140,63.4,5696400453,212,19.8,5696400447,56,Center,5696400445,3,,5696400451,141,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163899,8,1,1,0,22,8gxd9ry2580pu1b1dd5ny9ymy,1,37.8,67.6,2025-05-03T10:32:10.534Z,2025-05-03T10:32:14Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696400555,141,54.0,5696400553,140,44.9,5696400551,56,Back,5696400559,213,5.39,5696400549,3,,5696400557,212,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163905,9,4,1,0,25,8gxd9ry2580pu1b1dd5ny9ymy,1,48.2,51.4,2025-05-03T10:32:14.078Z,2025-05-03T10:32:19Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5696400605,13,,5696400607,56,Back,5696400613,286,,5696400615,233,11,5696400611,265,,5696400609,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163897,11,4,1,0,25,b8oqgvx1ijeyn6y1cn6929ix4,0,51.8,48.6,2025-05-03T10:32:14.079Z,2025-05-03T10:32:18Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696400583,152,,5696400585,265,,5696400579,13,,5696400587,285,,5696400621,233,9,5696400581,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163967,10,1,1,0,38,8gxd9ry2580pu1b1dd5ny9ymy,1,42.4,56.6,2025-05-03T10:32:26.493Z,2025-05-03T10:32:30Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696400925,56,Center,5696400923,152,,5696400927,140,58.9,5696400931,212,22.4,5696400933,213,0.69,5696400921,5,,5696400929,141,77.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163973,11,1,1,0,41,8gxd9ry2580pu1b1dd5ny9ymy,1,58.9,77.5,2025-05-03T10:32:29.813Z,2025-05-03T10:43:57Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696400973,213,0.60,5696400965,56,Left,5696400969,141,82.4,5696400967,140,63.5,5696400971,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163995,12,1,1,0,42,8gxd9ry2580pu1b1dd5ny9ymy,0,63.5,82.4,2025-05-03T10:32:30.662Z,2025-05-03T10:32:34Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696401051,141,72.1,5696401047,56,Center,5696401049,140,54.3,5696401053,212,11.9,5696401055,213,3.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809163999,13,43,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-03T10:32:33.605Z,2025-05-03T10:32:39Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696401071,286,0,5696401253,144,44,5696401069,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164007,14,1,1,0,46,8gxd9ry2580pu1b1dd5ny9ymy,0,54.3,72.0,2025-05-03T10:32:34.862Z,2025-05-03T10:32:35Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,5696401119,140,78.5,5696401117,56,Center,5696401121,141,76.4,5696401125,213,0.12,5696401123,212,25.6,5696401115,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164023,12,1,1,0,46,b8oqgvx1ijeyn6y1cn6929ix4,1,31.2,20.1,2025-05-03T10:32:35.182Z,2025-05-03T10:32:38Z,9delpquqv81o7ftrgefb0wpp0,L. Callø,,5696401237,140,39.8,5696401239,141,8.7,5696401241,212,11.9,5696401235,56,Back,5696401243,213,5.57,5696401233,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164035,13,1,1,0,50,b8oqgvx1ijeyn6y1cn6929ix4,1,39.8,8.7,2025-05-03T10:32:38.279Z,2025-05-03T10:32:41Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,5696401289,140,35.0,5696401291,141,20.4,5696401287,56,Back,5696401295,213,2.14,5696401293,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164037,14,61,1,0,52,b8oqgvx1ijeyn6y1cn6929ix4,1,35.0,20.4,2025-05-03T10:32:41.047Z,2025-05-03T10:32:41Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696401303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164059,15,83,1,0,55,8gxd9ry2580pu1b1dd5ny9ymy,0,55.9,86.5,2025-05-03T10:32:44.181Z,2025-05-03T11:32:51Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696402555,399,9fvf8z6p8ok0n5vu999ysfywa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164075,16,1,1,0,56,b8oqgvx1ijeyn6y1cn6929ix4,1,45.7,32.8,2025-05-03T10:32:44.431Z,2025-05-03T10:32:49Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5696401467,140,93.8,5696401471,212,51.1,5696401469,141,21.4,5696401463,155,,5696401465,56,Center,5696401475,1,,5696401473,213,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164085,17,1,1,0,57,b8oqgvx1ijeyn6y1cn6929ix4,1,93.8,21.4,2025-05-03T10:32:45.974Z,2025-05-03T12:43:02Z,9ircna8pbskreztmy1wiqwx9m,S. Yatéké,,5696401529,213,3.63,5696401521,56,Right,5696401527,212,13.4,5696401523,140,82.6,5696401525,141,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164087,18,1,1,0,58,b8oqgvx1ijeyn6y1cn6929ix4,0,82.6,12.1,2025-05-03T10:32:46.847Z,2025-05-03T12:43:08Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5696401541,141,39.7,5696401539,140,91.9,5696401537,56,Center,5696401545,213,1.09,5696401533,2,,5696401535,155,,5696401543,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809195653,405,12,1,0,59,8gxd9ry2580pu1b1dd5ny9ymy,1,13.9,69.3,2025-05-03T10:32:47.201Z,2025-05-03T11:32:31Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696561431,141,69.6,5696561427,56,Back,5696561425,15,,5696561429,140,24.0,5696561435,213,0.02,5696561433,212,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164115,16,1,1,1,7,8gxd9ry2580pu1b1dd5ny9ymy,1,25.1,67.0,2025-05-03T10:32:55.926Z,2025-05-03T10:47:02Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696401661,140,34.5,5696401663,141,59.4,5696401665,212,11.1,5696401659,56,Back,5696401667,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164123,18,1,1,1,8,8gxd9ry2580pu1b1dd5ny9ymy,1,34.5,59.4,2025-05-03T10:32:57.093Z,2025-05-03T10:32:59Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,5696401711,141,45.8,5696401709,140,30.0,5696401715,213,4.24,5696401713,212,10.4,5696401707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164131,19,83,1,1,9,b8oqgvx1ijeyn6y1cn6929ix4,0,73.4,57.7,2025-05-03T10:32:57.742Z,2025-05-03T12:42:48Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5696933977,399,dncrhma6gwcn6pxiu7hfc6qz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164147,19,1,1,1,11,8gxd9ry2580pu1b1dd5ny9ymy,0,32.7,41.3,2025-05-03T10:32:59.766Z,2025-05-03T12:42:43Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,5696401797,212,12.1,5696401795,141,29.1,5696401793,140,24.3,5696401791,56,Back,5696401799,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164145,20,61,1,1,16,b8oqgvx1ijeyn6y1cn6929ix4,0,73.7,55.9,2025-05-03T10:33:04.302Z,2025-05-03T12:33:50Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696401785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164161,20,1,1,1,17,8gxd9ry2580pu1b1dd5ny9ymy,1,24.3,29.1,2025-05-03T10:33:05.501Z,2025-05-03T10:33:07Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,5696401861,140,28.1,5696401867,213,5.02,5696401859,56,Back,5696401865,212,13.2,5696401863,141,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164189,21,1,1,1,22,8gxd9ry2580pu1b1dd5ny9ymy,1,27.6,12.5,2025-05-03T10:33:10.494Z,2025-05-03T10:33:13Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696401987,212,23.5,5696401985,141,46.9,5696401983,140,29.8,5696401981,56,Back,5696401989,213,1.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164203,22,1,1,1,24,8gxd9ry2580pu1b1dd5ny9ymy,1,29.8,46.9,2025-05-03T10:33:12.894Z,2025-05-03T10:33:15Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696402065,212,14.5,5696402063,141,68.2,5696402067,213,1.57,5696402059,56,Back,5696402061,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164241,23,1,1,1,27,8gxd9ry2580pu1b1dd5ny9ymy,1,29.6,70.2,2025-05-03T10:33:15.669Z,2025-05-03T10:33:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696402215,140,41.3,5696402221,213,0.87,5696402213,56,Back,5696402217,141,91.8,5696402219,212,19.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164253,24,1,1,1,31,8gxd9ry2580pu1b1dd5ny9ymy,1,41.3,91.8,2025-05-03T10:33:19.390Z,2025-05-03T10:33:22Z,6dzg820946z4848whaa6ny2nd,N. Clausen,,5696402323,140,29.3,5696402325,141,81.2,5696402327,212,14.5,5696402329,213,3.66,5696402321,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164277,25,1,1,1,34,8gxd9ry2580pu1b1dd5ny9ymy,0,27.4,79.1,2025-05-03T10:33:22.238Z,2025-05-03T10:33:27Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696402437,56,Center,5696402447,1,,5696402435,155,,5696402443,212,85.5,5696402445,213,5.84,5696402441,141,25.0,5696402439,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164305,21,5,1,1,39,b8oqgvx1ijeyn6y1cn6929ix4,1,-1.0,76.6,2025-05-03T10:33:27.295Z,2025-05-03T12:44:24Z,423hv4unq5vvnp7kecv6wp3is,M. Saaby,,5696402579,233,26,5696402547,56,Back,5696402549,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164279,26,5,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,0,101.0,23.4,2025-05-03T10:33:27.295Z,2025-05-03T12:44:25Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696402455,346,,5696402599,233,21,5696402453,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164415,22,1,1,1,57,b8oqgvx1ijeyn6y1cn6929ix4,1,3.8,49.2,2025-05-03T10:33:45.232Z,2025-05-03T10:33:54Z,6sdv4s8oz558wfhx72vwlpvu2,L. Moser,,5696403123,140,3.7,5696403125,141,70.5,5696403119,124,,5696403127,212,14.5,5696403133,237,,5696403129,213,1.58,5696403121,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164443,23,1,1,2,6,b8oqgvx1ijeyn6y1cn6929ix4,0,12.1,73.0,2025-05-03T10:33:54.302Z,2025-05-03T10:33:57Z,b55jtl3ixolidn6cvc4t90efo,J. Vadstrup,,5696403221,212,66.4,5696403217,140,75.3,5696403219,141,69.6,5696403213,155,,5696403215,56,Center,5696403225,1,,5696403223,213,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164449,28,1,1,2,8,8gxd9ry2580pu1b1dd5ny9ymy,1,24.9,31.0,2025-05-03T10:33:56.781Z,2025-05-03T10:33:58Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696403247,212,19.5,5696403241,56,Back,5696403249,213,2.45,5696403245,141,49.3,5696403243,140,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164469,29,1,1,2,10,8gxd9ry2580pu1b1dd5ny9ymy,1,8.8,50.0,2025-05-03T10:33:58.733Z,2025-05-03T10:34:03Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696403367,155,,5696403371,140,11.7,5696403375,212,27.1,5696403369,56,Back,5696403373,141,10.4,5696403377,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164485,30,1,1,2,15,8gxd9ry2580pu1b1dd5ny9ymy,1,11.7,9.2,2025-05-03T10:34:03.429Z,2025-05-03T10:34:06Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696403441,212,29.3,5696403439,141,25.8,5696403437,140,37.5,5696403435,56,Back,5696403443,213,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164499,31,1,1,2,17,8gxd9ry2580pu1b1dd5ny9ymy,1,37.5,25.8,2025-05-03T10:34:05.813Z,2025-05-03T10:34:08Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,5696403509,213,3.27,5696403501,56,Back,5696403507,212,24.4,5696403503,140,14.4,5696403505,141,21.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164509,32,1,1,2,20,8gxd9ry2580pu1b1dd5ny9ymy,1,14.4,21.3,2025-05-03T10:34:08.269Z,2025-05-03T10:34:10Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,5696403551,212,19.0,5696403545,56,Back,5696403547,140,7.5,5696403549,141,47.2,5696403553,213,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164523,33,1,1,2,22,8gxd9ry2580pu1b1dd5ny9ymy,1,7.5,47.2,2025-05-03T10:34:10.317Z,2025-05-03T10:34:13Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,5696403643,140,16.0,5696403645,141,74.1,5696403649,213,1.12,5696403641,56,Back,5696403647,212,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164561,34,1,1,2,25,8gxd9ry2580pu1b1dd5ny9ymy,1,11.7,73.3,2025-05-03T10:34:13.437Z,2025-05-03T10:34:20Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,5696403797,155,,5696403807,212,43.2,5696403809,213,4.75,5696403799,196,,5696403801,56,Back,5696403803,140,13.4,5696403805,141,9.8,5696403811,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164567,35,1,1,2,31,8gxd9ry2580pu1b1dd5ny9ymy,0,6.3,8.2,2025-05-03T10:34:20.133Z,2025-05-03T10:34:20Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,5696403847,213,6.23,5696403845,212,5.9,5696403843,141,7.7,5696403841,140,11.9,5696403839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2809164593,24,8,1,2,32,b8oqgvx1ijeyn6y1cn6929ix4,1,80.8,91.5,2025-05-03T10:34:20.487Z,2025-05-03T11:33:04Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5696403973,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
