id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/11/value
2817822689,8,1,1,0,18,7gkglopz9cjsysn2u6sbhuvc5,1,17.3,69.0,2025-05-22T17:03:01.365Z,2025-05-22T17:03:06Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744159965,213,4.07,5744159963,212,13.7,5744159957,56,Back,5744159961,141,52.8,5744159959,140,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822697,9,1,1,0,23,7gkglopz9cjsysn2u6sbhuvc5,1,10.4,41.5,2025-05-22T17:03:06.205Z,2025-05-22T17:03:09Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5744160015,141,59.3,5744160019,213,1.65,5744160013,140,9.5,5744160017,212,12.1,5744160011,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822705,10,1,1,0,26,7gkglopz9cjsysn2u6sbhuvc5,1,9.4,57.3,2025-05-22T17:03:08.948Z,2025-05-22T17:03:10Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744160049,140,4.3,5744160053,212,11.1,5744160055,213,4.21,5744160047,56,Back,5744160051,141,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822727,11,1,1,0,27,7gkglopz9cjsysn2u6sbhuvc5,1,4.3,43.0,2025-05-22T17:03:10.237Z,2025-05-22T17:03:14Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5744160157,157,,5744160165,212,23.7,5744160163,141,34.8,5744160169,1,,5744160159,56,Back,5744160167,213,6.05,5744160161,140,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822749,12,1,1,0,31,7gkglopz9cjsysn2u6sbhuvc5,1,26.2,34.8,2025-05-22T17:03:14.165Z,2025-05-22T17:03:17Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744160333,213,0.78,5744160329,141,43.4,5744160325,56,Back,5744160331,212,8.3,5744160327,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822755,13,50,1,0,35,7gkglopz9cjsysn2u6sbhuvc5,1,34.4,51.6,2025-05-22T17:03:17.477Z,2025-05-22T19:06:26Z,9vbxe5gvruap8h546efz3nx1w,A. Rise Kristiansen,,,5744160353,56,Back,5744160421,233,4,5744160425,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822771,4,7,1,0,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.6,48.4,2025-05-22T17:03:17.478Z,2025-05-22T19:06:25Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5744160417,233,13,5744160397,56,Center,5744160399,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822779,6,1,1,0,37,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.7,35.4,2025-05-22T17:03:19.618Z,2025-05-22T17:03:21Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5744160445,141,60.6,5744160447,212,18.4,5744160449,213,1.19,5744160443,140,68.2,5744160441,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822801,7,1,1,0,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.3,63.0,2025-05-22T17:03:21.363Z,2025-05-22T17:03:26Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5744160587,141,40.3,5744160589,212,20.2,5744160583,56,Center,5744160585,140,55.9,5744160591,213,4.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822817,8,1,1,0,44,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.5,35.4,2025-05-22T17:03:26.626Z,2025-05-22T17:03:29Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5744160699,141,55.7,5744160697,140,45.9,5744160695,56,Back,5744160701,212,17.1,5744160703,213,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822837,9,1,1,0,46,aqtkb4mgrz8c6iqfufj6qjbv9,1,49.0,51.8,2025-05-22T17:03:28.882Z,2025-05-22T17:03:34Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744160823,56,Back,5744160829,212,23.7,5744160825,140,49.1,5744160831,213,1.57,5744160827,141,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822843,10,1,1,0,52,aqtkb4mgrz8c6iqfufj6qjbv9,0,52.2,85.3,2025-05-22T17:03:34.562Z,2025-05-22T19:08:32Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744160859,155,,5744160871,1,,5744160867,212,34.3,5744160861,56,Center,5744160865,141,78.7,5744160863,140,84.6,5744160869,213,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822875,14,12,1,0,53,7gkglopz9cjsysn2u6sbhuvc5,1,15.0,26.5,2025-05-22T17:03:35.533Z,2025-05-22T17:14:34Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744161045,56,Back,5744161047,140,33.7,5744161049,141,0.0,5744161051,212,27.6,5744161053,213,5.50,5744161091,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822879,11,5,1,0,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.2,101.7,2025-05-22T17:03:38.154Z,2025-05-22T19:07:31Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744161059,56,Left,5744161111,233,15,5744161061,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822881,15,5,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,0,30.8,-1.7,2025-05-22T17:03:38.154Z,2025-05-22T19:07:31Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744161063,56,Back,5744161065,347,,5744161119,233,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822933,12,1,1,1,2,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.0,100.0,2025-05-22T17:03:44.402Z,2025-05-22T17:03:46Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5744161319,140,67.6,5744161315,107,,5744161323,212,10.1,5744161325,213,3.64,5744161317,56,Left,5744161321,141,94.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817822953,13,1,1,1,4,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.4,91.2,2025-05-22T17:03:46.594Z,2025-05-22T17:03:49Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744161411,56,Back,5744161419,213,3.79,5744161417,212,24.1,5744161413,140,45.1,5744161415,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823003,14,1,1,1,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.5,69.4,2025-05-22T17:03:48.881Z,2025-05-22T17:03:56Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5744161721,212,23.5,5744161723,213,3.80,5744161717,140,26.8,5744161719,141,48.2,5744161715,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823021,15,1,1,1,13,aqtkb4mgrz8c6iqfufj6qjbv9,0,26.3,45.4,2025-05-22T17:03:56.017Z,2025-05-22T19:08:30Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5744161841,213,0.42,5744161837,141,72.6,5744161831,157,,5744161843,1,,5744161839,212,45.4,5744161833,56,Center,5744161835,140,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823023,16,44,1,1,16,7gkglopz9cjsysn2u6sbhuvc5,1,33.8,28.0,2025-05-22T17:03:58.969Z,2025-05-22T19:06:57Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744161913,233,16,5744161847,56,Back,5744161849,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823025,16,44,1,1,16,aqtkb4mgrz8c6iqfufj6qjbv9,0,66.2,72.0,2025-05-22T17:03:58.970Z,2025-05-22T19:06:57Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5744161933,233,16,5744161853,286,,5744161851,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823049,17,1,1,1,16,7gkglopz9cjsysn2u6sbhuvc5,0,32.9,29.2,2025-05-22T17:03:59.309Z,2025-05-22T17:04:02Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744161989,56,Back,5744161997,213,5.73,5744161991,140,43.0,5744161987,3,,5744161995,212,12.5,5744161993,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823059,17,1,1,1,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.7,72.0,2025-05-22T17:04:00.577Z,2025-05-22T17:04:03Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5744162043,141,91.7,5744162045,212,14.8,5744162039,56,Left,5744162047,213,2.02,5744162041,140,59.6,5744162037,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823075,18,1,1,1,20,aqtkb4mgrz8c6iqfufj6qjbv9,0,57.5,90.9,2025-05-22T17:04:02.833Z,2025-05-22T17:04:04Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5744162121,212,11.3,5744162123,213,0.00,5744162119,141,90.9,5744162117,140,68.3,5744162115,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823085,18,8,1,1,22,7gkglopz9cjsysn2u6sbhuvc5,1,36.4,13.2,2025-05-22T17:04:05.292Z,2025-05-22T17:04:05Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5744162161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823125,20,1,1,1,24,7gkglopz9cjsysn2u6sbhuvc5,1,36.4,13.2,2025-05-22T17:04:06.395Z,2025-05-22T17:04:08Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5744162351,213,1.41,5744162341,140,37.6,5744162339,56,Back,5744162349,212,7.9,5744162343,141,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823165,21,1,1,1,25,7gkglopz9cjsysn2u6sbhuvc5,1,36.8,25.8,2025-05-22T17:04:08.132Z,2025-05-22T17:04:13Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744162623,141,6.1,5744162625,212,23.4,5744162619,56,Right,5744162627,213,5.67,5744162621,140,55.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823177,22,1,1,1,30,7gkglopz9cjsysn2u6sbhuvc5,1,54.9,6.7,2025-05-22T17:04:13.228Z,2025-05-22T19:08:30Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744162693,141,11.4,5744162695,212,12.7,5744162691,140,43.2,5744162697,213,2.89,5744162689,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823179,23,1,1,1,33,7gkglopz9cjsysn2u6sbhuvc5,1,42.0,12.9,2025-05-22T17:04:15.852Z,2025-05-22T17:04:18Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744162717,56,Back,5744162721,141,28.6,5744162719,140,36.8,5744162725,213,2.04,5744162723,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823197,24,1,1,1,36,7gkglopz9cjsysn2u6sbhuvc5,1,32.8,35.1,2025-05-22T17:04:18.564Z,2025-05-22T17:04:20Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744162835,141,59.1,5744162833,140,33.3,5744162839,213,1.54,5744162837,212,16.3,5744162831,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823209,25,1,1,1,38,7gkglopz9cjsysn2u6sbhuvc5,1,34.5,55.7,2025-05-22T17:04:20.428Z,2025-05-22T17:04:22Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744162923,213,4.79,5744162915,141,40.9,5744162919,212,10.1,5744162907,56,Back,5744162911,140,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823223,26,1,1,1,40,7gkglopz9cjsysn2u6sbhuvc5,1,35.2,40.9,2025-05-22T17:04:22.628Z,2025-05-22T17:04:25Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744163025,140,44.0,5744163023,56,Back,5744163029,212,23.1,5744163027,141,9.7,5744163031,213,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823231,27,1,1,1,43,7gkglopz9cjsysn2u6sbhuvc5,1,42.0,10.7,2025-05-22T17:04:25.444Z,2025-05-22T17:04:28Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744163075,140,38.0,5744163079,212,7.0,5744163073,56,Back,5744163081,213,2.22,5744163077,141,18.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823239,28,1,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,1,37.8,18.9,2025-05-22T17:04:28.396Z,2025-05-22T17:04:29Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744163125,213,1.84,5744163123,212,7.8,5744163119,140,35.8,5744163121,141,30.0,5744163117,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823273,29,1,1,1,46,7gkglopz9cjsysn2u6sbhuvc5,1,35.8,30.0,2025-05-22T17:04:29.300Z,2025-05-22T17:04:34Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744163317,56,Back,5744163321,141,10.6,5744163319,140,40.2,5744163323,212,14.0,5744163325,213,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823279,30,1,1,1,52,7gkglopz9cjsysn2u6sbhuvc5,1,70.3,9.1,2025-05-22T17:04:34.437Z,2025-05-22T17:04:35Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744163357,212,8.9,5744163359,213,6.01,5744163353,140,78.5,5744163351,56,Right,5744163355,141,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823311,31,1,1,1,53,7gkglopz9cjsysn2u6sbhuvc5,1,78.5,5.6,2025-05-22T17:04:35.540Z,2025-05-22T17:04:40Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5744163511,213,2.85,5744163507,141,11.6,5744163505,140,65.7,5744163509,212,14.0,5744163503,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823317,32,1,1,1,57,7gkglopz9cjsysn2u6sbhuvc5,1,65.7,11.6,2025-05-22T17:04:40.187Z,2025-05-22T17:04:41Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744163529,56,Center,5744163533,141,22.2,5744163535,212,9.0,5744163531,140,60.5,5744163537,213,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823329,33,1,1,1,58,7gkglopz9cjsysn2u6sbhuvc5,1,60.5,22.2,2025-05-22T17:04:40.932Z,2025-05-22T17:04:42Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5744163603,212,7.0,5744163605,213,0.21,5744163597,56,Center,5744163601,141,24.3,5744163599,140,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823353,34,1,1,2,0,7gkglopz9cjsysn2u6sbhuvc5,1,67.0,24.3,2025-05-22T17:04:42.587Z,2025-05-22T17:04:44Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744163701,213,5.13,5744163697,141,5.6,5744163695,140,72.4,5744163693,56,Right,5744163699,212,13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823361,35,1,1,2,1,7gkglopz9cjsysn2u6sbhuvc5,1,72.6,5.5,2025-05-22T17:04:44.172Z,2025-05-22T19:08:30Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5744163765,141,17.9,5744163769,213,1.50,5744163763,140,73.2,5744192747,155,,5744163767,212,8.5,5744163761,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823363,36,61,1,2,3,7gkglopz9cjsysn2u6sbhuvc5,1,73.2,18.0,2025-05-22T17:04:45.724Z,2025-05-22T17:04:46Z,9gr9rdahnavv0irjauh5xim8k,M. Munck,,,5744163773,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823419,37,1,1,2,9,7gkglopz9cjsysn2u6sbhuvc5,1,35.8,51.3,2025-05-22T17:04:51.500Z,2025-05-22T17:04:52Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5744164079,141,45.2,5744164077,140,44.8,5744164075,56,Back,5744164083,213,5.87,5744164081,212,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823427,38,1,1,2,10,7gkglopz9cjsysn2u6sbhuvc5,1,44.8,45.2,2025-05-22T17:04:52.523Z,2025-05-22T17:04:55Z,5hr1cb6e6xb3eyjnau7w4825l,R. Thellufsen,,,5744164135,141,15.5,5744164133,140,43.1,5744164139,213,4.62,5744164137,212,20.3,5744164131,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823453,39,1,1,2,12,7gkglopz9cjsysn2u6sbhuvc5,1,58.3,12.6,2025-05-22T17:04:54.843Z,2025-05-22T17:04:59Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5744164283,141,26.4,5744164285,212,17.8,5744164279,56,Center,5744164287,213,0.56,5744164281,140,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823473,40,1,1,2,16,7gkglopz9cjsysn2u6sbhuvc5,0,72.7,26.4,2025-05-22T17:04:58.772Z,2025-05-22T17:05:02Z,9vbxe5gvruap8h546efz3nx1w,A. Rise Kristiansen,,,5744164391,140,100.0,5744164397,213,5.95,5744164389,56,Right,5744164393,141,11.6,5744164395,212,31.0,5744164387,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817823609,19,5,1,2,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,-0.8,85.4,2025-05-22T17:05:01.843Z,2025-05-22T19:07:32Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5744165103,56,Back,5744165495,233,41,5744165105,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
