id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/11/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2726819267,8,1,1,0,11,8gxd9ry2580pu1b1dd5ny9ymy,1,51.9,10.3,2024-09-28T11:59:57.330Z,2024-09-28T15:43:35Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246638161,212,7.6,5246638157,140,55.4,5246638163,213,1.06,5246638159,141,20.0,5246638153,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819247,4,83,1,0,11,7gkglopz9cjsysn2u6sbhuvc5,0,40.2,68.5,2024-09-28T11:59:57.528Z,2024-09-28T13:04:43Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246991823,399,9tt9eo9bsff7dp7aqjal1obo4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819283,9,61,1,0,14,8gxd9ry2580pu1b1dd5ny9ymy,0,63.5,49.7,2024-09-28T12:00:00.157Z,2024-09-28T13:04:42Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5246991743,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819339,5,1,1,0,14,7gkglopz9cjsysn2u6sbhuvc5,1,39.9,65.5,2024-09-28T12:00:00.336Z,2024-09-28T15:43:33Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5246638705,141,47.0,5246638701,56,Back,5246638709,213,4.07,5246638707,212,15.7,5246638703,140,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819355,7,1,1,0,19,7gkglopz9cjsysn2u6sbhuvc5,1,30.0,41.9,2024-09-28T12:00:05.520Z,2024-09-28T15:43:36Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5246638845,141,44.2,5246638841,56,Back,5246638849,213,3.05,5246638847,212,16.9,5246638843,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819359,8,1,1,0,21,7gkglopz9cjsysn2u6sbhuvc5,0,14.0,44.2,2024-09-28T12:00:06.903Z,2024-09-28T15:43:41Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5246638885,1,,5246638877,140,64.2,5246638875,56,Center,5246638873,157,,5246638881,212,53.7,5246638879,141,28.9,5246638883,213,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819447,11,1,1,0,27,8gxd9ry2580pu1b1dd5ny9ymy,1,25.6,73.9,2024-09-28T12:00:13.356Z,2024-09-28T12:00:18Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246639361,141,57.2,5246639365,213,4.57,5246639363,212,11.5,5246639359,140,24.1,5246639357,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819467,12,1,1,0,32,8gxd9ry2580pu1b1dd5ny9ymy,1,24.8,56.1,2024-09-28T12:00:17.857Z,2024-09-28T12:00:19Z,630daj1ef34rczbhng0eoncvd,M. Kiilerich,,,5246639477,56,Back,5246639485,213,1.38,5246639479,140,27.2,5246639481,141,74.8,5246639483,212,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819495,13,1,1,0,33,8gxd9ry2580pu1b1dd5ny9ymy,1,27.2,76.9,2024-09-28T12:00:19.353Z,2024-09-28T12:00:23Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246639737,212,7.8,5246639739,213,1.24,5246639733,140,29.6,5246639731,56,Back,5246639735,141,87.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819523,14,1,1,0,37,8gxd9ry2580pu1b1dd5ny9ymy,1,37.2,80.1,2024-09-28T12:00:22.841Z,2024-09-28T13:06:21Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5246639875,140,34.9,5246639873,56,Back,5246639881,213,4.21,5246639879,212,5.0,5246639877,141,73.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819537,15,1,1,0,39,8gxd9ry2580pu1b1dd5ny9ymy,1,34.6,74.7,2024-09-28T12:00:25.449Z,2024-09-28T12:00:27Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5246640009,56,Back,5246640015,212,8.2,5246640017,213,2.88,5246640011,140,27.1,5246640013,141,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819567,16,1,1,0,41,8gxd9ry2580pu1b1dd5ny9ymy,0,22.5,73.2,2024-09-28T12:00:27.298Z,2024-09-28T13:07:19Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5246640159,140,31.9,5246640163,212,12.7,5246640157,56,Back,5246640161,141,61.4,5246640165,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726889033,548,43,1,0,42,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-28T12:00:28.388Z,2024-09-28T14:43:58Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5247007369,56,Back,5247853175,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726892569,571,61,1,0,43,8gxd9ry2580pu1b1dd5ny9ymy,1,36.8,44.2,2024-09-28T12:00:29.601Z,2024-09-28T13:10:16Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5247027709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819639,17,43,1,0,45,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2024-09-28T12:00:31.034Z,2024-09-28T13:07:24Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246640465,212,18.7,5246640467,213,4.50,5246640461,140,31.1,5246640459,56,Back,5246640463,141,31.5,5247008131,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819653,18,1,1,0,47,8gxd9ry2580pu1b1dd5ny9ymy,1,32.8,23.9,2024-09-28T12:00:33.474Z,2024-09-28T12:00:35Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246640571,213,6.24,5246640569,212,11.4,5246640563,56,Back,5246640565,140,43.6,5246640567,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819673,19,1,1,0,49,8gxd9ry2580pu1b1dd5ny9ymy,1,55.8,19.9,2024-09-28T12:00:35.521Z,2024-09-28T13:08:30Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5246640733,56,Right,5247016031,212,6.6,5247016029,141,11.1,5247016027,140,58.4,5247016033,213,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819677,20,1,1,0,51,8gxd9ry2580pu1b1dd5ny9ymy,1,59.2,7.7,2024-09-28T12:00:37.233Z,2024-09-28T12:00:38Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246640791,56,Right,5246640799,213,2.85,5246640793,140,54.0,5246640795,141,10.1,5246640797,212,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819735,21,1,1,0,52,8gxd9ry2580pu1b1dd5ny9ymy,1,54.0,10.1,2024-09-28T12:00:37.993Z,2024-09-28T12:00:41Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246641069,141,14.4,5246641073,213,0.24,5246641067,140,65.5,5246641071,212,12.4,5246641065,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819741,22,61,1,0,53,8gxd9ry2580pu1b1dd5ny9ymy,0,65.9,14.4,2024-09-28T12:00:39.553Z,2024-09-28T13:10:39Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246641123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819781,10,1,1,0,55,7gkglopz9cjsysn2u6sbhuvc5,1,32.5,83.6,2024-09-28T12:00:40.809Z,2024-09-28T12:00:44Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246641401,141,66.0,5246641399,140,9.4,5246641397,56,Back,5246641405,213,3.60,5246641403,212,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819893,11,1,1,0,58,7gkglopz9cjsysn2u6sbhuvc5,1,10.7,66.6,2024-09-28T12:00:44.607Z,2024-09-28T12:00:50Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5246641931,56,Back,5246641935,140,14.4,5246641945,213,1.25,5246641941,212,12.4,5246641939,141,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819943,12,1,1,1,4,7gkglopz9cjsysn2u6sbhuvc5,1,13.4,92.0,2024-09-28T12:00:50.648Z,2024-09-28T12:00:53Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5246642175,140,27.5,5246642179,212,16.9,5246642177,141,79.9,5246642181,213,5.78,5246642173,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819949,13,61,1,1,7,7gkglopz9cjsysn2u6sbhuvc5,0,27.5,79.9,2024-09-28T12:00:53.456Z,2024-09-28T12:00:54Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246642217,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819961,14,43,1,1,8,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-28T12:00:53.936Z,2024-09-28T13:11:09Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5247034293,144,56,5246642287,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726819995,24,1,1,1,9,8gxd9ry2580pu1b1dd5ny9ymy,1,74.4,10.6,2024-09-28T12:00:55.404Z,2024-09-28T12:00:56Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246642453,212,6.3,5246642451,141,19.7,5246642455,213,1.37,5246642447,56,Right,5246642449,140,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820009,25,61,1,1,10,8gxd9ry2580pu1b1dd5ny9ymy,0,75.2,19.1,2024-09-28T12:00:56.567Z,2024-09-28T12:00:57Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5246642513,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820065,16,1,1,1,11,7gkglopz9cjsysn2u6sbhuvc5,1,27.6,82.7,2024-09-28T12:00:57.087Z,2024-09-28T12:01:00Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5246642871,141,45.4,5246642875,212,29.1,5246642865,56,Back,5246642877,213,4.20,5246642869,140,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820079,17,1,1,1,14,7gkglopz9cjsysn2u6sbhuvc5,0,14.0,45.4,2024-09-28T12:01:00.271Z,2024-09-28T12:01:01Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5246642971,212,37.0,5246642963,157,,5246642973,213,0.59,5246642969,141,75.7,5246642975,1,,5246642965,56,Back,5246642967,140,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820129,26,1,1,1,16,8gxd9ry2580pu1b1dd5ny9ymy,0,56.1,17.0,2024-09-28T12:01:01.897Z,2024-09-28T12:01:05Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246643247,212,7.0,5246643237,3,,5246643245,141,14.3,5246643249,213,6.02,5246643243,140,62.5,5246643241,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820113,18,44,1,1,18,7gkglopz9cjsysn2u6sbhuvc5,1,38.9,84.0,2024-09-28T12:01:03.727Z,2024-09-28T14:19:23Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246643447,233,27,5246643151,56,Back,5246643153,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820139,27,44,1,1,18,8gxd9ry2580pu1b1dd5ny9ymy,0,61.1,16.0,2024-09-28T12:01:03.728Z,2024-09-28T15:43:28Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5246643479,233,18,5246643313,56,Right,5246643317,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820123,19,1,1,1,18,7gkglopz9cjsysn2u6sbhuvc5,0,36.5,84.8,2024-09-28T12:01:03.976Z,2024-09-28T13:18:07Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246643203,141,84.0,5246643207,213,6.18,5246643199,56,Back,5246643197,3,,5246643201,140,41.5,5246643205,212,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820167,28,1,1,1,19,8gxd9ry2580pu1b1dd5ny9ymy,0,54.3,15.2,2024-09-28T12:01:04.882Z,2024-09-28T13:18:01Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5246643467,140,62.0,5246643465,56,Right,5246643469,141,13.2,5246643473,213,6.12,5246643463,3,,5246643471,212,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726903547,643,1,1,1,23,8gxd9ry2580pu1b1dd5ny9ymy,1,52.0,4.7,2024-09-28T12:01:09.306Z,2024-09-28T13:19:41Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5247094717,213,2.49,5247094715,212,48.5,5247094709,56,Back,5247094719,1,,5247094713,141,48.1,5247094711,140,15.4,5247094707,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820289,30,1,1,1,29,8gxd9ry2580pu1b1dd5ny9ymy,1,13.3,25.6,2024-09-28T12:01:14.873Z,2024-09-28T12:01:17Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5246644247,56,Center,5246644251,141,21.3,5246644253,212,42.8,5246644245,157,,5246644249,140,54.0,5246644255,213,6.21,5246644257,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820433,31,1,1,1,32,8gxd9ry2580pu1b1dd5ny9ymy,1,46.1,19.5,2024-09-28T12:01:17.809Z,2024-09-28T12:01:25Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5246645055,141,9.5,5246645051,56,Back,5246645057,212,9.2,5246645059,213,3.97,5246645053,140,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820341,20,83,1,1,34,7gkglopz9cjsysn2u6sbhuvc5,0,55.7,80.5,2024-09-28T12:01:20.215Z,2024-09-28T12:01:26Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5246645239,399,45dqseup0cmujyl4nprr29y0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820445,32,1,1,1,39,8gxd9ry2580pu1b1dd5ny9ymy,0,38.5,6.8,2024-09-28T12:01:24.969Z,2024-09-28T12:01:27Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246645113,141,10.1,5246645285,286,,5246645111,140,38.5,5246645117,213,1.57,5246645279,236,,5246645115,212,2.2,5246645281,233,21,5246645109,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820467,21,74,1,1,39,7gkglopz9cjsysn2u6sbhuvc5,1,54.9,84.1,2024-09-28T12:01:24.970Z,2024-09-28T15:43:27Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246645259,56,Left,5246645261,285,,5246645305,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820499,23,5,1,1,40,7gkglopz9cjsysn2u6sbhuvc5,0,63.8,100.8,2024-09-28T12:01:26.512Z,2024-09-28T14:19:46Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246645447,56,Left,5246645449,347,,5246646267,233,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820649,33,5,1,1,40,8gxd9ry2580pu1b1dd5ny9ymy,1,36.2,-0.8,2024-09-28T12:01:26.512Z,2024-09-28T14:19:45Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246646247,233,23,5246646205,56,Back,5246646207,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820477,22,43,1,1,41,7gkglopz9cjsysn2u6sbhuvc5,1,0.0,0.0,2024-09-28T12:01:27.223Z,2024-09-28T12:01:35Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5246645989,144,74,5246645875,285,0,5246645301,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820731,34,1,1,1,52,8gxd9ry2580pu1b1dd5ny9ymy,1,31.2,0.0,2024-09-28T12:01:38.033Z,2024-09-28T12:01:43Z,45dqseup0cmujyl4nprr29y0a,M. Fredslund,,,5246646523,56,Right,5246646529,212,33.6,5246646527,141,11.7,5246646533,1,,5246646531,213,0.28,5246646521,107,,5246646525,140,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726820745,35,1,1,1,53,8gxd9ry2580pu1b1dd5ny9ymy,1,56.0,36.8,2024-09-28T12:01:39.505Z,2024-09-28T13:22:56Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5246646585,56,Center,5247116009,233,604,5247103949,156,,5247103617,140,54.4,5247103621,212,2.2,5247103619,141,34.8,5247103623,213,3.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726907289,667,1,1,1,54,8gxd9ry2580pu1b1dd5ny9ymy,0,54.0,36.2,2024-09-28T12:01:40.191Z,2024-09-28T13:23:06Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5247114957,212,5.7,5247117955,286,,5247114949,157,,5247118353,233,604,5247114951,56,Center,5247114955,141,39.3,5247114953,140,59.0,5247114963,1,,5247114959,213,0.38,5247117951,236,,,,,,,,,,,,,,,,,,,,,,,,,
2726907499,604,74,1,1,54,7gkglopz9cjsysn2u6sbhuvc5,1,47.6,60.7,2024-09-28T12:01:40.192Z,2024-09-28T14:17:19Z,18vvlxsaoloypja4fdddj687o,O. Jebali,,,5247115589,285,,5247116029,233,667,5247115581,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
