id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value
2719762245,6,1,1,0,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,11.4,17.6,2024-09-14T12:01:27.308Z,2024-09-14T12:01:28Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5208032073,212,22.0,5208032067,56,Back,5208032075,213,0.50,5208032071,141,33.1,5208032069,140,29.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762253,7,43,1,0,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-14T12:01:27.987Z,2024-09-14T12:23:30Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208032107,140,12.0,5208032113,213,3.72,5208116775,144,1,5208032109,141,15.3,5208032105,56,Back,5208032111,212,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762265,8,43,1,0,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-09-14T12:01:28.675Z,2024-09-14T12:23:26Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208032171,141,32.2,5208032175,213,0.83,5208032167,56,Back,5208032169,140,22.0,5208116585,144,1,5208032173,212,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762289,9,1,1,0,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.0,32.2,2024-09-14T12:01:29.843Z,2024-09-14T12:01:33Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208032281,56,Back,5208032285,141,35.4,5208032289,213,2.96,5208032287,212,12.1,5208032283,140,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762329,10,1,1,0,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,21.4,29.7,2024-09-14T12:01:33.483Z,2024-09-14T12:01:37Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208032501,140,84.5,5208032499,56,Center,5208032505,212,66.4,5208032497,155,,5208032509,1,,5208032503,141,35.4,5208032507,213,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762475,9,1,1,0,35,7gkglopz9cjsysn2u6sbhuvc5,1,7.5,54.5,2024-09-14T12:01:47.358Z,2024-09-14T12:01:51Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208033355,212,18.6,5208033349,56,Back,5208033351,140,10.8,5208033353,141,81.4,5208033357,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762537,10,1,1,0,39,7gkglopz9cjsysn2u6sbhuvc5,1,15.1,84.8,2024-09-14T12:01:51.350Z,2024-09-14T12:01:55Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5208033639,212,11.1,5208033637,141,88.4,5208033633,56,Back,5208033635,140,25.4,5208033641,213,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762541,11,61,1,0,44,7gkglopz9cjsysn2u6sbhuvc5,1,26.7,89.9,2024-09-14T12:01:55.629Z,2024-09-14T12:01:56Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208033661,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762567,12,4,1,0,47,7gkglopz9cjsysn2u6sbhuvc5,1,40.7,85.0,2024-09-14T12:01:58.918Z,2024-09-14T13:51:54Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208033869,233,11,5208033849,286,,5208033841,13,,5208033845,56,Back,5208033847,152,,5208033843,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762571,11,4,1,0,47,aqtkb4mgrz8c6iqfufj6qjbv9,0,59.3,15.0,2024-09-14T12:01:58.919Z,2024-09-14T13:55:18Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208033821,56,Right,5208543307,294,,5208034179,233,12,5208033831,285,,5208033819,13,,5208033823,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762659,13,1,1,0,56,7gkglopz9cjsysn2u6sbhuvc5,1,39.0,78.2,2024-09-14T12:02:08.070Z,2024-09-14T12:02:08Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208034299,213,3.68,5208034287,5,,5208034295,141,73.0,5208034291,56,Back,5208034289,152,,5208034293,140,33.3,5208034297,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762673,14,1,1,0,57,7gkglopz9cjsysn2u6sbhuvc5,1,33.3,73.0,2024-09-14T12:02:08.806Z,2024-09-14T12:02:10Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5208034363,56,Back,5208034367,140,22.2,5208034375,213,2.49,5208034371,141,86.2,5208034373,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762739,15,1,1,0,58,7gkglopz9cjsysn2u6sbhuvc5,1,22.2,86.2,2024-09-14T12:02:09.830Z,2024-09-14T12:02:15Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5208034715,212,23.2,5208034711,140,11.5,5208034717,213,4.21,5208034713,141,56.4,5208034709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762761,16,1,1,1,3,7gkglopz9cjsysn2u6sbhuvc5,1,14.0,55.8,2024-09-14T12:02:14.622Z,2024-09-14T12:02:16Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208034825,141,34.9,5208034821,56,Back,5208034829,213,4.68,5208034823,140,13.6,5208034827,212,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762815,17,1,1,1,5,7gkglopz9cjsysn2u6sbhuvc5,1,13.6,35.1,2024-09-14T12:02:16.398Z,2024-09-14T12:02:19Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208035103,140,21.2,5208035107,212,21.8,5208035109,213,5.09,5208035105,141,5.2,5208035101,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762867,18,1,1,1,8,7gkglopz9cjsysn2u6sbhuvc5,1,21.3,5.2,2024-09-14T12:02:19.622Z,2024-09-14T12:02:24Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5208035357,140,23.8,5208035361,212,4.2,5208035359,141,10.0,5208035363,213,0.89,5208035355,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762827,12,83,1,1,9,aqtkb4mgrz8c6iqfufj6qjbv9,0,63.9,82.6,2024-09-14T12:02:20.715Z,2024-09-14T13:54:12Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5208035415,399,a7eramyy1bd8msxmg84ctc8ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762875,19,1,1,1,12,7gkglopz9cjsysn2u6sbhuvc5,0,22.5,7.6,2024-09-14T12:02:24.207Z,2024-09-14T12:02:25Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5208035407,1,,5208035403,212,36.9,5208035395,155,,5208035399,140,57.6,5208035405,213,6.25,5208035401,141,5.8,5208035397,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762919,13,12,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.4,93.3,2024-09-14T12:02:28.435Z,2024-09-14T13:54:09Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208035625,56,Back,5208035631,212,6.7,5208035627,140,41.4,5208035633,213,1.08,5208035675,167,,5208035629,141,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762925,14,5,1,1,17,aqtkb4mgrz8c6iqfufj6qjbv9,0,42.8,101.7,2024-09-14T12:02:29.118Z,2024-09-14T13:52:22Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5208035639,56,Back,5208035727,233,20,5208035641,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762899,20,5,1,1,17,7gkglopz9cjsysn2u6sbhuvc5,1,57.2,-1.7000000000000002,2024-09-14T12:02:29.118Z,2024-09-14T12:23:54Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5208035657,233,14,5208035535,56,Right,5208035537,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719762993,21,1,1,1,22,7gkglopz9cjsysn2u6sbhuvc5,1,54.0,0.0,2024-09-14T12:02:34.183Z,2024-09-14T12:02:36Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5208036043,107,,5208036055,213,1.45,5208036047,140,56.6,5208036051,212,21.9,5208036059,1,,5208036049,141,31.2,5208036045,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763045,22,1,1,1,24,7gkglopz9cjsysn2u6sbhuvc5,1,58.1,31.9,2024-09-14T12:02:36.174Z,2024-09-14T12:02:41Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208036331,140,64.9,5208036335,212,7.2,5208036329,56,Center,5208036337,213,0.17,5208036333,141,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763061,23,1,1,1,30,7gkglopz9cjsysn2u6sbhuvc5,1,76.7,59.6,2024-09-14T12:02:41.670Z,2024-09-14T12:02:43Z,7j35sfip0xb51mpa91wzikrh0,O. Øhlenschlæger,,,5208036463,141,85.7,5208036467,212,23.6,5208036459,140,91.5,5208036469,213,0.85,5208036457,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763111,24,1,1,1,31,7gkglopz9cjsysn2u6sbhuvc5,1,91.5,85.7,2024-09-14T12:02:43.062Z,2024-09-14T12:02:55Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,1.0,,5208037295,210,15,5208036783,155,,5208036787,140,87.8,5208036791,212,25.9,5208036793,213,4.56,5208036789,141,48.1,5208037297,154,,5208036781,2,,5208036785,56,Center,,,,,,,,,,,,,,,,,,,,,
2719763113,25,15,1,1,35,7gkglopz9cjsysn2u6sbhuvc5,1,87.8,48.1,2024-09-14T12:02:47.007Z,2024-09-14T12:02:56Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5208036819,17,,5208037333,29,,5208037343,103,5.1,5208037341,102,47.7,5208036821,56,Center,5208037331,80,,5208037349,147,49.3,5208037337,55,24,5208037347,146,97.8,5208037335,154,5208036817,22,5208037365,233,15,5208037345,328,5208036981,72,,,,,,,,,,
2719763105,15,10,1,1,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,1.9,48.4,2024-09-14T12:02:47.107Z,2024-09-14T12:02:51Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5208037039,233,25,5208036711,182,,5208036709,178,,5208036707,173,,5208036713,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763251,17,1,1,1,51,aqtkb4mgrz8c6iqfufj6qjbv9,1,3.3,48.8,2024-09-14T12:03:03.236Z,2024-09-14T12:03:05Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5208037773,212,55.3,5208037777,1,,5208037765,199,,5208037805,189,,5208037769,140,54.2,5208037775,213,0.26,5208037767,56,Center,5208037771,141,69.7,,,,,,,,,,,,,,,,,,,,,,,,
2719763289,18,44,1,1,54,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.7,70.2,2024-09-14T12:03:06.117Z,2024-09-14T12:50:38Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208038071,233,26,5208037981,286,,5208037977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763271,26,44,1,1,54,7gkglopz9cjsysn2u6sbhuvc5,0,37.3,29.8,2024-09-14T12:03:06.118Z,2024-09-14T12:50:38Z,ef7l91pb4w6yk7lijxjxlievp,M. Greve,,,5208038103,233,18,5208037897,56,Back,5208037899,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763299,19,1,1,1,55,aqtkb4mgrz8c6iqfufj6qjbv9,1,54.2,69.7,2024-09-14T12:03:06.981Z,2024-09-14T13:02:19Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5208038029,3,,5208038037,141,70.3,5208038033,56,Center,5208038039,212,17.0,5208038031,168,,5208038035,140,70.4,5208038041,213,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763333,20,15,1,1,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,91.0,61.5,2024-09-14T12:03:10.595Z,2024-09-14T12:03:28Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5208038259,56,Center,5208039145,103,22.2,5208039151,147,58.5,5208039147,458,,5208039009,20,,5208039149,146,94.1,5208038255,22,,5208039141,79,,5208039011,17,,5208039143,102,5208039195,233,,,,,,,,49.9,27,,,,,,,,
2719763331,27,10,1,1,59,7gkglopz9cjsysn2u6sbhuvc5,1,9.1,32.4,2024-09-14T12:03:10.695Z,2024-09-14T12:03:26Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208038253,56,Back,5208038249,178,,5208038251,182,,5208039047,233,20,5208038247,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763545,29,1,1,2,16,7gkglopz9cjsysn2u6sbhuvc5,1,9.1,41.5,2024-09-14T12:03:27.455Z,2024-09-14T12:03:32Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5208039427,140,16.3,5208039435,213,1.30,5208039431,141,82.0,5208039433,212,28.6,5208039425,56,Back,5208039421,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763553,30,1,1,2,20,7gkglopz9cjsysn2u6sbhuvc5,0,18.3,91.2,2024-09-14T12:03:32.327Z,2024-09-14T12:03:33Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5208039483,141,85.7,5208039487,213,6.19,5208039489,1,,5208039479,56,Left,5208039485,212,40.0,5208039481,140,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763617,22,1,1,2,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,39.4,16.7,2024-09-14T12:03:32.741Z,2024-09-14T13:54:10Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5208039757,141,30.6,5208039753,56,Back,5208039761,213,0.84,5208039759,212,12.7,5208039755,140,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763647,23,1,1,2,25,aqtkb4mgrz8c6iqfufj6qjbv9,0,41.8,30.3,2024-09-14T12:03:37.139Z,2024-09-14T12:03:40Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208039943,236,,5208039893,213,3.33,5208039889,212,7.6,5208039949,286,,5208039879,140,34.7,5208039875,56,Back,5208039945,233,31,5208039883,141,28.2,,,,,,,,,,,,,,,,,,,,,,,,
2719763659,31,74,1,2,25,7gkglopz9cjsysn2u6sbhuvc5,1,66.7,63.7,2024-09-14T12:03:37.140Z,2024-09-14T12:54:16Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208039951,233,23,5208039937,285,,5208039935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763755,24,5,1,2,33,aqtkb4mgrz8c6iqfufj6qjbv9,0,15.5,-1.6,2024-09-14T12:03:44.396Z,2024-09-14T13:52:23Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208040363,347,,5208040361,56,Back,5208040403,233,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763729,32,5,1,2,33,7gkglopz9cjsysn2u6sbhuvc5,1,84.5,101.6,2024-09-14T12:03:44.396Z,2024-09-14T13:52:23Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208040247,347,,5208040245,56,Left,5208040393,233,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763779,33,1,1,2,37,7gkglopz9cjsysn2u6sbhuvc5,1,83.6,100.0,2024-09-14T12:03:48.447Z,2024-09-14T12:03:50Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5208040507,213,5.38,5208040503,141,82.9,5208040505,212,15.9,5208040497,107,,5208040499,56,Left,5208040501,140,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763813,34,1,1,2,39,7gkglopz9cjsysn2u6sbhuvc5,1,93.0,82.9,2024-09-14T12:03:50.575Z,2024-09-14T12:04:01Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,1.0,,5208041159,210,13,5208040679,212,18.3,5208040677,141,64.2,5208040673,56,Center,5208040683,213,3.91,5208040675,140,80.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763817,35,13,1,2,41,7gkglopz9cjsysn2u6sbhuvc5,1,80.5,64.2,2024-09-14T12:03:52.903Z,2024-09-14T12:04:01Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208040721,18,,5208041215,103,63.9,5208041209,55,34,5208040981,20,,5208040979,160,,5208041203,74,,5208041217,215,,5208040725,56,Center,5208041219,230,98.2,5208041213,102,5208041221,231,5208041207,29,,,,,,44.2,50.4,,,,,,,,
2719763945,25,5,1,2,43,aqtkb4mgrz8c6iqfufj6qjbv9,1,-0.8,55.7,2024-09-14T12:03:54.870Z,2024-09-14T13:52:24Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5208041517,346,,5208041515,56,Back,5208041569,233,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763829,36,5,1,2,43,7gkglopz9cjsysn2u6sbhuvc5,0,100.8,44.3,2024-09-14T12:03:54.870Z,2024-09-14T12:27:06Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5208040781,56,Center,5208041573,233,25,5208040783,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763979,26,1,1,2,56,aqtkb4mgrz8c6iqfufj6qjbv9,1,4.1,51.9,2024-09-14T12:04:07.859Z,2024-09-14T12:04:12Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5208041739,140,7.9,5208041749,237,,5208041745,213,5.07,5208041735,124,,5208041741,141,36.0,5208041743,212,11.5,5208041737,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719763981,27,1,1,3,1,aqtkb4mgrz8c6iqfufj6qjbv9,0,12.9,13.2,2024-09-14T12:04:12.764Z,2024-09-14T12:04:13Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5208041759,140,40.6,5208041763,212,31.8,5208041755,155,,5208041761,141,32.1,5208041765,213,0.42,5208041757,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719764013,38,1,1,3,3,7gkglopz9cjsysn2u6sbhuvc5,1,58.8,72.4,2024-09-14T12:04:14.951Z,2024-09-14T12:04:16Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5208041969,56,Center,5208041979,212,19.2,5208041975,141,44.2,5208041983,213,4.66,5208041971,140,57.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
