id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value
2712614365,7,1,1,0,21,b8oqgvx1ijeyn6y1cn6929ix4,0,72.9,100.0,2024-08-24T17:00:57.290Z,2024-08-24T17:00:59Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5168736369,141,87.5,5168736365,140,84.5,5168736373,212,15.7,5168736357,107,,5168736361,56,Left,5168736377,213,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614381,5,1,1,0,23,bd4qakf7j0wwie8wke9km7uj8,0,15.2,12.2,2024-08-24T17:00:59.450Z,2024-08-24T17:01:00Z,99tm7b6ux9s4qocz0y4pcahas,V. Montell,,5168736459,3,,5168736463,140,34.6,5168736471,213,6.01,5168736465,141,3.7,5168736461,56,Back,5168736469,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614433,8,1,1,0,25,b8oqgvx1ijeyn6y1cn6929ix4,1,65.3,92.4,2024-08-24T17:01:01.114Z,2024-08-24T17:01:04Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,5168736693,56,Left,5168736703,1,,5168736697,141,86.9,5168736695,140,78.2,5168736691,157,,5168736701,213,6.01,5168736699,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614439,9,44,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,1,79.8,87.8,2024-08-24T17:01:03.193Z,2024-08-24T19:17:20Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5168736731,56,Left,5168736733,286,,5168736793,233,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614413,6,44,1,0,27,bd4qakf7j0wwie8wke9km7uj8,0,20.2,12.2,2024-08-24T17:01:03.194Z,2024-08-24T19:17:20Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5168736597,56,Back,5168736803,233,9,5168736599,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614467,10,1,1,0,27,b8oqgvx1ijeyn6y1cn6929ix4,0,78.2,86.9,2024-08-24T17:01:03.287Z,2024-08-24T19:18:15Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5168736905,212,2.2,5168736907,213,6.16,5168736899,56,Left,5168736903,141,86.5,5168736897,3,,5168736901,140,80.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614553,11,61,1,0,35,b8oqgvx1ijeyn6y1cn6929ix4,0,82.0,92.3,2024-08-24T17:01:11.067Z,2024-08-24T19:28:18Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,5168737305,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614539,7,61,1,0,35,bd4qakf7j0wwie8wke9km7uj8,1,18.9,4.9,2024-08-24T17:01:11.200Z,2024-08-24T17:04:46Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5168737233,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614591,8,5,1,0,36,bd4qakf7j0wwie8wke9km7uj8,0,19.2,-1.7000000000000002,2024-08-24T17:01:12.058Z,2024-08-24T19:16:10Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5168737475,56,Back,5168743475,233,12,5168737477,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614665,12,5,1,0,36,b8oqgvx1ijeyn6y1cn6929ix4,1,80.8,101.7,2024-08-24T17:01:12.058Z,2024-08-24T19:16:09Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,5168737903,56,Left,5168743457,233,8,5168737905,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614819,13,1,1,0,56,b8oqgvx1ijeyn6y1cn6929ix4,0,82.7,100.0,2024-08-24T17:01:32.362Z,2024-08-24T17:01:33Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5168738681,212,28.4,5168738679,141,59.9,5168738683,213,4.88,5168738673,107,,5168738677,140,87.1,5168738675,56,Center,5168738685,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614829,9,12,1,0,58,bd4qakf7j0wwie8wke9km7uj8,1,11.5,41.8,2024-08-24T17:01:33.962Z,2024-08-24T17:01:35Z,4rhxehi019n7z1z1m7a39w1sk,K. Nyegaard,,5168738733,212,20.0,5168738735,213,1.19,5168738729,140,18.5,5168738737,15,,5168738731,141,69.1,5168738727,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614915,10,12,1,1,0,bd4qakf7j0wwie8wke9km7uj8,1,18.5,69.1,2024-08-24T17:01:35.795Z,2024-08-24T17:01:41Z,m031ocyfq011rual3olkegdm,A. Taranis,,5168739293,56,Back,5168739299,212,18.7,5168739301,213,0.97,5168739297,141,91.8,5168739295,140,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614919,11,83,1,1,5,bd4qakf7j0wwie8wke9km7uj8,0,24.8,96.5,2024-08-24T17:01:41.578Z,2024-08-24T17:07:23Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,5168739585,399,e3546n3qj447qgmizao50zx1w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614969,14,1,1,1,7,b8oqgvx1ijeyn6y1cn6929ix4,1,76.7,6.1,2024-08-24T17:01:43.050Z,2024-08-24T17:01:45Z,e3546n3qj447qgmizao50zx1w,F. Møller,,5168739549,213,2.35,5168739547,212,9.4,5168739545,141,15.9,5168739543,140,70.4,5168739541,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712614985,15,1,1,1,10,b8oqgvx1ijeyn6y1cn6929ix4,0,70.9,17.3,2024-08-24T17:01:45.691Z,2024-08-24T17:02:31Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5168739615,212,18.7,5168739617,213,0.79,5168739609,56,Center,5168739613,141,36.9,5168739611,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615021,12,12,1,1,12,bd4qakf7j0wwie8wke9km7uj8,1,14.7,63.3,2024-08-24T17:01:47.827Z,2024-08-24T17:10:09Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,5168739817,213,0.22,5168739815,212,24.8,5168739811,140,37.7,5168739813,141,71.4,5168739809,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615097,13,1,1,1,13,bd4qakf7j0wwie8wke9km7uj8,1,36.6,70.9,2024-08-24T17:01:49.410Z,2024-08-24T17:01:53Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5168740181,140,39.4,5168740179,56,Back,5168740183,141,78.5,5168740185,212,5.9,5168740187,213,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615135,16,83,1,1,18,b8oqgvx1ijeyn6y1cn6929ix4,1,63.1,33.3,2024-08-24T17:01:53.626Z,2024-08-24T18:06:56Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5169090743,399,m031ocyfq011rual3olkegdm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615107,14,61,1,1,18,bd4qakf7j0wwie8wke9km7uj8,0,39.7,80.8,2024-08-24T17:01:53.714Z,2024-08-24T19:28:16Z,m031ocyfq011rual3olkegdm,A. Taranis,,5168740209,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615171,18,1,1,1,21,b8oqgvx1ijeyn6y1cn6929ix4,0,69.9,10.0,2024-08-24T17:01:57.082Z,2024-08-24T17:01:58Z,e3546n3qj447qgmizao50zx1w,F. Møller,,5168740541,141,37.6,5168740537,56,Center,5168740531,2,,5168740543,212,25.7,5168740545,213,0.82,5168740539,140,86.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615217,15,1,1,1,23,bd4qakf7j0wwie8wke9km7uj8,0,11.9,65.5,2024-08-24T17:01:59.267Z,2024-08-24T19:28:14Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5168740775,1,,5168740769,141,65.7,5168740773,213,0.01,5168740763,157,,5168740767,140,29.1,5168740771,212,18.1,5168740765,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615211,19,43,1,1,25,b8oqgvx1ijeyn6y1cn6929ix4,1,0.0,0.0,2024-08-24T17:02:00.706Z,2024-08-24T17:02:04Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5168741037,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615351,20,1,1,1,29,b8oqgvx1ijeyn6y1cn6929ix4,1,73.2,32.7,2024-08-24T17:02:04.962Z,2024-08-24T17:02:08Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5168741555,56,Right,5168741563,213,4.72,5168741561,212,18.3,5168741559,141,5.8,5168741557,140,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615371,21,1,1,1,33,b8oqgvx1ijeyn6y1cn6929ix4,1,74.8,8.8,2024-08-24T17:02:08.650Z,2024-08-24T17:02:10Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168741685,140,70.2,5168741693,212,7.1,5168741689,141,16.5,5168741697,213,2.32,5168741681,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615393,22,1,1,1,34,b8oqgvx1ijeyn6y1cn6929ix4,1,70.2,16.5,2024-08-24T17:02:09.930Z,2024-08-24T17:02:11Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,5168741803,141,6.8,5168741801,140,76.5,5168741799,56,Right,5168741805,212,9.3,5168741807,213,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615423,23,1,1,1,35,b8oqgvx1ijeyn6y1cn6929ix4,1,76.5,6.8,2024-08-24T17:02:11.586Z,2024-08-24T19:28:12Z,e3546n3qj447qgmizao50zx1w,F. Møller,,5168742015,213,3.14,5168742007,56,Right,5168742013,212,6.1,5168742009,140,70.7,5168742011,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615499,24,1,1,1,38,b8oqgvx1ijeyn6y1cn6929ix4,1,70.7,6.8,2024-08-24T17:02:13.865Z,2024-08-24T17:02:17Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168742429,212,21.1,5168742427,141,14.9,5168742425,140,90.1,5168742423,56,Right,5168742431,213,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615473,16,83,1,1,40,bd4qakf7j0wwie8wke9km7uj8,0,9.6,86.3,2024-08-24T17:02:16.354Z,2024-08-24T17:02:20Z,g2cgdv428rmpmb0om40ldses,M. Lysholm,,5168742673,399,1nn1wc14k9zd3wtu73loj7kes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615523,25,1,1,1,41,b8oqgvx1ijeyn6y1cn6929ix4,0,93.4,15.8,2024-08-24T17:02:17.585Z,2024-08-24T17:02:19Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,5168742567,56,Center,5168742581,212,18.9,5168742559,2,,5168742573,140,95.4,5168742585,213,1.46,5168742577,141,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615551,17,12,1,1,42,bd4qakf7j0wwie8wke9km7uj8,1,4.5,59.6,2024-08-24T17:02:18.369Z,2024-08-24T17:02:21Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,5168742699,140,22.8,5168742777,167,,5168742701,141,100.0,5168742705,213,0.98,5168742697,56,Back,5168742703,212,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615559,18,5,1,1,44,bd4qakf7j0wwie8wke9km7uj8,0,21.6,101.6,2024-08-24T17:02:20.292Z,2024-08-24T19:16:10Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,5168742755,56,Back,5168743275,233,26,5168742757,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615635,26,5,1,1,44,b8oqgvx1ijeyn6y1cn6929ix4,1,78.4,-1.6,2024-08-24T17:02:20.292Z,2024-08-24T19:16:10Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,5168743171,347,,5168743169,56,Right,5168743253,233,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615975,27,1,1,2,9,b8oqgvx1ijeyn6y1cn6929ix4,0,76.4,0.0,2024-08-24T17:02:45.211Z,2024-08-24T17:02:47Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5168745161,56,Center,5168745169,213,1.06,5168745163,140,89.9,5168745159,107,,5168745165,141,34.9,5168745171,1,,5168745167,212,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712615983,19,12,1,2,12,bd4qakf7j0wwie8wke9km7uj8,1,5.0,56.3,2024-08-24T17:02:47.858Z,2024-08-24T17:02:49Z,4brcvdxviy9f03iwcavxll80l,H. Askham,,5168745221,15,,5168745199,56,Back,5168745201,140,19.2,5168745207,213,0.87,5168745205,212,23.0,5168745203,141,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616011,20,1,1,2,14,bd4qakf7j0wwie8wke9km7uj8,0,19.4,82.1,2024-08-24T17:02:49.626Z,2024-08-24T17:02:50Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5168745427,3,,5168745431,140,11.1,5168745429,56,Back,5168745437,213,2.76,5168745435,212,9.4,5168745433,141,87.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616045,28,61,1,2,17,b8oqgvx1ijeyn6y1cn6929ix4,0,86.8,14.6,2024-08-24T17:02:53.507Z,2024-08-24T17:03:05Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168745591,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616065,21,50,1,2,18,bd4qakf7j0wwie8wke9km7uj8,1,4.2,89.0,2024-08-24T17:02:54.562Z,2024-08-24T19:28:21Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5168745851,233,29,5168745683,285,,5168745681,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616075,29,7,1,2,18,b8oqgvx1ijeyn6y1cn6929ix4,1,95.8,11.0,2024-08-24T17:02:54.563Z,2024-08-24T19:23:32Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168745723,167,,5168745727,286,,5168745725,56,Right,5168745749,233,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616087,22,5,1,2,19,bd4qakf7j0wwie8wke9km7uj8,1,11.7,101.7,2024-08-24T17:02:55.226Z,2024-08-24T19:16:11Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5168746175,233,30,5168745769,56,Back,5168745771,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616153,30,5,1,2,19,b8oqgvx1ijeyn6y1cn6929ix4,0,88.3,-1.7000000000000002,2024-08-24T17:02:55.226Z,2024-08-24T19:16:11Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168746125,56,Right,5168746129,347,,5168746209,233,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616393,23,1,1,2,37,bd4qakf7j0wwie8wke9km7uj8,1,8.6,100.0,2024-08-24T17:03:13.426Z,2024-08-24T17:03:16Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,5168747453,213,6.07,5168747449,141,93.2,5168747455,1,,5168747443,107,,5168747451,212,27.0,5168747447,140,33.7,5168747445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616443,24,1,1,2,40,bd4qakf7j0wwie8wke9km7uj8,1,39.5,96.2,2024-08-24T17:03:16.034Z,2024-08-24T17:03:27Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,5168747701,213,3.14,5168747691,140,32.5,5168747699,212,7.3,5168747687,56,Back,5168747695,141,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616473,25,61,1,2,41,bd4qakf7j0wwie8wke9km7uj8,0,32.5,96.2,2024-08-24T17:03:16.754Z,2024-08-24T17:03:29Z,m031ocyfq011rual3olkegdm,A. Taranis,,5168747829,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616477,26,43,1,2,43,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-08-24T17:03:18.858Z,2024-08-24T17:03:24Z,m031ocyfq011rual3olkegdm,A. Taranis,,5168748191,144,61,5168747845,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616483,27,5,1,2,43,bd4qakf7j0wwie8wke9km7uj8,0,32.2,101.2,2024-08-24T17:03:18.865Z,2024-08-24T19:16:12Z,m031ocyfq011rual3olkegdm,A. Taranis,,5168747867,56,Back,5168747869,347,,5168748761,233,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616633,31,5,1,2,43,b8oqgvx1ijeyn6y1cn6929ix4,1,67.8,-1.2,2024-08-24T17:03:18.865Z,2024-08-24T19:16:12Z,ekx0wotp433tuaw4g93nybjmc,S. Jalal,,5168748741,233,27,5168748637,347,,5168748635,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616731,32,1,1,2,56,b8oqgvx1ijeyn6y1cn6929ix4,1,71.3,0.0,2024-08-24T17:03:32.168Z,2024-08-24T17:03:37Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,5168749171,140,61.9,5168749173,141,8.6,5168749169,56,Right,5168749167,107,,5168749177,213,2.51,5168749175,212,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616765,33,1,1,3,1,b8oqgvx1ijeyn6y1cn6929ix4,0,61.9,8.6,2024-08-24T17:03:37.537Z,2024-08-24T19:28:09Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,5168749355,155,,5168749357,56,Center,5168749363,141,63.9,5168749361,140,95.5,5168749371,1,,5168749367,212,51.6,5168749369,213,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616741,28,44,1,3,2,bd4qakf7j0wwie8wke9km7uj8,1,4.9,35.6,2024-08-24T17:03:37.786Z,2024-08-24T19:17:21Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,5168749231,285,,5168749229,56,Back,5168749521,233,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712616775,34,44,1,3,2,b8oqgvx1ijeyn6y1cn6929ix4,0,95.1,64.4,2024-08-24T17:03:37.787Z,2024-08-24T19:17:21Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,5168749579,233,28,5168749431,56,Center,5168749433,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
