id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/15/value,qualifier/16/value
2725066733,11,1,1,0,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,60.7,27.3,2024-09-23T17:02:37.659Z,2024-09-23T17:02:39Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5236879905,212,22.6,5236879903,141,47.9,5236879907,213,2.47,5236879901,140,43.8,5236879899,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066739,12,1,1,0,33,aqtkb4mgrz8c6iqfufj6qjbv9,1,43.8,47.9,2024-09-23T17:02:39.379Z,2024-09-23T19:13:07Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236879939,141,89.3,5236879943,212,30.8,5236879935,56,Left,5236879937,140,55.7,5236879945,213,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066751,13,1,1,0,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,55.7,89.3,2024-09-23T17:02:40.123Z,2024-09-23T17:02:41Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236880001,141,89.3,5236879999,140,66.8,5236880005,213,0.00,5236879997,56,Left,5236880003,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066795,14,1,1,0,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.3,90.8,2024-09-23T17:02:41.228Z,2024-09-23T17:02:45Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236880243,213,3.08,5236880235,56,Back,5236880237,140,45.6,5236880241,212,20.7,5236880239,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066825,15,1,1,0,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.9,89.9,2024-09-23T17:02:45.403Z,2024-09-23T17:02:48Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236880427,212,21.6,5236880423,140,37.4,5236880429,213,4.34,5236880421,56,Back,5236880425,141,60.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066865,16,1,1,0,42,aqtkb4mgrz8c6iqfufj6qjbv9,1,37.4,60.3,2024-09-23T17:02:48.484Z,2024-09-23T17:02:52Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236880639,1,,5236880637,213,0.36,5236880633,141,87.8,5236880635,212,53.2,5236880629,56,Left,5236880627,155,,5236880631,140,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066867,17,1,1,0,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,92.3,83.2,2024-09-23T17:02:52.634Z,2024-09-23T17:02:54Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236880661,213,4.46,5236880731,286,,5236880727,233,10,5236880659,212,4.6,5236880653,56,Center,5236880657,141,76.7,5236880655,140,91.2,5236880649,2,,5236880725,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066875,10,12,1,0,46,6wwwud48qahpwrfxs20334qk5,1,5.2,25.3,2024-09-23T17:02:52.734Z,2024-09-23T17:02:55Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5236880737,233,17,5236880701,185,,5236880703,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066885,11,6,1,0,48,6wwwud48qahpwrfxs20334qk5,0,6.6,24.6,2024-09-23T17:02:54.507Z,2024-09-23T17:02:59Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5236880779,73,,5236880833,233,18,5236880775,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725066893,18,6,1,0,48,aqtkb4mgrz8c6iqfufj6qjbv9,1,93.4,75.4,2024-09-23T17:02:54.507Z,2024-09-23T18:01:28Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236880785,73,,5236880809,233,11,5236880783,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067285,19,1,1,1,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,99.5,99.5,2024-09-23T17:03:38.620Z,2024-09-23T17:03:44Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236883047,213,4.54,5236883043,141,67.8,5236883041,140,95.9,5236883039,56,Center,5236883045,212,21.9,5236883037,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067303,20,1,1,1,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,95.9,67.8,2024-09-23T17:03:41.339Z,2024-09-23T17:10:38Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5236883125,140,95.0,5236883127,141,84.2,5236883123,56,Left,5236883131,213,1.66,5236883129,212,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067305,21,1,1,1,37,aqtkb4mgrz8c6iqfufj6qjbv9,0,94.8,85.9,2024-09-23T17:03:43.394Z,2024-09-23T19:13:05Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5236883149,212,21.7,5236883137,2,,5236883145,141,57.3,5236883153,213,4.26,5236883143,140,85.7,5236883141,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067397,12,12,1,1,37,6wwwud48qahpwrfxs20334qk5,1,12.9,40.7,2024-09-23T17:03:43.650Z,2024-09-23T17:03:53Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236883673,56,Back,5236883677,141,83.3,5236883681,213,0.82,5236883679,212,39.6,5236883675,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067389,22,1,1,1,44,aqtkb4mgrz8c6iqfufj6qjbv9,0,54.5,6.2,2024-09-23T17:03:50.859Z,2024-09-23T19:13:03Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236883637,212,48.9,5236883633,140,92.2,5236883639,213,0.63,5236883641,1,,5236883631,56,Center,5236883629,155,,5236883635,141,48.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067469,14,1,1,1,49,6wwwud48qahpwrfxs20334qk5,1,9.0,47.5,2024-09-23T17:03:55.514Z,2024-09-23T17:04:04Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5236884105,56,Back,5236884111,212,30.1,5236884103,123,,5236884107,140,22.0,5236884109,141,86.9,5236884113,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067483,15,1,1,1,58,6wwwud48qahpwrfxs20334qk5,1,56.3,85.0,2024-09-23T17:04:04.315Z,2024-09-23T17:11:48Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5236884203,213,3.93,5236884201,212,16.1,5236884197,140,45.5,5236884199,141,68.2,5236884195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067493,16,1,1,1,59,6wwwud48qahpwrfxs20334qk5,1,46.9,67.5,2024-09-23T17:04:05.506Z,2024-09-23T17:04:08Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236884269,140,57.6,5236884273,212,16.2,5236884267,56,Center,5236884275,213,5.48,5236884271,141,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067497,17,43,1,2,2,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-23T17:04:08.098Z,2024-09-23T17:04:45Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5236886337,144,56,5236884291,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067561,18,1,1,2,6,6wwwud48qahpwrfxs20334qk5,1,62.7,18.2,2024-09-23T17:04:12.729Z,2024-09-23T17:04:17Z,4m3slt6iikaxklqd12i719rl5,M. Opondo,,,5236884721,141,17.9,5236884719,140,54.0,5236884717,56,Right,5236884725,213,3.16,5236884723,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067581,19,1,1,2,13,6wwwud48qahpwrfxs20334qk5,1,58.6,12.3,2024-09-23T17:04:19.466Z,2024-09-23T17:04:20Z,dgcbjg2ymgi70yv1n8ugkv02c,A. Andersen,,,5236884859,213,5.83,5236884855,141,5.0,5236884857,212,11.3,5236884853,140,68.3,5236884851,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067603,20,1,1,2,14,6wwwud48qahpwrfxs20334qk5,1,68.3,5.0,2024-09-23T17:04:20.290Z,2024-09-23T17:04:22Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5236884975,212,21.4,5236884971,140,87.5,5236884969,56,Right,5236884977,213,0.34,5236884973,141,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067617,21,1,1,2,16,6wwwud48qahpwrfxs20334qk5,0,90.2,14.9,2024-09-23T17:04:22.234Z,2024-09-23T19:13:02Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5236885087,236,,5236885043,212,2.4,5236885089,233,23,5236885093,286,,5236885045,213,2.35,5236885033,2,,5236885037,56,Right,5236885039,140,88.6,5236885041,141,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067625,23,12,1,2,16,aqtkb4mgrz8c6iqfufj6qjbv9,1,5.3,80.6,2024-09-23T17:04:22.334Z,2024-09-23T17:04:24Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236885095,233,21,5236885079,56,Back,5236885077,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067635,22,1,1,2,18,6wwwud48qahpwrfxs20334qk5,0,94.2,26.4,2024-09-23T17:04:24.298Z,2024-09-23T17:04:25Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5236885155,140,92.9,5236885161,213,1.86,5236885159,212,4.8,5236885149,2,,5236885153,56,Center,5236885157,141,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067663,23,43,1,2,19,6wwwud48qahpwrfxs20334qk5,1,0.0,0.0,2024-09-23T17:04:25.730Z,2024-09-23T17:04:42Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5236885317,286,0,5236886231,144,7,5236885315,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067655,24,61,1,2,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,2.9,62.9,2024-09-23T17:04:26.398Z,2024-09-23T17:04:26Z,5i6n6yne6fh410vk7p7kkokmi,G. Arndal-Lauritzen,,,5236885265,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067675,24,1,1,2,21,6wwwud48qahpwrfxs20334qk5,1,94.5,25.8,2024-09-23T17:04:27.346Z,2024-09-23T17:04:28Z,y4dl1rer075c9wz6zhx7skbt,O. Buch,,,5236885377,140,87.3,5236885381,212,11.4,5236885383,213,3.99,5236885379,141,13.2,5236885375,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067707,25,1,1,2,22,6wwwud48qahpwrfxs20334qk5,0,87.8,15.9,2024-09-23T17:04:28.346Z,2024-09-23T17:04:30Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5236885515,141,54.5,5236885511,56,Center,5236885519,213,1.39,5236885507,2,,5236885517,212,26.7,5236885513,140,92.4,5236885509,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067741,25,12,1,2,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,8.3,42.4,2024-09-23T17:04:32.058Z,2024-09-23T17:04:38Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236885709,141,25.8,5236885761,15,,5236885705,56,Back,5236885713,213,5.39,5236885711,212,14.5,5236885707,140,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067801,26,1,1,2,28,6wwwud48qahpwrfxs20334qk5,0,93.7,72.9,2024-09-23T17:04:34.082Z,2024-09-23T17:04:40Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5236886043,140,90.3,5236886047,212,10.7,5236886041,56,Left,5236886049,213,1.91,5236886045,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067817,26,56,1,2,31,aqtkb4mgrz8c6iqfufj6qjbv9,1,12.1,4.6,2024-09-23T17:04:37.541Z,2024-09-23T17:13:05Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5236886111,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067927,27,5,1,2,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,10.0,-2.0,2024-09-23T17:04:37.945Z,2024-09-23T18:01:15Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5236917405,233,27,5236886741,56,Back,5236886743,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067829,27,5,1,2,32,6wwwud48qahpwrfxs20334qk5,0,90.0,102.0,2024-09-23T17:04:37.945Z,2024-09-23T18:01:15Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5236886191,347,,5236886189,56,Left,5236917425,233,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067957,28,1,1,2,46,aqtkb4mgrz8c6iqfufj6qjbv9,0,14.0,0.0,2024-09-23T17:04:52.169Z,2024-09-23T17:04:54Z,9lsylzgf7e3i5zb0fshnxo6xg,S. Sharif,,,5236886957,212,18.1,5236886953,140,29.8,5236886951,56,Back,5236886949,107,,5236886959,213,0.41,5236886955,141,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067969,28,44,1,2,48,6wwwud48qahpwrfxs20334qk5,1,62.2,89.4,2024-09-23T17:04:54.262Z,2024-09-23T18:01:06Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236887015,286,,5236919751,233,139,5236887013,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725073401,139,44,1,2,48,aqtkb4mgrz8c6iqfufj6qjbv9,0,37.8,10.6,2024-09-23T17:04:54.263Z,2024-09-23T18:01:06Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5236919703,56,Back,5236919805,233,28,5236919705,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725067971,29,1,1,2,49,6wwwud48qahpwrfxs20334qk5,0,59.4,87.7,2024-09-23T17:04:55.066Z,2024-09-23T19:13:00Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5236887049,140,67.4,5236887051,141,81.8,5236887045,3,,5236887053,212,9.3,5236887047,56,Left,5236887055,213,5.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725068051,29,1,1,2,52,aqtkb4mgrz8c6iqfufj6qjbv9,1,22.6,18.0,2024-09-23T17:04:58.017Z,2024-09-23T17:05:02Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5236887523,56,Back,5236887527,140,29.2,5236887531,141,9.4,5236887535,213,5.58,5236887533,212,9.1,5236887521,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725068059,30,1,1,2,56,aqtkb4mgrz8c6iqfufj6qjbv9,0,29.3,9.4,2024-09-23T17:05:02.219Z,2024-09-23T17:05:02Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5236887569,56,Back,5236887573,141,25.3,5236887567,3,,5236887577,213,0.94,5236887575,212,13.4,5236887571,140,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
